date,CVX_unscaled,CVX_monthly,scale,CVX
2018-01-20,25,33.0,0.33,8.25
2018-01-21,11,33.0,0.33,3.6300000000000003
2018-01-22,60,33.0,0.33,19.8
2018-01-23,51,33.0,0.33,16.830000000000002
2018-01-24,56,33.0,0.33,18.48
2018-01-25,49,33.0,0.33,16.17
2018-01-26,63,33.0,0.33,20.790000000000003
2018-01-27,28,33.0,0.33,9.24
2018-01-28,9,33.0,0.33,2.97
2018-01-29,51,33.0,0.33,16.830000000000002
2018-01-30,54,33.0,0.33,17.82
2018-01-31,67,33.0,0.33,22.11
2018-02-01,54,36.0,0.36,19.439999999999998
2018-02-02,95,36.0,0.36,34.199999999999996
2018-02-03,41,36.0,0.36,14.76
2018-02-04,10,36.0,0.36,3.5999999999999996
2018-02-05,71,36.0,0.36,25.56
2018-02-06,100,36.0,0.36,36.0
2018-02-07,93,36.0,0.36,33.48
2018-02-08,65,36.0,0.36,23.4
2018-02-09,64,36.0,0.36,23.04
2018-02-10,37,36.0,0.36,13.32
2018-02-11,10,36.0,0.36,3.5999999999999996
2018-02-12,66,36.0,0.36,23.759999999999998
2018-02-13,60,36.0,0.36,21.599999999999998
2018-02-14,42,36.0,0.36,15.12
2018-02-15,47,36.0,0.36,16.919999999999998
2018-02-16,48,36.0,0.36,17.28
2018-02-17,21,36.0,0.36,7.56
2018-02-18,15,36.0,0.36,5.3999999999999995
2018-02-19,20,36.0,0.36,7.199999999999999
2018-02-20,44,36.0,0.36,15.84
2018-02-21,51,36.0,0.36,18.36
2018-02-22,45,36.0,0.36,16.2
2018-02-23,52,36.0,0.36,18.72
2018-02-24,13,36.0,0.36,4.68
2018-02-25,6,36.0,0.36,2.16
2018-02-26,53,36.0,0.36,19.08
2018-02-27,60,36.0,0.36,21.599999999999998
2018-02-28,49,36.0,0.36,17.64
2018-03-01,70,30.0,0.3,21.0
2018-03-02,100,30.0,0.3,30.0
2018-03-03,43,30.0,0.3,12.9
2018-03-04,21,30.0,0.3,6.3
2018-03-05,81,30.0,0.3,24.3
2018-03-06,66,30.0,0.3,19.8
2018-03-07,78,30.0,0.3,23.4
2018-03-08,75,30.0,0.3,22.5
2018-03-09,83,30.0,0.3,24.9
2018-03-10,43,30.0,0.3,12.9
2018-03-11,50,30.0,0.3,15.0
2018-03-12,92,30.0,0.3,27.599999999999998
2018-03-13,75,30.0,0.3,22.5
2018-03-14,80,30.0,0.3,24.0
2018-03-15,87,30.0,0.3,26.099999999999998
2018-03-16,66,30.0,0.3,19.8
2018-03-17,14,30.0,0.3,4.2
2018-03-18,25,30.0,0.3,7.5
2018-03-19,70,30.0,0.3,21.0
2018-03-20,55,30.0,0.3,16.5
2018-03-21,96,30.0,0.3,28.799999999999997
2018-03-22,75,30.0,0.3,22.5
2018-03-23,97,30.0,0.3,29.099999999999998
2018-03-24,14,30.0,0.3,4.2
2018-03-25,18,30.0,0.3,5.3999999999999995
2018-03-26,76,30.0,0.3,22.8
2018-03-27,79,30.0,0.3,23.7
2018-03-28,53,30.0,0.3,15.899999999999999
2018-03-29,82,30.0,0.3,24.599999999999998
2018-03-30,43,30.0,0.3,12.9
2018-03-31,20,30.0,0.3,6.0
2018-04-01,21,34.0,0.34,7.140000000000001
2018-04-02,40,34.0,0.34,13.600000000000001
2018-04-03,51,34.0,0.34,17.34
2018-04-04,54,34.0,0.34,18.360000000000003
2018-04-05,61,34.0,0.34,20.740000000000002
2018-04-06,63,34.0,0.34,21.42
2018-04-07,18,34.0,0.34,6.12
2018-04-08,21,34.0,0.34,7.140000000000001
2018-04-09,77,34.0,0.34,26.180000000000003
2018-04-10,65,34.0,0.34,22.1
2018-04-11,55,34.0,0.34,18.700000000000003
2018-04-12,60,34.0,0.34,20.400000000000002
2018-04-13,77,34.0,0.34,26.180000000000003
2018-04-14,37,34.0,0.34,12.58
2018-04-15,19,34.0,0.34,6.460000000000001
2018-04-16,51,34.0,0.34,17.34
2018-04-17,64,34.0,0.34,21.76
2018-04-18,66,34.0,0.34,22.44
2018-04-19,70,34.0,0.34,23.8
2018-04-20,62,34.0,0.34,21.080000000000002
2018-04-21,27,34.0,0.34,9.180000000000001
2018-04-22,0,34.0,0.34,0.0
2018-04-23,67,34.0,0.34,22.78
2018-04-24,52,34.0,0.34,17.68
2018-04-25,56,34.0,0.34,19.040000000000003
2018-04-26,63,34.0,0.34,21.42
2018-04-27,100,34.0,0.34,34.0
2018-04-28,41,34.0,0.34,13.940000000000001
2018-04-29,21,34.0,0.34,7.140000000000001
2018-04-30,79,34.0,0.34,26.860000000000003
2018-05-01,65,35.0,0.35,22.75
2018-05-02,47,35.0,0.35,16.45
2018-05-03,52,35.0,0.35,18.2
2018-05-04,61,35.0,0.35,21.349999999999998
2018-05-05,20,35.0,0.35,7.0
2018-05-06,21,35.0,0.35,7.35
2018-05-07,57,35.0,0.35,19.95
2018-05-08,65,35.0,0.35,22.75
2018-05-09,100,35.0,0.35,35.0
2018-05-10,84,35.0,0.35,29.4
2018-05-11,76,35.0,0.35,26.599999999999998
2018-05-12,25,35.0,0.35,8.75
2018-05-13,30,35.0,0.35,10.5
2018-05-14,62,35.0,0.35,21.7
2018-05-15,57,35.0,0.35,19.95
2018-05-16,52,35.0,0.35,18.2
2018-05-17,66,35.0,0.35,23.099999999999998
2018-05-18,52,35.0,0.35,18.2
2018-05-19,26,35.0,0.35,9.1
2018-05-20,10,35.0,0.35,3.5
2018-05-21,58,35.0,0.35,20.299999999999997
2018-05-22,71,35.0,0.35,24.849999999999998
2018-05-23,41,35.0,0.35,14.35
2018-05-24,47,35.0,0.35,16.45
2018-05-25,58,35.0,0.35,20.299999999999997
2018-05-26,14,35.0,0.35,4.8999999999999995
2018-05-27,12,35.0,0.35,4.199999999999999
2018-05-28,17,35.0,0.35,5.949999999999999
2018-05-29,46,35.0,0.35,16.099999999999998
2018-05-30,60,35.0,0.35,21.0
2018-05-31,53,35.0,0.35,18.549999999999997
2018-06-01,96,32.0,0.32,30.72
2018-06-02,30,32.0,0.32,9.6
2018-06-03,14,32.0,0.32,4.48
2018-06-04,69,32.0,0.32,22.080000000000002
2018-06-05,95,32.0,0.32,30.400000000000002
2018-06-06,74,32.0,0.32,23.68
2018-06-07,100,32.0,0.32,32.0
2018-06-08,70,32.0,0.32,22.400000000000002
2018-06-09,48,32.0,0.32,15.36
2018-06-10,37,32.0,0.32,11.84
2018-06-11,86,32.0,0.32,27.52
2018-06-12,87,32.0,0.32,27.84
2018-06-13,91,32.0,0.32,29.12
2018-06-14,57,32.0,0.32,18.240000000000002
2018-06-15,68,32.0,0.32,21.76
2018-06-16,25,32.0,0.32,8.0
2018-06-17,8,32.0,0.32,2.56
2018-06-18,78,32.0,0.32,24.96
2018-06-19,91,32.0,0.32,29.12
2018-06-20,69,32.0,0.32,22.080000000000002
2018-06-21,73,32.0,0.32,23.36
2018-06-22,88,32.0,0.32,28.16
2018-06-23,20,32.0,0.32,6.4
2018-06-24,13,32.0,0.32,4.16
2018-06-25,70,32.0,0.32,22.400000000000002
2018-06-26,81,32.0,0.32,25.92
2018-06-27,84,32.0,0.32,26.88
2018-06-28,74,32.0,0.32,23.68
2018-06-29,79,32.0,0.32,25.28
2018-06-30,47,32.0,0.32,15.040000000000001
2018-07-01,12,31.0,0.31,3.7199999999999998
2018-07-02,74,31.0,0.31,22.94
2018-07-03,64,31.0,0.31,19.84
2018-07-04,24,31.0,0.31,7.4399999999999995
2018-07-05,36,31.0,0.31,11.16
2018-07-06,60,31.0,0.31,18.6
2018-07-07,17,31.0,0.31,5.27
2018-07-08,0,31.0,0.31,0.0
2018-07-09,62,31.0,0.31,19.22
2018-07-10,60,31.0,0.31,18.6
2018-07-11,63,31.0,0.31,19.53
2018-07-12,66,31.0,0.31,20.46
2018-07-13,60,31.0,0.31,18.6
2018-07-14,20,31.0,0.31,6.2
2018-07-15,14,31.0,0.31,4.34
2018-07-16,49,31.0,0.31,15.19
2018-07-17,49,31.0,0.31,15.19
2018-07-18,69,31.0,0.31,21.39
2018-07-19,37,31.0,0.31,11.47
2018-07-20,43,31.0,0.31,13.33
2018-07-21,11,31.0,0.31,3.41
2018-07-22,10,31.0,0.31,3.1
2018-07-23,52,31.0,0.31,16.12
2018-07-24,78,31.0,0.31,24.18
2018-07-25,50,31.0,0.31,15.5
2018-07-26,56,31.0,0.31,17.36
2018-07-27,100,31.0,0.31,31.0
2018-07-28,27,31.0,0.31,8.37
2018-07-29,19,31.0,0.31,5.89
2018-07-30,56,31.0,0.31,17.36
2018-07-31,68,31.0,0.31,21.08
2018-08-01,59,32.0,0.32,18.88
2018-08-02,59,32.0,0.32,18.88
2018-08-03,58,32.0,0.32,18.56
2018-08-04,28,32.0,0.32,8.96
2018-08-05,5,32.0,0.32,1.6
2018-08-06,60,32.0,0.32,19.2
2018-08-07,69,32.0,0.32,22.080000000000002
2018-08-08,55,32.0,0.32,17.6
2018-08-09,59,32.0,0.32,18.88
2018-08-10,66,32.0,0.32,21.12
2018-08-11,17,32.0,0.32,5.44
2018-08-12,22,32.0,0.32,7.04
2018-08-13,58,32.0,0.32,18.56
2018-08-14,55,32.0,0.32,17.6
2018-08-15,100,32.0,0.32,32.0
2018-08-16,62,32.0,0.32,19.84
2018-08-17,77,32.0,0.32,24.64
2018-08-18,38,32.0,0.32,12.16
2018-08-19,23,32.0,0.32,7.36
2018-08-20,42,32.0,0.32,13.44
2018-08-21,65,32.0,0.32,20.8
2018-08-22,62,32.0,0.32,19.84
2018-08-23,37,32.0,0.32,11.84
2018-08-24,61,32.0,0.32,19.52
2018-08-25,20,32.0,0.32,6.4
2018-08-26,24,32.0,0.32,7.68
2018-08-27,75,32.0,0.32,24.0
2018-08-28,54,32.0,0.32,17.28
2018-08-29,61,32.0,0.32,19.52
2018-08-30,48,32.0,0.32,15.36
2018-08-31,42,32.0,0.32,13.44
2018-09-01,21,33.0,0.33,6.930000000000001
2018-09-02,10,33.0,0.33,3.3000000000000003
2018-09-03,25,33.0,0.33,8.25
2018-09-04,64,33.0,0.33,21.12
2018-09-05,46,33.0,0.33,15.180000000000001
2018-09-06,58,33.0,0.33,19.14
2018-09-07,53,33.0,0.33,17.490000000000002
2018-09-08,32,33.0,0.33,10.56
2018-09-09,21,33.0,0.33,6.930000000000001
2018-09-10,71,33.0,0.33,23.43
2018-09-11,78,33.0,0.33,25.740000000000002
2018-09-12,66,33.0,0.33,21.78
2018-09-13,66,33.0,0.33,21.78
2018-09-14,57,33.0,0.33,18.810000000000002
2018-09-15,28,33.0,0.33,9.24
2018-09-16,17,33.0,0.33,5.61
2018-09-17,41,33.0,0.33,13.530000000000001
2018-09-18,47,33.0,0.33,15.510000000000002
2018-09-19,82,33.0,0.33,27.060000000000002
2018-09-20,65,33.0,0.33,21.45
2018-09-21,100,33.0,0.33,33.0
2018-09-22,56,33.0,0.33,18.48
2018-09-23,34,33.0,0.33,11.22
2018-09-24,63,33.0,0.33,20.790000000000003
2018-09-25,66,33.0,0.33,21.78
2018-09-26,54,33.0,0.33,17.82
2018-09-27,51,33.0,0.33,16.830000000000002
2018-09-28,53,33.0,0.33,17.490000000000002
2018-09-29,28,33.0,0.33,9.24
2018-09-30,20,33.0,0.33,6.6000000000000005
2018-10-01,79,35.0,0.35,27.65
2018-10-02,92,35.0,0.35,32.199999999999996
2018-10-03,79,35.0,0.35,27.65
2018-10-04,77,35.0,0.35,26.95
2018-10-05,85,35.0,0.35,29.749999999999996
2018-10-06,49,35.0,0.35,17.15
2018-10-07,20,35.0,0.35,7.0
2018-10-08,62,35.0,0.35,21.7
2018-10-09,78,35.0,0.35,27.299999999999997
2018-10-10,83,35.0,0.35,29.049999999999997
2018-10-11,85,35.0,0.35,29.749999999999996
2018-10-12,100,35.0,0.35,35.0
2018-10-13,32,35.0,0.35,11.2
2018-10-14,13,35.0,0.35,4.55
2018-10-15,89,35.0,0.35,31.15
2018-10-16,79,35.0,0.35,27.65
2018-10-17,76,35.0,0.35,26.599999999999998
2018-10-18,88,35.0,0.35,30.799999999999997
2018-10-19,80,35.0,0.35,28.0
2018-10-20,15,35.0,0.35,5.25
2018-10-21,21,35.0,0.35,7.35
2018-10-22,74,35.0,0.35,25.9
2018-10-23,57,35.0,0.35,19.95
2018-10-24,86,35.0,0.35,30.099999999999998
2018-10-25,81,35.0,0.35,28.349999999999998
2018-10-26,73,35.0,0.35,25.549999999999997
2018-10-27,50,35.0,0.35,17.5
2018-10-28,19,35.0,0.35,6.6499999999999995
2018-10-29,67,35.0,0.35,23.45
2018-10-30,73,35.0,0.35,25.549999999999997
2018-10-31,87,35.0,0.35,30.45
2018-11-01,68,32.0,0.32,21.76
2018-11-02,100,32.0,0.32,32.0
2018-11-03,29,32.0,0.32,9.28
2018-11-04,21,32.0,0.32,6.72
2018-11-05,58,32.0,0.32,18.56
2018-11-06,73,32.0,0.32,23.36
2018-11-07,68,32.0,0.32,21.76
2018-11-08,63,32.0,0.32,20.16
2018-11-09,91,32.0,0.32,29.12
2018-11-10,13,32.0,0.32,4.16
2018-11-11,18,32.0,0.32,5.76
2018-11-12,53,32.0,0.32,16.96
2018-11-13,42,32.0,0.32,13.44
2018-11-14,63,32.0,0.32,20.16
2018-11-15,60,32.0,0.32,19.2
2018-11-16,54,32.0,0.32,17.28
2018-11-17,33,32.0,0.32,10.56
2018-11-18,11,32.0,0.32,3.52
2018-11-19,49,32.0,0.32,15.68
2018-11-20,65,32.0,0.32,20.8
2018-11-21,41,32.0,0.32,13.120000000000001
2018-11-22,12,32.0,0.32,3.84
2018-11-23,29,32.0,0.32,9.28
2018-11-24,27,32.0,0.32,8.64
2018-11-25,14,32.0,0.32,4.48
2018-11-26,37,32.0,0.32,11.84
2018-11-27,51,32.0,0.32,16.32
2018-11-28,51,32.0,0.32,16.32
2018-11-29,54,32.0,0.32,17.28
2018-11-30,56,32.0,0.32,17.92
2018-12-01,18,32.0,0.32,5.76
2018-12-02,11,32.0,0.32,3.52
2018-12-03,55,32.0,0.32,17.6
2018-12-04,72,32.0,0.32,23.04
2018-12-05,41,32.0,0.32,13.120000000000001
2018-12-06,68,32.0,0.32,21.76
2018-12-07,69,32.0,0.32,22.080000000000002
2018-12-08,21,32.0,0.32,6.72
2018-12-09,21,32.0,0.32,6.72
2018-12-10,51,32.0,0.32,16.32
2018-12-11,60,32.0,0.32,19.2
2018-12-12,62,32.0,0.32,19.84
2018-12-13,38,32.0,0.32,12.16
2018-12-14,58,32.0,0.32,18.56
2018-12-15,29,32.0,0.32,9.28
2018-12-16,15,32.0,0.32,4.8
2018-12-17,63,32.0,0.32,20.16
2018-12-18,65,32.0,0.32,20.8
2018-12-19,59,32.0,0.32,18.88
2018-12-20,78,32.0,0.32,24.96
2018-12-21,63,32.0,0.32,20.16
2018-12-22,30,32.0,0.32,9.6
2018-12-23,10,32.0,0.32,3.2
2018-12-24,59,32.0,0.32,18.88
2018-12-25,11,32.0,0.32,3.52
2018-12-26,100,32.0,0.32,32.0
2018-12-27,90,32.0,0.32,28.8
2018-12-28,59,32.0,0.32,18.88
2018-12-29,43,32.0,0.32,13.76
2018-12-30,16,32.0,0.32,5.12
2018-12-31,55,32.0,0.32,17.6
2019-01-01,20,32.0,0.32,6.4
2019-01-02,100,32.0,0.32,32.0
2019-01-03,87,32.0,0.32,27.84
2019-01-04,97,32.0,0.32,31.04
2019-01-05,29,32.0,0.32,9.28
2019-01-06,16,32.0,0.32,5.12
2019-01-07,75,32.0,0.32,24.0
2019-01-08,78,32.0,0.32,24.96
2019-01-09,98,32.0,0.32,31.36
2019-01-10,77,32.0,0.32,24.64
2019-01-11,69,32.0,0.32,22.080000000000002
2019-01-12,21,32.0,0.32,6.72
2019-01-13,29,32.0,0.32,9.28
2019-01-14,69,32.0,0.32,22.080000000000002
2019-01-15,75,32.0,0.32,24.0
2019-01-16,75,32.0,0.32,24.0
2019-01-17,69,32.0,0.32,22.080000000000002
2019-01-18,83,32.0,0.32,26.560000000000002
2019-01-19,32,32.0,0.32,10.24
2019-01-20,26,32.0,0.32,8.32
2019-01-21,29,32.0,0.32,9.28
2019-01-22,89,32.0,0.32,28.48
2019-01-23,68,32.0,0.32,21.76
2019-01-24,68,32.0,0.32,21.76
2019-01-25,79,32.0,0.32,25.28
2019-01-26,31,32.0,0.32,9.92
2019-01-27,30,32.0,0.32,9.6
2019-01-28,72,32.0,0.32,23.04
2019-01-29,83,32.0,0.32,26.560000000000002
2019-01-30,88,32.0,0.32,28.16
2019-01-31,93,32.0,0.32,29.76
2019-02-01,100,36.0,0.36,36.0
2019-02-02,16,36.0,0.36,5.76
2019-02-03,10,36.0,0.36,3.5999999999999996
2019-02-04,44,36.0,0.36,15.84
2019-02-05,76,36.0,0.36,27.36
2019-02-06,53,36.0,0.36,19.08
2019-02-07,39,36.0,0.36,14.04
2019-02-08,43,36.0,0.36,15.479999999999999
2019-02-09,21,36.0,0.36,7.56
2019-02-10,18,36.0,0.36,6.4799999999999995
2019-02-11,33,36.0,0.36,11.879999999999999
2019-02-12,46,36.0,0.36,16.56
2019-02-13,63,36.0,0.36,22.68
2019-02-14,57,36.0,0.36,20.52
2019-02-15,46,36.0,0.36,16.56
2019-02-16,30,36.0,0.36,10.799999999999999
2019-02-17,11,36.0,0.36,3.96
2019-02-18,23,36.0,0.36,8.28
2019-02-19,54,36.0,0.36,19.439999999999998
2019-02-20,45,36.0,0.36,16.2
2019-02-21,54,36.0,0.36,19.439999999999998
2019-02-22,52,36.0,0.36,18.72
2019-02-23,23,36.0,0.36,8.28
2019-02-24,7,36.0,0.36,2.52
2019-02-25,56,36.0,0.36,20.16
2019-02-26,48,36.0,0.36,17.28
2019-02-27,40,36.0,0.36,14.399999999999999
2019-02-28,43,36.0,0.36,15.479999999999999
2019-03-01,98,32.0,0.32,31.36
2019-03-02,53,32.0,0.32,16.96
2019-03-03,15,32.0,0.32,4.8
2019-03-04,81,32.0,0.32,25.92
2019-03-05,81,32.0,0.32,25.92
2019-03-06,81,32.0,0.32,25.92
2019-03-07,70,32.0,0.32,22.400000000000002
2019-03-08,100,32.0,0.32,32.0
2019-03-09,28,32.0,0.32,8.96
2019-03-10,19,32.0,0.32,6.08
2019-03-11,91,32.0,0.32,29.12
2019-03-12,76,32.0,0.32,24.32
2019-03-13,92,32.0,0.32,29.44
2019-03-14,92,32.0,0.32,29.44
2019-03-15,94,32.0,0.32,30.080000000000002
2019-03-16,39,32.0,0.32,12.48
2019-03-17,19,32.0,0.32,6.08
2019-03-18,89,32.0,0.32,28.48
2019-03-19,81,32.0,0.32,25.92
2019-03-20,86,32.0,0.32,27.52
2019-03-21,82,32.0,0.32,26.240000000000002
2019-03-22,87,32.0,0.32,27.84
2019-03-23,26,32.0,0.32,8.32
2019-03-24,26,32.0,0.32,8.32
2019-03-25,70,32.0,0.32,22.400000000000002
2019-03-26,74,32.0,0.32,23.68
2019-03-27,80,32.0,0.32,25.6
2019-03-28,80,32.0,0.32,25.6
2019-03-29,72,32.0,0.32,23.04
2019-03-30,38,32.0,0.32,12.16
2019-03-31,7,32.0,0.32,2.24
2019-04-01,27,41.0,0.41,11.069999999999999
2019-04-02,34,41.0,0.41,13.94
2019-04-03,42,41.0,0.41,17.22
2019-04-04,17,41.0,0.41,6.97
2019-04-05,39,41.0,0.41,15.989999999999998
2019-04-06,14,41.0,0.41,5.739999999999999
2019-04-07,4,41.0,0.41,1.64
2019-04-08,29,41.0,0.41,11.889999999999999
2019-04-09,32,41.0,0.41,13.12
2019-04-10,38,41.0,0.41,15.579999999999998
2019-04-11,37,41.0,0.41,15.17
2019-04-12,100,41.0,0.41,41.0
2019-04-13,29,41.0,0.41,11.889999999999999
2019-04-14,13,41.0,0.41,5.33
2019-04-15,44,41.0,0.41,18.04
2019-04-16,54,41.0,0.41,22.139999999999997
2019-04-17,44,41.0,0.41,18.04
2019-04-18,42,41.0,0.41,17.22
2019-04-19,23,41.0,0.41,9.43
2019-04-20,17,41.0,0.41,6.97
2019-04-21,11,41.0,0.41,4.51
2019-04-22,47,41.0,0.41,19.27
2019-04-23,48,41.0,0.41,19.68
2019-04-24,55,41.0,0.41,22.549999999999997
2019-04-25,58,41.0,0.41,23.779999999999998
2019-04-26,59,41.0,0.41,24.189999999999998
2019-04-27,17,41.0,0.41,6.97
2019-04-28,13,41.0,0.41,5.33
2019-04-29,48,41.0,0.41,19.68
2019-04-30,55,41.0,0.41,22.549999999999997
2019-05-01,79,32.0,0.32,25.28
2019-05-02,95,32.0,0.32,30.400000000000002
2019-05-03,97,32.0,0.32,31.04
2019-05-04,22,32.0,0.32,7.04
2019-05-05,19,32.0,0.32,6.08
2019-05-06,81,32.0,0.32,25.92
2019-05-07,87,32.0,0.32,27.84
2019-05-08,64,32.0,0.32,20.48
2019-05-09,100,32.0,0.32,32.0
2019-05-10,89,32.0,0.32,28.48
2019-05-11,27,32.0,0.32,8.64
2019-05-12,14,32.0,0.32,4.48
2019-05-13,86,32.0,0.32,27.52
2019-05-14,88,32.0,0.32,28.16
2019-05-15,86,32.0,0.32,27.52
2019-05-16,82,32.0,0.32,26.240000000000002
2019-05-17,69,32.0,0.32,22.080000000000002
2019-05-18,28,32.0,0.32,8.96
2019-05-19,0,32.0,0.32,0.0
2019-05-20,53,32.0,0.32,16.96
2019-05-21,78,32.0,0.32,24.96
2019-05-22,65,32.0,0.32,20.8
2019-05-23,63,32.0,0.32,20.16
2019-05-24,67,32.0,0.32,21.44
2019-05-25,23,32.0,0.32,7.36
2019-05-26,23,32.0,0.32,7.36
2019-05-27,24,32.0,0.32,7.68
2019-05-28,70,32.0,0.32,22.400000000000002
2019-05-29,44,32.0,0.32,14.08
2019-05-30,63,32.0,0.32,20.16
2019-05-31,54,32.0,0.32,17.28
2019-06-01,26,32.0,0.32,8.32
2019-06-02,25,32.0,0.32,8.0
2019-06-03,73,32.0,0.32,23.36
2019-06-04,91,32.0,0.32,29.12
2019-06-05,68,32.0,0.32,21.76
2019-06-06,93,32.0,0.32,29.76
2019-06-07,88,32.0,0.32,28.16
2019-06-08,35,32.0,0.32,11.200000000000001
2019-06-09,32,32.0,0.32,10.24
2019-06-10,77,32.0,0.32,24.64
2019-06-11,76,32.0,0.32,24.32
2019-06-12,75,32.0,0.32,24.0
2019-06-13,100,32.0,0.32,32.0
2019-06-14,91,32.0,0.32,29.12
2019-06-15,15,32.0,0.32,4.8
2019-06-16,16,32.0,0.32,5.12
2019-06-17,60,32.0,0.32,19.2
2019-06-18,82,32.0,0.32,26.240000000000002
2019-06-19,75,32.0,0.32,24.0
2019-06-20,91,32.0,0.32,29.12
2019-06-21,85,32.0,0.32,27.2
2019-06-22,47,32.0,0.32,15.040000000000001
2019-06-23,31,32.0,0.32,9.92
2019-06-24,71,32.0,0.32,22.72
2019-06-25,61,32.0,0.32,19.52
2019-06-26,59,32.0,0.32,18.88
2019-06-27,82,32.0,0.32,26.240000000000002
2019-06-28,61,32.0,0.32,19.52
2019-06-29,29,32.0,0.32,9.28
2019-06-30,19,32.0,0.32,6.08
2019-07-01,70,28.0,0.28,19.6
2019-07-02,92,28.0,0.28,25.76
2019-07-03,93,28.0,0.28,26.040000000000003
2019-07-04,19,28.0,0.28,5.32
2019-07-05,70,28.0,0.28,19.6
2019-07-06,37,28.0,0.28,10.360000000000001
2019-07-07,13,28.0,0.28,3.6400000000000006
2019-07-08,81,28.0,0.28,22.680000000000003
2019-07-09,100,28.0,0.28,28.000000000000004
2019-07-10,46,28.0,0.28,12.88
2019-07-11,95,28.0,0.28,26.6
2019-07-12,86,28.0,0.28,24.080000000000002
2019-07-13,6,28.0,0.28,1.6800000000000002
2019-07-14,22,28.0,0.28,6.16
2019-07-15,73,28.0,0.28,20.44
2019-07-16,71,28.0,0.28,19.880000000000003
2019-07-17,81,28.0,0.28,22.680000000000003
2019-07-18,71,28.0,0.28,19.880000000000003
2019-07-19,61,28.0,0.28,17.080000000000002
2019-07-20,32,28.0,0.28,8.96
2019-07-21,6,28.0,0.28,1.6800000000000002
2019-07-22,59,28.0,0.28,16.520000000000003
2019-07-23,80,28.0,0.28,22.400000000000002
2019-07-24,70,28.0,0.28,19.6
2019-07-25,72,28.0,0.28,20.160000000000004
2019-07-26,82,28.0,0.28,22.96
2019-07-27,23,28.0,0.28,6.44
2019-07-28,41,28.0,0.28,11.48
2019-07-29,66,28.0,0.28,18.48
2019-07-30,82,28.0,0.28,22.96
2019-07-31,56,28.0,0.28,15.680000000000001
2019-08-01,69,30.0,0.3,20.7
2019-08-02,100,30.0,0.3,30.0
2019-08-03,17,30.0,0.3,5.1
2019-08-04,14,30.0,0.3,4.2
2019-08-05,65,30.0,0.3,19.5
2019-08-06,89,30.0,0.3,26.7
2019-08-07,63,30.0,0.3,18.9
2019-08-08,76,30.0,0.3,22.8
2019-08-09,65,30.0,0.3,19.5
2019-08-10,16,30.0,0.3,4.8
2019-08-11,12,30.0,0.3,3.5999999999999996
2019-08-12,59,30.0,0.3,17.7
2019-08-13,67,30.0,0.3,20.099999999999998
2019-08-14,92,30.0,0.3,27.599999999999998
2019-08-15,83,30.0,0.3,24.9
2019-08-16,83,30.0,0.3,24.9
2019-08-17,35,30.0,0.3,10.5
2019-08-18,27,30.0,0.3,8.1
2019-08-19,60,30.0,0.3,18.0
2019-08-20,54,30.0,0.3,16.2
2019-08-21,65,30.0,0.3,19.5
2019-08-22,57,30.0,0.3,17.099999999999998
2019-08-23,58,30.0,0.3,17.4
2019-08-24,26,30.0,0.3,7.8
2019-08-25,28,30.0,0.3,8.4
2019-08-26,77,30.0,0.3,23.099999999999998
2019-08-27,51,30.0,0.3,15.299999999999999
2019-08-28,72,30.0,0.3,21.599999999999998
2019-08-29,48,30.0,0.3,14.399999999999999
2019-08-30,52,30.0,0.3,15.6
2019-08-31,22,30.0,0.3,6.6
2019-09-01,18,29.0,0.29,5.22
2019-09-02,13,29.0,0.29,3.7699999999999996
2019-09-03,45,29.0,0.29,13.049999999999999
2019-09-04,47,29.0,0.29,13.629999999999999
2019-09-05,49,29.0,0.29,14.209999999999999
2019-09-06,46,29.0,0.29,13.34
2019-09-07,20,29.0,0.29,5.8
2019-09-08,10,29.0,0.29,2.9
2019-09-09,41,29.0,0.29,11.889999999999999
2019-09-10,62,29.0,0.29,17.98
2019-09-11,68,29.0,0.29,19.72
2019-09-12,52,29.0,0.29,15.079999999999998
2019-09-13,54,29.0,0.29,15.659999999999998
2019-09-14,19,29.0,0.29,5.51
2019-09-15,19,29.0,0.29,5.51
2019-09-16,100,29.0,0.29,28.999999999999996
2019-09-17,96,29.0,0.29,27.839999999999996
2019-09-18,59,29.0,0.29,17.11
2019-09-19,43,29.0,0.29,12.469999999999999
2019-09-20,46,29.0,0.29,13.34
2019-09-21,36,29.0,0.29,10.44
2019-09-22,10,29.0,0.29,2.9
2019-09-23,42,29.0,0.29,12.18
2019-09-24,59,29.0,0.29,17.11
2019-09-25,46,29.0,0.29,13.34
2019-09-26,53,29.0,0.29,15.37
2019-09-27,40,29.0,0.29,11.6
2019-09-28,22,29.0,0.29,6.38
2019-09-29,0,29.0,0.29,0.0
2019-09-30,53,29.0,0.29,15.37
2019-10-01,69,29.0,0.29,20.009999999999998
2019-10-02,100,29.0,0.29,28.999999999999996
2019-10-03,86,29.0,0.29,24.939999999999998
2019-10-04,67,29.0,0.29,19.43
2019-10-05,27,29.0,0.29,7.829999999999999
2019-10-06,26,29.0,0.29,7.539999999999999
2019-10-07,72,29.0,0.29,20.88
2019-10-08,56,29.0,0.29,16.24
2019-10-09,62,29.0,0.29,17.98
2019-10-10,62,29.0,0.29,17.98
2019-10-11,88,29.0,0.29,25.52
2019-10-12,23,29.0,0.29,6.67
2019-10-13,25,29.0,0.29,7.249999999999999
2019-10-14,49,29.0,0.29,14.209999999999999
