date,CVX_unscaled,CVX_monthly,scale,CVX
2016-04-23,48,42.0,0.42,20.16
2016-04-24,10,42.0,0.42,4.2
2016-04-25,61,42.0,0.42,25.619999999999997
2016-04-26,63,42.0,0.42,26.459999999999997
2016-04-27,98,42.0,0.42,41.16
2016-04-28,94,42.0,0.42,39.48
2016-04-29,100,42.0,0.42,42.0
2016-04-30,25,42.0,0.42,10.5
2016-05-01,16,41.0,0.41,6.56
2016-05-02,96,41.0,0.41,39.36
2016-05-03,80,41.0,0.41,32.8
2016-05-04,79,41.0,0.41,32.39
2016-05-05,75,41.0,0.41,30.749999999999996
2016-05-06,87,41.0,0.41,35.669999999999995
2016-05-07,36,41.0,0.41,14.76
2016-05-08,23,41.0,0.41,9.43
2016-05-09,91,41.0,0.41,37.309999999999995
2016-05-10,89,41.0,0.41,36.489999999999995
2016-05-11,80,41.0,0.41,32.8
2016-05-12,100,41.0,0.41,41.0
2016-05-13,77,41.0,0.41,31.569999999999997
2016-05-14,17,41.0,0.41,6.97
2016-05-15,14,41.0,0.41,5.739999999999999
2016-05-16,78,41.0,0.41,31.979999999999997
2016-05-17,85,41.0,0.41,34.85
2016-05-18,53,41.0,0.41,21.73
2016-05-19,96,41.0,0.41,39.36
2016-05-20,72,41.0,0.41,29.52
2016-05-21,34,41.0,0.41,13.94
2016-05-22,18,41.0,0.41,7.38
2016-05-23,59,41.0,0.41,24.189999999999998
2016-05-24,72,41.0,0.41,29.52
2016-05-25,72,41.0,0.41,29.52
2016-05-26,89,41.0,0.41,36.489999999999995
2016-05-27,75,41.0,0.41,30.749999999999996
2016-05-28,9,41.0,0.41,3.69
2016-05-29,14,41.0,0.41,5.739999999999999
2016-05-30,20,41.0,0.41,8.2
2016-05-31,74,41.0,0.41,30.34
2016-06-01,52,38.0,0.38,19.76
2016-06-02,40,38.0,0.38,15.2
2016-06-03,41,38.0,0.38,15.58
2016-06-04,7,38.0,0.38,2.66
2016-06-05,15,38.0,0.38,5.7
2016-06-06,39,38.0,0.38,14.82
2016-06-07,54,38.0,0.38,20.52
2016-06-08,47,38.0,0.38,17.86
2016-06-09,53,38.0,0.38,20.14
2016-06-10,52,38.0,0.38,19.76
2016-06-11,25,38.0,0.38,9.5
2016-06-12,16,38.0,0.38,6.08
2016-06-13,47,38.0,0.38,17.86
2016-06-14,36,38.0,0.38,13.68
2016-06-15,39,38.0,0.38,14.82
2016-06-16,51,38.0,0.38,19.38
2016-06-17,41,38.0,0.38,15.58
2016-06-18,17,38.0,0.38,6.46
2016-06-19,18,38.0,0.38,6.84
2016-06-20,41,38.0,0.38,15.58
2016-06-21,54,38.0,0.38,20.52
2016-06-22,48,38.0,0.38,18.240000000000002
2016-06-23,50,38.0,0.38,19.0
2016-06-24,100,38.0,0.38,38.0
2016-06-25,27,38.0,0.38,10.26
2016-06-26,23,38.0,0.38,8.74
2016-06-27,58,38.0,0.38,22.04
2016-06-28,48,38.0,0.38,18.240000000000002
2016-06-29,47,38.0,0.38,17.86
2016-06-30,55,38.0,0.38,20.9
2016-07-01,52,38.0,0.38,19.76
2016-07-02,25,38.0,0.38,9.5
2016-07-03,14,38.0,0.38,5.32
2016-07-04,9,38.0,0.38,3.42
2016-07-05,47,38.0,0.38,17.86
2016-07-06,59,38.0,0.38,22.42
2016-07-07,53,38.0,0.38,20.14
2016-07-08,36,38.0,0.38,13.68
2016-07-09,15,38.0,0.38,5.7
2016-07-10,7,38.0,0.38,2.66
2016-07-11,57,38.0,0.38,21.66
2016-07-12,56,38.0,0.38,21.28
2016-07-13,56,38.0,0.38,21.28
2016-07-14,66,38.0,0.38,25.080000000000002
2016-07-15,48,38.0,0.38,18.240000000000002
2016-07-16,31,38.0,0.38,11.78
2016-07-17,21,38.0,0.38,7.98
2016-07-18,39,38.0,0.38,14.82
2016-07-19,59,38.0,0.38,22.42
2016-07-20,41,38.0,0.38,15.58
2016-07-21,36,38.0,0.38,13.68
2016-07-22,47,38.0,0.38,17.86
2016-07-23,24,38.0,0.38,9.120000000000001
2016-07-24,19,38.0,0.38,7.22
2016-07-25,44,38.0,0.38,16.72
2016-07-26,50,38.0,0.38,19.0
2016-07-27,36,38.0,0.38,13.68
2016-07-28,50,38.0,0.38,19.0
2016-07-29,100,38.0,0.38,38.0
2016-07-30,9,38.0,0.38,3.42
2016-07-31,12,38.0,0.38,4.5600000000000005
2016-08-01,100,34.0,0.34,34.0
2016-08-02,98,34.0,0.34,33.32
2016-08-03,81,34.0,0.34,27.540000000000003
2016-08-04,83,34.0,0.34,28.220000000000002
2016-08-05,94,34.0,0.34,31.96
2016-08-06,18,34.0,0.34,6.12
2016-08-07,11,34.0,0.34,3.74
2016-08-08,66,34.0,0.34,22.44
2016-08-09,76,34.0,0.34,25.840000000000003
2016-08-10,74,34.0,0.34,25.16
2016-08-11,49,34.0,0.34,16.66
2016-08-12,81,34.0,0.34,27.540000000000003
2016-08-13,23,34.0,0.34,7.82
2016-08-14,22,34.0,0.34,7.48
2016-08-15,61,34.0,0.34,20.740000000000002
2016-08-16,68,34.0,0.34,23.12
2016-08-17,47,34.0,0.34,15.98
2016-08-18,72,34.0,0.34,24.48
2016-08-19,70,34.0,0.34,23.8
2016-08-20,33,34.0,0.34,11.22
2016-08-21,13,34.0,0.34,4.42
2016-08-22,60,34.0,0.34,20.400000000000002
2016-08-23,79,34.0,0.34,26.860000000000003
2016-08-24,58,34.0,0.34,19.720000000000002
2016-08-25,73,34.0,0.34,24.82
2016-08-26,65,34.0,0.34,22.1
2016-08-27,37,34.0,0.34,12.58
2016-08-28,15,34.0,0.34,5.1000000000000005
2016-08-29,58,34.0,0.34,19.720000000000002
2016-08-30,56,34.0,0.34,19.040000000000003
2016-08-31,42,34.0,0.34,14.280000000000001
2016-09-01,63,30.0,0.3,18.9
2016-09-02,54,30.0,0.3,16.2
2016-09-03,38,30.0,0.3,11.4
2016-09-04,12,30.0,0.3,3.5999999999999996
2016-09-05,24,30.0,0.3,7.199999999999999
2016-09-06,50,30.0,0.3,15.0
2016-09-07,64,30.0,0.3,19.2
2016-09-08,69,30.0,0.3,20.7
2016-09-09,83,30.0,0.3,24.9
2016-09-10,19,30.0,0.3,5.7
2016-09-11,23,30.0,0.3,6.8999999999999995
2016-09-12,64,30.0,0.3,19.2
2016-09-13,70,30.0,0.3,21.0
2016-09-14,64,30.0,0.3,19.2
2016-09-15,64,30.0,0.3,19.2
2016-09-16,56,30.0,0.3,16.8
2016-09-17,27,30.0,0.3,8.1
2016-09-18,20,30.0,0.3,6.0
2016-09-19,53,30.0,0.3,15.899999999999999
2016-09-20,65,30.0,0.3,19.5
2016-09-21,69,30.0,0.3,20.7
2016-09-22,75,30.0,0.3,22.5
2016-09-23,60,30.0,0.3,18.0
2016-09-24,19,30.0,0.3,5.7
2016-09-25,26,30.0,0.3,7.8
2016-09-26,65,30.0,0.3,19.5
2016-09-27,63,30.0,0.3,18.9
2016-09-28,81,30.0,0.3,24.3
2016-09-29,58,30.0,0.3,17.4
2016-09-30,100,30.0,0.3,30.0
2016-10-01,23,28.0,0.28,6.44
2016-10-02,25,28.0,0.28,7.000000000000001
2016-10-03,64,28.0,0.28,17.92
2016-10-04,47,28.0,0.28,13.160000000000002
2016-10-05,94,28.0,0.28,26.320000000000004
2016-10-06,80,28.0,0.28,22.400000000000002
2016-10-07,54,28.0,0.28,15.120000000000001
2016-10-08,33,28.0,0.28,9.24
2016-10-09,15,28.0,0.28,4.2
2016-10-10,61,28.0,0.28,17.080000000000002
2016-10-11,60,28.0,0.28,16.8
2016-10-12,81,28.0,0.28,22.680000000000003
2016-10-13,60,28.0,0.28,16.8
2016-10-14,46,28.0,0.28,12.88
2016-10-15,11,28.0,0.28,3.08
2016-10-16,13,28.0,0.28,3.6400000000000006
2016-10-17,66,28.0,0.28,18.48
2016-10-18,55,28.0,0.28,15.400000000000002
2016-10-19,57,28.0,0.28,15.96
2016-10-20,55,28.0,0.28,15.400000000000002
2016-10-21,48,28.0,0.28,13.440000000000001
2016-10-22,37,28.0,0.28,10.360000000000001
2016-10-23,14,28.0,0.28,3.9200000000000004
2016-10-24,41,28.0,0.28,11.48
2016-10-25,52,28.0,0.28,14.560000000000002
2016-10-26,52,28.0,0.28,14.560000000000002
2016-10-27,59,28.0,0.28,16.520000000000003
2016-10-28,100,28.0,0.28,28.000000000000004
2016-10-29,23,28.0,0.28,6.44
2016-10-30,25,28.0,0.28,7.000000000000001
2016-10-31,94,28.0,0.28,26.320000000000004
2016-11-01,80,36.0,0.36,28.799999999999997
2016-11-02,71,36.0,0.36,25.56
2016-11-03,59,36.0,0.36,21.24
2016-11-04,50,36.0,0.36,18.0
2016-11-05,20,36.0,0.36,7.199999999999999
2016-11-06,6,36.0,0.36,2.16
2016-11-07,59,36.0,0.36,21.24
2016-11-08,59,36.0,0.36,21.24
2016-11-09,89,36.0,0.36,32.04
2016-11-10,71,36.0,0.36,25.56
2016-11-11,68,36.0,0.36,24.48
2016-11-12,27,36.0,0.36,9.719999999999999
2016-11-13,18,36.0,0.36,6.4799999999999995
2016-11-14,66,36.0,0.36,23.759999999999998
2016-11-15,71,36.0,0.36,25.56
2016-11-16,75,36.0,0.36,27.0
2016-11-17,66,36.0,0.36,23.759999999999998
2016-11-18,56,36.0,0.36,20.16
2016-11-19,26,36.0,0.36,9.36
2016-11-20,26,36.0,0.36,9.36
2016-11-21,75,36.0,0.36,27.0
2016-11-22,100,36.0,0.36,36.0
2016-11-23,74,36.0,0.36,26.64
2016-11-24,24,36.0,0.36,8.64
2016-11-25,55,36.0,0.36,19.8
2016-11-26,29,36.0,0.36,10.44
2016-11-27,15,36.0,0.36,5.3999999999999995
2016-11-28,61,36.0,0.36,21.96
2016-11-29,46,36.0,0.36,16.56
2016-11-30,89,36.0,0.36,32.04
2016-12-01,89,38.0,0.38,33.82
2016-12-02,65,38.0,0.38,24.7
2016-12-03,27,38.0,0.38,10.26
2016-12-04,20,38.0,0.38,7.6
2016-12-05,63,38.0,0.38,23.94
2016-12-06,71,38.0,0.38,26.98
2016-12-07,48,38.0,0.38,18.240000000000002
2016-12-08,79,38.0,0.38,30.02
2016-12-09,65,38.0,0.38,24.7
2016-12-10,21,38.0,0.38,7.98
2016-12-11,14,38.0,0.38,5.32
2016-12-12,87,38.0,0.38,33.06
2016-12-13,94,38.0,0.38,35.72
2016-12-14,83,38.0,0.38,31.54
2016-12-15,100,38.0,0.38,38.0
2016-12-16,62,38.0,0.38,23.56
2016-12-17,36,38.0,0.38,13.68
2016-12-18,14,38.0,0.38,5.32
2016-12-19,40,38.0,0.38,15.2
2016-12-20,67,38.0,0.38,25.46
2016-12-21,74,38.0,0.38,28.12
2016-12-22,61,38.0,0.38,23.18
2016-12-23,55,38.0,0.38,20.9
2016-12-24,21,38.0,0.38,7.98
2016-12-25,16,38.0,0.38,6.08
2016-12-26,30,38.0,0.38,11.4
2016-12-27,59,38.0,0.38,22.42
2016-12-28,56,38.0,0.38,21.28
2016-12-29,55,38.0,0.38,20.9
2016-12-30,46,38.0,0.38,17.48
2016-12-31,19,38.0,0.38,7.22
2017-01-01,17,31.0,0.31,5.27
2017-01-02,25,31.0,0.31,7.75
2017-01-03,77,31.0,0.31,23.87
2017-01-04,63,31.0,0.31,19.53
2017-01-05,56,31.0,0.31,17.36
2017-01-06,54,31.0,0.31,16.74
2017-01-07,24,31.0,0.31,7.4399999999999995
2017-01-08,16,31.0,0.31,4.96
2017-01-09,48,31.0,0.31,14.879999999999999
2017-01-10,49,31.0,0.31,15.19
2017-01-11,65,31.0,0.31,20.15
2017-01-12,50,31.0,0.31,15.5
2017-01-13,51,31.0,0.31,15.81
2017-01-14,23,31.0,0.31,7.13
2017-01-15,17,31.0,0.31,5.27
2017-01-16,16,31.0,0.31,4.96
2017-01-17,48,31.0,0.31,14.879999999999999
2017-01-18,64,31.0,0.31,19.84
2017-01-19,38,31.0,0.31,11.78
2017-01-20,52,31.0,0.31,16.12
2017-01-21,23,31.0,0.31,7.13
2017-01-22,17,31.0,0.31,5.27
2017-01-23,62,31.0,0.31,19.22
2017-01-24,52,31.0,0.31,16.12
2017-01-25,72,31.0,0.31,22.32
2017-01-26,72,31.0,0.31,22.32
2017-01-27,100,31.0,0.31,31.0
2017-01-28,21,31.0,0.31,6.51
2017-01-29,17,31.0,0.31,5.27
2017-01-30,66,31.0,0.31,20.46
2017-01-31,55,31.0,0.31,17.05
2017-02-01,92,34.0,0.34,31.28
2017-02-02,99,34.0,0.34,33.660000000000004
2017-02-03,81,34.0,0.34,27.540000000000003
2017-02-04,52,34.0,0.34,17.68
2017-02-05,20,34.0,0.34,6.800000000000001
2017-02-06,75,34.0,0.34,25.500000000000004
2017-02-07,78,34.0,0.34,26.520000000000003
2017-02-08,70,34.0,0.34,23.8
2017-02-09,93,34.0,0.34,31.62
2017-02-10,78,34.0,0.34,26.520000000000003
2017-02-11,42,34.0,0.34,14.280000000000001
2017-02-12,36,34.0,0.34,12.24
2017-02-13,76,34.0,0.34,25.840000000000003
2017-02-14,93,34.0,0.34,31.62
2017-02-15,89,34.0,0.34,30.26
2017-02-16,87,34.0,0.34,29.580000000000002
2017-02-17,100,34.0,0.34,34.0
2017-02-18,51,34.0,0.34,17.34
2017-02-19,23,34.0,0.34,7.82
2017-02-20,29,34.0,0.34,9.860000000000001
2017-02-21,94,34.0,0.34,31.96
2017-02-22,95,34.0,0.34,32.300000000000004
2017-02-23,87,34.0,0.34,29.580000000000002
2017-02-24,95,34.0,0.34,32.300000000000004
2017-02-25,45,34.0,0.34,15.3
2017-02-26,5,34.0,0.34,1.7000000000000002
2017-02-27,74,34.0,0.34,25.16
2017-02-28,79,34.0,0.34,26.860000000000003
2017-03-01,86,32.0,0.32,27.52
2017-03-02,88,32.0,0.32,28.16
2017-03-03,99,32.0,0.32,31.68
2017-03-04,35,32.0,0.32,11.200000000000001
2017-03-05,13,32.0,0.32,4.16
2017-03-06,62,32.0,0.32,19.84
2017-03-07,76,32.0,0.32,24.32
2017-03-08,88,32.0,0.32,28.16
2017-03-09,100,32.0,0.32,32.0
2017-03-10,73,32.0,0.32,23.36
2017-03-11,47,32.0,0.32,15.040000000000001
2017-03-12,38,32.0,0.32,12.16
2017-03-13,77,32.0,0.32,24.64
2017-03-14,85,32.0,0.32,27.2
2017-03-15,88,32.0,0.32,28.16
2017-03-16,74,32.0,0.32,23.68
2017-03-17,59,32.0,0.32,18.88
2017-03-18,27,32.0,0.32,8.64
2017-03-19,18,32.0,0.32,5.76
2017-03-20,68,32.0,0.32,21.76
2017-03-21,75,32.0,0.32,24.0
2017-03-22,69,32.0,0.32,22.080000000000002
2017-03-23,61,32.0,0.32,19.52
2017-03-24,60,32.0,0.32,19.2
2017-03-25,27,32.0,0.32,8.64
2017-03-26,22,32.0,0.32,7.04
2017-03-27,67,32.0,0.32,21.44
2017-03-28,91,32.0,0.32,29.12
2017-03-29,66,32.0,0.32,21.12
2017-03-30,70,32.0,0.32,22.400000000000002
2017-03-31,64,32.0,0.32,20.48
2017-04-01,17,31.0,0.31,5.27
2017-04-02,18,31.0,0.31,5.58
2017-04-03,51,31.0,0.31,15.81
2017-04-04,70,31.0,0.31,21.7
2017-04-05,74,31.0,0.31,22.94
2017-04-06,58,31.0,0.31,17.98
2017-04-07,71,31.0,0.31,22.01
2017-04-08,22,31.0,0.31,6.82
2017-04-09,12,31.0,0.31,3.7199999999999998
2017-04-10,76,31.0,0.31,23.56
2017-04-11,59,31.0,0.31,18.29
2017-04-12,65,31.0,0.31,20.15
2017-04-13,61,31.0,0.31,18.91
2017-04-14,29,31.0,0.31,8.99
2017-04-15,34,31.0,0.31,10.54
2017-04-16,12,31.0,0.31,3.7199999999999998
2017-04-17,75,31.0,0.31,23.25
2017-04-18,61,31.0,0.31,18.91
2017-04-19,63,31.0,0.31,19.53
2017-04-20,72,31.0,0.31,22.32
2017-04-21,81,31.0,0.31,25.11
2017-04-22,26,31.0,0.31,8.06
2017-04-23,20,31.0,0.31,6.2
2017-04-24,70,31.0,0.31,21.7
2017-04-25,66,31.0,0.31,20.46
2017-04-26,71,31.0,0.31,22.01
2017-04-27,63,31.0,0.31,19.53
2017-04-28,100,31.0,0.31,31.0
2017-04-29,29,31.0,0.31,8.99
2017-04-30,23,31.0,0.31,7.13
2017-05-01,63,31.0,0.31,19.53
2017-05-02,43,31.0,0.31,13.33
2017-05-03,61,31.0,0.31,18.91
2017-05-04,71,31.0,0.31,22.01
2017-05-05,67,31.0,0.31,20.77
2017-05-06,26,31.0,0.31,8.06
2017-05-07,24,31.0,0.31,7.4399999999999995
2017-05-08,75,31.0,0.31,23.25
2017-05-09,41,31.0,0.31,12.709999999999999
2017-05-10,69,31.0,0.31,21.39
2017-05-11,61,31.0,0.31,18.91
2017-05-12,73,31.0,0.31,22.63
2017-05-13,31,31.0,0.31,9.61
2017-05-14,13,31.0,0.31,4.03
2017-05-15,62,31.0,0.31,19.22
2017-05-16,72,31.0,0.31,22.32
2017-05-17,85,31.0,0.31,26.35
2017-05-18,100,31.0,0.31,31.0
2017-05-19,81,31.0,0.31,25.11
2017-05-20,26,31.0,0.31,8.06
2017-05-21,22,31.0,0.31,6.82
2017-05-22,51,31.0,0.31,15.81
2017-05-23,47,31.0,0.31,14.57
2017-05-24,68,31.0,0.31,21.08
2017-05-25,75,31.0,0.31,23.25
2017-05-26,62,31.0,0.31,19.22
2017-05-27,27,31.0,0.31,8.37
2017-05-28,22,31.0,0.31,6.82
2017-05-29,17,31.0,0.31,5.27
2017-05-30,69,31.0,0.31,21.39
2017-05-31,70,31.0,0.31,21.7
2017-06-01,69,30.0,0.3,20.7
2017-06-02,53,30.0,0.3,15.899999999999999
2017-06-03,22,30.0,0.3,6.6
2017-06-04,22,30.0,0.3,6.6
2017-06-05,52,30.0,0.3,15.6
2017-06-06,45,30.0,0.3,13.5
2017-06-07,46,30.0,0.3,13.799999999999999
2017-06-08,69,30.0,0.3,20.7
2017-06-09,80,30.0,0.3,24.0
2017-06-10,22,30.0,0.3,6.6
2017-06-11,14,30.0,0.3,4.2
2017-06-12,72,30.0,0.3,21.599999999999998
2017-06-13,100,30.0,0.3,30.0
2017-06-14,80,30.0,0.3,24.0
2017-06-15,43,30.0,0.3,12.9
2017-06-16,49,30.0,0.3,14.7
2017-06-17,19,30.0,0.3,5.7
2017-06-18,23,30.0,0.3,6.8999999999999995
2017-06-19,62,30.0,0.3,18.599999999999998
2017-06-20,69,30.0,0.3,20.7
2017-06-21,65,30.0,0.3,19.5
2017-06-22,84,30.0,0.3,25.2
2017-06-23,54,30.0,0.3,16.2
2017-06-24,22,30.0,0.3,6.6
2017-06-25,29,30.0,0.3,8.7
2017-06-26,60,30.0,0.3,18.0
2017-06-27,80,30.0,0.3,24.0
2017-06-28,47,30.0,0.3,14.1
2017-06-29,66,30.0,0.3,19.8
2017-06-30,38,30.0,0.3,11.4
2017-07-01,50,32.0,0.32,16.0
2017-07-02,39,32.0,0.32,12.48
2017-07-03,42,32.0,0.32,13.44
2017-07-04,45,32.0,0.32,14.4
2017-07-05,52,32.0,0.32,16.64
2017-07-06,54,32.0,0.32,17.28
2017-07-07,72,32.0,0.32,23.04
2017-07-08,23,32.0,0.32,7.36
2017-07-09,12,32.0,0.32,3.84
2017-07-10,78,32.0,0.32,24.96
2017-07-11,90,32.0,0.32,28.8
2017-07-12,54,32.0,0.32,17.28
2017-07-13,82,32.0,0.32,26.240000000000002
2017-07-14,67,32.0,0.32,21.44
2017-07-15,26,32.0,0.32,8.32
2017-07-16,43,32.0,0.32,13.76
2017-07-17,48,32.0,0.32,15.36
2017-07-18,48,32.0,0.32,15.36
2017-07-19,62,32.0,0.32,19.84
2017-07-20,61,32.0,0.32,19.52
2017-07-21,54,32.0,0.32,17.28
2017-07-22,22,32.0,0.32,7.04
2017-07-23,16,32.0,0.32,5.12
2017-07-24,58,32.0,0.32,18.56
2017-07-25,64,32.0,0.32,20.48
2017-07-26,80,32.0,0.32,25.6
2017-07-27,100,32.0,0.32,32.0
2017-07-28,97,32.0,0.32,31.04
2017-07-29,46,32.0,0.32,14.72
2017-07-30,59,32.0,0.32,18.88
2017-07-31,94,32.0,0.32,30.080000000000002
2017-08-01,75,36.0,0.36,27.0
2017-08-02,89,36.0,0.36,32.04
2017-08-03,85,36.0,0.36,30.599999999999998
2017-08-04,100,36.0,0.36,36.0
2017-08-05,63,36.0,0.36,22.68
2017-08-06,29,36.0,0.36,10.44
2017-08-07,78,36.0,0.36,28.08
2017-08-08,73,36.0,0.36,26.279999999999998
2017-08-09,61,36.0,0.36,21.96
2017-08-10,44,36.0,0.36,15.84
2017-08-11,63,36.0,0.36,22.68
2017-08-12,26,36.0,0.36,9.36
2017-08-13,24,36.0,0.36,8.64
2017-08-14,72,36.0,0.36,25.919999999999998
2017-08-15,64,36.0,0.36,23.04
2017-08-16,47,36.0,0.36,16.919999999999998
2017-08-17,52,36.0,0.36,18.72
2017-08-18,73,36.0,0.36,26.279999999999998
2017-08-19,25,36.0,0.36,9.0
2017-08-20,17,36.0,0.36,6.12
2017-08-21,38,36.0,0.36,13.68
2017-08-22,59,36.0,0.36,21.24
2017-08-23,60,36.0,0.36,21.599999999999998
2017-08-24,57,36.0,0.36,20.52
2017-08-25,58,36.0,0.36,20.88
2017-08-26,19,36.0,0.36,6.84
2017-08-27,13,36.0,0.36,4.68
2017-08-28,65,36.0,0.36,23.4
2017-08-29,60,36.0,0.36,21.599999999999998
2017-08-30,60,36.0,0.36,21.599999999999998
2017-08-31,61,36.0,0.36,21.96
2017-09-01,83,31.0,0.31,25.73
2017-09-02,25,31.0,0.31,7.75
2017-09-03,0,31.0,0.31,0.0
2017-09-04,27,31.0,0.31,8.37
2017-09-05,64,31.0,0.31,19.84
2017-09-06,74,31.0,0.31,22.94
2017-09-07,80,31.0,0.31,24.8
2017-09-08,65,31.0,0.31,20.15
2017-09-09,38,31.0,0.31,11.78
2017-09-10,10,31.0,0.31,3.1
2017-09-11,100,31.0,0.31,31.0
2017-09-12,81,31.0,0.31,25.11
2017-09-13,85,31.0,0.31,26.35
2017-09-14,93,31.0,0.31,28.83
2017-09-15,65,31.0,0.31,20.15
2017-09-16,21,31.0,0.31,6.51
2017-09-17,17,31.0,0.31,5.27
2017-09-18,72,31.0,0.31,22.32
2017-09-19,77,31.0,0.31,23.87
2017-09-20,68,31.0,0.31,21.08
2017-09-21,69,31.0,0.31,21.39
2017-09-22,73,31.0,0.31,22.63
2017-09-23,21,31.0,0.31,6.51
2017-09-24,26,31.0,0.31,8.06
2017-09-25,97,31.0,0.31,30.07
2017-09-26,71,31.0,0.31,22.01
2017-09-27,62,31.0,0.31,19.22
2017-09-28,58,31.0,0.31,17.98
2017-09-29,69,31.0,0.31,21.39
2017-09-30,34,31.0,0.31,10.54
2017-10-01,11,33.0,0.33,3.6300000000000003
2017-10-02,51,33.0,0.33,16.830000000000002
2017-10-03,55,33.0,0.33,18.150000000000002
2017-10-04,68,33.0,0.33,22.44
2017-10-05,70,33.0,0.33,23.1
2017-10-06,58,33.0,0.33,19.14
2017-10-07,10,33.0,0.33,3.3000000000000003
2017-10-08,23,33.0,0.33,7.590000000000001
2017-10-09,45,33.0,0.33,14.850000000000001
2017-10-10,69,33.0,0.33,22.77
2017-10-11,78,33.0,0.33,25.740000000000002
2017-10-12,73,33.0,0.33,24.09
2017-10-13,64,33.0,0.33,21.12
2017-10-14,14,33.0,0.33,4.62
2017-10-15,14,33.0,0.33,4.62
2017-10-16,53,33.0,0.33,17.490000000000002
2017-10-17,71,33.0,0.33,23.43
2017-10-18,93,33.0,0.33,30.69
2017-10-19,52,33.0,0.33,17.16
2017-10-20,68,33.0,0.33,22.44
2017-10-21,14,33.0,0.33,4.62
2017-10-22,12,33.0,0.33,3.96
2017-10-23,61,33.0,0.33,20.130000000000003
2017-10-24,87,33.0,0.33,28.71
2017-10-25,50,33.0,0.33,16.5
2017-10-26,74,33.0,0.33,24.42
2017-10-27,100,33.0,0.33,33.0
2017-10-28,26,33.0,0.33,8.58
2017-10-29,17,33.0,0.33,5.61
2017-10-30,66,33.0,0.33,21.78
2017-10-31,73,33.0,0.33,24.09
2017-11-01,100,27.0,0.27,27.0
2017-11-02,88,27.0,0.27,23.76
2017-11-03,79,27.0,0.27,21.330000000000002
2017-11-04,34,27.0,0.27,9.18
2017-11-05,8,27.0,0.27,2.16
2017-11-06,63,27.0,0.27,17.01
2017-11-07,66,27.0,0.27,17.82
2017-11-08,89,27.0,0.27,24.03
2017-11-09,89,27.0,0.27,24.03
2017-11-10,79,27.0,0.27,21.330000000000002
2017-11-11,35,27.0,0.27,9.450000000000001
2017-11-12,0,27.0,0.27,0.0
2017-11-13,76,27.0,0.27,20.520000000000003
2017-11-14,71,27.0,0.27,19.17
2017-11-15,70,27.0,0.27,18.900000000000002
2017-11-16,76,27.0,0.27,20.520000000000003
2017-11-17,66,27.0,0.27,17.82
2017-11-18,23,27.0,0.27,6.210000000000001
2017-11-19,27,27.0,0.27,7.290000000000001
2017-11-20,55,27.0,0.27,14.850000000000001
2017-11-21,88,27.0,0.27,23.76
2017-11-22,77,27.0,0.27,20.790000000000003
2017-11-23,20,27.0,0.27,5.4
2017-11-24,41,27.0,0.27,11.07
2017-11-25,48,27.0,0.27,12.96
2017-11-26,10,27.0,0.27,2.7
2017-11-27,53,27.0,0.27,14.31
2017-11-28,73,27.0,0.27,19.71
2017-11-29,80,27.0,0.27,21.6
2017-11-30,100,27.0,0.27,27.0
2017-12-01,100,28.0,0.28,28.000000000000004
2017-12-02,34,28.0,0.28,9.520000000000001
2017-12-03,18,28.0,0.28,5.040000000000001
2017-12-04,81,28.0,0.28,22.680000000000003
2017-12-05,96,28.0,0.28,26.880000000000003
2017-12-06,63,28.0,0.28,17.64
2017-12-07,58,28.0,0.28,16.240000000000002
2017-12-08,58,28.0,0.28,16.240000000000002
2017-12-09,37,28.0,0.28,10.360000000000001
2017-12-10,21,28.0,0.28,5.880000000000001
2017-12-11,72,28.0,0.28,20.160000000000004
2017-12-12,70,28.0,0.28,19.6
2017-12-13,43,28.0,0.28,12.040000000000001
2017-12-14,70,28.0,0.28,19.6
2017-12-15,55,28.0,0.28,15.400000000000002
2017-12-16,16,28.0,0.28,4.48
2017-12-17,8,28.0,0.28,2.24
2017-12-18,38,28.0,0.28,10.64
2017-12-19,61,28.0,0.28,17.080000000000002
2017-12-20,74,28.0,0.28,20.720000000000002
2017-12-21,98,28.0,0.28,27.44
2017-12-22,73,28.0,0.28,20.44
2017-12-23,28,28.0,0.28,7.840000000000001
2017-12-24,15,28.0,0.28,4.2
2017-12-25,19,28.0,0.28,5.32
2017-12-26,64,28.0,0.28,17.92
2017-12-27,67,28.0,0.28,18.76
2017-12-28,78,28.0,0.28,21.840000000000003
2017-12-29,72,28.0,0.28,20.160000000000004
2017-12-30,32,28.0,0.28,8.96
2017-12-31,22,28.0,0.28,6.16
2018-01-01,8,33.0,0.33,2.64
2018-01-02,74,33.0,0.33,24.42
2018-01-03,80,33.0,0.33,26.400000000000002
2018-01-04,46,33.0,0.33,15.180000000000001
2018-01-05,71,33.0,0.33,23.43
2018-01-06,9,33.0,0.33,2.97
2018-01-07,6,33.0,0.33,1.98
2018-01-08,40,33.0,0.33,13.200000000000001
2018-01-09,63,33.0,0.33,20.790000000000003
2018-01-10,56,33.0,0.33,18.48
2018-01-11,100,33.0,0.33,33.0
2018-01-12,62,33.0,0.33,20.46
2018-01-13,36,33.0,0.33,11.88
2018-01-14,21,33.0,0.33,6.930000000000001
2018-01-15,33,33.0,0.33,10.89
2018-01-16,65,33.0,0.33,21.45
2018-01-17,67,33.0,0.33,22.11
2018-01-18,50,33.0,0.33,16.5
2018-01-19,50,33.0,0.33,16.5
