date,WBA
2015-06-12,33.18
2015-06-13,12.18
2015-06-14,28.14
2015-06-15,26.459999999999997
2015-06-16,42.0
2015-06-17,34.44
2015-06-18,28.56
2015-06-19,17.22
2015-06-20,20.16
2015-06-21,20.58
2015-06-22,29.4
2015-06-23,29.4
2015-06-24,26.04
2015-06-25,7.14
2015-06-26,18.9
2015-06-27,18.9
2015-06-28,21.419999999999998
2015-06-29,28.98
2015-06-30,33.18
2015-07-01,24.200000000000003
2015-07-02,19.8
2015-07-03,13.200000000000001
2015-07-04,0.0
2015-07-05,10.450000000000001
2015-07-06,21.450000000000003
2015-07-07,55.00000000000001
2015-07-08,30.250000000000004
2015-07-09,51.7
2015-07-10,45.1
2015-07-11,28.05
2015-07-12,20.35
2015-07-13,25.3
2015-07-14,29.700000000000003
2015-07-15,41.800000000000004
2015-07-16,42.35
2015-07-17,25.3
2015-07-18,25.85
2015-07-19,11.55
2015-07-20,34.1
2015-07-21,24.200000000000003
2015-07-22,33.550000000000004
2015-07-23,42.900000000000006
2015-07-24,34.650000000000006
2015-07-25,0.0
2015-07-26,8.8
2015-07-27,24.200000000000003
2015-07-28,33.550000000000004
2015-07-29,21.450000000000003
2015-07-30,14.3
2015-07-31,29.700000000000003
2015-08-01,6.6000000000000005
2015-08-02,9.9
2015-08-03,19.8
2015-08-04,12.65
2015-08-05,12.65
2015-08-06,29.700000000000003
2015-08-07,13.200000000000001
2015-08-08,19.8
2015-08-09,18.150000000000002
2015-08-10,40.150000000000006
2015-08-11,22.0
2015-08-12,9.9
2015-08-13,19.25
2015-08-14,11.0
2015-08-15,12.65
2015-08-16,19.25
2015-08-17,0.0
2015-08-18,17.05
2015-08-19,7.700000000000001
2015-08-20,19.8
2015-08-21,22.55
2015-08-22,3.8500000000000005
2015-08-23,55.00000000000001
2015-08-24,35.75
2015-08-25,23.1
2015-08-26,29.150000000000002
2015-08-27,16.5
2015-08-28,22.55
2015-08-29,15.950000000000001
2015-08-30,0.0
2015-08-31,8.8
2015-09-01,27.3
2015-09-02,31.98
2015-09-03,18.330000000000002
2015-09-04,32.76
2015-09-05,6.63
2015-09-06,8.19
2015-09-07,17.94
2015-09-08,24.57
2015-09-09,9.36
2015-09-10,31.200000000000003
2015-09-11,18.72
2015-09-12,10.92
2015-09-13,36.27
2015-09-14,23.400000000000002
2015-09-15,11.700000000000001
2015-09-16,14.43
2015-09-17,18.330000000000002
2015-09-18,19.89
2015-09-19,15.600000000000001
2015-09-20,18.72
2015-09-21,14.82
2015-09-22,10.530000000000001
2015-09-23,15.600000000000001
