date,HD_unscaled,HD_monthly,scale,HD
2022-10-01,94,22.0,0.22,20.68
2022-10-02,92,22.0,0.22,20.24
2022-10-03,87,22.0,0.22,19.14
2022-10-04,92,22.0,0.22,20.24
2022-10-05,89,22.0,0.22,19.580000000000002
2022-10-06,93,22.0,0.22,20.46
2022-10-07,87,22.0,0.22,19.14
2022-10-08,98,22.0,0.22,21.56
2022-10-09,96,22.0,0.22,21.12
2022-10-10,92,22.0,0.22,20.24
2022-10-11,95,22.0,0.22,20.9
2022-10-12,95,22.0,0.22,20.9
2022-10-13,89,22.0,0.22,19.580000000000002
2022-10-14,88,22.0,0.22,19.36
2022-10-15,100,22.0,0.22,22.0
2022-10-16,95,22.0,0.22,20.9
2022-10-17,91,22.0,0.22,20.02
2022-10-18,93,22.0,0.22,20.46
2022-10-19,95,22.0,0.22,20.9
2022-10-20,93,22.0,0.22,20.46
2022-10-21,86,22.0,0.22,18.92
2022-10-22,92,22.0,0.22,20.24
2022-10-23,92,22.0,0.22,20.24
2022-10-24,93,22.0,0.22,20.46
2022-10-25,89,22.0,0.22,19.580000000000002
2022-10-26,90,22.0,0.22,19.8
2022-10-27,81,22.0,0.22,17.82
2022-10-28,85,22.0,0.22,18.7
2022-10-29,91,22.0,0.22,20.02
2022-10-30,89,22.0,0.22,19.580000000000002
2022-10-31,88,22.0,0.22,19.36
2022-11-01,75,23.0,0.23,17.25
2022-11-02,79,23.0,0.23,18.17
2022-11-03,77,23.0,0.23,17.71
2022-11-04,75,23.0,0.23,17.25
2022-11-05,78,23.0,0.23,17.94
2022-11-06,73,23.0,0.23,16.79
2022-11-07,71,23.0,0.23,16.330000000000002
2022-11-08,75,23.0,0.23,17.25
2022-11-09,71,23.0,0.23,16.330000000000002
2022-11-10,76,23.0,0.23,17.48
2022-11-11,78,23.0,0.23,17.94
2022-11-12,80,23.0,0.23,18.400000000000002
2022-11-13,82,23.0,0.23,18.86
2022-11-14,74,23.0,0.23,17.02
2022-11-15,76,23.0,0.23,17.48
2022-11-16,75,23.0,0.23,17.25
2022-11-17,85,23.0,0.23,19.55
2022-11-18,77,23.0,0.23,17.71
2022-11-19,90,23.0,0.23,20.7
2022-11-20,88,23.0,0.23,20.240000000000002
2022-11-21,87,23.0,0.23,20.01
2022-11-22,84,23.0,0.23,19.32
2022-11-23,82,23.0,0.23,18.86
2022-11-24,85,23.0,0.23,19.55
2022-11-25,100,23.0,0.23,23.0
2022-11-26,89,23.0,0.23,20.470000000000002
2022-11-27,91,23.0,0.23,20.93
2022-11-28,91,23.0,0.23,20.93
2022-11-29,85,23.0,0.23,19.55
2022-11-30,80,23.0,0.23,18.400000000000002
2022-12-01,85,23.0,0.23,19.55
2022-12-02,84,23.0,0.23,19.32
2022-12-03,89,23.0,0.23,20.470000000000002
2022-12-04,86,23.0,0.23,19.78
2022-12-05,79,23.0,0.23,18.17
2022-12-06,88,23.0,0.23,20.240000000000002
2022-12-07,84,23.0,0.23,19.32
2022-12-08,86,23.0,0.23,19.78
2022-12-09,85,23.0,0.23,19.55
2022-12-10,90,23.0,0.23,20.7
2022-12-11,87,23.0,0.23,20.01
2022-12-12,89,23.0,0.23,20.470000000000002
2022-12-13,87,23.0,0.23,20.01
2022-12-14,83,23.0,0.23,19.09
2022-12-15,85,23.0,0.23,19.55
2022-12-16,87,23.0,0.23,20.01
2022-12-17,95,23.0,0.23,21.85
2022-12-18,89,23.0,0.23,20.470000000000002
2022-12-19,85,23.0,0.23,19.55
2022-12-20,88,23.0,0.23,20.240000000000002
2022-12-21,87,23.0,0.23,20.01
2022-12-22,84,23.0,0.23,19.32
2022-12-23,90,23.0,0.23,20.7
2022-12-24,87,23.0,0.23,20.01
2022-12-25,98,23.0,0.23,22.540000000000003
2022-12-26,97,23.0,0.23,22.310000000000002
2022-12-27,100,23.0,0.23,23.0
2022-12-28,99,23.0,0.23,22.77
2022-12-29,94,23.0,0.23,21.62
2022-12-30,87,23.0,0.23,20.01
2022-12-31,89,23.0,0.23,20.470000000000002
2023-01-01,87,22.0,0.22,19.14
2023-01-02,92,22.0,0.22,20.24
2023-01-03,83,22.0,0.22,18.26
2023-01-04,89,22.0,0.22,19.580000000000002
2023-01-05,96,22.0,0.22,21.12
2023-01-06,88,22.0,0.22,19.36
2023-01-07,92,22.0,0.22,20.24
2023-01-08,100,22.0,0.22,22.0
2023-01-09,87,22.0,0.22,19.14
2023-01-10,92,22.0,0.22,20.24
2023-01-11,84,22.0,0.22,18.48
2023-01-12,81,22.0,0.22,17.82
2023-01-13,81,22.0,0.22,17.82
2023-01-14,95,22.0,0.22,20.9
2023-01-15,86,22.0,0.22,18.92
2023-01-16,94,22.0,0.22,20.68
2023-01-17,87,22.0,0.22,19.14
2023-01-18,87,22.0,0.22,19.14
2023-01-19,91,22.0,0.22,20.02
2023-01-20,87,22.0,0.22,19.14
2023-01-21,91,22.0,0.22,20.02
2023-01-22,91,22.0,0.22,20.02
2023-01-23,84,22.0,0.22,18.48
2023-01-24,90,22.0,0.22,19.8
2023-01-25,86,22.0,0.22,18.92
2023-01-26,82,22.0,0.22,18.04
2023-01-27,88,22.0,0.22,19.36
2023-01-28,94,22.0,0.22,20.68
2023-01-29,89,22.0,0.22,19.580000000000002
2023-01-30,83,22.0,0.22,18.26
2023-01-31,84,22.0,0.22,18.48
2023-02-01,86,22.0,0.22,18.92
2023-02-02,94,22.0,0.22,20.68
2023-02-03,87,22.0,0.22,19.14
2023-02-04,92,22.0,0.22,20.24
2023-02-05,98,22.0,0.22,21.56
2023-02-06,81,22.0,0.22,17.82
2023-02-07,98,22.0,0.22,21.56
2023-02-08,92,22.0,0.22,20.24
2023-02-09,91,22.0,0.22,20.02
2023-02-10,88,22.0,0.22,19.36
2023-02-11,95,22.0,0.22,20.9
2023-02-12,100,22.0,0.22,22.0
2023-02-13,80,22.0,0.22,17.6
2023-02-14,85,22.0,0.22,18.7
2023-02-15,92,22.0,0.22,20.24
2023-02-16,93,22.0,0.22,20.46
2023-02-17,88,22.0,0.22,19.36
2023-02-18,94,22.0,0.22,20.68
2023-02-19,88,22.0,0.22,19.36
2023-02-20,84,22.0,0.22,18.48
2023-02-21,99,22.0,0.22,21.78
2023-02-22,94,22.0,0.22,20.68
2023-02-23,88,22.0,0.22,19.36
2023-02-24,89,22.0,0.22,19.580000000000002
2023-02-25,89,22.0,0.22,19.580000000000002
2023-02-26,94,22.0,0.22,20.68
2023-02-27,88,22.0,0.22,19.36
2023-02-28,87,22.0,0.22,19.14
2023-03-01,87,21.0,0.21,18.27
2023-03-02,94,21.0,0.21,19.74
2023-03-03,84,21.0,0.21,17.64
2023-03-04,92,21.0,0.21,19.32
2023-03-05,93,21.0,0.21,19.529999999999998
2023-03-06,91,21.0,0.21,19.11
2023-03-07,87,21.0,0.21,18.27
2023-03-08,88,21.0,0.21,18.48
2023-03-09,95,21.0,0.21,19.95
2023-03-10,92,21.0,0.21,19.32
2023-03-11,99,21.0,0.21,20.79
2023-03-12,96,21.0,0.21,20.16
2023-03-13,99,21.0,0.21,20.79
2023-03-14,93,21.0,0.21,19.529999999999998
2023-03-15,91,21.0,0.21,19.11
2023-03-16,91,21.0,0.21,19.11
2023-03-17,94,21.0,0.21,19.74
2023-03-18,100,21.0,0.21,21.0
2023-03-19,95,21.0,0.21,19.95
2023-03-20,97,21.0,0.21,20.37
2023-03-21,95,21.0,0.21,19.95
2023-03-22,83,21.0,0.21,17.43
2023-03-23,84,21.0,0.21,17.64
2023-03-24,86,21.0,0.21,18.06
2023-03-25,89,21.0,0.21,18.689999999999998
2023-03-26,98,21.0,0.21,20.58
2023-03-27,95,21.0,0.21,19.95
2023-03-28,93,21.0,0.21,19.529999999999998
2023-03-29,91,21.0,0.21,19.11
2023-03-30,89,21.0,0.21,18.689999999999998
2023-03-31,84,21.0,0.21,17.64
2023-04-01,86,22.0,0.22,18.92
2023-04-02,86,22.0,0.22,18.92
2023-04-03,84,22.0,0.22,18.48
2023-04-04,90,22.0,0.22,19.8
2023-04-05,88,22.0,0.22,19.36
2023-04-06,87,22.0,0.22,19.14
2023-04-07,90,22.0,0.22,19.8
2023-04-08,82,22.0,0.22,18.04
2023-04-09,85,22.0,0.22,18.7
2023-04-10,90,22.0,0.22,19.8
2023-04-11,88,22.0,0.22,19.36
2023-04-12,90,22.0,0.22,19.8
2023-04-13,89,22.0,0.22,19.580000000000002
2023-04-14,87,22.0,0.22,19.14
2023-04-15,91,22.0,0.22,20.02
2023-04-16,88,22.0,0.22,19.36
2023-04-17,89,22.0,0.22,19.580000000000002
2023-04-18,83,22.0,0.22,18.26
2023-04-19,87,22.0,0.22,19.14
2023-04-20,89,22.0,0.22,19.580000000000002
2023-04-21,83,22.0,0.22,18.26
2023-04-22,94,22.0,0.22,20.68
2023-04-23,96,22.0,0.22,21.12
2023-04-24,93,22.0,0.22,20.46
2023-04-25,93,22.0,0.22,20.46
2023-04-26,91,22.0,0.22,20.02
2023-04-27,92,22.0,0.22,20.24
2023-04-28,85,22.0,0.22,18.7
2023-04-29,100,22.0,0.22,22.0
2023-04-30,97,22.0,0.22,21.34
2023-05-01,81,23.0,0.23,18.630000000000003
2023-05-02,85,23.0,0.23,19.55
2023-05-03,82,23.0,0.23,18.86
2023-05-04,81,23.0,0.23,18.630000000000003
2023-05-05,84,23.0,0.23,19.32
2023-05-06,90,23.0,0.23,20.7
2023-05-07,86,23.0,0.23,19.78
2023-05-08,85,23.0,0.23,19.55
2023-05-09,81,23.0,0.23,18.630000000000003
2023-05-10,85,23.0,0.23,19.55
2023-05-11,80,23.0,0.23,18.400000000000002
2023-05-12,83,23.0,0.23,19.09
2023-05-13,85,23.0,0.23,19.55
2023-05-14,80,23.0,0.23,18.400000000000002
2023-05-15,80,23.0,0.23,18.400000000000002
2023-05-16,100,23.0,0.23,23.0
2023-05-17,81,23.0,0.23,18.630000000000003
2023-05-18,84,23.0,0.23,19.32
2023-05-19,83,23.0,0.23,19.09
2023-05-20,90,23.0,0.23,20.7
2023-05-21,86,23.0,0.23,19.78
2023-05-22,88,23.0,0.23,20.240000000000002
2023-05-23,84,23.0,0.23,19.32
2023-05-24,80,23.0,0.23,18.400000000000002
2023-05-25,90,23.0,0.23,20.7
2023-05-26,86,23.0,0.23,19.78
2023-05-27,84,23.0,0.23,19.32
2023-05-28,88,23.0,0.23,20.240000000000002
2023-05-29,82,23.0,0.23,18.86
2023-05-30,79,23.0,0.23,18.17
2023-05-31,84,23.0,0.23,19.32
2023-06-01,91,23.0,0.23,20.93
2023-06-02,83,23.0,0.23,19.09
2023-06-03,100,23.0,0.23,23.0
2023-06-04,94,23.0,0.23,21.62
2023-06-05,93,23.0,0.23,21.39
2023-06-06,90,23.0,0.23,20.7
2023-06-07,90,23.0,0.23,20.7
2023-06-08,91,23.0,0.23,20.93
2023-06-09,88,23.0,0.23,20.240000000000002
2023-06-10,89,23.0,0.23,20.470000000000002
2023-06-11,90,23.0,0.23,20.7
2023-06-12,91,23.0,0.23,20.93
2023-06-13,86,23.0,0.23,19.78
2023-06-14,87,23.0,0.23,20.01
2023-06-15,91,23.0,0.23,20.93
2023-06-16,87,23.0,0.23,20.01
2023-06-17,87,23.0,0.23,20.01
2023-06-18,84,23.0,0.23,19.32
2023-06-19,89,23.0,0.23,20.470000000000002
2023-06-20,87,23.0,0.23,20.01
2023-06-21,88,23.0,0.23,20.240000000000002
2023-06-22,84,23.0,0.23,19.32
2023-06-23,84,23.0,0.23,19.32
2023-06-24,89,23.0,0.23,20.470000000000002
2023-06-25,86,23.0,0.23,19.78
2023-06-26,85,23.0,0.23,19.55
2023-06-27,94,23.0,0.23,21.62
2023-06-28,88,23.0,0.23,20.240000000000002
2023-06-29,89,23.0,0.23,20.470000000000002
2023-06-30,90,23.0,0.23,20.7
2023-07-01,87,25.0,0.25,21.75
2023-07-02,92,25.0,0.25,23.0
2023-07-03,86,25.0,0.25,21.5
2023-07-04,84,25.0,0.25,21.0
2023-07-05,87,25.0,0.25,21.75
2023-07-06,85,25.0,0.25,21.25
2023-07-07,85,25.0,0.25,21.25
2023-07-08,88,25.0,0.25,22.0
2023-07-09,86,25.0,0.25,21.5
2023-07-10,89,25.0,0.25,22.25
2023-07-11,100,25.0,0.25,25.0
2023-07-12,97,25.0,0.25,24.25
2023-07-13,93,25.0,0.25,23.25
2023-07-14,91,25.0,0.25,22.75
2023-07-15,93,25.0,0.25,23.25
2023-07-16,90,25.0,0.25,22.5
2023-07-17,86,25.0,0.25,21.5
2023-07-18,87,25.0,0.25,21.75
2023-07-19,86,25.0,0.25,21.5
2023-07-20,82,25.0,0.25,20.5
2023-07-21,84,25.0,0.25,21.0
2023-07-22,90,25.0,0.25,22.5
2023-07-23,92,25.0,0.25,23.0
2023-07-24,91,25.0,0.25,22.75
2023-07-25,87,25.0,0.25,21.75
2023-07-26,91,25.0,0.25,22.75
2023-07-27,85,25.0,0.25,21.25
2023-07-28,85,25.0,0.25,21.25
2023-07-29,88,25.0,0.25,22.0
2023-07-30,92,25.0,0.25,23.0
2023-07-31,90,25.0,0.25,22.5
2023-08-01,88,22.0,0.22,19.36
2023-08-02,91,22.0,0.22,20.02
2023-08-03,88,22.0,0.22,19.36
2023-08-04,87,22.0,0.22,19.14
2023-08-05,89,22.0,0.22,19.580000000000002
2023-08-06,88,22.0,0.22,19.36
2023-08-07,90,22.0,0.22,19.8
2023-08-08,89,22.0,0.22,19.580000000000002
2023-08-09,81,22.0,0.22,17.82
2023-08-10,90,22.0,0.22,19.8
2023-08-11,88,22.0,0.22,19.36
2023-08-12,87,22.0,0.22,19.14
2023-08-13,90,22.0,0.22,19.8
2023-08-14,87,22.0,0.22,19.14
2023-08-15,89,22.0,0.22,19.580000000000002
2023-08-16,87,22.0,0.22,19.14
2023-08-17,82,22.0,0.22,18.04
2023-08-18,88,22.0,0.22,19.36
2023-08-19,86,22.0,0.22,18.92
2023-08-20,89,22.0,0.22,19.580000000000002
2023-08-21,87,22.0,0.22,19.14
2023-08-22,84,22.0,0.22,18.48
2023-08-23,86,22.0,0.22,18.92
2023-08-24,81,22.0,0.22,17.82
2023-08-25,85,22.0,0.22,18.7
2023-08-26,100,22.0,0.22,22.0
2023-08-27,90,22.0,0.22,19.8
2023-08-28,82,22.0,0.22,18.04
2023-08-29,85,22.0,0.22,18.7
2023-08-30,79,22.0,0.22,17.38
2023-08-31,84,22.0,0.22,18.48
2023-09-01,88,20.0,0.2,17.6
2023-09-02,100,20.0,0.2,20.0
2023-09-03,96,20.0,0.2,19.200000000000003
2023-09-04,88,20.0,0.2,17.6
2023-09-05,87,20.0,0.2,17.400000000000002
2023-09-06,93,20.0,0.2,18.6
2023-09-07,98,20.0,0.2,19.6
2023-09-08,92,20.0,0.2,18.400000000000002
2023-09-09,93,20.0,0.2,18.6
2023-09-10,96,20.0,0.2,19.200000000000003
2023-09-11,85,20.0,0.2,17.0
2023-09-12,86,20.0,0.2,17.2
2023-09-13,90,20.0,0.2,18.0
2023-09-14,90,20.0,0.2,18.0
2023-09-15,92,20.0,0.2,18.400000000000002
2023-09-16,95,20.0,0.2,19.0
2023-09-17,91,20.0,0.2,18.2
2023-09-18,93,20.0,0.2,18.6
2023-09-19,91,20.0,0.2,18.2
2023-09-20,92,20.0,0.2,18.400000000000002
2023-09-21,95,20.0,0.2,19.0
2023-09-22,95,20.0,0.2,19.0
2023-09-23,100,20.0,0.2,20.0
2023-09-24,96,20.0,0.2,19.200000000000003
2023-09-25,86,20.0,0.2,17.2
2023-09-26,87,20.0,0.2,17.400000000000002
2023-09-27,92,20.0,0.2,18.400000000000002
2023-09-28,90,20.0,0.2,18.0
2023-09-29,84,20.0,0.2,16.8
2023-09-30,96,20.0,0.2,19.200000000000003
2023-10-01,95,22.0,0.22,20.9
2023-10-02,90,22.0,0.22,19.8
2023-10-03,88,22.0,0.22,19.36
2023-10-04,89,22.0,0.22,19.580000000000002
2023-10-05,90,22.0,0.22,19.8
2023-10-06,89,22.0,0.22,19.580000000000002
2023-10-07,90,22.0,0.22,19.8
2023-10-08,95,22.0,0.22,20.9
2023-10-09,92,22.0,0.22,20.24
2023-10-10,96,22.0,0.22,21.12
2023-10-11,93,22.0,0.22,20.46
2023-10-12,93,22.0,0.22,20.46
2023-10-13,91,22.0,0.22,20.02
2023-10-14,94,22.0,0.22,20.68
2023-10-15,94,22.0,0.22,20.68
2023-10-16,89,22.0,0.22,19.580000000000002
2023-10-17,92,22.0,0.22,20.24
2023-10-18,89,22.0,0.22,19.580000000000002
2023-10-19,90,22.0,0.22,19.8
2023-10-20,84,22.0,0.22,18.48
2023-10-21,95,22.0,0.22,20.9
2023-10-22,100,22.0,0.22,22.0
2023-10-23,88,22.0,0.22,19.36
2023-10-24,88,22.0,0.22,19.36
2023-10-25,94,22.0,0.22,20.68
2023-10-26,92,22.0,0.22,20.24
2023-10-27,82,22.0,0.22,18.04
2023-10-28,91,22.0,0.22,20.02
2023-10-29,92,22.0,0.22,20.24
2023-10-30,91,22.0,0.22,20.02
2023-10-31,95,22.0,0.22,20.9
2023-11-01,64,23.0,0.23,14.72
2023-11-02,67,23.0,0.23,15.41
2023-11-03,71,23.0,0.23,16.330000000000002
2023-11-04,75,23.0,0.23,17.25
2023-11-05,70,23.0,0.23,16.1
2023-11-06,65,23.0,0.23,14.950000000000001
2023-11-07,68,23.0,0.23,15.64
2023-11-08,65,23.0,0.23,14.950000000000001
2023-11-09,64,23.0,0.23,14.72
2023-11-10,66,23.0,0.23,15.180000000000001
2023-11-11,73,23.0,0.23,16.79
2023-11-12,73,23.0,0.23,16.79
2023-11-13,69,23.0,0.23,15.870000000000001
2023-11-14,66,23.0,0.23,15.180000000000001
2023-11-15,67,23.0,0.23,15.41
2023-11-16,68,23.0,0.23,15.64
2023-11-17,70,23.0,0.23,16.1
2023-11-18,70,23.0,0.23,16.1
2023-11-19,68,23.0,0.23,15.64
2023-11-20,72,23.0,0.23,16.560000000000002
2023-11-21,77,23.0,0.23,17.71
2023-11-22,74,23.0,0.23,17.02
2023-11-23,71,23.0,0.23,16.330000000000002
2023-11-24,100,23.0,0.23,23.0
2023-11-25,81,23.0,0.23,18.630000000000003
2023-11-26,76,23.0,0.23,17.48
2023-11-27,72,23.0,0.23,16.560000000000002
2023-11-28,72,23.0,0.23,16.560000000000002
2023-11-29,70,23.0,0.23,16.1
2023-11-30,67,23.0,0.23,15.41
2023-12-01,77,22.0,0.22,16.94
2023-12-02,93,22.0,0.22,20.46
2023-12-03,84,22.0,0.22,18.48
2023-12-04,86,22.0,0.22,18.92
2023-12-05,82,22.0,0.22,18.04
2023-12-06,87,22.0,0.22,19.14
2023-12-07,79,22.0,0.22,17.38
2023-12-08,100,22.0,0.22,22.0
2023-12-09,85,22.0,0.22,18.7
2023-12-10,91,22.0,0.22,20.02
2023-12-11,94,22.0,0.22,20.68
2023-12-12,85,22.0,0.22,18.7
2023-12-13,91,22.0,0.22,20.02
2023-12-14,89,22.0,0.22,19.580000000000002
2023-12-15,84,22.0,0.22,18.48
2023-12-16,90,22.0,0.22,19.8
2023-12-17,93,22.0,0.22,20.46
2023-12-18,83,22.0,0.22,18.26
2023-12-19,81,22.0,0.22,17.82
2023-12-20,88,22.0,0.22,19.36
2023-12-21,88,22.0,0.22,19.36
2023-12-22,84,22.0,0.22,18.48
2023-12-23,91,22.0,0.22,20.02
2023-12-24,88,22.0,0.22,19.36
2023-12-25,89,22.0,0.22,19.580000000000002
2023-12-26,99,22.0,0.22,21.78
2023-12-27,96,22.0,0.22,21.12
2023-12-28,97,22.0,0.22,21.34
2023-12-29,90,22.0,0.22,19.8
2023-12-30,88,22.0,0.22,19.36
2023-12-31,85,22.0,0.22,18.7
