date,HD_unscaled,HD_monthly,scale,HD
2013-01-01,100,63.0,0.63,63.0
2013-01-02,84,63.0,0.63,52.92
2013-01-03,83,63.0,0.63,52.29
2013-01-04,97,63.0,0.63,61.11
2013-01-05,91,63.0,0.63,57.33
2013-01-06,92,63.0,0.63,57.96
2013-01-07,71,63.0,0.63,44.73
2013-01-08,80,63.0,0.63,50.4
2013-01-09,80,63.0,0.63,50.4
2013-01-10,73,63.0,0.63,45.99
2013-01-11,76,63.0,0.63,47.88
2013-01-12,87,63.0,0.63,54.81
2013-01-13,92,63.0,0.63,57.96
2013-01-14,75,63.0,0.63,47.25
2013-01-15,72,63.0,0.63,45.36
2013-01-16,67,63.0,0.63,42.21
2013-01-17,73,63.0,0.63,45.99
2013-01-18,70,63.0,0.63,44.1
2013-01-19,77,63.0,0.63,48.51
2013-01-20,80,63.0,0.63,50.4
2013-01-21,75,63.0,0.63,47.25
2013-01-22,67,63.0,0.63,42.21
2013-01-23,68,63.0,0.63,42.84
2013-01-24,72,63.0,0.63,45.36
2013-01-25,71,63.0,0.63,44.73
2013-01-26,84,63.0,0.63,52.92
2013-01-27,85,63.0,0.63,53.55
2013-01-28,68,63.0,0.63,42.84
2013-01-29,65,63.0,0.63,40.95
2013-01-30,66,63.0,0.63,41.58
2013-01-31,70,63.0,0.63,44.1
2013-02-01,78,62.0,0.62,48.36
2013-02-02,89,62.0,0.62,55.18
2013-02-03,100,62.0,0.62,62.0
2013-02-04,85,62.0,0.62,52.7
2013-02-05,79,62.0,0.62,48.98
2013-02-06,80,62.0,0.62,49.6
2013-02-07,78,62.0,0.62,48.36
2013-02-08,83,62.0,0.62,51.46
2013-02-09,99,62.0,0.62,61.38
2013-02-10,97,62.0,0.62,60.14
2013-02-11,81,62.0,0.62,50.22
2013-02-12,79,62.0,0.62,48.98
2013-02-13,80,62.0,0.62,49.6
2013-02-14,78,62.0,0.62,48.36
2013-02-15,84,62.0,0.62,52.08
2013-02-16,97,62.0,0.62,60.14
2013-02-17,96,62.0,0.62,59.519999999999996
2013-02-18,88,62.0,0.62,54.56
2013-02-19,81,62.0,0.62,50.22
2013-02-20,86,62.0,0.62,53.32
2013-02-21,82,62.0,0.62,50.839999999999996
2013-02-22,79,62.0,0.62,48.98
2013-02-23,97,62.0,0.62,60.14
2013-02-24,91,62.0,0.62,56.42
2013-02-25,85,62.0,0.62,52.7
2013-02-26,77,62.0,0.62,47.74
2013-02-27,82,62.0,0.62,50.839999999999996
2013-02-28,77,62.0,0.62,47.74
2013-03-01,69,61.0,0.61,42.089999999999996
2013-03-02,87,61.0,0.61,53.07
2013-03-03,83,61.0,0.61,50.629999999999995
2013-03-04,72,61.0,0.61,43.92
2013-03-05,74,61.0,0.61,45.14
2013-03-06,74,61.0,0.61,45.14
2013-03-07,68,61.0,0.61,41.48
2013-03-08,76,61.0,0.61,46.36
2013-03-09,90,61.0,0.61,54.9
2013-03-10,85,61.0,0.61,51.85
2013-03-11,69,61.0,0.61,42.089999999999996
2013-03-12,75,61.0,0.61,45.75
2013-03-13,76,61.0,0.61,46.36
2013-03-14,72,61.0,0.61,43.92
2013-03-15,73,61.0,0.61,44.53
2013-03-16,87,61.0,0.61,53.07
2013-03-17,84,61.0,0.61,51.24
2013-03-18,68,61.0,0.61,41.48
2013-03-19,76,61.0,0.61,46.36
2013-03-20,76,61.0,0.61,46.36
2013-03-21,74,61.0,0.61,45.14
2013-03-22,69,61.0,0.61,42.089999999999996
2013-03-23,83,61.0,0.61,50.629999999999995
2013-03-24,100,61.0,0.61,61.0
2013-03-25,70,61.0,0.61,42.699999999999996
2013-03-26,72,61.0,0.61,43.92
2013-03-27,70,61.0,0.61,42.699999999999996
2013-03-28,68,61.0,0.61,41.48
2013-03-29,75,61.0,0.61,45.75
2013-03-30,82,61.0,0.61,50.019999999999996
2013-03-31,83,61.0,0.61,50.629999999999995
2013-04-01,73,55.0,0.55,40.150000000000006
2013-04-02,67,55.0,0.55,36.85
2013-04-03,81,55.0,0.55,44.550000000000004
2013-04-04,78,55.0,0.55,42.900000000000006
2013-04-05,79,55.0,0.55,43.45
2013-04-06,89,55.0,0.55,48.95
2013-04-07,87,55.0,0.55,47.85
2013-04-08,75,55.0,0.55,41.25
2013-04-09,69,55.0,0.55,37.95
2013-04-10,73,55.0,0.55,40.150000000000006
2013-04-11,76,55.0,0.55,41.800000000000004
2013-04-12,73,55.0,0.55,40.150000000000006
2013-04-13,91,55.0,0.55,50.050000000000004
2013-04-14,84,55.0,0.55,46.2
2013-04-15,67,55.0,0.55,36.85
2013-04-16,67,55.0,0.55,36.85
2013-04-17,71,55.0,0.55,39.050000000000004
2013-04-18,66,55.0,0.55,36.300000000000004
2013-04-19,72,55.0,0.55,39.6
2013-04-20,81,55.0,0.55,44.550000000000004
2013-04-21,100,55.0,0.55,55.00000000000001
2013-04-22,74,55.0,0.55,40.7
2013-04-23,68,55.0,0.55,37.400000000000006
2013-04-24,73,55.0,0.55,40.150000000000006
2013-04-25,69,55.0,0.55,37.95
2013-04-26,63,55.0,0.55,34.650000000000006
2013-04-27,85,55.0,0.55,46.75000000000001
2013-04-28,86,55.0,0.55,47.300000000000004
2013-04-29,68,55.0,0.55,37.400000000000006
2013-04-30,68,55.0,0.55,37.400000000000006
2013-05-01,76,57.0,0.57,43.31999999999999
2013-05-02,71,57.0,0.57,40.47
2013-05-03,80,57.0,0.57,45.599999999999994
2013-05-04,86,57.0,0.57,49.019999999999996
2013-05-05,100,57.0,0.57,56.99999999999999
2013-05-06,83,57.0,0.57,47.309999999999995
2013-05-07,79,57.0,0.57,45.029999999999994
2013-05-08,82,57.0,0.57,46.739999999999995
2013-05-09,75,57.0,0.57,42.74999999999999
2013-05-10,79,57.0,0.57,45.029999999999994
2013-05-11,87,57.0,0.57,49.589999999999996
2013-05-12,99,57.0,0.57,56.42999999999999
2013-05-13,84,57.0,0.57,47.879999999999995
2013-05-14,76,57.0,0.57,43.31999999999999
2013-05-15,77,57.0,0.57,43.88999999999999
2013-05-16,75,57.0,0.57,42.74999999999999
2013-05-17,69,57.0,0.57,39.33
2013-05-18,83,57.0,0.57,47.309999999999995
2013-05-19,83,57.0,0.57,47.309999999999995
2013-05-20,76,57.0,0.57,43.31999999999999
2013-05-21,74,57.0,0.57,42.18
2013-05-22,78,57.0,0.57,44.459999999999994
2013-05-23,82,57.0,0.57,46.739999999999995
2013-05-24,73,57.0,0.57,41.61
2013-05-25,93,57.0,0.57,53.01
2013-05-26,91,57.0,0.57,51.87
2013-05-27,83,57.0,0.57,47.309999999999995
2013-05-28,79,57.0,0.57,45.029999999999994
2013-05-29,74,57.0,0.57,42.18
2013-05-30,74,57.0,0.57,42.18
2013-05-31,77,57.0,0.57,43.88999999999999
2013-06-01,92,66.0,0.66,60.720000000000006
2013-06-02,100,66.0,0.66,66.0
2013-06-03,82,66.0,0.66,54.120000000000005
2013-06-04,81,66.0,0.66,53.46
2013-06-05,82,66.0,0.66,54.120000000000005
2013-06-06,79,66.0,0.66,52.14
2013-06-07,80,66.0,0.66,52.800000000000004
2013-06-08,95,66.0,0.66,62.7
2013-06-09,89,66.0,0.66,58.74
2013-06-10,88,66.0,0.66,58.080000000000005
2013-06-11,92,66.0,0.66,60.720000000000006
2013-06-12,84,66.0,0.66,55.440000000000005
2013-06-13,82,66.0,0.66,54.120000000000005
2013-06-14,89,66.0,0.66,58.74
2013-06-15,96,66.0,0.66,63.36
2013-06-16,100,66.0,0.66,66.0
2013-06-17,85,66.0,0.66,56.1
2013-06-18,91,66.0,0.66,60.06
2013-06-19,91,66.0,0.66,60.06
2013-06-20,87,66.0,0.66,57.42
2013-06-21,81,66.0,0.66,53.46
2013-06-22,94,66.0,0.66,62.040000000000006
2013-06-23,94,66.0,0.66,62.040000000000006
2013-06-24,81,66.0,0.66,53.46
2013-06-25,83,66.0,0.66,54.78
2013-06-26,91,66.0,0.66,60.06
2013-06-27,83,66.0,0.66,54.78
2013-06-28,78,66.0,0.66,51.480000000000004
2013-06-29,90,66.0,0.66,59.400000000000006
2013-06-30,96,66.0,0.66,63.36
2013-07-01,81,61.0,0.61,49.41
2013-07-02,91,61.0,0.61,55.51
2013-07-03,79,61.0,0.61,48.19
2013-07-04,91,61.0,0.61,55.51
2013-07-05,78,61.0,0.61,47.58
2013-07-06,89,61.0,0.61,54.29
2013-07-07,92,61.0,0.61,56.12
2013-07-08,81,61.0,0.61,49.41
2013-07-09,81,61.0,0.61,49.41
2013-07-10,80,61.0,0.61,48.8
2013-07-11,79,61.0,0.61,48.19
2013-07-12,80,61.0,0.61,48.8
2013-07-13,86,61.0,0.61,52.46
2013-07-14,86,61.0,0.61,52.46
2013-07-15,74,61.0,0.61,45.14
2013-07-16,78,61.0,0.61,47.58
2013-07-17,82,61.0,0.61,50.019999999999996
2013-07-18,81,61.0,0.61,49.41
2013-07-19,78,61.0,0.61,47.58
2013-07-20,89,61.0,0.61,54.29
2013-07-21,87,61.0,0.61,53.07
2013-07-22,80,61.0,0.61,48.8
2013-07-23,87,61.0,0.61,53.07
2013-07-24,78,61.0,0.61,47.58
2013-07-25,84,61.0,0.61,51.24
2013-07-26,76,61.0,0.61,46.36
2013-07-27,99,61.0,0.61,60.39
2013-07-28,100,61.0,0.61,61.0
2013-07-29,80,61.0,0.61,48.8
2013-07-30,82,61.0,0.61,50.019999999999996
2013-07-31,83,61.0,0.61,50.629999999999995
2013-08-01,82,65.0,0.65,53.300000000000004
2013-08-02,78,65.0,0.65,50.7
2013-08-03,90,65.0,0.65,58.5
2013-08-04,91,65.0,0.65,59.15
2013-08-05,84,65.0,0.65,54.6
2013-08-06,92,65.0,0.65,59.800000000000004
2013-08-07,87,65.0,0.65,56.550000000000004
2013-08-08,85,65.0,0.65,55.25
2013-08-09,83,65.0,0.65,53.95
2013-08-10,93,65.0,0.65,60.45
2013-08-11,99,65.0,0.65,64.35000000000001
2013-08-12,88,65.0,0.65,57.2
2013-08-13,81,65.0,0.65,52.65
2013-08-14,85,65.0,0.65,55.25
2013-08-15,88,65.0,0.65,57.2
2013-08-16,83,65.0,0.65,53.95
2013-08-17,100,65.0,0.65,65.0
2013-08-18,98,65.0,0.65,63.7
2013-08-19,88,65.0,0.65,57.2
2013-08-20,83,65.0,0.65,53.95
2013-08-21,77,65.0,0.65,50.050000000000004
2013-08-22,82,65.0,0.65,53.300000000000004
2013-08-23,83,65.0,0.65,53.95
2013-08-24,90,65.0,0.65,58.5
2013-08-25,99,65.0,0.65,64.35000000000001
2013-08-26,73,65.0,0.65,47.45
2013-08-27,79,65.0,0.65,51.35
2013-08-28,83,65.0,0.65,53.95
2013-08-29,79,65.0,0.65,51.35
2013-08-30,81,65.0,0.65,52.65
2013-08-31,95,65.0,0.65,61.75
2013-09-01,83,60.0,0.6,49.8
2013-09-02,82,60.0,0.6,49.199999999999996
2013-09-03,77,60.0,0.6,46.199999999999996
2013-09-04,63,60.0,0.6,37.8
2013-09-05,76,60.0,0.6,45.6
2013-09-06,78,60.0,0.6,46.8
2013-09-07,94,60.0,0.6,56.4
2013-09-08,100,60.0,0.6,60.0
2013-09-09,71,60.0,0.6,42.6
2013-09-10,75,60.0,0.6,45.0
2013-09-11,75,60.0,0.6,45.0
2013-09-12,72,60.0,0.6,43.199999999999996
2013-09-13,74,60.0,0.6,44.4
2013-09-14,87,60.0,0.6,52.199999999999996
2013-09-15,89,60.0,0.6,53.4
2013-09-16,70,60.0,0.6,42.0
2013-09-17,71,60.0,0.6,42.6
2013-09-18,72,60.0,0.6,43.199999999999996
2013-09-19,79,60.0,0.6,47.4
2013-09-20,81,60.0,0.6,48.6
2013-09-21,88,60.0,0.6,52.8
2013-09-22,94,60.0,0.6,56.4
2013-09-23,77,60.0,0.6,46.199999999999996
2013-09-24,73,60.0,0.6,43.8
2013-09-25,75,60.0,0.6,45.0
2013-09-26,71,60.0,0.6,42.6
2013-09-27,72,60.0,0.6,43.199999999999996
2013-09-28,88,60.0,0.6,52.8
2013-09-29,96,60.0,0.6,57.599999999999994
2013-09-30,80,60.0,0.6,48.0
2013-10-01,75,56.0,0.56,42.00000000000001
2013-10-02,77,56.0,0.56,43.120000000000005
2013-10-03,80,56.0,0.56,44.800000000000004
2013-10-04,78,56.0,0.56,43.68000000000001
2013-10-05,100,56.0,0.56,56.00000000000001
2013-10-06,93,56.0,0.56,52.080000000000005
2013-10-07,78,56.0,0.56,43.68000000000001
2013-10-08,75,56.0,0.56,42.00000000000001
2013-10-09,72,56.0,0.56,40.32000000000001
2013-10-10,72,56.0,0.56,40.32000000000001
2013-10-11,81,56.0,0.56,45.36000000000001
2013-10-12,91,56.0,0.56,50.96000000000001
2013-10-13,89,56.0,0.56,49.84
2013-10-14,77,56.0,0.56,43.120000000000005
2013-10-15,75,56.0,0.56,42.00000000000001
2013-10-16,78,56.0,0.56,43.68000000000001
2013-10-17,74,56.0,0.56,41.440000000000005
2013-10-18,76,56.0,0.56,42.56
2013-10-19,91,56.0,0.56,50.96000000000001
2013-10-20,97,56.0,0.56,54.32000000000001
2013-10-21,77,56.0,0.56,43.120000000000005
2013-10-22,73,56.0,0.56,40.88
2013-10-23,78,56.0,0.56,43.68000000000001
2013-10-24,78,56.0,0.56,43.68000000000001
2013-10-25,77,56.0,0.56,43.120000000000005
2013-10-26,88,56.0,0.56,49.28
2013-10-27,89,56.0,0.56,49.84
2013-10-28,76,56.0,0.56,42.56
2013-10-29,72,56.0,0.56,40.32000000000001
2013-10-30,76,56.0,0.56,42.56
2013-10-31,76,56.0,0.56,42.56
2013-11-01,54,70.0,0.7,37.8
2013-11-02,64,70.0,0.7,44.8
2013-11-03,60,70.0,0.7,42.0
2013-11-04,59,70.0,0.7,41.3
2013-11-05,51,70.0,0.7,35.699999999999996
2013-11-06,52,70.0,0.7,36.4
2013-11-07,49,70.0,0.7,34.3
2013-11-08,52,70.0,0.7,36.4
2013-11-09,61,70.0,0.7,42.699999999999996
2013-11-10,62,70.0,0.7,43.4
2013-11-11,58,70.0,0.7,40.599999999999994
2013-11-12,59,70.0,0.7,41.3
2013-11-13,56,70.0,0.7,39.199999999999996
2013-11-14,53,70.0,0.7,37.099999999999994
2013-11-15,52,70.0,0.7,36.4
2013-11-16,63,70.0,0.7,44.099999999999994
2013-11-17,66,70.0,0.7,46.199999999999996
2013-11-18,54,70.0,0.7,37.8
2013-11-19,62,70.0,0.7,43.4
2013-11-20,56,70.0,0.7,39.199999999999996
2013-11-21,55,70.0,0.7,38.5
2013-11-22,57,70.0,0.7,39.9
2013-11-23,74,70.0,0.7,51.8
2013-11-24,67,70.0,0.7,46.9
2013-11-25,63,70.0,0.7,44.099999999999994
2013-11-26,64,70.0,0.7,44.8
2013-11-27,67,70.0,0.7,46.9
2013-11-28,90,70.0,0.7,62.99999999999999
2013-11-29,100,70.0,0.7,70.0
2013-11-30,88,70.0,0.7,61.599999999999994
2013-12-01,70,76.0,0.76,53.2
2013-12-02,73,76.0,0.76,55.480000000000004
2013-12-03,60,76.0,0.76,45.6
2013-12-04,54,76.0,0.76,41.04
2013-12-05,58,76.0,0.76,44.08
2013-12-06,57,76.0,0.76,43.32
2013-12-07,66,76.0,0.76,50.160000000000004
2013-12-08,73,76.0,0.76,55.480000000000004
2013-12-09,59,76.0,0.76,44.84
2013-12-10,61,76.0,0.76,46.36
2013-12-11,54,76.0,0.76,41.04
2013-12-12,53,76.0,0.76,40.28
2013-12-13,58,76.0,0.76,44.08
2013-12-14,67,76.0,0.76,50.92
2013-12-15,68,76.0,0.76,51.68
2013-12-16,61,76.0,0.76,46.36
2013-12-17,55,76.0,0.76,41.8
2013-12-18,58,76.0,0.76,44.08
2013-12-19,55,76.0,0.76,41.8
2013-12-20,57,76.0,0.76,43.32
2013-12-21,71,76.0,0.76,53.96
2013-12-22,76,76.0,0.76,57.76
2013-12-23,67,76.0,0.76,50.92
2013-12-24,68,76.0,0.76,51.68
2013-12-25,100,76.0,0.76,76.0
2013-12-26,93,76.0,0.76,70.68
2013-12-27,76,76.0,0.76,57.76
2013-12-28,78,76.0,0.76,59.28
2013-12-29,76,76.0,0.76,57.76
2013-12-30,64,76.0,0.76,48.64
2013-12-31,59,76.0,0.76,44.84
2014-01-01,99,66.0,0.66,65.34
2014-01-02,85,66.0,0.66,56.1
2014-01-03,85,66.0,0.66,56.1
2014-01-04,99,66.0,0.66,65.34
2014-01-05,100,66.0,0.66,66.0
2014-01-06,77,66.0,0.66,50.82
2014-01-07,80,66.0,0.66,52.800000000000004
2014-01-08,75,66.0,0.66,49.5
2014-01-09,77,66.0,0.66,50.82
2014-01-10,76,66.0,0.66,50.160000000000004
2014-01-11,94,66.0,0.66,62.040000000000006
2014-01-12,93,66.0,0.66,61.38
2014-01-13,71,66.0,0.66,46.86
2014-01-14,73,66.0,0.66,48.18
2014-01-15,78,66.0,0.66,51.480000000000004
2014-01-16,74,66.0,0.66,48.84
2014-01-17,75,66.0,0.66,49.5
2014-01-18,95,66.0,0.66,62.7
2014-01-19,89,66.0,0.66,58.74
2014-01-20,81,66.0,0.66,53.46
2014-01-21,74,66.0,0.66,48.84
2014-01-22,70,66.0,0.66,46.2
2014-01-23,77,66.0,0.66,50.82
2014-01-24,70,66.0,0.66,46.2
2014-01-25,91,66.0,0.66,60.06
2014-01-26,88,66.0,0.66,58.080000000000005
2014-01-27,69,66.0,0.66,45.54
2014-01-28,68,66.0,0.66,44.88
2014-01-29,67,66.0,0.66,44.22
2014-01-30,78,66.0,0.66,51.480000000000004
2014-01-31,69,66.0,0.66,45.54
2014-02-01,98,56.0,0.56,54.88
2014-02-02,93,56.0,0.56,52.080000000000005
2014-02-03,78,56.0,0.56,43.68000000000001
2014-02-04,66,56.0,0.56,36.96
2014-02-05,81,56.0,0.56,45.36000000000001
2014-02-06,71,56.0,0.56,39.760000000000005
2014-02-07,86,56.0,0.56,48.160000000000004
2014-02-08,100,56.0,0.56,56.00000000000001
2014-02-09,99,56.0,0.56,55.440000000000005
2014-02-10,78,56.0,0.56,43.68000000000001
2014-02-11,76,56.0,0.56,42.56
2014-02-12,76,56.0,0.56,42.56
2014-02-13,80,56.0,0.56,44.800000000000004
2014-02-14,81,56.0,0.56,45.36000000000001
2014-02-15,97,56.0,0.56,54.32000000000001
2014-02-16,100,56.0,0.56,56.00000000000001
2014-02-17,90,56.0,0.56,50.400000000000006
2014-02-18,82,56.0,0.56,45.92
2014-02-19,80,56.0,0.56,44.800000000000004
2014-02-20,76,56.0,0.56,42.56
2014-02-21,82,56.0,0.56,45.92
2014-02-22,100,56.0,0.56,56.00000000000001
2014-02-23,99,56.0,0.56,55.440000000000005
2014-02-24,81,56.0,0.56,45.36000000000001
2014-02-25,75,56.0,0.56,42.00000000000001
2014-02-26,71,56.0,0.56,39.760000000000005
2014-02-27,78,56.0,0.56,43.68000000000001
2014-02-28,83,56.0,0.56,46.480000000000004
2014-03-01,96,57.0,0.57,54.72
2014-03-02,86,57.0,0.57,49.019999999999996
2014-03-03,74,57.0,0.57,42.18
2014-03-04,72,57.0,0.57,41.04
2014-03-05,79,57.0,0.57,45.029999999999994
2014-03-06,71,57.0,0.57,40.47
2014-03-07,77,57.0,0.57,43.88999999999999
2014-03-08,91,57.0,0.57,51.87
2014-03-09,92,57.0,0.57,52.44
2014-03-10,78,57.0,0.57,44.459999999999994
2014-03-11,77,57.0,0.57,43.88999999999999
2014-03-12,77,57.0,0.57,43.88999999999999
2014-03-13,75,57.0,0.57,42.74999999999999
2014-03-14,85,57.0,0.57,48.449999999999996
2014-03-15,92,57.0,0.57,52.44
2014-03-16,96,57.0,0.57,54.72
2014-03-17,74,57.0,0.57,42.18
2014-03-18,79,57.0,0.57,45.029999999999994
2014-03-19,80,57.0,0.57,45.599999999999994
2014-03-20,75,57.0,0.57,42.74999999999999
2014-03-21,83,57.0,0.57,47.309999999999995
2014-03-22,91,57.0,0.57,51.87
2014-03-23,95,57.0,0.57,54.15
2014-03-24,78,57.0,0.57,44.459999999999994
2014-03-25,75,57.0,0.57,42.74999999999999
2014-03-26,81,57.0,0.57,46.169999999999995
2014-03-27,79,57.0,0.57,45.029999999999994
2014-03-28,80,57.0,0.57,45.599999999999994
2014-03-29,96,57.0,0.57,54.72
2014-03-30,100,57.0,0.57,56.99999999999999
2014-03-31,77,57.0,0.57,43.88999999999999
2014-04-01,72,61.0,0.61,43.92
2014-04-02,74,61.0,0.61,45.14
2014-04-03,71,61.0,0.61,43.31
2014-04-04,75,61.0,0.61,45.75
2014-04-05,87,61.0,0.61,53.07
2014-04-06,91,61.0,0.61,55.51
2014-04-07,74,61.0,0.61,45.14
2014-04-08,74,61.0,0.61,45.14
2014-04-09,70,61.0,0.61,42.699999999999996
2014-04-10,76,61.0,0.61,46.36
2014-04-11,75,61.0,0.61,45.75
2014-04-12,98,61.0,0.61,59.78
2014-04-13,89,61.0,0.61,54.29
2014-04-14,73,61.0,0.61,44.53
2014-04-15,74,61.0,0.61,45.14
2014-04-16,76,61.0,0.61,46.36
2014-04-17,72,61.0,0.61,43.92
2014-04-18,76,61.0,0.61,46.36
2014-04-19,86,61.0,0.61,52.46
2014-04-20,100,61.0,0.61,61.0
2014-04-21,81,61.0,0.61,49.41
2014-04-22,75,61.0,0.61,45.75
2014-04-23,76,61.0,0.61,46.36
2014-04-24,70,61.0,0.61,42.699999999999996
2014-04-25,76,61.0,0.61,46.36
2014-04-26,80,61.0,0.61,48.8
2014-04-27,91,61.0,0.61,55.51
2014-04-28,73,61.0,0.61,44.53
2014-04-29,76,61.0,0.61,46.36
2014-04-30,73,61.0,0.61,44.53
2014-05-01,69,64.0,0.64,44.160000000000004
2014-05-02,71,64.0,0.64,45.44
2014-05-03,85,64.0,0.64,54.4
2014-05-04,90,64.0,0.64,57.6
2014-05-05,69,64.0,0.64,44.160000000000004
2014-05-06,74,64.0,0.64,47.36
2014-05-07,74,64.0,0.64,47.36
2014-05-08,73,64.0,0.64,46.72
2014-05-09,73,64.0,0.64,46.72
2014-05-10,87,64.0,0.64,55.68
2014-05-11,96,64.0,0.64,61.44
2014-05-12,79,64.0,0.64,50.56
2014-05-13,74,64.0,0.64,47.36
2014-05-14,72,64.0,0.64,46.08
2014-05-15,72,64.0,0.64,46.08
2014-05-16,79,64.0,0.64,50.56
2014-05-17,93,64.0,0.64,59.52
2014-05-18,97,64.0,0.64,62.08
2014-05-19,79,64.0,0.64,50.56
2014-05-20,74,64.0,0.64,47.36
2014-05-21,76,64.0,0.64,48.64
2014-05-22,73,64.0,0.64,46.72
2014-05-23,80,64.0,0.64,51.2
2014-05-24,87,64.0,0.64,55.68
2014-05-25,100,64.0,0.64,64.0
2014-05-26,92,64.0,0.64,58.88
2014-05-27,78,64.0,0.64,49.92
2014-05-28,75,64.0,0.64,48.0
2014-05-29,77,64.0,0.64,49.28
2014-05-30,77,64.0,0.64,49.28
2014-05-31,93,64.0,0.64,59.52
2014-06-01,97,61.0,0.61,59.17
2014-06-02,83,61.0,0.61,50.629999999999995
2014-06-03,75,61.0,0.61,45.75
2014-06-04,76,61.0,0.61,46.36
2014-06-05,76,61.0,0.61,46.36
2014-06-06,90,61.0,0.61,54.9
2014-06-07,95,61.0,0.61,57.949999999999996
2014-06-08,98,61.0,0.61,59.78
2014-06-09,88,61.0,0.61,53.68
2014-06-10,83,61.0,0.61,50.629999999999995
2014-06-11,82,61.0,0.61,50.019999999999996
2014-06-12,84,61.0,0.61,51.24
2014-06-13,92,61.0,0.61,56.12
2014-06-14,98,61.0,0.61,59.78
2014-06-15,100,61.0,0.61,61.0
2014-06-16,83,61.0,0.61,50.629999999999995
2014-06-17,81,61.0,0.61,49.41
2014-06-18,70,61.0,0.61,42.699999999999996
2014-06-19,85,61.0,0.61,51.85
2014-06-20,83,61.0,0.61,50.629999999999995
2014-06-21,99,61.0,0.61,60.39
2014-06-22,95,61.0,0.61,57.949999999999996
2014-06-23,80,61.0,0.61,48.8
2014-06-24,80,61.0,0.61,48.8
2014-06-25,77,61.0,0.61,46.97
2014-06-26,79,61.0,0.61,48.19
2014-06-27,80,61.0,0.61,48.8
2014-06-28,98,61.0,0.61,59.78
2014-06-29,95,61.0,0.61,57.949999999999996
2014-06-30,75,61.0,0.61,45.75
2014-07-01,76,67.0,0.67,50.92
2014-07-02,71,67.0,0.67,47.57
2014-07-03,79,67.0,0.67,52.93
2014-07-04,88,67.0,0.67,58.96
2014-07-05,86,67.0,0.67,57.620000000000005
2014-07-06,95,67.0,0.67,63.650000000000006
2014-07-07,79,67.0,0.67,52.93
2014-07-08,73,67.0,0.67,48.910000000000004
2014-07-09,74,67.0,0.67,49.580000000000005
2014-07-10,75,67.0,0.67,50.25
2014-07-11,80,67.0,0.67,53.6
2014-07-12,95,67.0,0.67,63.650000000000006
2014-07-13,94,67.0,0.67,62.980000000000004
2014-07-14,78,67.0,0.67,52.260000000000005
2014-07-15,76,67.0,0.67,50.92
2014-07-16,74,67.0,0.67,49.580000000000005
2014-07-17,77,67.0,0.67,51.59
2014-07-18,81,67.0,0.67,54.27
2014-07-19,93,67.0,0.67,62.31
2014-07-20,100,67.0,0.67,67.0
2014-07-21,81,67.0,0.67,54.27
2014-07-22,80,67.0,0.67,53.6
2014-07-23,83,67.0,0.67,55.61000000000001
2014-07-24,75,67.0,0.67,50.25
2014-07-25,80,67.0,0.67,53.6
2014-07-26,87,67.0,0.67,58.290000000000006
2014-07-27,89,67.0,0.67,59.63
2014-07-28,82,67.0,0.67,54.940000000000005
2014-07-29,79,67.0,0.67,52.93
2014-07-30,81,67.0,0.67,54.27
2014-07-31,75,67.0,0.67,50.25
2014-08-01,86,68.0,0.68,58.480000000000004
2014-08-02,93,68.0,0.68,63.24
2014-08-03,100,68.0,0.68,68.0
2014-08-04,76,68.0,0.68,51.68000000000001
2014-08-05,83,68.0,0.68,56.440000000000005
2014-08-06,77,68.0,0.68,52.36000000000001
2014-08-07,70,68.0,0.68,47.6
2014-08-08,86,68.0,0.68,58.480000000000004
2014-08-09,94,68.0,0.68,63.92
2014-08-10,93,68.0,0.68,63.24
2014-08-11,75,68.0,0.68,51.00000000000001
2014-08-12,81,68.0,0.68,55.080000000000005
2014-08-13,80,68.0,0.68,54.400000000000006
2014-08-14,84,68.0,0.68,57.120000000000005
2014-08-15,77,68.0,0.68,52.36000000000001
2014-08-16,93,68.0,0.68,63.24
2014-08-17,97,68.0,0.68,65.96000000000001
2014-08-18,80,68.0,0.68,54.400000000000006
2014-08-19,81,68.0,0.68,55.080000000000005
2014-08-20,78,68.0,0.68,53.040000000000006
2014-08-21,76,68.0,0.68,51.68000000000001
2014-08-22,81,68.0,0.68,55.080000000000005
2014-08-23,94,68.0,0.68,63.92
2014-08-24,89,68.0,0.68,60.52
2014-08-25,77,68.0,0.68,52.36000000000001
2014-08-26,77,68.0,0.68,52.36000000000001
2014-08-27,75,68.0,0.68,51.00000000000001
2014-08-28,91,68.0,0.68,61.88
2014-08-29,82,68.0,0.68,55.760000000000005
2014-08-30,91,68.0,0.68,61.88
2014-08-31,94,68.0,0.68,63.92
2014-09-01,92,61.0,0.61,56.12
2014-09-02,75,61.0,0.61,45.75
2014-09-03,80,61.0,0.61,48.8
2014-09-04,78,61.0,0.61,47.58
2014-09-05,80,61.0,0.61,48.8
2014-09-06,97,61.0,0.61,59.17
2014-09-07,91,61.0,0.61,55.51
2014-09-08,79,61.0,0.61,48.19
2014-09-09,77,61.0,0.61,46.97
2014-09-10,79,61.0,0.61,48.19
2014-09-11,80,61.0,0.61,48.8
2014-09-12,74,61.0,0.61,45.14
2014-09-13,93,61.0,0.61,56.73
2014-09-14,100,61.0,0.61,61.0
2014-09-15,73,61.0,0.61,44.53
2014-09-16,80,61.0,0.61,48.8
2014-09-17,78,61.0,0.61,47.58
