date,TRV
2015-01-16,42.48
2015-01-17,36.72
2015-01-18,32.4
2015-01-19,23.759999999999998
2015-01-20,54.72
2015-01-21,33.12
2015-01-22,72.0
2015-01-23,24.48
2015-01-24,31.68
2015-01-25,30.24
2015-01-26,25.2
2015-01-27,0.0
2015-01-28,10.799999999999999
2015-01-29,18.72
2015-01-30,33.12
2015-01-31,21.599999999999998
2015-02-01,44.16
2015-02-02,23.459999999999997
2015-02-03,20.009999999999998
2015-02-04,14.489999999999998
2015-02-05,24.839999999999996
2015-02-06,27.599999999999998
2015-02-07,20.009999999999998
2015-02-08,15.87
2015-02-09,40.019999999999996
2015-02-10,10.35
2015-02-11,0.0
2015-02-12,42.089999999999996
2015-02-13,11.04
2015-02-14,0.0
2015-02-15,13.11
2015-02-16,31.049999999999997
2015-02-17,0.0
2015-02-18,30.36
2015-02-19,33.809999999999995
2015-02-20,16.56
2015-02-21,0.0
2015-02-22,13.11
2015-02-23,69.0
2015-02-24,19.32
2015-02-25,22.77
2015-02-26,22.77
2015-02-27,0.0
2015-02-28,28.979999999999997
2015-03-01,43.07
2015-03-02,73.0
2015-03-03,25.55
2015-03-04,45.26
2015-03-05,48.18
2015-03-06,40.15
2015-03-07,37.23
2015-03-08,40.15
2015-03-09,0.0
2015-03-10,56.94
2015-03-11,37.23
2015-03-12,21.9
2015-03-13,25.55
2015-03-14,0.0
2015-03-15,0.0
2015-03-16,33.58
2015-03-17,0.0
2015-03-18,31.39
2015-03-19,52.56
2015-03-20,35.769999999999996
2015-03-21,45.99
2015-03-22,0.0
2015-03-23,12.41
2015-03-24,45.99
2015-03-25,37.96
2015-03-26,18.25
2015-03-27,51.1
2015-03-28,25.55
2015-03-29,19.71
2015-03-30,36.5
2015-03-31,25.55
2015-04-01,55.44
2015-04-02,34.65
2015-04-03,55.44
2015-04-04,31.57
2015-04-05,0.0
2015-04-06,42.35
2015-04-07,53.9
2015-04-08,77.0
2015-04-09,19.25
2015-04-10,27.72
2015-04-11,46.97
2015-04-12,0.0
2015-04-13,55.44
2015-04-14,23.87
2015-04-15,59.29
2015-04-16,34.65
2015-04-17,0.0
2015-04-18,0.0
2015-04-19,0.0
2015-04-20,0.0
2015-04-21,60.83
2015-04-22,52.36
2015-04-23,0.0
2015-04-24,67.76
2015-04-25,0.0
2015-04-26,0.0
2015-04-27,0.0
2015-04-28,71.61
2015-04-29,47.74
2015-04-30,19.25
2015-05-01,32.4
2015-05-02,27.0
2015-05-03,18.599999999999998
2015-05-04,0.0
2015-05-05,42.0
2015-05-06,11.4
2015-05-07,14.399999999999999
2015-05-08,44.4
2015-05-09,19.2
2015-05-10,39.0
2015-05-11,0.0
2015-05-12,24.599999999999998
2015-05-13,30.0
2015-05-14,34.199999999999996
2015-05-15,49.8
2015-05-16,33.0
2015-05-17,60.0
2015-05-18,11.4
2015-05-19,18.0
2015-05-20,40.8
2015-05-21,0.0
2015-05-22,35.4
2015-05-23,32.4
2015-05-24,30.599999999999998
2015-05-25,0.0
2015-05-26,0.0
2015-05-27,0.0
2015-05-28,0.0
2015-05-29,40.199999999999996
2015-05-30,21.0
2015-05-31,40.199999999999996
2015-06-01,10.5
2015-06-02,19.5
2015-06-03,0.0
2015-06-04,31.5
2015-06-05,0.0
2015-06-06,35.25
2015-06-07,0.0
2015-06-08,18.75
2015-06-09,18.0
2015-06-10,15.75
2015-06-11,15.0
2015-06-12,34.5
2015-06-13,75.0
2015-06-14,15.75
2015-06-15,29.25
2015-06-16,0.0
2015-06-17,22.5
2015-06-18,25.5
2015-06-19,18.75
2015-06-20,40.5
2015-06-21,0.0
2015-06-22,0.0
2015-06-23,44.25
2015-06-24,33.0
2015-06-25,36.75
2015-06-26,45.0
2015-06-27,0.0
2015-06-28,29.25
2015-06-29,36.75
2015-06-30,31.5
2015-07-01,10.4
2015-07-02,16.25
2015-07-03,0.0
2015-07-04,33.15
2015-07-05,16.900000000000002
2015-07-06,24.7
2015-07-07,22.75
2015-07-08,65.0
2015-07-09,38.35
2015-07-10,15.600000000000001
2015-07-11,33.800000000000004
2015-07-12,44.2
2015-07-13,16.900000000000002
2015-07-14,20.8
2015-07-15,16.25
2015-07-16,23.400000000000002
2015-07-17,17.55
2015-07-18,37.7
2015-07-19,30.55
2015-07-20,19.5
2015-07-21,0.0
2015-07-22,40.300000000000004
2015-07-23,0.0
2015-07-24,50.7
2015-07-25,13.65
2015-07-26,0.0
2015-07-27,15.600000000000001
2015-07-28,14.950000000000001
2015-07-29,13.65
2015-07-30,29.25
2015-07-31,17.55
2015-08-01,0.0
2015-08-02,16.56
2015-08-03,12.419999999999998
2015-08-04,18.63
2015-08-05,0.0
2015-08-06,18.63
2015-08-07,27.599999999999998
2015-08-08,0.0
2015-08-09,33.12
2015-08-10,22.08
2015-08-11,35.19
2015-08-12,0.0
2015-08-13,39.33
2015-08-14,0.0
2015-08-15,18.63
2015-08-16,0.0
2015-08-17,69.0
2015-08-18,20.7
2015-08-19,15.87
2015-08-20,28.29
2015-08-21,31.74
2015-08-22,0.0
2015-08-23,0.0
2015-08-24,69.0
2015-08-25,14.489999999999998
2015-08-26,20.7
2015-08-27,22.08
2015-08-28,10.35
2015-08-29,32.43
2015-08-30,26.22
2015-08-31,15.87
2015-09-01,46.15
2015-09-02,18.2
2015-09-03,42.25
2015-09-04,0.0
2015-09-05,0.0
2015-09-06,0.0
2015-09-07,42.25
2015-09-08,24.05
2015-09-09,28.6
2015-09-10,0.0
2015-09-11,18.85
2015-09-12,50.7
2015-09-13,65.0
2015-09-14,49.4
2015-09-15,57.85
2015-09-16,44.85
2015-09-17,15.600000000000001
2015-09-18,26.0
2015-09-19,29.900000000000002
2015-09-20,0.0
2015-09-21,23.400000000000002
2015-09-22,34.45
2015-09-23,29.900000000000002
2015-09-24,0.0
2015-09-25,40.95
2015-09-26,44.85
2015-09-27,0.0
2015-09-28,60.45
2015-09-29,40.95
2015-09-30,14.3
2015-10-01,22.139999999999997
2015-10-02,18.04
2015-10-03,82.0
2015-10-04,31.979999999999997
2015-10-05,17.22
2015-10-06,21.32
2015-10-07,13.12
2015-10-08,0.0
2015-10-09,13.12
2015-10-10,0.0
2015-10-11,17.22
2015-10-12,15.579999999999998
2015-10-13,18.86
2015-10-14,26.24
2015-10-15,0.0
2015-10-16,13.94
2015-10-17,35.26
2015-10-18,13.12
2015-10-19,18.86
2015-10-20,36.9
2015-10-21,18.04
2015-10-22,33.62
2015-10-23,8.2
2015-10-24,18.04
2015-10-25,0.0
2015-10-26,35.26
2015-10-27,23.779999999999998
2015-10-28,31.159999999999997
2015-10-29,50.839999999999996
2015-10-30,31.159999999999997
2015-10-31,38.54
2015-11-01,14.64
2015-11-02,12.81
2015-11-03,37.21
2015-11-04,0.0
2015-11-05,35.38
2015-11-06,24.4
2015-11-07,15.25
2015-11-08,48.8
2015-11-09,14.64
2015-11-10,10.98
2015-11-11,26.23
2015-11-12,0.0
2015-11-13,61.0
2015-11-14,39.04
2015-11-15,17.08
2015-11-16,14.64
2015-11-17,26.23
2015-11-18,23.18
2015-11-19,54.9
2015-11-20,0.0
2015-11-21,0.0
2015-11-22,0.0
2015-11-23,0.0
2015-11-24,34.769999999999996
2015-11-25,34.16
2015-11-26,0.0
2015-11-27,12.81
2015-11-28,28.06
2015-11-29,37.21
2015-11-30,45.75
2015-12-01,12.6
2015-12-02,22.68
2015-12-03,28.35
2015-12-04,0.0
2015-12-05,21.42
2015-12-06,0.0
2015-12-07,28.35
2015-12-08,23.94
2015-12-09,10.08
2015-12-10,0.0
2015-12-11,9.45
2015-12-12,21.42
2015-12-13,18.9
2015-12-14,0.0
2015-12-15,0.0
2015-12-16,27.09
2015-12-17,19.53
2015-12-18,0.0
2015-12-19,22.68
2015-12-20,25.2
2015-12-21,22.68
2015-12-22,56.7
2015-12-23,10.71
2015-12-24,29.61
2015-12-25,27.72
2015-12-26,33.39
2015-12-27,13.23
2015-12-28,45.99
2015-12-29,20.16
2015-12-30,63.0
2015-12-31,61.11
2016-01-01,57.75
2016-01-02,37.730000000000004
2016-01-03,16.17
2016-01-04,37.730000000000004
2016-01-05,64.68
2016-01-06,37.730000000000004
2016-01-07,32.34
2016-01-08,39.27
2016-01-09,23.1
2016-01-10,19.25
2016-01-11,33.88
2016-01-12,26.18
2016-01-13,36.19
2016-01-14,22.330000000000002
2016-01-15,27.72
2016-01-16,15.4
2016-01-17,41.58
2016-01-18,14.63
2016-01-19,38.5
2016-01-20,28.490000000000002
2016-01-21,77.0
2016-01-22,14.63
2016-01-23,0.0
2016-01-24,28.490000000000002
2016-01-25,51.59
2016-01-26,20.02
2016-01-27,21.560000000000002
2016-01-28,26.18
2016-01-29,68.53
2016-01-30,0.0
2016-01-31,53.13
2016-02-01,47.519999999999996
2016-02-02,27.36
2016-02-03,64.08
2016-02-04,22.32
2016-02-05,15.84
2016-02-06,53.28
2016-02-07,16.56
2016-02-08,27.36
2016-02-09,20.16
2016-02-10,27.36
2016-02-11,21.599999999999998
2016-02-12,56.16
2016-02-13,0.0
2016-02-14,24.48
2016-02-15,11.52
2016-02-16,29.52
2016-02-17,14.399999999999999
2016-02-18,28.799999999999997
2016-02-19,10.799999999999999
2016-02-20,28.08
2016-02-21,23.759999999999998
2016-02-22,16.56
2016-02-23,31.68
2016-02-24,33.839999999999996
2016-02-25,0.0
2016-02-26,72.0
2016-02-27,0.0
2016-02-28,36.0
2016-02-29,24.48
2016-03-01,49.92
2016-03-02,58.5
2016-03-03,56.160000000000004
2016-03-04,27.3
2016-03-05,22.62
2016-03-06,52.260000000000005
2016-03-07,55.38
2016-03-08,16.38
2016-03-09,44.46
2016-03-10,34.32
2016-03-11,59.28
2016-03-12,28.080000000000002
2016-03-13,46.800000000000004
2016-03-14,33.54
2016-03-15,67.86
2016-03-16,67.08
2016-03-17,62.400000000000006
2016-03-18,52.260000000000005
2016-03-19,0.0
2016-03-20,78.0
2016-03-21,68.64
2016-03-22,67.08
2016-03-23,21.060000000000002
2016-03-24,37.44
2016-03-25,53.82
2016-03-26,67.86
2016-03-27,21.84
2016-03-28,41.34
2016-03-29,17.94
2016-03-30,0.0
2016-03-31,66.3
2016-04-01,27.009999999999998
2016-04-02,36.5
2016-04-03,0.0
2016-04-04,37.23
2016-04-05,43.07
