date,Visa_unscaled,Visa_monthly,scale,Visa
2017-01-30,72,86.0,0.86,61.92
2017-01-31,100,86.0,0.86,86.0
2017-02-01,100,97.0,0.97,97.0
2017-02-02,80,97.0,0.97,77.6
2017-02-03,81,97.0,0.97,78.57
2017-02-04,71,97.0,0.97,68.87
2017-02-05,53,97.0,0.97,51.41
2017-02-06,63,97.0,0.97,61.11
2017-02-07,68,97.0,0.97,65.96
2017-02-08,74,97.0,0.97,71.78
2017-02-09,70,97.0,0.97,67.89999999999999
2017-02-10,64,97.0,0.97,62.08
2017-02-11,50,97.0,0.97,48.5
2017-02-12,45,97.0,0.97,43.65
2017-02-13,63,97.0,0.97,61.11
2017-02-14,58,97.0,0.97,56.26
2017-02-15,67,97.0,0.97,64.99
2017-02-16,60,97.0,0.97,58.199999999999996
2017-02-17,60,97.0,0.97,58.199999999999996
2017-02-18,51,97.0,0.97,49.47
2017-02-19,44,97.0,0.97,42.68
2017-02-20,54,97.0,0.97,52.379999999999995
2017-02-21,61,97.0,0.97,59.17
2017-02-22,70,97.0,0.97,67.89999999999999
2017-02-23,63,97.0,0.97,61.11
2017-02-24,54,97.0,0.97,52.379999999999995
2017-02-25,43,97.0,0.97,41.71
2017-02-26,42,97.0,0.97,40.74
2017-02-27,59,97.0,0.97,57.23
2017-02-28,62,97.0,0.97,60.14
2017-03-01,77,91.0,0.91,70.07000000000001
2017-03-02,74,91.0,0.91,67.34
2017-03-03,98,91.0,0.91,89.18
2017-03-04,89,91.0,0.91,80.99000000000001
2017-03-05,77,91.0,0.91,70.07000000000001
2017-03-06,100,91.0,0.91,91.0
2017-03-07,83,91.0,0.91,75.53
2017-03-08,83,91.0,0.91,75.53
2017-03-09,79,91.0,0.91,71.89
2017-03-10,73,91.0,0.91,66.43
2017-03-11,55,91.0,0.91,50.050000000000004
2017-03-12,53,91.0,0.91,48.230000000000004
2017-03-13,75,91.0,0.91,68.25
2017-03-14,72,91.0,0.91,65.52
2017-03-15,70,91.0,0.91,63.7
2017-03-16,73,91.0,0.91,66.43
2017-03-17,64,91.0,0.91,58.24
2017-03-18,51,91.0,0.91,46.410000000000004
2017-03-19,54,91.0,0.91,49.14
2017-03-20,76,91.0,0.91,69.16
2017-03-21,79,91.0,0.91,71.89
2017-03-22,66,91.0,0.91,60.06
2017-03-23,68,91.0,0.91,61.88
2017-03-24,63,91.0,0.91,57.330000000000005
2017-03-25,49,91.0,0.91,44.59
2017-03-26,49,91.0,0.91,44.59
2017-03-27,73,91.0,0.91,66.43
2017-03-28,73,91.0,0.91,66.43
2017-03-29,70,91.0,0.91,63.7
2017-03-30,64,91.0,0.91,58.24
2017-03-31,58,91.0,0.91,52.78
2017-04-01,55,88.0,0.88,48.4
2017-04-02,53,88.0,0.88,46.64
2017-04-03,74,88.0,0.88,65.12
2017-04-04,83,88.0,0.88,73.04
2017-04-05,75,88.0,0.88,66.0
2017-04-06,75,88.0,0.88,66.0
2017-04-07,72,88.0,0.88,63.36
2017-04-08,59,88.0,0.88,51.92
2017-04-09,57,88.0,0.88,50.160000000000004
2017-04-10,86,88.0,0.88,75.68
2017-04-11,87,88.0,0.88,76.56
2017-04-12,73,88.0,0.88,64.24
2017-04-13,66,88.0,0.88,58.08
2017-04-14,62,88.0,0.88,54.56
2017-04-15,54,88.0,0.88,47.52
2017-04-16,53,88.0,0.88,46.64
2017-04-17,73,88.0,0.88,64.24
2017-04-18,100,88.0,0.88,88.0
2017-04-19,88,88.0,0.88,77.44
2017-04-20,72,88.0,0.88,63.36
2017-04-21,68,88.0,0.88,59.84
2017-04-22,54,88.0,0.88,47.52
2017-04-23,52,88.0,0.88,45.76
2017-04-24,76,88.0,0.88,66.88
2017-04-25,74,88.0,0.88,65.12
2017-04-26,78,88.0,0.88,68.64
2017-04-27,78,88.0,0.88,68.64
2017-04-28,70,88.0,0.88,61.6
2017-04-29,52,88.0,0.88,45.76
2017-04-30,54,88.0,0.88,47.52
2017-05-01,85,87.0,0.87,73.95
2017-05-02,100,87.0,0.87,87.0
2017-05-03,99,87.0,0.87,86.13
2017-05-04,90,87.0,0.87,78.3
2017-05-05,78,87.0,0.87,67.86
2017-05-06,62,87.0,0.87,53.94
2017-05-07,66,87.0,0.87,57.42
2017-05-08,99,87.0,0.87,86.13
2017-05-09,99,87.0,0.87,86.13
2017-05-10,87,87.0,0.87,75.69
2017-05-11,83,87.0,0.87,72.21
2017-05-12,82,87.0,0.87,71.34
2017-05-13,64,87.0,0.87,55.68
2017-05-14,62,87.0,0.87,53.94
2017-05-15,82,87.0,0.87,71.34
2017-05-16,83,87.0,0.87,72.21
2017-05-17,74,87.0,0.87,64.38
2017-05-18,69,87.0,0.87,60.03
2017-05-19,69,87.0,0.87,60.03
2017-05-20,58,87.0,0.87,50.46
2017-05-21,58,87.0,0.87,50.46
2017-05-22,86,87.0,0.87,74.82
2017-05-23,83,87.0,0.87,72.21
2017-05-24,78,87.0,0.87,67.86
2017-05-25,79,87.0,0.87,68.73
2017-05-26,72,87.0,0.87,62.64
2017-05-27,58,87.0,0.87,50.46
2017-05-28,54,87.0,0.87,46.98
2017-05-29,63,87.0,0.87,54.81
2017-05-30,78,87.0,0.87,67.86
2017-05-31,87,87.0,0.87,75.69
2017-06-01,94,84.0,0.84,78.96
2017-06-02,84,84.0,0.84,70.56
2017-06-03,68,84.0,0.84,57.12
2017-06-04,65,84.0,0.84,54.6
2017-06-05,94,84.0,0.84,78.96
2017-06-06,99,84.0,0.84,83.16
2017-06-07,97,84.0,0.84,81.48
2017-06-08,81,84.0,0.84,68.03999999999999
2017-06-09,97,84.0,0.84,81.48
2017-06-10,67,84.0,0.84,56.28
2017-06-11,67,84.0,0.84,56.28
2017-06-12,93,84.0,0.84,78.11999999999999
2017-06-13,92,84.0,0.84,77.28
2017-06-14,94,84.0,0.84,78.96
2017-06-15,80,84.0,0.84,67.2
2017-06-16,85,84.0,0.84,71.39999999999999
2017-06-17,69,84.0,0.84,57.96
2017-06-18,64,84.0,0.84,53.76
2017-06-19,100,84.0,0.84,84.0
2017-06-20,96,84.0,0.84,80.64
2017-06-21,88,84.0,0.84,73.92
2017-06-22,82,84.0,0.84,68.88
2017-06-23,75,84.0,0.84,63.0
2017-06-24,61,84.0,0.84,51.239999999999995
2017-06-25,66,84.0,0.84,55.44
2017-06-26,92,84.0,0.84,77.28
2017-06-27,94,84.0,0.84,78.96
2017-06-28,89,84.0,0.84,74.75999999999999
2017-06-29,89,84.0,0.84,74.75999999999999
2017-06-30,85,84.0,0.84,71.39999999999999
2017-07-01,59,80.0,0.8,47.2
2017-07-02,55,80.0,0.8,44.0
2017-07-03,71,80.0,0.8,56.800000000000004
2017-07-04,61,80.0,0.8,48.800000000000004
2017-07-05,81,80.0,0.8,64.8
2017-07-06,93,80.0,0.8,74.4
2017-07-07,76,80.0,0.8,60.800000000000004
2017-07-08,61,80.0,0.8,48.800000000000004
2017-07-09,61,80.0,0.8,48.800000000000004
2017-07-10,91,80.0,0.8,72.8
2017-07-11,100,80.0,0.8,80.0
2017-07-12,91,80.0,0.8,72.8
2017-07-13,82,80.0,0.8,65.60000000000001
2017-07-14,64,80.0,0.8,51.2
2017-07-15,62,80.0,0.8,49.6
2017-07-16,59,80.0,0.8,47.2
2017-07-17,79,80.0,0.8,63.2
2017-07-18,88,80.0,0.8,70.4
2017-07-19,85,80.0,0.8,68.0
2017-07-20,75,80.0,0.8,60.0
2017-07-21,78,80.0,0.8,62.400000000000006
2017-07-22,58,80.0,0.8,46.400000000000006
2017-07-23,54,80.0,0.8,43.2
2017-07-24,81,80.0,0.8,64.8
2017-07-25,82,80.0,0.8,65.60000000000001
2017-07-26,83,80.0,0.8,66.4
2017-07-27,77,80.0,0.8,61.6
2017-07-28,72,80.0,0.8,57.6
2017-07-29,56,80.0,0.8,44.800000000000004
2017-07-30,58,80.0,0.8,46.400000000000006
2017-07-31,82,80.0,0.8,65.60000000000001
2017-08-01,99,75.0,0.75,74.25
2017-08-02,100,75.0,0.75,75.0
2017-08-03,98,75.0,0.75,73.5
2017-08-04,88,75.0,0.75,66.0
2017-08-05,61,75.0,0.75,45.75
2017-08-06,58,75.0,0.75,43.5
2017-08-07,91,75.0,0.75,68.25
2017-08-08,94,75.0,0.75,70.5
2017-08-09,97,75.0,0.75,72.75
2017-08-10,77,75.0,0.75,57.75
2017-08-11,77,75.0,0.75,57.75
2017-08-12,58,75.0,0.75,43.5
2017-08-13,55,75.0,0.75,41.25
2017-08-14,89,75.0,0.75,66.75
2017-08-15,97,75.0,0.75,72.75
2017-08-16,76,75.0,0.75,57.0
2017-08-17,79,75.0,0.75,59.25
2017-08-18,72,75.0,0.75,54.0
2017-08-19,60,75.0,0.75,45.0
2017-08-20,57,75.0,0.75,42.75
2017-08-21,66,75.0,0.75,49.5
2017-08-22,80,75.0,0.75,60.0
2017-08-23,73,75.0,0.75,54.75
2017-08-24,71,75.0,0.75,53.25
2017-08-25,64,75.0,0.75,48.0
2017-08-26,54,75.0,0.75,40.5
2017-08-27,53,75.0,0.75,39.75
2017-08-28,74,75.0,0.75,55.5
2017-08-29,73,75.0,0.75,54.75
2017-08-30,80,75.0,0.75,60.0
2017-08-31,70,75.0,0.75,52.5
2017-09-01,95,75.0,0.75,71.25
2017-09-02,65,75.0,0.75,48.75
2017-09-03,66,75.0,0.75,49.5
2017-09-04,67,75.0,0.75,50.25
2017-09-05,100,75.0,0.75,75.0
2017-09-06,97,75.0,0.75,72.75
2017-09-07,94,75.0,0.75,70.5
2017-09-08,82,75.0,0.75,61.5
2017-09-09,64,75.0,0.75,48.0
2017-09-10,60,75.0,0.75,45.0
2017-09-11,99,75.0,0.75,74.25
2017-09-12,97,75.0,0.75,72.75
2017-09-13,97,75.0,0.75,72.75
2017-09-14,94,75.0,0.75,70.5
2017-09-15,90,75.0,0.75,67.5
2017-09-16,67,75.0,0.75,50.25
2017-09-17,64,75.0,0.75,48.0
2017-09-18,87,75.0,0.75,65.25
2017-09-19,91,75.0,0.75,68.25
2017-09-20,91,75.0,0.75,68.25
2017-09-21,94,75.0,0.75,70.5
2017-09-22,77,75.0,0.75,57.75
2017-09-23,64,75.0,0.75,48.0
2017-09-24,62,75.0,0.75,46.5
2017-09-25,89,75.0,0.75,66.75
2017-09-26,91,75.0,0.75,68.25
2017-09-27,79,75.0,0.75,59.25
2017-09-28,85,75.0,0.75,63.75
2017-09-29,86,75.0,0.75,64.5
2017-09-30,65,75.0,0.75,48.75
2017-10-01,55,81.0,0.81,44.550000000000004
2017-10-02,73,81.0,0.81,59.13
2017-10-03,79,81.0,0.81,63.99
2017-10-04,77,81.0,0.81,62.370000000000005
2017-10-05,66,81.0,0.81,53.46
2017-10-06,72,81.0,0.81,58.32000000000001
2017-10-07,55,81.0,0.81,44.550000000000004
2017-10-08,56,81.0,0.81,45.36
2017-10-09,94,81.0,0.81,76.14
2017-10-10,100,81.0,0.81,81.0
2017-10-11,90,81.0,0.81,72.9
2017-10-12,80,81.0,0.81,64.80000000000001
2017-10-13,68,81.0,0.81,55.080000000000005
2017-10-14,59,81.0,0.81,47.790000000000006
2017-10-15,59,81.0,0.81,47.790000000000006
2017-10-16,78,81.0,0.81,63.18000000000001
2017-10-17,77,81.0,0.81,62.370000000000005
2017-10-18,80,81.0,0.81,64.80000000000001
2017-10-19,83,81.0,0.81,67.23
2017-10-20,70,81.0,0.81,56.7
2017-10-21,53,81.0,0.81,42.93
2017-10-22,54,81.0,0.81,43.74
2017-10-23,80,81.0,0.81,64.80000000000001
2017-10-24,78,81.0,0.81,63.18000000000001
2017-10-25,81,81.0,0.81,65.61
2017-10-26,78,81.0,0.81,63.18000000000001
2017-10-27,70,81.0,0.81,56.7
2017-10-28,59,81.0,0.81,47.790000000000006
2017-10-29,54,81.0,0.81,43.74
2017-10-30,69,81.0,0.81,55.89
2017-10-31,77,81.0,0.81,62.370000000000005
2017-11-01,100,83.0,0.83,83.0
2017-11-02,84,83.0,0.83,69.72
2017-11-03,68,83.0,0.83,56.44
2017-11-04,58,83.0,0.83,48.14
2017-11-05,53,83.0,0.83,43.989999999999995
2017-11-06,76,83.0,0.83,63.08
2017-11-07,75,83.0,0.83,62.25
2017-11-08,76,83.0,0.83,63.08
2017-11-09,71,83.0,0.83,58.93
2017-11-10,71,83.0,0.83,58.93
2017-11-11,55,83.0,0.83,45.65
2017-11-12,53,83.0,0.83,43.989999999999995
2017-11-13,83,83.0,0.83,68.89
2017-11-14,84,83.0,0.83,69.72
2017-11-15,75,83.0,0.83,62.25
2017-11-16,75,83.0,0.83,62.25
2017-11-17,60,83.0,0.83,49.8
2017-11-18,57,83.0,0.83,47.309999999999995
2017-11-19,55,83.0,0.83,45.65
2017-11-20,73,83.0,0.83,60.589999999999996
2017-11-21,79,83.0,0.83,65.57
2017-11-22,74,83.0,0.83,61.419999999999995
2017-11-23,52,83.0,0.83,43.16
2017-11-24,56,83.0,0.83,46.48
2017-11-25,53,83.0,0.83,43.989999999999995
2017-11-26,53,83.0,0.83,43.989999999999995
2017-11-27,75,83.0,0.83,62.25
2017-11-28,80,83.0,0.83,66.39999999999999
2017-11-29,76,83.0,0.83,63.08
2017-11-30,68,83.0,0.83,56.44
2017-12-01,78,84.0,0.84,65.52
2017-12-02,60,84.0,0.84,50.4
2017-12-03,54,84.0,0.84,45.36
2017-12-04,83,84.0,0.84,69.72
2017-12-05,79,84.0,0.84,66.36
2017-12-06,76,84.0,0.84,63.839999999999996
2017-12-07,70,84.0,0.84,58.8
2017-12-08,65,84.0,0.84,54.6
2017-12-09,61,84.0,0.84,51.239999999999995
2017-12-10,54,84.0,0.84,45.36
2017-12-11,86,84.0,0.84,72.24
2017-12-12,87,84.0,0.84,73.08
2017-12-13,79,84.0,0.84,66.36
2017-12-14,81,84.0,0.84,68.03999999999999
2017-12-15,82,84.0,0.84,68.88
2017-12-16,61,84.0,0.84,51.239999999999995
2017-12-17,62,84.0,0.84,52.08
2017-12-18,79,84.0,0.84,66.36
2017-12-19,82,84.0,0.84,68.88
2017-12-20,83,84.0,0.84,69.72
2017-12-21,82,84.0,0.84,68.88
2017-12-22,72,84.0,0.84,60.48
2017-12-23,60,84.0,0.84,50.4
2017-12-24,53,84.0,0.84,44.519999999999996
2017-12-25,65,84.0,0.84,54.6
2017-12-26,95,84.0,0.84,79.8
2017-12-27,90,84.0,0.84,75.6
2017-12-28,100,84.0,0.84,84.0
2017-12-29,81,84.0,0.84,68.03999999999999
2017-12-30,63,84.0,0.84,52.919999999999995
2017-12-31,55,84.0,0.84,46.199999999999996
2018-01-01,50,91.0,0.91,45.5
2018-01-02,88,91.0,0.91,80.08
2018-01-03,100,91.0,0.91,91.0
2018-01-04,84,91.0,0.91,76.44
2018-01-05,86,91.0,0.91,78.26
2018-01-06,65,91.0,0.91,59.15
2018-01-07,65,91.0,0.91,59.15
2018-01-08,84,91.0,0.91,76.44
2018-01-09,84,91.0,0.91,76.44
2018-01-10,80,91.0,0.91,72.8
2018-01-11,87,91.0,0.91,79.17
2018-01-12,86,91.0,0.91,78.26
2018-01-13,62,91.0,0.91,56.42
2018-01-14,57,91.0,0.91,51.870000000000005
2018-01-15,70,91.0,0.91,63.7
2018-01-16,75,91.0,0.91,68.25
2018-01-17,71,91.0,0.91,64.61
2018-01-18,74,91.0,0.91,67.34
2018-01-19,68,91.0,0.91,61.88
2018-01-20,64,91.0,0.91,58.24
2018-01-21,55,91.0,0.91,50.050000000000004
2018-01-22,81,91.0,0.91,73.71000000000001
2018-01-23,67,91.0,0.91,60.97
2018-01-24,69,91.0,0.91,62.79
2018-01-25,69,91.0,0.91,62.79
2018-01-26,70,91.0,0.91,63.7
2018-01-27,58,91.0,0.91,52.78
2018-01-28,54,91.0,0.91,49.14
2018-01-29,73,91.0,0.91,66.43
2018-01-30,70,91.0,0.91,63.7
2018-01-31,73,91.0,0.91,66.43
2018-02-01,88,82.0,0.82,72.16
2018-02-02,91,82.0,0.82,74.61999999999999
2018-02-03,68,82.0,0.82,55.76
2018-02-04,68,82.0,0.82,55.76
2018-02-05,89,82.0,0.82,72.97999999999999
2018-02-06,94,82.0,0.82,77.08
2018-02-07,88,82.0,0.82,72.16
2018-02-08,94,82.0,0.82,77.08
2018-02-09,89,82.0,0.82,72.97999999999999
2018-02-10,70,82.0,0.82,57.4
2018-02-11,67,82.0,0.82,54.94
2018-02-12,89,82.0,0.82,72.97999999999999
2018-02-13,100,82.0,0.82,82.0
2018-02-14,80,82.0,0.82,65.6
2018-02-15,92,82.0,0.82,75.44
2018-02-16,78,82.0,0.82,63.959999999999994
2018-02-17,66,82.0,0.82,54.12
2018-02-18,62,82.0,0.82,50.839999999999996
2018-02-19,78,82.0,0.82,63.959999999999994
2018-02-20,86,82.0,0.82,70.52
2018-02-21,84,82.0,0.82,68.88
2018-02-22,80,82.0,0.82,65.6
2018-02-23,87,82.0,0.82,71.33999999999999
2018-02-24,77,82.0,0.82,63.13999999999999
2018-02-25,69,82.0,0.82,56.58
2018-02-26,87,82.0,0.82,71.33999999999999
2018-02-27,85,82.0,0.82,69.7
2018-02-28,93,82.0,0.82,76.25999999999999
2018-03-01,99,86.0,0.86,85.14
2018-03-02,97,86.0,0.86,83.42
2018-03-03,78,86.0,0.86,67.08
2018-03-04,69,86.0,0.86,59.339999999999996
2018-03-05,97,86.0,0.86,83.42
2018-03-06,99,86.0,0.86,85.14
2018-03-07,85,86.0,0.86,73.1
2018-03-08,87,86.0,0.86,74.82
2018-03-09,95,86.0,0.86,81.7
2018-03-10,74,86.0,0.86,63.64
2018-03-11,66,86.0,0.86,56.76
2018-03-12,96,86.0,0.86,82.56
2018-03-13,99,86.0,0.86,85.14
2018-03-14,87,86.0,0.86,74.82
2018-03-15,92,86.0,0.86,79.12
2018-03-16,80,86.0,0.86,68.8
2018-03-17,66,86.0,0.86,56.76
2018-03-18,64,86.0,0.86,55.04
2018-03-19,100,86.0,0.86,86.0
2018-03-20,91,86.0,0.86,78.26
2018-03-21,88,86.0,0.86,75.67999999999999
2018-03-22,89,86.0,0.86,76.53999999999999
2018-03-23,82,86.0,0.86,70.52
2018-03-24,67,86.0,0.86,57.62
2018-03-25,63,86.0,0.86,54.18
2018-03-26,89,86.0,0.86,76.53999999999999
2018-03-27,95,86.0,0.86,81.7
2018-03-28,92,86.0,0.86,79.12
2018-03-29,85,86.0,0.86,73.1
2018-03-30,85,86.0,0.86,73.1
2018-03-31,66,86.0,0.86,56.76
2018-04-01,69,82.0,0.82,56.58
2018-04-02,93,82.0,0.82,76.25999999999999
2018-04-03,99,82.0,0.82,81.17999999999999
2018-04-04,89,82.0,0.82,72.97999999999999
2018-04-05,97,82.0,0.82,79.53999999999999
2018-04-06,74,82.0,0.82,60.68
2018-04-07,62,82.0,0.82,50.839999999999996
2018-04-08,64,82.0,0.82,52.48
2018-04-09,91,82.0,0.82,74.61999999999999
2018-04-10,96,82.0,0.82,78.72
2018-04-11,94,82.0,0.82,77.08
2018-04-12,87,82.0,0.82,71.33999999999999
2018-04-13,81,82.0,0.82,66.42
2018-04-14,62,82.0,0.82,50.839999999999996
2018-04-15,64,82.0,0.82,52.48
2018-04-16,93,82.0,0.82,76.25999999999999
2018-04-17,89,82.0,0.82,72.97999999999999
2018-04-18,85,82.0,0.82,69.7
2018-04-19,100,82.0,0.82,82.0
2018-04-20,76,82.0,0.82,62.31999999999999
2018-04-21,63,82.0,0.82,51.66
2018-04-22,60,82.0,0.82,49.199999999999996
2018-04-23,85,82.0,0.82,69.7
2018-04-24,90,82.0,0.82,73.8
2018-04-25,91,82.0,0.82,74.61999999999999
2018-04-26,82,82.0,0.82,67.24
2018-04-27,79,82.0,0.82,64.78
2018-04-28,63,82.0,0.82,51.66
2018-04-29,59,82.0,0.82,48.379999999999995
2018-04-30,83,82.0,0.82,68.06
2018-05-01,86,80.0,0.8,68.8
2018-05-02,79,80.0,0.8,63.2
2018-05-03,80,80.0,0.8,64.0
2018-05-04,83,80.0,0.8,66.4
2018-05-05,62,80.0,0.8,49.6
2018-05-06,63,80.0,0.8,50.400000000000006
2018-05-07,89,80.0,0.8,71.2
2018-05-08,91,80.0,0.8,72.8
2018-05-09,89,80.0,0.8,71.2
2018-05-10,92,80.0,0.8,73.60000000000001
2018-05-11,79,80.0,0.8,63.2
2018-05-12,69,80.0,0.8,55.2
2018-05-13,60,80.0,0.8,48.0
2018-05-14,88,80.0,0.8,70.4
2018-05-15,100,80.0,0.8,80.0
2018-05-16,84,80.0,0.8,67.2
2018-05-17,89,80.0,0.8,71.2
2018-05-18,77,80.0,0.8,61.6
2018-05-19,56,80.0,0.8,44.800000000000004
2018-05-20,63,80.0,0.8,50.400000000000006
2018-05-21,88,80.0,0.8,70.4
2018-05-22,87,80.0,0.8,69.60000000000001
2018-05-23,85,80.0,0.8,68.0
2018-05-24,93,80.0,0.8,74.4
2018-05-25,85,80.0,0.8,68.0
2018-05-26,63,80.0,0.8,50.400000000000006
2018-05-27,58,80.0,0.8,46.400000000000006
2018-05-28,65,80.0,0.8,52.0
2018-05-29,88,80.0,0.8,70.4
2018-05-30,92,80.0,0.8,73.60000000000001
2018-05-31,91,80.0,0.8,72.8
2018-06-01,84,96.0,0.96,80.64
2018-06-02,68,96.0,0.96,65.28
2018-06-03,63,96.0,0.96,60.48
2018-06-04,88,96.0,0.96,84.47999999999999
2018-06-05,91,96.0,0.96,87.36
2018-06-06,95,96.0,0.96,91.2
2018-06-07,94,96.0,0.96,90.24
2018-06-08,79,96.0,0.96,75.84
2018-06-09,61,96.0,0.96,58.559999999999995
2018-06-10,62,96.0,0.96,59.519999999999996
2018-06-11,94,96.0,0.96,90.24
2018-06-12,98,96.0,0.96,94.08
2018-06-13,100,96.0,0.96,96.0
2018-06-14,96,96.0,0.96,92.16
2018-06-15,99,96.0,0.96,95.03999999999999
2018-06-16,58,96.0,0.96,55.68
2018-06-17,57,96.0,0.96,54.72
2018-06-18,81,96.0,0.96,77.75999999999999
2018-06-19,88,96.0,0.96,84.47999999999999
2018-06-20,87,96.0,0.96,83.52
2018-06-21,79,96.0,0.96,75.84
2018-06-22,71,96.0,0.96,68.16
2018-06-23,58,96.0,0.96,55.68
2018-06-24,66,96.0,0.96,63.36
2018-06-25,94,96.0,0.96,90.24
2018-06-26,89,96.0,0.96,85.44
2018-06-27,88,96.0,0.96,84.47999999999999
2018-06-28,85,96.0,0.96,81.6
2018-06-29,83,96.0,0.96,79.67999999999999
2018-06-30,58,96.0,0.96,55.68
2018-07-01,58,89.0,0.89,51.62
2018-07-02,83,89.0,0.89,73.87
2018-07-03,85,89.0,0.89,75.65
2018-07-04,63,89.0,0.89,56.07
2018-07-05,96,89.0,0.89,85.44
2018-07-06,69,89.0,0.89,61.410000000000004
2018-07-07,61,89.0,0.89,54.29
2018-07-08,61,89.0,0.89,54.29
2018-07-09,90,89.0,0.89,80.1
2018-07-10,100,89.0,0.89,89.0
2018-07-11,99,89.0,0.89,88.11
2018-07-12,94,89.0,0.89,83.66
2018-07-13,86,89.0,0.89,76.54
2018-07-14,63,89.0,0.89,56.07
2018-07-15,58,89.0,0.89,51.62
2018-07-16,93,89.0,0.89,82.77
2018-07-17,90,89.0,0.89,80.1
2018-07-18,93,89.0,0.89,82.77
2018-07-19,74,89.0,0.89,65.86
2018-07-20,79,89.0,0.89,70.31
2018-07-21,59,89.0,0.89,52.51
2018-07-22,59,89.0,0.89,52.51
2018-07-23,88,89.0,0.89,78.32000000000001
2018-07-24,85,89.0,0.89,75.65
2018-07-25,84,89.0,0.89,74.76
2018-07-26,84,89.0,0.89,74.76
2018-07-27,78,89.0,0.89,69.42
2018-07-28,60,89.0,0.89,53.4
2018-07-29,60,89.0,0.89,53.4
2018-07-30,90,89.0,0.89,80.1
2018-07-31,93,89.0,0.89,82.77
2018-08-01,100,83.0,0.83,83.0
2018-08-02,93,83.0,0.83,77.19
2018-08-03,82,83.0,0.83,68.06
2018-08-04,56,83.0,0.83,46.48
2018-08-05,58,83.0,0.83,48.14
2018-08-06,93,83.0,0.83,77.19
2018-08-07,92,83.0,0.83,76.36
2018-08-08,94,83.0,0.83,78.02
2018-08-09,77,83.0,0.83,63.91
2018-08-10,80,83.0,0.83,66.39999999999999
2018-08-11,56,83.0,0.83,46.48
2018-08-12,58,83.0,0.83,48.14
2018-08-13,78,83.0,0.83,64.74
2018-08-14,86,83.0,0.83,71.38
2018-08-15,86,83.0,0.83,71.38
2018-08-16,74,83.0,0.83,61.419999999999995
2018-08-17,71,83.0,0.83,58.93
2018-08-18,59,83.0,0.83,48.97
2018-08-19,56,83.0,0.83,46.48
2018-08-20,78,83.0,0.83,64.74
2018-08-21,80,83.0,0.83,66.39999999999999
2018-08-22,75,83.0,0.83,62.25
2018-08-23,71,83.0,0.83,58.93
2018-08-24,71,83.0,0.83,58.93
2018-08-25,55,83.0,0.83,45.65
2018-08-26,54,83.0,0.83,44.82
2018-08-27,78,83.0,0.83,64.74
2018-08-28,75,83.0,0.83,62.25
2018-08-29,74,83.0,0.83,61.419999999999995
2018-08-30,68,83.0,0.83,56.44
2018-08-31,66,83.0,0.83,54.779999999999994
2018-09-01,61,75.0,0.75,45.75
2018-09-02,60,75.0,0.75,45.0
2018-09-03,67,75.0,0.75,50.25
2018-09-04,93,75.0,0.75,69.75
2018-09-05,90,75.0,0.75,67.5
2018-09-06,81,75.0,0.75,60.75
2018-09-07,80,75.0,0.75,60.0
2018-09-08,61,75.0,0.75,45.75
2018-09-09,64,75.0,0.75,48.0
2018-09-10,91,75.0,0.75,68.25
2018-09-11,100,75.0,0.75,75.0
2018-09-12,94,75.0,0.75,70.5
2018-09-13,84,75.0,0.75,63.0
2018-09-14,79,75.0,0.75,59.25
2018-09-15,63,75.0,0.75,47.25
2018-09-16,60,75.0,0.75,45.0
2018-09-17,89,75.0,0.75,66.75
2018-09-18,88,75.0,0.75,66.0
2018-09-19,85,75.0,0.75,63.75
2018-09-20,88,75.0,0.75,66.0
2018-09-21,83,75.0,0.75,62.25
2018-09-22,62,75.0,0.75,46.5
2018-09-23,61,75.0,0.75,45.75
2018-09-24,88,75.0,0.75,66.0
2018-09-25,90,75.0,0.75,67.5
2018-09-26,88,75.0,0.75,66.0
2018-09-27,71,75.0,0.75,53.25
2018-09-28,72,75.0,0.75,54.0
2018-09-29,64,75.0,0.75,48.0
2018-09-30,58,75.0,0.75,43.5
2018-10-01,83,78.0,0.78,64.74000000000001
2018-10-02,97,78.0,0.78,75.66
2018-10-03,93,78.0,0.78,72.54
2018-10-04,90,78.0,0.78,70.2
2018-10-05,85,78.0,0.78,66.3
2018-10-06,61,78.0,0.78,47.58
2018-10-07,62,78.0,0.78,48.36
2018-10-08,83,78.0,0.78,64.74000000000001
2018-10-09,96,78.0,0.78,74.88
2018-10-10,100,78.0,0.78,78.0
2018-10-11,95,78.0,0.78,74.10000000000001
2018-10-12,85,78.0,0.78,66.3
2018-10-13,59,78.0,0.78,46.02
2018-10-14,58,78.0,0.78,45.24
2018-10-15,93,78.0,0.78,72.54
2018-10-16,90,78.0,0.78,70.2
2018-10-17,72,78.0,0.78,56.160000000000004
2018-10-18,89,78.0,0.78,69.42
2018-10-19,74,78.0,0.78,57.72
2018-10-20,62,78.0,0.78,48.36
2018-10-21,61,78.0,0.78,47.58
2018-10-22,85,78.0,0.78,66.3
2018-10-23,77,78.0,0.78,60.06
2018-10-24,78,78.0,0.78,60.84
2018-10-25,76,78.0,0.78,59.28
2018-10-26,68,78.0,0.78,53.04
2018-10-27,56,78.0,0.78,43.68
2018-10-28,60,78.0,0.78,46.800000000000004
2018-10-29,77,78.0,0.78,60.06
2018-10-30,87,78.0,0.78,67.86
2018-10-31,77,78.0,0.78,60.06
2018-11-01,85,76.0,0.76,64.6
