date,AAPL_unscaled,AAPL_monthly,scale,AAPL
2019-11-24,10,28.0,0.28,2.8000000000000003
2019-11-25,57,28.0,0.28,15.96
2019-11-26,64,28.0,0.28,17.92
2019-11-27,62,28.0,0.28,17.360000000000003
2019-11-28,19,28.0,0.28,5.32
2019-11-29,37,28.0,0.28,10.360000000000001
2019-11-30,11,28.0,0.28,3.08
2019-12-01,9,29.0,0.29,2.61
2019-12-02,57,29.0,0.29,16.529999999999998
2019-12-03,73,29.0,0.29,21.169999999999998
2019-12-04,60,29.0,0.29,17.4
2019-12-05,69,29.0,0.29,20.009999999999998
2019-12-06,73,29.0,0.29,21.169999999999998
2019-12-07,18,29.0,0.29,5.22
2019-12-08,16,29.0,0.29,4.64
2019-12-09,67,29.0,0.29,19.43
2019-12-10,70,29.0,0.29,20.299999999999997
2019-12-11,68,29.0,0.29,19.72
2019-12-12,70,29.0,0.29,20.299999999999997
2019-12-13,92,29.0,0.29,26.68
2019-12-14,25,29.0,0.29,7.249999999999999
2019-12-15,14,29.0,0.29,4.06
2019-12-16,86,29.0,0.29,24.939999999999998
2019-12-17,88,29.0,0.29,25.52
2019-12-18,76,29.0,0.29,22.04
2019-12-19,82,29.0,0.29,23.779999999999998
2019-12-20,68,29.0,0.29,19.72
2019-12-21,19,29.0,0.29,5.51
2019-12-22,11,29.0,0.29,3.19
2019-12-23,80,29.0,0.29,23.2
2019-12-24,64,29.0,0.29,18.56
2019-12-25,22,29.0,0.29,6.38
2019-12-26,86,29.0,0.29,24.939999999999998
2019-12-27,100,29.0,0.29,28.999999999999996
2019-12-28,24,29.0,0.29,6.959999999999999
2019-12-29,17,29.0,0.29,4.93
2019-12-30,79,29.0,0.29,22.91
2019-12-31,82,29.0,0.29,23.779999999999998
2020-01-01,12,45.0,0.45,5.4
2020-01-02,54,45.0,0.45,24.3
2020-01-03,52,45.0,0.45,23.400000000000002
2020-01-04,11,45.0,0.45,4.95
2020-01-05,8,45.0,0.45,3.6
2020-01-06,41,45.0,0.45,18.45
2020-01-07,39,45.0,0.45,17.55
2020-01-08,50,45.0,0.45,22.5
2020-01-09,58,45.0,0.45,26.1
2020-01-10,53,45.0,0.45,23.85
2020-01-11,12,45.0,0.45,5.4
2020-01-12,8,45.0,0.45,3.6
2020-01-13,44,45.0,0.45,19.8
2020-01-14,53,45.0,0.45,23.85
2020-01-15,49,45.0,0.45,22.05
2020-01-16,46,45.0,0.45,20.7
2020-01-17,43,45.0,0.45,19.35
2020-01-18,13,45.0,0.45,5.8500000000000005
2020-01-19,6,45.0,0.45,2.7
2020-01-20,15,45.0,0.45,6.75
2020-01-21,39,45.0,0.45,17.55
2020-01-22,39,45.0,0.45,17.55
2020-01-23,40,45.0,0.45,18.0
2020-01-24,44,45.0,0.45,19.8
2020-01-25,10,45.0,0.45,4.5
2020-01-26,8,45.0,0.45,3.6
2020-01-27,46,45.0,0.45,20.7
2020-01-28,100,45.0,0.45,45.0
2020-01-29,94,45.0,0.45,42.300000000000004
2020-01-30,58,45.0,0.45,26.1
2020-01-31,56,45.0,0.45,25.2
2020-02-01,17,46.0,0.46,7.82
2020-02-02,9,46.0,0.46,4.140000000000001
2020-02-03,57,46.0,0.46,26.220000000000002
2020-02-04,52,46.0,0.46,23.92
2020-02-05,51,46.0,0.46,23.46
2020-02-06,47,46.0,0.46,21.62
2020-02-07,43,46.0,0.46,19.78
2020-02-08,12,46.0,0.46,5.5200000000000005
2020-02-09,8,46.0,0.46,3.68
2020-02-10,41,46.0,0.46,18.86
2020-02-11,44,46.0,0.46,20.240000000000002
2020-02-12,42,46.0,0.46,19.32
2020-02-13,45,46.0,0.46,20.7
2020-02-14,38,46.0,0.46,17.48
2020-02-15,11,46.0,0.46,5.0600000000000005
2020-02-16,7,46.0,0.46,3.22
2020-02-17,21,46.0,0.46,9.66
2020-02-18,81,46.0,0.46,37.260000000000005
2020-02-19,50,46.0,0.46,23.0
2020-02-20,41,46.0,0.46,18.86
2020-02-21,43,46.0,0.46,19.78
2020-02-22,13,46.0,0.46,5.98
2020-02-23,7,46.0,0.46,3.22
2020-02-24,74,46.0,0.46,34.04
2020-02-25,70,46.0,0.46,32.2
2020-02-26,62,46.0,0.46,28.52
2020-02-27,77,46.0,0.46,35.42
2020-02-28,100,46.0,0.46,46.0
2020-02-29,24,46.0,0.46,11.040000000000001
2020-03-01,14,68.0,0.68,9.520000000000001
2020-03-02,86,68.0,0.68,58.480000000000004
2020-03-03,87,68.0,0.68,59.160000000000004
2020-03-04,73,68.0,0.68,49.64
2020-03-05,64,68.0,0.68,43.52
2020-03-06,67,68.0,0.68,45.56
2020-03-07,17,68.0,0.68,11.56
2020-03-08,13,68.0,0.68,8.84
2020-03-09,90,68.0,0.68,61.2
2020-03-10,80,68.0,0.68,54.400000000000006
2020-03-11,73,68.0,0.68,49.64
2020-03-12,96,68.0,0.68,65.28
2020-03-13,100,68.0,0.68,68.0
2020-03-14,30,68.0,0.68,20.400000000000002
2020-03-15,21,68.0,0.68,14.280000000000001
2020-03-16,96,68.0,0.68,65.28
2020-03-17,86,68.0,0.68,58.480000000000004
2020-03-18,87,68.0,0.68,59.160000000000004
2020-03-19,76,68.0,0.68,51.68000000000001
2020-03-20,70,68.0,0.68,47.6
2020-03-21,22,68.0,0.68,14.96
2020-03-22,15,68.0,0.68,10.200000000000001
2020-03-23,77,68.0,0.68,52.36000000000001
2020-03-24,83,68.0,0.68,56.440000000000005
2020-03-25,81,68.0,0.68,55.080000000000005
2020-03-26,69,68.0,0.68,46.92
2020-03-27,57,68.0,0.68,38.760000000000005
2020-03-28,16,68.0,0.68,10.88
2020-03-29,10,68.0,0.68,6.800000000000001
2020-03-30,52,68.0,0.68,35.36
2020-03-31,49,68.0,0.68,33.32
2020-04-01,55,42.0,0.42,23.099999999999998
2020-04-02,55,42.0,0.42,23.099999999999998
2020-04-03,44,42.0,0.42,18.48
2020-04-04,12,42.0,0.42,5.04
2020-04-05,12,42.0,0.42,5.04
2020-04-06,59,42.0,0.42,24.779999999999998
2020-04-07,57,42.0,0.42,23.939999999999998
2020-04-08,55,42.0,0.42,23.099999999999998
2020-04-09,50,42.0,0.42,21.0
2020-04-10,23,42.0,0.42,9.66
2020-04-11,9,42.0,0.42,3.78
2020-04-12,9,42.0,0.42,3.78
2020-04-13,45,42.0,0.42,18.9
2020-04-14,57,42.0,0.42,23.939999999999998
2020-04-15,56,42.0,0.42,23.52
2020-04-16,55,42.0,0.42,23.099999999999998
2020-04-17,69,42.0,0.42,28.98
2020-04-18,15,42.0,0.42,6.3
2020-04-19,12,42.0,0.42,5.04
2020-04-20,49,42.0,0.42,20.58
2020-04-21,50,42.0,0.42,21.0
2020-04-22,46,42.0,0.42,19.32
2020-04-23,51,42.0,0.42,21.419999999999998
2020-04-24,41,42.0,0.42,17.22
2020-04-25,12,42.0,0.42,5.04
2020-04-26,9,42.0,0.42,3.78
2020-04-27,49,42.0,0.42,20.58
2020-04-28,49,42.0,0.42,20.58
2020-04-29,54,42.0,0.42,22.68
2020-04-30,100,42.0,0.42,42.0
2020-05-01,100,36.0,0.36,36.0
2020-05-02,18,36.0,0.36,6.4799999999999995
2020-05-03,13,36.0,0.36,4.68
2020-05-04,58,36.0,0.36,20.88
2020-05-05,64,36.0,0.36,23.04
2020-05-06,62,36.0,0.36,22.32
2020-05-07,53,36.0,0.36,19.08
2020-05-08,59,36.0,0.36,21.24
2020-05-09,17,36.0,0.36,6.12
2020-05-10,12,36.0,0.36,4.32
2020-05-11,68,36.0,0.36,24.48
2020-05-12,69,36.0,0.36,24.84
2020-05-13,67,36.0,0.36,24.119999999999997
2020-05-14,57,36.0,0.36,20.52
2020-05-15,59,36.0,0.36,21.24
2020-05-16,14,36.0,0.36,5.04
2020-05-17,10,36.0,0.36,3.5999999999999996
2020-05-18,59,36.0,0.36,21.24
2020-05-19,54,36.0,0.36,19.439999999999998
2020-05-20,52,36.0,0.36,18.72
2020-05-21,50,36.0,0.36,18.0
2020-05-22,45,36.0,0.36,16.2
2020-05-23,13,36.0,0.36,4.68
2020-05-24,9,36.0,0.36,3.2399999999999998
2020-05-25,12,36.0,0.36,4.32
2020-05-26,59,36.0,0.36,21.24
2020-05-27,55,36.0,0.36,19.8
2020-05-28,45,36.0,0.36,16.2
2020-05-29,44,36.0,0.36,15.84
2020-05-30,10,36.0,0.36,3.5999999999999996
2020-05-31,9,36.0,0.36,3.2399999999999998
2020-06-01,49,43.0,0.43,21.07
2020-06-02,52,43.0,0.43,22.36
2020-06-03,51,43.0,0.43,21.93
2020-06-04,48,43.0,0.43,20.64
2020-06-05,62,43.0,0.43,26.66
2020-06-06,16,43.0,0.43,6.88
2020-06-07,9,43.0,0.43,3.87
2020-06-08,59,43.0,0.43,25.37
2020-06-09,74,43.0,0.43,31.82
2020-06-10,85,43.0,0.43,36.55
2020-06-11,89,43.0,0.43,38.269999999999996
2020-06-12,76,43.0,0.43,32.68
2020-06-13,15,43.0,0.43,6.45
2020-06-14,11,43.0,0.43,4.7299999999999995
2020-06-15,60,43.0,0.43,25.8
2020-06-16,66,43.0,0.43,28.38
2020-06-17,70,43.0,0.43,30.099999999999998
2020-06-18,60,43.0,0.43,25.8
2020-06-19,71,43.0,0.43,30.53
2020-06-20,16,43.0,0.43,6.88
2020-06-21,11,43.0,0.43,4.7299999999999995
2020-06-22,89,43.0,0.43,38.269999999999996
2020-06-23,100,43.0,0.43,43.0
2020-06-24,77,43.0,0.43,33.11
2020-06-25,68,43.0,0.43,29.24
2020-06-26,62,43.0,0.43,26.66
2020-06-27,20,43.0,0.43,8.6
2020-06-28,11,43.0,0.43,4.7299999999999995
2020-06-29,65,43.0,0.43,27.95
2020-06-30,63,43.0,0.43,27.09
2020-07-01,23,48.0,0.48,11.04
2020-07-02,23,48.0,0.48,11.04
2020-07-03,9,48.0,0.48,4.32
2020-07-04,4,48.0,0.48,1.92
2020-07-05,3,48.0,0.48,1.44
2020-07-06,29,48.0,0.48,13.92
2020-07-07,29,48.0,0.48,13.92
2020-07-08,31,48.0,0.48,14.879999999999999
2020-07-09,31,48.0,0.48,14.879999999999999
2020-07-10,30,48.0,0.48,14.399999999999999
2020-07-11,8,48.0,0.48,3.84
2020-07-12,5,48.0,0.48,2.4
2020-07-13,40,48.0,0.48,19.2
2020-07-14,32,48.0,0.48,15.36
2020-07-15,34,48.0,0.48,16.32
2020-07-16,30,48.0,0.48,14.399999999999999
2020-07-17,25,48.0,0.48,12.0
2020-07-18,6,48.0,0.48,2.88
2020-07-19,4,48.0,0.48,1.92
2020-07-20,30,48.0,0.48,14.399999999999999
2020-07-21,32,48.0,0.48,15.36
2020-07-22,27,48.0,0.48,12.959999999999999
2020-07-23,34,48.0,0.48,16.32
2020-07-24,35,48.0,0.48,16.8
2020-07-25,7,48.0,0.48,3.36
2020-07-26,5,48.0,0.48,2.4
2020-07-27,29,48.0,0.48,13.92
2020-07-28,29,48.0,0.48,13.92
2020-07-29,30,48.0,0.48,14.399999999999999
2020-07-30,65,48.0,0.48,31.2
2020-07-31,100,48.0,0.48,48.0
2020-08-01,21,88.0,0.88,18.48
2020-08-02,12,88.0,0.88,10.56
2020-08-03,50,88.0,0.88,44.0
2020-08-04,39,88.0,0.88,34.32
2020-08-05,37,88.0,0.88,32.56
2020-08-06,40,88.0,0.88,35.2
2020-08-07,37,88.0,0.88,32.56
2020-08-08,10,88.0,0.88,8.8
2020-08-09,6,88.0,0.88,5.28
2020-08-10,36,88.0,0.88,31.68
2020-08-11,41,88.0,0.88,36.08
2020-08-12,39,88.0,0.88,34.32
2020-08-13,40,88.0,0.88,35.2
2020-08-14,36,88.0,0.88,31.68
2020-08-15,8,88.0,0.88,7.04
2020-08-16,7,88.0,0.88,6.16
2020-08-17,35,88.0,0.88,30.8
2020-08-18,34,88.0,0.88,29.92
2020-08-19,40,88.0,0.88,35.2
2020-08-20,37,88.0,0.88,32.56
2020-08-21,53,88.0,0.88,46.64
2020-08-22,20,88.0,0.88,17.6
2020-08-23,11,88.0,0.88,9.68
2020-08-24,61,88.0,0.88,53.68
2020-08-25,52,88.0,0.88,45.76
2020-08-26,47,88.0,0.88,41.36
2020-08-27,44,88.0,0.88,38.72
2020-08-28,45,88.0,0.88,39.6
2020-08-29,16,88.0,0.88,14.08
2020-08-30,16,88.0,0.88,14.08
2020-08-31,100,88.0,0.88,88.0
2020-09-01,82,99.0,0.99,81.17999999999999
2020-09-02,76,99.0,0.99,75.24
2020-09-03,85,99.0,0.99,84.15
2020-09-04,100,99.0,0.99,99.0
2020-09-05,18,99.0,0.99,17.82
2020-09-06,9,99.0,0.99,8.91
2020-09-07,14,99.0,0.99,13.86
2020-09-08,76,99.0,0.99,75.24
2020-09-09,63,99.0,0.99,62.37
2020-09-10,55,99.0,0.99,54.45
2020-09-11,48,99.0,0.99,47.519999999999996
2020-09-12,12,99.0,0.99,11.879999999999999
2020-09-13,8,99.0,0.99,7.92
2020-09-14,47,99.0,0.99,46.53
2020-09-15,62,99.0,0.99,61.38
2020-09-16,47,99.0,0.99,46.53
2020-09-17,46,99.0,0.99,45.54
2020-09-18,45,99.0,0.99,44.55
2020-09-19,12,99.0,0.99,11.879999999999999
2020-09-20,9,99.0,0.99,8.91
2020-09-21,49,99.0,0.99,48.51
2020-09-22,46,99.0,0.99,45.54
2020-09-23,45,99.0,0.99,44.55
2020-09-24,38,99.0,0.99,37.62
2020-09-25,41,99.0,0.99,40.589999999999996
2020-09-26,11,99.0,0.99,10.89
2020-09-27,7,99.0,0.99,6.93
2020-09-28,39,99.0,0.99,38.61
2020-09-29,37,99.0,0.99,36.63
2020-09-30,35,99.0,0.99,34.65
2020-10-01,52,79.0,0.79,41.08
2020-10-02,55,79.0,0.79,43.45
2020-10-03,10,79.0,0.79,7.9
2020-10-04,8,79.0,0.79,6.32
2020-10-05,48,79.0,0.79,37.92
2020-10-06,53,79.0,0.79,41.870000000000005
2020-10-07,49,79.0,0.79,38.71
2020-10-08,45,79.0,0.79,35.550000000000004
2020-10-09,52,79.0,0.79,41.08
2020-10-10,14,79.0,0.79,11.06
2020-10-11,9,79.0,0.79,7.11
2020-10-12,70,79.0,0.79,55.300000000000004
2020-10-13,100,79.0,0.79,79.0
2020-10-14,70,79.0,0.79,55.300000000000004
2020-10-15,54,79.0,0.79,42.660000000000004
2020-10-16,50,79.0,0.79,39.5
2020-10-17,12,79.0,0.79,9.48
2020-10-18,8,79.0,0.79,6.32
2020-10-19,52,79.0,0.79,41.08
2020-10-20,51,79.0,0.79,40.29
2020-10-21,46,79.0,0.79,36.34
2020-10-22,48,79.0,0.79,37.92
2020-10-23,45,79.0,0.79,35.550000000000004
2020-10-24,12,79.0,0.79,9.48
2020-10-25,7,79.0,0.79,5.53
2020-10-26,45,79.0,0.79,35.550000000000004
2020-10-27,49,79.0,0.79,38.71
2020-10-28,48,79.0,0.79,37.92
2020-10-29,79,79.0,0.79,62.410000000000004
2020-10-30,79,79.0,0.79,62.410000000000004
2020-10-31,18,79.0,0.79,14.22
2020-11-01,13,52.0,0.52,6.76
2020-11-02,84,52.0,0.52,43.68
2020-11-03,80,52.0,0.52,41.6
2020-11-04,57,52.0,0.52,29.64
2020-11-05,71,52.0,0.52,36.92
2020-11-06,64,52.0,0.52,33.28
2020-11-07,14,52.0,0.52,7.28
2020-11-08,12,52.0,0.52,6.24
2020-11-09,100,52.0,0.52,52.0
2020-11-10,86,52.0,0.52,44.72
2020-11-11,76,52.0,0.52,39.52
2020-11-12,67,52.0,0.52,34.84
2020-11-13,64,52.0,0.52,33.28
2020-11-14,16,52.0,0.52,8.32
2020-11-15,10,52.0,0.52,5.2
2020-11-16,70,52.0,0.52,36.4
2020-11-17,64,52.0,0.52,33.28
2020-11-18,72,52.0,0.52,37.44
2020-11-19,63,52.0,0.52,32.76
2020-11-20,54,52.0,0.52,28.080000000000002
2020-11-21,12,52.0,0.52,6.24
2020-11-22,9,52.0,0.52,4.68
2020-11-23,58,52.0,0.52,30.16
2020-11-24,85,52.0,0.52,44.2
2020-11-25,65,52.0,0.52,33.800000000000004
2020-11-26,17,52.0,0.52,8.84
2020-11-27,46,52.0,0.52,23.92
2020-11-28,13,52.0,0.52,6.76
2020-11-29,10,52.0,0.52,5.2
2020-11-30,64,52.0,0.52,33.28
2020-12-01,74,57.0,0.57,42.18
2020-12-02,74,57.0,0.57,42.18
2020-12-03,60,57.0,0.57,34.199999999999996
2020-12-04,64,57.0,0.57,36.48
2020-12-05,14,57.0,0.57,7.9799999999999995
2020-12-06,10,57.0,0.57,5.699999999999999
2020-12-07,60,57.0,0.57,34.199999999999996
2020-12-08,58,57.0,0.57,33.059999999999995
2020-12-09,67,57.0,0.57,38.19
2020-12-10,61,57.0,0.57,34.769999999999996
2020-12-11,50,57.0,0.57,28.499999999999996
2020-12-12,14,57.0,0.57,7.9799999999999995
2020-12-13,8,57.0,0.57,4.56
2020-12-14,53,57.0,0.57,30.209999999999997
2020-12-15,69,57.0,0.57,39.33
2020-12-16,67,57.0,0.57,38.19
2020-12-17,70,57.0,0.57,39.9
2020-12-18,64,57.0,0.57,36.48
2020-12-19,16,57.0,0.57,9.12
2020-12-20,10,57.0,0.57,5.699999999999999
2020-12-21,67,57.0,0.57,38.19
2020-12-22,100,57.0,0.57,56.99999999999999
2020-12-23,81,57.0,0.57,46.169999999999995
2020-12-24,56,57.0,0.57,31.919999999999998
2020-12-25,18,57.0,0.57,10.26
2020-12-26,12,57.0,0.57,6.84
2020-12-27,11,57.0,0.57,6.27
2020-12-28,78,57.0,0.57,44.459999999999994
2020-12-29,79,57.0,0.57,45.029999999999994
2020-12-30,68,57.0,0.57,38.76
2020-12-31,59,57.0,0.57,33.629999999999995
2021-01-01,12,63.0,0.63,7.5600000000000005
2021-01-02,6,63.0,0.63,3.7800000000000002
2021-01-03,7,63.0,0.63,4.41
2021-01-04,41,63.0,0.63,25.830000000000002
2021-01-05,40,63.0,0.63,25.2
2021-01-06,46,63.0,0.63,28.98
2021-01-07,46,63.0,0.63,28.98
2021-01-08,48,63.0,0.63,30.240000000000002
2021-01-09,12,63.0,0.63,7.5600000000000005
2021-01-10,8,63.0,0.63,5.04
2021-01-11,38,63.0,0.63,23.94
2021-01-12,38,63.0,0.63,23.94
2021-01-13,42,63.0,0.63,26.46
2021-01-14,41,63.0,0.63,25.830000000000002
2021-01-15,35,63.0,0.63,22.05
2021-01-16,8,63.0,0.63,5.04
2021-01-17,6,63.0,0.63,3.7800000000000002
2021-01-18,12,63.0,0.63,7.5600000000000005
2021-01-19,36,63.0,0.63,22.68
2021-01-20,41,63.0,0.63,25.830000000000002
2021-01-21,50,63.0,0.63,31.5
2021-01-22,48,63.0,0.63,30.240000000000002
2021-01-23,15,63.0,0.63,9.45
2021-01-24,10,63.0,0.63,6.3
2021-01-25,64,63.0,0.63,40.32
2021-01-26,61,63.0,0.63,38.43
2021-01-27,100,63.0,0.63,63.0
2021-01-28,90,63.0,0.63,56.7
2021-01-29,67,63.0,0.63,42.21
2021-01-30,20,63.0,0.63,12.6
2021-01-31,11,63.0,0.63,6.93
2021-02-01,90,59.0,0.59,53.099999999999994
2021-02-02,90,59.0,0.59,53.099999999999994
2021-02-03,94,59.0,0.59,55.459999999999994
2021-02-04,100,59.0,0.59,59.0
2021-02-05,82,59.0,0.59,48.379999999999995
2021-02-06,23,59.0,0.59,13.569999999999999
2021-02-07,13,59.0,0.59,7.67
2021-02-08,73,59.0,0.59,43.07
2021-02-09,70,59.0,0.59,41.3
2021-02-10,66,59.0,0.59,38.94
2021-02-11,66,59.0,0.59,38.94
2021-02-12,64,59.0,0.59,37.76
2021-02-13,18,59.0,0.59,10.62
2021-02-14,11,59.0,0.59,6.489999999999999
2021-02-15,26,59.0,0.59,15.34
2021-02-16,73,59.0,0.59,43.07
2021-02-17,71,59.0,0.59,41.89
2021-02-18,76,59.0,0.59,44.839999999999996
2021-02-19,69,59.0,0.59,40.71
2021-02-20,17,59.0,0.59,10.03
2021-02-21,12,59.0,0.59,7.08
2021-02-22,78,59.0,0.59,46.019999999999996
2021-02-23,100,59.0,0.59,59.0
2021-02-24,91,59.0,0.59,53.69
2021-02-25,86,59.0,0.59,50.739999999999995
2021-02-26,85,59.0,0.59,50.15
2021-02-27,24,59.0,0.59,14.16
2021-02-28,16,59.0,0.59,9.44
2021-03-01,86,60.0,0.6,51.6
2021-03-02,86,60.0,0.6,51.6
2021-03-03,67,60.0,0.6,40.199999999999996
2021-03-04,90,60.0,0.6,54.0
2021-03-05,91,60.0,0.6,54.6
2021-03-06,21,60.0,0.6,12.6
2021-03-07,13,60.0,0.6,7.8
2021-03-08,93,60.0,0.6,55.8
2021-03-09,100,60.0,0.6,60.0
2021-03-10,86,60.0,0.6,51.6
2021-03-11,81,60.0,0.6,48.6
2021-03-12,74,60.0,0.6,44.4
2021-03-13,18,60.0,0.6,10.799999999999999
2021-03-14,10,60.0,0.6,6.0
2021-03-15,75,60.0,0.6,45.0
2021-03-16,76,60.0,0.6,45.6
2021-03-17,70,60.0,0.6,42.0
2021-03-18,74,60.0,0.6,44.4
2021-03-19,75,60.0,0.6,45.0
2021-03-20,15,60.0,0.6,9.0
2021-03-21,11,60.0,0.6,6.6
2021-03-22,71,60.0,0.6,42.6
2021-03-23,69,60.0,0.6,41.4
2021-03-24,58,60.0,0.6,34.8
2021-03-25,68,60.0,0.6,40.8
2021-03-26,60,60.0,0.6,36.0
2021-03-27,15,60.0,0.6,9.0
2021-03-28,8,60.0,0.6,4.8
2021-03-29,58,60.0,0.6,34.8
2021-03-30,65,60.0,0.6,39.0
2021-03-31,66,60.0,0.6,39.6
2021-04-01,51,53.0,0.53,27.03
2021-04-02,29,53.0,0.53,15.370000000000001
2021-04-03,8,53.0,0.53,4.24
2021-04-04,8,53.0,0.53,4.24
2021-04-05,60,53.0,0.53,31.8
2021-04-06,59,53.0,0.53,31.270000000000003
2021-04-07,52,53.0,0.53,27.560000000000002
2021-04-08,63,53.0,0.53,33.39
2021-04-09,62,53.0,0.53,32.86
2021-04-10,14,53.0,0.53,7.42
2021-04-11,9,53.0,0.53,4.7700000000000005
2021-04-12,52,53.0,0.53,27.560000000000002
2021-04-13,60,53.0,0.53,31.8
2021-04-14,61,53.0,0.53,32.33
2021-04-15,61,53.0,0.53,32.33
2021-04-16,52,53.0,0.53,27.560000000000002
2021-04-17,12,53.0,0.53,6.36
2021-04-18,10,53.0,0.53,5.300000000000001
2021-04-19,55,53.0,0.53,29.150000000000002
2021-04-20,60,53.0,0.53,31.8
2021-04-21,56,53.0,0.53,29.68
2021-04-22,51,53.0,0.53,27.03
2021-04-23,46,53.0,0.53,24.380000000000003
2021-04-24,11,53.0,0.53,5.83
2021-04-25,9,53.0,0.53,4.7700000000000005
2021-04-26,55,53.0,0.53,29.150000000000002
2021-04-27,65,53.0,0.53,34.45
2021-04-28,100,53.0,0.53,53.0
2021-04-29,100,53.0,0.53,53.0
2021-04-30,59,53.0,0.53,31.270000000000003
2021-05-01,21,41.0,0.41,8.61
2021-05-02,15,41.0,0.41,6.1499999999999995
2021-05-03,87,41.0,0.41,35.669999999999995
2021-05-04,100,41.0,0.41,41.0
2021-05-05,90,41.0,0.41,36.9
2021-05-06,87,41.0,0.41,35.669999999999995
2021-05-07,83,41.0,0.41,34.03
2021-05-08,15,41.0,0.41,6.1499999999999995
2021-05-09,14,41.0,0.41,5.739999999999999
2021-05-10,87,41.0,0.41,35.669999999999995
2021-05-11,100,41.0,0.41,41.0
2021-05-12,92,41.0,0.41,37.72
2021-05-13,91,41.0,0.41,37.309999999999995
2021-05-14,75,41.0,0.41,30.749999999999996
2021-05-15,19,41.0,0.41,7.789999999999999
2021-05-16,14,41.0,0.41,5.739999999999999
2021-05-17,73,41.0,0.41,29.93
2021-05-18,73,41.0,0.41,29.93
2021-05-19,71,41.0,0.41,29.11
2021-05-20,67,41.0,0.41,27.47
2021-05-21,75,41.0,0.41,30.749999999999996
2021-05-22,14,41.0,0.41,5.739999999999999
2021-05-23,11,41.0,0.41,4.51
2021-05-24,70,41.0,0.41,28.7
2021-05-25,68,41.0,0.41,27.88
2021-05-26,64,41.0,0.41,26.24
2021-05-27,67,41.0,0.41,27.47
2021-05-28,61,41.0,0.41,25.009999999999998
2021-05-29,13,41.0,0.41,5.33
2021-05-30,10,41.0,0.41,4.1
2021-05-31,11,41.0,0.41,4.51
2021-06-01,80,37.0,0.37,29.6
2021-06-02,83,37.0,0.37,30.71
2021-06-03,83,37.0,0.37,30.71
2021-06-04,89,37.0,0.37,32.93
2021-06-05,20,37.0,0.37,7.4
2021-06-06,11,37.0,0.37,4.07
2021-06-07,88,37.0,0.37,32.56
2021-06-08,88,37.0,0.37,32.56
2021-06-09,82,37.0,0.37,30.34
2021-06-10,85,37.0,0.37,31.45
2021-06-11,80,37.0,0.37,29.6
2021-06-12,18,37.0,0.37,6.66
2021-06-13,14,37.0,0.37,5.18
2021-06-14,100,37.0,0.37,37.0
2021-06-15,96,37.0,0.37,35.519999999999996
2021-06-16,92,37.0,0.37,34.04
2021-06-17,94,37.0,0.37,34.78
2021-06-18,89,37.0,0.37,32.93
2021-06-19,17,37.0,0.37,6.29
2021-06-20,11,37.0,0.37,4.07
2021-06-21,89,37.0,0.37,32.93
2021-06-22,91,37.0,0.37,33.67
2021-06-23,90,37.0,0.37,33.3
2021-06-24,98,37.0,0.37,36.26
2021-06-25,80,37.0,0.37,29.6
2021-06-26,16,37.0,0.37,5.92
2021-06-27,12,37.0,0.37,4.4399999999999995
2021-06-28,87,37.0,0.37,32.19
2021-06-29,91,37.0,0.37,33.67
2021-06-30,89,37.0,0.37,32.93
2021-07-01,41,47.0,0.47,19.27
2021-07-02,47,47.0,0.47,22.09
2021-07-03,11,47.0,0.47,5.17
2021-07-04,6,47.0,0.47,2.82
2021-07-05,13,47.0,0.47,6.109999999999999
2021-07-06,57,47.0,0.47,26.79
2021-07-07,62,47.0,0.47,29.139999999999997
2021-07-08,61,47.0,0.47,28.669999999999998
2021-07-09,58,47.0,0.47,27.259999999999998
2021-07-10,15,47.0,0.47,7.05
2021-07-11,9,47.0,0.47,4.2299999999999995
2021-07-12,54,47.0,0.47,25.38
2021-07-13,61,47.0,0.47,28.669999999999998
2021-07-14,68,47.0,0.47,31.959999999999997
2021-07-15,62,47.0,0.47,29.139999999999997
2021-07-16,53,47.0,0.47,24.91
2021-07-17,10,47.0,0.47,4.699999999999999
2021-07-18,8,47.0,0.47,3.76
2021-07-19,52,47.0,0.47,24.439999999999998
2021-07-20,59,47.0,0.47,27.729999999999997
2021-07-21,54,47.0,0.47,25.38
2021-07-22,53,47.0,0.47,24.91
2021-07-23,52,47.0,0.47,24.439999999999998
2021-07-24,12,47.0,0.47,5.64
2021-07-25,9,47.0,0.47,4.2299999999999995
2021-07-26,61,47.0,0.47,28.669999999999998
2021-07-27,100,47.0,0.47,47.0
2021-07-28,83,47.0,0.47,39.01
2021-07-29,56,47.0,0.47,26.32
2021-07-30,46,47.0,0.47,21.619999999999997
2021-07-31,10,47.0,0.47,4.699999999999999
2021-08-01,17,38.0,0.38,6.46
2021-08-02,86,38.0,0.38,32.68
2021-08-03,94,38.0,0.38,35.72
2021-08-04,84,38.0,0.38,31.92
2021-08-05,79,38.0,0.38,30.02
2021-08-06,77,38.0,0.38,29.26
2021-08-07,17,38.0,0.38,6.46
2021-08-08,16,38.0,0.38,6.08
2021-08-09,74,38.0,0.38,28.12
2021-08-10,75,38.0,0.38,28.5
2021-08-11,73,38.0,0.38,27.740000000000002
2021-08-12,88,38.0,0.38,33.44
2021-08-13,89,38.0,0.38,33.82
2021-08-14,18,38.0,0.38,6.84
2021-08-15,14,38.0,0.38,5.32
2021-08-16,90,38.0,0.38,34.2
