date,AAPL_unscaled,AAPL_monthly,scale,AAPL
2021-08-17,93,38.0,0.38,35.34
2021-08-18,85,38.0,0.38,32.3
2021-08-19,89,38.0,0.38,33.82
2021-08-20,79,38.0,0.38,30.02
2021-08-21,19,38.0,0.38,7.22
2021-08-22,11,38.0,0.38,4.18
2021-08-23,82,38.0,0.38,31.16
2021-08-24,84,38.0,0.38,31.92
2021-08-25,80,38.0,0.38,30.4
2021-08-26,74,38.0,0.38,28.12
2021-08-27,70,38.0,0.38,26.6
2021-08-28,18,38.0,0.38,6.84
2021-08-29,12,38.0,0.38,4.5600000000000005
2021-08-30,92,38.0,0.38,34.96
2021-08-31,100,38.0,0.38,38.0
2021-09-01,81,35.0,0.35,28.349999999999998
2021-09-02,73,35.0,0.35,25.549999999999997
2021-09-03,73,35.0,0.35,25.549999999999997
2021-09-04,15,35.0,0.35,5.25
2021-09-05,10,35.0,0.35,3.5
2021-09-06,11,35.0,0.35,3.8499999999999996
2021-09-07,80,35.0,0.35,28.0
2021-09-08,75,35.0,0.35,26.25
2021-09-09,69,35.0,0.35,24.15
2021-09-10,89,35.0,0.35,31.15
2021-09-11,25,35.0,0.35,8.75
2021-09-12,16,35.0,0.35,5.6
2021-09-13,89,35.0,0.35,31.15
2021-09-14,100,35.0,0.35,35.0
2021-09-15,78,35.0,0.35,27.299999999999997
2021-09-16,68,35.0,0.35,23.799999999999997
2021-09-17,61,35.0,0.35,21.349999999999998
2021-09-18,18,35.0,0.35,6.3
2021-09-19,14,35.0,0.35,4.8999999999999995
2021-09-20,87,35.0,0.35,30.45
2021-09-21,75,35.0,0.35,26.25
2021-09-22,69,35.0,0.35,24.15
2021-09-23,71,35.0,0.35,24.849999999999998
2021-09-24,64,35.0,0.35,22.4
2021-09-25,16,35.0,0.35,5.6
2021-09-26,9,35.0,0.35,3.15
2021-09-27,60,35.0,0.35,21.0
2021-09-28,67,35.0,0.35,23.45
2021-09-29,68,35.0,0.35,23.799999999999997
2021-09-30,67,35.0,0.35,23.45
2021-10-01,39,34.0,0.34,13.260000000000002
2021-10-02,8,34.0,0.34,2.72
2021-10-03,7,34.0,0.34,2.3800000000000003
2021-10-04,42,34.0,0.34,14.280000000000001
2021-10-05,46,34.0,0.34,15.64
2021-10-06,44,34.0,0.34,14.96
2021-10-07,46,34.0,0.34,15.64
2021-10-08,37,34.0,0.34,12.58
2021-10-09,8,34.0,0.34,2.72
2021-10-10,5,34.0,0.34,1.7000000000000002
2021-10-11,34,34.0,0.34,11.56
2021-10-12,37,34.0,0.34,12.58
2021-10-13,44,34.0,0.34,14.96
2021-10-14,40,34.0,0.34,13.600000000000001
2021-10-15,41,34.0,0.34,13.940000000000001
2021-10-16,10,34.0,0.34,3.4000000000000004
2021-10-17,7,34.0,0.34,2.3800000000000003
2021-10-18,43,34.0,0.34,14.620000000000001
2021-10-19,48,34.0,0.34,16.32
2021-10-20,43,34.0,0.34,14.620000000000001
2021-10-21,43,34.0,0.34,14.620000000000001
2021-10-22,40,34.0,0.34,13.600000000000001
2021-10-23,10,34.0,0.34,3.4000000000000004
2021-10-24,7,34.0,0.34,2.3800000000000003
2021-10-25,42,34.0,0.34,14.280000000000001
2021-10-26,44,34.0,0.34,14.96
2021-10-27,46,34.0,0.34,15.64
2021-10-28,100,34.0,0.34,34.0
2021-10-29,87,34.0,0.34,29.580000000000002
2021-10-30,12,34.0,0.34,4.08
2021-10-31,8,34.0,0.34,2.72
2021-11-01,75,37.0,0.37,27.75
2021-11-02,69,37.0,0.37,25.53
2021-11-03,68,37.0,0.37,25.16
2021-11-04,71,37.0,0.37,26.27
2021-11-05,70,37.0,0.37,25.9
2021-11-06,15,37.0,0.37,5.55
2021-11-07,8,37.0,0.37,2.96
2021-11-08,61,37.0,0.37,22.57
2021-11-09,60,37.0,0.37,22.2
2021-11-10,66,37.0,0.37,24.419999999999998
2021-11-11,57,37.0,0.37,21.09
2021-11-12,64,37.0,0.37,23.68
2021-11-13,15,37.0,0.37,5.55
2021-11-14,10,37.0,0.37,3.7
2021-11-15,58,37.0,0.37,21.46
2021-11-16,65,37.0,0.37,24.05
2021-11-17,67,37.0,0.37,24.79
2021-11-18,90,37.0,0.37,33.3
2021-11-19,100,37.0,0.37,37.0
2021-11-20,25,37.0,0.37,9.25
2021-11-21,15,37.0,0.37,5.55
2021-11-22,87,37.0,0.37,32.19
2021-11-23,83,37.0,0.37,30.71
2021-11-24,74,37.0,0.37,27.38
2021-11-25,20,37.0,0.37,7.4
2021-11-26,59,37.0,0.37,21.83
2021-11-27,15,37.0,0.37,5.55
2021-11-28,11,37.0,0.37,4.07
2021-11-29,75,37.0,0.37,27.75
2021-11-30,82,37.0,0.37,30.34
2021-12-01,89,47.0,0.47,41.83
2021-12-02,87,47.0,0.47,40.89
2021-12-03,68,47.0,0.47,31.959999999999997
2021-12-04,17,47.0,0.47,7.989999999999999
2021-12-05,11,47.0,0.47,5.17
2021-12-06,66,47.0,0.47,31.02
2021-12-07,91,47.0,0.47,42.769999999999996
2021-12-08,100,47.0,0.47,47.0
2021-12-09,90,47.0,0.47,42.3
2021-12-10,88,47.0,0.47,41.36
2021-12-11,24,47.0,0.47,11.28
2021-12-12,13,47.0,0.47,6.109999999999999
2021-12-13,92,47.0,0.47,43.239999999999995
2021-12-14,83,47.0,0.47,39.01
2021-12-15,73,47.0,0.47,34.309999999999995
2021-12-16,86,47.0,0.47,40.419999999999995
2021-12-17,76,47.0,0.47,35.72
2021-12-18,17,47.0,0.47,7.989999999999999
2021-12-19,11,47.0,0.47,5.17
2021-12-20,72,47.0,0.47,33.839999999999996
2021-12-21,71,47.0,0.47,33.37
2021-12-22,71,47.0,0.47,33.37
2021-12-23,71,47.0,0.47,33.37
2021-12-24,27,47.0,0.47,12.69
2021-12-25,12,47.0,0.47,5.64
2021-12-26,11,47.0,0.47,5.17
2021-12-27,71,47.0,0.47,33.37
2021-12-28,66,47.0,0.47,31.02
2021-12-29,66,47.0,0.47,31.02
2021-12-30,58,47.0,0.47,27.259999999999998
2021-12-31,47,47.0,0.47,22.09
2022-01-01,8,42.0,0.42,3.36
2022-01-02,7,42.0,0.42,2.94
2022-01-03,52,42.0,0.42,21.84
2022-01-04,71,42.0,0.42,29.82
2022-01-05,54,42.0,0.42,22.68
2022-01-06,41,42.0,0.42,17.22
2022-01-07,37,42.0,0.42,15.54
2022-01-08,13,42.0,0.42,5.46
2022-01-09,6,42.0,0.42,2.52
2022-01-10,39,42.0,0.42,16.38
2022-01-11,40,42.0,0.42,16.8
2022-01-12,35,42.0,0.42,14.7
2022-01-13,48,42.0,0.42,20.16
2022-01-14,36,42.0,0.42,15.12
2022-01-15,11,42.0,0.42,4.62
2022-01-16,7,42.0,0.42,2.94
2022-01-17,12,42.0,0.42,5.04
2022-01-18,37,42.0,0.42,15.54
2022-01-19,36,42.0,0.42,15.12
2022-01-20,37,42.0,0.42,15.54
2022-01-21,46,42.0,0.42,19.32
2022-01-22,14,42.0,0.42,5.88
2022-01-23,9,42.0,0.42,3.78
2022-01-24,88,42.0,0.42,36.96
2022-01-25,64,42.0,0.42,26.88
2022-01-26,48,42.0,0.42,20.16
2022-01-27,90,42.0,0.42,37.8
2022-01-28,100,42.0,0.42,42.0
2022-01-29,20,42.0,0.42,8.4
2022-01-30,9,42.0,0.42,3.78
2022-01-31,48,42.0,0.42,20.16
2022-02-01,78,34.0,0.34,26.520000000000003
2022-02-02,89,34.0,0.34,30.26
2022-02-03,85,34.0,0.34,28.900000000000002
2022-02-04,73,34.0,0.34,24.82
2022-02-05,17,34.0,0.34,5.78
2022-02-06,9,34.0,0.34,3.06
2022-02-07,68,34.0,0.34,23.12
2022-02-08,77,34.0,0.34,26.180000000000003
2022-02-09,69,34.0,0.34,23.46
2022-02-10,88,34.0,0.34,29.92
2022-02-11,64,34.0,0.34,21.76
2022-02-12,17,34.0,0.34,5.78
2022-02-13,10,34.0,0.34,3.4000000000000004
2022-02-14,64,34.0,0.34,21.76
2022-02-15,63,34.0,0.34,21.42
2022-02-16,62,34.0,0.34,21.080000000000002
2022-02-17,58,34.0,0.34,19.720000000000002
2022-02-18,65,34.0,0.34,22.1
2022-02-19,16,34.0,0.34,5.44
2022-02-20,10,34.0,0.34,3.4000000000000004
2022-02-21,19,34.0,0.34,6.460000000000001
2022-02-22,71,34.0,0.34,24.14
2022-02-23,63,34.0,0.34,21.42
2022-02-24,100,34.0,0.34,34.0
2022-02-25,71,34.0,0.34,24.14
2022-02-26,16,34.0,0.34,5.44
2022-02-27,15,34.0,0.34,5.1000000000000005
2022-02-28,68,34.0,0.34,23.12
2022-03-01,73,36.0,0.36,26.279999999999998
2022-03-02,78,36.0,0.36,28.08
2022-03-03,74,36.0,0.36,26.64
2022-03-04,75,36.0,0.36,27.0
2022-03-05,21,36.0,0.36,7.56
2022-03-06,12,36.0,0.36,4.32
2022-03-07,86,36.0,0.36,30.959999999999997
2022-03-08,100,36.0,0.36,36.0
2022-03-09,90,36.0,0.36,32.4
2022-03-10,94,36.0,0.36,33.839999999999996
2022-03-11,79,36.0,0.36,28.439999999999998
2022-03-12,21,36.0,0.36,7.56
2022-03-13,15,36.0,0.36,5.3999999999999995
2022-03-14,100,36.0,0.36,36.0
2022-03-15,88,36.0,0.36,31.68
2022-03-16,100,36.0,0.36,36.0
2022-03-17,80,36.0,0.36,28.799999999999997
2022-03-18,83,36.0,0.36,29.88
2022-03-19,21,36.0,0.36,7.56
2022-03-20,13,36.0,0.36,4.68
2022-03-21,76,36.0,0.36,27.36
2022-03-22,78,36.0,0.36,28.08
2022-03-23,84,36.0,0.36,30.24
2022-03-24,80,36.0,0.36,28.799999999999997
2022-03-25,77,36.0,0.36,27.72
2022-03-26,22,36.0,0.36,7.92
2022-03-27,14,36.0,0.36,5.04
2022-03-28,81,36.0,0.36,29.16
2022-03-29,92,36.0,0.36,33.12
2022-03-30,100,36.0,0.36,36.0
2022-03-31,79,36.0,0.36,28.439999999999998
2022-04-01,31,34.0,0.34,10.540000000000001
2022-04-02,8,34.0,0.34,2.72
2022-04-03,6,34.0,0.34,2.04
2022-04-04,36,34.0,0.34,12.24
2022-04-05,31,34.0,0.34,10.540000000000001
2022-04-06,33,34.0,0.34,11.22
2022-04-07,29,34.0,0.34,9.860000000000001
2022-04-08,32,34.0,0.34,10.88
2022-04-09,7,34.0,0.34,2.3800000000000003
2022-04-10,5,34.0,0.34,1.7000000000000002
2022-04-11,32,34.0,0.34,10.88
2022-04-12,31,34.0,0.34,10.540000000000001
2022-04-13,31,34.0,0.34,10.540000000000001
2022-04-14,30,34.0,0.34,10.200000000000001
2022-04-15,16,34.0,0.34,5.44
2022-04-16,5,34.0,0.34,1.7000000000000002
2022-04-17,4,34.0,0.34,1.36
2022-04-18,32,34.0,0.34,10.88
2022-04-19,29,34.0,0.34,9.860000000000001
2022-04-20,29,34.0,0.34,9.860000000000001
2022-04-21,31,34.0,0.34,10.540000000000001
2022-04-22,32,34.0,0.34,10.88
2022-04-23,10,34.0,0.34,3.4000000000000004
2022-04-24,7,34.0,0.34,2.3800000000000003
2022-04-25,38,34.0,0.34,12.920000000000002
2022-04-26,43,34.0,0.34,14.620000000000001
2022-04-27,45,34.0,0.34,15.3
2022-04-28,100,34.0,0.34,34.0
2022-04-29,71,34.0,0.34,24.14
2022-04-30,15,34.0,0.34,5.1000000000000005
2022-05-01,12,39.0,0.39,4.68
2022-05-02,68,39.0,0.39,26.52
2022-05-03,53,39.0,0.39,20.67
2022-05-04,53,39.0,0.39,20.67
2022-05-05,73,39.0,0.39,28.470000000000002
2022-05-06,67,39.0,0.39,26.130000000000003
2022-05-07,19,39.0,0.39,7.41
2022-05-08,11,39.0,0.39,4.29
2022-05-09,79,39.0,0.39,30.810000000000002
2022-05-10,66,39.0,0.39,25.740000000000002
2022-05-11,84,39.0,0.39,32.76
2022-05-12,100,39.0,0.39,39.0
2022-05-13,73,39.0,0.39,28.470000000000002
2022-05-14,15,39.0,0.39,5.8500000000000005
2022-05-15,10,39.0,0.39,3.9000000000000004
2022-05-16,58,39.0,0.39,22.62
2022-05-17,66,39.0,0.39,25.740000000000002
2022-05-18,76,39.0,0.39,29.64
2022-05-19,80,39.0,0.39,31.200000000000003
2022-05-20,78,39.0,0.39,30.42
2022-05-21,21,39.0,0.39,8.19
2022-05-22,12,39.0,0.39,4.68
2022-05-23,70,39.0,0.39,27.3
2022-05-24,73,39.0,0.39,28.470000000000002
2022-05-25,55,39.0,0.39,21.45
2022-05-26,55,39.0,0.39,21.45
2022-05-27,63,39.0,0.39,24.57
2022-05-28,16,39.0,0.39,6.24
2022-05-29,8,39.0,0.39,3.12
2022-05-30,9,39.0,0.39,3.5100000000000002
2022-05-31,56,39.0,0.39,21.84
2022-06-01,79,32.0,0.32,25.28
2022-06-02,76,32.0,0.32,24.32
2022-06-03,78,32.0,0.32,24.96
2022-06-04,21,32.0,0.32,6.72
2022-06-05,12,32.0,0.32,3.84
2022-06-06,82,32.0,0.32,26.240000000000002
2022-06-07,77,32.0,0.32,24.64
2022-06-08,69,32.0,0.32,22.080000000000002
2022-06-09,66,32.0,0.32,21.12
2022-06-10,82,32.0,0.32,26.240000000000002
2022-06-11,17,32.0,0.32,5.44
2022-06-12,13,32.0,0.32,4.16
2022-06-13,100,32.0,0.32,32.0
2022-06-14,80,32.0,0.32,25.6
2022-06-15,82,32.0,0.32,26.240000000000002
2022-06-16,91,32.0,0.32,29.12
2022-06-17,73,32.0,0.32,23.36
2022-06-18,19,32.0,0.32,6.08
2022-06-19,11,32.0,0.32,3.52
2022-06-20,29,32.0,0.32,9.28
2022-06-21,77,32.0,0.32,24.64
2022-06-22,69,32.0,0.32,22.080000000000002
2022-06-23,69,32.0,0.32,22.080000000000002
2022-06-24,67,32.0,0.32,21.44
2022-06-25,18,32.0,0.32,5.76
2022-06-26,13,32.0,0.32,4.16
2022-06-27,68,32.0,0.32,21.76
2022-06-28,70,32.0,0.32,22.400000000000002
2022-06-29,63,32.0,0.32,20.16
2022-06-30,60,32.0,0.32,19.2
2022-07-01,34,33.0,0.33,11.22
2022-07-02,8,33.0,0.33,2.64
2022-07-03,5,33.0,0.33,1.6500000000000001
2022-07-04,6,33.0,0.33,1.98
2022-07-05,33,33.0,0.33,10.89
2022-07-06,30,33.0,0.33,9.9
2022-07-07,35,33.0,0.33,11.55
2022-07-08,33,33.0,0.33,10.89
2022-07-09,8,33.0,0.33,2.64
2022-07-10,5,33.0,0.33,1.6500000000000001
2022-07-11,35,33.0,0.33,11.55
2022-07-12,34,33.0,0.33,11.22
2022-07-13,32,33.0,0.33,10.56
2022-07-14,35,33.0,0.33,11.55
2022-07-15,36,33.0,0.33,11.88
2022-07-16,9,33.0,0.33,2.97
2022-07-17,6,33.0,0.33,1.98
2022-07-18,42,33.0,0.33,13.860000000000001
2022-07-19,42,33.0,0.33,13.860000000000001
2022-07-20,39,33.0,0.33,12.870000000000001
2022-07-21,42,33.0,0.33,13.860000000000001
2022-07-22,38,33.0,0.33,12.540000000000001
2022-07-23,8,33.0,0.33,2.64
2022-07-24,5,33.0,0.33,1.6500000000000001
2022-07-25,37,33.0,0.33,12.21
2022-07-26,39,33.0,0.33,12.870000000000001
2022-07-27,45,33.0,0.33,14.850000000000001
2022-07-28,100,33.0,0.33,33.0
2022-07-29,87,33.0,0.33,28.71
2022-07-30,12,33.0,0.33,3.96
2022-07-31,9,33.0,0.33,2.97
2022-08-01,93,32.0,0.32,29.76
2022-08-02,76,32.0,0.32,24.32
2022-08-03,89,32.0,0.32,28.48
2022-08-04,87,32.0,0.32,27.84
2022-08-05,78,32.0,0.32,24.96
2022-08-06,19,32.0,0.32,6.08
2022-08-07,12,32.0,0.32,3.84
2022-08-08,85,32.0,0.32,27.2
2022-08-09,77,32.0,0.32,24.64
2022-08-10,89,32.0,0.32,28.48
2022-08-11,81,32.0,0.32,25.92
2022-08-12,100,32.0,0.32,32.0
2022-08-13,23,32.0,0.32,7.36
2022-08-14,16,32.0,0.32,5.12
2022-08-15,87,32.0,0.32,27.84
2022-08-16,89,32.0,0.32,28.48
2022-08-17,91,32.0,0.32,29.12
2022-08-18,88,32.0,0.32,28.16
2022-08-19,85,32.0,0.32,27.2
2022-08-20,17,32.0,0.32,5.44
2022-08-21,14,32.0,0.32,4.48
2022-08-22,77,32.0,0.32,24.64
2022-08-23,72,32.0,0.32,23.04
2022-08-24,70,32.0,0.32,22.400000000000002
2022-08-25,72,32.0,0.32,23.04
2022-08-26,75,32.0,0.32,24.0
2022-08-27,22,32.0,0.32,7.04
2022-08-28,11,32.0,0.32,3.52
2022-08-29,72,32.0,0.32,23.04
2022-08-30,72,32.0,0.32,23.04
2022-08-31,70,32.0,0.32,22.400000000000002
2022-09-01,60,28.0,0.28,16.8
2022-09-02,56,28.0,0.28,15.680000000000001
2022-09-03,13,28.0,0.28,3.6400000000000006
2022-09-04,9,28.0,0.28,2.5200000000000005
2022-09-05,12,28.0,0.28,3.3600000000000003
2022-09-06,61,28.0,0.28,17.080000000000002
2022-09-07,88,28.0,0.28,24.64
2022-09-08,64,28.0,0.28,17.92
2022-09-09,64,28.0,0.28,17.92
2022-09-10,11,28.0,0.28,3.08
2022-09-11,12,28.0,0.28,3.3600000000000003
2022-09-12,66,28.0,0.28,18.48
2022-09-13,84,28.0,0.28,23.520000000000003
2022-09-14,69,28.0,0.28,19.32
2022-09-15,64,28.0,0.28,17.92
2022-09-16,66,28.0,0.28,18.48
2022-09-17,17,28.0,0.28,4.760000000000001
2022-09-18,10,28.0,0.28,2.8000000000000003
2022-09-19,58,28.0,0.28,16.240000000000002
2022-09-20,62,28.0,0.28,17.360000000000003
2022-09-21,68,28.0,0.28,19.040000000000003
2022-09-22,64,28.0,0.28,17.92
2022-09-23,65,28.0,0.28,18.200000000000003
2022-09-24,17,28.0,0.28,4.760000000000001
2022-09-25,11,28.0,0.28,3.08
2022-09-26,58,28.0,0.28,16.240000000000002
2022-09-27,57,28.0,0.28,15.96
2022-09-28,100,28.0,0.28,28.000000000000004
2022-09-29,92,28.0,0.28,25.76
2022-09-30,81,28.0,0.28,22.680000000000003
2022-10-01,11,31.0,0.31,3.41
2022-10-02,8,31.0,0.31,2.48
2022-10-03,38,31.0,0.31,11.78
2022-10-04,41,31.0,0.31,12.709999999999999
2022-10-05,35,31.0,0.31,10.85
2022-10-06,32,31.0,0.31,9.92
2022-10-07,34,31.0,0.31,10.54
2022-10-08,8,31.0,0.31,2.48
2022-10-09,5,31.0,0.31,1.55
2022-10-10,28,31.0,0.31,8.68
2022-10-11,32,31.0,0.31,9.92
2022-10-12,30,31.0,0.31,9.3
2022-10-13,35,31.0,0.31,10.85
2022-10-14,30,31.0,0.31,9.3
2022-10-15,7,31.0,0.31,2.17
2022-10-16,5,31.0,0.31,1.55
2022-10-17,33,31.0,0.31,10.23
2022-10-18,37,31.0,0.31,11.47
2022-10-19,32,31.0,0.31,9.92
2022-10-20,33,31.0,0.31,10.23
2022-10-21,30,31.0,0.31,9.3
2022-10-22,7,31.0,0.31,2.17
2022-10-23,5,31.0,0.31,1.55
2022-10-24,34,31.0,0.31,10.54
2022-10-25,39,31.0,0.31,12.09
2022-10-26,45,31.0,0.31,13.95
2022-10-27,100,31.0,0.31,31.0
2022-10-28,90,31.0,0.31,27.9
2022-10-29,16,31.0,0.31,4.96
2022-10-30,8,31.0,0.31,2.48
2022-10-31,40,31.0,0.31,12.4
2022-11-01,87,28.0,0.28,24.360000000000003
2022-11-02,100,28.0,0.28,28.000000000000004
2022-11-03,98,28.0,0.28,27.44
2022-11-04,92,28.0,0.28,25.76
2022-11-05,24,28.0,0.28,6.720000000000001
2022-11-06,14,28.0,0.28,3.9200000000000004
2022-11-07,92,28.0,0.28,25.76
2022-11-08,86,28.0,0.28,24.080000000000002
2022-11-09,76,28.0,0.28,21.28
2022-11-10,100,28.0,0.28,28.000000000000004
2022-11-11,98,28.0,0.28,27.44
2022-11-12,19,28.0,0.28,5.32
2022-11-13,13,28.0,0.28,3.6400000000000006
2022-11-14,79,28.0,0.28,22.12
2022-11-15,87,28.0,0.28,24.360000000000003
2022-11-16,81,28.0,0.28,22.680000000000003
2022-11-17,77,28.0,0.28,21.560000000000002
2022-11-18,78,28.0,0.28,21.840000000000003
2022-11-19,19,28.0,0.28,5.32
2022-11-20,11,28.0,0.28,3.08
2022-11-21,73,28.0,0.28,20.44
2022-11-22,70,28.0,0.28,19.6
2022-11-23,70,28.0,0.28,19.6
2022-11-24,17,28.0,0.28,4.760000000000001
2022-11-25,59,28.0,0.28,16.520000000000003
2022-11-26,15,28.0,0.28,4.2
2022-11-27,14,28.0,0.28,3.9200000000000004
2022-11-28,80,28.0,0.28,22.400000000000002
2022-11-29,82,28.0,0.28,22.96
2022-11-30,81,28.0,0.28,22.680000000000003
2022-12-01,84,24.0,0.24,20.16
2022-12-02,77,24.0,0.24,18.48
2022-12-03,17,24.0,0.24,4.08
2022-12-04,13,24.0,0.24,3.12
2022-12-05,85,24.0,0.24,20.4
2022-12-06,70,24.0,0.24,16.8
2022-12-07,75,24.0,0.24,18.0
2022-12-08,64,24.0,0.24,15.36
2022-12-09,72,24.0,0.24,17.28
2022-12-10,14,24.0,0.24,3.36
2022-12-11,9,24.0,0.24,2.16
2022-12-12,67,24.0,0.24,16.08
2022-12-13,88,24.0,0.24,21.119999999999997
2022-12-14,78,24.0,0.24,18.72
2022-12-15,89,24.0,0.24,21.36
2022-12-16,81,24.0,0.24,19.439999999999998
2022-12-17,19,24.0,0.24,4.56
2022-12-18,12,24.0,0.24,2.88
2022-12-19,85,24.0,0.24,20.4
2022-12-20,96,24.0,0.24,23.04
2022-12-21,97,24.0,0.24,23.279999999999998
2022-12-22,86,24.0,0.24,20.64
2022-12-23,74,24.0,0.24,17.759999999999998
2022-12-24,22,24.0,0.24,5.279999999999999
2022-12-25,12,24.0,0.24,2.88
2022-12-26,23,24.0,0.24,5.52
2022-12-27,92,24.0,0.24,22.08
2022-12-28,100,24.0,0.24,24.0
2022-12-29,98,24.0,0.24,23.52
2022-12-30,81,24.0,0.24,19.439999999999998
2022-12-31,23,24.0,0.24,5.52
2023-01-01,10,28.0,0.28,2.8000000000000003
2023-01-02,19,28.0,0.28,5.32
2023-01-03,100,28.0,0.28,28.000000000000004
2023-01-04,87,28.0,0.28,24.360000000000003
2023-01-05,73,28.0,0.28,20.44
2023-01-06,72,28.0,0.28,20.160000000000004
2023-01-07,18,28.0,0.28,5.040000000000001
2023-01-08,13,28.0,0.28,3.6400000000000006
2023-01-09,70,28.0,0.28,19.6
2023-01-10,59,28.0,0.28,16.520000000000003
2023-01-11,69,28.0,0.28,19.32
2023-01-12,65,28.0,0.28,18.200000000000003
2023-01-13,62,28.0,0.28,17.360000000000003
2023-01-14,13,28.0,0.28,3.6400000000000006
2023-01-15,9,28.0,0.28,2.5200000000000005
2023-01-16,18,28.0,0.28,5.040000000000001
2023-01-17,63,28.0,0.28,17.64
2023-01-18,62,28.0,0.28,17.360000000000003
2023-01-19,60,28.0,0.28,16.8
2023-01-20,55,28.0,0.28,15.400000000000002
2023-01-21,16,28.0,0.28,4.48
2023-01-22,12,28.0,0.28,3.3600000000000003
2023-01-23,70,28.0,0.28,19.6
2023-01-24,77,28.0,0.28,21.560000000000002
2023-01-25,64,28.0,0.28,17.92
2023-01-26,74,28.0,0.28,20.720000000000002
2023-01-27,67,28.0,0.28,18.76
2023-01-28,18,28.0,0.28,5.040000000000001
2023-01-29,15,28.0,0.28,4.2
2023-01-30,66,28.0,0.28,18.48
2023-01-31,65,28.0,0.28,18.200000000000003
2023-02-01,45,30.0,0.3,13.5
2023-02-02,98,30.0,0.3,29.4
2023-02-03,100,30.0,0.3,30.0
2023-02-04,15,30.0,0.3,4.5
2023-02-05,9,30.0,0.3,2.6999999999999997
2023-02-06,39,30.0,0.3,11.7
2023-02-07,41,30.0,0.3,12.299999999999999
2023-02-08,35,30.0,0.3,10.5
2023-02-09,37,30.0,0.3,11.1
2023-02-10,33,30.0,0.3,9.9
2023-02-11,8,30.0,0.3,2.4
2023-02-12,6,30.0,0.3,1.7999999999999998
2023-02-13,31,30.0,0.3,9.299999999999999
2023-02-14,31,30.0,0.3,9.299999999999999
2023-02-15,39,30.0,0.3,11.7
2023-02-16,35,30.0,0.3,10.5
2023-02-17,32,30.0,0.3,9.6
2023-02-18,8,30.0,0.3,2.4
2023-02-19,5,30.0,0.3,1.5
2023-02-20,9,30.0,0.3,2.6999999999999997
2023-02-21,28,30.0,0.3,8.4
2023-02-22,29,30.0,0.3,8.7
2023-02-23,29,30.0,0.3,8.7
2023-02-24,26,30.0,0.3,7.8
2023-02-25,7,30.0,0.3,2.1
2023-02-26,4,30.0,0.3,1.2
2023-02-27,29,30.0,0.3,8.7
2023-02-28,27,30.0,0.3,8.1
2023-03-01,55,24.0,0.24,13.2
2023-03-02,65,24.0,0.24,15.6
2023-03-03,67,24.0,0.24,16.08
2023-03-04,16,24.0,0.24,3.84
2023-03-05,11,24.0,0.24,2.6399999999999997
2023-03-06,100,24.0,0.24,24.0
2023-03-07,80,24.0,0.24,19.2
2023-03-08,75,24.0,0.24,18.0
2023-03-09,69,24.0,0.24,16.56
2023-03-10,72,24.0,0.24,17.28
2023-03-11,16,24.0,0.24,3.84
2023-03-12,11,24.0,0.24,2.6399999999999997
2023-03-13,84,24.0,0.24,20.16
2023-03-14,77,24.0,0.24,18.48
2023-03-15,75,24.0,0.24,18.0
2023-03-16,73,24.0,0.24,17.52
2023-03-17,72,24.0,0.24,17.28
2023-03-18,15,24.0,0.24,3.5999999999999996
2023-03-19,13,24.0,0.24,3.12
2023-03-20,81,24.0,0.24,19.439999999999998
2023-03-21,84,24.0,0.24,20.16
2023-03-22,78,24.0,0.24,18.72
2023-03-23,87,24.0,0.24,20.88
2023-03-24,75,24.0,0.24,18.0
2023-03-25,16,24.0,0.24,3.84
2023-03-26,16,24.0,0.24,3.84
2023-03-27,77,24.0,0.24,18.48
2023-03-28,67,24.0,0.24,16.08
2023-03-29,78,24.0,0.24,18.72
2023-03-30,85,24.0,0.24,20.4
2023-03-31,82,24.0,0.24,19.68
2023-04-01,19,24.0,0.24,4.56
2023-04-02,17,24.0,0.24,4.08
2023-04-03,92,24.0,0.24,22.08
2023-04-04,88,24.0,0.24,21.119999999999997
2023-04-05,77,24.0,0.24,18.48
2023-04-06,78,24.0,0.24,18.72
2023-04-07,42,24.0,0.24,10.08
2023-04-08,15,24.0,0.24,3.5999999999999996
2023-04-09,13,24.0,0.24,3.12
2023-04-10,88,24.0,0.24,21.119999999999997
2023-04-11,90,24.0,0.24,21.599999999999998
2023-04-12,82,24.0,0.24,19.68
2023-04-13,91,24.0,0.24,21.84
2023-04-14,97,24.0,0.24,23.279999999999998
2023-04-15,17,24.0,0.24,4.08
2023-04-16,17,24.0,0.24,4.08
2023-04-17,88,24.0,0.24,21.119999999999997
2023-04-18,95,24.0,0.24,22.8
2023-04-19,97,24.0,0.24,23.279999999999998
2023-04-20,89,24.0,0.24,21.36
2023-04-21,87,24.0,0.24,20.88
2023-04-22,16,24.0,0.24,3.84
2023-04-23,13,24.0,0.24,3.12
2023-04-24,82,24.0,0.24,19.68
2023-04-25,87,24.0,0.24,20.88
2023-04-26,85,24.0,0.24,20.4
2023-04-27,100,24.0,0.24,24.0
2023-04-28,83,24.0,0.24,19.919999999999998
2023-04-29,23,24.0,0.24,5.52
2023-04-30,19,24.0,0.24,4.56
2023-05-01,39,33.0,0.33,12.870000000000001
2023-05-02,42,33.0,0.33,13.860000000000001
2023-05-03,47,33.0,0.33,15.510000000000002
2023-05-04,100,33.0,0.33,33.0
2023-05-05,92,33.0,0.33,30.360000000000003
2023-05-06,20,33.0,0.33,6.6000000000000005
