date,KO
2013-08-22,35.699999999999996
2013-08-23,29.82
2013-08-24,39.48
2013-08-25,41.16
2013-08-26,39.9
2013-08-27,39.059999999999995
2013-08-28,36.96
2013-08-29,36.96
2013-08-30,36.12
2013-08-31,32.76
2013-09-01,31.6
2013-09-02,30.8
2013-09-03,30.400000000000002
2013-09-04,28.8
2013-09-05,28.8
2013-09-06,30.8
2013-09-07,32.800000000000004
2013-09-08,33.6
2013-09-09,32.0
2013-09-10,29.6
2013-09-11,31.200000000000003
2013-09-12,30.8
2013-09-13,34.800000000000004
2013-09-14,34.0
2013-09-15,40.0
2013-09-16,32.4
2013-09-17,31.200000000000003
2013-09-18,34.800000000000004
2013-09-19,33.2
2013-09-20,34.0
2013-09-21,31.200000000000003
2013-09-22,29.6
2013-09-23,31.200000000000003
2013-09-24,30.8
2013-09-25,31.200000000000003
2013-09-26,32.0
2013-09-27,35.2
2013-09-28,35.2
2013-09-29,30.400000000000002
2013-09-30,31.6
2013-10-01,35.04
2013-10-02,39.839999999999996
2013-10-03,38.4
2013-10-04,38.4
2013-10-05,39.36
2013-10-06,34.56
2013-10-07,38.879999999999995
2013-10-08,45.12
2013-10-09,41.76
2013-10-10,46.559999999999995
2013-10-11,46.559999999999995
2013-10-12,39.839999999999996
2013-10-13,36.48
2013-10-14,43.68
2013-10-15,43.199999999999996
2013-10-16,44.16
2013-10-17,39.36
2013-10-18,48.0
2013-10-19,44.64
2013-10-20,40.8
2013-10-21,40.8
2013-10-22,41.28
2013-10-23,41.76
2013-10-24,43.199999999999996
2013-10-25,42.72
2013-10-26,38.4
2013-10-27,41.28
2013-10-28,48.0
2013-10-29,43.68
2013-10-30,43.199999999999996
2013-10-31,41.76
2013-11-01,38.64
2013-11-02,34.04
2013-11-03,31.28
2013-11-04,34.96
2013-11-05,40.02
2013-11-06,39.56
2013-11-07,40.480000000000004
2013-11-08,41.86
2013-11-09,37.72
2013-11-10,43.7
2013-11-11,43.24
2013-11-12,37.260000000000005
2013-11-13,40.02
2013-11-14,39.56
2013-11-15,36.800000000000004
2013-11-16,41.86
2013-11-17,35.88
2013-11-18,37.72
2013-11-19,40.940000000000005
2013-11-20,41.4
2013-11-21,43.7
2013-11-22,46.0
2013-11-23,45.54
2013-11-24,40.940000000000005
2013-11-25,42.32
2013-11-26,38.64
2013-11-27,38.64
2013-11-28,36.800000000000004
2013-11-29,43.7
2013-11-30,36.34
2013-12-01,34.5
2013-12-02,39.0
2013-12-03,37.0
2013-12-04,42.0
2013-12-05,40.5
2013-12-06,37.0
2013-12-07,46.5
2013-12-08,35.0
2013-12-09,42.0
2013-12-10,37.0
2013-12-11,41.5
2013-12-12,42.0
2013-12-13,44.0
2013-12-14,47.0
2013-12-15,41.5
2013-12-16,44.0
2013-12-17,43.5
2013-12-18,44.5
2013-12-19,44.5
2013-12-20,45.5
2013-12-21,37.5
2013-12-22,41.5
2013-12-23,49.0
2013-12-24,48.0
2013-12-25,47.5
2013-12-26,50.0
2013-12-27,44.5
2013-12-28,42.0
2013-12-29,44.5
2013-12-30,41.5
2013-12-31,46.5
2014-01-01,41.83
2014-01-02,47.0
2014-01-03,40.89
2014-01-04,39.48
2014-01-05,38.54
2014-01-06,39.01
2014-01-07,39.01
2014-01-08,39.949999999999996
2014-01-09,42.3
2014-01-10,39.01
2014-01-11,31.02
2014-01-12,37.599999999999994
2014-01-13,36.19
2014-01-14,38.07
2014-01-15,35.72
2014-01-16,30.08
2014-01-17,41.36
2014-01-18,36.66
2014-01-19,31.959999999999997
2014-01-20,33.37
2014-01-21,38.07
2014-01-22,39.01
2014-01-23,39.01
2014-01-24,42.769999999999996
2014-01-25,34.78
2014-01-26,35.72
2014-01-27,33.839999999999996
2014-01-28,31.959999999999997
2014-01-29,36.19
2014-01-30,38.07
2014-01-31,35.72
2014-02-01,36.92
2014-02-02,34.32
2014-02-03,35.88
2014-02-04,43.68
2014-02-05,43.68
2014-02-06,46.800000000000004
2014-02-07,43.160000000000004
