date,CSCO_unscaled,CSCO_monthly,scale,CSCO
2021-07-10,19,42.0,0.42,7.9799999999999995
2021-07-11,0,42.0,0.42,0.0
2021-07-12,68,42.0,0.42,28.56
2021-07-13,92,42.0,0.42,38.64
2021-07-14,53,42.0,0.42,22.259999999999998
2021-07-15,71,42.0,0.42,29.82
2021-07-16,71,42.0,0.42,29.82
2021-07-17,21,42.0,0.42,8.82
2021-07-18,12,42.0,0.42,5.04
2021-07-19,59,42.0,0.42,24.779999999999998
2021-07-20,80,42.0,0.42,33.6
2021-07-21,59,42.0,0.42,24.779999999999998
2021-07-22,82,42.0,0.42,34.44
2021-07-23,84,42.0,0.42,35.28
2021-07-24,19,42.0,0.42,7.9799999999999995
2021-07-25,21,42.0,0.42,8.82
2021-07-26,100,42.0,0.42,42.0
2021-07-27,99,42.0,0.42,41.58
2021-07-28,63,42.0,0.42,26.459999999999997
2021-07-29,71,42.0,0.42,29.82
2021-07-30,62,42.0,0.42,26.04
2021-07-31,35,42.0,0.42,14.7
2021-08-01,5,56.0,0.56,2.8000000000000003
2021-08-02,27,56.0,0.56,15.120000000000001
2021-08-03,37,56.0,0.56,20.720000000000002
2021-08-04,64,56.0,0.56,35.84
2021-08-05,52,56.0,0.56,29.120000000000005
2021-08-06,42,56.0,0.56,23.520000000000003
2021-08-07,7,56.0,0.56,3.9200000000000004
2021-08-08,12,56.0,0.56,6.720000000000001
2021-08-09,55,56.0,0.56,30.800000000000004
2021-08-10,48,56.0,0.56,26.880000000000003
2021-08-11,52,56.0,0.56,29.120000000000005
2021-08-12,48,56.0,0.56,26.880000000000003
2021-08-13,43,56.0,0.56,24.080000000000002
2021-08-14,16,56.0,0.56,8.96
2021-08-15,16,56.0,0.56,8.96
2021-08-16,45,56.0,0.56,25.200000000000003
2021-08-17,52,56.0,0.56,29.120000000000005
2021-08-18,92,56.0,0.56,51.52
2021-08-19,100,56.0,0.56,56.00000000000001
2021-08-20,78,56.0,0.56,43.68000000000001
2021-08-21,28,56.0,0.56,15.680000000000001
2021-08-22,7,56.0,0.56,3.9200000000000004
2021-08-23,73,56.0,0.56,40.88
2021-08-24,71,56.0,0.56,39.760000000000005
2021-08-25,76,56.0,0.56,42.56
2021-08-26,67,56.0,0.56,37.52
2021-08-27,73,56.0,0.56,40.88
2021-08-28,11,56.0,0.56,6.16
2021-08-29,14,56.0,0.56,7.840000000000001
2021-08-30,40,56.0,0.56,22.400000000000002
2021-08-31,49,56.0,0.56,27.44
2021-09-01,55,42.0,0.42,23.099999999999998
2021-09-02,44,42.0,0.42,18.48
2021-09-03,71,42.0,0.42,29.82
2021-09-04,16,42.0,0.42,6.72
2021-09-05,9,42.0,0.42,3.78
2021-09-06,11,42.0,0.42,4.62
2021-09-07,74,42.0,0.42,31.08
2021-09-08,51,42.0,0.42,21.419999999999998
2021-09-09,47,42.0,0.42,19.74
2021-09-10,64,42.0,0.42,26.88
2021-09-11,14,42.0,0.42,5.88
2021-09-12,0,42.0,0.42,0.0
2021-09-13,53,42.0,0.42,22.259999999999998
2021-09-14,43,42.0,0.42,18.06
2021-09-15,66,42.0,0.42,27.72
2021-09-16,100,42.0,0.42,42.0
2021-09-17,78,42.0,0.42,32.76
2021-09-18,10,42.0,0.42,4.2
2021-09-19,16,42.0,0.42,6.72
2021-09-20,74,42.0,0.42,31.08
2021-09-21,61,42.0,0.42,25.619999999999997
2021-09-22,70,42.0,0.42,29.4
2021-09-23,46,42.0,0.42,19.32
2021-09-24,65,42.0,0.42,27.3
2021-09-25,16,42.0,0.42,6.72
2021-09-26,8,42.0,0.42,3.36
2021-09-27,60,42.0,0.42,25.2
2021-09-28,56,42.0,0.42,23.52
2021-09-29,73,42.0,0.42,30.66
2021-09-30,71,42.0,0.42,29.82
2021-10-01,83,38.0,0.38,31.54
2021-10-02,31,38.0,0.38,11.78
2021-10-03,20,38.0,0.38,7.6
2021-10-04,51,38.0,0.38,19.38
2021-10-05,94,38.0,0.38,35.72
2021-10-06,100,38.0,0.38,38.0
2021-10-07,56,38.0,0.38,21.28
2021-10-08,69,38.0,0.38,26.22
2021-10-09,31,38.0,0.38,11.78
2021-10-10,10,38.0,0.38,3.8
2021-10-11,53,38.0,0.38,20.14
2021-10-12,30,38.0,0.38,11.4
2021-10-13,52,38.0,0.38,19.76
2021-10-14,98,38.0,0.38,37.24
2021-10-15,75,38.0,0.38,28.5
2021-10-16,33,38.0,0.38,12.540000000000001
2021-10-17,31,38.0,0.38,11.78
2021-10-18,86,38.0,0.38,32.68
2021-10-19,85,38.0,0.38,32.3
2021-10-20,82,38.0,0.38,31.16
2021-10-21,77,38.0,0.38,29.26
2021-10-22,78,38.0,0.38,29.64
2021-10-23,40,38.0,0.38,15.2
2021-10-24,30,38.0,0.38,11.4
2021-10-25,50,38.0,0.38,19.0
2021-10-26,87,38.0,0.38,33.06
2021-10-27,66,38.0,0.38,25.080000000000002
2021-10-28,82,38.0,0.38,31.16
2021-10-29,67,38.0,0.38,25.46
2021-10-30,39,38.0,0.38,14.82
2021-10-31,13,38.0,0.38,4.94
2021-11-01,21,54.0,0.54,11.34
2021-11-02,31,54.0,0.54,16.740000000000002
2021-11-03,31,54.0,0.54,16.740000000000002
2021-11-04,22,54.0,0.54,11.88
2021-11-05,32,54.0,0.54,17.28
2021-11-06,7,54.0,0.54,3.7800000000000002
2021-11-07,9,54.0,0.54,4.86
2021-11-08,21,54.0,0.54,11.34
2021-11-09,22,54.0,0.54,11.88
2021-11-10,21,54.0,0.54,11.34
2021-11-11,25,54.0,0.54,13.5
2021-11-12,33,54.0,0.54,17.82
2021-11-13,12,54.0,0.54,6.48
2021-11-14,4,54.0,0.54,2.16
2021-11-15,30,54.0,0.54,16.200000000000003
2021-11-16,35,54.0,0.54,18.900000000000002
2021-11-17,67,54.0,0.54,36.18
2021-11-18,100,54.0,0.54,54.0
2021-11-19,50,54.0,0.54,27.0
2021-11-20,9,54.0,0.54,4.86
2021-11-21,0,54.0,0.54,0.0
2021-11-22,34,54.0,0.54,18.36
2021-11-23,26,54.0,0.54,14.040000000000001
2021-11-24,14,54.0,0.54,7.5600000000000005
2021-11-25,10,54.0,0.54,5.4
2021-11-26,23,54.0,0.54,12.420000000000002
2021-11-27,9,54.0,0.54,4.86
2021-11-28,2,54.0,0.54,1.08
2021-11-29,24,54.0,0.54,12.96
2021-11-30,26,54.0,0.54,14.040000000000001
2021-12-01,57,52.0,0.52,29.64
2021-12-02,93,52.0,0.52,48.36
2021-12-03,67,52.0,0.52,34.84
2021-12-04,0,52.0,0.52,0.0
2021-12-05,0,52.0,0.52,0.0
2021-12-06,57,52.0,0.52,29.64
2021-12-07,60,52.0,0.52,31.200000000000003
2021-12-08,81,52.0,0.52,42.120000000000005
2021-12-09,78,52.0,0.52,40.56
2021-12-10,79,52.0,0.52,41.08
2021-12-11,34,52.0,0.52,17.68
2021-12-12,15,52.0,0.52,7.800000000000001
2021-12-13,39,52.0,0.52,20.28
2021-12-14,41,52.0,0.52,21.32
2021-12-15,72,52.0,0.52,37.44
2021-12-16,94,52.0,0.52,48.88
2021-12-17,70,52.0,0.52,36.4
2021-12-18,16,52.0,0.52,8.32
2021-12-19,14,52.0,0.52,7.28
2021-12-20,46,52.0,0.52,23.92
2021-12-21,100,52.0,0.52,52.0
2021-12-22,63,52.0,0.52,32.76
2021-12-23,68,52.0,0.52,35.36
2021-12-24,26,52.0,0.52,13.52
2021-12-25,10,52.0,0.52,5.2
2021-12-26,6,52.0,0.52,3.12
2021-12-27,66,52.0,0.52,34.32
2021-12-28,74,52.0,0.52,38.480000000000004
2021-12-29,79,52.0,0.52,41.08
2021-12-30,69,52.0,0.52,35.88
2021-12-31,47,52.0,0.52,24.44
2022-01-01,15,52.0,0.52,7.800000000000001
2022-01-02,16,52.0,0.52,8.32
2022-01-03,68,52.0,0.52,35.36
2022-01-04,94,52.0,0.52,48.88
2022-01-05,65,52.0,0.52,33.800000000000004
2022-01-06,56,52.0,0.52,29.12
2022-01-07,51,52.0,0.52,26.52
2022-01-08,15,52.0,0.52,7.800000000000001
2022-01-09,7,52.0,0.52,3.64
2022-01-10,50,52.0,0.52,26.0
2022-01-11,50,52.0,0.52,26.0
2022-01-12,59,52.0,0.52,30.68
2022-01-13,69,52.0,0.52,35.88
2022-01-14,42,52.0,0.52,21.84
2022-01-15,25,52.0,0.52,13.0
2022-01-16,0,52.0,0.52,0.0
2022-01-17,26,52.0,0.52,13.52
2022-01-18,58,52.0,0.52,30.16
2022-01-19,49,52.0,0.52,25.48
2022-01-20,46,52.0,0.52,23.92
2022-01-21,49,52.0,0.52,25.48
2022-01-22,27,52.0,0.52,14.040000000000001
2022-01-23,8,52.0,0.52,4.16
2022-01-24,100,52.0,0.52,52.0
2022-01-25,51,52.0,0.52,26.52
2022-01-26,48,52.0,0.52,24.96
2022-01-27,38,52.0,0.52,19.76
2022-01-28,44,52.0,0.52,22.880000000000003
2022-01-29,18,52.0,0.52,9.36
2022-01-30,15,52.0,0.52,7.800000000000001
2022-01-31,28,52.0,0.52,14.56
2022-02-01,26,58.0,0.58,15.079999999999998
2022-02-02,31,58.0,0.58,17.98
2022-02-03,34,58.0,0.58,19.72
2022-02-04,39,58.0,0.58,22.619999999999997
2022-02-05,5,58.0,0.58,2.9
2022-02-06,6,58.0,0.58,3.4799999999999995
2022-02-07,22,58.0,0.58,12.76
2022-02-08,35,58.0,0.58,20.299999999999997
2022-02-09,29,58.0,0.58,16.82
2022-02-10,28,58.0,0.58,16.24
2022-02-11,33,58.0,0.58,19.139999999999997
2022-02-12,10,58.0,0.58,5.8
2022-02-13,14,58.0,0.58,8.12
2022-02-14,38,58.0,0.58,22.04
2022-02-15,39,58.0,0.58,22.619999999999997
2022-02-16,83,58.0,0.58,48.13999999999999
2022-02-17,100,58.0,0.58,57.99999999999999
2022-02-18,61,58.0,0.58,35.379999999999995
2022-02-19,18,58.0,0.58,10.44
2022-02-20,8,58.0,0.58,4.64
2022-02-21,23,58.0,0.58,13.34
2022-02-22,39,58.0,0.58,22.619999999999997
2022-02-23,26,58.0,0.58,15.079999999999998
2022-02-24,42,58.0,0.58,24.36
2022-02-25,42,58.0,0.58,24.36
2022-02-26,15,58.0,0.58,8.7
2022-02-27,3,58.0,0.58,1.7399999999999998
2022-02-28,32,58.0,0.58,18.56
2022-03-01,76,39.0,0.39,29.64
2022-03-02,93,39.0,0.39,36.27
2022-03-03,77,39.0,0.39,30.03
2022-03-04,64,39.0,0.39,24.96
2022-03-05,37,39.0,0.39,14.43
2022-03-06,12,39.0,0.39,4.68
2022-03-07,80,39.0,0.39,31.200000000000003
2022-03-08,60,39.0,0.39,23.400000000000002
2022-03-09,85,39.0,0.39,33.15
2022-03-10,100,39.0,0.39,39.0
2022-03-11,76,39.0,0.39,29.64
2022-03-12,35,39.0,0.39,13.65
2022-03-13,20,39.0,0.39,7.800000000000001
2022-03-14,58,39.0,0.39,22.62
2022-03-15,65,39.0,0.39,25.35
2022-03-16,89,39.0,0.39,34.71
2022-03-17,63,39.0,0.39,24.57
2022-03-18,75,39.0,0.39,29.25
2022-03-19,17,39.0,0.39,6.63
2022-03-20,19,39.0,0.39,7.41
2022-03-21,53,39.0,0.39,20.67
2022-03-22,78,39.0,0.39,30.42
2022-03-23,61,39.0,0.39,23.79
2022-03-24,88,39.0,0.39,34.32
2022-03-25,48,39.0,0.39,18.72
2022-03-26,25,39.0,0.39,9.75
2022-03-27,18,39.0,0.39,7.0200000000000005
2022-03-28,61,39.0,0.39,23.79
2022-03-29,72,39.0,0.39,28.080000000000002
2022-03-30,48,39.0,0.39,18.72
2022-03-31,53,39.0,0.39,20.67
2022-04-01,94,35.0,0.35,32.9
2022-04-02,33,35.0,0.35,11.549999999999999
2022-04-03,17,35.0,0.35,5.949999999999999
2022-04-04,61,35.0,0.35,21.349999999999998
2022-04-05,63,35.0,0.35,22.049999999999997
2022-04-06,84,35.0,0.35,29.4
2022-04-07,56,35.0,0.35,19.599999999999998
2022-04-08,66,35.0,0.35,23.099999999999998
2022-04-09,22,35.0,0.35,7.699999999999999
2022-04-10,0,35.0,0.35,0.0
2022-04-11,74,35.0,0.35,25.9
2022-04-12,100,35.0,0.35,35.0
2022-04-13,54,35.0,0.35,18.9
2022-04-14,45,35.0,0.35,15.749999999999998
2022-04-15,35,35.0,0.35,12.25
2022-04-16,8,35.0,0.35,2.8
2022-04-17,9,35.0,0.35,3.15
2022-04-18,82,35.0,0.35,28.7
2022-04-19,71,35.0,0.35,24.849999999999998
2022-04-20,88,35.0,0.35,30.799999999999997
2022-04-21,87,35.0,0.35,30.45
2022-04-22,79,35.0,0.35,27.65
2022-04-23,27,35.0,0.35,9.45
2022-04-24,12,35.0,0.35,4.199999999999999
2022-04-25,58,35.0,0.35,20.299999999999997
2022-04-26,68,35.0,0.35,23.799999999999997
2022-04-27,87,35.0,0.35,30.45
2022-04-28,87,35.0,0.35,30.45
2022-04-29,59,35.0,0.35,20.65
2022-04-30,28,35.0,0.35,9.799999999999999
2022-05-01,5,53.0,0.53,2.6500000000000004
2022-05-02,16,53.0,0.53,8.48
2022-05-03,20,53.0,0.53,10.600000000000001
2022-05-04,12,53.0,0.53,6.36
2022-05-05,19,53.0,0.53,10.07
2022-05-06,15,53.0,0.53,7.95
2022-05-07,9,53.0,0.53,4.7700000000000005
2022-05-08,0,53.0,0.53,0.0
2022-05-09,18,53.0,0.53,9.540000000000001
2022-05-10,20,53.0,0.53,10.600000000000001
2022-05-11,16,53.0,0.53,8.48
2022-05-12,12,53.0,0.53,6.36
2022-05-13,17,53.0,0.53,9.01
2022-05-14,4,53.0,0.53,2.12
2022-05-15,3,53.0,0.53,1.59
2022-05-16,18,53.0,0.53,9.540000000000001
2022-05-17,21,53.0,0.53,11.13
2022-05-18,76,53.0,0.53,40.28
2022-05-19,100,53.0,0.53,53.0
2022-05-20,48,53.0,0.53,25.44
2022-05-21,8,53.0,0.53,4.24
2022-05-22,6,53.0,0.53,3.18
2022-05-23,25,53.0,0.53,13.25
2022-05-24,26,53.0,0.53,13.780000000000001
2022-05-25,23,53.0,0.53,12.190000000000001
2022-05-26,23,53.0,0.53,12.190000000000001
2022-05-27,20,53.0,0.53,10.600000000000001
2022-05-28,6,53.0,0.53,3.18
2022-05-29,5,53.0,0.53,2.6500000000000004
2022-05-30,4,53.0,0.53,2.12
2022-05-31,17,53.0,0.53,9.01
2022-06-01,100,37.0,0.37,37.0
2022-06-02,82,37.0,0.37,30.34
2022-06-03,50,37.0,0.37,18.5
2022-06-04,0,37.0,0.37,0.0
2022-06-05,21,37.0,0.37,7.77
2022-06-06,55,37.0,0.37,20.35
2022-06-07,82,37.0,0.37,30.34
2022-06-08,72,37.0,0.37,26.64
2022-06-09,56,37.0,0.37,20.72
2022-06-10,52,37.0,0.37,19.24
2022-06-11,38,37.0,0.37,14.06
2022-06-12,8,37.0,0.37,2.96
2022-06-13,84,37.0,0.37,31.08
2022-06-14,70,37.0,0.37,25.9
2022-06-15,99,37.0,0.37,36.63
2022-06-16,71,37.0,0.37,26.27
2022-06-17,47,37.0,0.37,17.39
2022-06-18,15,37.0,0.37,5.55
2022-06-19,33,37.0,0.37,12.209999999999999
2022-06-20,42,37.0,0.37,15.54
2022-06-21,66,37.0,0.37,24.419999999999998
2022-06-22,68,37.0,0.37,25.16
2022-06-23,87,37.0,0.37,32.19
2022-06-24,53,37.0,0.37,19.61
2022-06-25,31,37.0,0.37,11.47
2022-06-26,0,37.0,0.37,0.0
2022-06-27,50,37.0,0.37,18.5
2022-06-28,53,37.0,0.37,19.61
2022-06-29,58,37.0,0.37,21.46
2022-06-30,50,37.0,0.37,18.5
2022-07-01,66,36.0,0.36,23.759999999999998
2022-07-02,35,36.0,0.36,12.6
2022-07-03,14,36.0,0.36,5.04
2022-07-04,0,36.0,0.36,0.0
2022-07-05,76,36.0,0.36,27.36
2022-07-06,75,36.0,0.36,27.0
2022-07-07,82,36.0,0.36,29.52
2022-07-08,73,36.0,0.36,26.279999999999998
2022-07-09,28,36.0,0.36,10.08
2022-07-10,28,36.0,0.36,10.08
2022-07-11,64,36.0,0.36,23.04
2022-07-12,88,36.0,0.36,31.68
2022-07-13,83,36.0,0.36,29.88
2022-07-14,74,36.0,0.36,26.64
2022-07-15,77,36.0,0.36,27.72
2022-07-16,26,36.0,0.36,9.36
2022-07-17,40,36.0,0.36,14.399999999999999
2022-07-18,86,36.0,0.36,30.959999999999997
2022-07-19,87,36.0,0.36,31.32
2022-07-20,100,36.0,0.36,36.0
2022-07-21,87,36.0,0.36,31.32
2022-07-22,84,36.0,0.36,30.24
2022-07-23,38,36.0,0.36,13.68
2022-07-24,0,36.0,0.36,0.0
2022-07-25,78,36.0,0.36,28.08
2022-07-26,61,36.0,0.36,21.96
2022-07-27,84,36.0,0.36,30.24
2022-07-28,94,36.0,0.36,33.839999999999996
2022-07-29,77,36.0,0.36,27.72
2022-07-30,0,36.0,0.36,0.0
2022-07-31,19,36.0,0.36,6.84
2022-08-01,24,45.0,0.45,10.8
2022-08-02,18,45.0,0.45,8.1
2022-08-03,27,45.0,0.45,12.15
2022-08-04,27,45.0,0.45,12.15
2022-08-05,22,45.0,0.45,9.9
2022-08-06,8,45.0,0.45,3.6
2022-08-07,2,45.0,0.45,0.9
2022-08-08,13,45.0,0.45,5.8500000000000005
2022-08-09,21,45.0,0.45,9.450000000000001
2022-08-10,36,45.0,0.45,16.2
2022-08-11,23,45.0,0.45,10.35
2022-08-12,30,45.0,0.45,13.5
2022-08-13,11,45.0,0.45,4.95
2022-08-14,2,45.0,0.45,0.9
2022-08-15,36,45.0,0.45,16.2
2022-08-16,47,45.0,0.45,21.150000000000002
2022-08-17,95,45.0,0.45,42.75
2022-08-18,100,45.0,0.45,45.0
2022-08-19,33,45.0,0.45,14.85
2022-08-20,9,45.0,0.45,4.05
2022-08-21,6,45.0,0.45,2.7
2022-08-22,29,45.0,0.45,13.05
2022-08-23,34,45.0,0.45,15.3
2022-08-24,22,45.0,0.45,9.9
2022-08-25,22,45.0,0.45,9.9
2022-08-26,22,45.0,0.45,9.9
2022-08-27,9,45.0,0.45,4.05
2022-08-28,8,45.0,0.45,3.6
2022-08-29,20,45.0,0.45,9.0
2022-08-30,18,45.0,0.45,8.1
2022-08-31,13,45.0,0.45,5.8500000000000005
2022-09-01,64,27.0,0.27,17.28
2022-09-02,75,27.0,0.27,20.25
2022-09-03,16,27.0,0.27,4.32
2022-09-04,0,27.0,0.27,0.0
2022-09-05,37,27.0,0.27,9.99
2022-09-06,85,27.0,0.27,22.950000000000003
2022-09-07,88,27.0,0.27,23.76
2022-09-08,70,27.0,0.27,18.900000000000002
2022-09-09,81,27.0,0.27,21.87
2022-09-10,44,27.0,0.27,11.88
2022-09-11,28,27.0,0.27,7.5600000000000005
2022-09-12,58,27.0,0.27,15.66
2022-09-13,50,27.0,0.27,13.5
2022-09-14,93,27.0,0.27,25.110000000000003
2022-09-15,68,27.0,0.27,18.36
2022-09-16,81,27.0,0.27,21.87
2022-09-17,13,27.0,0.27,3.5100000000000002
2022-09-18,0,27.0,0.27,0.0
2022-09-19,93,27.0,0.27,25.110000000000003
2022-09-20,76,27.0,0.27,20.520000000000003
2022-09-21,74,27.0,0.27,19.98
2022-09-22,62,27.0,0.27,16.740000000000002
2022-09-23,56,27.0,0.27,15.120000000000001
2022-09-24,9,27.0,0.27,2.43
2022-09-25,27,27.0,0.27,7.290000000000001
2022-09-26,86,27.0,0.27,23.220000000000002
2022-09-27,100,27.0,0.27,27.0
2022-09-28,88,27.0,0.27,23.76
2022-09-29,79,27.0,0.27,21.330000000000002
2022-09-30,66,27.0,0.27,17.82
2022-10-01,17,32.0,0.32,5.44
2022-10-02,0,32.0,0.32,0.0
2022-10-03,92,32.0,0.32,29.44
2022-10-04,55,32.0,0.32,17.6
2022-10-05,58,32.0,0.32,18.56
2022-10-06,62,32.0,0.32,19.84
2022-10-07,95,32.0,0.32,30.400000000000002
2022-10-08,23,32.0,0.32,7.36
2022-10-09,0,32.0,0.32,0.0
2022-10-10,51,32.0,0.32,16.32
2022-10-11,87,32.0,0.32,27.84
2022-10-12,82,32.0,0.32,26.240000000000002
2022-10-13,64,32.0,0.32,20.48
2022-10-14,49,32.0,0.32,15.68
2022-10-15,30,32.0,0.32,9.6
2022-10-16,0,32.0,0.32,0.0
2022-10-17,60,32.0,0.32,19.2
2022-10-18,82,32.0,0.32,26.240000000000002
2022-10-19,64,32.0,0.32,20.48
2022-10-20,47,32.0,0.32,15.040000000000001
2022-10-21,85,32.0,0.32,27.2
2022-10-22,22,32.0,0.32,7.04
2022-10-23,24,32.0,0.32,7.68
2022-10-24,71,32.0,0.32,22.72
2022-10-25,86,32.0,0.32,27.52
2022-10-26,81,32.0,0.32,25.92
2022-10-27,100,32.0,0.32,32.0
2022-10-28,76,32.0,0.32,24.32
2022-10-29,21,32.0,0.32,6.72
2022-10-30,31,32.0,0.32,9.92
2022-10-31,81,32.0,0.32,25.92
2022-11-01,22,38.0,0.38,8.36
2022-11-02,22,38.0,0.38,8.36
2022-11-03,26,38.0,0.38,9.88
2022-11-04,25,38.0,0.38,9.5
2022-11-05,7,38.0,0.38,2.66
2022-11-06,9,38.0,0.38,3.42
2022-11-07,23,38.0,0.38,8.74
2022-11-08,25,38.0,0.38,9.5
2022-11-09,17,38.0,0.38,6.46
2022-11-10,32,38.0,0.38,12.16
2022-11-11,28,38.0,0.38,10.64
2022-11-12,11,38.0,0.38,4.18
2022-11-13,7,38.0,0.38,2.66
2022-11-14,23,38.0,0.38,8.74
2022-11-15,29,38.0,0.38,11.02
2022-11-16,100,38.0,0.38,38.0
2022-11-17,80,38.0,0.38,30.4
2022-11-18,61,38.0,0.38,23.18
2022-11-19,13,38.0,0.38,4.94
2022-11-20,0,38.0,0.38,0.0
2022-11-21,35,38.0,0.38,13.3
2022-11-22,34,38.0,0.38,12.92
2022-11-23,33,38.0,0.38,12.540000000000001
2022-11-24,10,38.0,0.38,3.8
2022-11-25,17,38.0,0.38,6.46
2022-11-26,11,38.0,0.38,4.18
2022-11-27,5,38.0,0.38,1.9
2022-11-28,17,38.0,0.38,6.46
2022-11-29,21,38.0,0.38,7.98
2022-11-30,29,38.0,0.38,11.02
2022-12-01,93,31.0,0.31,28.83
2022-12-02,88,31.0,0.31,27.28
2022-12-03,25,31.0,0.31,7.75
2022-12-04,22,31.0,0.31,6.82
2022-12-05,74,31.0,0.31,22.94
2022-12-06,60,31.0,0.31,18.6
2022-12-07,69,31.0,0.31,21.39
2022-12-08,63,31.0,0.31,19.53
2022-12-09,88,31.0,0.31,27.28
2022-12-10,26,31.0,0.31,8.06
2022-12-11,0,31.0,0.31,0.0
2022-12-12,77,31.0,0.31,23.87
2022-12-13,100,31.0,0.31,31.0
2022-12-14,84,31.0,0.31,26.04
2022-12-15,51,31.0,0.31,15.81
2022-12-16,56,31.0,0.31,17.36
2022-12-17,33,31.0,0.31,10.23
2022-12-18,15,31.0,0.31,4.65
2022-12-19,70,31.0,0.31,21.7
2022-12-20,62,31.0,0.31,19.22
2022-12-21,78,31.0,0.31,24.18
2022-12-22,74,31.0,0.31,22.94
2022-12-23,51,31.0,0.31,15.81
2022-12-24,24,31.0,0.31,7.4399999999999995
2022-12-25,17,31.0,0.31,5.27
2022-12-26,16,31.0,0.31,4.96
2022-12-27,63,31.0,0.31,19.53
2022-12-28,49,31.0,0.31,15.19
2022-12-29,41,31.0,0.31,12.709999999999999
2022-12-30,69,31.0,0.31,21.39
2022-12-31,33,31.0,0.31,10.23
2023-01-01,12,33.0,0.33,3.96
2023-01-02,31,33.0,0.33,10.23
2023-01-03,62,33.0,0.33,20.46
2023-01-04,72,33.0,0.33,23.76
2023-01-05,100,33.0,0.33,33.0
2023-01-06,85,33.0,0.33,28.05
2023-01-07,24,33.0,0.33,7.92
2023-01-08,11,33.0,0.33,3.6300000000000003
2023-01-09,71,33.0,0.33,23.43
2023-01-10,96,33.0,0.33,31.68
2023-01-11,85,33.0,0.33,28.05
2023-01-12,71,33.0,0.33,23.43
2023-01-13,75,33.0,0.33,24.75
2023-01-14,0,33.0,0.33,0.0
2023-01-15,20,33.0,0.33,6.6000000000000005
2023-01-16,19,33.0,0.33,6.2700000000000005
2023-01-17,74,33.0,0.33,24.42
2023-01-18,88,33.0,0.33,29.040000000000003
2023-01-19,70,33.0,0.33,23.1
2023-01-20,68,33.0,0.33,22.44
2023-01-21,22,33.0,0.33,7.260000000000001
2023-01-22,18,33.0,0.33,5.94
2023-01-23,53,33.0,0.33,17.490000000000002
2023-01-24,61,33.0,0.33,20.130000000000003
2023-01-25,59,33.0,0.33,19.470000000000002
2023-01-26,77,33.0,0.33,25.41
2023-01-27,60,33.0,0.33,19.8
2023-01-28,30,33.0,0.33,9.9
2023-01-29,9,33.0,0.33,2.97
2023-01-30,74,33.0,0.33,24.42
2023-01-31,75,33.0,0.33,24.75
2023-02-01,25,46.0,0.46,11.5
2023-02-02,29,46.0,0.46,13.34
2023-02-03,26,46.0,0.46,11.96
2023-02-04,5,46.0,0.46,2.3000000000000003
2023-02-05,6,46.0,0.46,2.7600000000000002
2023-02-06,18,46.0,0.46,8.280000000000001
2023-02-07,25,46.0,0.46,11.5
2023-02-08,15,46.0,0.46,6.9
2023-02-09,17,46.0,0.46,7.82
2023-02-10,16,46.0,0.46,7.36
2023-02-11,6,46.0,0.46,2.7600000000000002
2023-02-12,10,46.0,0.46,4.6000000000000005
2023-02-13,28,46.0,0.46,12.88
2023-02-14,36,46.0,0.46,16.560000000000002
2023-02-15,93,46.0,0.46,42.78
2023-02-16,100,46.0,0.46,46.0
2023-02-17,45,46.0,0.46,20.7
2023-02-18,15,46.0,0.46,6.9
2023-02-19,10,46.0,0.46,4.6000000000000005
2023-02-20,12,46.0,0.46,5.5200000000000005
2023-02-21,23,46.0,0.46,10.58
2023-02-22,36,46.0,0.46,16.560000000000002
2023-02-23,21,46.0,0.46,9.66
2023-02-24,21,46.0,0.46,9.66
2023-02-25,4,46.0,0.46,1.84
2023-02-26,11,46.0,0.46,5.0600000000000005
2023-02-27,22,46.0,0.46,10.120000000000001
2023-02-28,15,46.0,0.46,6.9
2023-03-01,50,35.0,0.35,17.5
2023-03-02,63,35.0,0.35,22.049999999999997
2023-03-03,87,35.0,0.35,30.45
2023-03-04,24,35.0,0.35,8.399999999999999
2023-03-05,0,35.0,0.35,0.0
2023-03-06,55,35.0,0.35,19.25
2023-03-07,78,35.0,0.35,27.299999999999997
2023-03-08,82,35.0,0.35,28.7
2023-03-09,80,35.0,0.35,28.0
2023-03-10,84,35.0,0.35,29.4
2023-03-11,53,35.0,0.35,18.549999999999997
2023-03-12,10,35.0,0.35,3.5
2023-03-13,48,35.0,0.35,16.799999999999997
2023-03-14,76,35.0,0.35,26.599999999999998
2023-03-15,67,35.0,0.35,23.45
2023-03-16,98,35.0,0.35,34.3
2023-03-17,87,35.0,0.35,30.45
2023-03-18,18,35.0,0.35,6.3
2023-03-19,0,35.0,0.35,0.0
2023-03-20,66,35.0,0.35,23.099999999999998
2023-03-21,94,35.0,0.35,32.9
2023-03-22,83,35.0,0.35,29.049999999999997
2023-03-23,82,35.0,0.35,28.7
2023-03-24,62,35.0,0.35,21.7
2023-03-25,22,35.0,0.35,7.699999999999999
2023-03-26,20,35.0,0.35,7.0
2023-03-27,80,35.0,0.35,28.0
2023-03-28,51,35.0,0.35,17.849999999999998
2023-03-29,97,35.0,0.35,33.949999999999996
2023-03-30,100,35.0,0.35,35.0
2023-03-31,80,35.0,0.35,28.0
2023-04-01,39,36.0,0.36,14.04
2023-04-02,21,36.0,0.36,7.56
2023-04-03,89,36.0,0.36,32.04
2023-04-04,76,36.0,0.36,27.36
