date,CSCO_unscaled,CSCO_monthly,scale,CSCO
2018-01-18,88,75.0,0.75,66.0
2018-01-19,74,75.0,0.75,55.5
2018-01-20,40,75.0,0.75,30.0
2018-01-21,34,75.0,0.75,25.5
2018-01-22,76,75.0,0.75,57.0
2018-01-23,70,75.0,0.75,52.5
2018-01-24,100,75.0,0.75,75.0
2018-01-25,78,75.0,0.75,58.5
2018-01-26,84,75.0,0.75,63.0
2018-01-27,19,75.0,0.75,14.25
2018-01-28,18,75.0,0.75,13.5
2018-01-29,71,75.0,0.75,53.25
2018-01-30,69,75.0,0.75,51.75
2018-01-31,91,75.0,0.75,68.25
2018-02-01,22,100.0,1.0,22.0
2018-02-02,32,100.0,1.0,32.0
2018-02-03,4,100.0,1.0,4.0
2018-02-04,6,100.0,1.0,6.0
2018-02-05,31,100.0,1.0,31.0
2018-02-06,38,100.0,1.0,38.0
2018-02-07,25,100.0,1.0,25.0
2018-02-08,26,100.0,1.0,26.0
2018-02-09,30,100.0,1.0,30.0
2018-02-10,12,100.0,1.0,12.0
2018-02-11,5,100.0,1.0,5.0
2018-02-12,33,100.0,1.0,33.0
2018-02-13,29,100.0,1.0,29.0
2018-02-14,70,100.0,1.0,70.0
2018-02-15,100,100.0,1.0,100.0
2018-02-16,51,100.0,1.0,51.0
2018-02-17,15,100.0,1.0,15.0
2018-02-18,4,100.0,1.0,4.0
2018-02-19,19,100.0,1.0,19.0
2018-02-20,29,100.0,1.0,29.0
2018-02-21,33,100.0,1.0,33.0
2018-02-22,25,100.0,1.0,25.0
2018-02-23,28,100.0,1.0,28.0
2018-02-24,6,100.0,1.0,6.0
2018-02-25,3,100.0,1.0,3.0
2018-02-26,26,100.0,1.0,26.0
2018-02-27,29,100.0,1.0,29.0
2018-02-28,32,100.0,1.0,32.0
2018-03-01,84,64.0,0.64,53.76
2018-03-02,96,64.0,0.64,61.44
2018-03-03,24,64.0,0.64,15.36
2018-03-04,21,64.0,0.64,13.44
2018-03-05,72,64.0,0.64,46.08
2018-03-06,69,64.0,0.64,44.160000000000004
2018-03-07,67,64.0,0.64,42.88
2018-03-08,70,64.0,0.64,44.800000000000004
2018-03-09,100,64.0,0.64,64.0
2018-03-10,37,64.0,0.64,23.68
2018-03-11,17,64.0,0.64,10.88
2018-03-12,77,64.0,0.64,49.28
2018-03-13,63,64.0,0.64,40.32
2018-03-14,61,64.0,0.64,39.04
2018-03-15,72,64.0,0.64,46.08
2018-03-16,57,64.0,0.64,36.480000000000004
2018-03-17,26,64.0,0.64,16.64
2018-03-18,9,64.0,0.64,5.76
2018-03-19,67,64.0,0.64,42.88
2018-03-20,76,64.0,0.64,48.64
2018-03-21,71,64.0,0.64,45.44
2018-03-22,67,64.0,0.64,42.88
2018-03-23,81,64.0,0.64,51.84
2018-03-24,29,64.0,0.64,18.56
2018-03-25,9,64.0,0.64,5.76
2018-03-26,71,64.0,0.64,45.44
2018-03-27,70,64.0,0.64,44.800000000000004
2018-03-28,81,64.0,0.64,51.84
2018-03-29,73,64.0,0.64,46.72
2018-03-30,39,64.0,0.64,24.96
2018-03-31,15,64.0,0.64,9.6
2018-04-01,18,60.0,0.6,10.799999999999999
2018-04-02,71,60.0,0.6,42.6
2018-04-03,100,60.0,0.6,60.0
2018-04-04,85,60.0,0.6,51.0
2018-04-05,85,60.0,0.6,51.0
2018-04-06,76,60.0,0.6,45.6
2018-04-07,22,60.0,0.6,13.2
2018-04-08,18,60.0,0.6,10.799999999999999
2018-04-09,67,60.0,0.6,40.199999999999996
2018-04-10,86,60.0,0.6,51.6
2018-04-11,65,60.0,0.6,39.0
2018-04-12,86,60.0,0.6,51.6
2018-04-13,62,60.0,0.6,37.199999999999996
2018-04-14,19,60.0,0.6,11.4
2018-04-15,15,60.0,0.6,9.0
2018-04-16,66,60.0,0.6,39.6
2018-04-17,86,60.0,0.6,51.6
2018-04-18,77,60.0,0.6,46.199999999999996
2018-04-19,65,60.0,0.6,39.0
2018-04-20,75,60.0,0.6,45.0
2018-04-21,17,60.0,0.6,10.2
2018-04-22,19,60.0,0.6,11.4
2018-04-23,72,60.0,0.6,43.199999999999996
2018-04-24,90,60.0,0.6,54.0
2018-04-25,78,60.0,0.6,46.8
2018-04-26,58,60.0,0.6,34.8
2018-04-27,80,60.0,0.6,48.0
2018-04-28,23,60.0,0.6,13.799999999999999
2018-04-29,0,60.0,0.6,0.0
2018-04-30,76,60.0,0.6,45.6
2018-05-01,33,74.0,0.74,24.419999999999998
2018-05-02,24,74.0,0.74,17.759999999999998
2018-05-03,22,74.0,0.74,16.28
2018-05-04,26,74.0,0.74,19.24
2018-05-05,10,74.0,0.74,7.4
2018-05-06,0,74.0,0.74,0.0
2018-05-07,24,74.0,0.74,17.759999999999998
2018-05-08,34,74.0,0.74,25.16
2018-05-09,28,74.0,0.74,20.72
2018-05-10,34,74.0,0.74,25.16
2018-05-11,32,74.0,0.74,23.68
2018-05-12,14,74.0,0.74,10.36
2018-05-13,4,74.0,0.74,2.96
2018-05-14,35,74.0,0.74,25.9
2018-05-15,37,74.0,0.74,27.38
2018-05-16,100,74.0,0.74,74.0
2018-05-17,77,74.0,0.74,56.98
2018-05-18,42,74.0,0.74,31.08
2018-05-19,13,74.0,0.74,9.62
2018-05-20,8,74.0,0.74,5.92
2018-05-21,39,74.0,0.74,28.86
2018-05-22,33,74.0,0.74,24.419999999999998
2018-05-23,23,74.0,0.74,17.02
2018-05-24,22,74.0,0.74,16.28
2018-05-25,32,74.0,0.74,23.68
2018-05-26,8,74.0,0.74,5.92
2018-05-27,5,74.0,0.74,3.7
2018-05-28,4,74.0,0.74,2.96
2018-05-29,17,74.0,0.74,12.58
2018-05-30,32,74.0,0.74,23.68
2018-05-31,24,74.0,0.74,17.759999999999998
2018-06-01,76,59.0,0.59,44.839999999999996
2018-06-02,27,59.0,0.59,15.93
2018-06-03,7,59.0,0.59,4.13
2018-06-04,65,59.0,0.59,38.35
2018-06-05,61,59.0,0.59,35.989999999999995
2018-06-06,100,59.0,0.59,59.0
2018-06-07,96,59.0,0.59,56.64
2018-06-08,85,59.0,0.59,50.15
2018-06-09,20,59.0,0.59,11.799999999999999
2018-06-10,12,59.0,0.59,7.08
2018-06-11,61,59.0,0.59,35.989999999999995
2018-06-12,76,59.0,0.59,44.839999999999996
2018-06-13,90,59.0,0.59,53.099999999999994
2018-06-14,84,59.0,0.59,49.559999999999995
2018-06-15,77,59.0,0.59,45.43
2018-06-16,26,59.0,0.59,15.34
2018-06-17,5,59.0,0.59,2.9499999999999997
2018-06-18,71,59.0,0.59,41.89
2018-06-19,81,59.0,0.59,47.79
2018-06-20,64,59.0,0.59,37.76
2018-06-21,82,59.0,0.59,48.379999999999995
2018-06-22,73,59.0,0.59,43.07
2018-06-23,23,59.0,0.59,13.569999999999999
2018-06-24,8,59.0,0.59,4.72
2018-06-25,89,59.0,0.59,52.51
2018-06-26,79,59.0,0.59,46.61
2018-06-27,82,59.0,0.59,48.379999999999995
2018-06-28,68,59.0,0.59,40.12
2018-06-29,57,59.0,0.59,33.629999999999995
2018-06-30,0,59.0,0.59,0.0
2018-07-01,7,62.0,0.62,4.34
2018-07-02,49,62.0,0.62,30.38
2018-07-03,48,62.0,0.62,29.759999999999998
2018-07-04,6,62.0,0.62,3.7199999999999998
2018-07-05,54,62.0,0.62,33.48
2018-07-06,40,62.0,0.62,24.8
2018-07-07,8,62.0,0.62,4.96
2018-07-08,7,62.0,0.62,4.34
2018-07-09,51,62.0,0.62,31.62
2018-07-10,48,62.0,0.62,29.759999999999998
2018-07-11,32,62.0,0.62,19.84
2018-07-12,33,62.0,0.62,20.46
2018-07-13,100,62.0,0.62,62.0
2018-07-14,21,62.0,0.62,13.02
2018-07-15,17,62.0,0.62,10.54
2018-07-16,66,62.0,0.62,40.92
2018-07-17,58,62.0,0.62,35.96
2018-07-18,62,62.0,0.62,38.44
2018-07-19,68,62.0,0.62,42.16
2018-07-20,42,62.0,0.62,26.04
2018-07-21,6,62.0,0.62,3.7199999999999998
2018-07-22,21,62.0,0.62,13.02
2018-07-23,31,62.0,0.62,19.22
2018-07-24,54,62.0,0.62,33.48
2018-07-25,48,62.0,0.62,29.759999999999998
2018-07-26,65,62.0,0.62,40.3
2018-07-27,58,62.0,0.62,35.96
2018-07-28,12,62.0,0.62,7.4399999999999995
2018-07-29,10,62.0,0.62,6.2
2018-07-30,31,62.0,0.62,19.22
2018-07-31,48,62.0,0.62,29.759999999999998
2018-08-01,24,82.0,0.82,19.68
2018-08-02,26,82.0,0.82,21.32
2018-08-03,23,82.0,0.82,18.86
2018-08-04,3,82.0,0.82,2.46
2018-08-05,6,82.0,0.82,4.92
2018-08-06,25,82.0,0.82,20.5
2018-08-07,27,82.0,0.82,22.139999999999997
2018-08-08,22,82.0,0.82,18.04
2018-08-09,25,82.0,0.82,20.5
2018-08-10,19,82.0,0.82,15.579999999999998
2018-08-11,7,82.0,0.82,5.739999999999999
2018-08-12,6,82.0,0.82,4.92
2018-08-13,30,82.0,0.82,24.599999999999998
2018-08-14,29,82.0,0.82,23.779999999999998
2018-08-15,84,82.0,0.82,68.88
2018-08-16,100,82.0,0.82,82.0
2018-08-17,36,82.0,0.82,29.52
2018-08-18,13,82.0,0.82,10.66
2018-08-19,9,82.0,0.82,7.38
2018-08-20,28,82.0,0.82,22.959999999999997
2018-08-21,32,82.0,0.82,26.24
2018-08-22,27,82.0,0.82,22.139999999999997
2018-08-23,25,82.0,0.82,20.5
2018-08-24,37,82.0,0.82,30.34
2018-08-25,9,82.0,0.82,7.38
2018-08-26,5,82.0,0.82,4.1
2018-08-27,25,82.0,0.82,20.5
2018-08-28,29,82.0,0.82,23.779999999999998
2018-08-29,27,82.0,0.82,22.139999999999997
2018-08-30,26,82.0,0.82,21.32
2018-08-31,28,82.0,0.82,22.959999999999997
2018-09-01,20,58.0,0.58,11.6
2018-09-02,22,58.0,0.58,12.76
2018-09-03,22,58.0,0.58,12.76
2018-09-04,100,58.0,0.58,57.99999999999999
2018-09-05,81,58.0,0.58,46.98
2018-09-06,76,58.0,0.58,44.08
2018-09-07,85,58.0,0.58,49.3
2018-09-08,31,58.0,0.58,17.98
2018-09-09,21,58.0,0.58,12.18
2018-09-10,53,58.0,0.58,30.74
2018-09-11,67,58.0,0.58,38.86
2018-09-12,68,58.0,0.58,39.44
2018-09-13,70,58.0,0.58,40.599999999999994
2018-09-14,78,58.0,0.58,45.239999999999995
2018-09-15,18,58.0,0.58,10.44
2018-09-16,16,58.0,0.58,9.28
2018-09-17,55,58.0,0.58,31.9
2018-09-18,46,58.0,0.58,26.68
2018-09-19,63,58.0,0.58,36.54
2018-09-20,93,58.0,0.58,53.94
2018-09-21,91,58.0,0.58,52.779999999999994
2018-09-22,36,58.0,0.58,20.88
2018-09-23,25,58.0,0.58,14.499999999999998
2018-09-24,78,58.0,0.58,45.239999999999995
2018-09-25,87,58.0,0.58,50.459999999999994
2018-09-26,70,58.0,0.58,40.599999999999994
2018-09-27,73,58.0,0.58,42.339999999999996
2018-09-28,90,58.0,0.58,52.199999999999996
2018-09-29,29,58.0,0.58,16.82
2018-09-30,8,58.0,0.58,4.64
2018-10-01,93,60.0,0.6,55.8
2018-10-02,93,60.0,0.6,55.8
2018-10-03,97,60.0,0.6,58.199999999999996
2018-10-04,76,60.0,0.6,45.6
2018-10-05,81,60.0,0.6,48.6
2018-10-06,25,60.0,0.6,15.0
2018-10-07,14,60.0,0.6,8.4
2018-10-08,66,60.0,0.6,39.6
2018-10-09,76,60.0,0.6,45.6
2018-10-10,85,60.0,0.6,51.0
2018-10-11,100,60.0,0.6,60.0
2018-10-12,98,60.0,0.6,58.8
2018-10-13,25,60.0,0.6,15.0
2018-10-14,13,60.0,0.6,7.8
2018-10-15,67,60.0,0.6,40.199999999999996
2018-10-16,94,60.0,0.6,56.4
2018-10-17,69,60.0,0.6,41.4
2018-10-18,75,60.0,0.6,45.0
2018-10-19,81,60.0,0.6,48.6
2018-10-20,0,60.0,0.6,0.0
2018-10-21,24,60.0,0.6,14.399999999999999
2018-10-22,55,60.0,0.6,33.0
2018-10-23,80,60.0,0.6,48.0
2018-10-24,77,60.0,0.6,46.199999999999996
2018-10-25,63,60.0,0.6,37.8
2018-10-26,78,60.0,0.6,46.8
2018-10-27,20,60.0,0.6,12.0
2018-10-28,15,60.0,0.6,9.0
2018-10-29,70,60.0,0.6,42.0
2018-10-30,68,60.0,0.6,40.8
2018-10-31,72,60.0,0.6,43.199999999999996
2018-11-01,28,66.0,0.66,18.48
2018-11-02,28,66.0,0.66,18.48
2018-11-03,7,66.0,0.66,4.62
2018-11-04,11,66.0,0.66,7.260000000000001
2018-11-05,29,66.0,0.66,19.14
2018-11-06,31,66.0,0.66,20.46
2018-11-07,35,66.0,0.66,23.1
2018-11-08,37,66.0,0.66,24.42
2018-11-09,39,66.0,0.66,25.740000000000002
2018-11-10,5,66.0,0.66,3.3000000000000003
2018-11-11,10,66.0,0.66,6.6000000000000005
2018-11-12,24,66.0,0.66,15.84
2018-11-13,36,66.0,0.66,23.76
2018-11-14,81,66.0,0.66,53.46
2018-11-15,100,66.0,0.66,66.0
2018-11-16,44,66.0,0.66,29.040000000000003
2018-11-17,13,66.0,0.66,8.58
2018-11-18,9,66.0,0.66,5.94
2018-11-19,26,66.0,0.66,17.16
2018-11-20,32,66.0,0.66,21.12
2018-11-21,22,66.0,0.66,14.520000000000001
2018-11-22,8,66.0,0.66,5.28
2018-11-23,18,66.0,0.66,11.88
2018-11-24,13,66.0,0.66,8.58
2018-11-25,7,66.0,0.66,4.62
2018-11-26,23,66.0,0.66,15.180000000000001
2018-11-27,25,66.0,0.66,16.5
2018-11-28,41,66.0,0.66,27.060000000000002
2018-11-29,34,66.0,0.66,22.44
2018-11-30,26,66.0,0.66,17.16
2018-12-01,12,53.0,0.53,6.36
2018-12-02,25,53.0,0.53,13.25
2018-12-03,66,53.0,0.53,34.980000000000004
2018-12-04,84,53.0,0.53,44.52
2018-12-05,28,53.0,0.53,14.84
2018-12-06,58,53.0,0.53,30.740000000000002
2018-12-07,61,53.0,0.53,32.33
2018-12-08,16,53.0,0.53,8.48
2018-12-09,8,53.0,0.53,4.24
2018-12-10,46,53.0,0.53,24.380000000000003
2018-12-11,62,53.0,0.53,32.86
2018-12-12,83,53.0,0.53,43.99
2018-12-13,67,53.0,0.53,35.510000000000005
2018-12-14,65,53.0,0.53,34.45
2018-12-15,21,53.0,0.53,11.13
2018-12-16,23,53.0,0.53,12.190000000000001
2018-12-17,56,53.0,0.53,29.68
2018-12-18,100,53.0,0.53,53.0
2018-12-19,58,53.0,0.53,30.740000000000002
2018-12-20,57,53.0,0.53,30.21
2018-12-21,73,53.0,0.53,38.690000000000005
2018-12-22,40,53.0,0.53,21.200000000000003
2018-12-23,12,53.0,0.53,6.36
2018-12-24,72,53.0,0.53,38.160000000000004
2018-12-25,27,53.0,0.53,14.31
2018-12-26,96,53.0,0.53,50.88
2018-12-27,77,53.0,0.53,40.81
2018-12-28,90,53.0,0.53,47.7
2018-12-29,15,53.0,0.53,7.95
2018-12-30,12,53.0,0.53,6.36
2018-12-31,58,53.0,0.53,30.740000000000002
2019-01-01,32,61.0,0.61,19.52
2019-01-02,53,61.0,0.61,32.33
2019-01-03,76,61.0,0.61,46.36
2019-01-04,100,61.0,0.61,61.0
2019-01-05,32,61.0,0.61,19.52
2019-01-06,18,61.0,0.61,10.98
2019-01-07,58,61.0,0.61,35.38
2019-01-08,80,61.0,0.61,48.8
2019-01-09,92,61.0,0.61,56.12
2019-01-10,62,61.0,0.61,37.82
2019-01-11,65,61.0,0.61,39.65
2019-01-12,18,61.0,0.61,10.98
2019-01-13,16,61.0,0.61,9.76
2019-01-14,55,61.0,0.61,33.55
2019-01-15,60,61.0,0.61,36.6
2019-01-16,61,61.0,0.61,37.21
2019-01-17,76,61.0,0.61,46.36
2019-01-18,78,61.0,0.61,47.58
2019-01-19,23,61.0,0.61,14.03
2019-01-20,9,61.0,0.61,5.49
2019-01-21,19,61.0,0.61,11.59
2019-01-22,80,61.0,0.61,48.8
2019-01-23,68,61.0,0.61,41.48
2019-01-24,56,61.0,0.61,34.16
2019-01-25,84,61.0,0.61,51.24
2019-01-26,31,61.0,0.61,18.91
2019-01-27,15,61.0,0.61,9.15
2019-01-28,64,61.0,0.61,39.04
2019-01-29,72,61.0,0.61,43.92
2019-01-30,69,61.0,0.61,42.089999999999996
2019-01-31,100,61.0,0.61,61.0
2019-02-01,28,80.0,0.8,22.400000000000002
2019-02-02,5,80.0,0.8,4.0
2019-02-03,0,80.0,0.8,0.0
2019-02-04,32,80.0,0.8,25.6
2019-02-05,27,80.0,0.8,21.6
2019-02-06,28,80.0,0.8,22.400000000000002
2019-02-07,23,80.0,0.8,18.400000000000002
2019-02-08,25,80.0,0.8,20.0
2019-02-09,10,80.0,0.8,8.0
2019-02-10,8,80.0,0.8,6.4
2019-02-11,27,80.0,0.8,21.6
2019-02-12,40,80.0,0.8,32.0
2019-02-13,100,80.0,0.8,80.0
2019-02-14,95,80.0,0.8,76.0
2019-02-15,50,80.0,0.8,40.0
2019-02-16,14,80.0,0.8,11.200000000000001
2019-02-17,10,80.0,0.8,8.0
2019-02-18,15,80.0,0.8,12.0
2019-02-19,32,80.0,0.8,25.6
2019-02-20,33,80.0,0.8,26.400000000000002
2019-02-21,32,80.0,0.8,25.6
2019-02-22,45,80.0,0.8,36.0
2019-02-23,13,80.0,0.8,10.4
2019-02-24,9,80.0,0.8,7.2
2019-02-25,36,80.0,0.8,28.8
2019-02-26,49,80.0,0.8,39.2
2019-02-27,43,80.0,0.8,34.4
2019-02-28,39,80.0,0.8,31.200000000000003
2019-03-01,99,65.0,0.65,64.35000000000001
2019-03-02,27,65.0,0.65,17.55
2019-03-03,23,65.0,0.65,14.950000000000001
2019-03-04,64,65.0,0.65,41.6
2019-03-05,75,65.0,0.65,48.75
2019-03-06,78,65.0,0.65,50.7
2019-03-07,82,65.0,0.65,53.300000000000004
2019-03-08,63,65.0,0.65,40.95
2019-03-09,29,65.0,0.65,18.85
2019-03-10,17,65.0,0.65,11.05
2019-03-11,61,65.0,0.65,39.65
2019-03-12,80,65.0,0.65,52.0
2019-03-13,85,65.0,0.65,55.25
2019-03-14,77,65.0,0.65,50.050000000000004
2019-03-15,90,65.0,0.65,58.5
2019-03-16,32,65.0,0.65,20.8
2019-03-17,39,65.0,0.65,25.35
2019-03-18,76,65.0,0.65,49.4
2019-03-19,100,65.0,0.65,65.0
2019-03-20,74,65.0,0.65,48.1
2019-03-21,91,65.0,0.65,59.15
2019-03-22,92,65.0,0.65,59.800000000000004
2019-03-23,12,65.0,0.65,7.800000000000001
2019-03-24,12,65.0,0.65,7.800000000000001
2019-03-25,85,65.0,0.65,55.25
2019-03-26,71,65.0,0.65,46.15
2019-03-27,44,65.0,0.65,28.6
2019-03-28,60,65.0,0.65,39.0
2019-03-29,93,65.0,0.65,60.45
2019-03-30,21,65.0,0.65,13.65
2019-03-31,11,65.0,0.65,7.15
2019-04-01,95,74.0,0.74,70.3
2019-04-02,93,74.0,0.74,68.82
2019-04-03,98,74.0,0.74,72.52
2019-04-04,84,74.0,0.74,62.16
2019-04-05,84,74.0,0.74,62.16
2019-04-06,35,74.0,0.74,25.9
2019-04-07,19,74.0,0.74,14.06
2019-04-08,56,74.0,0.74,41.44
2019-04-09,62,74.0,0.74,45.88
2019-04-10,82,74.0,0.74,60.68
2019-04-11,66,74.0,0.74,48.839999999999996
2019-04-12,64,74.0,0.74,47.36
2019-04-13,29,74.0,0.74,21.46
2019-04-14,9,74.0,0.74,6.66
2019-04-15,61,74.0,0.74,45.14
2019-04-16,93,74.0,0.74,68.82
2019-04-17,94,74.0,0.74,69.56
2019-04-18,89,74.0,0.74,65.86
2019-04-19,44,74.0,0.74,32.56
2019-04-20,23,74.0,0.74,17.02
2019-04-21,15,74.0,0.74,11.1
2019-04-22,72,74.0,0.74,53.28
2019-04-23,100,74.0,0.74,74.0
2019-04-24,86,74.0,0.74,63.64
2019-04-25,88,74.0,0.74,65.12
2019-04-26,83,74.0,0.74,61.42
2019-04-27,19,74.0,0.74,14.06
2019-04-28,19,74.0,0.74,14.06
2019-04-29,71,74.0,0.74,52.54
2019-04-30,77,74.0,0.74,56.98
2019-05-01,35,71.0,0.71,24.849999999999998
2019-05-02,28,71.0,0.71,19.88
2019-05-03,42,71.0,0.71,29.82
2019-05-04,12,71.0,0.71,8.52
2019-05-05,8,71.0,0.71,5.68
2019-05-06,31,71.0,0.71,22.009999999999998
2019-05-07,24,71.0,0.71,17.04
2019-05-08,35,71.0,0.71,24.849999999999998
2019-05-09,25,71.0,0.71,17.75
2019-05-10,27,71.0,0.71,19.169999999999998
2019-05-11,7,71.0,0.71,4.97
2019-05-12,7,71.0,0.71,4.97
2019-05-13,27,71.0,0.71,19.169999999999998
2019-05-14,40,71.0,0.71,28.4
2019-05-15,100,71.0,0.71,71.0
2019-05-16,79,71.0,0.71,56.089999999999996
2019-05-17,61,71.0,0.71,43.309999999999995
2019-05-18,12,71.0,0.71,8.52
2019-05-19,7,71.0,0.71,4.97
2019-05-20,32,71.0,0.71,22.72
2019-05-21,34,71.0,0.71,24.14
2019-05-22,35,71.0,0.71,24.849999999999998
2019-05-23,24,71.0,0.71,17.04
2019-05-24,28,71.0,0.71,19.88
2019-05-25,10,71.0,0.71,7.1
2019-05-26,3,71.0,0.71,2.13
2019-05-27,6,71.0,0.71,4.26
2019-05-28,25,71.0,0.71,17.75
2019-05-29,31,71.0,0.71,22.009999999999998
2019-05-30,23,71.0,0.71,16.33
2019-05-31,25,71.0,0.71,17.75
2019-06-01,22,68.0,0.68,14.96
2019-06-02,21,68.0,0.68,14.280000000000001
2019-06-03,61,68.0,0.68,41.480000000000004
2019-06-04,53,68.0,0.68,36.04
2019-06-05,76,68.0,0.68,51.68000000000001
2019-06-06,84,68.0,0.68,57.120000000000005
2019-06-07,87,68.0,0.68,59.160000000000004
2019-06-08,18,68.0,0.68,12.24
2019-06-09,19,68.0,0.68,12.920000000000002
2019-06-10,68,68.0,0.68,46.24
2019-06-11,92,68.0,0.68,62.56
2019-06-12,98,68.0,0.68,66.64
2019-06-13,83,68.0,0.68,56.440000000000005
2019-06-14,84,68.0,0.68,57.120000000000005
2019-06-15,20,68.0,0.68,13.600000000000001
2019-06-16,16,68.0,0.68,10.88
2019-06-17,82,68.0,0.68,55.760000000000005
2019-06-18,79,68.0,0.68,53.720000000000006
2019-06-19,66,68.0,0.68,44.88
2019-06-20,100,68.0,0.68,68.0
2019-06-21,82,68.0,0.68,55.760000000000005
2019-06-22,17,68.0,0.68,11.56
2019-06-23,11,68.0,0.68,7.48
2019-06-24,37,68.0,0.68,25.16
2019-06-25,78,68.0,0.68,53.040000000000006
2019-06-26,74,68.0,0.68,50.32
2019-06-27,88,68.0,0.68,59.84
2019-06-28,98,68.0,0.68,66.64
2019-06-29,18,68.0,0.68,12.24
2019-06-30,16,68.0,0.68,10.88
2019-07-01,81,67.0,0.67,54.27
2019-07-02,100,67.0,0.67,67.0
2019-07-03,83,67.0,0.67,55.61000000000001
2019-07-04,24,67.0,0.67,16.080000000000002
2019-07-05,34,67.0,0.67,22.78
2019-07-06,8,67.0,0.67,5.36
2019-07-07,14,67.0,0.67,9.38
2019-07-08,36,67.0,0.67,24.12
2019-07-09,73,67.0,0.67,48.910000000000004
2019-07-10,72,67.0,0.67,48.24
2019-07-11,83,67.0,0.67,55.61000000000001
2019-07-12,67,67.0,0.67,44.89
2019-07-13,32,67.0,0.67,21.44
2019-07-14,19,67.0,0.67,12.73
2019-07-15,92,67.0,0.67,61.64
2019-07-16,42,67.0,0.67,28.14
2019-07-17,57,67.0,0.67,38.190000000000005
2019-07-18,57,67.0,0.67,38.190000000000005
2019-07-19,67,67.0,0.67,44.89
2019-07-20,7,67.0,0.67,4.69
2019-07-21,9,67.0,0.67,6.03
2019-07-22,60,67.0,0.67,40.2
2019-07-23,56,67.0,0.67,37.52
2019-07-24,43,67.0,0.67,28.810000000000002
2019-07-25,64,67.0,0.67,42.88
2019-07-26,57,67.0,0.67,38.190000000000005
2019-07-27,10,67.0,0.67,6.7
2019-07-28,13,67.0,0.67,8.71
2019-07-29,59,67.0,0.67,39.53
2019-07-30,70,67.0,0.67,46.900000000000006
2019-07-31,67,67.0,0.67,44.89
2019-08-01,28,89.0,0.89,24.92
2019-08-02,21,89.0,0.89,18.69
2019-08-03,14,89.0,0.89,12.46
2019-08-04,4,89.0,0.89,3.56
2019-08-05,23,89.0,0.89,20.47
2019-08-06,34,89.0,0.89,30.26
2019-08-07,23,89.0,0.89,20.47
2019-08-08,28,89.0,0.89,24.92
2019-08-09,23,89.0,0.89,20.47
2019-08-10,8,89.0,0.89,7.12
2019-08-11,6,89.0,0.89,5.34
2019-08-12,27,89.0,0.89,24.03
2019-08-13,37,89.0,0.89,32.93
2019-08-14,84,89.0,0.89,74.76
2019-08-15,100,89.0,0.89,89.0
2019-08-16,50,89.0,0.89,44.5
2019-08-17,11,89.0,0.89,9.790000000000001
2019-08-18,6,89.0,0.89,5.34
2019-08-19,34,89.0,0.89,30.26
2019-08-20,30,89.0,0.89,26.7
2019-08-21,32,89.0,0.89,28.48
2019-08-22,33,89.0,0.89,29.37
2019-08-23,27,89.0,0.89,24.03
2019-08-24,10,89.0,0.89,8.9
2019-08-25,6,89.0,0.89,5.34
2019-08-26,24,89.0,0.89,21.36
2019-08-27,26,89.0,0.89,23.14
2019-08-28,28,89.0,0.89,24.92
2019-08-29,26,89.0,0.89,23.14
2019-08-30,20,89.0,0.89,17.8
2019-08-31,4,89.0,0.89,3.56
2019-09-01,29,59.0,0.59,17.11
2019-09-02,9,59.0,0.59,5.31
2019-09-03,57,59.0,0.59,33.629999999999995
2019-09-04,83,59.0,0.59,48.97
2019-09-05,80,59.0,0.59,47.199999999999996
2019-09-06,73,59.0,0.59,43.07
2019-09-07,26,59.0,0.59,15.34
2019-09-08,6,59.0,0.59,3.54
2019-09-09,65,59.0,0.59,38.35
2019-09-10,100,59.0,0.59,59.0
2019-09-11,81,59.0,0.59,47.79
2019-09-12,96,59.0,0.59,56.64
2019-09-13,90,59.0,0.59,53.099999999999994
2019-09-14,35,59.0,0.59,20.65
2019-09-15,13,59.0,0.59,7.67
2019-09-16,64,59.0,0.59,37.76
2019-09-17,84,59.0,0.59,49.559999999999995
2019-09-18,65,59.0,0.59,38.35
2019-09-19,70,59.0,0.59,41.3
2019-09-20,67,59.0,0.59,39.53
2019-09-21,5,59.0,0.59,2.9499999999999997
2019-09-22,16,59.0,0.59,9.44
2019-09-23,66,59.0,0.59,38.94
2019-09-24,80,59.0,0.59,47.199999999999996
2019-09-25,49,59.0,0.59,28.91
2019-09-26,69,59.0,0.59,40.71
2019-09-27,64,59.0,0.59,37.76
2019-09-28,18,59.0,0.59,10.62
2019-09-29,17,59.0,0.59,10.03
2019-09-30,79,59.0,0.59,46.61
2019-10-01,67,53.0,0.53,35.510000000000005
2019-10-02,63,53.0,0.53,33.39
2019-10-03,56,53.0,0.53,29.68
2019-10-04,50,53.0,0.53,26.5
2019-10-05,45,53.0,0.53,23.85
2019-10-06,15,53.0,0.53,7.95
2019-10-07,57,53.0,0.53,30.21
2019-10-08,71,53.0,0.53,37.63
2019-10-09,45,53.0,0.53,23.85
2019-10-10,87,53.0,0.53,46.11
2019-10-11,100,53.0,0.53,53.0
2019-10-12,26,53.0,0.53,13.780000000000001
2019-10-13,12,53.0,0.53,6.36
2019-10-14,66,53.0,0.53,34.980000000000004
2019-10-15,88,53.0,0.53,46.64
2019-10-16,59,53.0,0.53,31.270000000000003
2019-10-17,68,53.0,0.53,36.04
2019-10-18,62,53.0,0.53,32.86
