date,WMT_unscaled,WMT_monthly,scale,WMT
2021-12-06,72,41.0,0.41,29.52
2021-12-07,75,41.0,0.41,30.749999999999996
2021-12-08,90,41.0,0.41,36.9
2021-12-09,87,41.0,0.41,35.669999999999995
2021-12-10,100,41.0,0.41,41.0
2021-12-11,19,41.0,0.41,7.789999999999999
2021-12-12,27,41.0,0.41,11.069999999999999
2021-12-13,81,41.0,0.41,33.21
2021-12-14,80,41.0,0.41,32.8
2021-12-15,89,41.0,0.41,36.489999999999995
2021-12-16,65,41.0,0.41,26.65
2021-12-17,73,41.0,0.41,29.93
2021-12-18,28,41.0,0.41,11.479999999999999
2021-12-19,19,41.0,0.41,7.789999999999999
2021-12-20,61,41.0,0.41,25.009999999999998
2021-12-21,69,41.0,0.41,28.29
2021-12-22,69,41.0,0.41,28.29
2021-12-23,68,41.0,0.41,27.88
2021-12-24,26,41.0,0.41,10.66
2021-12-25,12,41.0,0.41,4.92
2021-12-26,10,41.0,0.41,4.1
2021-12-27,68,41.0,0.41,27.88
2021-12-28,74,41.0,0.41,30.34
2021-12-29,67,41.0,0.41,27.47
2021-12-30,73,41.0,0.41,29.93
2021-12-31,54,41.0,0.41,22.139999999999997
2022-01-01,27,36.0,0.36,9.719999999999999
2022-01-02,20,36.0,0.36,7.199999999999999
2022-01-03,57,36.0,0.36,20.52
2022-01-04,98,36.0,0.36,35.28
2022-01-05,81,36.0,0.36,29.16
2022-01-06,72,36.0,0.36,25.919999999999998
2022-01-07,48,36.0,0.36,17.28
2022-01-08,29,36.0,0.36,10.44
2022-01-09,13,36.0,0.36,4.68
2022-01-10,49,36.0,0.36,17.64
2022-01-11,56,36.0,0.36,20.16
2022-01-12,38,36.0,0.36,13.68
2022-01-13,92,36.0,0.36,33.12
2022-01-14,56,36.0,0.36,20.16
2022-01-15,31,36.0,0.36,11.16
2022-01-16,20,36.0,0.36,7.199999999999999
2022-01-17,35,36.0,0.36,12.6
2022-01-18,43,36.0,0.36,15.479999999999999
2022-01-19,57,36.0,0.36,20.52
2022-01-20,40,36.0,0.36,14.399999999999999
2022-01-21,65,36.0,0.36,23.4
2022-01-22,25,36.0,0.36,9.0
2022-01-23,11,36.0,0.36,3.96
2022-01-24,100,36.0,0.36,36.0
2022-01-25,66,36.0,0.36,23.759999999999998
2022-01-26,56,36.0,0.36,20.16
2022-01-27,52,36.0,0.36,18.72
2022-01-28,60,36.0,0.36,21.599999999999998
2022-01-29,17,36.0,0.36,6.12
2022-01-30,13,36.0,0.36,4.68
2022-01-31,50,36.0,0.36,18.0
2022-02-01,24,41.0,0.41,9.84
2022-02-02,23,41.0,0.41,9.43
2022-02-03,29,41.0,0.41,11.889999999999999
2022-02-04,34,41.0,0.41,13.94
2022-02-05,10,41.0,0.41,4.1
2022-02-06,4,41.0,0.41,1.64
2022-02-07,31,41.0,0.41,12.709999999999999
2022-02-08,25,41.0,0.41,10.25
2022-02-09,29,41.0,0.41,11.889999999999999
2022-02-10,27,41.0,0.41,11.069999999999999
2022-02-11,37,41.0,0.41,15.17
2022-02-12,13,41.0,0.41,5.33
2022-02-13,7,41.0,0.41,2.8699999999999997
2022-02-14,30,41.0,0.41,12.299999999999999
2022-02-15,36,41.0,0.41,14.76
2022-02-16,45,41.0,0.41,18.45
2022-02-17,100,41.0,0.41,41.0
2022-02-18,51,41.0,0.41,20.91
2022-02-19,19,41.0,0.41,7.789999999999999
2022-02-20,17,41.0,0.41,6.97
2022-02-21,15,41.0,0.41,6.1499999999999995
2022-02-22,35,41.0,0.41,14.35
2022-02-23,34,41.0,0.41,13.94
2022-02-24,41,41.0,0.41,16.81
2022-02-25,31,41.0,0.41,12.709999999999999
2022-02-26,10,41.0,0.41,4.1
2022-02-27,11,41.0,0.41,4.51
2022-02-28,30,41.0,0.41,12.299999999999999
2022-03-01,60,35.0,0.35,21.0
2022-03-02,74,35.0,0.35,25.9
2022-03-03,71,35.0,0.35,24.849999999999998
2022-03-04,70,35.0,0.35,24.5
2022-03-05,34,35.0,0.35,11.899999999999999
2022-03-06,26,35.0,0.35,9.1
2022-03-07,92,35.0,0.35,32.199999999999996
2022-03-08,85,35.0,0.35,29.749999999999996
2022-03-09,78,35.0,0.35,27.299999999999997
2022-03-10,86,35.0,0.35,30.099999999999998
2022-03-11,79,35.0,0.35,27.65
2022-03-12,24,35.0,0.35,8.399999999999999
2022-03-13,30,35.0,0.35,10.5
2022-03-14,88,35.0,0.35,30.799999999999997
2022-03-15,93,35.0,0.35,32.55
2022-03-16,100,35.0,0.35,35.0
2022-03-17,89,35.0,0.35,31.15
2022-03-18,79,35.0,0.35,27.65
2022-03-19,27,35.0,0.35,9.45
2022-03-20,23,35.0,0.35,8.049999999999999
2022-03-21,77,35.0,0.35,26.95
2022-03-22,79,35.0,0.35,27.65
2022-03-23,75,35.0,0.35,26.25
2022-03-24,71,35.0,0.35,24.849999999999998
2022-03-25,48,35.0,0.35,16.799999999999997
2022-03-26,18,35.0,0.35,6.3
2022-03-27,17,35.0,0.35,5.949999999999999
2022-03-28,66,35.0,0.35,23.099999999999998
2022-03-29,81,35.0,0.35,28.349999999999998
2022-03-30,89,35.0,0.35,31.15
2022-03-31,83,35.0,0.35,29.049999999999997
2022-04-01,67,39.0,0.39,26.130000000000003
2022-04-02,25,39.0,0.39,9.75
2022-04-03,12,39.0,0.39,4.68
2022-04-04,78,39.0,0.39,30.42
2022-04-05,63,39.0,0.39,24.57
2022-04-06,85,39.0,0.39,33.15
2022-04-07,89,39.0,0.39,34.71
2022-04-08,100,39.0,0.39,39.0
2022-04-09,28,39.0,0.39,10.92
2022-04-10,30,39.0,0.39,11.700000000000001
2022-04-11,77,39.0,0.39,30.03
2022-04-12,81,39.0,0.39,31.59
2022-04-13,78,39.0,0.39,30.42
2022-04-14,81,39.0,0.39,31.59
2022-04-15,46,39.0,0.39,17.94
2022-04-16,25,39.0,0.39,9.75
2022-04-17,22,39.0,0.39,8.58
2022-04-18,79,39.0,0.39,30.810000000000002
2022-04-19,74,39.0,0.39,28.86
2022-04-20,85,39.0,0.39,33.15
2022-04-21,81,39.0,0.39,31.59
2022-04-22,70,39.0,0.39,27.3
2022-04-23,27,39.0,0.39,10.530000000000001
2022-04-24,20,39.0,0.39,7.800000000000001
2022-04-25,67,39.0,0.39,26.130000000000003
2022-04-26,52,39.0,0.39,20.28
2022-04-27,65,39.0,0.39,25.35
2022-04-28,79,39.0,0.39,30.810000000000002
2022-04-29,77,39.0,0.39,30.03
2022-04-30,24,39.0,0.39,9.36
2022-05-01,7,69.0,0.69,4.83
2022-05-02,17,69.0,0.69,11.729999999999999
2022-05-03,16,69.0,0.69,11.04
2022-05-04,18,69.0,0.69,12.419999999999998
2022-05-05,20,69.0,0.69,13.799999999999999
2022-05-06,12,69.0,0.69,8.28
2022-05-07,8,69.0,0.69,5.52
2022-05-08,6,69.0,0.69,4.14
2022-05-09,20,69.0,0.69,13.799999999999999
2022-05-10,20,69.0,0.69,13.799999999999999
2022-05-11,21,69.0,0.69,14.489999999999998
2022-05-12,19,69.0,0.69,13.11
2022-05-13,17,69.0,0.69,11.729999999999999
2022-05-14,6,69.0,0.69,4.14
2022-05-15,4,69.0,0.69,2.76
2022-05-16,21,69.0,0.69,14.489999999999998
2022-05-17,100,69.0,0.69,69.0
2022-05-18,98,69.0,0.69,67.61999999999999
2022-05-19,69,69.0,0.69,47.61
2022-05-20,44,69.0,0.69,30.36
2022-05-21,17,69.0,0.69,11.729999999999999
2022-05-22,9,69.0,0.69,6.209999999999999
2022-05-23,34,69.0,0.69,23.459999999999997
2022-05-24,28,69.0,0.69,19.32
2022-05-25,24,69.0,0.69,16.56
2022-05-26,32,69.0,0.69,22.08
2022-05-27,24,69.0,0.69,16.56
2022-05-28,6,69.0,0.69,4.14
2022-05-29,4,69.0,0.69,2.76
2022-05-30,4,69.0,0.69,2.76
2022-05-31,22,69.0,0.69,15.18
2022-06-01,79,39.0,0.39,30.810000000000002
2022-06-02,82,39.0,0.39,31.98
2022-06-03,95,39.0,0.39,37.050000000000004
2022-06-04,23,39.0,0.39,8.97
2022-06-05,28,39.0,0.39,10.92
2022-06-06,68,39.0,0.39,26.52
2022-06-07,94,39.0,0.39,36.660000000000004
2022-06-08,71,39.0,0.39,27.69
2022-06-09,79,39.0,0.39,30.810000000000002
2022-06-10,96,39.0,0.39,37.44
2022-06-11,26,39.0,0.39,10.14
2022-06-12,28,39.0,0.39,10.92
2022-06-13,100,39.0,0.39,39.0
2022-06-14,90,39.0,0.39,35.1
2022-06-15,67,39.0,0.39,26.130000000000003
2022-06-16,95,39.0,0.39,37.050000000000004
2022-06-17,69,39.0,0.39,26.91
2022-06-18,29,39.0,0.39,11.31
2022-06-19,25,39.0,0.39,9.75
2022-06-20,47,39.0,0.39,18.330000000000002
2022-06-21,70,39.0,0.39,27.3
2022-06-22,80,39.0,0.39,31.200000000000003
2022-06-23,83,39.0,0.39,32.370000000000005
2022-06-24,81,39.0,0.39,31.59
2022-06-25,30,39.0,0.39,11.700000000000001
2022-06-26,16,39.0,0.39,6.24
2022-06-27,67,39.0,0.39,26.130000000000003
2022-06-28,59,39.0,0.39,23.01
2022-06-29,52,39.0,0.39,20.28
2022-06-30,68,39.0,0.39,26.52
2022-07-01,13,49.0,0.49,6.37
2022-07-02,7,49.0,0.49,3.4299999999999997
2022-07-03,2,49.0,0.49,0.98
2022-07-04,3,49.0,0.49,1.47
2022-07-05,16,49.0,0.49,7.84
2022-07-06,18,49.0,0.49,8.82
2022-07-07,19,49.0,0.49,9.31
2022-07-08,18,49.0,0.49,8.82
2022-07-09,6,49.0,0.49,2.94
2022-07-10,4,49.0,0.49,1.96
2022-07-11,14,49.0,0.49,6.859999999999999
2022-07-12,18,49.0,0.49,8.82
2022-07-13,12,49.0,0.49,5.88
2022-07-14,18,49.0,0.49,8.82
2022-07-15,18,49.0,0.49,8.82
2022-07-16,5,49.0,0.49,2.45
2022-07-17,5,49.0,0.49,2.45
2022-07-18,18,49.0,0.49,8.82
2022-07-19,15,49.0,0.49,7.35
2022-07-20,19,49.0,0.49,9.31
2022-07-21,18,49.0,0.49,8.82
2022-07-22,14,49.0,0.49,6.859999999999999
2022-07-23,5,49.0,0.49,2.45
2022-07-24,4,49.0,0.49,1.96
2022-07-25,60,49.0,0.49,29.4
2022-07-26,100,49.0,0.49,49.0
2022-07-27,42,49.0,0.49,20.58
2022-07-28,33,49.0,0.49,16.169999999999998
2022-07-29,29,49.0,0.49,14.209999999999999
2022-07-30,7,49.0,0.49,3.4299999999999997
2022-07-31,6,49.0,0.49,2.94
2022-08-01,31,52.0,0.52,16.12
2022-08-02,25,52.0,0.52,13.0
2022-08-03,24,52.0,0.52,12.48
2022-08-04,26,52.0,0.52,13.52
2022-08-05,28,52.0,0.52,14.56
2022-08-06,11,52.0,0.52,5.720000000000001
2022-08-07,9,52.0,0.52,4.68
2022-08-08,24,52.0,0.52,12.48
2022-08-09,23,52.0,0.52,11.96
2022-08-10,23,52.0,0.52,11.96
2022-08-11,23,52.0,0.52,11.96
2022-08-12,23,52.0,0.52,11.96
2022-08-13,12,52.0,0.52,6.24
2022-08-14,9,52.0,0.52,4.68
2022-08-15,43,52.0,0.52,22.36
2022-08-16,100,52.0,0.52,52.0
2022-08-17,44,52.0,0.52,22.880000000000003
2022-08-18,29,52.0,0.52,15.08
2022-08-19,25,52.0,0.52,13.0
2022-08-20,11,52.0,0.52,5.720000000000001
2022-08-21,8,52.0,0.52,4.16
2022-08-22,22,52.0,0.52,11.440000000000001
2022-08-23,25,52.0,0.52,13.0
2022-08-24,17,52.0,0.52,8.84
2022-08-25,20,52.0,0.52,10.4
2022-08-26,21,52.0,0.52,10.92
2022-08-27,11,52.0,0.52,5.720000000000001
2022-08-28,6,52.0,0.52,3.12
2022-08-29,22,52.0,0.52,11.440000000000001
2022-08-30,16,52.0,0.52,8.32
2022-08-31,18,52.0,0.52,9.36
2022-09-01,95,31.0,0.31,29.45
2022-09-02,65,31.0,0.31,20.15
2022-09-03,42,31.0,0.31,13.02
2022-09-04,24,31.0,0.31,7.4399999999999995
2022-09-05,30,31.0,0.31,9.3
2022-09-06,76,31.0,0.31,23.56
2022-09-07,70,31.0,0.31,21.7
2022-09-08,80,31.0,0.31,24.8
2022-09-09,55,31.0,0.31,17.05
2022-09-10,22,31.0,0.31,6.82
2022-09-11,21,31.0,0.31,6.51
2022-09-12,72,31.0,0.31,22.32
2022-09-13,94,31.0,0.31,29.14
2022-09-14,86,31.0,0.31,26.66
2022-09-15,74,31.0,0.31,22.94
2022-09-16,92,31.0,0.31,28.52
2022-09-17,17,31.0,0.31,5.27
2022-09-18,29,31.0,0.31,8.99
2022-09-19,86,31.0,0.31,26.66
2022-09-20,65,31.0,0.31,20.15
2022-09-21,59,31.0,0.31,18.29
2022-09-22,94,31.0,0.31,29.14
2022-09-23,85,31.0,0.31,26.35
2022-09-24,22,31.0,0.31,6.82
2022-09-25,28,31.0,0.31,8.68
2022-09-26,98,31.0,0.31,30.38
2022-09-27,70,31.0,0.31,21.7
2022-09-28,76,31.0,0.31,23.56
2022-09-29,100,31.0,0.31,31.0
2022-09-30,85,31.0,0.31,26.35
2022-10-01,22,29.0,0.29,6.38
2022-10-02,25,29.0,0.29,7.249999999999999
2022-10-03,73,29.0,0.29,21.169999999999998
2022-10-04,76,29.0,0.29,22.04
2022-10-05,61,29.0,0.29,17.689999999999998
2022-10-06,41,29.0,0.29,11.889999999999999
2022-10-07,49,29.0,0.29,14.209999999999999
2022-10-08,32,29.0,0.29,9.28
2022-10-09,27,29.0,0.29,7.829999999999999
2022-10-10,61,29.0,0.29,17.689999999999998
2022-10-11,84,29.0,0.29,24.36
2022-10-12,87,29.0,0.29,25.229999999999997
2022-10-13,92,29.0,0.29,26.68
2022-10-14,54,29.0,0.29,15.659999999999998
2022-10-15,26,29.0,0.29,7.539999999999999
2022-10-16,17,29.0,0.29,4.93
2022-10-17,67,29.0,0.29,19.43
2022-10-18,88,29.0,0.29,25.52
2022-10-19,81,29.0,0.29,23.49
2022-10-20,72,29.0,0.29,20.88
2022-10-21,73,29.0,0.29,21.169999999999998
2022-10-22,26,29.0,0.29,7.539999999999999
2022-10-23,27,29.0,0.29,7.829999999999999
2022-10-24,88,29.0,0.29,25.52
2022-10-25,74,29.0,0.29,21.459999999999997
2022-10-26,73,29.0,0.29,21.169999999999998
2022-10-27,100,29.0,0.29,28.999999999999996
2022-10-28,91,29.0,0.29,26.389999999999997
2022-10-29,29,29.0,0.29,8.41
2022-10-30,23,29.0,0.29,6.67
2022-10-31,97,29.0,0.29,28.13
2022-11-01,15,43.0,0.43,6.45
2022-11-02,24,43.0,0.43,10.32
2022-11-03,24,43.0,0.43,10.32
2022-11-04,21,43.0,0.43,9.03
2022-11-05,13,43.0,0.43,5.59
2022-11-06,5,43.0,0.43,2.15
2022-11-07,18,43.0,0.43,7.74
2022-11-08,22,43.0,0.43,9.459999999999999
2022-11-09,18,43.0,0.43,7.74
2022-11-10,29,43.0,0.43,12.47
2022-11-11,21,43.0,0.43,9.03
2022-11-12,12,43.0,0.43,5.16
2022-11-13,9,43.0,0.43,3.87
2022-11-14,33,43.0,0.43,14.19
2022-11-15,100,43.0,0.43,43.0
2022-11-16,53,43.0,0.43,22.79
2022-11-17,44,43.0,0.43,18.919999999999998
2022-11-18,30,43.0,0.43,12.9
2022-11-19,12,43.0,0.43,5.16
2022-11-20,5,43.0,0.43,2.15
2022-11-21,29,43.0,0.43,12.47
2022-11-22,31,43.0,0.43,13.33
2022-11-23,31,43.0,0.43,13.33
2022-11-24,17,43.0,0.43,7.31
2022-11-25,23,43.0,0.43,9.89
2022-11-26,9,43.0,0.43,3.87
2022-11-27,7,43.0,0.43,3.01
2022-11-28,22,43.0,0.43,9.459999999999999
2022-11-29,27,43.0,0.43,11.61
2022-11-30,25,43.0,0.43,10.75
2022-12-01,62,27.0,0.27,16.740000000000002
2022-12-02,92,27.0,0.27,24.840000000000003
2022-12-03,45,27.0,0.27,12.15
2022-12-04,28,27.0,0.27,7.5600000000000005
2022-12-05,91,27.0,0.27,24.57
2022-12-06,90,27.0,0.27,24.3
2022-12-07,93,27.0,0.27,25.110000000000003
2022-12-08,84,27.0,0.27,22.68
2022-12-09,77,27.0,0.27,20.790000000000003
2022-12-10,26,27.0,0.27,7.0200000000000005
2022-12-11,21,27.0,0.27,5.67
2022-12-12,76,27.0,0.27,20.520000000000003
2022-12-13,100,27.0,0.27,27.0
2022-12-14,73,27.0,0.27,19.71
2022-12-15,75,27.0,0.27,20.25
2022-12-16,73,27.0,0.27,19.71
2022-12-17,29,27.0,0.27,7.83
2022-12-18,13,27.0,0.27,3.5100000000000002
2022-12-19,67,27.0,0.27,18.09
2022-12-20,99,27.0,0.27,26.73
2022-12-21,86,27.0,0.27,23.220000000000002
2022-12-22,72,27.0,0.27,19.44
2022-12-23,65,27.0,0.27,17.55
2022-12-24,40,27.0,0.27,10.8
2022-12-25,7,27.0,0.27,1.8900000000000001
2022-12-26,41,27.0,0.27,11.07
2022-12-27,65,27.0,0.27,17.55
2022-12-28,75,27.0,0.27,20.25
2022-12-29,61,27.0,0.27,16.470000000000002
2022-12-30,85,27.0,0.27,22.950000000000003
2022-12-31,29,27.0,0.27,7.83
2023-01-01,9,29.0,0.29,2.61
2023-01-02,25,29.0,0.29,7.249999999999999
2023-01-03,76,29.0,0.29,22.04
2023-01-04,79,29.0,0.29,22.91
2023-01-05,75,29.0,0.29,21.75
2023-01-06,75,29.0,0.29,21.75
2023-01-07,21,29.0,0.29,6.09
2023-01-08,18,29.0,0.29,5.22
2023-01-09,63,29.0,0.29,18.27
2023-01-10,56,29.0,0.29,16.24
2023-01-11,87,29.0,0.29,25.229999999999997
2023-01-12,69,29.0,0.29,20.009999999999998
2023-01-13,69,29.0,0.29,20.009999999999998
2023-01-14,22,29.0,0.29,6.38
2023-01-15,21,29.0,0.29,6.09
2023-01-16,23,29.0,0.29,6.67
2023-01-17,82,29.0,0.29,23.779999999999998
2023-01-18,75,29.0,0.29,21.75
2023-01-19,77,29.0,0.29,22.33
2023-01-20,79,29.0,0.29,22.91
2023-01-21,18,29.0,0.29,5.22
2023-01-22,30,29.0,0.29,8.7
2023-01-23,83,29.0,0.29,24.069999999999997
2023-01-24,100,29.0,0.29,28.999999999999996
2023-01-25,69,29.0,0.29,20.009999999999998
2023-01-26,90,29.0,0.29,26.099999999999998
2023-01-27,76,29.0,0.29,22.04
2023-01-28,36,29.0,0.29,10.44
2023-01-29,22,29.0,0.29,6.38
2023-01-30,72,29.0,0.29,20.88
2023-01-31,68,29.0,0.29,19.72
2023-02-01,32,37.0,0.37,11.84
2023-02-02,27,37.0,0.37,9.99
2023-02-03,26,37.0,0.37,9.62
2023-02-04,9,37.0,0.37,3.33
2023-02-05,5,37.0,0.37,1.85
2023-02-06,23,37.0,0.37,8.51
2023-02-07,25,37.0,0.37,9.25
2023-02-08,25,37.0,0.37,9.25
2023-02-09,27,37.0,0.37,9.99
2023-02-10,21,37.0,0.37,7.77
2023-02-11,11,37.0,0.37,4.07
2023-02-12,7,37.0,0.37,2.59
2023-02-13,23,37.0,0.37,8.51
2023-02-14,21,37.0,0.37,7.77
2023-02-15,24,37.0,0.37,8.879999999999999
2023-02-16,28,37.0,0.37,10.36
2023-02-17,32,37.0,0.37,11.84
2023-02-18,14,37.0,0.37,5.18
2023-02-19,9,37.0,0.37,3.33
2023-02-20,20,37.0,0.37,7.4
2023-02-21,100,37.0,0.37,37.0
2023-02-22,46,37.0,0.37,17.02
2023-02-23,34,37.0,0.37,12.58
2023-02-24,28,37.0,0.37,10.36
2023-02-25,9,37.0,0.37,3.33
2023-02-26,10,37.0,0.37,3.7
2023-02-27,24,37.0,0.37,8.879999999999999
2023-02-28,27,37.0,0.37,9.99
2023-03-01,68,29.0,0.29,19.72
2023-03-02,63,29.0,0.29,18.27
2023-03-03,62,29.0,0.29,17.98
2023-03-04,15,29.0,0.29,4.35
2023-03-05,26,29.0,0.29,7.539999999999999
2023-03-06,71,29.0,0.29,20.59
2023-03-07,75,29.0,0.29,21.75
2023-03-08,70,29.0,0.29,20.299999999999997
2023-03-09,70,29.0,0.29,20.299999999999997
2023-03-10,52,29.0,0.29,15.079999999999998
2023-03-11,39,29.0,0.29,11.309999999999999
2023-03-12,29,29.0,0.29,8.41
2023-03-13,48,29.0,0.29,13.919999999999998
2023-03-14,77,29.0,0.29,22.33
2023-03-15,79,29.0,0.29,22.91
2023-03-16,80,29.0,0.29,23.2
2023-03-17,53,29.0,0.29,15.37
2023-03-18,35,29.0,0.29,10.149999999999999
2023-03-19,23,29.0,0.29,6.67
2023-03-20,78,29.0,0.29,22.619999999999997
2023-03-21,81,29.0,0.29,23.49
2023-03-22,65,29.0,0.29,18.849999999999998
2023-03-23,52,29.0,0.29,15.079999999999998
2023-03-24,58,29.0,0.29,16.82
2023-03-25,34,29.0,0.29,9.86
2023-03-26,19,29.0,0.29,5.51
2023-03-27,100,29.0,0.29,28.999999999999996
2023-03-28,70,29.0,0.29,20.299999999999997
2023-03-29,79,29.0,0.29,22.91
2023-03-30,80,29.0,0.29,23.2
2023-03-31,75,29.0,0.29,21.75
2023-04-01,29,35.0,0.35,10.149999999999999
2023-04-02,32,35.0,0.35,11.2
2023-04-03,61,35.0,0.35,21.349999999999998
2023-04-04,100,35.0,0.35,35.0
2023-04-05,99,35.0,0.35,34.65
2023-04-06,94,35.0,0.35,32.9
2023-04-07,69,35.0,0.35,24.15
2023-04-08,20,35.0,0.35,7.0
2023-04-09,19,35.0,0.35,6.6499999999999995
2023-04-10,84,35.0,0.35,29.4
2023-04-11,97,35.0,0.35,33.949999999999996
2023-04-12,94,35.0,0.35,32.9
2023-04-13,79,35.0,0.35,27.65
2023-04-14,90,35.0,0.35,31.499999999999996
2023-04-15,31,35.0,0.35,10.85
2023-04-16,22,35.0,0.35,7.699999999999999
2023-04-17,84,35.0,0.35,29.4
2023-04-18,81,35.0,0.35,28.349999999999998
2023-04-19,82,35.0,0.35,28.7
2023-04-20,84,35.0,0.35,29.4
2023-04-21,74,35.0,0.35,25.9
2023-04-22,24,35.0,0.35,8.399999999999999
2023-04-23,12,35.0,0.35,4.199999999999999
2023-04-24,88,35.0,0.35,30.799999999999997
2023-04-25,84,35.0,0.35,29.4
2023-04-26,77,35.0,0.35,26.95
2023-04-27,87,35.0,0.35,30.45
2023-04-28,81,35.0,0.35,28.349999999999998
2023-04-29,37,35.0,0.35,12.95
2023-04-30,17,35.0,0.35,5.949999999999999
2023-05-01,27,33.0,0.33,8.91
2023-05-02,29,33.0,0.33,9.57
2023-05-03,27,33.0,0.33,8.91
2023-05-04,36,33.0,0.33,11.88
2023-05-05,28,33.0,0.33,9.24
2023-05-06,11,33.0,0.33,3.6300000000000003
2023-05-07,7,33.0,0.33,2.31
2023-05-08,30,33.0,0.33,9.9
2023-05-09,27,33.0,0.33,8.91
2023-05-10,35,33.0,0.33,11.55
2023-05-11,33,33.0,0.33,10.89
2023-05-12,29,33.0,0.33,9.57
2023-05-13,10,33.0,0.33,3.3000000000000003
2023-05-14,11,33.0,0.33,3.6300000000000003
2023-05-15,36,33.0,0.33,11.88
2023-05-16,39,33.0,0.33,12.870000000000001
2023-05-17,46,33.0,0.33,15.180000000000001
2023-05-18,100,33.0,0.33,33.0
2023-05-19,46,33.0,0.33,15.180000000000001
2023-05-20,11,33.0,0.33,3.6300000000000003
2023-05-21,12,33.0,0.33,3.96
2023-05-22,37,33.0,0.33,12.21
2023-05-23,32,33.0,0.33,10.56
2023-05-24,29,33.0,0.33,9.57
2023-05-25,31,33.0,0.33,10.23
2023-05-26,36,33.0,0.33,11.88
2023-05-27,15,33.0,0.33,4.95
2023-05-28,13,33.0,0.33,4.29
2023-05-29,9,33.0,0.33,2.97
2023-05-30,31,33.0,0.33,10.23
2023-05-31,34,33.0,0.33,11.22
2023-06-01,63,32.0,0.32,20.16
2023-06-02,76,32.0,0.32,24.32
2023-06-03,26,32.0,0.32,8.32
2023-06-04,50,32.0,0.32,16.0
2023-06-05,77,32.0,0.32,24.64
2023-06-06,58,32.0,0.32,18.56
2023-06-07,54,32.0,0.32,17.28
2023-06-08,74,32.0,0.32,23.68
2023-06-09,87,32.0,0.32,27.84
2023-06-10,31,32.0,0.32,9.92
2023-06-11,19,32.0,0.32,6.08
2023-06-12,83,32.0,0.32,26.560000000000002
2023-06-13,90,32.0,0.32,28.8
2023-06-14,92,32.0,0.32,29.44
2023-06-15,100,32.0,0.32,32.0
2023-06-16,84,32.0,0.32,26.88
2023-06-17,22,32.0,0.32,7.04
2023-06-18,10,32.0,0.32,3.2
2023-06-19,43,32.0,0.32,13.76
2023-06-20,53,32.0,0.32,16.96
2023-06-21,66,32.0,0.32,21.12
2023-06-22,58,32.0,0.32,18.56
2023-06-23,43,32.0,0.32,13.76
2023-06-24,41,32.0,0.32,13.120000000000001
2023-06-25,26,32.0,0.32,8.32
2023-06-26,57,32.0,0.32,18.240000000000002
2023-06-27,46,32.0,0.32,14.72
2023-06-28,62,32.0,0.32,19.84
2023-06-29,68,32.0,0.32,21.76
2023-06-30,82,32.0,0.32,26.240000000000002
2023-07-01,45,33.0,0.33,14.850000000000001
2023-07-02,25,33.0,0.33,8.25
2023-07-03,65,33.0,0.33,21.45
2023-07-04,29,33.0,0.33,9.57
2023-07-05,88,33.0,0.33,29.040000000000003
2023-07-06,63,33.0,0.33,20.790000000000003
2023-07-07,88,33.0,0.33,29.040000000000003
2023-07-08,24,33.0,0.33,7.92
2023-07-09,19,33.0,0.33,6.2700000000000005
2023-07-10,66,33.0,0.33,21.78
2023-07-11,67,33.0,0.33,22.11
2023-07-12,80,33.0,0.33,26.400000000000002
2023-07-13,77,33.0,0.33,25.41
2023-07-14,52,33.0,0.33,17.16
2023-07-15,34,33.0,0.33,11.22
2023-07-16,25,33.0,0.33,8.25
2023-07-17,61,33.0,0.33,20.130000000000003
2023-07-18,76,33.0,0.33,25.080000000000002
2023-07-19,69,33.0,0.33,22.77
2023-07-20,92,33.0,0.33,30.360000000000003
2023-07-21,78,33.0,0.33,25.740000000000002
2023-07-22,24,33.0,0.33,7.92
2023-07-23,23,33.0,0.33,7.590000000000001
2023-07-24,74,33.0,0.33,24.42
2023-07-25,92,33.0,0.33,30.360000000000003
2023-07-26,89,33.0,0.33,29.37
2023-07-27,62,33.0,0.33,20.46
2023-07-28,100,33.0,0.33,33.0
2023-07-29,25,33.0,0.33,8.25
2023-07-30,33,33.0,0.33,10.89
2023-07-31,76,33.0,0.33,25.080000000000002
2023-08-01,27,39.0,0.39,10.530000000000001
2023-08-02,30,39.0,0.39,11.700000000000001
2023-08-03,28,39.0,0.39,10.92
2023-08-04,21,39.0,0.39,8.19
2023-08-05,14,39.0,0.39,5.46
2023-08-06,11,39.0,0.39,4.29
2023-08-07,30,39.0,0.39,11.700000000000001
2023-08-08,27,39.0,0.39,10.530000000000001
2023-08-09,33,39.0,0.39,12.870000000000001
2023-08-10,33,39.0,0.39,12.870000000000001
2023-08-11,31,39.0,0.39,12.09
2023-08-12,12,39.0,0.39,4.68
2023-08-13,7,39.0,0.39,2.73
2023-08-14,41,39.0,0.39,15.99
2023-08-15,36,39.0,0.39,14.040000000000001
2023-08-16,45,39.0,0.39,17.55
2023-08-17,100,39.0,0.39,39.0
2023-08-18,34,39.0,0.39,13.26
2023-08-19,10,39.0,0.39,3.9000000000000004
2023-08-20,8,39.0,0.39,3.12
2023-08-21,31,39.0,0.39,12.09
2023-08-22,27,39.0,0.39,10.530000000000001
2023-08-23,23,39.0,0.39,8.97
2023-08-24,24,39.0,0.39,9.36
2023-08-25,32,39.0,0.39,12.48
2023-08-26,9,39.0,0.39,3.5100000000000002
