date,WMT_unscaled,WMT_monthly,scale,WMT
2023-08-27,7,39.0,0.39,2.73
2023-08-28,26,39.0,0.39,10.14
2023-08-29,23,39.0,0.39,8.97
2023-08-30,35,39.0,0.39,13.65
2023-08-31,28,39.0,0.39,10.92
2023-09-01,100,27.0,0.27,27.0
2023-09-02,39,27.0,0.27,10.530000000000001
2023-09-03,34,27.0,0.27,9.18
2023-09-04,30,27.0,0.27,8.100000000000001
2023-09-05,65,27.0,0.27,17.55
2023-09-06,80,27.0,0.27,21.6
2023-09-07,94,27.0,0.27,25.380000000000003
2023-09-08,66,27.0,0.27,17.82
2023-09-09,37,27.0,0.27,9.99
2023-09-10,19,27.0,0.27,5.130000000000001
2023-09-11,71,27.0,0.27,19.17
2023-09-12,84,27.0,0.27,22.68
2023-09-13,99,27.0,0.27,26.73
2023-09-14,90,27.0,0.27,24.3
2023-09-15,77,27.0,0.27,20.790000000000003
2023-09-16,47,27.0,0.27,12.690000000000001
2023-09-17,18,27.0,0.27,4.86
2023-09-18,97,27.0,0.27,26.19
2023-09-19,94,27.0,0.27,25.380000000000003
2023-09-20,66,27.0,0.27,17.82
2023-09-21,74,27.0,0.27,19.98
2023-09-22,55,27.0,0.27,14.850000000000001
2023-09-23,37,27.0,0.27,9.99
2023-09-24,35,27.0,0.27,9.450000000000001
2023-09-25,60,27.0,0.27,16.200000000000003
2023-09-26,78,27.0,0.27,21.060000000000002
2023-09-27,63,27.0,0.27,17.01
2023-09-28,71,27.0,0.27,19.17
2023-09-29,57,27.0,0.27,15.39
2023-09-30,34,27.0,0.27,9.18
2023-10-01,23,36.0,0.36,8.28
2023-10-02,69,36.0,0.36,24.84
2023-10-03,73,36.0,0.36,26.279999999999998
2023-10-04,84,36.0,0.36,30.24
2023-10-05,96,36.0,0.36,34.56
2023-10-06,86,36.0,0.36,30.959999999999997
2023-10-07,56,36.0,0.36,20.16
2023-10-08,19,36.0,0.36,6.84
2023-10-09,80,36.0,0.36,28.799999999999997
2023-10-10,67,36.0,0.36,24.119999999999997
2023-10-11,83,36.0,0.36,29.88
2023-10-12,77,36.0,0.36,27.72
2023-10-13,85,36.0,0.36,30.599999999999998
2023-10-14,44,36.0,0.36,15.84
2023-10-15,39,36.0,0.36,14.04
2023-10-16,76,36.0,0.36,27.36
2023-10-17,82,36.0,0.36,29.52
2023-10-18,82,36.0,0.36,29.52
2023-10-19,91,36.0,0.36,32.76
2023-10-20,73,36.0,0.36,26.279999999999998
2023-10-21,62,36.0,0.36,22.32
2023-10-22,42,36.0,0.36,15.12
2023-10-23,77,36.0,0.36,27.72
2023-10-24,100,36.0,0.36,36.0
2023-10-25,84,36.0,0.36,30.24
2023-10-26,78,36.0,0.36,28.08
2023-10-27,98,36.0,0.36,35.28
2023-10-28,35,36.0,0.36,12.6
2023-10-29,28,36.0,0.36,10.08
2023-10-30,79,36.0,0.36,28.439999999999998
2023-10-31,100,36.0,0.36,36.0
2023-11-01,30,54.0,0.54,16.200000000000003
2023-11-02,30,54.0,0.54,16.200000000000003
2023-11-03,37,54.0,0.54,19.98
2023-11-04,17,54.0,0.54,9.18
2023-11-05,9,54.0,0.54,4.86
2023-11-06,29,54.0,0.54,15.66
2023-11-07,31,54.0,0.54,16.740000000000002
2023-11-08,35,54.0,0.54,18.900000000000002
2023-11-09,29,54.0,0.54,15.66
2023-11-10,31,54.0,0.54,16.740000000000002
2023-11-11,15,54.0,0.54,8.100000000000001
2023-11-12,13,54.0,0.54,7.0200000000000005
2023-11-13,30,54.0,0.54,16.200000000000003
2023-11-14,33,54.0,0.54,17.82
2023-11-15,46,54.0,0.54,24.840000000000003
2023-11-16,100,54.0,0.54,54.0
2023-11-17,63,54.0,0.54,34.02
2023-11-18,20,54.0,0.54,10.8
2023-11-19,13,54.0,0.54,7.0200000000000005
2023-11-20,39,54.0,0.54,21.060000000000002
2023-11-21,38,54.0,0.54,20.520000000000003
2023-11-22,33,54.0,0.54,17.82
2023-11-23,12,54.0,0.54,6.48
2023-11-24,29,54.0,0.54,15.66
2023-11-25,15,54.0,0.54,8.100000000000001
2023-11-26,14,54.0,0.54,7.5600000000000005
2023-11-27,30,54.0,0.54,16.200000000000003
2023-11-28,31,54.0,0.54,16.740000000000002
2023-11-29,39,54.0,0.54,21.060000000000002
2023-11-30,35,54.0,0.54,18.900000000000002
2023-12-01,79,45.0,0.45,35.550000000000004
2023-12-02,46,45.0,0.45,20.7
2023-12-03,45,45.0,0.45,20.25
2023-12-04,73,45.0,0.45,32.85
2023-12-05,72,45.0,0.45,32.4
2023-12-06,86,45.0,0.45,38.7
2023-12-07,77,45.0,0.45,34.65
2023-12-08,94,45.0,0.45,42.300000000000004
2023-12-09,33,45.0,0.45,14.85
2023-12-10,38,45.0,0.45,17.1
2023-12-11,86,45.0,0.45,38.7
2023-12-12,93,45.0,0.45,41.85
2023-12-13,96,45.0,0.45,43.2
2023-12-14,90,45.0,0.45,40.5
2023-12-15,82,45.0,0.45,36.9
2023-12-16,51,45.0,0.45,22.95
2023-12-17,40,45.0,0.45,18.0
2023-12-18,74,45.0,0.45,33.300000000000004
2023-12-19,83,45.0,0.45,37.35
2023-12-20,76,45.0,0.45,34.2
2023-12-21,77,45.0,0.45,34.65
2023-12-22,100,45.0,0.45,45.0
2023-12-23,44,45.0,0.45,19.8
2023-12-24,34,45.0,0.45,15.3
2023-12-25,36,45.0,0.45,16.2
2023-12-26,82,45.0,0.45,36.9
2023-12-27,72,45.0,0.45,32.4
2023-12-28,81,45.0,0.45,36.45
2023-12-29,78,45.0,0.45,35.1
2023-12-30,32,45.0,0.45,14.4
2023-12-31,30,45.0,0.45,13.5
