date,KO_unscaled,KO_monthly,scale,KO
2016-03-08,69,42.0,0.42,28.98
2016-03-09,77,42.0,0.42,32.339999999999996
2016-03-10,90,42.0,0.42,37.8
2016-03-11,80,42.0,0.42,33.6
2016-03-12,83,42.0,0.42,34.86
2016-03-13,69,42.0,0.42,28.98
2016-03-14,70,42.0,0.42,29.4
2016-03-15,78,42.0,0.42,32.76
2016-03-16,78,42.0,0.42,32.76
2016-03-17,70,42.0,0.42,29.4
2016-03-18,73,42.0,0.42,30.66
2016-03-19,77,42.0,0.42,32.339999999999996
2016-03-20,100,42.0,0.42,42.0
2016-03-21,82,42.0,0.42,34.44
2016-03-22,78,42.0,0.42,32.76
2016-03-23,73,42.0,0.42,30.66
2016-03-24,74,42.0,0.42,31.08
2016-03-25,71,42.0,0.42,29.82
2016-03-26,71,42.0,0.42,29.82
2016-03-27,80,42.0,0.42,33.6
2016-03-28,73,42.0,0.42,30.66
2016-03-29,71,42.0,0.42,29.82
2016-03-30,77,42.0,0.42,32.339999999999996
2016-03-31,75,42.0,0.42,31.5
2016-04-01,76,46.0,0.46,34.96
2016-04-02,81,46.0,0.46,37.260000000000005
2016-04-03,93,46.0,0.46,42.78
2016-04-04,100,46.0,0.46,46.0
2016-04-05,75,46.0,0.46,34.5
2016-04-06,80,46.0,0.46,36.800000000000004
2016-04-07,69,46.0,0.46,31.740000000000002
2016-04-08,81,46.0,0.46,37.260000000000005
2016-04-09,78,46.0,0.46,35.88
2016-04-10,78,46.0,0.46,35.88
2016-04-11,88,46.0,0.46,40.480000000000004
2016-04-12,73,46.0,0.46,33.58
2016-04-13,71,46.0,0.46,32.660000000000004
2016-04-14,76,46.0,0.46,34.96
2016-04-15,72,46.0,0.46,33.120000000000005
2016-04-16,71,46.0,0.46,32.660000000000004
2016-04-17,82,46.0,0.46,37.72
2016-04-18,70,46.0,0.46,32.2
2016-04-19,74,46.0,0.46,34.04
2016-04-20,78,46.0,0.46,35.88
2016-04-21,70,46.0,0.46,32.2
2016-04-22,74,46.0,0.46,34.04
2016-04-23,81,46.0,0.46,37.260000000000005
2016-04-24,73,46.0,0.46,33.58
2016-04-25,72,46.0,0.46,33.120000000000005
2016-04-26,67,46.0,0.46,30.82
2016-04-27,67,46.0,0.46,30.82
2016-04-28,70,46.0,0.46,32.2
2016-04-29,64,46.0,0.46,29.44
2016-04-30,57,46.0,0.46,26.220000000000002
2016-05-01,44,44.0,0.44,19.36
2016-05-02,46,44.0,0.44,20.24
2016-05-03,43,44.0,0.44,18.92
2016-05-04,46,44.0,0.44,20.24
2016-05-05,45,44.0,0.44,19.8
2016-05-06,48,44.0,0.44,21.12
2016-05-07,46,44.0,0.44,20.24
2016-05-08,100,44.0,0.44,44.0
2016-05-09,61,44.0,0.44,26.84
2016-05-10,47,44.0,0.44,20.68
2016-05-11,50,44.0,0.44,22.0
2016-05-12,46,44.0,0.44,20.24
2016-05-13,49,44.0,0.44,21.56
2016-05-14,50,44.0,0.44,22.0
2016-05-15,69,44.0,0.44,30.36
2016-05-16,55,44.0,0.44,24.2
2016-05-17,45,44.0,0.44,19.8
2016-05-18,53,44.0,0.44,23.32
2016-05-19,46,44.0,0.44,20.24
2016-05-20,48,44.0,0.44,21.12
2016-05-21,51,44.0,0.44,22.44
2016-05-22,46,44.0,0.44,20.24
2016-05-23,49,44.0,0.44,21.56
2016-05-24,50,44.0,0.44,22.0
2016-05-25,39,44.0,0.44,17.16
2016-05-26,46,44.0,0.44,20.24
2016-05-27,50,44.0,0.44,22.0
2016-05-28,47,44.0,0.44,20.68
2016-05-29,50,44.0,0.44,22.0
2016-05-30,44,44.0,0.44,19.36
2016-05-31,42,44.0,0.44,18.48
2016-06-01,61,43.0,0.43,26.23
2016-06-02,54,43.0,0.43,23.22
2016-06-03,57,43.0,0.43,24.509999999999998
2016-06-04,66,43.0,0.43,28.38
2016-06-05,100,43.0,0.43,43.0
2016-06-06,70,43.0,0.43,30.099999999999998
2016-06-07,55,43.0,0.43,23.65
2016-06-08,54,43.0,0.43,23.22
2016-06-09,61,43.0,0.43,26.23
2016-06-10,61,43.0,0.43,26.23
2016-06-11,59,43.0,0.43,25.37
2016-06-12,82,43.0,0.43,35.26
2016-06-13,74,43.0,0.43,31.82
2016-06-14,57,43.0,0.43,24.509999999999998
2016-06-15,54,43.0,0.43,23.22
2016-06-16,49,43.0,0.43,21.07
2016-06-17,55,43.0,0.43,23.65
2016-06-18,53,43.0,0.43,22.79
2016-06-19,63,43.0,0.43,27.09
2016-06-20,56,43.0,0.43,24.08
2016-06-21,60,43.0,0.43,25.8
2016-06-22,53,43.0,0.43,22.79
2016-06-23,57,43.0,0.43,24.509999999999998
2016-06-24,66,43.0,0.43,28.38
2016-06-25,68,43.0,0.43,29.24
2016-06-26,67,43.0,0.43,28.81
2016-06-27,72,43.0,0.43,30.96
2016-06-28,58,43.0,0.43,24.94
2016-06-29,61,43.0,0.43,26.23
2016-06-30,61,43.0,0.43,26.23
2016-07-01,56,45.0,0.45,25.2
2016-07-02,53,45.0,0.45,23.85
2016-07-03,48,45.0,0.45,21.6
2016-07-04,51,45.0,0.45,22.95
2016-07-05,53,45.0,0.45,23.85
2016-07-06,50,45.0,0.45,22.5
2016-07-07,51,45.0,0.45,22.95
2016-07-08,61,45.0,0.45,27.45
2016-07-09,69,45.0,0.45,31.05
2016-07-10,100,45.0,0.45,45.0
2016-07-11,59,45.0,0.45,26.55
2016-07-12,48,45.0,0.45,21.6
2016-07-13,54,45.0,0.45,24.3
2016-07-14,57,45.0,0.45,25.650000000000002
2016-07-15,53,45.0,0.45,23.85
2016-07-16,58,45.0,0.45,26.1
2016-07-17,85,45.0,0.45,38.25
2016-07-18,63,45.0,0.45,28.35
2016-07-19,57,45.0,0.45,25.650000000000002
2016-07-20,61,45.0,0.45,27.45
2016-07-21,54,45.0,0.45,24.3
2016-07-22,58,45.0,0.45,26.1
2016-07-23,56,45.0,0.45,25.2
2016-07-24,62,45.0,0.45,27.900000000000002
2016-07-25,59,45.0,0.45,26.55
2016-07-26,56,45.0,0.45,25.2
2016-07-27,60,45.0,0.45,27.0
2016-07-28,60,45.0,0.45,27.0
2016-07-29,54,45.0,0.45,24.3
2016-07-30,57,45.0,0.45,25.650000000000002
2016-07-31,79,45.0,0.45,35.550000000000004
2016-08-01,59,40.0,0.4,23.6
2016-08-02,66,40.0,0.4,26.400000000000002
2016-08-03,62,40.0,0.4,24.8
2016-08-04,71,40.0,0.4,28.400000000000002
2016-08-05,75,40.0,0.4,30.0
2016-08-06,68,40.0,0.4,27.200000000000003
2016-08-07,64,40.0,0.4,25.6
2016-08-08,71,40.0,0.4,28.400000000000002
2016-08-09,70,40.0,0.4,28.0
2016-08-10,68,40.0,0.4,27.200000000000003
2016-08-11,59,40.0,0.4,23.6
2016-08-12,65,40.0,0.4,26.0
2016-08-13,68,40.0,0.4,27.200000000000003
2016-08-14,71,40.0,0.4,28.400000000000002
2016-08-15,74,40.0,0.4,29.6
2016-08-16,65,40.0,0.4,26.0
2016-08-17,74,40.0,0.4,29.6
2016-08-18,62,40.0,0.4,24.8
2016-08-19,73,40.0,0.4,29.200000000000003
2016-08-20,100,40.0,0.4,40.0
2016-08-21,87,40.0,0.4,34.800000000000004
2016-08-22,75,40.0,0.4,30.0
2016-08-23,64,40.0,0.4,25.6
2016-08-24,70,40.0,0.4,28.0
2016-08-25,66,40.0,0.4,26.400000000000002
2016-08-26,71,40.0,0.4,28.400000000000002
2016-08-27,69,40.0,0.4,27.6
2016-08-28,74,40.0,0.4,29.6
2016-08-29,67,40.0,0.4,26.8
2016-08-30,64,40.0,0.4,25.6
2016-08-31,64,40.0,0.4,25.6
2016-09-01,81,41.0,0.41,33.21
2016-09-02,75,41.0,0.41,30.749999999999996
2016-09-03,76,41.0,0.41,31.159999999999997
2016-09-04,100,41.0,0.41,41.0
2016-09-05,75,41.0,0.41,30.749999999999996
2016-09-06,83,41.0,0.41,34.03
2016-09-07,89,41.0,0.41,36.489999999999995
2016-09-08,79,41.0,0.41,32.39
2016-09-09,85,41.0,0.41,34.85
2016-09-10,92,41.0,0.41,37.72
2016-09-11,93,41.0,0.41,38.129999999999995
2016-09-12,76,41.0,0.41,31.159999999999997
2016-09-13,82,41.0,0.41,33.62
2016-09-14,72,41.0,0.41,29.52
2016-09-15,80,41.0,0.41,32.8
2016-09-16,86,41.0,0.41,35.26
2016-09-17,81,41.0,0.41,33.21
2016-09-18,90,41.0,0.41,36.9
2016-09-19,79,41.0,0.41,32.39
2016-09-20,74,41.0,0.41,30.34
2016-09-21,70,41.0,0.41,28.7
2016-09-22,75,41.0,0.41,30.749999999999996
2016-09-23,78,41.0,0.41,31.979999999999997
2016-09-24,72,41.0,0.41,29.52
2016-09-25,85,41.0,0.41,34.85
2016-09-26,72,41.0,0.41,29.52
2016-09-27,83,41.0,0.41,34.03
2016-09-28,73,41.0,0.41,29.93
2016-09-29,75,41.0,0.41,30.749999999999996
2016-09-30,65,41.0,0.41,26.65
2016-10-01,79,43.0,0.43,33.97
2016-10-02,89,43.0,0.43,38.269999999999996
2016-10-03,76,43.0,0.43,32.68
2016-10-04,86,43.0,0.43,36.98
2016-10-05,79,43.0,0.43,33.97
2016-10-06,85,43.0,0.43,36.55
2016-10-07,98,43.0,0.43,42.14
2016-10-08,87,43.0,0.43,37.41
2016-10-09,95,43.0,0.43,40.85
2016-10-10,76,43.0,0.43,32.68
2016-10-11,80,43.0,0.43,34.4
2016-10-12,80,43.0,0.43,34.4
2016-10-13,89,43.0,0.43,38.269999999999996
2016-10-14,100,43.0,0.43,43.0
2016-10-15,90,43.0,0.43,38.7
2016-10-16,94,43.0,0.43,40.42
2016-10-17,88,43.0,0.43,37.839999999999996
2016-10-18,84,43.0,0.43,36.12
2016-10-19,79,43.0,0.43,33.97
2016-10-20,81,43.0,0.43,34.83
2016-10-21,91,43.0,0.43,39.13
2016-10-22,99,43.0,0.43,42.57
2016-10-23,92,43.0,0.43,39.56
2016-10-24,87,43.0,0.43,37.41
2016-10-25,91,43.0,0.43,39.13
2016-10-26,99,43.0,0.43,42.57
2016-10-27,91,43.0,0.43,39.13
2016-10-28,95,43.0,0.43,40.85
2016-10-29,90,43.0,0.43,38.7
2016-10-30,91,43.0,0.43,39.13
2016-10-31,91,43.0,0.43,39.13
2016-11-01,58,42.0,0.42,24.36
2016-11-02,60,42.0,0.42,25.2
2016-11-03,56,42.0,0.42,23.52
2016-11-04,61,42.0,0.42,25.619999999999997
2016-11-05,68,42.0,0.42,28.56
2016-11-06,55,42.0,0.42,23.099999999999998
2016-11-07,51,42.0,0.42,21.419999999999998
2016-11-08,57,42.0,0.42,23.939999999999998
2016-11-09,45,42.0,0.42,18.9
2016-11-10,57,42.0,0.42,23.939999999999998
2016-11-11,67,42.0,0.42,28.14
2016-11-12,65,42.0,0.42,27.3
2016-11-13,100,42.0,0.42,42.0
2016-11-14,69,42.0,0.42,28.98
2016-11-15,65,42.0,0.42,27.3
2016-11-16,56,42.0,0.42,23.52
2016-11-17,59,42.0,0.42,24.779999999999998
2016-11-18,70,42.0,0.42,29.4
2016-11-19,64,42.0,0.42,26.88
2016-11-20,70,42.0,0.42,29.4
2016-11-21,70,42.0,0.42,29.4
2016-11-22,69,42.0,0.42,28.98
2016-11-23,59,42.0,0.42,24.779999999999998
2016-11-24,64,42.0,0.42,26.88
2016-11-25,69,42.0,0.42,28.98
2016-11-26,65,42.0,0.42,27.3
2016-11-27,61,42.0,0.42,25.619999999999997
2016-11-28,60,42.0,0.42,25.2
2016-11-29,58,42.0,0.42,24.36
2016-11-30,57,42.0,0.42,23.939999999999998
2016-12-01,43,48.0,0.48,20.64
2016-12-02,42,48.0,0.48,20.16
2016-12-03,47,48.0,0.48,22.56
2016-12-04,39,48.0,0.48,18.72
2016-12-05,39,48.0,0.48,18.72
2016-12-06,44,48.0,0.48,21.119999999999997
2016-12-07,40,48.0,0.48,19.2
2016-12-08,49,48.0,0.48,23.52
2016-12-09,53,48.0,0.48,25.439999999999998
2016-12-10,43,48.0,0.48,20.64
2016-12-11,57,48.0,0.48,27.36
2016-12-12,44,48.0,0.48,21.119999999999997
2016-12-13,44,48.0,0.48,21.119999999999997
2016-12-14,39,48.0,0.48,18.72
2016-12-15,41,48.0,0.48,19.68
2016-12-16,48,48.0,0.48,23.04
2016-12-17,46,48.0,0.48,22.08
2016-12-18,47,48.0,0.48,22.56
2016-12-19,48,48.0,0.48,23.04
2016-12-20,48,48.0,0.48,23.04
2016-12-21,42,48.0,0.48,20.16
2016-12-22,47,48.0,0.48,22.56
2016-12-23,47,48.0,0.48,22.56
2016-12-24,46,48.0,0.48,22.08
2016-12-25,46,48.0,0.48,22.08
2016-12-26,47,48.0,0.48,22.56
2016-12-27,43,48.0,0.48,20.64
2016-12-28,49,48.0,0.48,23.52
2016-12-29,47,48.0,0.48,22.56
2016-12-30,52,48.0,0.48,24.96
2016-12-31,100,48.0,0.48,48.0
2017-01-01,100,43.0,0.43,43.0
2017-01-02,85,43.0,0.43,36.55
2017-01-03,82,43.0,0.43,35.26
2017-01-04,92,43.0,0.43,39.56
2017-01-05,84,43.0,0.43,36.12
2017-01-06,85,43.0,0.43,36.55
2017-01-07,78,43.0,0.43,33.54
2017-01-08,86,43.0,0.43,36.98
2017-01-09,79,43.0,0.43,33.97
2017-01-10,81,43.0,0.43,34.83
2017-01-11,74,43.0,0.43,31.82
2017-01-12,72,43.0,0.43,30.96
2017-01-13,100,43.0,0.43,43.0
2017-01-14,83,43.0,0.43,35.69
2017-01-15,83,43.0,0.43,35.69
2017-01-16,79,43.0,0.43,33.97
2017-01-17,80,43.0,0.43,34.4
2017-01-18,82,43.0,0.43,35.26
2017-01-19,76,43.0,0.43,32.68
2017-01-20,78,43.0,0.43,33.54
2017-01-21,81,43.0,0.43,34.83
2017-01-22,94,43.0,0.43,40.42
2017-01-23,78,43.0,0.43,33.54
2017-01-24,82,43.0,0.43,35.26
2017-01-25,78,43.0,0.43,33.54
2017-01-26,82,43.0,0.43,35.26
2017-01-27,82,43.0,0.43,35.26
2017-01-28,77,43.0,0.43,33.11
2017-01-29,82,43.0,0.43,35.26
2017-01-30,84,43.0,0.43,36.12
2017-01-31,83,43.0,0.43,35.69
2017-02-01,81,43.0,0.43,34.83
2017-02-02,94,43.0,0.43,40.42
2017-02-03,85,43.0,0.43,36.55
2017-02-04,95,43.0,0.43,40.85
2017-02-05,87,43.0,0.43,37.41
2017-02-06,84,43.0,0.43,36.12
2017-02-07,92,43.0,0.43,39.56
2017-02-08,77,43.0,0.43,33.11
2017-02-09,93,43.0,0.43,39.99
2017-02-10,97,43.0,0.43,41.71
2017-02-11,95,43.0,0.43,40.85
2017-02-12,97,43.0,0.43,41.71
2017-02-13,87,43.0,0.43,37.41
2017-02-14,89,43.0,0.43,38.269999999999996
2017-02-15,94,43.0,0.43,40.42
2017-02-16,93,43.0,0.43,39.99
2017-02-17,98,43.0,0.43,42.14
2017-02-18,95,43.0,0.43,40.85
2017-02-19,89,43.0,0.43,38.269999999999996
2017-02-20,89,43.0,0.43,38.269999999999996
2017-02-21,100,43.0,0.43,43.0
2017-02-22,88,43.0,0.43,37.839999999999996
2017-02-23,95,43.0,0.43,40.85
2017-02-24,95,43.0,0.43,40.85
2017-02-25,87,43.0,0.43,37.41
2017-02-26,96,43.0,0.43,41.28
2017-02-27,81,43.0,0.43,34.83
2017-02-28,99,43.0,0.43,42.57
2017-03-01,84,44.0,0.44,36.96
2017-03-02,76,44.0,0.44,33.44
2017-03-03,78,44.0,0.44,34.32
2017-03-04,77,44.0,0.44,33.88
2017-03-05,100,44.0,0.44,44.0
2017-03-06,79,44.0,0.44,34.76
2017-03-07,70,44.0,0.44,30.8
2017-03-08,84,44.0,0.44,36.96
2017-03-09,78,44.0,0.44,34.32
2017-03-10,92,44.0,0.44,40.48
2017-03-11,83,44.0,0.44,36.52
2017-03-12,92,44.0,0.44,40.48
2017-03-13,87,44.0,0.44,38.28
2017-03-14,82,44.0,0.44,36.08
2017-03-15,81,44.0,0.44,35.64
2017-03-16,83,44.0,0.44,36.52
2017-03-17,78,44.0,0.44,34.32
2017-03-18,70,44.0,0.44,30.8
2017-03-19,93,44.0,0.44,40.92
2017-03-20,83,44.0,0.44,36.52
2017-03-21,82,44.0,0.44,36.08
2017-03-22,80,44.0,0.44,35.2
2017-03-23,87,44.0,0.44,38.28
2017-03-24,83,44.0,0.44,36.52
2017-03-25,83,44.0,0.44,36.52
2017-03-26,82,44.0,0.44,36.08
2017-03-27,77,44.0,0.44,33.88
2017-03-28,73,44.0,0.44,32.12
2017-03-29,78,44.0,0.44,34.32
2017-03-30,81,44.0,0.44,35.64
2017-03-31,84,44.0,0.44,36.96
2017-04-01,93,48.0,0.48,44.64
2017-04-02,85,48.0,0.48,40.8
2017-04-03,69,48.0,0.48,33.12
2017-04-04,76,48.0,0.48,36.48
2017-04-05,72,48.0,0.48,34.56
2017-04-06,77,48.0,0.48,36.96
2017-04-07,85,48.0,0.48,40.8
2017-04-08,80,48.0,0.48,38.4
2017-04-09,88,48.0,0.48,42.239999999999995
2017-04-10,71,48.0,0.48,34.08
2017-04-11,72,48.0,0.48,34.56
2017-04-12,79,48.0,0.48,37.92
2017-04-13,76,48.0,0.48,36.48
2017-04-14,85,48.0,0.48,40.8
2017-04-15,100,48.0,0.48,48.0
2017-04-16,93,48.0,0.48,44.64
2017-04-17,77,48.0,0.48,36.96
2017-04-18,82,48.0,0.48,39.36
2017-04-19,80,48.0,0.48,38.4
2017-04-20,81,48.0,0.48,38.879999999999995
2017-04-21,79,48.0,0.48,37.92
2017-04-22,80,48.0,0.48,38.4
2017-04-23,80,48.0,0.48,38.4
2017-04-24,81,48.0,0.48,38.879999999999995
2017-04-25,90,48.0,0.48,43.199999999999996
2017-04-26,74,48.0,0.48,35.519999999999996
2017-04-27,74,48.0,0.48,35.519999999999996
2017-04-28,80,48.0,0.48,38.4
2017-04-29,81,48.0,0.48,38.879999999999995
2017-04-30,89,48.0,0.48,42.72
2017-05-01,91,43.0,0.43,39.13
2017-05-02,78,43.0,0.43,33.54
2017-05-03,85,43.0,0.43,36.55
2017-05-04,82,43.0,0.43,35.26
2017-05-05,81,43.0,0.43,34.83
2017-05-06,94,43.0,0.43,40.42
2017-05-07,97,43.0,0.43,41.71
2017-05-08,86,43.0,0.43,36.98
2017-05-09,85,43.0,0.43,36.55
2017-05-10,78,43.0,0.43,33.54
2017-05-11,84,43.0,0.43,36.12
2017-05-12,84,43.0,0.43,36.12
2017-05-13,88,43.0,0.43,37.839999999999996
2017-05-14,100,43.0,0.43,43.0
2017-05-15,84,43.0,0.43,36.12
2017-05-16,87,43.0,0.43,37.41
2017-05-17,93,43.0,0.43,39.99
2017-05-18,84,43.0,0.43,36.12
2017-05-19,89,43.0,0.43,38.269999999999996
2017-05-20,95,43.0,0.43,40.85
2017-05-21,92,43.0,0.43,39.56
2017-05-22,84,43.0,0.43,36.12
2017-05-23,86,43.0,0.43,36.98
2017-05-24,80,43.0,0.43,34.4
2017-05-25,89,43.0,0.43,38.269999999999996
2017-05-26,92,43.0,0.43,39.56
2017-05-27,76,43.0,0.43,32.68
2017-05-28,91,43.0,0.43,39.13
2017-05-29,93,43.0,0.43,39.99
2017-05-30,79,43.0,0.43,33.97
2017-05-31,84,43.0,0.43,36.12
2017-06-01,70,42.0,0.42,29.4
2017-06-02,69,42.0,0.42,28.98
2017-06-03,75,42.0,0.42,31.5
2017-06-04,74,42.0,0.42,31.08
2017-06-05,71,42.0,0.42,29.82
2017-06-06,65,42.0,0.42,27.3
2017-06-07,70,42.0,0.42,29.4
2017-06-08,73,42.0,0.42,30.66
2017-06-09,68,42.0,0.42,28.56
2017-06-10,71,42.0,0.42,29.82
2017-06-11,86,42.0,0.42,36.12
2017-06-12,71,42.0,0.42,29.82
2017-06-13,68,42.0,0.42,28.56
2017-06-14,71,42.0,0.42,29.82
2017-06-15,78,42.0,0.42,32.76
2017-06-16,77,42.0,0.42,32.339999999999996
2017-06-17,85,42.0,0.42,35.699999999999996
2017-06-18,82,42.0,0.42,34.44
2017-06-19,100,42.0,0.42,42.0
2017-06-20,76,42.0,0.42,31.919999999999998
2017-06-21,70,42.0,0.42,29.4
2017-06-22,73,42.0,0.42,30.66
2017-06-23,74,42.0,0.42,31.08
2017-06-24,79,42.0,0.42,33.18
2017-06-25,73,42.0,0.42,30.66
2017-06-26,73,42.0,0.42,30.66
2017-06-27,70,42.0,0.42,29.4
2017-06-28,78,42.0,0.42,32.76
2017-06-29,78,42.0,0.42,32.76
2017-06-30,75,42.0,0.42,31.5
2017-07-01,55,48.0,0.48,26.4
2017-07-02,62,48.0,0.48,29.759999999999998
2017-07-03,60,48.0,0.48,28.799999999999997
2017-07-04,73,48.0,0.48,35.04
2017-07-05,64,48.0,0.48,30.72
2017-07-06,61,48.0,0.48,29.279999999999998
2017-07-07,58,48.0,0.48,27.84
2017-07-08,65,48.0,0.48,31.2
2017-07-09,66,48.0,0.48,31.68
2017-07-10,64,48.0,0.48,30.72
2017-07-11,63,48.0,0.48,30.24
2017-07-12,56,48.0,0.48,26.88
2017-07-13,68,48.0,0.48,32.64
2017-07-14,64,48.0,0.48,30.72
2017-07-15,72,48.0,0.48,34.56
2017-07-16,65,48.0,0.48,31.2
2017-07-17,62,48.0,0.48,29.759999999999998
2017-07-18,71,48.0,0.48,34.08
2017-07-19,71,48.0,0.48,34.08
2017-07-20,65,48.0,0.48,31.2
2017-07-21,64,48.0,0.48,30.72
2017-07-22,68,48.0,0.48,32.64
2017-07-23,68,48.0,0.48,32.64
2017-07-24,68,48.0,0.48,32.64
2017-07-25,65,48.0,0.48,31.2
2017-07-26,67,48.0,0.48,32.16
2017-07-27,65,48.0,0.48,31.2
2017-07-28,71,48.0,0.48,34.08
2017-07-29,68,48.0,0.48,32.64
2017-07-30,100,48.0,0.48,48.0
2017-07-31,76,48.0,0.48,36.48
2017-08-01,43,60.0,0.6,25.8
2017-08-02,48,60.0,0.6,28.799999999999997
2017-08-03,47,60.0,0.6,28.2
2017-08-04,52,60.0,0.6,31.2
2017-08-05,46,60.0,0.6,27.599999999999998
2017-08-06,44,60.0,0.6,26.4
2017-08-07,40,60.0,0.6,24.0
2017-08-08,45,60.0,0.6,27.0
2017-08-09,50,60.0,0.6,30.0
2017-08-10,42,60.0,0.6,25.2
2017-08-11,47,60.0,0.6,28.2
2017-08-12,47,60.0,0.6,28.2
2017-08-13,49,60.0,0.6,29.4
2017-08-14,42,60.0,0.6,25.2
2017-08-15,46,60.0,0.6,27.599999999999998
2017-08-16,45,60.0,0.6,27.0
2017-08-17,48,60.0,0.6,28.799999999999997
2017-08-18,48,60.0,0.6,28.799999999999997
2017-08-19,50,60.0,0.6,30.0
2017-08-20,51,60.0,0.6,30.599999999999998
2017-08-21,46,60.0,0.6,27.599999999999998
2017-08-22,50,60.0,0.6,30.0
2017-08-23,45,60.0,0.6,27.0
2017-08-24,47,60.0,0.6,28.2
2017-08-25,45,60.0,0.6,27.0
2017-08-26,54,60.0,0.6,32.4
2017-08-27,100,60.0,0.6,60.0
2017-08-28,44,60.0,0.6,26.4
2017-08-29,47,60.0,0.6,28.2
2017-08-30,41,60.0,0.6,24.599999999999998
2017-08-31,45,60.0,0.6,27.0
2017-09-01,98,50.0,0.5,49.0
2017-09-02,84,50.0,0.5,42.0
2017-09-03,90,50.0,0.5,45.0
2017-09-04,88,50.0,0.5,44.0
2017-09-05,91,50.0,0.5,45.5
2017-09-06,74,50.0,0.5,37.0
2017-09-07,76,50.0,0.5,38.0
2017-09-08,94,50.0,0.5,47.0
2017-09-09,91,50.0,0.5,45.5
2017-09-10,98,50.0,0.5,49.0
2017-09-11,83,50.0,0.5,41.5
2017-09-12,94,50.0,0.5,47.0
2017-09-13,84,50.0,0.5,42.0
2017-09-14,97,50.0,0.5,48.5
2017-09-15,93,50.0,0.5,46.5
2017-09-16,95,50.0,0.5,47.5
2017-09-17,100,50.0,0.5,50.0
2017-09-18,82,50.0,0.5,41.0
2017-09-19,84,50.0,0.5,42.0
2017-09-20,78,50.0,0.5,39.0
2017-09-21,85,50.0,0.5,42.5
2017-09-22,79,50.0,0.5,39.5
2017-09-23,90,50.0,0.5,45.0
2017-09-24,79,50.0,0.5,39.5
2017-09-25,82,50.0,0.5,41.0
2017-09-26,77,50.0,0.5,38.5
2017-09-27,80,50.0,0.5,40.0
2017-09-28,80,50.0,0.5,40.0
2017-09-29,84,50.0,0.5,42.0
2017-09-30,93,50.0,0.5,46.5
2017-10-01,78,52.0,0.52,40.56
2017-10-02,67,52.0,0.52,34.84
2017-10-03,69,52.0,0.52,35.88
2017-10-04,76,52.0,0.52,39.52
2017-10-05,76,52.0,0.52,39.52
2017-10-06,73,52.0,0.52,37.96
2017-10-07,100,52.0,0.52,52.0
2017-10-08,76,52.0,0.52,39.52
2017-10-09,86,52.0,0.52,44.72
2017-10-10,77,52.0,0.52,40.04
2017-10-11,73,52.0,0.52,37.96
2017-10-12,73,52.0,0.52,37.96
2017-10-13,75,52.0,0.52,39.0
2017-10-14,89,52.0,0.52,46.28
2017-10-15,80,52.0,0.52,41.6
2017-10-16,71,52.0,0.52,36.92
2017-10-17,71,52.0,0.52,36.92
2017-10-18,63,52.0,0.52,32.76
2017-10-19,65,52.0,0.52,33.800000000000004
2017-10-20,66,52.0,0.52,34.32
2017-10-21,68,52.0,0.52,35.36
2017-10-22,74,52.0,0.52,38.480000000000004
2017-10-23,71,52.0,0.52,36.92
2017-10-24,70,52.0,0.52,36.4
2017-10-25,67,52.0,0.52,34.84
2017-10-26,70,52.0,0.52,36.4
2017-10-27,69,52.0,0.52,35.88
2017-10-28,72,52.0,0.52,37.44
2017-10-29,70,52.0,0.52,36.4
2017-10-30,58,52.0,0.52,30.16
2017-10-31,60,52.0,0.52,31.200000000000003
2017-11-01,70,42.0,0.42,29.4
2017-11-02,68,42.0,0.42,28.56
2017-11-03,81,42.0,0.42,34.019999999999996
2017-11-04,83,42.0,0.42,34.86
2017-11-05,100,42.0,0.42,42.0
2017-11-06,74,42.0,0.42,31.08
2017-11-07,75,42.0,0.42,31.5
2017-11-08,66,42.0,0.42,27.72
2017-11-09,71,42.0,0.42,29.82
2017-11-10,75,42.0,0.42,31.5
2017-11-11,83,42.0,0.42,34.86
2017-11-12,77,42.0,0.42,32.339999999999996
2017-11-13,65,42.0,0.42,27.3
2017-11-14,72,42.0,0.42,30.24
2017-11-15,70,42.0,0.42,29.4
2017-11-16,68,42.0,0.42,28.56
2017-11-17,66,42.0,0.42,27.72
2017-11-18,79,42.0,0.42,33.18
2017-11-19,79,42.0,0.42,33.18
2017-11-20,70,42.0,0.42,29.4
2017-11-21,67,42.0,0.42,28.14
2017-11-22,66,42.0,0.42,27.72
2017-11-23,62,42.0,0.42,26.04
2017-11-24,64,42.0,0.42,26.88
2017-11-25,65,42.0,0.42,27.3
2017-11-26,69,42.0,0.42,28.98
2017-11-27,60,42.0,0.42,25.2
2017-11-28,67,42.0,0.42,28.14
2017-11-29,62,42.0,0.42,26.04
2017-11-30,60,42.0,0.42,25.2
2017-12-01,76,37.0,0.37,28.12
2017-12-02,86,37.0,0.37,31.82
2017-12-03,100,37.0,0.37,37.0
2017-12-04,98,37.0,0.37,36.26
2017-12-05,72,37.0,0.37,26.64
2017-12-06,74,37.0,0.37,27.38
2017-12-07,76,37.0,0.37,28.12
2017-12-08,79,37.0,0.37,29.23
2017-12-09,85,37.0,0.37,31.45
2017-12-10,82,37.0,0.37,30.34
2017-12-11,80,37.0,0.37,29.6
2017-12-12,75,37.0,0.37,27.75
2017-12-13,71,37.0,0.37,26.27
2017-12-14,77,37.0,0.37,28.49
