date,KO_unscaled,KO_monthly,scale,KO
2017-12-15,80,37.0,0.37,29.6
2017-12-16,77,37.0,0.37,28.49
2017-12-17,69,37.0,0.37,25.53
2017-12-18,74,37.0,0.37,27.38
2017-12-19,71,37.0,0.37,26.27
2017-12-20,81,37.0,0.37,29.97
2017-12-21,75,37.0,0.37,27.75
2017-12-22,81,37.0,0.37,29.97
2017-12-23,79,37.0,0.37,29.23
2017-12-24,73,37.0,0.37,27.009999999999998
2017-12-25,77,37.0,0.37,28.49
2017-12-26,86,37.0,0.37,31.82
2017-12-27,88,37.0,0.37,32.56
2017-12-28,77,37.0,0.37,28.49
2017-12-29,75,37.0,0.37,27.75
2017-12-30,76,37.0,0.37,28.12
2017-12-31,84,37.0,0.37,31.08
2018-01-01,93,39.0,0.39,36.27
2018-01-02,88,39.0,0.39,34.32
2018-01-03,96,39.0,0.39,37.44
2018-01-04,89,39.0,0.39,34.71
2018-01-05,100,39.0,0.39,39.0
2018-01-06,86,39.0,0.39,33.54
2018-01-07,92,39.0,0.39,35.88
2018-01-08,75,39.0,0.39,29.25
2018-01-09,76,39.0,0.39,29.64
2018-01-10,88,39.0,0.39,34.32
2018-01-11,95,39.0,0.39,37.050000000000004
2018-01-12,81,39.0,0.39,31.59
2018-01-13,79,39.0,0.39,30.810000000000002
2018-01-14,91,39.0,0.39,35.49
2018-01-15,80,39.0,0.39,31.200000000000003
2018-01-16,82,39.0,0.39,31.98
2018-01-17,78,39.0,0.39,30.42
2018-01-18,92,39.0,0.39,35.88
2018-01-19,84,39.0,0.39,32.76
2018-01-20,91,39.0,0.39,35.49
2018-01-21,84,39.0,0.39,32.76
2018-01-22,84,39.0,0.39,32.76
2018-01-23,84,39.0,0.39,32.76
2018-01-24,89,39.0,0.39,34.71
2018-01-25,85,39.0,0.39,33.15
2018-01-26,88,39.0,0.39,34.32
2018-01-27,92,39.0,0.39,35.88
2018-01-28,89,39.0,0.39,34.71
2018-01-29,90,39.0,0.39,35.1
2018-01-30,93,39.0,0.39,36.27
2018-01-31,88,39.0,0.39,34.32
2018-02-01,74,41.0,0.41,30.34
2018-02-02,69,41.0,0.41,28.29
2018-02-03,70,41.0,0.41,28.7
2018-02-04,71,41.0,0.41,29.11
2018-02-05,61,41.0,0.41,25.009999999999998
2018-02-06,71,41.0,0.41,29.11
2018-02-07,72,41.0,0.41,29.52
2018-02-08,73,41.0,0.41,29.93
2018-02-09,74,41.0,0.41,30.34
2018-02-10,78,41.0,0.41,31.979999999999997
2018-02-11,100,41.0,0.41,41.0
2018-02-12,77,41.0,0.41,31.569999999999997
2018-02-13,77,41.0,0.41,31.569999999999997
2018-02-14,77,41.0,0.41,31.569999999999997
2018-02-15,72,41.0,0.41,29.52
2018-02-16,76,41.0,0.41,31.159999999999997
2018-02-17,78,41.0,0.41,31.979999999999997
2018-02-18,76,41.0,0.41,31.159999999999997
2018-02-19,77,41.0,0.41,31.569999999999997
2018-02-20,74,41.0,0.41,30.34
2018-02-21,67,41.0,0.41,27.47
2018-02-22,74,41.0,0.41,30.34
2018-02-23,76,41.0,0.41,31.159999999999997
2018-02-24,67,41.0,0.41,27.47
2018-02-25,75,41.0,0.41,30.749999999999996
2018-02-26,70,41.0,0.41,28.7
2018-02-27,77,41.0,0.41,31.569999999999997
2018-02-28,79,41.0,0.41,32.39
2018-03-01,76,41.0,0.41,31.159999999999997
2018-03-02,82,41.0,0.41,33.62
2018-03-03,92,41.0,0.41,37.72
2018-03-04,100,41.0,0.41,41.0
2018-03-05,79,41.0,0.41,32.39
2018-03-06,79,41.0,0.41,32.39
2018-03-07,76,41.0,0.41,31.159999999999997
2018-03-08,69,41.0,0.41,28.29
2018-03-09,85,41.0,0.41,34.85
2018-03-10,85,41.0,0.41,34.85
2018-03-11,77,41.0,0.41,31.569999999999997
2018-03-12,78,41.0,0.41,31.979999999999997
2018-03-13,75,41.0,0.41,30.749999999999996
2018-03-14,73,41.0,0.41,29.93
2018-03-15,78,41.0,0.41,31.979999999999997
2018-03-16,80,41.0,0.41,32.8
2018-03-17,74,41.0,0.41,30.34
2018-03-18,77,41.0,0.41,31.569999999999997
2018-03-19,72,41.0,0.41,29.52
2018-03-20,76,41.0,0.41,31.159999999999997
2018-03-21,74,41.0,0.41,30.34
2018-03-22,73,41.0,0.41,29.93
2018-03-23,76,41.0,0.41,31.159999999999997
2018-03-24,83,41.0,0.41,34.03
2018-03-25,77,41.0,0.41,31.569999999999997
2018-03-26,77,41.0,0.41,31.569999999999997
2018-03-27,76,41.0,0.41,31.159999999999997
2018-03-28,75,41.0,0.41,30.749999999999996
2018-03-29,82,41.0,0.41,33.62
2018-03-30,75,41.0,0.41,30.749999999999996
2018-03-31,81,41.0,0.41,33.21
2018-04-01,63,40.0,0.4,25.200000000000003
2018-04-02,71,40.0,0.4,28.400000000000002
2018-04-03,72,40.0,0.4,28.8
2018-04-04,69,40.0,0.4,27.6
2018-04-05,66,40.0,0.4,26.400000000000002
2018-04-06,73,40.0,0.4,29.200000000000003
2018-04-07,100,40.0,0.4,40.0
2018-04-08,83,40.0,0.4,33.2
2018-04-09,73,40.0,0.4,29.200000000000003
2018-04-10,74,40.0,0.4,29.6
2018-04-11,71,40.0,0.4,28.400000000000002
2018-04-12,75,40.0,0.4,30.0
2018-04-13,77,40.0,0.4,30.8
2018-04-14,78,40.0,0.4,31.200000000000003
2018-04-15,71,40.0,0.4,28.400000000000002
2018-04-16,66,40.0,0.4,26.400000000000002
2018-04-17,66,40.0,0.4,26.400000000000002
2018-04-18,69,40.0,0.4,27.6
2018-04-19,61,40.0,0.4,24.400000000000002
2018-04-20,77,40.0,0.4,30.8
2018-04-21,73,40.0,0.4,29.200000000000003
2018-04-22,72,40.0,0.4,28.8
2018-04-23,69,40.0,0.4,27.6
2018-04-24,84,40.0,0.4,33.6
2018-04-25,64,40.0,0.4,25.6
2018-04-26,67,40.0,0.4,26.8
2018-04-27,68,40.0,0.4,27.200000000000003
2018-04-28,68,40.0,0.4,27.200000000000003
2018-04-29,85,40.0,0.4,34.0
2018-04-30,89,40.0,0.4,35.6
2018-05-01,68,43.0,0.43,29.24
2018-05-02,66,43.0,0.43,28.38
2018-05-03,62,43.0,0.43,26.66
2018-05-04,68,43.0,0.43,29.24
2018-05-05,93,43.0,0.43,39.99
2018-05-06,97,43.0,0.43,41.71
2018-05-07,74,43.0,0.43,31.82
2018-05-08,70,43.0,0.43,30.099999999999998
2018-05-09,76,43.0,0.43,32.68
2018-05-10,78,43.0,0.43,33.54
2018-05-11,76,43.0,0.43,32.68
2018-05-12,77,43.0,0.43,33.11
2018-05-13,100,43.0,0.43,43.0
2018-05-14,80,43.0,0.43,34.4
2018-05-15,76,43.0,0.43,32.68
2018-05-16,67,43.0,0.43,28.81
2018-05-17,76,43.0,0.43,32.68
2018-05-18,74,43.0,0.43,31.82
2018-05-19,82,43.0,0.43,35.26
2018-05-20,85,43.0,0.43,36.55
2018-05-21,74,43.0,0.43,31.82
2018-05-22,69,43.0,0.43,29.669999999999998
2018-05-23,64,43.0,0.43,27.52
2018-05-24,75,43.0,0.43,32.25
2018-05-25,70,43.0,0.43,30.099999999999998
2018-05-26,65,43.0,0.43,27.95
2018-05-27,75,43.0,0.43,32.25
2018-05-28,70,43.0,0.43,30.099999999999998
2018-05-29,71,43.0,0.43,30.53
2018-05-30,90,43.0,0.43,38.7
2018-05-31,72,43.0,0.43,30.96
2018-06-01,85,41.0,0.41,34.85
2018-06-02,85,41.0,0.41,34.85
2018-06-03,83,41.0,0.41,34.03
2018-06-04,85,41.0,0.41,34.85
2018-06-05,76,41.0,0.41,31.159999999999997
2018-06-06,87,41.0,0.41,35.669999999999995
2018-06-07,85,41.0,0.41,34.85
2018-06-08,88,41.0,0.41,36.08
2018-06-09,86,41.0,0.41,35.26
2018-06-10,96,41.0,0.41,39.36
2018-06-11,89,41.0,0.41,36.489999999999995
2018-06-12,90,41.0,0.41,36.9
2018-06-13,93,41.0,0.41,38.129999999999995
2018-06-14,93,41.0,0.41,38.129999999999995
2018-06-15,83,41.0,0.41,34.03
2018-06-16,95,41.0,0.41,38.949999999999996
2018-06-17,84,41.0,0.41,34.44
2018-06-18,87,41.0,0.41,35.669999999999995
2018-06-19,84,41.0,0.41,34.44
2018-06-20,84,41.0,0.41,34.44
2018-06-21,82,41.0,0.41,33.62
2018-06-22,87,41.0,0.41,35.669999999999995
2018-06-23,82,41.0,0.41,33.62
2018-06-24,98,41.0,0.41,40.18
2018-06-25,91,41.0,0.41,37.309999999999995
2018-06-26,86,41.0,0.41,35.26
2018-06-27,81,41.0,0.41,33.21
2018-06-28,88,41.0,0.41,36.08
2018-06-29,95,41.0,0.41,38.949999999999996
2018-06-30,100,41.0,0.41,41.0
2018-07-01,68,45.0,0.45,30.6
2018-07-02,74,45.0,0.45,33.300000000000004
2018-07-03,75,45.0,0.45,33.75
2018-07-04,85,45.0,0.45,38.25
2018-07-05,96,45.0,0.45,43.2
2018-07-06,69,45.0,0.45,31.05
2018-07-07,72,45.0,0.45,32.4
2018-07-08,100,45.0,0.45,45.0
2018-07-09,80,45.0,0.45,36.0
2018-07-10,71,45.0,0.45,31.95
2018-07-11,71,45.0,0.45,31.95
2018-07-12,76,45.0,0.45,34.2
2018-07-13,77,45.0,0.45,34.65
2018-07-14,71,45.0,0.45,31.95
2018-07-15,73,45.0,0.45,32.85
2018-07-16,66,45.0,0.45,29.7
2018-07-17,75,45.0,0.45,33.75
2018-07-18,65,45.0,0.45,29.25
2018-07-19,61,45.0,0.45,27.45
2018-07-20,57,45.0,0.45,25.650000000000002
2018-07-21,69,45.0,0.45,31.05
2018-07-22,66,45.0,0.45,29.7
2018-07-23,65,45.0,0.45,29.25
2018-07-24,70,45.0,0.45,31.5
2018-07-25,77,45.0,0.45,34.65
2018-07-26,67,45.0,0.45,30.150000000000002
2018-07-27,76,45.0,0.45,34.2
2018-07-28,79,45.0,0.45,35.550000000000004
2018-07-29,67,45.0,0.45,30.150000000000002
2018-07-30,60,45.0,0.45,27.0
2018-07-31,62,45.0,0.45,27.900000000000002
2018-08-01,86,41.0,0.41,35.26
2018-08-02,90,41.0,0.41,36.9
2018-08-03,96,41.0,0.41,39.36
2018-08-04,87,41.0,0.41,35.669999999999995
2018-08-05,94,41.0,0.41,38.54
2018-08-06,95,41.0,0.41,38.949999999999996
2018-08-07,90,41.0,0.41,36.9
2018-08-08,95,41.0,0.41,38.949999999999996
2018-08-09,90,41.0,0.41,36.9
2018-08-10,80,41.0,0.41,32.8
2018-08-11,83,41.0,0.41,34.03
2018-08-12,89,41.0,0.41,36.489999999999995
2018-08-13,86,41.0,0.41,35.26
2018-08-14,86,41.0,0.41,35.26
2018-08-15,74,41.0,0.41,30.34
2018-08-16,86,41.0,0.41,35.26
2018-08-17,76,41.0,0.41,31.159999999999997
2018-08-18,100,41.0,0.41,41.0
2018-08-19,92,41.0,0.41,37.72
2018-08-20,80,41.0,0.41,32.8
2018-08-21,77,41.0,0.41,31.569999999999997
2018-08-22,77,41.0,0.41,31.569999999999997
2018-08-23,83,41.0,0.41,34.03
2018-08-24,90,41.0,0.41,36.9
2018-08-25,86,41.0,0.41,35.26
2018-08-26,89,41.0,0.41,36.489999999999995
2018-08-27,81,41.0,0.41,33.21
2018-08-28,86,41.0,0.41,35.26
2018-08-29,80,41.0,0.41,32.8
2018-08-30,81,41.0,0.41,33.21
2018-08-31,89,41.0,0.41,36.489999999999995
2018-09-01,79,39.0,0.39,30.810000000000002
2018-09-02,84,39.0,0.39,32.76
2018-09-03,84,39.0,0.39,32.76
2018-09-04,95,39.0,0.39,37.050000000000004
2018-09-05,93,39.0,0.39,36.27
2018-09-06,87,39.0,0.39,33.93
2018-09-07,68,39.0,0.39,26.52
2018-09-08,80,39.0,0.39,31.200000000000003
2018-09-09,92,39.0,0.39,35.88
2018-09-10,83,39.0,0.39,32.370000000000005
2018-09-11,83,39.0,0.39,32.370000000000005
2018-09-12,87,39.0,0.39,33.93
2018-09-13,93,39.0,0.39,36.27
2018-09-14,84,39.0,0.39,32.76
2018-09-15,93,39.0,0.39,36.27
2018-09-16,91,39.0,0.39,35.49
2018-09-17,100,39.0,0.39,39.0
2018-09-18,86,39.0,0.39,33.54
2018-09-19,83,39.0,0.39,32.370000000000005
2018-09-20,93,39.0,0.39,36.27
2018-09-21,97,39.0,0.39,37.83
2018-09-22,96,39.0,0.39,37.44
2018-09-23,100,39.0,0.39,39.0
2018-09-24,79,39.0,0.39,30.810000000000002
2018-09-25,84,39.0,0.39,32.76
2018-09-26,87,39.0,0.39,33.93
2018-09-27,86,39.0,0.39,33.54
2018-09-28,84,39.0,0.39,32.76
2018-09-29,84,39.0,0.39,32.76
2018-09-30,88,39.0,0.39,34.32
2018-10-01,75,43.0,0.43,32.25
2018-10-02,80,43.0,0.43,34.4
2018-10-03,79,43.0,0.43,33.97
2018-10-04,80,43.0,0.43,34.4
2018-10-05,79,43.0,0.43,33.97
2018-10-06,82,43.0,0.43,35.26
2018-10-07,100,43.0,0.43,43.0
2018-10-08,83,43.0,0.43,35.69
2018-10-09,86,43.0,0.43,36.98
2018-10-10,90,43.0,0.43,38.7
2018-10-11,83,43.0,0.43,35.69
2018-10-12,77,43.0,0.43,33.11
2018-10-13,76,43.0,0.43,32.68
2018-10-14,80,43.0,0.43,34.4
2018-10-15,77,43.0,0.43,33.11
2018-10-16,74,43.0,0.43,31.82
2018-10-17,72,43.0,0.43,30.96
2018-10-18,80,43.0,0.43,34.4
2018-10-19,76,43.0,0.43,32.68
2018-10-20,74,43.0,0.43,31.82
2018-10-21,79,43.0,0.43,33.97
2018-10-22,77,43.0,0.43,33.11
2018-10-23,71,43.0,0.43,30.53
2018-10-24,78,43.0,0.43,33.54
2018-10-25,81,43.0,0.43,34.83
2018-10-26,99,43.0,0.43,42.57
2018-10-27,88,43.0,0.43,37.839999999999996
2018-10-28,70,43.0,0.43,30.099999999999998
2018-10-29,80,43.0,0.43,34.4
2018-10-30,86,43.0,0.43,36.98
2018-10-31,77,43.0,0.43,33.11
2018-11-01,90,41.0,0.41,36.9
2018-11-02,87,41.0,0.41,35.669999999999995
2018-11-03,90,41.0,0.41,36.9
2018-11-04,94,41.0,0.41,38.54
2018-11-05,85,41.0,0.41,34.85
2018-11-06,76,41.0,0.41,31.159999999999997
2018-11-07,79,41.0,0.41,32.39
2018-11-08,89,41.0,0.41,36.489999999999995
2018-11-09,100,41.0,0.41,41.0
2018-11-10,86,41.0,0.41,35.26
2018-11-11,97,41.0,0.41,39.769999999999996
2018-11-12,93,41.0,0.41,38.129999999999995
2018-11-13,96,41.0,0.41,39.36
2018-11-14,95,41.0,0.41,38.949999999999996
2018-11-15,85,41.0,0.41,34.85
2018-11-16,98,41.0,0.41,40.18
2018-11-17,93,41.0,0.41,38.129999999999995
2018-11-18,86,41.0,0.41,35.26
2018-11-19,86,41.0,0.41,35.26
2018-11-20,78,41.0,0.41,31.979999999999997
2018-11-21,86,41.0,0.41,35.26
2018-11-22,89,41.0,0.41,36.489999999999995
2018-11-23,90,41.0,0.41,36.9
2018-11-24,79,41.0,0.41,32.39
2018-11-25,93,41.0,0.41,38.129999999999995
2018-11-26,89,41.0,0.41,36.489999999999995
2018-11-27,77,41.0,0.41,31.569999999999997
2018-11-28,81,41.0,0.41,33.21
2018-11-29,90,41.0,0.41,36.9
2018-11-30,88,41.0,0.41,36.08
2018-12-01,58,43.0,0.43,24.94
2018-12-02,57,43.0,0.43,24.509999999999998
2018-12-03,55,43.0,0.43,23.65
2018-12-04,55,43.0,0.43,23.65
2018-12-05,47,43.0,0.43,20.21
2018-12-06,53,43.0,0.43,22.79
2018-12-07,55,43.0,0.43,23.65
2018-12-08,56,43.0,0.43,24.08
2018-12-09,61,43.0,0.43,26.23
2018-12-10,59,43.0,0.43,25.37
2018-12-11,60,43.0,0.43,25.8
2018-12-12,59,43.0,0.43,25.37
2018-12-13,58,43.0,0.43,24.94
2018-12-14,57,43.0,0.43,24.509999999999998
2018-12-15,61,43.0,0.43,26.23
2018-12-16,57,43.0,0.43,24.509999999999998
2018-12-17,58,43.0,0.43,24.94
2018-12-18,57,43.0,0.43,24.509999999999998
2018-12-19,52,43.0,0.43,22.36
2018-12-20,62,43.0,0.43,26.66
2018-12-21,66,43.0,0.43,28.38
2018-12-22,56,43.0,0.43,24.08
2018-12-23,59,43.0,0.43,25.37
2018-12-24,65,43.0,0.43,27.95
2018-12-25,57,43.0,0.43,24.509999999999998
2018-12-26,63,43.0,0.43,27.09
2018-12-27,66,43.0,0.43,28.38
2018-12-28,74,43.0,0.43,31.82
2018-12-29,73,43.0,0.43,31.39
2018-12-30,100,43.0,0.43,43.0
2018-12-31,73,43.0,0.43,31.39
2019-01-01,72,50.0,0.5,36.0
2019-01-02,77,50.0,0.5,38.5
2019-01-03,76,50.0,0.5,38.0
2019-01-04,81,50.0,0.5,40.5
2019-01-05,71,50.0,0.5,35.5
2019-01-06,65,50.0,0.5,32.5
2019-01-07,72,50.0,0.5,36.0
2019-01-08,70,50.0,0.5,35.0
2019-01-09,71,50.0,0.5,35.5
2019-01-10,71,50.0,0.5,35.5
2019-01-11,75,50.0,0.5,37.5
2019-01-12,70,50.0,0.5,35.0
2019-01-13,76,50.0,0.5,38.0
2019-01-14,72,50.0,0.5,36.0
2019-01-15,71,50.0,0.5,35.5
2019-01-16,78,50.0,0.5,39.0
2019-01-17,72,50.0,0.5,36.0
2019-01-18,71,50.0,0.5,35.5
2019-01-19,89,50.0,0.5,44.5
2019-01-20,100,50.0,0.5,50.0
2019-01-21,70,50.0,0.5,35.0
2019-01-22,60,50.0,0.5,30.0
2019-01-23,71,50.0,0.5,35.5
2019-01-24,69,50.0,0.5,34.5
2019-01-25,69,50.0,0.5,34.5
2019-01-26,81,50.0,0.5,40.5
2019-01-27,71,50.0,0.5,35.5
2019-01-28,75,50.0,0.5,37.5
2019-01-29,69,50.0,0.5,34.5
2019-01-30,74,50.0,0.5,37.0
2019-01-31,85,50.0,0.5,42.5
2019-02-01,86,59.0,0.59,50.739999999999995
2019-02-02,100,59.0,0.59,59.0
2019-02-03,84,59.0,0.59,49.559999999999995
2019-02-04,54,59.0,0.59,31.86
2019-02-05,56,59.0,0.59,33.04
2019-02-06,53,59.0,0.59,31.27
2019-02-07,54,59.0,0.59,31.86
2019-02-08,59,59.0,0.59,34.809999999999995
2019-02-09,67,59.0,0.59,39.53
2019-02-10,64,59.0,0.59,37.76
2019-02-11,48,59.0,0.59,28.32
2019-02-12,48,59.0,0.59,28.32
2019-02-13,50,59.0,0.59,29.5
2019-02-14,61,59.0,0.59,35.989999999999995
2019-02-15,64,59.0,0.59,37.76
2019-02-16,52,59.0,0.59,30.68
2019-02-17,54,59.0,0.59,31.86
2019-02-18,55,59.0,0.59,32.449999999999996
2019-02-19,51,59.0,0.59,30.09
2019-02-20,54,59.0,0.59,31.86
2019-02-21,50,59.0,0.59,29.5
2019-02-22,49,59.0,0.59,28.91
2019-02-23,50,59.0,0.59,29.5
2019-02-24,46,59.0,0.59,27.139999999999997
2019-02-25,42,59.0,0.59,24.779999999999998
2019-02-26,41,59.0,0.59,24.189999999999998
2019-02-27,44,59.0,0.59,25.959999999999997
2019-02-28,42,59.0,0.59,24.779999999999998
2019-03-01,82,45.0,0.45,36.9
2019-03-02,97,45.0,0.45,43.65
2019-03-03,84,45.0,0.45,37.800000000000004
2019-03-04,88,45.0,0.45,39.6
2019-03-05,75,45.0,0.45,33.75
2019-03-06,75,45.0,0.45,33.75
2019-03-07,67,45.0,0.45,30.150000000000002
2019-03-08,82,45.0,0.45,36.9
2019-03-09,79,45.0,0.45,35.550000000000004
2019-03-10,77,45.0,0.45,34.65
2019-03-11,81,45.0,0.45,36.45
2019-03-12,84,45.0,0.45,37.800000000000004
2019-03-13,80,45.0,0.45,36.0
2019-03-14,77,45.0,0.45,34.65
2019-03-15,79,45.0,0.45,35.550000000000004
2019-03-16,84,45.0,0.45,37.800000000000004
2019-03-17,94,45.0,0.45,42.300000000000004
2019-03-18,87,45.0,0.45,39.15
2019-03-19,82,45.0,0.45,36.9
2019-03-20,72,45.0,0.45,32.4
2019-03-21,83,45.0,0.45,37.35
2019-03-22,86,45.0,0.45,38.7
2019-03-23,91,45.0,0.45,40.95
2019-03-24,100,45.0,0.45,45.0
2019-03-25,97,45.0,0.45,43.65
2019-03-26,81,45.0,0.45,36.45
2019-03-27,80,45.0,0.45,36.0
2019-03-28,78,45.0,0.45,35.1
2019-03-29,81,45.0,0.45,36.45
2019-03-30,75,45.0,0.45,33.75
2019-03-31,82,45.0,0.45,36.9
2019-04-01,72,49.0,0.49,35.28
2019-04-02,60,49.0,0.49,29.4
2019-04-03,70,49.0,0.49,34.3
2019-04-04,75,49.0,0.49,36.75
2019-04-05,80,49.0,0.49,39.2
2019-04-06,100,49.0,0.49,49.0
2019-04-07,93,49.0,0.49,45.57
2019-04-08,88,49.0,0.49,43.12
2019-04-09,76,49.0,0.49,37.24
2019-04-10,71,49.0,0.49,34.79
2019-04-11,63,49.0,0.49,30.87
2019-04-12,66,49.0,0.49,32.339999999999996
2019-04-13,73,49.0,0.49,35.769999999999996
2019-04-14,65,49.0,0.49,31.849999999999998
2019-04-15,64,49.0,0.49,31.36
2019-04-16,77,49.0,0.49,37.73
2019-04-17,78,49.0,0.49,38.22
2019-04-18,72,49.0,0.49,35.28
2019-04-19,73,49.0,0.49,35.769999999999996
2019-04-20,77,49.0,0.49,37.73
2019-04-21,81,49.0,0.49,39.69
2019-04-22,62,49.0,0.49,30.38
2019-04-23,70,49.0,0.49,34.3
2019-04-24,62,49.0,0.49,30.38
2019-04-25,58,49.0,0.49,28.419999999999998
2019-04-26,58,49.0,0.49,28.419999999999998
2019-04-27,63,49.0,0.49,30.87
2019-04-28,64,49.0,0.49,31.36
2019-04-29,61,49.0,0.49,29.89
2019-04-30,65,49.0,0.49,31.849999999999998
2019-05-01,48,49.0,0.49,23.52
2019-05-02,48,49.0,0.49,23.52
2019-05-03,45,49.0,0.49,22.05
2019-05-04,50,49.0,0.49,24.5
2019-05-05,47,49.0,0.49,23.03
2019-05-06,42,49.0,0.49,20.58
2019-05-07,45,49.0,0.49,22.05
2019-05-08,47,49.0,0.49,23.03
2019-05-09,44,49.0,0.49,21.56
2019-05-10,49,49.0,0.49,24.009999999999998
2019-05-11,53,49.0,0.49,25.97
2019-05-12,71,49.0,0.49,34.79
2019-05-13,50,49.0,0.49,24.5
2019-05-14,48,49.0,0.49,23.52
2019-05-15,55,49.0,0.49,26.95
2019-05-16,51,49.0,0.49,24.99
2019-05-17,47,49.0,0.49,23.03
2019-05-18,42,49.0,0.49,20.58
2019-05-19,90,49.0,0.49,44.1
2019-05-20,100,49.0,0.49,49.0
2019-05-21,84,49.0,0.49,41.16
2019-05-22,85,49.0,0.49,41.65
2019-05-23,67,49.0,0.49,32.83
2019-05-24,73,49.0,0.49,35.769999999999996
2019-05-25,69,49.0,0.49,33.81
2019-05-26,72,49.0,0.49,35.28
2019-05-27,72,49.0,0.49,35.28
2019-05-28,62,49.0,0.49,30.38
2019-05-29,62,49.0,0.49,30.38
2019-05-30,62,49.0,0.49,30.38
2019-05-31,64,49.0,0.49,31.36
2019-06-01,74,51.0,0.51,37.74
2019-06-02,90,51.0,0.51,45.9
2019-06-03,69,51.0,0.51,35.19
2019-06-04,70,51.0,0.51,35.7
2019-06-05,66,51.0,0.51,33.660000000000004
2019-06-06,65,51.0,0.51,33.15
2019-06-07,68,51.0,0.51,34.68
2019-06-08,74,51.0,0.51,37.74
2019-06-09,100,51.0,0.51,51.0
2019-06-10,72,51.0,0.51,36.72
2019-06-11,71,51.0,0.51,36.21
2019-06-12,71,51.0,0.51,36.21
2019-06-13,69,51.0,0.51,35.19
2019-06-14,69,51.0,0.51,35.19
2019-06-15,73,51.0,0.51,37.230000000000004
2019-06-16,82,51.0,0.51,41.82
2019-06-17,72,51.0,0.51,36.72
2019-06-18,64,51.0,0.51,32.64
2019-06-19,66,51.0,0.51,33.660000000000004
2019-06-20,74,51.0,0.51,37.74
2019-06-21,74,51.0,0.51,37.74
2019-06-22,78,51.0,0.51,39.78
2019-06-23,71,51.0,0.51,36.21
2019-06-24,72,51.0,0.51,36.72
2019-06-25,68,51.0,0.51,34.68
2019-06-26,73,51.0,0.51,37.230000000000004
2019-06-27,70,51.0,0.51,35.7
2019-06-28,74,51.0,0.51,37.74
2019-06-29,66,51.0,0.51,33.660000000000004
2019-06-30,71,51.0,0.51,36.21
2019-07-01,45,52.0,0.52,23.400000000000002
2019-07-02,42,52.0,0.52,21.84
2019-07-03,41,52.0,0.52,21.32
2019-07-04,39,52.0,0.52,20.28
2019-07-05,36,52.0,0.52,18.72
2019-07-06,43,52.0,0.52,22.36
2019-07-07,100,52.0,0.52,52.0
2019-07-08,61,52.0,0.52,31.720000000000002
2019-07-09,49,52.0,0.52,25.48
2019-07-10,45,52.0,0.52,23.400000000000002
2019-07-11,42,52.0,0.52,21.84
2019-07-12,44,52.0,0.52,22.880000000000003
2019-07-13,40,52.0,0.52,20.8
2019-07-14,45,52.0,0.52,23.400000000000002
2019-07-15,41,52.0,0.52,21.32
2019-07-16,37,52.0,0.52,19.240000000000002
2019-07-17,44,52.0,0.52,22.880000000000003
2019-07-18,41,52.0,0.52,21.32
2019-07-19,42,52.0,0.52,21.84
2019-07-20,44,52.0,0.52,22.880000000000003
2019-07-21,47,52.0,0.52,24.44
2019-07-22,47,52.0,0.52,24.44
2019-07-23,55,52.0,0.52,28.6
2019-07-24,49,52.0,0.52,25.48
2019-07-25,44,52.0,0.52,22.880000000000003
2019-07-26,48,52.0,0.52,24.96
2019-07-27,46,52.0,0.52,23.92
2019-07-28,60,52.0,0.52,31.200000000000003
2019-07-29,56,52.0,0.52,29.12
2019-07-30,49,52.0,0.52,25.48
2019-07-31,48,52.0,0.52,24.96
2019-08-01,77,51.0,0.51,39.27
2019-08-02,68,51.0,0.51,34.68
2019-08-03,81,51.0,0.51,41.31
2019-08-04,100,51.0,0.51,51.0
2019-08-05,84,51.0,0.51,42.84
2019-08-06,78,51.0,0.51,39.78
2019-08-07,74,51.0,0.51,37.74
2019-08-08,85,51.0,0.51,43.35
2019-08-09,76,51.0,0.51,38.76
2019-08-10,79,51.0,0.51,40.29
2019-08-11,70,51.0,0.51,35.7
2019-08-12,68,51.0,0.51,34.68
2019-08-13,69,51.0,0.51,35.19
2019-08-14,68,51.0,0.51,34.68
2019-08-15,60,51.0,0.51,30.6
2019-08-16,70,51.0,0.51,35.7
2019-08-17,71,51.0,0.51,36.21
2019-08-18,100,51.0,0.51,51.0
2019-08-19,72,51.0,0.51,36.72
2019-08-20,62,51.0,0.51,31.62
2019-08-21,65,51.0,0.51,33.15
2019-08-22,63,51.0,0.51,32.13
2019-08-23,69,51.0,0.51,35.19
2019-08-24,70,51.0,0.51,35.7
2019-08-25,74,51.0,0.51,37.74
2019-08-26,70,51.0,0.51,35.7
2019-08-27,64,51.0,0.51,32.64
2019-08-28,64,51.0,0.51,32.64
2019-08-29,62,51.0,0.51,31.62
2019-08-30,59,51.0,0.51,30.09
2019-08-31,54,51.0,0.51,27.54
2019-09-01,60,47.0,0.47,28.2
2019-09-02,60,47.0,0.47,28.2
2019-09-03,60,47.0,0.47,28.2
2019-09-04,61,47.0,0.47,28.669999999999998
2019-09-05,59,47.0,0.47,27.729999999999997
2019-09-06,59,47.0,0.47,27.729999999999997
2019-09-07,100,47.0,0.47,47.0
2019-09-08,76,47.0,0.47,35.72
2019-09-09,58,47.0,0.47,27.259999999999998
2019-09-10,62,47.0,0.47,29.139999999999997
2019-09-11,61,47.0,0.47,28.669999999999998
2019-09-12,62,47.0,0.47,29.139999999999997
