date,Intel Stock Price_unscaled,Intel Stock Price_monthly,scale,Intel Stock Price
2009-09-09,0,10.0,0.1,0.0
2009-09-10,0,10.0,0.1,0.0
2009-09-11,49,10.0,0.1,4.9
2009-09-12,0,10.0,0.1,0.0
2009-09-13,0,10.0,0.1,0.0
2009-09-14,0,10.0,0.1,0.0
2009-09-15,0,10.0,0.1,0.0
2009-09-16,0,10.0,0.1,0.0
2009-09-17,0,10.0,0.1,0.0
2009-09-18,0,10.0,0.1,0.0
2009-09-19,0,10.0,0.1,0.0
2009-09-20,0,10.0,0.1,0.0
2009-09-21,0,10.0,0.1,0.0
2009-09-22,0,10.0,0.1,0.0
2009-09-23,69,10.0,0.1,6.9
2009-09-24,0,10.0,0.1,0.0
2009-09-25,0,10.0,0.1,0.0
2009-09-26,0,10.0,0.1,0.0
2009-09-27,0,10.0,0.1,0.0
2009-09-28,64,10.0,0.1,6.4
2009-09-29,46,10.0,0.1,4.6000000000000005
2009-09-30,100,10.0,0.1,10.0
2009-10-01,0,15.0,0.15,0.0
2009-10-02,0,15.0,0.15,0.0
2009-10-03,0,15.0,0.15,0.0
2009-10-04,0,15.0,0.15,0.0
2009-10-05,0,15.0,0.15,0.0
2009-10-06,32,15.0,0.15,4.8
2009-10-07,0,15.0,0.15,0.0
2009-10-08,0,15.0,0.15,0.0
2009-10-09,0,15.0,0.15,0.0
2009-10-10,56,15.0,0.15,8.4
2009-10-11,0,15.0,0.15,0.0
2009-10-12,0,15.0,0.15,0.0
2009-10-13,0,15.0,0.15,0.0
2009-10-14,63,15.0,0.15,9.45
2009-10-15,0,15.0,0.15,0.0
2009-10-16,0,15.0,0.15,0.0
2009-10-17,0,15.0,0.15,0.0
2009-10-18,0,15.0,0.15,0.0
2009-10-19,0,15.0,0.15,0.0
2009-10-20,0,15.0,0.15,0.0
2009-10-21,30,15.0,0.15,4.5
2009-10-22,0,15.0,0.15,0.0
2009-10-23,0,15.0,0.15,0.0
2009-10-24,100,15.0,0.15,15.0
2009-10-25,0,15.0,0.15,0.0
2009-10-26,0,15.0,0.15,0.0
2009-10-27,0,15.0,0.15,0.0
2009-10-28,0,15.0,0.15,0.0
2009-10-29,0,15.0,0.15,0.0
2009-10-30,0,15.0,0.15,0.0
2009-10-31,44,15.0,0.15,6.6
2009-11-01,0,7.0,0.07,0.0
2009-11-02,24,7.0,0.07,1.6800000000000002
2009-11-03,24,7.0,0.07,1.6800000000000002
2009-11-04,0,7.0,0.07,0.0
2009-11-05,0,7.0,0.07,0.0
2009-11-06,0,7.0,0.07,0.0
2009-11-07,0,7.0,0.07,0.0
2009-11-08,100,7.0,0.07,7.000000000000001
2009-11-09,0,7.0,0.07,0.0
2009-11-10,20,7.0,0.07,1.4000000000000001
2009-11-11,0,7.0,0.07,0.0
2009-11-12,39,7.0,0.07,2.7300000000000004
2009-11-13,0,7.0,0.07,0.0
2009-11-14,0,7.0,0.07,0.0
2009-11-15,0,7.0,0.07,0.0
2009-11-16,0,7.0,0.07,0.0
2009-11-17,0,7.0,0.07,0.0
2009-11-18,0,7.0,0.07,0.0
2009-11-19,31,7.0,0.07,2.1700000000000004
2009-11-20,0,7.0,0.07,0.0
2009-11-21,0,7.0,0.07,0.0
2009-11-22,31,7.0,0.07,2.1700000000000004
2009-11-23,0,7.0,0.07,0.0
2009-11-24,0,7.0,0.07,0.0
2009-11-25,0,7.0,0.07,0.0
2009-11-26,0,7.0,0.07,0.0
2009-11-27,0,7.0,0.07,0.0
2009-11-28,33,7.0,0.07,2.31
2009-11-29,0,7.0,0.07,0.0
2009-11-30,0,7.0,0.07,0.0
2009-12-01,35,11.0,0.11,3.85
2009-12-02,0,11.0,0.11,0.0
2009-12-03,0,11.0,0.11,0.0
2009-12-04,27,11.0,0.11,2.97
2009-12-05,0,11.0,0.11,0.0
2009-12-06,53,11.0,0.11,5.83
2009-12-07,0,11.0,0.11,0.0
2009-12-08,42,11.0,0.11,4.62
2009-12-09,0,11.0,0.11,0.0
2009-12-10,0,11.0,0.11,0.0
2009-12-11,0,11.0,0.11,0.0
2009-12-12,0,11.0,0.11,0.0
2009-12-13,0,11.0,0.11,0.0
2009-12-14,0,11.0,0.11,0.0
2009-12-15,70,11.0,0.11,7.7
2009-12-16,56,11.0,0.11,6.16
2009-12-17,0,11.0,0.11,0.0
2009-12-18,0,11.0,0.11,0.0
2009-12-19,39,11.0,0.11,4.29
2009-12-20,100,11.0,0.11,11.0
2009-12-21,0,11.0,0.11,0.0
2009-12-22,0,11.0,0.11,0.0
2009-12-23,0,11.0,0.11,0.0
2009-12-24,0,11.0,0.11,0.0
2009-12-25,0,11.0,0.11,0.0
2009-12-26,0,11.0,0.11,0.0
2009-12-27,0,11.0,0.11,0.0
2009-12-28,0,11.0,0.11,0.0
2009-12-29,41,11.0,0.11,4.51
2009-12-30,34,11.0,0.11,3.74
2009-12-31,0,11.0,0.11,0.0
2010-01-01,0,16.0,0.16,0.0
2010-01-02,0,16.0,0.16,0.0
2010-01-03,45,16.0,0.16,7.2
2010-01-04,0,16.0,0.16,0.0
2010-01-05,0,16.0,0.16,0.0
2010-01-06,0,16.0,0.16,0.0
2010-01-07,0,16.0,0.16,0.0
2010-01-08,0,16.0,0.16,0.0
2010-01-09,0,16.0,0.16,0.0
2010-01-10,0,16.0,0.16,0.0
2010-01-11,0,16.0,0.16,0.0
2010-01-12,0,16.0,0.16,0.0
2010-01-13,0,16.0,0.16,0.0
2010-01-14,22,16.0,0.16,3.52
2010-01-15,0,16.0,0.16,0.0
2010-01-16,0,16.0,0.16,0.0
2010-01-17,34,16.0,0.16,5.44
2010-01-18,100,16.0,0.16,16.0
2010-01-19,0,16.0,0.16,0.0
2010-01-20,36,16.0,0.16,5.76
2010-01-21,35,16.0,0.16,5.6000000000000005
2010-01-22,0,16.0,0.16,0.0
2010-01-23,56,16.0,0.16,8.96
2010-01-24,0,16.0,0.16,0.0
2010-01-25,0,16.0,0.16,0.0
2010-01-26,51,16.0,0.16,8.16
2010-01-27,0,16.0,0.16,0.0
2010-01-28,0,16.0,0.16,0.0
2010-01-29,0,16.0,0.16,0.0
2010-01-30,40,16.0,0.16,6.4
2010-01-31,0,16.0,0.16,0.0
2010-02-01,0,7.0,0.07,0.0
2010-02-02,54,7.0,0.07,3.7800000000000002
2010-02-03,0,7.0,0.07,0.0
2010-02-04,0,7.0,0.07,0.0
2010-02-05,0,7.0,0.07,0.0
2010-02-06,0,7.0,0.07,0.0
2010-02-07,0,7.0,0.07,0.0
2010-02-08,0,7.0,0.07,0.0
2010-02-09,0,7.0,0.07,0.0
2010-02-10,0,7.0,0.07,0.0
2010-02-11,0,7.0,0.07,0.0
2010-02-12,0,7.0,0.07,0.0
2010-02-13,0,7.0,0.07,0.0
2010-02-14,0,7.0,0.07,0.0
2010-02-15,100,7.0,0.07,7.000000000000001
2010-02-16,68,7.0,0.07,4.760000000000001
2010-02-17,0,7.0,0.07,0.0
2010-02-18,0,7.0,0.07,0.0
2010-02-19,0,7.0,0.07,0.0
2010-02-20,0,7.0,0.07,0.0
2010-02-21,0,7.0,0.07,0.0
2010-02-22,0,7.0,0.07,0.0
2010-02-23,0,7.0,0.07,0.0
2010-02-24,0,7.0,0.07,0.0
2010-02-25,0,7.0,0.07,0.0
2010-02-26,0,7.0,0.07,0.0
2010-02-27,0,7.0,0.07,0.0
2010-02-28,0,7.0,0.07,0.0
2010-03-01,0,11.0,0.11,0.0
2010-03-02,0,11.0,0.11,0.0
2010-03-03,37,11.0,0.11,4.07
2010-03-04,0,11.0,0.11,0.0
2010-03-05,34,11.0,0.11,3.74
2010-03-06,0,11.0,0.11,0.0
2010-03-07,0,11.0,0.11,0.0
2010-03-08,0,11.0,0.11,0.0
2010-03-09,47,11.0,0.11,5.17
2010-03-10,0,11.0,0.11,0.0
2010-03-11,0,11.0,0.11,0.0
2010-03-12,0,11.0,0.11,0.0
2010-03-13,0,11.0,0.11,0.0
2010-03-14,0,11.0,0.11,0.0
2010-03-15,0,11.0,0.11,0.0
2010-03-16,0,11.0,0.11,0.0
2010-03-17,34,11.0,0.11,3.74
2010-03-18,0,11.0,0.11,0.0
2010-03-19,100,11.0,0.11,11.0
2010-03-20,0,11.0,0.11,0.0
2010-03-21,0,11.0,0.11,0.0
2010-03-22,93,11.0,0.11,10.23
2010-03-23,45,11.0,0.11,4.95
2010-03-24,0,11.0,0.11,0.0
2010-03-25,0,11.0,0.11,0.0
2010-03-26,0,11.0,0.11,0.0
2010-03-27,0,11.0,0.11,0.0
2010-03-28,0,11.0,0.11,0.0
2010-03-29,45,11.0,0.11,4.95
2010-03-30,53,11.0,0.11,5.83
2010-03-31,0,11.0,0.11,0.0
2010-04-01,0,18.0,0.18,0.0
2010-04-02,0,18.0,0.18,0.0
2010-04-03,0,18.0,0.18,0.0
2010-04-04,45,18.0,0.18,8.1
2010-04-05,24,18.0,0.18,4.32
2010-04-06,0,18.0,0.18,0.0
2010-04-07,56,18.0,0.18,10.08
2010-04-08,0,18.0,0.18,0.0
2010-04-09,0,18.0,0.18,0.0
2010-04-10,0,18.0,0.18,0.0
2010-04-11,0,18.0,0.18,0.0
2010-04-12,0,18.0,0.18,0.0
2010-04-13,25,18.0,0.18,4.5
2010-04-14,47,18.0,0.18,8.459999999999999
2010-04-15,100,18.0,0.18,18.0
2010-04-16,0,18.0,0.18,0.0
2010-04-17,88,18.0,0.18,15.84
2010-04-18,0,18.0,0.18,0.0
2010-04-19,0,18.0,0.18,0.0
2010-04-20,74,18.0,0.18,13.32
2010-04-21,0,18.0,0.18,0.0
2010-04-22,25,18.0,0.18,4.5
2010-04-23,0,18.0,0.18,0.0
2010-04-24,0,18.0,0.18,0.0
2010-04-25,0,18.0,0.18,0.0
2010-04-26,0,18.0,0.18,0.0
2010-04-27,0,18.0,0.18,0.0
2010-04-28,29,18.0,0.18,5.22
2010-04-29,0,18.0,0.18,0.0
2010-04-30,0,18.0,0.18,0.0
2010-05-01,0,13.0,0.13,0.0
2010-05-02,0,13.0,0.13,0.0
2010-05-03,0,13.0,0.13,0.0
2010-05-04,0,13.0,0.13,0.0
2010-05-05,37,13.0,0.13,4.8100000000000005
2010-05-06,0,13.0,0.13,0.0
2010-05-07,0,13.0,0.13,0.0
2010-05-08,0,13.0,0.13,0.0
2010-05-09,0,13.0,0.13,0.0
2010-05-10,0,13.0,0.13,0.0
2010-05-11,0,13.0,0.13,0.0
2010-05-12,17,13.0,0.13,2.21
2010-05-13,17,13.0,0.13,2.21
2010-05-14,28,13.0,0.13,3.64
2010-05-15,100,13.0,0.13,13.0
2010-05-16,91,13.0,0.13,11.83
2010-05-17,0,13.0,0.13,0.0
2010-05-18,0,13.0,0.13,0.0
2010-05-19,0,13.0,0.13,0.0
2010-05-20,0,13.0,0.13,0.0
2010-05-21,0,13.0,0.13,0.0
2010-05-22,76,13.0,0.13,9.88
2010-05-23,0,13.0,0.13,0.0
2010-05-24,0,13.0,0.13,0.0
2010-05-25,0,13.0,0.13,0.0
2010-05-26,21,13.0,0.13,2.73
2010-05-27,0,13.0,0.13,0.0
2010-05-28,0,13.0,0.13,0.0
2010-05-29,0,13.0,0.13,0.0
2010-05-30,0,13.0,0.13,0.0
2010-05-31,0,13.0,0.13,0.0
2010-06-01,0,8.0,0.08,0.0
2010-06-02,0,8.0,0.08,0.0
2010-06-03,28,8.0,0.08,2.24
2010-06-04,38,8.0,0.08,3.04
2010-06-05,0,8.0,0.08,0.0
2010-06-06,0,8.0,0.08,0.0
2010-06-07,0,8.0,0.08,0.0
2010-06-08,0,8.0,0.08,0.0
2010-06-09,0,8.0,0.08,0.0
2010-06-10,0,8.0,0.08,0.0
2010-06-11,0,8.0,0.08,0.0
2010-06-12,34,8.0,0.08,2.72
2010-06-13,0,8.0,0.08,0.0
2010-06-14,0,8.0,0.08,0.0
2010-06-15,0,8.0,0.08,0.0
2010-06-16,43,8.0,0.08,3.44
2010-06-17,0,8.0,0.08,0.0
2010-06-18,0,8.0,0.08,0.0
2010-06-19,0,8.0,0.08,0.0
2010-06-20,0,8.0,0.08,0.0
2010-06-21,0,8.0,0.08,0.0
2010-06-22,0,8.0,0.08,0.0
2010-06-23,0,8.0,0.08,0.0
2010-06-24,0,8.0,0.08,0.0
2010-06-25,0,8.0,0.08,0.0
2010-06-26,30,8.0,0.08,2.4
2010-06-27,100,8.0,0.08,8.0
2010-06-28,0,8.0,0.08,0.0
2010-06-29,0,8.0,0.08,0.0
2010-06-30,38,8.0,0.08,3.04
2010-07-01,0,8.0,0.08,0.0
2010-07-02,0,8.0,0.08,0.0
2010-07-03,100,8.0,0.08,8.0
2010-07-04,50,8.0,0.08,4.0
2010-07-05,0,8.0,0.08,0.0
2010-07-06,0,8.0,0.08,0.0
2010-07-07,0,8.0,0.08,0.0
2010-07-08,0,8.0,0.08,0.0
2010-07-09,0,8.0,0.08,0.0
2010-07-10,0,8.0,0.08,0.0
2010-07-11,57,8.0,0.08,4.5600000000000005
2010-07-12,0,8.0,0.08,0.0
2010-07-13,0,8.0,0.08,0.0
2010-07-14,62,8.0,0.08,4.96
2010-07-15,78,8.0,0.08,6.24
2010-07-16,0,8.0,0.08,0.0
2010-07-17,0,8.0,0.08,0.0
2010-07-18,0,8.0,0.08,0.0
2010-07-19,0,8.0,0.08,0.0
2010-07-20,32,8.0,0.08,2.56
2010-07-21,55,8.0,0.08,4.4
2010-07-22,32,8.0,0.08,2.56
2010-07-23,0,8.0,0.08,0.0
2010-07-24,0,8.0,0.08,0.0
2010-07-25,0,8.0,0.08,0.0
2010-07-26,0,8.0,0.08,0.0
2010-07-27,0,8.0,0.08,0.0
2010-07-28,0,8.0,0.08,0.0
2010-07-29,0,8.0,0.08,0.0
2010-07-30,0,8.0,0.08,0.0
2010-07-31,0,8.0,0.08,0.0
2010-08-01,0,8.0,0.08,0.0
2010-08-02,0,8.0,0.08,0.0
2010-08-03,81,8.0,0.08,6.48
2010-08-04,100,8.0,0.08,8.0
2010-08-05,0,8.0,0.08,0.0
2010-08-06,0,8.0,0.08,0.0
2010-08-07,0,8.0,0.08,0.0
2010-08-08,0,8.0,0.08,0.0
2010-08-09,0,8.0,0.08,0.0
2010-08-10,0,8.0,0.08,0.0
2010-08-11,0,8.0,0.08,0.0
2010-08-12,0,8.0,0.08,0.0
2010-08-13,0,8.0,0.08,0.0
2010-08-14,0,8.0,0.08,0.0
2010-08-15,99,8.0,0.08,7.92
2010-08-16,0,8.0,0.08,0.0
2010-08-17,0,8.0,0.08,0.0
2010-08-18,40,8.0,0.08,3.2
2010-08-19,0,8.0,0.08,0.0
2010-08-20,33,8.0,0.08,2.64
2010-08-21,0,8.0,0.08,0.0
2010-08-22,0,8.0,0.08,0.0
2010-08-23,0,8.0,0.08,0.0
2010-08-24,0,8.0,0.08,0.0
2010-08-25,0,8.0,0.08,0.0
2010-08-26,32,8.0,0.08,2.56
2010-08-27,0,8.0,0.08,0.0
2010-08-28,0,8.0,0.08,0.0
2010-08-29,0,8.0,0.08,0.0
2010-08-30,0,8.0,0.08,0.0
2010-08-31,32,8.0,0.08,2.56
2010-09-01,83,10.0,0.1,8.3
2010-09-02,67,10.0,0.1,6.7
2010-09-03,0,10.0,0.1,0.0
2010-09-04,0,10.0,0.1,0.0
2010-09-05,0,10.0,0.1,0.0
2010-09-06,0,10.0,0.1,0.0
2010-09-07,0,10.0,0.1,0.0
2010-09-08,64,10.0,0.1,6.4
2010-09-09,89,10.0,0.1,8.9
2010-09-10,0,10.0,0.1,0.0
2010-09-11,0,10.0,0.1,0.0
2010-09-12,0,10.0,0.1,0.0
2010-09-13,0,10.0,0.1,0.0
2010-09-14,35,10.0,0.1,3.5
2010-09-15,0,10.0,0.1,0.0
2010-09-16,0,10.0,0.1,0.0
2010-09-17,81,10.0,0.1,8.1
2010-09-18,0,10.0,0.1,0.0
2010-09-19,0,10.0,0.1,0.0
2010-09-20,100,10.0,0.1,10.0
2010-09-21,0,10.0,0.1,0.0
2010-09-22,0,10.0,0.1,0.0
2010-09-23,67,10.0,0.1,6.7
2010-09-24,0,10.0,0.1,0.0
2010-09-25,0,10.0,0.1,0.0
2010-09-26,0,10.0,0.1,0.0
2010-09-27,0,10.0,0.1,0.0
2010-09-28,0,10.0,0.1,0.0
2010-09-29,0,10.0,0.1,0.0
2010-09-30,0,10.0,0.1,0.0
2010-10-01,0,8.0,0.08,0.0
2010-10-02,0,8.0,0.08,0.0
2010-10-03,0,8.0,0.08,0.0
2010-10-04,97,8.0,0.08,7.76
2010-10-05,0,8.0,0.08,0.0
2010-10-06,0,8.0,0.08,0.0
2010-10-07,0,8.0,0.08,0.0
2010-10-08,0,8.0,0.08,0.0
2010-10-09,37,8.0,0.08,2.96
2010-10-10,0,8.0,0.08,0.0
2010-10-11,0,8.0,0.08,0.0
2010-10-12,0,8.0,0.08,0.0
2010-10-13,54,8.0,0.08,4.32
2010-10-14,0,8.0,0.08,0.0
2010-10-15,0,8.0,0.08,0.0
2010-10-16,0,8.0,0.08,0.0
2010-10-17,93,8.0,0.08,7.44
2010-10-18,21,8.0,0.08,1.68
2010-10-19,0,8.0,0.08,0.0
2010-10-20,29,8.0,0.08,2.32
2010-10-21,0,8.0,0.08,0.0
2010-10-22,32,8.0,0.08,2.56
2010-10-23,0,8.0,0.08,0.0
2010-10-24,0,8.0,0.08,0.0
2010-10-25,25,8.0,0.08,2.0
2010-10-26,100,8.0,0.08,8.0
2010-10-27,0,8.0,0.08,0.0
2010-10-28,0,8.0,0.08,0.0
2010-10-29,38,8.0,0.08,3.04
2010-10-30,0,8.0,0.08,0.0
2010-10-31,0,8.0,0.08,0.0
2010-11-01,0,6.0,0.06,0.0
2010-11-02,0,6.0,0.06,0.0
2010-11-03,91,6.0,0.06,5.46
2010-11-04,0,6.0,0.06,0.0
2010-11-05,0,6.0,0.06,0.0
2010-11-06,0,6.0,0.06,0.0
2010-11-07,57,6.0,0.06,3.42
2010-11-08,0,6.0,0.06,0.0
2010-11-09,40,6.0,0.06,2.4
2010-11-10,0,6.0,0.06,0.0
2010-11-11,0,6.0,0.06,0.0
2010-11-12,0,6.0,0.06,0.0
2010-11-13,0,6.0,0.06,0.0
2010-11-14,0,6.0,0.06,0.0
2010-11-15,0,6.0,0.06,0.0
2010-11-16,26,6.0,0.06,1.56
2010-11-17,0,6.0,0.06,0.0
2010-11-18,0,6.0,0.06,0.0
2010-11-19,0,6.0,0.06,0.0
2010-11-20,100,6.0,0.06,6.0
2010-11-21,0,6.0,0.06,0.0
2010-11-22,0,6.0,0.06,0.0
2010-11-23,0,6.0,0.06,0.0
2010-11-24,0,6.0,0.06,0.0
2010-11-25,0,6.0,0.06,0.0
2010-11-26,37,6.0,0.06,2.2199999999999998
2010-11-27,0,6.0,0.06,0.0
2010-11-28,40,6.0,0.06,2.4
2010-11-29,0,6.0,0.06,0.0
2010-11-30,75,6.0,0.06,4.5
2010-12-01,34,6.0,0.06,2.04
2010-12-02,35,6.0,0.06,2.1
2010-12-03,0,6.0,0.06,0.0
2010-12-04,0,6.0,0.06,0.0
2010-12-05,0,6.0,0.06,0.0
2010-12-06,33,6.0,0.06,1.98
2010-12-07,0,6.0,0.06,0.0
2010-12-08,0,6.0,0.06,0.0
2010-12-09,59,6.0,0.06,3.54
2010-12-10,0,6.0,0.06,0.0
2010-12-11,0,6.0,0.06,0.0
2010-12-12,0,6.0,0.06,0.0
2010-12-13,0,6.0,0.06,0.0
2010-12-14,0,6.0,0.06,0.0
2010-12-15,0,6.0,0.06,0.0
2010-12-16,0,6.0,0.06,0.0
2010-12-17,0,6.0,0.06,0.0
2010-12-18,0,6.0,0.06,0.0
2010-12-19,0,6.0,0.06,0.0
2010-12-20,0,6.0,0.06,0.0
2010-12-21,0,6.0,0.06,0.0
2010-12-22,0,6.0,0.06,0.0
2010-12-23,44,6.0,0.06,2.6399999999999997
2010-12-24,0,6.0,0.06,0.0
2010-12-25,0,6.0,0.06,0.0
2010-12-26,86,6.0,0.06,5.16
2010-12-27,0,6.0,0.06,0.0
2010-12-28,0,6.0,0.06,0.0
2010-12-29,0,6.0,0.06,0.0
2010-12-30,100,6.0,0.06,6.0
2010-12-31,0,6.0,0.06,0.0
2011-01-01,61,13.0,0.13,7.930000000000001
2011-01-02,0,13.0,0.13,0.0
2011-01-03,0,13.0,0.13,0.0
2011-01-04,39,13.0,0.13,5.07
2011-01-05,100,13.0,0.13,13.0
2011-01-06,56,13.0,0.13,7.28
2011-01-07,0,13.0,0.13,0.0
2011-01-08,0,13.0,0.13,0.0
2011-01-09,0,13.0,0.13,0.0
2011-01-10,0,13.0,0.13,0.0
2011-01-11,0,13.0,0.13,0.0
2011-01-12,26,13.0,0.13,3.38
2011-01-13,41,13.0,0.13,5.33
2011-01-14,46,13.0,0.13,5.98
2011-01-15,0,13.0,0.13,0.0
2011-01-16,0,13.0,0.13,0.0
2011-01-17,0,13.0,0.13,0.0
2011-01-18,0,13.0,0.13,0.0
2011-01-19,0,13.0,0.13,0.0
2011-01-20,0,13.0,0.13,0.0
2011-01-21,0,13.0,0.13,0.0
2011-01-22,0,13.0,0.13,0.0
2011-01-23,0,13.0,0.13,0.0
2011-01-24,50,13.0,0.13,6.5
2011-01-25,35,13.0,0.13,4.55
2011-01-26,0,13.0,0.13,0.0
2011-01-27,45,13.0,0.13,5.8500000000000005
2011-01-28,0,13.0,0.13,0.0
2011-01-29,50,13.0,0.13,6.5
2011-01-30,44,13.0,0.13,5.720000000000001
2011-01-31,0,13.0,0.13,0.0
2011-02-01,0,11.0,0.11,0.0
2011-02-02,65,11.0,0.11,7.15
2011-02-03,40,11.0,0.11,4.4
2011-02-04,98,11.0,0.11,10.78
2011-02-05,0,11.0,0.11,0.0
2011-02-06,0,11.0,0.11,0.0
2011-02-07,62,11.0,0.11,6.82
2011-02-08,0,11.0,0.11,0.0
2011-02-09,49,11.0,0.11,5.39
2011-02-10,0,11.0,0.11,0.0
2011-02-11,0,11.0,0.11,0.0
2011-02-12,0,11.0,0.11,0.0
2011-02-13,0,11.0,0.11,0.0
2011-02-14,0,11.0,0.11,0.0
2011-02-15,48,11.0,0.11,5.28
2011-02-16,50,11.0,0.11,5.5
2011-02-17,0,11.0,0.11,0.0
2011-02-18,81,11.0,0.11,8.91
2011-02-19,0,11.0,0.11,0.0
2011-02-20,0,11.0,0.11,0.0
2011-02-21,45,11.0,0.11,4.95
2011-02-22,41,11.0,0.11,4.51
2011-02-23,0,11.0,0.11,0.0
2011-02-24,0,11.0,0.11,0.0
2011-02-25,0,11.0,0.11,0.0
2011-02-26,68,11.0,0.11,7.48
2011-02-27,100,11.0,0.11,11.0
2011-02-28,89,11.0,0.11,9.790000000000001
2011-03-01,49,11.0,0.11,5.39
2011-03-02,0,11.0,0.11,0.0
2011-03-03,0,11.0,0.11,0.0
2011-03-04,0,11.0,0.11,0.0
2011-03-05,0,11.0,0.11,0.0
2011-03-06,0,11.0,0.11,0.0
2011-03-07,0,11.0,0.11,0.0
2011-03-08,0,11.0,0.11,0.0
2011-03-09,55,11.0,0.11,6.05
2011-03-10,39,11.0,0.11,4.29
2011-03-11,0,11.0,0.11,0.0
2011-03-12,0,11.0,0.11,0.0
2011-03-13,0,11.0,0.11,0.0
2011-03-14,0,11.0,0.11,0.0
2011-03-15,0,11.0,0.11,0.0
2011-03-16,77,11.0,0.11,8.47
2011-03-17,57,11.0,0.11,6.2700000000000005
2011-03-18,0,11.0,0.11,0.0
2011-03-19,0,11.0,0.11,0.0
2011-03-20,0,11.0,0.11,0.0
2011-03-21,39,11.0,0.11,4.29
2011-03-22,0,11.0,0.11,0.0
2011-03-23,0,11.0,0.11,0.0
2011-03-24,51,11.0,0.11,5.61
2011-03-25,0,11.0,0.11,0.0
2011-03-26,81,11.0,0.11,8.91
2011-03-27,49,11.0,0.11,5.39
2011-03-28,51,11.0,0.11,5.61
2011-03-29,100,11.0,0.11,11.0
2011-03-30,0,11.0,0.11,0.0
2011-03-31,0,11.0,0.11,0.0
2011-04-01,0,16.0,0.16,0.0
2011-04-02,0,16.0,0.16,0.0
2011-04-03,0,16.0,0.16,0.0
2011-04-04,0,16.0,0.16,0.0
2011-04-05,30,16.0,0.16,4.8
2011-04-06,0,16.0,0.16,0.0
2011-04-07,100,16.0,0.16,16.0
2011-04-08,0,16.0,0.16,0.0
2011-04-09,60,16.0,0.16,9.6
2011-04-10,0,16.0,0.16,0.0
2011-04-11,0,16.0,0.16,0.0
2011-04-12,75,16.0,0.16,12.0
2011-04-13,0,16.0,0.16,0.0
2011-04-14,58,16.0,0.16,9.28
2011-04-15,48,16.0,0.16,7.68
2011-04-16,0,16.0,0.16,0.0
2011-04-17,0,16.0,0.16,0.0
2011-04-18,0,16.0,0.16,0.0
2011-04-19,0,16.0,0.16,0.0
2011-04-20,87,16.0,0.16,13.92
2011-04-21,68,16.0,0.16,10.88
2011-04-22,0,16.0,0.16,0.0
2011-04-23,0,16.0,0.16,0.0
2011-04-24,0,16.0,0.16,0.0
2011-04-25,0,16.0,0.16,0.0
2011-04-26,76,16.0,0.16,12.16
2011-04-27,85,16.0,0.16,13.6
2011-04-28,41,16.0,0.16,6.5600000000000005
2011-04-29,0,16.0,0.16,0.0
2011-04-30,0,16.0,0.16,0.0
2011-05-01,0,16.0,0.16,0.0
2011-05-02,22,16.0,0.16,3.52
2011-05-03,28,16.0,0.16,4.48
2011-05-04,0,16.0,0.16,0.0
2011-05-05,25,16.0,0.16,4.0
2011-05-06,72,16.0,0.16,11.52
2011-05-07,100,16.0,0.16,16.0
2011-05-08,0,16.0,0.16,0.0
2011-05-09,38,16.0,0.16,6.08
2011-05-10,0,16.0,0.16,0.0
2011-05-11,19,16.0,0.16,3.04
2011-05-12,30,16.0,0.16,4.8
2011-05-13,0,16.0,0.16,0.0
2011-05-14,23,16.0,0.16,3.68
2011-05-15,0,16.0,0.16,0.0
2011-05-16,17,16.0,0.16,2.72
2011-05-17,67,16.0,0.16,10.72
2011-05-18,0,16.0,0.16,0.0
2011-05-19,0,16.0,0.16,0.0
2011-05-20,0,16.0,0.16,0.0
2011-05-21,0,16.0,0.16,0.0
2011-05-22,0,16.0,0.16,0.0
2011-05-23,0,16.0,0.16,0.0
2011-05-24,0,16.0,0.16,0.0
2011-05-25,28,16.0,0.16,4.48
2011-05-26,0,16.0,0.16,0.0
2011-05-27,0,16.0,0.16,0.0
2011-05-28,0,16.0,0.16,0.0
2011-05-29,0,16.0,0.16,0.0
2011-05-30,0,16.0,0.16,0.0
2011-05-31,0,16.0,0.16,0.0
2011-06-01,29,9.0,0.09,2.61
2011-06-02,0,9.0,0.09,0.0
2011-06-03,49,9.0,0.09,4.41
2011-06-04,0,9.0,0.09,0.0
2011-06-05,0,9.0,0.09,0.0
2011-06-06,0,9.0,0.09,0.0
2011-06-07,0,9.0,0.09,0.0
2011-06-08,0,9.0,0.09,0.0
2011-06-09,0,9.0,0.09,0.0
2011-06-10,0,9.0,0.09,0.0
2011-06-11,0,9.0,0.09,0.0
2011-06-12,100,9.0,0.09,9.0
2011-06-13,42,9.0,0.09,3.78
2011-06-14,0,9.0,0.09,0.0
2011-06-15,37,9.0,0.09,3.33
2011-06-16,0,9.0,0.09,0.0
2011-06-17,0,9.0,0.09,0.0
2011-06-18,0,9.0,0.09,0.0
2011-06-19,0,9.0,0.09,0.0
2011-06-20,0,9.0,0.09,0.0
2011-06-21,0,9.0,0.09,0.0
2011-06-22,69,9.0,0.09,6.21
2011-06-23,0,9.0,0.09,0.0
2011-06-24,0,9.0,0.09,0.0
2011-06-25,72,9.0,0.09,6.4799999999999995
2011-06-26,41,9.0,0.09,3.69
2011-06-27,85,9.0,0.09,7.6499999999999995
2011-06-28,0,9.0,0.09,0.0
2011-06-29,0,9.0,0.09,0.0
