date,Verizon Stock Price_unscaled,Verizon Stock Price_monthly,scale,Verizon Stock Price
2004-01-01,100,0.0,0.0,0.0
2004-01-02,0,0.0,0.0,0.0
2004-01-03,0,0.0,0.0,0.0
2004-01-04,37,0.0,0.0,0.0
2004-01-05,0,0.0,0.0,0.0
2004-01-06,0,0.0,0.0,0.0
2004-01-07,0,0.0,0.0,0.0
2004-01-08,0,0.0,0.0,0.0
2004-01-09,0,0.0,0.0,0.0
2004-01-10,0,0.0,0.0,0.0
2004-01-11,0,0.0,0.0,0.0
2004-01-12,0,0.0,0.0,0.0
2004-01-13,0,0.0,0.0,0.0
2004-01-14,0,0.0,0.0,0.0
2004-01-15,0,0.0,0.0,0.0
2004-01-16,0,0.0,0.0,0.0
2004-01-17,0,0.0,0.0,0.0
2004-01-18,41,0.0,0.0,0.0
2004-01-19,0,0.0,0.0,0.0
2004-01-20,12,0.0,0.0,0.0
2004-01-21,0,0.0,0.0,0.0
2004-01-22,0,0.0,0.0,0.0
2004-01-23,0,0.0,0.0,0.0
2004-01-24,0,0.0,0.0,0.0
2004-01-25,0,0.0,0.0,0.0
2004-01-26,0,0.0,0.0,0.0
2004-01-27,0,0.0,0.0,0.0
2004-01-28,0,0.0,0.0,0.0
2004-01-29,0,0.0,0.0,0.0
2004-01-30,0,0.0,0.0,0.0
2004-01-31,0,0.0,0.0,0.0
2004-02-01,0,0.0,0.0,0.0
2004-02-02,0,0.0,0.0,0.0
2004-02-03,0,0.0,0.0,0.0
2004-02-04,54,0.0,0.0,0.0
2004-02-05,0,0.0,0.0,0.0
2004-02-06,0,0.0,0.0,0.0
2004-02-07,100,0.0,0.0,0.0
2004-02-08,0,0.0,0.0,0.0
2004-02-09,0,0.0,0.0,0.0
2004-02-10,27,0.0,0.0,0.0
2004-02-11,0,0.0,0.0,0.0
2004-02-12,0,0.0,0.0,0.0
2004-02-13,34,0.0,0.0,0.0
2004-02-14,0,0.0,0.0,0.0
2004-02-15,0,0.0,0.0,0.0
2004-02-16,0,0.0,0.0,0.0
2004-02-17,0,0.0,0.0,0.0
2004-02-18,0,0.0,0.0,0.0
2004-02-19,0,0.0,0.0,0.0
2004-02-20,0,0.0,0.0,0.0
2004-02-21,0,0.0,0.0,0.0
2004-02-22,0,0.0,0.0,0.0
2004-02-23,15,0.0,0.0,0.0
2004-02-24,0,0.0,0.0,0.0
2004-02-25,0,0.0,0.0,0.0
2004-02-26,0,0.0,0.0,0.0
2004-02-27,0,0.0,0.0,0.0
2004-02-28,0,0.0,0.0,0.0
2004-02-29,86,0.0,0.0,0.0
2004-03-01,0,16.0,0.16,0.0
2004-03-02,0,16.0,0.16,0.0
2004-03-03,0,16.0,0.16,0.0
2004-03-04,36,16.0,0.16,5.76
2004-03-05,0,16.0,0.16,0.0
2004-03-06,0,16.0,0.16,0.0
2004-03-07,0,16.0,0.16,0.0
2004-03-08,0,16.0,0.16,0.0
2004-03-09,0,16.0,0.16,0.0
2004-03-10,0,16.0,0.16,0.0
2004-03-11,0,16.0,0.16,0.0
2004-03-12,0,16.0,0.16,0.0
2004-03-13,0,16.0,0.16,0.0
2004-03-14,0,16.0,0.16,0.0
2004-03-15,0,16.0,0.16,0.0
2004-03-16,64,16.0,0.16,10.24
2004-03-17,0,16.0,0.16,0.0
2004-03-18,16,16.0,0.16,2.56
2004-03-19,0,16.0,0.16,0.0
2004-03-20,0,16.0,0.16,0.0
2004-03-21,0,16.0,0.16,0.0
2004-03-22,79,16.0,0.16,12.64
2004-03-23,0,16.0,0.16,0.0
2004-03-24,0,16.0,0.16,0.0
2004-03-25,100,16.0,0.16,16.0
2004-03-26,32,16.0,0.16,5.12
2004-03-27,0,16.0,0.16,0.0
2004-03-28,0,16.0,0.16,0.0
2004-03-29,0,16.0,0.16,0.0
2004-03-30,0,16.0,0.16,0.0
2004-03-31,0,16.0,0.16,0.0
2004-04-01,0,5.0,0.05,0.0
2004-04-02,0,5.0,0.05,0.0
2004-04-03,0,5.0,0.05,0.0
2004-04-04,0,5.0,0.05,0.0
2004-04-05,0,5.0,0.05,0.0
2004-04-06,0,5.0,0.05,0.0
2004-04-07,0,5.0,0.05,0.0
2004-04-08,0,5.0,0.05,0.0
2004-04-09,0,5.0,0.05,0.0
2004-04-10,0,5.0,0.05,0.0
2004-04-11,0,5.0,0.05,0.0
2004-04-12,0,5.0,0.05,0.0
2004-04-13,100,5.0,0.05,5.0
2004-04-14,0,5.0,0.05,0.0
2004-04-15,0,5.0,0.05,0.0
2004-04-16,0,5.0,0.05,0.0
2004-04-17,0,5.0,0.05,0.0
2004-04-18,0,5.0,0.05,0.0
2004-04-19,0,5.0,0.05,0.0
2004-04-20,0,5.0,0.05,0.0
2004-04-21,0,5.0,0.05,0.0
2004-04-22,0,5.0,0.05,0.0
2004-04-23,0,5.0,0.05,0.0
2004-04-24,0,5.0,0.05,0.0
2004-04-25,0,5.0,0.05,0.0
2004-04-26,0,5.0,0.05,0.0
2004-04-27,0,5.0,0.05,0.0
2004-04-28,0,5.0,0.05,0.0
2004-04-29,0,5.0,0.05,0.0
2004-04-30,0,5.0,0.05,0.0
2004-05-01,0,0.0,0.0,0.0
2004-05-02,0,0.0,0.0,0.0
2004-05-03,0,0.0,0.0,0.0
2004-05-04,0,0.0,0.0,0.0
2004-05-05,0,0.0,0.0,0.0
2004-05-06,18,0.0,0.0,0.0
2004-05-07,0,0.0,0.0,0.0
2004-05-08,0,0.0,0.0,0.0
2004-05-09,0,0.0,0.0,0.0
2004-05-10,0,0.0,0.0,0.0
2004-05-11,17,0.0,0.0,0.0
2004-05-12,33,0.0,0.0,0.0
2004-05-13,0,0.0,0.0,0.0
2004-05-14,0,0.0,0.0,0.0
2004-05-15,100,0.0,0.0,0.0
2004-05-16,0,0.0,0.0,0.0
2004-05-17,0,0.0,0.0,0.0
2004-05-18,19,0.0,0.0,0.0
2004-05-19,41,0.0,0.0,0.0
2004-05-20,0,0.0,0.0,0.0
2004-05-21,0,0.0,0.0,0.0
2004-05-22,74,0.0,0.0,0.0
2004-05-23,0,0.0,0.0,0.0
2004-05-24,0,0.0,0.0,0.0
2004-05-25,30,0.0,0.0,0.0
2004-05-26,0,0.0,0.0,0.0
2004-05-27,23,0.0,0.0,0.0
2004-05-28,0,0.0,0.0,0.0
2004-05-29,52,0.0,0.0,0.0
2004-05-30,0,0.0,0.0,0.0
2004-05-31,0,0.0,0.0,0.0
2004-06-01,32,0.0,0.0,0.0
2004-06-02,34,0.0,0.0,0.0
2004-06-03,0,0.0,0.0,0.0
2004-06-04,0,0.0,0.0,0.0
2004-06-05,93,0.0,0.0,0.0
2004-06-06,0,0.0,0.0,0.0
2004-06-07,0,0.0,0.0,0.0
2004-06-08,0,0.0,0.0,0.0
2004-06-09,0,0.0,0.0,0.0
2004-06-10,0,0.0,0.0,0.0
2004-06-11,0,0.0,0.0,0.0
2004-06-12,100,0.0,0.0,0.0
2004-06-13,63,0.0,0.0,0.0
2004-06-14,0,0.0,0.0,0.0
2004-06-15,73,0.0,0.0,0.0
2004-06-16,0,0.0,0.0,0.0
2004-06-17,0,0.0,0.0,0.0
2004-06-18,0,0.0,0.0,0.0
2004-06-19,0,0.0,0.0,0.0
2004-06-20,0,0.0,0.0,0.0
2004-06-21,0,0.0,0.0,0.0
2004-06-22,0,0.0,0.0,0.0
2004-06-23,0,0.0,0.0,0.0
2004-06-24,0,0.0,0.0,0.0
2004-06-25,0,0.0,0.0,0.0
2004-06-26,0,0.0,0.0,0.0
2004-06-27,0,0.0,0.0,0.0
2004-06-28,0,0.0,0.0,0.0
2004-06-29,0,0.0,0.0,0.0
2004-06-30,0,0.0,0.0,0.0
2004-07-01,15,0.0,0.0,0.0
2004-07-02,0,0.0,0.0,0.0
2004-07-03,0,0.0,0.0,0.0
2004-07-04,0,0.0,0.0,0.0
2004-07-05,0,0.0,0.0,0.0
2004-07-06,27,0.0,0.0,0.0
2004-07-07,0,0.0,0.0,0.0
2004-07-08,0,0.0,0.0,0.0
2004-07-09,0,0.0,0.0,0.0
2004-07-10,0,0.0,0.0,0.0
2004-07-11,0,0.0,0.0,0.0
2004-07-12,0,0.0,0.0,0.0
2004-07-13,0,0.0,0.0,0.0
2004-07-14,0,0.0,0.0,0.0
2004-07-15,0,0.0,0.0,0.0
2004-07-16,0,0.0,0.0,0.0
2004-07-17,100,0.0,0.0,0.0
2004-07-18,0,0.0,0.0,0.0
2004-07-19,0,0.0,0.0,0.0
2004-07-20,0,0.0,0.0,0.0
2004-07-21,25,0.0,0.0,0.0
2004-07-22,0,0.0,0.0,0.0
2004-07-23,18,0.0,0.0,0.0
2004-07-24,20,0.0,0.0,0.0
2004-07-25,0,0.0,0.0,0.0
2004-07-26,0,0.0,0.0,0.0
2004-07-27,0,0.0,0.0,0.0
2004-07-28,19,0.0,0.0,0.0
2004-07-29,16,0.0,0.0,0.0
2004-07-30,0,0.0,0.0,0.0
2004-07-31,0,0.0,0.0,0.0
2004-08-01,0,7.0,0.07,0.0
2004-08-02,0,7.0,0.07,0.0
2004-08-03,43,7.0,0.07,3.0100000000000002
2004-08-04,41,7.0,0.07,2.87
2004-08-05,0,7.0,0.07,0.0
2004-08-06,0,7.0,0.07,0.0
2004-08-07,0,7.0,0.07,0.0
2004-08-08,0,7.0,0.07,0.0
2004-08-09,0,7.0,0.07,0.0
2004-08-10,0,7.0,0.07,0.0
2004-08-11,0,7.0,0.07,0.0
2004-08-12,0,7.0,0.07,0.0
2004-08-13,48,7.0,0.07,3.3600000000000003
2004-08-14,0,7.0,0.07,0.0
2004-08-15,0,7.0,0.07,0.0
2004-08-16,0,7.0,0.07,0.0
2004-08-17,0,7.0,0.07,0.0
2004-08-18,0,7.0,0.07,0.0
2004-08-19,100,7.0,0.07,7.000000000000001
2004-08-20,0,7.0,0.07,0.0
2004-08-21,0,7.0,0.07,0.0
2004-08-22,72,7.0,0.07,5.040000000000001
2004-08-23,0,7.0,0.07,0.0
2004-08-24,0,7.0,0.07,0.0
2004-08-25,0,7.0,0.07,0.0
2004-08-26,0,7.0,0.07,0.0
2004-08-27,0,7.0,0.07,0.0
2004-08-28,60,7.0,0.07,4.2
2004-08-29,0,7.0,0.07,0.0
2004-08-30,0,7.0,0.07,0.0
2004-08-31,40,7.0,0.07,2.8000000000000003
2004-09-01,36,0.0,0.0,0.0
2004-09-02,0,0.0,0.0,0.0
2004-09-03,0,0.0,0.0,0.0
2004-09-04,0,0.0,0.0,0.0
2004-09-05,100,0.0,0.0,0.0
2004-09-06,0,0.0,0.0,0.0
2004-09-07,0,0.0,0.0,0.0
2004-09-08,0,0.0,0.0,0.0
2004-09-09,0,0.0,0.0,0.0
2004-09-10,0,0.0,0.0,0.0
2004-09-11,0,0.0,0.0,0.0
2004-09-12,0,0.0,0.0,0.0
2004-09-13,0,0.0,0.0,0.0
2004-09-14,0,0.0,0.0,0.0
2004-09-15,0,0.0,0.0,0.0
2004-09-16,0,0.0,0.0,0.0
2004-09-17,0,0.0,0.0,0.0
2004-09-18,0,0.0,0.0,0.0
2004-09-19,0,0.0,0.0,0.0
2004-09-20,0,0.0,0.0,0.0
2004-09-21,0,0.0,0.0,0.0
2004-09-22,28,0.0,0.0,0.0
2004-09-23,0,0.0,0.0,0.0
2004-09-24,0,0.0,0.0,0.0
2004-09-25,0,0.0,0.0,0.0
2004-09-26,0,0.0,0.0,0.0
2004-09-27,0,0.0,0.0,0.0
2004-09-28,0,0.0,0.0,0.0
2004-09-29,0,0.0,0.0,0.0
2004-09-30,0,0.0,0.0,0.0
2004-10-01,0,5.0,0.05,0.0
2004-10-02,0,5.0,0.05,0.0
2004-10-03,0,5.0,0.05,0.0
2004-10-04,0,5.0,0.05,0.0
2004-10-05,0,5.0,0.05,0.0
2004-10-06,0,5.0,0.05,0.0
2004-10-07,0,5.0,0.05,0.0
2004-10-08,0,5.0,0.05,0.0
2004-10-09,0,5.0,0.05,0.0
2004-10-10,0,5.0,0.05,0.0
2004-10-11,0,5.0,0.05,0.0
2004-10-12,0,5.0,0.05,0.0
2004-10-13,0,5.0,0.05,0.0
2004-10-14,0,5.0,0.05,0.0
2004-10-15,0,5.0,0.05,0.0
2004-10-16,0,5.0,0.05,0.0
2004-10-17,0,5.0,0.05,0.0
2004-10-18,0,5.0,0.05,0.0
2004-10-19,100,5.0,0.05,5.0
2004-10-20,0,5.0,0.05,0.0
2004-10-21,0,5.0,0.05,0.0
2004-10-22,0,5.0,0.05,0.0
2004-10-23,0,5.0,0.05,0.0
2004-10-24,0,5.0,0.05,0.0
2004-10-25,0,5.0,0.05,0.0
2004-10-26,0,5.0,0.05,0.0
2004-10-27,0,5.0,0.05,0.0
2004-10-28,0,5.0,0.05,0.0
2004-10-29,0,5.0,0.05,0.0
2004-10-30,0,5.0,0.05,0.0
2004-10-31,0,5.0,0.05,0.0
2004-11-01,100,0.0,0.0,0.0
2004-11-02,0,0.0,0.0,0.0
2004-11-03,69,0.0,0.0,0.0
2004-11-04,37,0.0,0.0,0.0
2004-11-05,0,0.0,0.0,0.0
2004-11-06,0,0.0,0.0,0.0
2004-11-07,0,0.0,0.0,0.0
2004-11-08,0,0.0,0.0,0.0
2004-11-09,0,0.0,0.0,0.0
2004-11-10,0,0.0,0.0,0.0
2004-11-11,0,0.0,0.0,0.0
2004-11-12,0,0.0,0.0,0.0
2004-11-13,99,0.0,0.0,0.0
2004-11-14,0,0.0,0.0,0.0
2004-11-15,0,0.0,0.0,0.0
2004-11-16,33,0.0,0.0,0.0
2004-11-17,0,0.0,0.0,0.0
2004-11-18,43,0.0,0.0,0.0
2004-11-19,0,0.0,0.0,0.0
2004-11-20,0,0.0,0.0,0.0
2004-11-21,0,0.0,0.0,0.0
2004-11-22,0,0.0,0.0,0.0
2004-11-23,0,0.0,0.0,0.0
2004-11-24,0,0.0,0.0,0.0
2004-11-25,0,0.0,0.0,0.0
2004-11-26,0,0.0,0.0,0.0
2004-11-27,0,0.0,0.0,0.0
2004-11-28,0,0.0,0.0,0.0
2004-11-29,0,0.0,0.0,0.0
2004-11-30,0,0.0,0.0,0.0
2004-12-01,0,7.0,0.07,0.0
2004-12-02,26,7.0,0.07,1.8200000000000003
2004-12-03,0,7.0,0.07,0.0
2004-12-04,0,7.0,0.07,0.0
2004-12-05,0,7.0,0.07,0.0
2004-12-06,0,7.0,0.07,0.0
2004-12-07,0,7.0,0.07,0.0
2004-12-08,69,7.0,0.07,4.83
2004-12-09,0,7.0,0.07,0.0
2004-12-10,0,7.0,0.07,0.0
2004-12-11,0,7.0,0.07,0.0
2004-12-12,0,7.0,0.07,0.0
2004-12-13,0,7.0,0.07,0.0
2004-12-14,0,7.0,0.07,0.0
2004-12-15,0,7.0,0.07,0.0
2004-12-16,40,7.0,0.07,2.8000000000000003
2004-12-17,0,7.0,0.07,0.0
2004-12-18,100,7.0,0.07,7.000000000000001
2004-12-19,0,7.0,0.07,0.0
2004-12-20,0,7.0,0.07,0.0
2004-12-21,0,7.0,0.07,0.0
2004-12-22,0,7.0,0.07,0.0
2004-12-23,0,7.0,0.07,0.0
2004-12-24,50,7.0,0.07,3.5000000000000004
2004-12-25,0,7.0,0.07,0.0
2004-12-26,0,7.0,0.07,0.0
2004-12-27,0,7.0,0.07,0.0
2004-12-28,0,7.0,0.07,0.0
2004-12-29,0,7.0,0.07,0.0
2004-12-30,0,7.0,0.07,0.0
2004-12-31,0,7.0,0.07,0.0
2005-01-01,0,0.0,0.0,0.0
2005-01-02,0,0.0,0.0,0.0
2005-01-03,0,0.0,0.0,0.0
2005-01-04,0,0.0,0.0,0.0
2005-01-05,0,0.0,0.0,0.0
2005-01-06,0,0.0,0.0,0.0
2005-01-07,0,0.0,0.0,0.0
2005-01-08,83,0.0,0.0,0.0
2005-01-09,0,0.0,0.0,0.0
2005-01-10,0,0.0,0.0,0.0
2005-01-11,0,0.0,0.0,0.0
2005-01-12,76,0.0,0.0,0.0
2005-01-13,0,0.0,0.0,0.0
2005-01-14,0,0.0,0.0,0.0
2005-01-15,0,0.0,0.0,0.0
2005-01-16,100,0.0,0.0,0.0
2005-01-17,0,0.0,0.0,0.0
2005-01-18,67,0.0,0.0,0.0
2005-01-19,0,0.0,0.0,0.0
2005-01-20,0,0.0,0.0,0.0
2005-01-21,0,0.0,0.0,0.0
2005-01-22,0,0.0,0.0,0.0
2005-01-23,0,0.0,0.0,0.0
2005-01-24,0,0.0,0.0,0.0
2005-01-25,0,0.0,0.0,0.0
2005-01-26,37,0.0,0.0,0.0
2005-01-27,0,0.0,0.0,0.0
2005-01-28,75,0.0,0.0,0.0
2005-01-29,0,0.0,0.0,0.0
2005-01-30,0,0.0,0.0,0.0
2005-01-31,0,0.0,0.0,0.0
2005-02-01,0,12.0,0.12,0.0
2005-02-02,0,12.0,0.12,0.0
2005-02-03,0,12.0,0.12,0.0
2005-02-04,0,12.0,0.12,0.0
2005-02-05,0,12.0,0.12,0.0
2005-02-06,0,12.0,0.12,0.0
2005-02-07,0,12.0,0.12,0.0
2005-02-08,0,12.0,0.12,0.0
2005-02-09,58,12.0,0.12,6.96
2005-02-10,0,12.0,0.12,0.0
2005-02-11,0,12.0,0.12,0.0
2005-02-12,0,12.0,0.12,0.0
2005-02-13,100,12.0,0.12,12.0
2005-02-14,0,12.0,0.12,0.0
2005-02-15,57,12.0,0.12,6.84
2005-02-16,0,12.0,0.12,0.0
2005-02-17,0,12.0,0.12,0.0
2005-02-18,0,12.0,0.12,0.0
2005-02-19,0,12.0,0.12,0.0
2005-02-20,0,12.0,0.12,0.0
2005-02-21,0,12.0,0.12,0.0
2005-02-22,0,12.0,0.12,0.0
2005-02-23,0,12.0,0.12,0.0
2005-02-24,0,12.0,0.12,0.0
2005-02-25,0,12.0,0.12,0.0
2005-02-26,0,12.0,0.12,0.0
2005-02-27,0,12.0,0.12,0.0
2005-02-28,0,12.0,0.12,0.0
2005-03-01,0,4.0,0.04,0.0
2005-03-02,0,4.0,0.04,0.0
2005-03-03,0,4.0,0.04,0.0
2005-03-04,0,4.0,0.04,0.0
2005-03-05,0,4.0,0.04,0.0
2005-03-06,40,4.0,0.04,1.6
2005-03-07,0,4.0,0.04,0.0
2005-03-08,0,4.0,0.04,0.0
2005-03-09,0,4.0,0.04,0.0
2005-03-10,0,4.0,0.04,0.0
2005-03-11,15,4.0,0.04,0.6
2005-03-12,0,4.0,0.04,0.0
2005-03-13,0,4.0,0.04,0.0
2005-03-14,0,4.0,0.04,0.0
2005-03-15,26,4.0,0.04,1.04
2005-03-16,0,4.0,0.04,0.0
2005-03-17,19,4.0,0.04,0.76
2005-03-18,0,4.0,0.04,0.0
2005-03-19,34,4.0,0.04,1.36
2005-03-20,0,4.0,0.04,0.0
2005-03-21,0,4.0,0.04,0.0
2005-03-22,0,4.0,0.04,0.0
2005-03-23,21,4.0,0.04,0.84
2005-03-24,0,4.0,0.04,0.0
2005-03-25,0,4.0,0.04,0.0
2005-03-26,0,4.0,0.04,0.0
2005-03-27,0,4.0,0.04,0.0
2005-03-28,0,4.0,0.04,0.0
2005-03-29,0,4.0,0.04,0.0
2005-03-30,24,4.0,0.04,0.96
2005-03-31,100,4.0,0.04,4.0
2005-04-01,0,4.0,0.04,0.0
2005-04-02,0,4.0,0.04,0.0
2005-04-03,0,4.0,0.04,0.0
2005-04-04,0,4.0,0.04,0.0
2005-04-05,0,4.0,0.04,0.0
2005-04-06,0,4.0,0.04,0.0
2005-04-07,0,4.0,0.04,0.0
2005-04-08,0,4.0,0.04,0.0
2005-04-09,55,4.0,0.04,2.2
2005-04-10,0,4.0,0.04,0.0
2005-04-11,0,4.0,0.04,0.0
2005-04-12,28,4.0,0.04,1.12
2005-04-13,0,4.0,0.04,0.0
2005-04-14,0,4.0,0.04,0.0
2005-04-15,0,4.0,0.04,0.0
2005-04-16,0,4.0,0.04,0.0
2005-04-17,100,4.0,0.04,4.0
2005-04-18,43,4.0,0.04,1.72
2005-04-19,0,4.0,0.04,0.0
2005-04-20,0,4.0,0.04,0.0
2005-04-21,0,4.0,0.04,0.0
2005-04-22,0,4.0,0.04,0.0
2005-04-23,0,4.0,0.04,0.0
2005-04-24,62,4.0,0.04,2.48
2005-04-25,0,4.0,0.04,0.0
2005-04-26,0,4.0,0.04,0.0
2005-04-27,37,4.0,0.04,1.48
2005-04-28,0,4.0,0.04,0.0
2005-04-29,0,4.0,0.04,0.0
2005-04-30,0,4.0,0.04,0.0
2005-05-01,100,0.0,0.0,0.0
2005-05-02,0,0.0,0.0,0.0
2005-05-03,0,0.0,0.0,0.0
2005-05-04,65,0.0,0.0,0.0
2005-05-05,0,0.0,0.0,0.0
2005-05-06,0,0.0,0.0,0.0
2005-05-07,0,0.0,0.0,0.0
2005-05-08,0,0.0,0.0,0.0
2005-05-09,68,0.0,0.0,0.0
2005-05-10,85,0.0,0.0,0.0
2005-05-11,0,0.0,0.0,0.0
2005-05-12,0,0.0,0.0,0.0
2005-05-13,0,0.0,0.0,0.0
2005-05-14,0,0.0,0.0,0.0
2005-05-15,0,0.0,0.0,0.0
2005-05-16,0,0.0,0.0,0.0
2005-05-17,0,0.0,0.0,0.0
2005-05-18,0,0.0,0.0,0.0
2005-05-19,0,0.0,0.0,0.0
2005-05-20,0,0.0,0.0,0.0
2005-05-21,79,0.0,0.0,0.0
2005-05-22,0,0.0,0.0,0.0
2005-05-23,0,0.0,0.0,0.0
2005-05-24,50,0.0,0.0,0.0
2005-05-25,0,0.0,0.0,0.0
2005-05-26,0,0.0,0.0,0.0
2005-05-27,0,0.0,0.0,0.0
2005-05-28,0,0.0,0.0,0.0
2005-05-29,0,0.0,0.0,0.0
2005-05-30,0,0.0,0.0,0.0
2005-05-31,81,0.0,0.0,0.0
2005-06-01,77,0.0,0.0,0.0
2005-06-02,0,0.0,0.0,0.0
2005-06-03,0,0.0,0.0,0.0
2005-06-04,0,0.0,0.0,0.0
2005-06-05,0,0.0,0.0,0.0
2005-06-06,0,0.0,0.0,0.0
2005-06-07,0,0.0,0.0,0.0
2005-06-08,59,0.0,0.0,0.0
2005-06-09,0,0.0,0.0,0.0
2005-06-10,0,0.0,0.0,0.0
2005-06-11,0,0.0,0.0,0.0
2005-06-12,0,0.0,0.0,0.0
2005-06-13,36,0.0,0.0,0.0
2005-06-14,100,0.0,0.0,0.0
2005-06-15,32,0.0,0.0,0.0
2005-06-16,0,0.0,0.0,0.0
2005-06-17,0,0.0,0.0,0.0
2005-06-18,0,0.0,0.0,0.0
2005-06-19,0,0.0,0.0,0.0
2005-06-20,0,0.0,0.0,0.0
2005-06-21,0,0.0,0.0,0.0
2005-06-22,0,0.0,0.0,0.0
2005-06-23,0,0.0,0.0,0.0
2005-06-24,47,0.0,0.0,0.0
2005-06-25,0,0.0,0.0,0.0
2005-06-26,0,0.0,0.0,0.0
2005-06-27,0,0.0,0.0,0.0
2005-06-28,0,0.0,0.0,0.0
2005-06-29,0,0.0,0.0,0.0
2005-06-30,0,0.0,0.0,0.0
2005-07-01,0,0.0,0.0,0.0
2005-07-02,0,0.0,0.0,0.0
2005-07-03,0,0.0,0.0,0.0
2005-07-04,60,0.0,0.0,0.0
2005-07-05,0,0.0,0.0,0.0
2005-07-06,0,0.0,0.0,0.0
2005-07-07,0,0.0,0.0,0.0
2005-07-08,0,0.0,0.0,0.0
2005-07-09,0,0.0,0.0,0.0
2005-07-10,0,0.0,0.0,0.0
2005-07-11,0,0.0,0.0,0.0
2005-07-12,0,0.0,0.0,0.0
2005-07-13,0,0.0,0.0,0.0
2005-07-14,0,0.0,0.0,0.0
2005-07-15,0,0.0,0.0,0.0
2005-07-16,0,0.0,0.0,0.0
2005-07-17,0,0.0,0.0,0.0
2005-07-18,0,0.0,0.0,0.0
2005-07-19,0,0.0,0.0,0.0
2005-07-20,36,0.0,0.0,0.0
2005-07-21,80,0.0,0.0,0.0
2005-07-22,0,0.0,0.0,0.0
2005-07-23,0,0.0,0.0,0.0
2005-07-24,0,0.0,0.0,0.0
2005-07-25,0,0.0,0.0,0.0
2005-07-26,0,0.0,0.0,0.0
2005-07-27,100,0.0,0.0,0.0
2005-07-28,0,0.0,0.0,0.0
2005-07-29,0,0.0,0.0,0.0
2005-07-30,0,0.0,0.0,0.0
2005-07-31,0,0.0,0.0,0.0
2005-08-01,0,9.0,0.09,0.0
2005-08-02,0,9.0,0.09,0.0
2005-08-03,0,9.0,0.09,0.0
2005-08-04,0,9.0,0.09,0.0
2005-08-05,0,9.0,0.09,0.0
2005-08-06,100,9.0,0.09,9.0
2005-08-07,0,9.0,0.09,0.0
2005-08-08,0,9.0,0.09,0.0
2005-08-09,0,9.0,0.09,0.0
2005-08-10,0,9.0,0.09,0.0
2005-08-11,0,9.0,0.09,0.0
2005-08-12,0,9.0,0.09,0.0
2005-08-13,0,9.0,0.09,0.0
2005-08-14,0,9.0,0.09,0.0
2005-08-15,0,9.0,0.09,0.0
2005-08-16,0,9.0,0.09,0.0
2005-08-17,0,9.0,0.09,0.0
2005-08-18,0,9.0,0.09,0.0
2005-08-19,0,9.0,0.09,0.0
2005-08-20,0,9.0,0.09,0.0
2005-08-21,44,9.0,0.09,3.96
2005-08-22,0,9.0,0.09,0.0
2005-08-23,0,9.0,0.09,0.0
2005-08-24,0,9.0,0.09,0.0
2005-08-25,0,9.0,0.09,0.0
2005-08-26,0,9.0,0.09,0.0
2005-08-27,0,9.0,0.09,0.0
2005-08-28,0,9.0,0.09,0.0
2005-08-29,0,9.0,0.09,0.0
2005-08-30,0,9.0,0.09,0.0
2005-08-31,0,9.0,0.09,0.0
2005-09-01,0,6.0,0.06,0.0
2005-09-02,0,6.0,0.06,0.0
2005-09-03,64,6.0,0.06,3.84
2005-09-04,0,6.0,0.06,0.0
2005-09-05,49,6.0,0.06,2.94
2005-09-06,0,6.0,0.06,0.0
2005-09-07,0,6.0,0.06,0.0
2005-09-08,0,6.0,0.06,0.0
2005-09-09,100,6.0,0.06,6.0
2005-09-10,0,6.0,0.06,0.0
2005-09-11,0,6.0,0.06,0.0
2005-09-12,82,6.0,0.06,4.92
2005-09-13,0,6.0,0.06,0.0
2005-09-14,0,6.0,0.06,0.0
2005-09-15,0,6.0,0.06,0.0
2005-09-16,0,6.0,0.06,0.0
2005-09-17,96,6.0,0.06,5.76
2005-09-18,0,6.0,0.06,0.0
2005-09-19,0,6.0,0.06,0.0
2005-09-20,0,6.0,0.06,0.0
2005-09-21,0,6.0,0.06,0.0
2005-09-22,0,6.0,0.06,0.0
2005-09-23,0,6.0,0.06,0.0
2005-09-24,0,6.0,0.06,0.0
2005-09-25,0,6.0,0.06,0.0
2005-09-26,0,6.0,0.06,0.0
2005-09-27,0,6.0,0.06,0.0
2005-09-28,0,6.0,0.06,0.0
2005-09-29,0,6.0,0.06,0.0
2005-09-30,0,6.0,0.06,0.0
2005-10-01,0,6.0,0.06,0.0
2005-10-02,0,6.0,0.06,0.0
2005-10-03,0,6.0,0.06,0.0
2005-10-04,0,6.0,0.06,0.0
2005-10-05,0,6.0,0.06,0.0
2005-10-06,19,6.0,0.06,1.14
2005-10-07,39,6.0,0.06,2.34
2005-10-08,0,6.0,0.06,0.0
2005-10-09,0,6.0,0.06,0.0
2005-10-10,0,6.0,0.06,0.0
2005-10-11,0,6.0,0.06,0.0
2005-10-12,0,6.0,0.06,0.0
2005-10-13,0,6.0,0.06,0.0
2005-10-14,0,6.0,0.06,0.0
2005-10-15,100,6.0,0.06,6.0
2005-10-16,43,6.0,0.06,2.58
2005-10-17,59,6.0,0.06,3.54
2005-10-18,0,6.0,0.06,0.0
2005-10-19,0,6.0,0.06,0.0
2005-10-20,34,6.0,0.06,2.04
2005-10-21,0,6.0,0.06,0.0
2005-10-22,0,6.0,0.06,0.0
2005-10-23,34,6.0,0.06,2.04
