date,Merck Stock Price
2016-05-13,4.64
2016-05-14,10.24
2016-05-15,0.0
2016-05-16,0.0
2016-05-17,0.0
2016-05-18,2.88
2016-05-19,7.04
2016-05-20,0.0
2016-05-21,5.6000000000000005
2016-05-22,0.0
2016-05-23,4.16
2016-05-24,4.0
2016-05-25,10.08
2016-05-26,7.52
2016-05-27,0.0
2016-05-28,5.28
2016-05-29,0.0
2016-05-30,0.0
2016-05-31,5.12
2016-06-01,0.0
2016-06-02,4.16
2016-06-03,8.48
2016-06-04,0.0
2016-06-05,0.0
2016-06-06,7.04
2016-06-07,12.96
2016-06-08,4.96
2016-06-09,0.0
2016-06-10,11.68
2016-06-11,6.08
2016-06-12,7.04
2016-06-13,6.5600000000000005
2016-06-14,7.52
2016-06-15,0.0
2016-06-16,5.92
2016-06-17,7.04
2016-06-18,0.0
2016-06-19,0.0
2016-06-20,0.0
2016-06-21,8.32
2016-06-22,11.36
2016-06-23,5.6000000000000005
2016-06-24,11.52
2016-06-25,9.92
2016-06-26,0.0
2016-06-27,4.96
2016-06-28,16.0
2016-06-29,6.5600000000000005
2016-06-30,6.4
2016-07-01,3.640000000000001
2016-07-02,0.0
2016-07-03,0.0
2016-07-04,0.0
2016-07-05,4.62
2016-07-06,7.000000000000001
2016-07-07,0.0
2016-07-08,14.000000000000002
2016-07-09,0.0
2016-07-10,0.0
2016-07-11,5.74
2016-07-12,8.120000000000001
2016-07-13,0.0
2016-07-14,10.64
2016-07-15,0.0
2016-07-16,0.0
2016-07-17,0.0
2016-07-18,2.8000000000000003
2016-07-19,3.92
2016-07-20,3.5000000000000004
2016-07-21,3.3600000000000003
2016-07-22,7.98
2016-07-23,0.0
2016-07-24,6.0200000000000005
2016-07-25,0.0
2016-07-26,2.3800000000000003
2016-07-27,0.0
2016-07-28,6.300000000000001
2016-07-29,7.840000000000001
2016-07-30,0.0
2016-07-31,0.0
2016-08-01,9.54
2016-08-02,6.84
2016-08-03,9.72
2016-08-04,4.5
2016-08-05,18.0
2016-08-06,5.58
2016-08-07,10.26
2016-08-08,0.0
2016-08-09,7.92
2016-08-10,10.98
2016-08-11,18.0
2016-08-12,9.72
2016-08-13,0.0
2016-08-14,0.0
2016-08-15,0.0
2016-08-16,5.04
2016-08-17,13.68
2016-08-18,7.56
2016-08-19,0.0
2016-08-20,0.0
2016-08-21,0.0
2016-08-22,0.0
2016-08-23,3.6
2016-08-24,11.7
2016-08-25,5.94
2016-08-26,12.96
2016-08-27,5.76
2016-08-28,0.0
2016-08-29,0.0
2016-08-30,7.02
2016-08-31,0.0
2016-09-01,3.51
2016-09-02,0.0
2016-09-03,3.64
2016-09-04,4.94
2016-09-05,0.0
2016-09-06,6.37
2016-09-07,0.0
2016-09-08,2.73
2016-09-09,7.54
2016-09-10,0.0
2016-09-11,2.73
2016-09-12,6.11
2016-09-13,9.36
2016-09-14,3.64
2016-09-15,5.98
2016-09-16,3.9
2016-09-17,8.32
2016-09-18,13.0
2016-09-19,4.8100000000000005
2016-09-20,0.0
2016-09-21,5.07
2016-09-22,0.0
2016-09-23,2.47
2016-09-24,0.0
2016-09-25,0.0
2016-09-26,0.0
2016-09-27,7.67
2016-09-28,5.07
2016-09-29,0.0
2016-09-30,0.0
2016-10-01,0.0
2016-10-02,0.0
2016-10-03,0.0
2016-10-04,0.0
2016-10-05,4.94
2016-10-06,10.01
2016-10-07,6.37
2016-10-08,0.0
2016-10-09,0.0
2016-10-10,6.63
2016-10-11,8.97
2016-10-12,11.18
2016-10-13,10.4
2016-10-14,2.99
2016-10-15,13.0
2016-10-16,0.0
2016-10-17,0.0
2016-10-18,4.8100000000000005
2016-10-19,4.55
2016-10-20,8.06
2016-10-21,6.24
2016-10-22,0.0
2016-10-23,5.8500000000000005
2016-10-24,0.0
2016-10-25,5.07
2016-10-26,6.5
2016-10-27,3.51
2016-10-28,11.05
2016-10-29,9.23
2016-10-30,0.0
2016-10-31,2.8600000000000003
2016-11-01,9.36
2016-11-02,0.0
2016-11-03,5.22
2016-11-04,5.94
2016-11-05,0.0
2016-11-06,8.459999999999999
2016-11-07,0.0
2016-11-08,11.52
2016-11-09,8.82
2016-11-10,18.0
2016-11-11,12.06
2016-11-12,0.0
2016-11-13,0.0
2016-11-14,0.0
2016-11-15,7.92
2016-11-16,8.1
2016-11-17,6.12
2016-11-18,7.199999999999999
2016-11-19,3.78
2016-11-20,0.0
2016-11-21,0.0
2016-11-22,7.92
2016-11-23,0.0
2016-11-24,3.6
2016-11-25,3.78
2016-11-26,0.0
2016-11-27,0.0
2016-11-28,3.42
2016-11-29,8.64
2016-11-30,2.7
2016-12-01,9.52
2016-12-02,3.2300000000000004
2016-12-03,5.1000000000000005
2016-12-04,0.0
2016-12-05,3.91
2016-12-06,6.460000000000001
2016-12-07,3.4000000000000004
2016-12-08,3.5700000000000003
2016-12-09,3.06
2016-12-10,17.0
2016-12-11,7.65
2016-12-12,5.95
2016-12-13,5.44
2016-12-14,5.2700000000000005
2016-12-15,13.94
2016-12-16,0.0
2016-12-17,0.0
2016-12-18,0.0
2016-12-19,0.0
2016-12-20,4.25
2016-12-21,0.0
2016-12-22,3.06
2016-12-23,9.35
2016-12-24,3.4000000000000004
2016-12-25,0.0
2016-12-26,0.0
2016-12-27,0.0
2016-12-28,0.0
2016-12-29,0.0
2016-12-30,0.0
2016-12-31,0.0
2017-01-01,0.0
2017-01-02,3.96
2017-01-03,11.34
2017-01-04,0.0
2017-01-05,13.68
2017-01-06,7.56
2017-01-07,10.98
2017-01-08,10.8
2017-01-09,7.92
2017-01-10,13.86
2017-01-11,14.58
2017-01-12,12.96
2017-01-13,7.92
2017-01-14,0.0
2017-01-15,0.0
2017-01-16,3.96
2017-01-17,9.0
2017-01-18,10.08
2017-01-19,15.66
2017-01-20,7.02
2017-01-21,13.32
2017-01-22,0.0
2017-01-23,18.0
2017-01-24,5.22
2017-01-25,7.199999999999999
2017-01-26,9.36
2017-01-27,7.02
2017-01-28,10.8
2017-01-29,0.0
2017-01-30,7.92
2017-01-31,4.32
2017-02-01,15.18
2017-02-02,0.0
2017-02-03,4.62
2017-02-04,14.3
2017-02-05,6.82
2017-02-06,6.38
2017-02-07,9.24
2017-02-08,6.82
2017-02-09,17.82
2017-02-10,3.08
2017-02-11,0.0
2017-02-12,4.4
2017-02-13,16.72
2017-02-14,22.0
2017-02-15,16.28
2017-02-16,3.74
2017-02-17,3.74
2017-02-18,8.14
2017-02-19,0.0
2017-02-20,9.24
2017-02-21,8.36
2017-02-22,11.22
2017-02-23,7.48
2017-02-24,7.7
2017-02-25,3.96
2017-02-26,0.0
2017-02-27,3.08
2017-02-28,9.24
2017-03-01,7.03
2017-03-02,13.68
2017-03-03,19.0
2017-03-04,0.0
2017-03-05,0.0
2017-03-06,5.89
2017-03-07,15.39
2017-03-08,11.78
2017-03-09,13.11
2017-03-10,11.78
2017-03-11,0.0
2017-03-12,0.0
2017-03-13,3.99
2017-03-14,11.97
2017-03-15,13.11
2017-03-16,10.26
2017-03-17,10.26
2017-03-18,0.0
2017-03-19,7.98
2017-03-20,0.0
2017-03-21,7.79
2017-03-22,4.75
2017-03-23,11.02
2017-03-24,7.98
2017-03-25,0.0
2017-03-26,0.0
2017-03-27,0.0
2017-03-28,11.78
2017-03-29,9.12
2017-03-30,14.63
2017-03-31,5.7
2017-04-01,0.0
2017-04-02,7.0200000000000005
2017-04-03,0.0
2017-04-04,11.57
2017-04-05,6.37
2017-04-06,8.58
2017-04-07,0.0
2017-04-08,13.0
2017-04-09,0.0
2017-04-10,10.27
2017-04-11,0.0
2017-04-12,0.0
2017-04-13,0.0
2017-04-14,0.0
2017-04-15,8.58
2017-04-16,0.0
2017-04-17,0.0
2017-04-18,6.37
2017-04-19,5.07
2017-04-20,5.07
2017-04-21,5.46
2017-04-22,4.03
2017-04-23,0.0
2017-04-24,8.84
2017-04-25,8.71
2017-04-26,7.28
2017-04-27,0.0
2017-04-28,3.12
2017-04-29,0.0
2017-04-30,4.29
2017-05-01,0.0
2017-05-02,8.64
2017-05-03,7.739999999999999
2017-05-04,0.0
2017-05-05,9.9
2017-05-06,0.0
2017-05-07,0.0
2017-05-08,6.3
2017-05-09,7.199999999999999
2017-05-10,3.42
2017-05-11,10.26
2017-05-12,0.0
2017-05-13,8.459999999999999
2017-05-14,0.0
2017-05-15,7.92
2017-05-16,3.06
2017-05-17,8.459999999999999
2017-05-18,6.48
2017-05-19,4.68
2017-05-20,0.0
2017-05-21,0.0
2017-05-22,7.38
2017-05-23,3.42
2017-05-24,11.7
2017-05-25,10.44
2017-05-26,18.0
2017-05-27,0.0
2017-05-28,12.96
2017-05-29,0.0
2017-05-30,3.24
2017-05-31,7.38
2017-06-01,4.6000000000000005
2017-06-02,6.6000000000000005
2017-06-03,0.0
2017-06-04,4.4
2017-06-05,2.2
2017-06-06,4.6000000000000005
2017-06-07,6.0
2017-06-08,3.4000000000000004
2017-06-09,7.6
2017-06-10,15.8
2017-06-11,0.0
2017-06-12,2.0
2017-06-13,3.6
2017-06-14,8.4
2017-06-15,4.0
2017-06-16,6.4
2017-06-17,0.0
2017-06-18,0.0
2017-06-19,2.2
2017-06-20,20.0
2017-06-21,6.4
2017-06-22,6.6000000000000005
2017-06-23,4.6000000000000005
2017-06-24,0.0
2017-06-25,4.2
2017-06-26,9.0
2017-06-27,12.6
2017-06-28,6.800000000000001
2017-06-29,9.6
2017-06-30,3.8
2017-07-01,0.0
2017-07-02,5.76
2017-07-03,14.56
2017-07-04,0.0
2017-07-05,7.68
2017-07-06,9.28
2017-07-07,12.64
2017-07-08,0.0
2017-07-09,0.0
2017-07-10,11.52
2017-07-11,10.24
2017-07-12,16.0
2017-07-13,3.52
2017-07-14,5.6000000000000005
2017-07-15,0.0
2017-07-16,0.0
2017-07-17,10.72
2017-07-18,0.0
2017-07-19,8.8
2017-07-20,13.92
2017-07-21,6.88
2017-07-22,0.0
2017-07-23,0.0
2017-07-24,4.96
2017-07-25,12.32
2017-07-26,6.72
2017-07-27,10.72
2017-07-28,5.44
2017-07-29,0.0
2017-07-30,0.0
2017-07-31,0.0
2017-08-01,14.7
2017-08-02,13.23
2017-08-03,3.36
2017-08-04,9.03
2017-08-05,0.0
2017-08-06,0.0
2017-08-07,8.82
2017-08-08,10.5
2017-08-09,0.0
2017-08-10,3.57
2017-08-11,0.0
2017-08-12,0.0
2017-08-13,4.41
2017-08-14,20.37
2017-08-15,21.0
2017-08-16,7.56
2017-08-17,3.78
2017-08-18,7.56
2017-08-19,0.0
2017-08-20,5.88
2017-08-21,7.56
2017-08-22,7.14
2017-08-23,0.0
2017-08-24,0.0
2017-08-25,0.0
2017-08-26,0.0
2017-08-27,0.0
2017-08-28,3.78
2017-08-29,5.46
2017-08-30,4.2
2017-08-31,0.0
2017-09-01,7.28
2017-09-02,2.73
2017-09-03,0.0
2017-09-04,4.16
2017-09-05,0.0
2017-09-06,0.0
2017-09-07,2.08
2017-09-08,9.36
2017-09-09,0.0
2017-09-10,2.34
2017-09-11,7.28
2017-09-12,13.0
2017-09-13,3.12
2017-09-14,9.1
2017-09-15,4.94
2017-09-16,3.64
2017-09-17,0.0
2017-09-18,2.47
2017-09-19,0.0
2017-09-20,0.0
2017-09-21,5.2
2017-09-22,6.63
2017-09-23,0.0
2017-09-24,0.0
2017-09-25,9.36
2017-09-26,2.73
2017-09-27,4.03
2017-09-28,7.41
2017-09-29,10.4
2017-09-30,0.0
2017-10-01,0.0
2017-10-02,12.24
2017-10-03,6.12
2017-10-04,10.62
2017-10-05,7.199999999999999
2017-10-06,17.82
2017-10-07,0.0
2017-10-08,0.0
2017-10-09,7.56
2017-10-10,14.76
2017-10-11,6.48
2017-10-12,9.18
2017-10-13,10.98
2017-10-14,0.0
2017-10-15,0.0
2017-10-16,11.16
2017-10-17,18.0
2017-10-18,17.28
2017-10-19,6.66
2017-10-20,7.199999999999999
2017-10-21,0.0
2017-10-22,0.0
2017-10-23,0.0
2017-10-24,17.64
2017-10-25,9.0
2017-10-26,12.24
2017-10-27,5.04
2017-10-28,9.0
2017-10-29,5.94
2017-10-30,0.0
2017-10-31,17.82
2017-11-01,19.200000000000003
2017-11-02,7.2
2017-11-03,11.0
2017-11-04,0.0
2017-11-05,13.6
2017-11-06,9.2
2017-11-07,9.0
2017-11-08,20.0
2017-11-09,0.0
2017-11-10,6.6000000000000005
2017-11-11,0.0
2017-11-12,5.6000000000000005
2017-11-13,8.0
2017-11-14,0.0
2017-11-15,8.4
2017-11-16,10.4
2017-11-17,11.8
2017-11-18,6.0
2017-11-19,0.0
2017-11-20,0.0
2017-11-21,13.4
2017-11-22,11.0
2017-11-23,5.800000000000001
2017-11-24,10.4
2017-11-25,0.0
2017-11-26,0.0
2017-11-27,9.0
2017-11-28,10.0
2017-11-29,0.0
2017-11-30,15.8
2017-12-01,5.28
2017-12-02,6.6
2017-12-03,5.5
2017-12-04,9.24
2017-12-05,10.12
2017-12-06,14.08
2017-12-07,17.82
2017-12-08,19.58
2017-12-09,6.6
2017-12-10,0.0
2017-12-11,0.0
2017-12-12,17.6
2017-12-13,12.1
2017-12-14,11.22
2017-12-15,9.46
2017-12-16,0.0
2017-12-17,0.0
2017-12-18,0.0
2017-12-19,0.0
2017-12-20,18.92
2017-12-21,16.5
2017-12-22,7.04
2017-12-23,0.0
2017-12-24,0.0
2017-12-25,8.36
2017-12-26,0.0
2017-12-27,0.0
2017-12-28,10.34
2017-12-29,22.0
2017-12-30,0.0
2017-12-31,0.0
2018-01-01,0.0
2018-01-02,18.72
2018-01-03,13.26
2018-01-04,15.34
2018-01-05,8.58
2018-01-06,0.0
2018-01-07,0.0
2018-01-08,9.36
2018-01-09,8.58
2018-01-10,24.44
2018-01-11,15.6
2018-01-12,5.2
2018-01-13,13.26
2018-01-14,12.48
2018-01-15,12.74
2018-01-16,12.22
2018-01-17,26.0
2018-01-18,24.44
2018-01-19,25.48
2018-01-20,18.72
2018-01-21,7.800000000000001
2018-01-22,15.08
2018-01-23,15.08
2018-01-24,19.5
2018-01-25,0.0
2018-01-26,14.3
2018-01-27,6.76
2018-01-28,0.0
2018-01-29,15.08
2018-01-30,22.1
2018-01-31,18.72
2018-02-01,11.75
2018-02-02,25.0
2018-02-03,7.75
2018-02-04,0.0
2018-02-05,13.5
2018-02-06,15.0
2018-02-07,15.75
2018-02-08,9.75
2018-02-09,6.25
2018-02-10,14.5
2018-02-11,0.0
2018-02-12,4.25
2018-02-13,3.5
2018-02-14,18.5
2018-02-15,8.75
2018-02-16,10.0
2018-02-17,4.75
2018-02-18,0.0
2018-02-19,0.0
2018-02-20,3.0
2018-02-21,0.0
2018-02-22,9.0
2018-02-23,0.0
2018-02-24,0.0
2018-02-25,14.5
2018-02-26,3.0
2018-02-27,11.0
2018-02-28,11.0
2018-03-01,9.12
2018-03-02,7.79
2018-03-03,4.37
2018-03-04,0.0
2018-03-05,8.74
2018-03-06,0.0
2018-03-07,9.12
2018-03-08,4.5600000000000005
2018-03-09,11.02
2018-03-10,7.6
2018-03-11,0.0
2018-03-12,10.83
2018-03-13,11.97
2018-03-14,9.5
2018-03-15,8.36
2018-03-16,0.0
2018-03-17,0.0
2018-03-18,3.61
2018-03-19,6.46
2018-03-20,5.7
2018-03-21,8.93
2018-03-22,0.0
2018-03-23,19.0
2018-03-24,3.99
2018-03-25,0.0
2018-03-26,3.61
2018-03-27,10.64
2018-03-28,5.89
2018-03-29,0.0
2018-03-30,5.51
2018-03-31,0.0
2018-04-01,0.0
2018-04-02,4.5
2018-04-03,6.5
2018-04-04,0.0
2018-04-05,11.75
2018-04-06,16.25
2018-04-07,0.0
2018-04-08,0.0
2018-04-09,15.5
2018-04-10,5.0
2018-04-11,4.75
2018-04-12,17.0
2018-04-13,22.0
2018-04-14,9.5
2018-04-15,0.0
2018-04-16,24.5
2018-04-17,25.0
2018-04-18,12.0
2018-04-19,22.75
2018-04-20,21.5
2018-04-21,0.0
2018-04-22,0.0
2018-04-23,6.0
2018-04-24,18.25
2018-04-25,15.75
2018-04-26,21.5
2018-04-27,12.5
2018-04-28,5.75
2018-04-29,0.0
2018-04-30,17.25
2018-05-01,14.22
2018-05-02,11.34
2018-05-03,9.9
2018-05-04,12.06
2018-05-05,5.94
2018-05-06,0.0
2018-05-07,17.28
2018-05-08,5.76
2018-05-09,11.52
2018-05-10,12.06
2018-05-11,4.68
2018-05-12,11.7
2018-05-13,6.3
2018-05-14,8.459999999999999
2018-05-15,0.0
2018-05-16,0.0
2018-05-17,9.0
2018-05-18,7.199999999999999
2018-05-19,0.0
2018-05-20,0.0
2018-05-21,0.0
2018-05-22,3.6
2018-05-23,13.68
2018-05-24,14.94
2018-05-25,13.68
2018-05-26,0.0
2018-05-27,0.0
2018-05-28,6.48
2018-05-29,18.0
2018-05-30,15.66
2018-05-31,0.0
2018-06-01,3.42
2018-06-02,0.0
2018-06-03,3.61
2018-06-04,11.02
2018-06-05,9.31
2018-06-06,5.7
2018-06-07,8.93
2018-06-08,3.61
2018-06-09,0.0
2018-06-10,7.22
2018-06-11,10.26
2018-06-12,10.07
2018-06-13,6.2700000000000005
2018-06-14,4.94
2018-06-15,4.75
2018-06-16,4.5600000000000005
2018-06-17,0.0
2018-06-18,7.79
2018-06-19,5.32
2018-06-20,6.84
2018-06-21,19.0
2018-06-22,13.11
2018-06-23,11.78
2018-06-24,6.08
2018-06-25,8.17
2018-06-26,0.0
2018-06-27,8.93
2018-06-28,5.51
2018-06-29,0.0
2018-06-30,4.37
2018-07-01,0.0
2018-07-02,3.15
2018-07-03,5.4
2018-07-04,0.0
2018-07-05,0.0
2018-07-06,3.0
2018-07-07,3.75
2018-07-08,0.0
2018-07-09,6.15
2018-07-10,2.4
2018-07-11,7.5
2018-07-12,6.45
2018-07-13,2.4
2018-07-14,0.0
2018-07-15,0.0
2018-07-16,4.35
2018-07-17,6.6
2018-07-18,5.4
2018-07-19,3.6
2018-07-20,6.6
2018-07-21,15.0
2018-07-22,0.0
2018-07-23,3.75
2018-07-24,0.0
2018-07-25,8.25
2018-07-26,0.0
2018-07-27,11.4
2018-07-28,2.85
2018-07-29,0.0
2018-07-30,4.35
2018-07-31,4.95
2018-08-01,21.0
2018-08-02,8.19
2018-08-03,8.19
2018-08-04,6.93
2018-08-05,0.0
2018-08-06,5.04
2018-08-07,14.7
2018-08-08,9.45
2018-08-09,12.39
2018-08-10,5.88
2018-08-11,0.0
2018-08-12,0.0
2018-08-13,11.97
2018-08-14,6.3
2018-08-15,11.76
2018-08-16,8.4
2018-08-17,10.5
2018-08-18,3.99
2018-08-19,0.0
2018-08-20,13.65
2018-08-21,9.87
2018-08-22,8.4
2018-08-23,13.86
2018-08-24,12.81
2018-08-25,3.99
2018-08-26,0.0
2018-08-27,9.87
2018-08-28,5.04
2018-08-29,8.61
2018-08-30,5.04
2018-08-31,8.4
2018-09-01,0.0
2018-09-02,0.0
2018-09-03,0.0
2018-09-04,6.2700000000000005
2018-09-05,17.86
2018-09-06,0.0
2018-09-07,0.0
2018-09-08,8.17
2018-09-09,14.44
2018-09-10,6.46
2018-09-11,19.0
2018-09-12,12.73
2018-09-13,0.0
2018-09-14,13.11
2018-09-15,0.0
2018-09-16,7.03
2018-09-17,0.0
2018-09-18,13.87
2018-09-19,8.93
2018-09-20,11.21
2018-09-21,5.7
2018-09-22,0.0
2018-09-23,7.03
2018-09-24,12.92
2018-09-25,15.01
2018-09-26,11.4
2018-09-27,8.74
2018-09-28,4.75
2018-09-29,0.0
2018-09-30,0.0
2018-10-01,5.2
2018-10-02,5.4
2018-10-03,8.6
2018-10-04,11.8
2018-10-05,0.0
2018-10-06,0.0
2018-10-07,0.0
2018-10-08,3.8
2018-10-09,3.4000000000000004
2018-10-10,13.4
2018-10-11,6.4
2018-10-12,4.0
2018-10-13,0.0
2018-10-14,0.0
2018-10-15,5.800000000000001
2018-10-16,11.8
2018-10-17,0.0
2018-10-18,20.0
2018-10-19,13.2
2018-10-20,0.0
2018-10-21,0.0
2018-10-22,8.6
2018-10-23,0.0
2018-10-24,4.800000000000001
2018-10-25,15.0
2018-10-26,5.800000000000001
2018-10-27,0.0
2018-10-28,4.6000000000000005
2018-10-29,7.800000000000001
2018-10-30,7.0
2018-10-31,16.0
2018-11-01,10.08
2018-11-02,6.72
2018-11-03,10.92
2018-11-04,0.0
2018-11-05,8.19
2018-11-06,0.0
2018-11-07,14.7
2018-11-08,6.51
2018-11-09,5.67
2018-11-10,0.0
2018-11-11,0.0
2018-11-12,5.46
2018-11-13,13.65
2018-11-14,3.15
2018-11-15,0.0
2018-11-16,7.14
2018-11-17,5.67
2018-11-18,3.78
2018-11-19,8.61
2018-11-20,6.51
2018-11-21,3.36
2018-11-22,0.0
2018-11-23,0.0
2018-11-24,0.0
2018-11-25,2.94
2018-11-26,8.19
2018-11-27,21.0
2018-11-28,11.55
2018-11-29,11.34
2018-11-30,4.62
2018-12-01,5.13
2018-12-02,0.0
2018-12-03,12.35
2018-12-04,14.06
2018-12-05,0.0
2018-12-06,10.83
2018-12-07,5.89
2018-12-08,9.69
2018-12-09,0.0
2018-12-10,11.97
2018-12-11,7.98
2018-12-12,10.45
2018-12-13,17.86
2018-12-14,7.22
2018-12-15,5.51
2018-12-16,0.0
2018-12-17,6.2700000000000005
2018-12-18,12.54
2018-12-19,14.44
2018-12-20,11.4
2018-12-21,10.07
2018-12-22,4.37
2018-12-23,0.0
2018-12-24,19.0
2018-12-25,0.0
2018-12-26,14.82
2018-12-27,10.26
2018-12-28,10.45
2018-12-29,7.98
2018-12-30,0.0
2018-12-31,7.98
2019-01-01,0.0
2019-01-02,17.94
2019-01-03,11.44
2019-01-04,26.0
2019-01-05,14.56
2019-01-06,6.5
2019-01-07,13.26
2019-01-08,19.76
2019-01-09,0.0
2019-01-10,0.0
2019-01-11,6.5
2019-01-12,0.0
2019-01-13,0.0
2019-01-14,26.0
2019-01-15,24.18
2019-01-16,8.84
2019-01-17,15.86
2019-01-18,21.58
2019-01-19,0.0
2019-01-20,0.0
2019-01-21,0.0
2019-01-22,11.96
2019-01-23,15.08
2019-01-24,23.14
2019-01-25,7.28
2019-01-26,0.0
2019-01-27,0.0
2019-01-28,7.28
2019-01-29,0.0
2019-01-30,26.0
2019-01-31,22.880000000000003
2019-02-01,20.16
2019-02-02,8.61
2019-02-03,0.0
2019-02-04,16.8
2019-02-05,17.43
2019-02-06,11.34
2019-02-07,6.51
2019-02-08,9.03
2019-02-09,15.75
2019-02-10,5.04
2019-02-11,8.4
2019-02-12,4.83
2019-02-13,15.96
2019-02-14,10.08
2019-02-15,13.65
2019-02-16,6.3
2019-02-17,6.51
2019-02-18,8.61
2019-02-19,14.49
2019-02-20,16.59
2019-02-21,21.0
2019-02-22,13.23
2019-02-23,6.09
2019-02-24,0.0
2019-02-25,8.61
2019-02-26,16.59
2019-02-27,15.33
2019-02-28,9.24
2019-03-01,13.5
2019-03-02,10.5
2019-03-03,18.25
2019-03-04,3.5
2019-03-05,10.25
2019-03-06,9.75
2019-03-07,12.0
2019-03-08,6.5
2019-03-09,5.25
2019-03-10,0.0
2019-03-11,0.0
2019-03-12,12.75
2019-03-13,19.25
2019-03-14,12.75
2019-03-15,25.0
2019-03-16,0.0
2019-03-17,0.0
2019-03-18,20.0
2019-03-19,16.5
2019-03-20,13.75
2019-03-21,9.5
2019-03-22,15.0
2019-03-23,0.0
2019-03-24,0.0
2019-03-25,14.25
2019-03-26,13.5
2019-03-27,12.5
2019-03-28,3.5
2019-03-29,12.0
2019-03-30,15.5
2019-03-31,16.25
2019-04-01,21.06
2019-04-02,9.62
2019-04-03,9.36
2019-04-04,7.54
2019-04-05,8.32
2019-04-06,5.2
2019-04-07,0.0
2019-04-08,11.44
2019-04-09,9.36
2019-04-10,16.900000000000002
2019-04-11,17.94
2019-04-12,16.12
2019-04-13,6.76
2019-04-14,4.42
2019-04-15,8.58
2019-04-16,14.56
2019-04-17,10.92
2019-04-18,26.0
2019-04-19,0.0
2019-04-20,5.720000000000001
2019-04-21,4.42
2019-04-22,17.94
2019-04-23,18.72
2019-04-24,17.16
2019-04-25,6.24
2019-04-26,18.46
2019-04-27,8.06
2019-04-28,0.0
2019-04-29,6.76
2019-04-30,12.74
2019-05-01,15.12
2019-05-02,5.88
2019-05-03,11.13
2019-05-04,0.0
2019-05-05,11.34
2019-05-06,14.49
2019-05-07,5.25
2019-05-08,6.72
2019-05-09,10.08
2019-05-10,7.979999999999999
2019-05-11,0.0
2019-05-12,3.99
2019-05-13,10.08
2019-05-14,10.71
2019-05-15,4.41
2019-05-16,0.0
2019-05-17,7.14
2019-05-18,6.51
2019-05-19,3.15
2019-05-20,2.73
2019-05-21,7.56
2019-05-22,8.82
2019-05-23,9.03
2019-05-24,21.0
2019-05-25,9.87
2019-05-26,0.0
2019-05-27,0.0
2019-05-28,16.59
2019-05-29,5.04
2019-05-30,4.62
2019-05-31,14.28
2019-06-01,0.0
2019-06-02,12.54
2019-06-03,0.0
2019-06-04,8.58
2019-06-05,8.36
2019-06-06,11.44
2019-06-07,7.04
2019-06-08,0.0
2019-06-09,4.62
2019-06-10,6.16
2019-06-11,10.12
2019-06-12,3.96
2019-06-13,4.4
2019-06-14,16.28
2019-06-15,2.86
2019-06-16,7.7
2019-06-17,5.06
2019-06-18,8.14
2019-06-19,22.0
2019-06-20,13.64
2019-06-21,13.2
2019-06-22,0.0
2019-06-23,0.0
2019-06-24,8.8
2019-06-25,10.56
2019-06-26,2.86
2019-06-27,7.48
2019-06-28,10.78
2019-06-29,4.4
2019-06-30,10.12
2019-07-01,24.0
2019-07-02,15.6
2019-07-03,15.12
2019-07-04,0.0
2019-07-05,3.84
2019-07-06,0.0
2019-07-07,9.12
2019-07-08,0.0
2019-07-09,13.44
2019-07-10,9.12
2019-07-11,5.76
2019-07-12,21.12
2019-07-13,6.96
2019-07-14,0.0
2019-07-15,17.759999999999998
2019-07-16,18.48
2019-07-17,6.24
2019-07-18,4.8
2019-07-19,10.32
2019-07-20,0.0
2019-07-21,0.0
2019-07-22,9.84
2019-07-23,23.28
2019-07-24,5.52
2019-07-25,4.56
2019-07-26,13.68
2019-07-27,4.8
2019-07-28,0.0
2019-07-29,8.4
2019-07-30,13.2
2019-07-31,10.32
2019-08-01,8.74
2019-08-02,19.78
2019-08-03,23.0
2019-08-04,14.26
2019-08-05,15.41
2019-08-06,11.27
2019-08-07,8.280000000000001
2019-08-08,9.66
2019-08-09,5.5200000000000005
2019-08-10,0.0
2019-08-11,0.0
2019-08-12,0.0
2019-08-13,14.95
2019-08-14,6.44
2019-08-15,17.48
2019-08-16,8.05
2019-08-17,0.0
2019-08-18,21.62
2019-08-19,11.27
2019-08-20,8.05
2019-08-21,13.11
2019-08-22,4.83
2019-08-23,7.13
2019-08-24,0.0
2019-08-25,0.0
2019-08-26,7.36
2019-08-27,7.590000000000001
2019-08-28,13.57
2019-08-29,5.75
2019-08-30,16.560000000000002
2019-08-31,4.37
2019-09-01,0.0
2019-09-02,0.0
2019-09-03,10.78
2019-09-04,5.94
2019-09-05,8.14
2019-09-06,5.94
2019-09-07,0.0
2019-09-08,0.0
2019-09-09,11.66
2019-09-10,7.26
2019-09-11,10.12
2019-09-12,18.26
2019-09-13,2.64
2019-09-14,0.0
2019-09-15,0.0
2019-09-16,8.8
2019-09-17,6.38
2019-09-18,0.0
2019-09-19,9.46
2019-09-20,9.9
2019-09-21,0.0
2019-09-22,0.0
2019-09-23,22.0
2019-09-24,11.22
2019-09-25,8.14
2019-09-26,15.62
2019-09-27,9.68
2019-09-28,0.0
2019-09-29,0.0
2019-09-30,4.84
2019-10-01,8.36
2019-10-02,5.72
2019-10-03,10.34
2019-10-04,19.36
2019-10-05,7.48
2019-10-06,15.62
