date,McDonald's Stock Price_unscaled,McDonald's Stock Price_monthly,scale,McDonald's Stock Price
2014-01-06,0,26.0,0.26,0.0
2014-01-07,34,26.0,0.26,8.84
2014-01-08,0,26.0,0.26,0.0
2014-01-09,23,26.0,0.26,5.98
2014-01-10,0,26.0,0.26,0.0
2014-01-11,100,26.0,0.26,26.0
2014-01-12,0,26.0,0.26,0.0
2014-01-13,0,26.0,0.26,0.0
2014-01-14,19,26.0,0.26,4.94
2014-01-15,21,26.0,0.26,5.46
2014-01-16,40,26.0,0.26,10.4
2014-01-17,100,26.0,0.26,26.0
2014-01-18,0,26.0,0.26,0.0
2014-01-19,25,26.0,0.26,6.5
2014-01-20,0,26.0,0.26,0.0
2014-01-21,0,26.0,0.26,0.0
2014-01-22,0,26.0,0.26,0.0
2014-01-23,21,26.0,0.26,5.46
2014-01-24,24,26.0,0.26,6.24
2014-01-25,0,26.0,0.26,0.0
2014-01-26,0,26.0,0.26,0.0
2014-01-27,0,26.0,0.26,0.0
2014-01-28,21,26.0,0.26,5.46
2014-01-29,0,26.0,0.26,0.0
2014-01-30,58,26.0,0.26,15.08
2014-01-31,66,26.0,0.26,17.16
2014-02-01,59,23.0,0.23,13.57
2014-02-02,0,23.0,0.23,0.0
2014-02-03,0,23.0,0.23,0.0
2014-02-04,60,23.0,0.23,13.8
2014-02-05,27,23.0,0.23,6.21
2014-02-06,64,23.0,0.23,14.72
2014-02-07,0,23.0,0.23,0.0
2014-02-08,51,23.0,0.23,11.73
2014-02-09,32,23.0,0.23,7.36
2014-02-10,60,23.0,0.23,13.8
2014-02-11,0,23.0,0.23,0.0
2014-02-12,54,23.0,0.23,12.42
2014-02-13,44,23.0,0.23,10.120000000000001
2014-02-14,0,23.0,0.23,0.0
2014-02-15,0,23.0,0.23,0.0
2014-02-16,0,23.0,0.23,0.0
2014-02-17,30,23.0,0.23,6.9
2014-02-18,0,23.0,0.23,0.0
2014-02-19,42,23.0,0.23,9.66
2014-02-20,57,23.0,0.23,13.110000000000001
2014-02-21,100,23.0,0.23,23.0
2014-02-22,0,23.0,0.23,0.0
2014-02-23,0,23.0,0.23,0.0
2014-02-24,30,23.0,0.23,6.9
2014-02-25,0,23.0,0.23,0.0
2014-02-26,31,23.0,0.23,7.13
2014-02-27,60,23.0,0.23,13.8
2014-02-28,38,23.0,0.23,8.74
2014-03-01,39,25.0,0.25,9.75
2014-03-02,0,25.0,0.25,0.0
2014-03-03,80,25.0,0.25,20.0
2014-03-04,0,25.0,0.25,0.0
2014-03-05,100,25.0,0.25,25.0
2014-03-06,28,25.0,0.25,7.0
2014-03-07,0,25.0,0.25,0.0
2014-03-08,0,25.0,0.25,0.0
2014-03-09,37,25.0,0.25,9.25
2014-03-10,0,25.0,0.25,0.0
2014-03-11,37,25.0,0.25,9.25
2014-03-12,61,25.0,0.25,15.25
2014-03-13,0,25.0,0.25,0.0
2014-03-14,82,25.0,0.25,20.5
2014-03-15,0,25.0,0.25,0.0
2014-03-16,0,25.0,0.25,0.0
2014-03-17,95,25.0,0.25,23.75
2014-03-18,26,25.0,0.25,6.5
2014-03-19,29,25.0,0.25,7.25
2014-03-20,0,25.0,0.25,0.0
2014-03-21,0,25.0,0.25,0.0
2014-03-22,35,25.0,0.25,8.75
2014-03-23,80,25.0,0.25,20.0
2014-03-24,62,25.0,0.25,15.5
2014-03-25,0,25.0,0.25,0.0
2014-03-26,0,25.0,0.25,0.0
2014-03-27,37,25.0,0.25,9.25
2014-03-28,48,25.0,0.25,12.0
2014-03-29,0,25.0,0.25,0.0
2014-03-30,80,25.0,0.25,20.0
2014-03-31,84,25.0,0.25,21.0
2014-04-01,23,33.0,0.33,7.590000000000001
2014-04-02,35,33.0,0.33,11.55
2014-04-03,0,33.0,0.33,0.0
2014-04-04,60,33.0,0.33,19.8
2014-04-05,24,33.0,0.33,7.92
2014-04-06,29,33.0,0.33,9.57
2014-04-07,41,33.0,0.33,13.530000000000001
2014-04-08,0,33.0,0.33,0.0
2014-04-09,18,33.0,0.33,5.94
2014-04-10,44,33.0,0.33,14.520000000000001
2014-04-11,0,33.0,0.33,0.0
2014-04-12,0,33.0,0.33,0.0
2014-04-13,100,33.0,0.33,33.0
2014-04-14,23,33.0,0.33,7.590000000000001
2014-04-15,73,33.0,0.33,24.09
2014-04-16,55,33.0,0.33,18.150000000000002
2014-04-17,35,33.0,0.33,11.55
2014-04-18,0,33.0,0.33,0.0
2014-04-19,0,33.0,0.33,0.0
2014-04-20,26,33.0,0.33,8.58
2014-04-21,29,33.0,0.33,9.57
2014-04-22,58,33.0,0.33,19.14
2014-04-23,51,33.0,0.33,16.830000000000002
2014-04-24,77,33.0,0.33,25.41
2014-04-25,18,33.0,0.33,5.94
2014-04-26,0,33.0,0.33,0.0
2014-04-27,0,33.0,0.33,0.0
2014-04-28,35,33.0,0.33,11.55
2014-04-29,0,33.0,0.33,0.0
2014-04-30,0,33.0,0.33,0.0
2014-05-01,35,31.0,0.31,10.85
2014-05-02,59,31.0,0.31,18.29
2014-05-03,41,31.0,0.31,12.709999999999999
2014-05-04,0,31.0,0.31,0.0
2014-05-05,72,31.0,0.31,22.32
2014-05-06,95,31.0,0.31,29.45
2014-05-07,42,31.0,0.31,13.02
2014-05-08,25,31.0,0.31,7.75
2014-05-09,0,31.0,0.31,0.0
2014-05-10,0,31.0,0.31,0.0
2014-05-11,0,31.0,0.31,0.0
2014-05-12,34,31.0,0.31,10.54
2014-05-13,47,31.0,0.31,14.57
2014-05-14,0,31.0,0.31,0.0
2014-05-15,43,31.0,0.31,13.33
2014-05-16,45,31.0,0.31,13.95
2014-05-17,0,31.0,0.31,0.0
2014-05-18,35,31.0,0.31,10.85
2014-05-19,79,31.0,0.31,24.49
2014-05-20,0,31.0,0.31,0.0
2014-05-21,89,31.0,0.31,27.59
2014-05-22,46,31.0,0.31,14.26
2014-05-23,0,31.0,0.31,0.0
2014-05-24,66,31.0,0.31,20.46
2014-05-25,100,31.0,0.31,31.0
2014-05-26,0,31.0,0.31,0.0
2014-05-27,0,31.0,0.31,0.0
2014-05-28,30,31.0,0.31,9.3
2014-05-29,65,31.0,0.31,20.15
2014-05-30,55,31.0,0.31,17.05
2014-05-31,0,31.0,0.31,0.0
2014-06-01,0,17.0,0.17,0.0
2014-06-02,38,17.0,0.17,6.460000000000001
2014-06-03,0,17.0,0.17,0.0
2014-06-04,0,17.0,0.17,0.0
2014-06-05,0,17.0,0.17,0.0
2014-06-06,0,17.0,0.17,0.0
2014-06-07,0,17.0,0.17,0.0
2014-06-08,0,17.0,0.17,0.0
2014-06-09,41,17.0,0.17,6.970000000000001
2014-06-10,0,17.0,0.17,0.0
2014-06-11,0,17.0,0.17,0.0
2014-06-12,67,17.0,0.17,11.39
2014-06-13,100,17.0,0.17,17.0
2014-06-14,63,17.0,0.17,10.71
2014-06-15,0,17.0,0.17,0.0
2014-06-16,0,17.0,0.17,0.0
2014-06-17,62,17.0,0.17,10.540000000000001
2014-06-18,0,17.0,0.17,0.0
2014-06-19,44,17.0,0.17,7.48
2014-06-20,0,17.0,0.17,0.0
2014-06-21,79,17.0,0.17,13.430000000000001
2014-06-22,0,17.0,0.17,0.0
2014-06-23,63,17.0,0.17,10.71
2014-06-24,0,17.0,0.17,0.0
2014-06-25,0,17.0,0.17,0.0
2014-06-26,0,17.0,0.17,0.0
2014-06-27,65,17.0,0.17,11.05
2014-06-28,0,17.0,0.17,0.0
2014-06-29,89,17.0,0.17,15.13
2014-06-30,51,17.0,0.17,8.67
2014-07-01,0,18.0,0.18,0.0
2014-07-02,19,18.0,0.18,3.42
2014-07-03,31,18.0,0.18,5.58
2014-07-04,0,18.0,0.18,0.0
2014-07-05,32,18.0,0.18,5.76
2014-07-06,87,18.0,0.18,15.66
2014-07-07,0,18.0,0.18,0.0
2014-07-08,26,18.0,0.18,4.68
2014-07-09,0,18.0,0.18,0.0
2014-07-10,0,18.0,0.18,0.0
2014-07-11,0,18.0,0.18,0.0
2014-07-12,0,18.0,0.18,0.0
2014-07-13,51,18.0,0.18,9.18
2014-07-14,0,18.0,0.18,0.0
2014-07-15,0,18.0,0.18,0.0
2014-07-16,31,18.0,0.18,5.58
2014-07-17,100,18.0,0.18,18.0
2014-07-18,0,18.0,0.18,0.0
2014-07-19,0,18.0,0.18,0.0
2014-07-20,0,18.0,0.18,0.0
2014-07-21,0,18.0,0.18,0.0
2014-07-22,0,18.0,0.18,0.0
2014-07-23,26,18.0,0.18,4.68
2014-07-24,0,18.0,0.18,0.0
2014-07-25,17,18.0,0.18,3.06
2014-07-26,0,18.0,0.18,0.0
2014-07-27,69,18.0,0.18,12.42
2014-07-28,46,18.0,0.18,8.28
2014-07-29,0,18.0,0.18,0.0
2014-07-30,0,18.0,0.18,0.0
2014-07-31,0,18.0,0.18,0.0
2014-08-01,27,20.0,0.2,5.4
2014-08-02,0,20.0,0.2,0.0
2014-08-03,0,20.0,0.2,0.0
2014-08-04,96,20.0,0.2,19.200000000000003
2014-08-05,0,20.0,0.2,0.0
2014-08-06,0,20.0,0.2,0.0
2014-08-07,0,20.0,0.2,0.0
2014-08-08,0,20.0,0.2,0.0
2014-08-09,0,20.0,0.2,0.0
2014-08-10,0,20.0,0.2,0.0
2014-08-11,0,20.0,0.2,0.0
2014-08-12,30,20.0,0.2,6.0
2014-08-13,35,20.0,0.2,7.0
2014-08-14,0,20.0,0.2,0.0
2014-08-15,56,20.0,0.2,11.200000000000001
2014-08-16,0,20.0,0.2,0.0
2014-08-17,40,20.0,0.2,8.0
2014-08-18,0,20.0,0.2,0.0
2014-08-19,0,20.0,0.2,0.0
2014-08-20,100,20.0,0.2,20.0
2014-08-21,33,20.0,0.2,6.6000000000000005
2014-08-22,0,20.0,0.2,0.0
2014-08-23,0,20.0,0.2,0.0
2014-08-24,61,20.0,0.2,12.200000000000001
2014-08-25,0,20.0,0.2,0.0
2014-08-26,50,20.0,0.2,10.0
2014-08-27,21,20.0,0.2,4.2
2014-08-28,51,20.0,0.2,10.200000000000001
2014-08-29,21,20.0,0.2,4.2
2014-08-30,0,20.0,0.2,0.0
2014-08-31,0,20.0,0.2,0.0
2014-09-01,0,30.0,0.3,0.0
2014-09-02,16,30.0,0.3,4.8
2014-09-03,20,30.0,0.3,6.0
2014-09-04,18,30.0,0.3,5.3999999999999995
2014-09-05,29,30.0,0.3,8.7
2014-09-06,0,30.0,0.3,0.0
2014-09-07,0,30.0,0.3,0.0
2014-09-08,27,30.0,0.3,8.1
2014-09-09,0,30.0,0.3,0.0
2014-09-10,14,30.0,0.3,4.2
2014-09-11,54,30.0,0.3,16.2
2014-09-12,23,30.0,0.3,6.8999999999999995
2014-09-13,0,30.0,0.3,0.0
2014-09-14,20,30.0,0.3,6.0
2014-09-15,16,30.0,0.3,4.8
2014-09-16,17,30.0,0.3,5.1
2014-09-17,16,30.0,0.3,4.8
2014-09-18,0,30.0,0.3,0.0
2014-09-19,14,30.0,0.3,4.2
2014-09-20,17,30.0,0.3,5.1
2014-09-21,0,30.0,0.3,0.0
2014-09-22,34,30.0,0.3,10.2
2014-09-23,15,30.0,0.3,4.5
2014-09-24,23,30.0,0.3,6.8999999999999995
2014-09-25,41,30.0,0.3,12.299999999999999
2014-09-26,0,30.0,0.3,0.0
2014-09-27,100,30.0,0.3,30.0
2014-09-28,0,30.0,0.3,0.0
2014-09-29,14,30.0,0.3,4.2
2014-09-30,31,30.0,0.3,9.299999999999999
2014-10-01,0,33.0,0.33,0.0
2014-10-02,14,33.0,0.33,4.62
2014-10-03,15,33.0,0.33,4.95
2014-10-04,0,33.0,0.33,0.0
2014-10-05,0,33.0,0.33,0.0
2014-10-06,0,33.0,0.33,0.0
2014-10-07,29,33.0,0.33,9.57
2014-10-08,0,33.0,0.33,0.0
2014-10-09,0,33.0,0.33,0.0
2014-10-10,0,33.0,0.33,0.0
2014-10-11,0,33.0,0.33,0.0
2014-10-12,0,33.0,0.33,0.0
2014-10-13,0,33.0,0.33,0.0
2014-10-14,18,33.0,0.33,5.94
2014-10-15,38,33.0,0.33,12.540000000000001
2014-10-16,35,33.0,0.33,11.55
2014-10-17,0,33.0,0.33,0.0
2014-10-18,69,33.0,0.33,22.77
2014-10-19,17,33.0,0.33,5.61
2014-10-20,27,33.0,0.33,8.91
2014-10-21,59,33.0,0.33,19.470000000000002
2014-10-22,18,33.0,0.33,5.94
2014-10-23,100,33.0,0.33,33.0
2014-10-24,0,33.0,0.33,0.0
2014-10-25,0,33.0,0.33,0.0
2014-10-26,0,33.0,0.33,0.0
2014-10-27,28,33.0,0.33,9.24
2014-10-28,0,33.0,0.33,0.0
2014-10-29,20,33.0,0.33,6.6000000000000005
2014-10-30,27,33.0,0.33,8.91
2014-10-31,0,33.0,0.33,0.0
2014-11-01,0,28.0,0.28,0.0
2014-11-02,0,28.0,0.28,0.0
2014-11-03,47,28.0,0.28,13.160000000000002
2014-11-04,63,28.0,0.28,17.64
2014-11-05,72,28.0,0.28,20.160000000000004
2014-11-06,0,28.0,0.28,0.0
2014-11-07,0,28.0,0.28,0.0
2014-11-08,39,28.0,0.28,10.920000000000002
2014-11-09,0,28.0,0.28,0.0
2014-11-10,90,28.0,0.28,25.200000000000003
2014-11-11,50,28.0,0.28,14.000000000000002
2014-11-12,0,28.0,0.28,0.0
2014-11-13,86,28.0,0.28,24.080000000000002
2014-11-14,55,28.0,0.28,15.400000000000002
2014-11-15,0,28.0,0.28,0.0
2014-11-16,78,28.0,0.28,21.840000000000003
2014-11-17,0,28.0,0.28,0.0
2014-11-18,0,28.0,0.28,0.0
2014-11-19,53,28.0,0.28,14.840000000000002
2014-11-20,85,28.0,0.28,23.8
2014-11-21,58,28.0,0.28,16.240000000000002
2014-11-22,28,28.0,0.28,7.840000000000001
2014-11-23,0,28.0,0.28,0.0
2014-11-24,26,28.0,0.28,7.280000000000001
2014-11-25,36,28.0,0.28,10.080000000000002
2014-11-26,0,28.0,0.28,0.0
2014-11-27,79,28.0,0.28,22.12
2014-11-28,100,28.0,0.28,28.000000000000004
2014-11-29,0,28.0,0.28,0.0
2014-11-30,0,28.0,0.28,0.0
2014-12-01,26,29.0,0.29,7.539999999999999
2014-12-02,22,29.0,0.29,6.38
2014-12-03,0,29.0,0.29,0.0
2014-12-04,23,29.0,0.29,6.67
2014-12-05,13,29.0,0.29,3.7699999999999996
2014-12-06,0,29.0,0.29,0.0
2014-12-07,0,29.0,0.29,0.0
2014-12-08,0,29.0,0.29,0.0
2014-12-09,55,29.0,0.29,15.95
2014-12-10,0,29.0,0.29,0.0
2014-12-11,0,29.0,0.29,0.0
2014-12-12,0,29.0,0.29,0.0
2014-12-13,23,29.0,0.29,6.67
2014-12-14,0,29.0,0.29,0.0
2014-12-15,16,29.0,0.29,4.64
2014-12-16,100,29.0,0.29,28.999999999999996
2014-12-17,71,29.0,0.29,20.59
2014-12-18,67,29.0,0.29,19.43
2014-12-19,14,29.0,0.29,4.06
2014-12-20,0,29.0,0.29,0.0
2014-12-21,0,29.0,0.29,0.0
2014-12-22,16,29.0,0.29,4.64
2014-12-23,39,29.0,0.29,11.309999999999999
2014-12-24,38,29.0,0.29,11.02
2014-12-25,0,29.0,0.29,0.0
2014-12-26,31,29.0,0.29,8.99
2014-12-27,0,29.0,0.29,0.0
2014-12-28,0,29.0,0.29,0.0
2014-12-29,0,29.0,0.29,0.0
2014-12-30,0,29.0,0.29,0.0
2014-12-31,29,29.0,0.29,8.41
2015-01-01,0,40.0,0.4,0.0
2015-01-02,21,40.0,0.4,8.4
2015-01-03,0,40.0,0.4,0.0
2015-01-04,0,40.0,0.4,0.0
2015-01-05,0,40.0,0.4,0.0
2015-01-06,18,40.0,0.4,7.2
2015-01-07,0,40.0,0.4,0.0
2015-01-08,37,40.0,0.4,14.8
2015-01-09,0,40.0,0.4,0.0
2015-01-10,19,40.0,0.4,7.6000000000000005
2015-01-11,0,40.0,0.4,0.0
2015-01-12,49,40.0,0.4,19.6
2015-01-13,29,40.0,0.4,11.600000000000001
2015-01-14,0,40.0,0.4,0.0
2015-01-15,49,40.0,0.4,19.6
2015-01-16,37,40.0,0.4,14.8
2015-01-17,42,40.0,0.4,16.8
2015-01-18,0,40.0,0.4,0.0
2015-01-19,0,40.0,0.4,0.0
2015-01-20,30,40.0,0.4,12.0
2015-01-21,0,40.0,0.4,0.0
2015-01-22,39,40.0,0.4,15.600000000000001
2015-01-23,37,40.0,0.4,14.8
2015-01-24,50,40.0,0.4,20.0
2015-01-25,0,40.0,0.4,0.0
2015-01-26,0,40.0,0.4,0.0
2015-01-27,0,40.0,0.4,0.0
2015-01-28,41,40.0,0.4,16.400000000000002
2015-01-29,100,40.0,0.4,40.0
2015-01-30,80,40.0,0.4,32.0
2015-01-31,33,40.0,0.4,13.200000000000001
2015-02-01,29,42.0,0.42,12.18
2015-02-02,35,42.0,0.42,14.7
2015-02-03,58,42.0,0.42,24.36
2015-02-04,61,42.0,0.42,25.619999999999997
2015-02-05,61,42.0,0.42,25.619999999999997
2015-02-06,83,42.0,0.42,34.86
2015-02-07,72,42.0,0.42,30.24
2015-02-08,0,42.0,0.42,0.0
2015-02-09,43,42.0,0.42,18.06
2015-02-10,65,42.0,0.42,27.3
2015-02-11,67,42.0,0.42,28.14
2015-02-12,39,42.0,0.42,16.38
2015-02-13,47,42.0,0.42,19.74
2015-02-14,24,42.0,0.42,10.08
2015-02-15,0,42.0,0.42,0.0
2015-02-16,30,42.0,0.42,12.6
2015-02-17,0,42.0,0.42,0.0
2015-02-18,68,42.0,0.42,28.56
2015-02-19,0,42.0,0.42,0.0
2015-02-20,41,42.0,0.42,17.22
2015-02-21,0,42.0,0.42,0.0
2015-02-22,83,42.0,0.42,34.86
2015-02-23,0,42.0,0.42,0.0
2015-02-24,35,42.0,0.42,14.7
2015-02-25,67,42.0,0.42,28.14
2015-02-26,0,42.0,0.42,0.0
2015-02-27,100,42.0,0.42,42.0
2015-02-28,62,42.0,0.42,26.04
2015-03-01,100,39.0,0.39,39.0
2015-03-02,48,39.0,0.39,18.72
2015-03-03,72,39.0,0.39,28.080000000000002
2015-03-04,37,39.0,0.39,14.43
2015-03-05,64,39.0,0.39,24.96
2015-03-06,54,39.0,0.39,21.060000000000002
2015-03-07,25,39.0,0.39,9.75
2015-03-08,31,39.0,0.39,12.09
2015-03-09,39,39.0,0.39,15.21
2015-03-10,98,39.0,0.39,38.22
2015-03-11,48,39.0,0.39,18.72
2015-03-12,57,39.0,0.39,22.23
2015-03-13,75,39.0,0.39,29.25
2015-03-14,0,39.0,0.39,0.0
2015-03-15,0,39.0,0.39,0.0
2015-03-16,50,39.0,0.39,19.5
2015-03-17,23,39.0,0.39,8.97
2015-03-18,71,39.0,0.39,27.69
2015-03-19,34,39.0,0.39,13.26
2015-03-20,38,39.0,0.39,14.82
2015-03-21,0,39.0,0.39,0.0
2015-03-22,33,39.0,0.39,12.870000000000001
2015-03-23,20,39.0,0.39,7.800000000000001
2015-03-24,78,39.0,0.39,30.42
2015-03-25,66,39.0,0.39,25.740000000000002
2015-03-26,36,39.0,0.39,14.040000000000001
2015-03-27,47,39.0,0.39,18.330000000000002
2015-03-28,36,39.0,0.39,14.040000000000001
2015-03-29,28,39.0,0.39,10.92
2015-03-30,0,39.0,0.39,0.0
2015-03-31,50,39.0,0.39,19.5
2015-04-01,100,43.0,0.43,43.0
2015-04-02,43,43.0,0.43,18.49
2015-04-03,0,43.0,0.43,0.0
2015-04-04,25,43.0,0.43,10.75
2015-04-05,53,43.0,0.43,22.79
2015-04-06,37,43.0,0.43,15.91
2015-04-07,0,43.0,0.43,0.0
2015-04-08,16,43.0,0.43,6.88
2015-04-09,62,43.0,0.43,26.66
2015-04-10,0,43.0,0.43,0.0
2015-04-11,41,43.0,0.43,17.63
2015-04-12,0,43.0,0.43,0.0
2015-04-13,17,43.0,0.43,7.31
2015-04-14,30,43.0,0.43,12.9
2015-04-15,32,43.0,0.43,13.76
2015-04-16,0,43.0,0.43,0.0
2015-04-17,36,43.0,0.43,15.48
2015-04-18,0,43.0,0.43,0.0
2015-04-19,0,43.0,0.43,0.0
2015-04-20,59,43.0,0.43,25.37
2015-04-21,45,43.0,0.43,19.35
2015-04-22,44,43.0,0.43,18.919999999999998
2015-04-23,49,43.0,0.43,21.07
2015-04-24,91,43.0,0.43,39.13
2015-04-25,0,43.0,0.43,0.0
2015-04-26,0,43.0,0.43,0.0
2015-04-27,53,43.0,0.43,22.79
2015-04-28,35,43.0,0.43,15.049999999999999
2015-04-29,25,43.0,0.43,10.75
2015-04-30,41,43.0,0.43,17.63
2015-05-01,53,35.0,0.35,18.549999999999997
2015-05-02,0,35.0,0.35,0.0
2015-05-03,61,35.0,0.35,21.349999999999998
2015-05-04,100,35.0,0.35,35.0
2015-05-05,77,35.0,0.35,26.95
2015-05-06,57,35.0,0.35,19.95
2015-05-07,0,35.0,0.35,0.0
2015-05-08,28,35.0,0.35,9.799999999999999
2015-05-09,36,35.0,0.35,12.6
2015-05-10,0,35.0,0.35,0.0
2015-05-11,24,35.0,0.35,8.399999999999999
2015-05-12,79,35.0,0.35,27.65
2015-05-13,0,35.0,0.35,0.0
2015-05-14,0,35.0,0.35,0.0
2015-05-15,21,35.0,0.35,7.35
2015-05-16,0,35.0,0.35,0.0
2015-05-17,0,35.0,0.35,0.0
2015-05-18,56,35.0,0.35,19.599999999999998
2015-05-19,20,35.0,0.35,7.0
2015-05-20,28,35.0,0.35,9.799999999999999
2015-05-21,56,35.0,0.35,19.599999999999998
2015-05-22,0,35.0,0.35,0.0
2015-05-23,0,35.0,0.35,0.0
2015-05-24,0,35.0,0.35,0.0
2015-05-25,0,35.0,0.35,0.0
2015-05-26,0,35.0,0.35,0.0
2015-05-27,0,35.0,0.35,0.0
2015-05-28,0,35.0,0.35,0.0
2015-05-29,0,35.0,0.35,0.0
2015-05-30,28,35.0,0.35,9.799999999999999
2015-05-31,74,35.0,0.35,25.9
2015-06-01,28,21.0,0.21,5.88
2015-06-02,23,21.0,0.21,4.83
2015-06-03,0,21.0,0.21,0.0
2015-06-04,31,21.0,0.21,6.51
2015-06-05,0,21.0,0.21,0.0
2015-06-06,0,21.0,0.21,0.0
2015-06-07,0,21.0,0.21,0.0
2015-06-08,22,21.0,0.21,4.62
2015-06-09,76,21.0,0.21,15.959999999999999
2015-06-10,21,21.0,0.21,4.41
2015-06-11,45,21.0,0.21,9.45
2015-06-12,0,21.0,0.21,0.0
2015-06-13,0,21.0,0.21,0.0
2015-06-14,0,21.0,0.21,0.0
2015-06-15,0,21.0,0.21,0.0
2015-06-16,22,21.0,0.21,4.62
2015-06-17,32,21.0,0.21,6.72
2015-06-18,0,21.0,0.21,0.0
2015-06-19,55,21.0,0.21,11.549999999999999
2015-06-20,0,21.0,0.21,0.0
2015-06-21,100,21.0,0.21,21.0
2015-06-22,0,21.0,0.21,0.0
2015-06-23,32,21.0,0.21,6.72
2015-06-24,0,21.0,0.21,0.0
2015-06-25,0,21.0,0.21,0.0
2015-06-26,53,21.0,0.21,11.129999999999999
2015-06-27,0,21.0,0.21,0.0
2015-06-28,34,21.0,0.21,7.14
2015-06-29,0,21.0,0.21,0.0
2015-06-30,21,21.0,0.21,4.41
2015-07-01,0,17.0,0.17,0.0
2015-07-02,0,17.0,0.17,0.0
2015-07-03,33,17.0,0.17,5.61
2015-07-04,0,17.0,0.17,0.0
2015-07-05,0,17.0,0.17,0.0
2015-07-06,0,17.0,0.17,0.0
2015-07-07,0,17.0,0.17,0.0
2015-07-08,25,17.0,0.17,4.25
2015-07-09,0,17.0,0.17,0.0
2015-07-10,100,17.0,0.17,17.0
2015-07-11,0,17.0,0.17,0.0
2015-07-12,0,17.0,0.17,0.0
2015-07-13,55,17.0,0.17,9.350000000000001
2015-07-14,0,17.0,0.17,0.0
2015-07-15,0,17.0,0.17,0.0
2015-07-16,26,17.0,0.17,4.42
2015-07-17,0,17.0,0.17,0.0
2015-07-18,39,17.0,0.17,6.630000000000001
2015-07-19,0,17.0,0.17,0.0
2015-07-20,53,17.0,0.17,9.01
2015-07-21,29,17.0,0.17,4.930000000000001
2015-07-22,0,17.0,0.17,0.0
2015-07-23,0,17.0,0.17,0.0
2015-07-24,0,17.0,0.17,0.0
2015-07-25,0,17.0,0.17,0.0
2015-07-26,0,17.0,0.17,0.0
2015-07-27,71,17.0,0.17,12.07
2015-07-28,0,17.0,0.17,0.0
2015-07-29,27,17.0,0.17,4.590000000000001
2015-07-30,0,17.0,0.17,0.0
2015-07-31,51,17.0,0.17,8.67
2015-08-01,31,24.0,0.24,7.4399999999999995
2015-08-02,0,24.0,0.24,0.0
2015-08-03,0,24.0,0.24,0.0
2015-08-04,0,24.0,0.24,0.0
2015-08-05,39,24.0,0.24,9.36
2015-08-06,0,24.0,0.24,0.0
2015-08-07,0,24.0,0.24,0.0
2015-08-08,67,24.0,0.24,16.08
2015-08-09,0,24.0,0.24,0.0
2015-08-10,0,24.0,0.24,0.0
2015-08-11,0,24.0,0.24,0.0
2015-08-12,0,24.0,0.24,0.0
2015-08-13,18,24.0,0.24,4.32
2015-08-14,0,24.0,0.24,0.0
2015-08-15,0,24.0,0.24,0.0
2015-08-16,0,24.0,0.24,0.0
2015-08-17,0,24.0,0.24,0.0
2015-08-18,40,24.0,0.24,9.6
2015-08-19,0,24.0,0.24,0.0
2015-08-20,0,24.0,0.24,0.0
2015-08-21,100,24.0,0.24,24.0
2015-08-22,0,24.0,0.24,0.0
2015-08-23,41,24.0,0.24,9.84
2015-08-24,28,24.0,0.24,6.72
2015-08-25,0,24.0,0.24,0.0
2015-08-26,0,24.0,0.24,0.0
2015-08-27,27,24.0,0.24,6.4799999999999995
2015-08-28,29,24.0,0.24,6.96
2015-08-29,32,24.0,0.24,7.68
2015-08-30,0,24.0,0.24,0.0
2015-08-31,29,24.0,0.24,6.96
2015-09-01,52,17.0,0.17,8.84
2015-09-02,0,17.0,0.17,0.0
2015-09-03,63,17.0,0.17,10.71
2015-09-04,22,17.0,0.17,3.74
2015-09-05,0,17.0,0.17,0.0
2015-09-06,0,17.0,0.17,0.0
2015-09-07,0,17.0,0.17,0.0
2015-09-08,0,17.0,0.17,0.0
2015-09-09,0,17.0,0.17,0.0
2015-09-10,0,17.0,0.17,0.0
2015-09-11,0,17.0,0.17,0.0
2015-09-12,0,17.0,0.17,0.0
2015-09-13,0,17.0,0.17,0.0
2015-09-14,0,17.0,0.17,0.0
2015-09-15,0,17.0,0.17,0.0
2015-09-16,21,17.0,0.17,3.5700000000000003
2015-09-17,100,17.0,0.17,17.0
2015-09-18,0,17.0,0.17,0.0
2015-09-19,95,17.0,0.17,16.150000000000002
2015-09-20,68,17.0,0.17,11.56
2015-09-21,0,17.0,0.17,0.0
2015-09-22,0,17.0,0.17,0.0
2015-09-23,0,17.0,0.17,0.0
2015-09-24,89,17.0,0.17,15.13
2015-09-25,0,17.0,0.17,0.0
2015-09-26,0,17.0,0.17,0.0
2015-09-27,0,17.0,0.17,0.0
2015-09-28,44,17.0,0.17,7.48
2015-09-29,0,17.0,0.17,0.0
2015-09-30,23,17.0,0.17,3.91
2015-10-01,0,26.0,0.26,0.0
2015-10-02,0,26.0,0.26,0.0
2015-10-03,0,26.0,0.26,0.0
2015-10-04,0,26.0,0.26,0.0
2015-10-05,0,26.0,0.26,0.0
2015-10-06,0,26.0,0.26,0.0
2015-10-07,0,26.0,0.26,0.0
2015-10-08,0,26.0,0.26,0.0
2015-10-09,0,26.0,0.26,0.0
2015-10-10,0,26.0,0.26,0.0
2015-10-11,0,26.0,0.26,0.0
2015-10-12,0,26.0,0.26,0.0
2015-10-13,0,26.0,0.26,0.0
2015-10-14,0,26.0,0.26,0.0
2015-10-15,60,26.0,0.26,15.600000000000001
