date,permno,ticker,price,volume,return,high,low,open,avg_price,mkt_cap,pct_return,ticker_attention,name_price_attention,returns,volatility,High_Volatility
2014-01-15,93436,TSLA,164.13,20407704.0,0.017734,172.23,162.10001,168.45,167.165005,20202925.83,1.7734,10.0,5.0,1.7734,5.041375384950673,True
2019-04-26,22592,MMM,191.67,4491273.0,0.004981,192.25,189.36,190.53,190.805,110382177.99,0.4981,40.87,21.12,0.49810000000000004,3.9808783301775383,True
2016-01-25,59176,AXP,55.02,18498255.0,-0.000726,55.77,54.14,54.46,54.955,54153214.92,-0.0726,30.68,10.92,-0.0726,3.8263567464427735,True
2014-09-29,57665,NKE,89.12,7425478.0,-0.004246,90.1,88.27,88.27,89.185,61558748.8,-0.4246,5.4,0.8999999999999999,-0.4246,3.7617323285471302,True
2019-04-15,26403,DIS,132.03999,32773740.0,0.015224,132.7,129.78999,131.05,131.244995,237357858.86379,1.5224,39.440000000000005,11.8,1.5224,3.5776180585771225,True
