date,PG_unscaled,PG_monthly,isPartial,scale,PG
2023-04-03,73,72.0,,0.72,52.559999999999995
2023-04-04,80,72.0,,0.72,57.599999999999994
2023-04-05,79,72.0,,0.72,56.879999999999995
2023-04-06,88,72.0,,0.72,63.36
2023-04-07,89,72.0,,0.72,64.08
2023-04-08,77,72.0,,0.72,55.44
2023-04-09,74,72.0,,0.72,53.28
2023-04-10,77,72.0,,0.72,55.44
2023-04-11,85,72.0,,0.72,61.199999999999996
2023-04-12,81,72.0,,0.72,58.32
2023-04-13,78,72.0,,0.72,56.16
2023-04-14,84,72.0,,0.72,60.48
2023-04-15,78,72.0,,0.72,56.16
2023-04-16,80,72.0,,0.72,57.599999999999994
2023-04-17,84,72.0,,0.72,60.48
2023-04-18,80,72.0,,0.72,57.599999999999994
2023-04-19,74,72.0,,0.72,53.28
2023-04-20,75,72.0,,0.72,54.0
2023-04-21,100,72.0,,0.72,72.0
2023-04-22,76,72.0,,0.72,54.72
2023-04-23,77,72.0,,0.72,55.44
2023-04-24,86,72.0,,0.72,61.919999999999995
2023-04-25,82,72.0,,0.72,59.04
2023-04-26,86,72.0,,0.72,61.919999999999995
2023-04-27,81,72.0,,0.72,58.32
2023-04-28,77,72.0,,0.72,55.44
2023-04-29,72,72.0,,0.72,51.839999999999996
2023-04-30,70,72.0,,0.72,50.4
2023-05-01,77,71.0,False,0.71,54.669999999999995
2023-05-02,85,71.0,,0.71,60.349999999999994
2023-05-03,78,71.0,,0.71,55.379999999999995
2023-05-04,83,71.0,,0.71,58.93
2023-05-05,85,71.0,,0.71,60.349999999999994
2023-05-06,79,71.0,,0.71,56.089999999999996
2023-05-07,77,71.0,,0.71,54.669999999999995
2023-05-08,83,71.0,,0.71,58.93
2023-05-09,84,71.0,,0.71,59.64
2023-05-10,85,71.0,,0.71,60.349999999999994
2023-05-11,80,71.0,,0.71,56.8
2023-05-12,80,71.0,,0.71,56.8
2023-05-13,70,71.0,,0.71,49.699999999999996
2023-05-14,71,71.0,,0.71,50.41
2023-05-15,83,71.0,,0.71,58.93
2023-05-16,87,71.0,,0.71,61.769999999999996
2023-05-17,95,71.0,,0.71,67.45
2023-05-18,95,71.0,,0.71,67.45
2023-05-19,97,71.0,,0.71,68.86999999999999
2023-05-20,88,71.0,,0.71,62.48
2023-05-21,77,71.0,,0.71,54.669999999999995
2023-05-22,100,71.0,,0.71,71.0
2023-05-23,95,71.0,,0.71,67.45
2023-05-24,91,71.0,,0.71,64.61
2023-05-25,93,71.0,,0.71,66.03
2023-05-26,86,71.0,,0.71,61.059999999999995
2023-05-27,80,71.0,,0.71,56.8
2023-05-28,77,71.0,,0.71,54.669999999999995
2023-05-29,84,71.0,,0.71,59.64
2023-05-30,98,71.0,,0.71,69.58
2023-05-31,91,71.0,,0.71,64.61
2023-06-01,93,72.0,False,0.72,66.96
2023-06-02,91,72.0,,0.72,65.52
2023-06-03,97,72.0,,0.72,69.84
2023-06-04,95,72.0,,0.72,68.39999999999999
2023-06-05,94,72.0,,0.72,67.67999999999999
2023-06-06,100,72.0,,0.72,72.0
2023-06-07,96,72.0,,0.72,69.12
2023-06-08,94,72.0,,0.72,67.67999999999999
2023-06-09,90,72.0,,0.72,64.8
2023-06-10,86,72.0,,0.72,61.919999999999995
2023-06-11,87,72.0,,0.72,62.64
2023-06-12,99,72.0,,0.72,71.28
2023-06-13,94,72.0,,0.72,67.67999999999999
2023-06-14,90,72.0,,0.72,64.8
2023-06-15,86,72.0,,0.72,61.919999999999995
2023-06-16,85,72.0,,0.72,61.199999999999996
2023-06-17,82,72.0,,0.72,59.04
2023-06-18,85,72.0,,0.72,61.199999999999996
2023-06-19,95,72.0,,0.72,68.39999999999999
2023-06-20,88,72.0,,0.72,63.36
2023-06-21,92,72.0,,0.72,66.24
2023-06-22,86,72.0,,0.72,61.919999999999995
2023-06-23,91,72.0,,0.72,65.52
2023-06-24,79,72.0,,0.72,56.879999999999995
2023-06-25,81,72.0,,0.72,58.32
2023-06-26,96,72.0,,0.72,69.12
2023-06-27,91,72.0,,0.72,65.52
2023-06-28,79,72.0,,0.72,56.879999999999995
2023-06-29,87,72.0,,0.72,62.64
2023-06-30,89,72.0,,0.72,64.08
2023-07-01,70,77.0,False,0.77,53.9
2023-07-02,68,77.0,,0.77,52.36
2023-07-03,69,77.0,,0.77,53.13
2023-07-04,70,77.0,,0.77,53.9
2023-07-05,82,77.0,,0.77,63.14
2023-07-06,78,77.0,,0.77,60.06
2023-07-07,81,77.0,,0.77,62.370000000000005
2023-07-08,69,77.0,,0.77,53.13
2023-07-09,75,77.0,,0.77,57.75
2023-07-10,78,77.0,,0.77,60.06
2023-07-11,70,77.0,,0.77,53.9
2023-07-12,79,77.0,,0.77,60.83
2023-07-13,75,77.0,,0.77,57.75
2023-07-14,81,77.0,,0.77,62.370000000000005
2023-07-15,80,77.0,,0.77,61.6
2023-07-16,71,77.0,,0.77,54.67
2023-07-17,76,77.0,,0.77,58.52
2023-07-18,73,77.0,,0.77,56.21
2023-07-19,82,77.0,,0.77,63.14
2023-07-20,81,77.0,,0.77,62.370000000000005
2023-07-21,100,77.0,,0.77,77.0
2023-07-22,86,77.0,,0.77,66.22
2023-07-23,88,77.0,,0.77,67.76
2023-07-24,93,77.0,,0.77,71.61
2023-07-25,85,77.0,,0.77,65.45
2023-07-26,76,77.0,,0.77,58.52
2023-07-27,71,77.0,,0.77,54.67
2023-07-28,80,77.0,,0.77,61.6
2023-07-29,80,77.0,,0.77,61.6
2023-07-30,75,77.0,,0.77,57.75
2023-07-31,74,77.0,,0.77,56.980000000000004
2023-08-01,83,64.0,False,0.64,53.120000000000005
2023-08-02,81,64.0,,0.64,51.84
2023-08-03,81,64.0,,0.64,51.84
2023-08-04,77,64.0,,0.64,49.28
2023-08-05,84,64.0,,0.64,53.76
2023-08-06,78,64.0,,0.64,49.92
2023-08-07,79,64.0,,0.64,50.56
2023-08-08,75,64.0,,0.64,48.0
2023-08-09,81,64.0,,0.64,51.84
2023-08-10,82,64.0,,0.64,52.480000000000004
2023-08-11,76,64.0,,0.64,48.64
2023-08-12,74,64.0,,0.64,47.36
2023-08-13,75,64.0,,0.64,48.0
2023-08-14,75,64.0,,0.64,48.0
2023-08-15,74,64.0,,0.64,47.36
2023-08-16,82,64.0,,0.64,52.480000000000004
2023-08-17,71,64.0,,0.64,45.44
2023-08-18,72,64.0,,0.64,46.08
2023-08-19,76,64.0,,0.64,48.64
2023-08-20,71,64.0,,0.64,45.44
2023-08-21,79,64.0,,0.64,50.56
2023-08-22,76,64.0,,0.64,48.64
2023-08-23,83,64.0,,0.64,53.120000000000005
2023-08-24,75,64.0,,0.64,48.0
2023-08-25,71,64.0,,0.64,45.44
2023-08-26,70,64.0,,0.64,44.800000000000004
2023-08-27,76,64.0,,0.64,48.64
2023-08-28,78,64.0,,0.64,49.92
2023-08-29,100,64.0,,0.64,64.0
2023-08-30,94,64.0,,0.64,60.160000000000004
2023-08-31,85,64.0,,0.64,54.4
2023-09-01,61,73.0,False,0.73,44.53
2023-09-02,92,73.0,,0.73,67.16
2023-09-03,90,73.0,,0.73,65.7
2023-09-04,73,73.0,,0.73,53.29
2023-09-05,74,73.0,,0.73,54.019999999999996
2023-09-06,100,73.0,,0.73,73.0
2023-09-07,68,73.0,,0.73,49.64
2023-09-08,66,73.0,,0.73,48.18
2023-09-09,68,73.0,,0.73,49.64
2023-09-10,58,73.0,,0.73,42.339999999999996
2023-09-11,59,73.0,,0.73,43.07
2023-09-12,57,73.0,,0.73,41.61
2023-09-13,55,73.0,,0.73,40.15
2023-09-14,59,73.0,,0.73,43.07
2023-09-15,55,73.0,,0.73,40.15
2023-09-16,57,73.0,,0.73,41.61
2023-09-17,51,73.0,,0.73,37.23
2023-09-18,57,73.0,,0.73,41.61
2023-09-19,60,73.0,,0.73,43.8
2023-09-20,59,73.0,,0.73,43.07
2023-09-21,60,73.0,,0.73,43.8
2023-09-22,60,73.0,,0.73,43.8
2023-09-23,51,73.0,,0.73,37.23
2023-09-24,56,73.0,,0.73,40.879999999999995
2023-09-25,60,73.0,,0.73,43.8
2023-09-26,56,73.0,,0.73,40.879999999999995
2023-09-27,56,73.0,,0.73,40.879999999999995
2023-09-28,56,73.0,,0.73,40.879999999999995
2023-09-29,57,73.0,,0.73,41.61
2023-09-30,58,73.0,,0.73,42.339999999999996
2023-10-01,81,74.0,False,0.74,59.94
2023-10-02,94,74.0,,0.74,69.56
2023-10-03,91,74.0,,0.74,67.34
2023-10-04,85,74.0,,0.74,62.9
2023-10-05,86,74.0,,0.74,63.64
2023-10-06,86,74.0,,0.74,63.64
2023-10-07,84,74.0,,0.74,62.16
2023-10-08,79,74.0,,0.74,58.46
2023-10-09,91,74.0,,0.74,67.34
2023-10-10,94,74.0,,0.74,69.56
2023-10-11,90,74.0,,0.74,66.6
2023-10-12,86,74.0,,0.74,63.64
2023-10-13,87,74.0,,0.74,64.38
2023-10-14,89,74.0,,0.74,65.86
2023-10-15,74,74.0,,0.74,54.76
2023-10-16,83,74.0,,0.74,61.42
2023-10-17,93,74.0,,0.74,68.82
2023-10-18,90,74.0,,0.74,66.6
2023-10-19,86,74.0,,0.74,63.64
2023-10-20,94,74.0,,0.74,69.56
2023-10-21,93,74.0,,0.74,68.82
2023-10-22,85,74.0,,0.74,62.9
2023-10-23,95,74.0,,0.74,70.3
2023-10-24,87,74.0,,0.74,64.38
2023-10-25,95,74.0,,0.74,70.3
2023-10-26,87,74.0,,0.74,64.38
2023-10-27,99,74.0,,0.74,73.26
2023-10-28,87,74.0,,0.74,64.38
2023-10-29,85,74.0,,0.74,62.9
2023-10-30,100,74.0,,0.74,74.0
2023-10-31,100,74.0,,0.74,74.0
2023-11-01,100,67.0,False,0.67,67.0
2023-11-02,99,67.0,,0.67,66.33
2023-11-03,94,67.0,,0.67,62.980000000000004
2023-11-04,89,67.0,,0.67,59.63
2023-11-05,88,67.0,,0.67,58.96
2023-11-06,91,67.0,,0.67,60.970000000000006
2023-11-07,91,67.0,,0.67,60.970000000000006
2023-11-08,92,67.0,,0.67,61.64
2023-11-09,91,67.0,,0.67,60.970000000000006
2023-11-10,89,67.0,,0.67,59.63
2023-11-11,86,67.0,,0.67,57.620000000000005
2023-11-12,80,67.0,,0.67,53.6
2023-11-13,92,67.0,,0.67,61.64
2023-11-14,97,67.0,,0.67,64.99000000000001
2023-11-15,91,67.0,,0.67,60.970000000000006
2023-11-16,90,67.0,,0.67,60.300000000000004
2023-11-17,90,67.0,,0.67,60.300000000000004
2023-11-18,81,67.0,,0.67,54.27
2023-11-19,80,67.0,,0.67,53.6
2023-11-20,88,67.0,,0.67,58.96
2023-11-21,89,67.0,,0.67,59.63
2023-11-22,85,67.0,,0.67,56.95
2023-11-23,86,67.0,,0.67,57.620000000000005
2023-11-24,88,67.0,,0.67,58.96
2023-11-25,76,67.0,,0.67,50.92
2023-11-26,76,67.0,,0.67,50.92
2023-11-27,86,67.0,,0.67,57.620000000000005
2023-11-28,90,67.0,,0.67,60.300000000000004
2023-11-29,92,67.0,,0.67,61.64
2023-11-30,94,67.0,,0.67,62.980000000000004
2023-12-01,92,63.0,False,0.63,57.96
2023-12-02,75,63.0,,0.63,47.25
2023-12-03,67,63.0,,0.63,42.21
2023-12-04,87,63.0,,0.63,54.81
2023-12-05,91,63.0,,0.63,57.33
2023-12-06,85,63.0,,0.63,53.55
2023-12-07,89,63.0,,0.63,56.07
2023-12-08,89,63.0,,0.63,56.07
2023-12-09,87,63.0,,0.63,54.81
2023-12-10,81,63.0,,0.63,51.03
2023-12-11,99,63.0,,0.63,62.37
2023-12-12,93,63.0,,0.63,58.59
2023-12-13,90,63.0,,0.63,56.7
2023-12-14,100,63.0,,0.63,63.0
2023-12-15,95,63.0,,0.63,59.85
2023-12-16,84,63.0,,0.63,52.92
2023-12-17,83,63.0,,0.63,52.29
2023-12-18,95,63.0,,0.63,59.85
2023-12-19,92,63.0,,0.63,57.96
2023-12-20,93,63.0,,0.63,58.59
2023-12-21,94,63.0,,0.63,59.22
2023-12-22,93,63.0,,0.63,58.59
2023-12-23,70,63.0,,0.63,44.1
2023-12-24,81,63.0,,0.63,51.03
2023-12-25,78,63.0,,0.63,49.14
2023-12-26,92,63.0,,0.63,57.96
2023-12-27,98,63.0,,0.63,61.74
2023-12-28,100,63.0,,0.63,63.0
2023-12-29,84,63.0,,0.63,52.92
2023-12-30,81,63.0,,0.63,51.03
2023-12-31,83,63.0,,0.63,52.29
