date,PG_unscaled,PG_monthly,isPartial,scale,PG
2018-01-01,59,86.0,False,0.86,50.74
2018-01-02,67,86.0,,0.86,57.62
2018-01-03,69,86.0,,0.86,59.339999999999996
2018-01-04,80,86.0,,0.86,68.8
2018-01-05,84,86.0,,0.86,72.24
2018-01-06,69,86.0,,0.86,59.339999999999996
2018-01-07,69,86.0,,0.86,59.339999999999996
2018-01-08,79,86.0,,0.86,67.94
2018-01-09,86,86.0,,0.86,73.96
2018-01-10,67,86.0,,0.86,57.62
2018-01-11,69,86.0,,0.86,59.339999999999996
2018-01-12,72,86.0,,0.86,61.92
2018-01-13,57,86.0,,0.86,49.019999999999996
2018-01-14,55,86.0,,0.86,47.3
2018-01-15,56,86.0,,0.86,48.16
2018-01-16,64,86.0,,0.86,55.04
2018-01-17,93,86.0,,0.86,79.98
2018-01-18,70,86.0,,0.86,60.199999999999996
2018-01-19,63,86.0,,0.86,54.18
2018-01-20,77,86.0,,0.86,66.22
2018-01-21,100,86.0,,0.86,86.0
2018-01-22,83,86.0,,0.86,71.38
2018-01-23,93,86.0,,0.86,79.98
2018-01-24,90,86.0,,0.86,77.4
2018-01-25,76,86.0,,0.86,65.36
2018-01-26,77,86.0,,0.86,66.22
2018-01-27,70,86.0,,0.86,60.199999999999996
2018-01-28,63,86.0,,0.86,54.18
2018-01-29,69,86.0,,0.86,59.339999999999996
2018-01-30,78,86.0,,0.86,67.08
2018-01-31,78,86.0,,0.86,67.08
2018-02-01,74,88.0,False,0.88,65.12
2018-02-02,80,88.0,,0.88,70.4
2018-02-03,69,88.0,,0.88,60.72
2018-02-04,59,88.0,,0.88,51.92
2018-02-05,80,88.0,,0.88,70.4
2018-02-06,83,88.0,,0.88,73.04
2018-02-07,94,88.0,,0.88,82.72
2018-02-08,97,88.0,,0.88,85.36
2018-02-09,93,88.0,,0.88,81.84
2018-02-10,100,88.0,,0.88,88.0
2018-02-11,74,88.0,,0.88,65.12
2018-02-12,84,88.0,,0.88,73.92
2018-02-13,79,88.0,,0.88,69.52
2018-02-14,85,88.0,,0.88,74.8
2018-02-15,76,88.0,,0.88,66.88
2018-02-16,80,88.0,,0.88,70.4
2018-02-17,76,88.0,,0.88,66.88
2018-02-18,68,88.0,,0.88,59.84
2018-02-19,70,88.0,,0.88,61.6
2018-02-20,77,88.0,,0.88,67.76
2018-02-21,99,88.0,,0.88,87.12
2018-02-22,99,88.0,,0.88,87.12
2018-02-23,85,88.0,,0.88,74.8
2018-02-24,82,88.0,,0.88,72.16
2018-02-25,68,88.0,,0.88,59.84
2018-02-26,72,88.0,,0.88,63.36
2018-02-27,81,88.0,,0.88,71.28
2018-02-28,78,88.0,,0.88,68.64
2018-03-01,71,75.0,False,0.75,53.25
2018-03-02,100,75.0,,0.75,75.0
2018-03-03,65,75.0,,0.75,48.75
2018-03-04,59,75.0,,0.75,44.25
2018-03-05,69,75.0,,0.75,51.75
2018-03-06,70,75.0,,0.75,52.5
2018-03-07,83,75.0,,0.75,62.25
2018-03-08,71,75.0,,0.75,53.25
2018-03-09,68,75.0,,0.75,51.0
2018-03-10,57,75.0,,0.75,42.75
2018-03-11,54,75.0,,0.75,40.5
2018-03-12,70,75.0,,0.75,52.5
2018-03-13,73,75.0,,0.75,54.75
2018-03-14,68,75.0,,0.75,51.0
2018-03-15,69,75.0,,0.75,51.75
2018-03-16,68,75.0,,0.75,51.0
2018-03-17,58,75.0,,0.75,43.5
2018-03-18,60,75.0,,0.75,45.0
2018-03-19,67,75.0,,0.75,50.25
2018-03-20,79,75.0,,0.75,59.25
2018-03-21,100,75.0,,0.75,75.0
2018-03-22,88,75.0,,0.75,66.0
2018-03-23,77,75.0,,0.75,57.75
2018-03-24,54,75.0,,0.75,40.5
2018-03-25,60,75.0,,0.75,45.0
2018-03-26,74,75.0,,0.75,55.5
2018-03-27,74,75.0,,0.75,55.5
2018-03-28,75,75.0,,0.75,56.25
2018-03-29,66,75.0,,0.75,49.5
2018-03-30,63,75.0,,0.75,47.25
2018-03-31,52,75.0,,0.75,39.0
2018-04-01,75,74.0,False,0.74,55.5
2018-04-02,87,74.0,,0.74,64.38
2018-04-03,88,74.0,,0.74,65.12
2018-04-04,80,74.0,,0.74,59.2
2018-04-05,89,74.0,,0.74,65.86
2018-04-06,85,74.0,,0.74,62.9
2018-04-07,73,74.0,,0.74,54.019999999999996
2018-04-08,74,74.0,,0.74,54.76
2018-04-09,92,74.0,,0.74,68.08
2018-04-10,88,74.0,,0.74,65.12
2018-04-11,87,74.0,,0.74,64.38
2018-04-12,86,74.0,,0.74,63.64
2018-04-13,91,74.0,,0.74,67.34
2018-04-14,78,74.0,,0.74,57.72
2018-04-15,83,74.0,,0.74,61.42
2018-04-16,90,74.0,,0.74,66.6
2018-04-17,89,74.0,,0.74,65.86
2018-04-18,87,74.0,,0.74,64.38
2018-04-19,95,74.0,,0.74,70.3
2018-04-20,100,74.0,,0.74,74.0
2018-04-21,72,74.0,,0.74,53.28
2018-04-22,75,74.0,,0.74,55.5
2018-04-23,93,74.0,,0.74,68.82
2018-04-24,99,74.0,,0.74,73.26
2018-04-25,94,74.0,,0.74,69.56
2018-04-26,86,74.0,,0.74,63.64
2018-04-27,86,74.0,,0.74,63.64
2018-04-28,75,74.0,,0.74,55.5
2018-04-29,72,74.0,,0.74,53.28
2018-04-30,85,74.0,,0.74,62.9
2018-05-01,95,64.0,False,0.64,60.800000000000004
2018-05-02,88,64.0,,0.64,56.32
2018-05-03,97,64.0,,0.64,62.08
2018-05-04,96,64.0,,0.64,61.44
2018-05-05,72,64.0,,0.64,46.08
2018-05-06,72,64.0,,0.64,46.08
2018-05-07,94,64.0,,0.64,60.160000000000004
2018-05-08,96,64.0,,0.64,61.44
2018-05-09,88,64.0,,0.64,56.32
2018-05-10,94,64.0,,0.64,60.160000000000004
2018-05-11,95,64.0,,0.64,60.800000000000004
2018-05-12,68,64.0,,0.64,43.52
2018-05-13,72,64.0,,0.64,46.08
2018-05-14,92,64.0,,0.64,58.88
2018-05-15,100,64.0,,0.64,64.0
2018-05-16,98,64.0,,0.64,62.72
2018-05-17,89,64.0,,0.64,56.96
2018-05-18,85,64.0,,0.64,54.4
2018-05-19,69,64.0,,0.64,44.160000000000004
2018-05-20,69,64.0,,0.64,44.160000000000004
2018-05-21,82,64.0,,0.64,52.480000000000004
2018-05-22,86,64.0,,0.64,55.04
2018-05-23,83,64.0,,0.64,53.120000000000005
2018-05-24,88,64.0,,0.64,56.32
2018-05-25,97,64.0,,0.64,62.08
2018-05-26,69,64.0,,0.64,44.160000000000004
2018-05-27,68,64.0,,0.64,43.52
2018-05-28,73,64.0,,0.64,46.72
2018-05-29,81,64.0,,0.64,51.84
2018-05-30,89,64.0,,0.64,56.96
2018-05-31,87,64.0,,0.64,55.68
2018-06-01,89,72.0,False,0.72,64.08
2018-06-02,80,72.0,,0.72,57.599999999999994
2018-06-03,82,72.0,,0.72,59.04
2018-06-04,92,72.0,,0.72,66.24
2018-06-05,87,72.0,,0.72,62.64
2018-06-06,97,72.0,,0.72,69.84
2018-06-07,91,72.0,,0.72,65.52
2018-06-08,92,72.0,,0.72,66.24
2018-06-09,74,72.0,,0.72,53.28
2018-06-10,79,72.0,,0.72,56.879999999999995
2018-06-11,90,72.0,,0.72,64.8
2018-06-12,95,72.0,,0.72,68.39999999999999
2018-06-13,100,72.0,,0.72,72.0
2018-06-14,93,72.0,,0.72,66.96
2018-06-15,82,72.0,,0.72,59.04
2018-06-16,82,72.0,,0.72,59.04
2018-06-17,77,72.0,,0.72,55.44
2018-06-18,83,72.0,,0.72,59.76
2018-06-19,87,72.0,,0.72,62.64
2018-06-20,95,72.0,,0.72,68.39999999999999
2018-06-21,91,72.0,,0.72,65.52
2018-06-22,96,72.0,,0.72,69.12
2018-06-23,90,72.0,,0.72,64.8
2018-06-24,78,72.0,,0.72,56.16
2018-06-25,90,72.0,,0.72,64.8
2018-06-26,98,72.0,,0.72,70.56
2018-06-27,98,72.0,,0.72,70.56
2018-06-28,100,72.0,,0.72,72.0
2018-06-29,89,72.0,,0.72,64.08
2018-06-30,78,72.0,,0.72,56.16
2018-07-01,100,57.0,False,0.57,56.99999999999999
2018-07-02,100,57.0,,0.57,56.99999999999999
2018-07-03,84,57.0,,0.57,47.879999999999995
2018-07-04,82,57.0,,0.57,46.739999999999995
2018-07-05,95,57.0,,0.57,54.15
2018-07-06,89,57.0,,0.57,50.73
2018-07-07,80,57.0,,0.57,45.599999999999994
2018-07-08,75,57.0,,0.57,42.74999999999999
2018-07-09,90,57.0,,0.57,51.3
2018-07-10,84,57.0,,0.57,47.879999999999995
2018-07-11,88,57.0,,0.57,50.16
2018-07-12,80,57.0,,0.57,45.599999999999994
2018-07-13,90,57.0,,0.57,51.3
2018-07-14,73,57.0,,0.57,41.61
2018-07-15,76,57.0,,0.57,43.31999999999999
2018-07-16,84,57.0,,0.57,47.879999999999995
2018-07-17,90,57.0,,0.57,51.3
2018-07-18,85,57.0,,0.57,48.449999999999996
2018-07-19,92,57.0,,0.57,52.44
2018-07-20,88,57.0,,0.57,50.16
2018-07-21,82,57.0,,0.57,46.739999999999995
2018-07-22,78,57.0,,0.57,44.459999999999994
2018-07-23,78,57.0,,0.57,44.459999999999994
2018-07-24,85,57.0,,0.57,48.449999999999996
2018-07-25,78,57.0,,0.57,44.459999999999994
2018-07-26,89,57.0,,0.57,50.73
2018-07-27,85,57.0,,0.57,48.449999999999996
2018-07-28,83,57.0,,0.57,47.309999999999995
2018-07-29,74,57.0,,0.57,42.18
2018-07-30,87,57.0,,0.57,49.589999999999996
2018-07-31,90,57.0,,0.57,51.3
2018-08-01,91,56.0,False,0.56,50.96000000000001
2018-08-02,90,56.0,,0.56,50.400000000000006
2018-08-03,86,56.0,,0.56,48.160000000000004
2018-08-04,81,56.0,,0.56,45.36000000000001
2018-08-05,82,56.0,,0.56,45.92
2018-08-06,89,56.0,,0.56,49.84
2018-08-07,83,56.0,,0.56,46.480000000000004
2018-08-08,89,56.0,,0.56,49.84
2018-08-09,81,56.0,,0.56,45.36000000000001
2018-08-10,90,56.0,,0.56,50.400000000000006
2018-08-11,86,56.0,,0.56,48.160000000000004
2018-08-12,80,56.0,,0.56,44.800000000000004
2018-08-13,89,56.0,,0.56,49.84
2018-08-14,88,56.0,,0.56,49.28
2018-08-15,82,56.0,,0.56,45.92
2018-08-16,85,56.0,,0.56,47.6
2018-08-17,80,56.0,,0.56,44.800000000000004
2018-08-18,83,56.0,,0.56,46.480000000000004
2018-08-19,79,56.0,,0.56,44.24
2018-08-20,88,56.0,,0.56,49.28
2018-08-21,87,56.0,,0.56,48.720000000000006
2018-08-22,88,56.0,,0.56,49.28
2018-08-23,84,56.0,,0.56,47.040000000000006
2018-08-24,86,56.0,,0.56,48.160000000000004
2018-08-25,80,56.0,,0.56,44.800000000000004
2018-08-26,77,56.0,,0.56,43.120000000000005
2018-08-27,92,56.0,,0.56,51.52
2018-08-28,98,56.0,,0.56,54.88
2018-08-29,90,56.0,,0.56,50.400000000000006
2018-08-30,91,56.0,,0.56,50.96000000000001
2018-08-31,100,56.0,,0.56,56.00000000000001
2018-09-01,71,67.0,False,0.67,47.57
2018-09-02,79,67.0,,0.67,52.93
2018-09-03,79,67.0,,0.67,52.93
2018-09-04,95,67.0,,0.67,63.650000000000006
2018-09-05,93,67.0,,0.67,62.31
2018-09-06,94,67.0,,0.67,62.980000000000004
2018-09-07,94,67.0,,0.67,62.980000000000004
2018-09-08,78,67.0,,0.67,52.260000000000005
2018-09-09,79,67.0,,0.67,52.93
2018-09-10,88,67.0,,0.67,58.96
2018-09-11,93,67.0,,0.67,62.31
2018-09-12,91,67.0,,0.67,60.970000000000006
2018-09-13,89,67.0,,0.67,59.63
2018-09-14,89,67.0,,0.67,59.63
2018-09-15,83,67.0,,0.67,55.61000000000001
2018-09-16,73,67.0,,0.67,48.910000000000004
2018-09-17,92,67.0,,0.67,61.64
2018-09-18,95,67.0,,0.67,63.650000000000006
2018-09-19,95,67.0,,0.67,63.650000000000006
2018-09-20,100,67.0,,0.67,67.0
2018-09-21,96,67.0,,0.67,64.32000000000001
2018-09-22,74,67.0,,0.67,49.580000000000005
2018-09-23,71,67.0,,0.67,47.57
2018-09-24,94,67.0,,0.67,62.980000000000004
2018-09-25,100,67.0,,0.67,67.0
2018-09-26,89,67.0,,0.67,59.63
2018-09-27,88,67.0,,0.67,58.96
2018-09-28,96,67.0,,0.67,64.32000000000001
2018-09-29,88,67.0,,0.67,58.96
2018-09-30,83,67.0,,0.67,55.61000000000001
2018-10-01,84,71.0,False,0.71,59.64
2018-10-02,83,71.0,,0.71,58.93
2018-10-03,84,71.0,,0.71,59.64
2018-10-04,82,71.0,,0.71,58.22
2018-10-05,86,71.0,,0.71,61.059999999999995
2018-10-06,67,71.0,,0.71,47.57
2018-10-07,70,71.0,,0.71,49.699999999999996
2018-10-08,82,71.0,,0.71,58.22
2018-10-09,85,71.0,,0.71,60.349999999999994
2018-10-10,80,71.0,,0.71,56.8
2018-10-11,78,71.0,,0.71,55.379999999999995
2018-10-12,82,71.0,,0.71,58.22
2018-10-13,66,71.0,,0.71,46.86
2018-10-14,62,71.0,,0.71,44.019999999999996
2018-10-15,86,71.0,,0.71,61.059999999999995
2018-10-16,93,71.0,,0.71,66.03
2018-10-17,86,71.0,,0.71,61.059999999999995
2018-10-18,91,71.0,,0.71,64.61
2018-10-19,100,71.0,,0.71,71.0
2018-10-20,79,71.0,,0.71,56.089999999999996
2018-10-21,72,71.0,,0.71,51.12
2018-10-22,82,71.0,,0.71,58.22
2018-10-23,86,71.0,,0.71,61.059999999999995
2018-10-24,84,71.0,,0.71,59.64
2018-10-25,94,71.0,,0.71,66.74
2018-10-26,84,71.0,,0.71,59.64
2018-10-27,80,71.0,,0.71,56.8
2018-10-28,73,71.0,,0.71,51.83
2018-10-29,87,71.0,,0.71,61.769999999999996
2018-10-30,99,71.0,,0.71,70.28999999999999
2018-10-31,93,71.0,,0.71,66.03
2018-11-01,61,79.0,False,0.79,48.190000000000005
2018-11-02,60,79.0,,0.79,47.400000000000006
2018-11-03,55,79.0,,0.79,43.45
2018-11-04,48,79.0,,0.79,37.92
2018-11-05,60,79.0,,0.79,47.400000000000006
2018-11-06,65,79.0,,0.79,51.35
2018-11-07,62,79.0,,0.79,48.980000000000004
2018-11-08,65,79.0,,0.79,51.35
2018-11-09,62,79.0,,0.79,48.980000000000004
2018-11-10,52,79.0,,0.79,41.08
2018-11-11,47,79.0,,0.79,37.13
2018-11-12,60,79.0,,0.79,47.400000000000006
2018-11-13,62,79.0,,0.79,48.980000000000004
2018-11-14,70,79.0,,0.79,55.300000000000004
2018-11-15,100,79.0,,0.79,79.0
2018-11-16,67,79.0,,0.79,52.93
2018-11-17,50,79.0,,0.79,39.5
2018-11-18,50,79.0,,0.79,39.5
2018-11-19,64,79.0,,0.79,50.56
2018-11-20,67,79.0,,0.79,52.93
2018-11-21,57,79.0,,0.79,45.03
2018-11-22,61,79.0,,0.79,48.190000000000005
2018-11-23,63,79.0,,0.79,49.77
2018-11-24,53,79.0,,0.79,41.870000000000005
2018-11-25,51,79.0,,0.79,40.29
2018-11-26,56,79.0,,0.79,44.24
2018-11-27,65,79.0,,0.79,51.35
2018-11-28,67,79.0,,0.79,52.93
2018-11-29,65,79.0,,0.79,51.35
2018-11-30,65,79.0,,0.79,51.35
2018-12-01,100,73.0,False,0.73,73.0
2018-12-02,89,73.0,,0.73,64.97
2018-12-03,91,73.0,,0.73,66.42999999999999
2018-12-04,100,73.0,,0.73,73.0
2018-12-05,83,73.0,,0.73,60.589999999999996
2018-12-06,95,73.0,,0.73,69.35
2018-12-07,88,73.0,,0.73,64.24
2018-12-08,75,73.0,,0.73,54.75
2018-12-09,78,73.0,,0.73,56.94
2018-12-10,85,73.0,,0.73,62.05
2018-12-11,87,73.0,,0.73,63.51
2018-12-12,90,73.0,,0.73,65.7
2018-12-13,91,73.0,,0.73,66.42999999999999
2018-12-14,98,73.0,,0.73,71.53999999999999
2018-12-15,74,73.0,,0.73,54.019999999999996
2018-12-16,71,73.0,,0.73,51.83
2018-12-17,90,73.0,,0.73,65.7
2018-12-18,90,73.0,,0.73,65.7
2018-12-19,87,73.0,,0.73,63.51
2018-12-20,91,73.0,,0.73,66.42999999999999
2018-12-21,98,73.0,,0.73,71.53999999999999
2018-12-22,73,73.0,,0.73,53.29
2018-12-23,75,73.0,,0.73,54.75
2018-12-24,84,73.0,,0.73,61.32
2018-12-25,72,73.0,,0.73,52.56
2018-12-26,92,73.0,,0.73,67.16
2018-12-27,92,73.0,,0.73,67.16
2018-12-28,86,73.0,,0.73,62.78
2018-12-29,79,73.0,,0.73,57.67
2018-12-30,74,73.0,,0.73,54.019999999999996
2018-12-31,83,73.0,,0.73,60.589999999999996
2019-01-01,63,88.0,False,0.88,55.44
2019-01-02,69,88.0,,0.88,60.72
2019-01-03,67,88.0,,0.88,58.96
2019-01-04,73,88.0,,0.88,64.24
2019-01-05,65,88.0,,0.88,57.2
2019-01-06,56,88.0,,0.88,49.28
2019-01-07,62,88.0,,0.88,54.56
2019-01-08,71,88.0,,0.88,62.48
2019-01-09,71,88.0,,0.88,62.48
2019-01-10,68,88.0,,0.88,59.84
2019-01-11,73,88.0,,0.88,64.24
2019-01-12,56,88.0,,0.88,49.28
2019-01-13,58,88.0,,0.88,51.04
2019-01-14,100,88.0,,0.88,88.0
2019-01-15,94,88.0,,0.88,82.72
2019-01-16,78,88.0,,0.88,68.64
2019-01-17,73,88.0,,0.88,64.24
2019-01-18,77,88.0,,0.88,67.76
2019-01-19,64,88.0,,0.88,56.32
2019-01-20,60,88.0,,0.88,52.8
2019-01-21,56,88.0,,0.88,49.28
2019-01-22,77,88.0,,0.88,67.76
2019-01-23,74,88.0,,0.88,65.12
2019-01-24,74,88.0,,0.88,65.12
2019-01-25,77,88.0,,0.88,67.76
2019-01-26,69,88.0,,0.88,60.72
2019-01-27,62,88.0,,0.88,54.56
2019-01-28,74,88.0,,0.88,65.12
2019-01-29,97,88.0,,0.88,85.36
2019-01-30,86,88.0,,0.88,75.68
2019-01-31,76,88.0,,0.88,66.88
2019-02-01,75,81.0,False,0.81,60.75000000000001
2019-02-02,56,81.0,,0.81,45.36
2019-02-03,50,81.0,,0.81,40.5
2019-02-04,52,81.0,,0.81,42.120000000000005
2019-02-05,59,81.0,,0.81,47.790000000000006
2019-02-06,57,81.0,,0.81,46.17
2019-02-07,58,81.0,,0.81,46.980000000000004
2019-02-08,54,81.0,,0.81,43.74
2019-02-09,46,81.0,,0.81,37.260000000000005
2019-02-10,52,81.0,,0.81,42.120000000000005
2019-02-11,72,81.0,,0.81,58.32000000000001
2019-02-12,63,81.0,,0.81,51.03
2019-02-13,63,81.0,,0.81,51.03
2019-02-14,60,81.0,,0.81,48.6
2019-02-15,57,81.0,,0.81,46.17
2019-02-16,49,81.0,,0.81,39.690000000000005
2019-02-17,50,81.0,,0.81,40.5
2019-02-18,54,81.0,,0.81,43.74
2019-02-19,58,81.0,,0.81,46.980000000000004
2019-02-20,59,81.0,,0.81,47.790000000000006
2019-02-21,100,81.0,,0.81,81.0
2019-02-22,85,81.0,,0.81,68.85000000000001
2019-02-23,51,81.0,,0.81,41.31
2019-02-24,53,81.0,,0.81,42.93
2019-02-25,61,81.0,,0.81,49.410000000000004
2019-02-26,56,81.0,,0.81,45.36
2019-02-27,61,81.0,,0.81,49.410000000000004
2019-02-28,59,81.0,,0.81,47.790000000000006
2019-03-01,100,73.0,False,0.73,73.0
2019-03-02,84,73.0,,0.73,61.32
2019-03-03,73,73.0,,0.73,53.29
2019-03-04,91,73.0,,0.73,66.42999999999999
2019-03-05,85,73.0,,0.73,62.05
2019-03-06,89,73.0,,0.73,64.97
2019-03-07,87,73.0,,0.73,63.51
2019-03-08,89,73.0,,0.73,64.97
2019-03-09,85,73.0,,0.73,62.05
2019-03-10,70,73.0,,0.73,51.1
2019-03-11,84,73.0,,0.73,61.32
2019-03-12,94,73.0,,0.73,68.62
2019-03-13,85,73.0,,0.73,62.05
2019-03-14,80,73.0,,0.73,58.4
2019-03-15,89,73.0,,0.73,64.97
2019-03-16,74,73.0,,0.73,54.019999999999996
2019-03-17,73,73.0,,0.73,53.29
2019-03-18,88,73.0,,0.73,64.24
2019-03-19,87,73.0,,0.73,63.51
2019-03-20,87,73.0,,0.73,63.51
2019-03-21,88,73.0,,0.73,64.24
2019-03-22,87,73.0,,0.73,63.51
2019-03-23,72,73.0,,0.73,52.56
2019-03-24,64,73.0,,0.73,46.72
2019-03-25,77,73.0,,0.73,56.21
2019-03-26,86,73.0,,0.73,62.78
2019-03-27,89,73.0,,0.73,64.97
2019-03-28,89,73.0,,0.73,64.97
2019-03-29,87,73.0,,0.73,63.51
2019-03-30,65,73.0,,0.73,47.449999999999996
2019-03-31,74,73.0,,0.73,54.019999999999996
2019-04-01,86,74.0,False,0.74,63.64
2019-04-02,84,74.0,,0.74,62.16
2019-04-03,88,74.0,,0.74,65.12
2019-04-04,86,74.0,,0.74,63.64
2019-04-05,89,74.0,,0.74,65.86
2019-04-06,74,74.0,,0.74,54.76
2019-04-07,72,74.0,,0.74,53.28
2019-04-08,87,74.0,,0.74,64.38
2019-04-09,84,74.0,,0.74,62.16
2019-04-10,88,74.0,,0.74,65.12
2019-04-11,85,74.0,,0.74,62.9
2019-04-12,87,74.0,,0.74,64.38
2019-04-13,76,74.0,,0.74,56.24
2019-04-14,72,74.0,,0.74,53.28
2019-04-15,79,74.0,,0.74,58.46
2019-04-16,91,74.0,,0.74,67.34
2019-04-17,94,74.0,,0.74,69.56
2019-04-18,82,74.0,,0.74,60.68
2019-04-19,78,74.0,,0.74,57.72
2019-04-20,70,74.0,,0.74,51.8
2019-04-21,67,74.0,,0.74,49.58
2019-04-22,89,74.0,,0.74,65.86
2019-04-23,92,74.0,,0.74,68.08
2019-04-24,100,74.0,,0.74,74.0
2019-04-25,86,74.0,,0.74,63.64
2019-04-26,86,74.0,,0.74,63.64
2019-04-27,71,74.0,,0.74,52.54
2019-04-28,71,74.0,,0.74,52.54
2019-04-29,87,74.0,,0.74,64.38
2019-04-30,89,74.0,,0.74,65.86
2019-05-01,90,71.0,False,0.71,63.9
2019-05-02,94,71.0,,0.71,66.74
2019-05-03,90,71.0,,0.71,63.9
2019-05-04,72,71.0,,0.71,51.12
2019-05-05,71,71.0,,0.71,50.41
2019-05-06,97,71.0,,0.71,68.86999999999999
2019-05-07,81,71.0,,0.71,57.51
2019-05-08,92,71.0,,0.71,65.32
2019-05-09,88,71.0,,0.71,62.48
2019-05-10,95,71.0,,0.71,67.45
2019-05-11,76,71.0,,0.71,53.959999999999994
2019-05-12,73,71.0,,0.71,51.83
2019-05-13,98,71.0,,0.71,69.58
2019-05-14,93,71.0,,0.71,66.03
2019-05-15,97,71.0,,0.71,68.86999999999999
2019-05-16,97,71.0,,0.71,68.86999999999999
2019-05-17,100,71.0,,0.71,71.0
2019-05-18,80,71.0,,0.71,56.8
2019-05-19,77,71.0,,0.71,54.669999999999995
2019-05-20,89,71.0,,0.71,63.19
2019-05-21,93,71.0,,0.71,66.03
2019-05-22,93,71.0,,0.71,66.03
2019-05-23,85,71.0,,0.71,60.349999999999994
2019-05-24,94,71.0,,0.71,66.74
2019-05-25,72,71.0,,0.71,51.12
2019-05-26,71,71.0,,0.71,50.41
2019-05-27,67,71.0,,0.71,47.57
2019-05-28,94,71.0,,0.71,66.74
2019-05-29,90,71.0,,0.71,63.9
2019-05-30,88,71.0,,0.71,62.48
2019-05-31,85,71.0,,0.71,60.349999999999994
2019-06-01,80,65.0,False,0.65,52.0
2019-06-02,75,65.0,,0.65,48.75
2019-06-03,82,65.0,,0.65,53.300000000000004
2019-06-04,92,65.0,,0.65,59.800000000000004
2019-06-05,89,65.0,,0.65,57.85
2019-06-06,77,65.0,,0.65,50.050000000000004
2019-06-07,97,65.0,,0.65,63.050000000000004
2019-06-08,76,65.0,,0.65,49.4
2019-06-09,70,65.0,,0.65,45.5
2019-06-10,90,65.0,,0.65,58.5
2019-06-11,90,65.0,,0.65,58.5
2019-06-12,98,65.0,,0.65,63.7
2019-06-13,90,65.0,,0.65,58.5
2019-06-14,84,65.0,,0.65,54.6
2019-06-15,77,65.0,,0.65,50.050000000000004
2019-06-16,74,65.0,,0.65,48.1
2019-06-17,100,65.0,,0.65,65.0
2019-06-18,88,65.0,,0.65,57.2
2019-06-19,87,65.0,,0.65,56.550000000000004
2019-06-20,90,65.0,,0.65,58.5
2019-06-21,92,65.0,,0.65,59.800000000000004
2019-06-22,75,65.0,,0.65,48.75
2019-06-23,75,65.0,,0.65,48.75
2019-06-24,87,65.0,,0.65,56.550000000000004
2019-06-25,85,65.0,,0.65,55.25
2019-06-26,78,65.0,,0.65,50.7
2019-06-27,84,65.0,,0.65,54.6
2019-06-28,90,65.0,,0.65,58.5
2019-06-29,70,65.0,,0.65,45.5
2019-06-30,73,65.0,,0.65,47.45
2019-07-01,76,68.0,False,0.68,51.68000000000001
2019-07-02,73,68.0,,0.68,49.64
2019-07-03,63,68.0,,0.68,42.84
2019-07-04,67,68.0,,0.68,45.56
2019-07-05,64,68.0,,0.68,43.52
2019-07-06,100,68.0,,0.68,68.0
2019-07-07,64,68.0,,0.68,43.52
2019-07-08,79,68.0,,0.68,53.720000000000006
2019-07-09,73,68.0,,0.68,49.64
2019-07-10,75,68.0,,0.68,51.00000000000001
2019-07-11,71,68.0,,0.68,48.28
2019-07-12,77,68.0,,0.68,52.36000000000001
2019-07-13,71,68.0,,0.68,48.28
2019-07-14,62,68.0,,0.68,42.160000000000004
2019-07-15,70,68.0,,0.68,47.6
2019-07-16,69,68.0,,0.68,46.92
2019-07-17,73,68.0,,0.68,49.64
2019-07-18,70,68.0,,0.68,47.6
2019-07-19,68,68.0,,0.68,46.24
2019-07-20,65,68.0,,0.68,44.2
2019-07-21,56,68.0,,0.68,38.080000000000005
2019-07-22,72,68.0,,0.68,48.96
2019-07-23,73,68.0,,0.68,49.64
2019-07-24,71,68.0,,0.68,48.28
2019-07-25,57,68.0,,0.68,38.760000000000005
2019-07-26,62,68.0,,0.68,42.160000000000004
2019-07-27,58,68.0,,0.68,39.440000000000005
2019-07-28,57,68.0,,0.68,38.760000000000005
2019-07-29,64,68.0,,0.68,43.52
2019-07-30,84,68.0,,0.68,57.120000000000005
2019-07-31,66,68.0,,0.68,44.88
2019-08-01,89,60.0,False,0.6,53.4
2019-08-02,84,60.0,,0.6,50.4
2019-08-03,70,60.0,,0.6,42.0
2019-08-04,71,60.0,,0.6,42.6
2019-08-05,85,60.0,,0.6,51.0
2019-08-06,86,60.0,,0.6,51.6
2019-08-07,84,60.0,,0.6,50.4
2019-08-08,91,60.0,,0.6,54.6
2019-08-09,81,60.0,,0.6,48.6
2019-08-10,74,60.0,,0.6,44.4
2019-08-11,72,60.0,,0.6,43.199999999999996
2019-08-12,97,60.0,,0.6,58.199999999999996
2019-08-13,91,60.0,,0.6,54.6
2019-08-14,85,60.0,,0.6,51.0
2019-08-15,100,60.0,,0.6,60.0
2019-08-16,91,60.0,,0.6,54.6
2019-08-17,79,60.0,,0.6,47.4
2019-08-18,82,60.0,,0.6,49.199999999999996
2019-08-19,89,60.0,,0.6,53.4
2019-08-20,91,60.0,,0.6,54.6
2019-08-21,89,60.0,,0.6,53.4
2019-08-22,83,60.0,,0.6,49.8
2019-08-23,85,60.0,,0.6,51.0
2019-08-24,79,60.0,,0.6,47.4
2019-08-25,68,60.0,,0.6,40.8
2019-08-26,85,60.0,,0.6,51.0
2019-08-27,97,60.0,,0.6,58.199999999999996
2019-08-28,91,60.0,,0.6,54.6
2019-08-29,91,60.0,,0.6,54.6
