gvkey,datadate,fqtr,tic,conm,net_income,revenue,total_assets,shareholders_equity,total_liabilities,total_debt,sales,operating_activities_cf,capital_expenditures,interest_expense,common_shares_outstanding,earnings_per_share,dividends_per_share
001690,2019-06-30,3,AAPL,APPLE INC,10044.0,53809.0,322239.0,96456.0,225783.0,84936.0,53809.0,49481.0,7718.0,866.0,4531.395,2.2,0.77
001690,2019-09-30,4,AAPL,APPLE INC,13686.0,64040.0,338516.0,90488.0,248028.0,91807.0,64040.0,69391.0,10495.0,810.0,4443.236,3.05,0.77
001690,2019-12-31,1,AAPL,APPLE INC,22236.0,91819.0,340618.0,89531.0,251087.0,100278.0,91819.0,30516.0,2107.0,785.0,4384.959,5.04,0.77
001690,2020-03-31,2,AAPL,APPLE INC,11249.0,58313.0,320400.0,78425.0,241975.0,97136.0,58313.0,43827.0,3960.0,757.0,4323.987,2.58,0.77
001690,2020-06-30,3,AAPL,APPLE INC,11253.0,59685.0,317344.0,72282.0,245062.0,102138.0,59685.0,60098.0,5525.0,697.0,4283.939,2.61,0.82
001690,2020-09-30,4,AAPL,APPLE INC,12673.0,64698.0,323888.0,65339.0,258549.0,107049.0,64698.0,80674.0,7309.0,634.0,16976.763,0.74,0.205
001690,2020-12-31,1,AAPL,APPLE INC,28755.0,111439.0,354054.0,66224.0,287830.0,99281.0,111439.0,38763.0,3500.0,638.0,16823.263,1.7,0.205
001690,2021-03-31,2,AAPL,APPLE INC,23630.0,89584.0,337158.0,69178.0,267980.0,108642.0,89584.0,62744.0,5769.0,670.0,16686.305,1.41,0.205
001690,2021-06-30,3,AAPL,APPLE INC,21744.0,81434.0,329840.0,64280.0,265560.0,105752.0,81434.0,83838.0,7862.0,665.0,16556.942,1.31,0.22
001690,2021-09-30,4,AAPL,APPLE INC,20551.0,83360.0,351002.0,63090.0,287912.0,119381.0,83360.0,104038.0,11085.0,672.0,16426.786,1.25,0.22
001690,2021-12-31,1,AAPL,APPLE INC,34630.0,123945.0,381191.0,71932.0,309259.0,106629.0,123945.0,46966.0,2803.0,694.0,16340.851,2.11,0.22
001690,2022-03-31,2,AAPL,APPLE INC,25010.0,97278.0,350662.0,67399.0,283263.0,103323.0,97278.0,75132.0,5317.0,691.0,16207.568,1.54,0.22
001690,2022-06-30,3,AAPL,APPLE INC,19442.0,82959.0,336309.0,58107.0,278202.0,94700.0,82959.0,98024.0,7419.0,719.0,16095.378,1.2,0.23
001690,2022-09-30,4,AAPL,APPLE INC,20721.0,90146.0,352755.0,50672.0,302083.0,109707.0,90146.0,122151.0,10708.0,827.0,15943.425,1.29,0.23
001690,2022-12-31,1,AAPL,APPLE INC,29998.0,117154.0,346747.0,56727.0,290020.0,99627.0,117154.0,34005.0,3787.0,1003.0,15842.407,1.89,0.23
001690,2023-03-31,2,AAPL,APPLE INC,24160.0,94836.0,332160.0,62158.0,270002.0,97041.0,94836.0,62565.0,6703.0,930.0,15723.406,1.53,0.23
001690,2023-06-30,3,AAPL,APPLE INC,19881.0,81797.0,335038.0,60274.0,274764.0,98071.0,81797.0,88945.0,8796.0,998.0,15647.868,1.27,0.24
001690,2023-09-30,4,AAPL,APPLE INC,22956.0,89498.0,352583.0,62146.0,290437.0,106548.0,89498.0,110543.0,10959.0,1002.0,15550.061,1.47,0.24
001690,2023-12-31,1,AAPL,APPLE INC,33916.0,119575.0,353514.0,74100.0,279414.0,95088.0,119575.0,39895.0,2392.0,,15460.223,2.19,0.24
001602,2013-03-31,1,AMGN,AMGEN INC,1434.0,4238.0,51640.0,19491.0,32149.0,23885.0,4238.0,1049.0,158.0,263.0,749.6,1.91,0.47
001602,2013-06-30,2,AMGN,AMGEN INC,1258.0,4679.0,52610.0,20594.0,32016.0,23908.0,4679.0,2649.0,317.0,241.0,752.9,1.67,0.47
001602,2013-09-30,3,AMGN,AMGEN INC,1368.0,4748.0,57073.0,21728.0,35345.0,27178.0,4748.0,4456.0,492.0,257.0,754.1,1.81,0.47
001602,2013-12-31,4,AMGN,AMGEN INC,1021.0,5011.0,66125.0,22096.0,44029.0,29623.0,5011.0,6291.0,693.0,261.0,754.6,1.35,0.47
001602,2014-03-31,1,AMGN,AMGEN INC,1073.0,4521.0,67004.0,22741.0,44263.0,29519.0,4521.0,1142.0,172.0,259.0,756.9,1.42,0.61
001602,2014-06-30,2,AMGN,AMGEN INC,1547.0,5180.0,69534.0,24382.0,45152.0,30828.0,5180.0,3369.0,345.0,282.0,759.4,2.04,0.61
001602,2014-09-30,3,AMGN,AMGEN INC,1244.0,5031.0,70775.0,25325.0,45450.0,30480.0,5031.0,6110.0,515.0,269.0,760.6,1.63,0.61
001602,2014-12-31,4,AMGN,AMGEN INC,1294.0,5331.0,69009.0,25778.0,43231.0,30215.0,5331.0,8555.0,718.0,261.0,760.4,1.7,0.61
001602,2015-03-31,1,AMGN,AMGEN INC,1623.0,5033.0,68952.0,26506.0,42446.0,29841.0,5033.0,1329.0,118.0,252.0,760.4,2.13,0.79
001602,2015-06-30,2,AMGN,AMGEN INC,1653.0,5370.0,71209.0,27484.0,43725.0,30702.0,5370.0,4143.0,251.0,277.0,759.1,2.18,0.79
001602,2015-09-30,3,AMGN,AMGEN INC,1863.0,5723.0,71869.0,27967.0,43902.0,30511.0,5723.0,7017.0,389.0,282.0,754.9,2.46,0.79
001602,2015-12-31,4,AMGN,AMGEN INC,1800.0,5536.0,71576.0,28083.0,43493.0,29306.0,5536.0,9077.0,594.0,284.0,754.0,2.39,0.79
001602,2016-03-31,1,AMGN,AMGEN INC,1900.0,5527.0,75116.0,28682.0,46434.0,32060.0,5527.0,1915.0,156.0,294.0,751.3,2.52,1.0
001602,2016-06-30,2,AMGN,AMGEN INC,1870.0,5688.0,75471.0,30133.0,45338.0,27928.0,5688.0,4592.0,344.0,313.0,748.9,2.49,1.0
001602,2016-09-30,3,AMGN,AMGEN INC,2017.0,5811.0,78150.0,30773.0,47377.0,30526.0,5811.0,7254.0,511.0,325.0,744.8,2.7,1.0
001602,2016-12-31,4,AMGN,AMGEN INC,1935.0,5965.0,77626.0,29875.0,47751.0,30193.0,5965.0,10354.0,738.0,328.0,738.2,2.61,1.0
001602,2017-03-31,1,AMGN,AMGEN INC,2071.0,5464.0,77862.0,30637.0,47225.0,30293.0,5464.0,2385.0,168.0,326.0,736.1,2.81,1.15
001602,2017-06-30,2,AMGN,AMGEN INC,2151.0,5810.0,79587.0,31722.0,47865.0,33603.0,5810.0,4711.0,353.0,321.0,730.7,2.93,1.15
001602,2017-09-30,3,AMGN,AMGEN INC,2021.0,5773.0,80331.0,32229.0,48102.0,33777.0,5773.0,8165.0,511.0,325.0,726.6,2.78,1.15
001602,2017-12-31,4,AMGN,AMGEN INC,-4264.0,5802.0,79954.0,25241.0,54713.0,34190.0,5802.0,11177.0,664.0,332.0,722.2,-5.89,1.15
001602,2018-03-31,1,AMGN,AMGEN INC,2311.0,5554.0,71164.0,15620.0,55544.0,33358.0,5554.0,2727.0,155.0,338.0,666.4,3.27,1.32
001602,2018-06-30,2,AMGN,AMGEN INC,2296.0,6059.0,67684.0,14909.0,52775.0,30209.0,6059.0,4829.0,342.0,347.0,649.0,3.5,1.32
001602,2018-09-30,3,AMGN,AMGEN INC,1859.0,5904.0,67333.0,14349.0,52984.0,29350.0,5904.0,8102.0,513.0,355.0,640.5,2.88,1.32
001602,2018-12-31,4,AMGN,AMGEN INC,1928.0,6230.0,66416.0,12500.0,53916.0,29510.0,6230.0,11296.0,738.0,352.0,629.6,3.04,1.32
001602,2019-03-31,1,AMGN,AMGEN INC,1992.0,5557.0,63997.0,10832.0,53165.0,29687.0,5557.0,1845.0,116.0,343.0,614.4,3.2,1.45
001602,2019-06-30,2,AMGN,AMGEN INC,2179.0,5871.0,59373.0,10794.0,48579.0,28161.0,5871.0,3259.0,260.0,332.0,602.1,3.59,1.45
001602,2019-09-30,3,AMGN,AMGEN INC,1968.0,5737.0,59535.0,10927.0,48608.0,28093.0,5737.0,6636.0,430.0,313.0,596.2,3.29,1.45
001602,2019-12-31,4,AMGN,AMGEN INC,1703.0,6197.0,59707.0,9673.0,50034.0,27338.0,6197.0,9150.0,618.0,301.0,591.4,2.87,1.45
001602,2020-03-31,1,AMGN,AMGEN INC,1825.0,6161.0,61669.0,9485.0,52184.0,30008.0,6161.0,2134.0,142.0,346.0,588.0,3.09,1.6
001602,2020-06-30,2,AMGN,AMGEN INC,1803.0,6206.0,65011.0,10659.0,54352.0,34133.0,6206.0,4976.0,300.0,296.0,586.4,3.07,1.6
001602,2020-09-30,3,AMGN,AMGEN INC,2021.0,6423.0,64637.0,10959.0,53678.0,34196.0,6423.0,8344.0,435.0,302.0,583.5,3.45,1.6
001602,2020-12-31,4,AMGN,AMGEN INC,1615.0,6634.0,62948.0,9409.0,53539.0,33201.0,6634.0,10497.0,608.0,318.0,578.3,2.78,1.6
001602,2021-03-31,1,AMGN,AMGEN INC,1646.0,5901.0,62539.0,9334.0,53205.0,31129.0,5901.0,2104.0,166.0,285.0,575.3,2.85,1.76
001602,2021-06-30,2,AMGN,AMGEN INC,464.0,6526.0,59773.0,8247.0,51526.0,28458.0,6526.0,4035.0,351.0,281.0,569.6,0.81,1.76
001602,2021-09-30,3,AMGN,AMGEN INC,1884.0,6706.0,64993.0,8217.0,56776.0,33291.0,6706.0,6453.0,593.0,296.0,565.0,3.32,1.76
001602,2021-12-31,4,AMGN,AMGEN INC,1899.0,6846.0,61165.0,6700.0,54465.0,33747.0,6846.0,9261.0,880.0,335.0,558.3,3.38,1.76
001602,2022-03-31,1,AMGN,AMGEN INC,1476.0,6238.0,59196.0,916.0,58280.0,36010.0,6238.0,2164.0,190.0,295.0,534.2,2.69,1.94
001602,2022-06-30,2,AMGN,AMGEN INC,1317.0,6594.0,59294.0,2419.0,56875.0,35705.0,6594.0,4094.0,436.0,328.0,534.9,2.46,1.94
001602,2022-09-30,3,AMGN,AMGEN INC,2143.0,6652.0,63700.0,3653.0,60047.0,37161.0,6652.0,7072.0,596.0,368.0,533.5,4.01,1.94
001602,2022-12-31,4,AMGN,AMGEN INC,1616.0,6839.0,65121.0,3661.0,61460.0,37893.0,6839.0,9721.0,936.0,415.0,534.0,3.02,1.94
001602,2023-03-31,1,AMGN,AMGEN INC,2841.0,6105.0,88720.0,5348.0,83372.0,60761.0,6105.0,1064.0,344.0,543.0,534.3,5.32,2.13
001602,2023-06-30,2,AMGN,AMGEN INC,1379.0,6986.0,90269.0,6781.0,83488.0,59377.0,6986.0,5173.0,615.0,752.0,534.9,2.58,2.13
001602,2023-09-30,3,AMGN,AMGEN INC,1730.0,6903.0,90534.0,7656.0,82878.0,59040.0,6903.0,7933.0,863.0,759.0,535.1,3.23,2.13
001602,2023-12-31,4,AMGN,AMGEN INC,767.0,8196.0,97154.0,6232.0,90922.0,63861.0,8196.0,8471.0,1112.0,821.0,535.4,1.43,2.13
001447,2013-03-31,1,AXP,AMERICAN EXPRESS CO,1280.0,8400.0,156855.0,19290.0,137565.0,56366.0,8400.0,7547.0,208.0,242.0,1098.0,1.15,0.2
001447,2013-06-30,2,AXP,AMERICAN EXPRESS CO,1405.0,8737.0,151933.0,19034.0,132899.0,52675.0,8737.0,10229.0,482.0,225.0,1084.0,1.28,0.2
001447,2013-09-30,3,AXP,AMERICAN EXPRESS CO,1366.0,8785.0,150103.0,19216.0,130887.0,52529.0,8785.0,8203.0,709.0,229.0,1071.0,1.26,0.23
001447,2013-12-31,4,AXP,AMERICAN EXPRESS CO,1308.0,9010.0,153375.0,19496.0,133879.0,45481.0,9010.0,8547.0,1078.0,215.0,1064.0,1.22,0.23
001447,2014-03-31,1,AXP,AMERICAN EXPRESS CO,1432.0,8612.0,151497.0,19977.0,131520.0,54095.0,8612.0,3285.0,228.0,210.0,1059.0,1.34,0.23
001447,2014-06-30,2,AXP,AMERICAN EXPRESS CO,1529.0,9074.0,152384.0,20213.0,132171.0,54836.0,9074.0,4885.0,546.0,210.0,1046.0,1.44,0.23
001447,2014-09-30,3,AXP,AMERICAN EXPRESS CO,1477.0,8723.0,153862.0,20216.0,133646.0,55712.0,8723.0,8586.0,857.0,190.0,1035.0,1.41,0.26
001447,2014-12-31,4,AXP,AMERICAN EXPRESS CO,1447.0,8767.0,159103.0,20673.0,138430.0,45876.0,8767.0,10990.0,1198.0,192.0,1023.0,1.4,0.26
001447,2015-03-31,1,AXP,AMERICAN EXPRESS CO,1525.0,8360.0,154684.0,21830.0,132854.0,54712.0,8360.0,2126.0,273.0,203.0,1016.0,1.49,0.52
001447,2015-06-30,2,AXP,AMERICAN EXPRESS CO,1473.0,8698.0,157152.0,21885.0,135267.0,52740.0,8698.0,4301.0,569.0,193.0,1002.0,1.43,0.29
001447,2015-09-30,3,AXP,AMERICAN EXPRESS CO,1266.0,8592.0,154216.0,21335.0,132881.0,48653.0,8592.0,8074.0,911.0,176.0,985.0,1.24,0.0
001447,2015-12-31,4,AXP,AMERICAN EXPRESS CO,899.0,8791.0,161184.0,20673.0,140511.0,41247.0,8791.0,10972.0,1383.0,174.0,969.0,0.89,0.29
001447,2016-03-31,1,AXP,AMERICAN EXPRESS CO,1439.0,9338.0,158816.0,20727.0,138089.0,47311.0,9338.0,2469.0,303.0,195.0,951.0,1.46,0.29
001447,2016-06-30,2,AXP,AMERICAN EXPRESS CO,1985.0,9516.0,159642.0,20712.0,138930.0,50649.0,9516.0,3138.0,651.0,196.0,925.0,2.08,0.58
001447,2016-09-30,3,AXP,AMERICAN EXPRESS CO,1142.0,9016.0,153377.0,21017.0,132360.0,44894.0,9016.0,4886.0,977.0,212.0,917.0,1.21,0.0
001447,2016-12-31,4,AXP,AMERICAN EXPRESS CO,809.0,9271.0,158893.0,20501.0,138392.0,31266.0,9271.0,8224.0,1377.0,182.0,904.0,0.86,0.32
001447,2017-03-31,1,AXP,AMERICAN EXPRESS CO,1251.0,9152.0,161385.0,20935.0,140450.0,51647.0,9152.0,1160.0,277.0,148.0,895.0,1.36,0.32
001447,2017-06-30,2,AXP,AMERICAN EXPRESS CO,1344.0,9695.0,166997.0,21175.0,145822.0,51945.0,9695.0,4284.0,539.0,175.0,885.0,1.48,0.32
001447,2017-09-30,3,AXP,AMERICAN EXPRESS CO,1359.0,9856.0,168577.0,21085.0,147492.0,48762.0,9856.0,8581.0,813.0,174.0,871.0,1.51,0.32
001447,2017-12-31,4,AXP,AMERICAN EXPRESS CO,-1206.0,10287.0,181159.0,18227.0,162932.0,43870.0,10287.0,13540.0,1063.0,161.0,859.0,-1.42,0.35
001447,2018-03-31,1,AXP,AMERICAN EXPRESS CO,1634.0,10339.0,179956.0,19613.0,160343.0,52461.0,10339.0,2063.0,237.0,182.0,860.0,1.86,0.35
001447,2018-06-30,2,AXP,AMERICAN EXPRESS CO,1623.0,10713.0,184861.0,20892.0,163969.0,55883.0,10713.0,5096.0,536.0,205.0,861.0,1.85,0.35
001447,2018-09-30,3,AXP,AMERICAN EXPRESS CO,1654.0,10921.0,189092.0,21460.0,167632.0,55300.0,10921.0,10182.0,872.0,233.0,854.0,1.89,0.35
001447,2018-12-31,4,AXP,AMERICAN EXPRESS CO,2010.0,11308.0,188602.0,22290.0,166312.0,47108.0,11308.0,8930.0,1311.0,248.0,847.0,2.33,0.39
001447,2019-03-31,1,AXP,AMERICAN EXPRESS CO,1550.0,11259.0,197193.0,22218.0,174975.0,58418.0,11259.0,8547.0,348.0,284.0,837.0,1.81,0.39
001447,2019-06-30,2,AXP,AMERICAN EXPRESS CO,1761.0,11729.0,197603.0,23092.0,174511.0,57736.0,11729.0,11477.0,874.0,263.0,832.0,2.07,0.39
001447,2019-09-30,3,AXP,AMERICAN EXPRESS CO,1755.0,11866.0,194184.0,23025.0,171159.0,58474.0,11866.0,10436.0,1255.0,252.0,821.0,2.09,0.39
001447,2019-12-31,4,AXP,AMERICAN EXPRESS CO,1693.0,12166.0,198321.0,23071.0,175250.0,43003.0,12166.0,13632.0,1688.0,204.0,810.0,2.04,0.43
001447,2020-03-31,1,AXP,AMERICAN EXPRESS CO,367.0,11026.0,186060.0,21006.0,165054.0,52588.0,11026.0,-2219.0,335.0,224.0,805.0,0.41,0.43
001447,2020-06-30,2,AXP,AMERICAN EXPRESS CO,257.0,8217.0,188608.0,21062.0,167546.0,48797.0,8217.0,-89.0,689.0,122.0,805.0,0.29,0.43
001447,2020-09-30,3,AXP,AMERICAN EXPRESS CO,1073.0,9201.0,187259.0,21869.0,165390.0,44777.0,9201.0,2091.0,1043.0,87.0,805.0,1.31,0.43
001447,2020-12-31,4,AXP,AMERICAN EXPRESS CO,1438.0,9741.0,191367.0,22984.0,168383.0,32227.0,9741.0,5591.0,1479.0,75.0,805.0,1.76,0.43
001447,2021-03-31,1,AXP,AMERICAN EXPRESS CO,2235.0,9426.0,193067.0,24449.0,168618.0,42019.0,9426.0,2280.0,319.0,76.0,803.0,2.74,0.86
001447,2021-06-30,2,AXP,AMERICAN EXPRESS CO,2280.0,10565.0,186973.0,25539.0,161434.0,37363.0,10565.0,5465.0,649.0,56.0,798.0,2.81,0.0
001447,2021-09-30,3,AXP,AMERICAN EXPRESS CO,1826.0,11235.0,184261.0,24426.0,159835.0,34483.0,11235.0,9637.0,1120.0,46.0,778.0,2.27,0.43
001447,2021-12-31,4,AXP,AMERICAN EXPRESS CO,1719.0,12437.0,188548.0,22177.0,166371.0,25613.0,12437.0,14645.0,1638.0,31.0,761.0,2.19,0.43
001447,2022-03-31,1,AXP,AMERICAN EXPRESS CO,2099.0,12056.0,195862.0,22383.0,173479.0,38337.0,12056.0,3880.0,447.0,51.0,755.0,2.73,0.43
001447,2022-06-30,2,AXP,AMERICAN EXPRESS CO,1964.0,13834.0,205298.0,23235.0,182063.0,40495.0,13834.0,8139.0,899.0,99.0,751.0,2.57,1.04
001447,2022-09-30,3,AXP,AMERICAN EXPRESS CO,1879.0,14352.0,214915.0,23940.0,190975.0,42393.0,14352.0,12647.0,1343.0,241.0,747.0,2.47,0.0
001447,2022-12-31,4,AXP,AMERICAN EXPRESS CO,1572.0,15383.0,228354.0,24711.0,203643.0,35035.0,15383.0,21079.0,1856.0,367.0,743.0,2.08,0.52
001447,2023-03-31,1,AXP,AMERICAN EXPRESS CO,1816.0,15714.0,235842.0,25992.0,209850.0,41138.0,15714.0,-377.0,361.0,468.0,743.0,2.41,0.52
001447,2023-06-30,2,AXP,AMERICAN EXPRESS CO,2174.0,16724.0,244904.0,26703.0,218201.0,46725.0,16724.0,3546.0,737.0,572.0,736.0,2.89,0.6
001447,2023-09-30,3,AXP,AMERICAN EXPRESS CO,2451.0,17179.0,250587.0,27324.0,223263.0,46447.0,17179.0,11790.0,1138.0,603.0,729.0,3.3,0.6
001447,2023-12-31,4,AXP,AMERICAN EXPRESS CO,1933.0,17747.0,261108.0,28057.0,233051.0,38437.0,17747.0,18559.0,1565.0,640.0,723.0,2.63,0.6
002285,2013-03-31,1,BA,BOEING CO,1106.0,18893.0,90447.0,7462.0,82887.0,8254.0,18893.0,524.0,521.0,139.0,758.321,1.45,0.485
002285,2013-06-30,2,BA,BOEING CO,1088.0,21815.0,92091.0,7526.0,84459.0,8695.0,21815.0,3991.0,976.0,135.0,754.034,1.43,0.485
002285,2013-09-30,3,BA,BOEING CO,1158.0,22130.0,94633.0,8951.0,85566.0,8677.0,22130.0,6799.0,1460.0,135.0,751.91,1.53,0.485
002285,2013-12-31,4,BA,BOEING CO,1233.0,23785.0,92663.0,14875.0,77666.0,8072.0,23785.0,8179.0,2098.0,139.0,747.379,1.63,0.485
002285,2014-03-31,1,BA,BOEING CO,965.0,20465.0,91575.0,14520.0,76942.0,7275.0,20465.0,1112.0,497.0,134.0,730.751,1.3,0.73
002285,2014-06-30,2,BA,BOEING CO,1653.0,22045.0,92737.0,14061.0,78553.0,7292.0,22045.0,2921.0,946.0,121.0,721.357,2.26,0.73
002285,2014-09-30,3,BA,BOEING CO,1362.0,23784.0,92653.0,14511.0,78016.0,7301.0,23784.0,3860.0,1568.0,125.0,713.841,1.88,0.73
002285,2014-12-31,4,BA,BOEING CO,1466.0,24468.0,99198.0,8665.0,90408.0,8141.0,24468.0,8858.0,2236.0,124.0,706.728,2.05,0.73
002285,2015-03-31,1,BA,BOEING CO,1336.0,22149.0,97775.0,7906.0,89745.0,8905.0,22149.0,88.0,574.0,123.0,694.004,1.89,0.91
002285,2015-06-30,2,BA,BOEING CO,1110.0,24543.0,98102.0,6264.0,91795.0,8904.0,24543.0,3385.0,1266.0,125.0,681.067,1.61,0.91
002285,2015-09-30,3,BA,BOEING CO,1704.0,25849.0,98998.0,6740.0,92212.0,8402.0,25849.0,6244.0,1827.0,123.0,670.961,2.5,0.91
002285,2015-12-31,4,BA,BOEING CO,1026.0,23573.0,94408.0,6335.0,88011.0,8730.0,23573.0,9363.0,2450.0,126.0,666.624,1.52,0.91
002285,2016-03-31,1,BA,BOEING CO,1219.0,22632.0,91547.0,4043.0,87441.0,8721.0,22632.0,1231.0,748.0,127.0,639.815,1.85,1.09
002285,2016-06-30,2,BA,BOEING CO,-234.0,24755.0,89609.0,585.0,88962.0,9847.0,24755.0,4465.0,1419.0,130.0,625.858,-0.37,1.09
002285,2016-09-30,3,BA,BOEING CO,2279.0,23898.0,88950.0,2089.0,86800.0,9824.0,23898.0,7667.0,2014.0,142.0,618.96,3.64,1.09
002285,2016-12-31,4,BA,BOEING CO,1631.0,23286.0,89997.0,817.0,89120.0,9568.0,23286.0,10499.0,2613.0,136.0,617.152,2.63,1.09
002285,2017-03-31,1,BA,BOEING CO,1579.0,21961.0,89673.0,95.0,89518.0,10432.0,21961.0,2094.0,466.0,133.0,605.792,2.57,1.42
002285,2017-06-30,2,BA,BOEING CO,1749.0,23051.0,90036.0,-2037.0,92014.0,10055.0,23051.0,7044.0,905.0,136.0,593.199,2.91,1.42
002285,2017-09-30,3,BA,BOEING CO,1810.0,24223.0,91007.0,1086.0,89862.0,9780.0,24223.0,10440.0,1304.0,136.0,597.351,3.03,1.42
002285,2017-12-31,4,BA,BOEING CO,3320.0,24770.0,92333.0,355.0,91921.0,9782.0,24770.0,13344.0,1739.0,135.0,591.039,5.57,1.42
002285,2018-03-31,1,BA,BOEING CO,2477.0,23382.0,113549.0,1222.0,112251.0,10471.0,23382.0,3136.0,394.0,139.0,584.222,4.19,1.71
002285,2018-06-30,2,BA,BOEING CO,2196.0,24258.0,113195.0,-1441.0,114569.0,10507.0,24258.0,7816.0,770.0,147.0,575.884,3.77,1.71
002285,2018-09-30,3,BA,BOEING CO,2363.0,25146.0,114659.0,-1289.0,115868.0,10487.0,25146.0,12375.0,1227.0,145.0,568.999,4.11,1.71
002285,2018-12-31,4,BA,BOEING CO,3424.0,28341.0,117359.0,339.0,116949.0,10657.0,28341.0,15322.0,1722.0,194.0,567.641,6.0,1.71
002285,2019-03-31,1,BA,BOEING CO,2149.0,22917.0,120209.0,125.0,119977.0,12186.0,22917.0,2788.0,501.0,141.0,563.411,3.79,2.055
002285,2019-06-30,2,BA,BOEING CO,-2942.0,21361.0,126261.0,-5322.0,131204.0,15725.0,21361.0,2198.0,922.0,170.0,562.703,-5.21,2.055
002285,2019-09-30,3,BA,BOEING CO,1167.0,20010.0,132598.0,-4116.0,136407.0,21267.0,20010.0,-226.0,1387.0,218.0,562.789,2.07,2.055
002285,2019-12-31,4,BA,BOEING CO,-1010.0,20530.0,133625.0,-8617.0,141925.0,20940.0,20530.0,-2446.0,1834.0,255.0,562.909,-1.79,2.055
002285,2020-03-31,1,BA,BOEING CO,-628.0,16878.0,143075.0,-9665.0,152435.0,33754.0,16878.0,-4302.0,428.0,274.0,564.313,-1.11,2.055
002285,2020-06-30,2,BA,BOEING CO,-2376.0,12358.0,162872.0,-11667.0,174254.0,58457.0,12358.0,-9582.0,776.0,564.0,564.42,-4.2,0.0
002285,2020-09-30,3,BA,BOEING CO,-449.0,13988.0,161261.0,-11821.0,172814.0,57325.0,13988.0,-14401.0,1038.0,653.0,564.516,-0.79,0.0
002285,2020-12-31,4,BA,BOEING CO,-8420.0,15432.0,152136.0,-18316.0,170211.0,62974.0,15432.0,-18410.0,1303.0,708.0,582.32,-14.65,0.0
002285,2021-03-31,1,BA,BOEING CO,-537.0,15247.0,150035.0,-18058.0,167876.0,57554.0,15247.0,-3387.0,291.0,688.0,584.455,-0.92,0.0
002285,2021-06-30,2,BA,BOEING CO,587.0,16960.0,148935.0,-16682.0,165420.0,57025.0,16960.0,-3870.0,513.0,682.0,585.876,1.0,0.0
002285,2021-09-30,3,BA,BOEING CO,-109.0,15285.0,146846.0,-14440.0,161112.0,57042.0,15285.0,-4132.0,758.0,676.0,587.472,-0.19,0.0
002285,2021-12-31,4,BA,BOEING CO,-4143.0,14780.0,138552.0,-14999.0,153398.0,58077.0,14780.0,-3416.0,980.0,668.0,588.917,-7.02,0.0
002285,2022-03-31,1,BA,BOEING CO,-1219.0,13991.0,135801.0,-15398.0,151069.0,55150.0,13991.0,-3216.0,349.0,637.0,591.375,-2.06,0.0
002285,2022-06-30,2,BA,BOEING CO,193.0,16681.0,135479.0,-14888.0,150270.0,51794.0,16681.0,-3135.0,612.0,656.0,593.451,0.32,0.0
002285,2022-09-30,3,BA,BOEING CO,-3275.0,15956.0,137558.0,-17699.0,155193.0,51788.0,15956.0,55.0,896.0,628.0,595.622,-5.49,0.0
002285,2022-12-31,4,BA,BOEING CO,-634.0,19980.0,137100.0,-15883.0,152948.0,53116.0,19980.0,3512.0,1222.0,640.0,597.59,-1.06,0.0
002285,2023-03-31,1,BA,BOEING CO,-414.0,17921.0,136347.0,-15508.0,151831.0,47465.0,17921.0,-318.0,468.0,649.0,601.277,-0.69,0.0
002285,2023-06-30,2,BA,BOEING CO,-149.0,19751.0,134774.0,-15517.0,150267.0,47659.0,19751.0,2557.0,764.0,621.0,602.886,-0.25,0.0
002285,2023-09-30,3,BA,BOEING CO,-1636.0,18104.0,134281.0,-16729.0,150998.0,47381.0,18104.0,2579.0,1096.0,589.0,604.612,-2.7,0.0
002285,2023-12-31,4,BA,BOEING CO,-23.0,22018.0,137012.0,-17233.0,154240.0,48621.0,22018.0,5960.0,1527.0,600.0,609.515,-0.04,0.0
002817,2013-03-31,1,CAT,CATERPILLAR INC,880.0,13210.0,88743.0,18274.0,70425.0,27240.0,13210.0,1424.0,1232.0,309.0,657.485,1.34,0.0
002817,2013-06-30,2,CAT,CATERPILLAR INC,960.0,14621.0,87375.0,17621.0,69697.0,25680.0,14621.0,4593.0,2197.0,305.0,647.615,1.48,0.52
002817,2013-09-30,3,CAT,CATERPILLAR INC,946.0,13423.0,87272.0,18110.0,69095.0,26015.0,13423.0,7611.0,3163.0,294.0,636.356,1.48,0.6
002817,2013-12-31,4,CAT,CATERPILLAR INC,1003.0,14402.0,84896.0,20811.0,64018.0,26719.0,14402.0,10191.0,4446.0,284.0,637.822,1.57,0.6
002817,2014-03-31,1,CAT,CATERPILLAR INC,922.0,13241.0,84397.0,20305.0,64028.0,26801.0,13241.0,1897.0,739.0,270.0,624.234,1.47,0.6
002817,2014-06-30,2,CAT,CATERPILLAR INC,999.0,14150.0,87827.0,20856.0,66904.0,27307.0,14150.0,4134.0,1535.0,273.0,627.847,1.6,0.6
002817,2014-09-30,3,CAT,CATERPILLAR INC,1017.0,13549.0,84488.0,18823.0,65592.0,28180.0,13549.0,6186.0,2382.0,285.0,605.399,1.66,0.7
002817,2014-12-31,4,CAT,CATERPILLAR INC,757.0,14244.0,84681.0,16746.0,67855.0,27784.0,14244.0,8057.0,3379.0,280.0,606.167,1.25,0.7
002817,2015-03-31,1,CAT,CATERPILLAR INC,1245.0,12702.0,82490.0,16962.0,65452.0,26803.0,12702.0,1270.0,826.0,279.0,603.644,2.06,0.7
