date,HON
2015-09-19,21.0
2015-09-20,19.5
2015-09-21,24.0
2015-09-22,27.3
2015-09-23,27.6
2015-09-24,25.8
2015-09-25,27.0
2015-09-26,22.5
2015-09-27,16.2
2015-09-28,25.2
2015-09-29,24.0
2015-09-30,21.9
2015-10-01,25.500000000000004
2015-10-02,26.520000000000003
2015-10-03,19.040000000000003
2015-10-04,22.1
2015-10-05,28.56
2015-10-06,24.82
2015-10-07,22.1
2015-10-08,34.0
2015-10-09,27.880000000000003
2015-10-10,26.180000000000003
2015-10-11,22.1
2015-10-12,26.180000000000003
2015-10-13,30.26
2015-10-14,23.46
2015-10-15,23.8
2015-10-16,27.880000000000003
2015-10-17,22.44
2015-10-18,20.06
2015-10-19,31.62
2015-10-20,29.58
2015-10-21,23.46
2015-10-22,28.22
2015-10-23,32.300000000000004
2015-10-24,23.46
2015-10-25,20.74
2015-10-26,27.540000000000003
2015-10-27,28.9
2015-10-28,24.82
2015-10-29,26.180000000000003
2015-10-30,30.6
2015-10-31,21.76
2015-11-01,31.92
2015-11-02,32.3
2015-11-03,34.58
2015-11-04,30.4
2015-11-05,33.82
2015-11-06,30.4
2015-11-07,33.44
2015-11-08,31.16
2015-11-09,33.82
2015-11-10,36.1
2015-11-11,37.62
2015-11-12,35.72
2015-11-13,30.02
2015-11-14,30.02
2015-11-15,29.64
2015-11-16,36.48
2015-11-17,33.06
2015-11-18,34.96
2015-11-19,37.24
2015-11-20,32.68
2015-11-21,28.5
2015-11-22,29.64
2015-11-23,33.06
2015-11-24,38.0
2015-11-25,30.4
2015-11-26,26.98
2015-11-27,31.92
2015-11-28,36.86
2015-11-29,29.26
2015-11-30,31.54
2015-12-01,32.85
2015-12-02,34.2
2015-12-03,35.1
2015-12-04,31.05
2015-12-05,27.9
2015-12-06,31.5
2015-12-07,29.7
2015-12-08,32.4
2015-12-09,38.7
2015-12-10,36.45
2015-12-11,33.300000000000004
2015-12-12,30.6
2015-12-13,29.25
2015-12-14,34.65
2015-12-15,36.45
2015-12-16,35.1
2015-12-17,36.45
2015-12-18,39.15
2015-12-19,39.6
2015-12-20,35.1
2015-12-21,39.6
2015-12-22,41.4
2015-12-23,42.75
2015-12-24,37.35
2015-12-25,31.5
2015-12-26,32.85
2015-12-27,31.05
2015-12-28,38.7
2015-12-29,42.75
2015-12-30,45.0
2015-12-31,38.7
2016-01-01,32.0
2016-01-02,26.8
2016-01-03,28.8
2016-01-04,32.800000000000004
2016-01-05,34.4
2016-01-06,28.4
