date,stock_name,name_price_attention
2019-12-06,MSFT,15.0
2019-12-07,MSFT,3.5
2019-12-08,MSFT,1.5
2019-12-09,MSFT,15.0
2019-12-10,MSFT,16.25
2019-12-11,MSFT,17.75
2019-12-12,MSFT,19.5
2019-12-13,MSFT,24.5
2019-12-14,MSFT,6.5
2019-12-15,MSFT,4.5
2019-12-16,MSFT,19.75
2019-12-17,MSFT,19.0
2019-12-18,MSFT,18.25
2019-12-19,MSFT,23.75
2019-12-20,MSFT,24.5
2019-12-21,MSFT,8.5
2019-12-22,MSFT,1.25
2019-12-23,MSFT,20.0
2019-12-24,MSFT,18.5
2019-12-25,MSFT,1.25
2019-12-26,MSFT,22.0
2019-12-27,MSFT,23.5
2019-12-28,MSFT,9.0
2019-12-29,MSFT,2.75
2019-12-30,MSFT,19.0
2019-12-31,MSFT,17.0
2020-01-01,MSFT,6.48
2020-01-02,MSFT,18.0
2020-01-03,MSFT,18.72
2020-01-04,MSFT,5.4
2020-01-05,MSFT,3.96
2020-01-06,MSFT,16.919999999999998
2020-01-07,MSFT,16.919999999999998
2020-01-08,MSFT,20.88
2020-01-09,MSFT,21.24
2020-01-10,MSFT,19.44
2020-01-11,MSFT,5.76
2020-01-12,MSFT,5.04
2020-01-13,MSFT,18.0
2020-01-14,MSFT,22.32
2020-01-15,MSFT,18.72
2020-01-16,MSFT,21.6
2020-01-17,MSFT,23.04
2020-01-18,MSFT,6.84
2020-01-19,MSFT,4.68
2020-01-20,MSFT,3.6
2020-01-21,MSFT,20.52
2020-01-22,MSFT,22.32
2020-01-23,MSFT,22.68
2020-01-24,MSFT,21.96
2020-01-25,MSFT,4.68
2020-01-26,MSFT,2.88
2020-01-27,MSFT,19.8
2020-01-28,MSFT,21.96
2020-01-29,MSFT,32.76
2020-01-30,MSFT,36.0
2020-01-31,MSFT,29.16
2020-02-01,MSFT,7.979999999999999
2020-02-02,MSFT,5.13
2020-02-03,MSFT,18.24
2020-02-04,MSFT,29.64
2020-02-05,MSFT,29.07
2020-02-06,MSFT,29.64
2020-02-07,MSFT,27.36
2020-02-08,MSFT,7.409999999999999
2020-02-09,MSFT,2.85
2020-02-10,MSFT,23.94
2020-02-11,MSFT,30.21
2020-02-12,MSFT,25.65
2020-02-13,MSFT,23.94
2020-02-14,MSFT,25.08
2020-02-15,MSFT,5.13
2020-02-16,MSFT,4.56
2020-02-17,MSFT,6.84
2020-02-18,MSFT,20.52
2020-02-19,MSFT,24.51
2020-02-20,MSFT,21.09
2020-02-21,MSFT,22.23
2020-02-22,MSFT,5.699999999999999
2020-02-23,MSFT,7.409999999999999
2020-02-24,MSFT,32.489999999999995
2020-02-25,MSFT,36.48
2020-02-26,MSFT,30.21
2020-02-27,MSFT,42.74999999999999
2020-02-28,MSFT,56.99999999999999
2020-02-29,MSFT,18.24
2020-03-01,MSFT,13.0
2020-03-02,MSFT,60.0
2020-03-03,MSFT,48.0
2020-03-04,MSFT,55.0
2020-03-05,MSFT,43.0
2020-03-06,MSFT,51.0
2020-03-07,MSFT,15.0
2020-03-08,MSFT,7.0
2020-03-09,MSFT,73.0
2020-03-10,MSFT,73.0
2020-03-11,MSFT,57.0
2020-03-12,MSFT,100.0
2020-03-13,MSFT,91.0
2020-03-14,MSFT,34.0
2020-03-15,MSFT,18.0
2020-03-16,MSFT,85.0
2020-03-17,MSFT,77.0
2020-03-18,MSFT,85.0
2020-03-19,MSFT,77.0
2020-03-20,MSFT,69.0
2020-03-21,MSFT,32.0
2020-03-22,MSFT,26.0
2020-03-23,MSFT,77.0
2020-03-24,MSFT,72.0
2020-03-25,MSFT,73.0
2020-03-26,MSFT,70.0
2020-03-27,MSFT,63.0
2020-03-28,MSFT,20.0
2020-03-29,MSFT,16.0
2020-03-30,MSFT,61.0
2020-03-31,MSFT,66.0
2020-04-01,MSFT,59.64
2020-04-02,MSFT,61.06
2020-04-03,MSFT,50.41
2020-04-04,MSFT,24.85
2020-04-05,MSFT,14.91
2020-04-06,MSFT,63.19
2020-04-07,MSFT,58.22
2020-04-08,MSFT,55.38
2020-04-09,MSFT,53.96
2020-04-10,MSFT,26.27
2020-04-11,MSFT,13.489999999999998
2020-04-12,MSFT,9.94
2020-04-13,MSFT,41.18
2020-04-14,MSFT,56.8
2020-04-15,MSFT,47.57
2020-04-16,MSFT,55.38
2020-04-17,MSFT,65.32
2020-04-18,MSFT,17.75
2020-04-19,MSFT,11.36
2020-04-20,MSFT,48.28
2020-04-21,MSFT,49.7
2020-04-22,MSFT,48.28
2020-04-23,MSFT,53.96
2020-04-24,MSFT,41.18
2020-04-25,MSFT,13.489999999999998
2020-04-26,MSFT,14.91
2020-04-27,MSFT,46.15
2020-04-28,MSFT,48.99
2020-04-29,MSFT,60.35
2020-04-30,MSFT,71.0
2020-05-01,MSFT,56.00000000000001
2020-05-02,MSFT,15.68
2020-05-03,MSFT,10.080000000000002
2020-05-04,MSFT,43.120000000000005
2020-05-05,MSFT,56.00000000000001
2020-05-06,MSFT,46.48
2020-05-07,MSFT,43.68000000000001
2020-05-08,MSFT,43.120000000000005
2020-05-09,MSFT,14.560000000000002
2020-05-10,MSFT,8.96
2020-05-11,MSFT,44.24
2020-05-12,MSFT,43.68000000000001
2020-05-13,MSFT,44.24
2020-05-14,MSFT,48.16
2020-05-15,MSFT,42.00000000000001
2020-05-16,MSFT,14.000000000000002
2020-05-17,MSFT,8.96
2020-05-18,MSFT,47.6
2020-05-19,MSFT,36.400000000000006
2020-05-20,MSFT,48.16
2020-05-21,MSFT,38.080000000000005
2020-05-22,MSFT,36.96
2020-05-23,MSFT,10.64
2020-05-24,MSFT,8.4
2020-05-25,MSFT,10.080000000000002
2020-05-26,MSFT,37.52
2020-05-27,MSFT,40.88
2020-05-28,MSFT,38.080000000000005
2020-05-29,MSFT,33.6
2020-05-30,MSFT,14.000000000000002
2020-05-31,MSFT,5.040000000000001
2020-06-01,MSFT,35.4
2020-06-02,MSFT,46.8
2020-06-03,MSFT,42.6
2020-06-04,MSFT,37.2
2020-06-05,MSFT,48.0
2020-06-06,MSFT,9.0
2020-06-07,MSFT,10.2
2020-06-08,MSFT,37.8
2020-06-09,MSFT,51.6
2020-06-10,MSFT,60.0
2020-06-11,MSFT,51.6
2020-06-12,MSFT,44.4
2020-06-13,MSFT,16.2
2020-06-14,MSFT,13.2
2020-06-15,MSFT,43.8
2020-06-16,MSFT,49.8
2020-06-17,MSFT,46.8
2020-06-18,MSFT,43.2
2020-06-19,MSFT,43.8
2020-06-20,MSFT,10.8
2020-06-21,MSFT,9.0
2020-06-22,MSFT,43.8
2020-06-23,MSFT,59.4
2020-06-24,MSFT,43.8
2020-06-25,MSFT,39.0
2020-06-26,MSFT,55.8
2020-06-27,MSFT,18.0
2020-06-28,MSFT,4.2
2020-06-29,MSFT,50.4
2020-06-30,MSFT,46.8
2020-07-01,MSFT,39.68
2020-07-02,MSFT,43.52
2020-07-03,MSFT,18.56
2020-07-04,MSFT,12.16
2020-07-05,MSFT,10.88
2020-07-06,MSFT,46.72
2020-07-07,MSFT,48.0
2020-07-08,MSFT,44.16
2020-07-09,MSFT,48.64
2020-07-10,MSFT,46.08
2020-07-11,MSFT,10.24
2020-07-12,MSFT,8.32
2020-07-13,MSFT,42.24
2020-07-14,MSFT,46.72
2020-07-15,MSFT,45.44
2020-07-16,MSFT,39.68
2020-07-17,MSFT,40.96
2020-07-18,MSFT,12.16
2020-07-19,MSFT,6.4
2020-07-20,MSFT,43.52
2020-07-21,MSFT,42.88
2020-07-22,MSFT,64.0
2020-07-23,MSFT,51.2
2020-07-24,MSFT,48.0
2020-07-25,MSFT,12.16
2020-07-26,MSFT,8.32
2020-07-27,MSFT,41.6
2020-07-28,MSFT,37.76
2020-07-29,MSFT,37.12
2020-07-30,MSFT,39.68
2020-07-31,MSFT,62.72
2020-08-01,MSFT,24.75
2020-08-02,MSFT,8.25
2020-08-03,MSFT,75.0
2020-08-04,MSFT,51.0
2020-08-05,MSFT,48.0
2020-08-06,MSFT,56.25
2020-08-07,MSFT,48.75
2020-08-08,MSFT,18.0
2020-08-09,MSFT,9.75
2020-08-10,MSFT,42.0
2020-08-11,MSFT,42.0
2020-08-12,MSFT,46.5
2020-08-13,MSFT,40.5
2020-08-14,MSFT,32.25
2020-08-15,MSFT,9.75
2020-08-16,MSFT,6.75
2020-08-17,MSFT,30.0
2020-08-18,MSFT,36.75
2020-08-19,MSFT,34.5
2020-08-20,MSFT,34.5
2020-08-21,MSFT,42.0
2020-08-22,MSFT,9.75
2020-08-23,MSFT,7.5
2020-08-24,MSFT,36.0
2020-08-25,MSFT,29.25
2020-08-26,MSFT,40.5
2020-08-27,MSFT,42.75
2020-08-28,MSFT,41.25
2020-08-29,MSFT,12.75
2020-08-30,MSFT,9.0
2020-08-31,MSFT,41.25
2020-09-01,MSFT,61.11
2020-09-02,MSFT,56.7
2020-09-03,MSFT,63.0
2020-09-04,MSFT,60.48
2020-09-05,MSFT,17.01
2020-09-06,MSFT,6.3
2020-09-07,MSFT,10.71
2020-09-08,MSFT,57.96
2020-09-09,MSFT,54.18
2020-09-10,MSFT,47.25
2020-09-11,MSFT,45.36
2020-09-12,MSFT,13.23
2020-09-13,MSFT,7.56
2020-09-14,MSFT,46.62
2020-09-15,MSFT,39.69
2020-09-16,MSFT,34.65
2020-09-17,MSFT,42.84
2020-09-18,MSFT,44.73
2020-09-19,MSFT,17.64
2020-09-20,MSFT,6.3
2020-09-21,MSFT,42.84
2020-09-22,MSFT,45.99
2020-09-23,MSFT,41.58
2020-09-24,MSFT,36.54
2020-09-25,MSFT,45.36
2020-09-26,MSFT,15.75
2020-09-27,MSFT,6.93
2020-09-28,MSFT,39.69
2020-09-29,MSFT,34.65
2020-09-30,MSFT,34.02
2020-10-01,MSFT,36.0
2020-10-02,MSFT,36.5
2020-10-03,MSFT,9.5
2020-10-04,MSFT,7.5
2020-10-05,MSFT,33.0
2020-10-06,MSFT,34.0
2020-10-07,MSFT,32.0
2020-10-08,MSFT,35.5
2020-10-09,MSFT,43.0
2020-10-10,MSFT,20.0
2020-10-11,MSFT,10.5
2020-10-12,MSFT,43.0
2020-10-13,MSFT,41.0
2020-10-14,MSFT,35.0
2020-10-15,MSFT,38.0
2020-10-16,MSFT,35.0
2020-10-17,MSFT,11.5
2020-10-18,MSFT,0.0
2020-10-19,MSFT,32.5
2020-10-20,MSFT,33.0
2020-10-21,MSFT,35.0
2020-10-22,MSFT,33.0
2020-10-23,MSFT,35.0
2020-10-24,MSFT,15.0
2020-10-25,MSFT,6.0
2020-10-26,MSFT,35.0
2020-10-27,MSFT,45.5
2020-10-28,MSFT,50.0
2020-10-29,MSFT,44.0
2020-10-30,MSFT,40.0
2020-10-31,MSFT,11.5
2020-11-01,MSFT,7.31
2020-11-02,MSFT,26.23
2020-11-03,MSFT,31.39
2020-11-04,MSFT,23.65
2020-11-05,MSFT,27.52
2020-11-06,MSFT,26.23
2020-11-07,MSFT,13.33
2020-11-08,MSFT,4.3
2020-11-09,MSFT,43.0
2020-11-10,MSFT,36.98
2020-11-11,MSFT,40.42
2020-11-12,MSFT,31.39
2020-11-13,MSFT,25.8
2020-11-14,MSFT,11.61
2020-11-15,MSFT,4.73
2020-11-16,MSFT,31.39
2020-11-17,MSFT,30.53
2020-11-18,MSFT,26.66
2020-11-19,MSFT,22.36
2020-11-20,MSFT,30.53
2020-11-21,MSFT,8.17
2020-11-22,MSFT,6.88
2020-11-23,MSFT,21.07
2020-11-24,MSFT,31.82
2020-11-25,MSFT,32.25
2020-11-26,MSFT,10.75
2020-11-27,MSFT,25.8
2020-11-28,MSFT,9.89
2020-11-29,MSFT,8.6
2020-11-30,MSFT,19.35
2020-12-01,MSFT,38.13
2020-12-02,MSFT,29.52
2020-12-03,MSFT,35.669999999999995
2020-12-04,MSFT,36.49
2020-12-05,MSFT,6.97
2020-12-06,MSFT,7.789999999999999
2020-12-07,MSFT,39.36
2020-12-08,MSFT,30.34
2020-12-09,MSFT,36.9
2020-12-10,MSFT,33.21
2020-12-11,MSFT,21.73
2020-12-12,MSFT,9.84
2020-12-13,MSFT,4.92
2020-12-14,MSFT,32.39
2020-12-15,MSFT,34.44
2020-12-16,MSFT,35.669999999999995
2020-12-17,MSFT,31.98
2020-12-18,MSFT,36.08
2020-12-19,MSFT,11.48
2020-12-20,MSFT,6.56
2020-12-21,MSFT,35.669999999999995
2020-12-22,MSFT,40.18
2020-12-23,MSFT,31.57
2020-12-24,MSFT,30.75
2020-12-25,MSFT,9.43
2020-12-26,MSFT,5.739999999999999
2020-12-27,MSFT,6.15
2020-12-28,MSFT,34.44
2020-12-29,MSFT,41.0
2020-12-30,MSFT,38.95
2020-12-31,MSFT,32.39
2021-01-01,MSFT,7.52
2021-01-02,MSFT,6.109999999999999
2021-01-03,MSFT,2.35
2021-01-04,MSFT,16.919999999999998
2021-01-05,MSFT,22.56
2021-01-06,MSFT,23.5
2021-01-07,MSFT,22.09
2021-01-08,MSFT,19.27
2021-01-09,MSFT,7.52
2021-01-10,MSFT,4.699999999999999
2021-01-11,MSFT,17.39
2021-01-12,MSFT,21.15
2021-01-13,MSFT,22.56
2021-01-14,MSFT,23.03
2021-01-15,MSFT,23.5
2021-01-16,MSFT,6.109999999999999
2021-01-17,MSFT,5.17
2021-01-18,MSFT,6.109999999999999
2021-01-19,MSFT,20.68
2021-01-20,MSFT,29.14
2021-01-21,MSFT,28.2
2021-01-22,MSFT,23.97
2021-01-23,MSFT,8.459999999999999
2021-01-24,MSFT,3.29
2021-01-25,MSFT,24.91
2021-01-26,MSFT,31.96
2021-01-27,MSFT,47.0
2021-01-28,MSFT,38.54
2021-01-29,MSFT,30.55
2021-01-30,MSFT,11.75
2021-01-31,MSFT,8.93
2021-02-01,MSFT,44.0
2021-02-02,MSFT,44.0
2021-02-03,MSFT,40.04
2021-02-04,MSFT,40.48
2021-02-05,MSFT,39.16
2021-02-06,MSFT,12.32
2021-02-07,MSFT,7.48
2021-02-08,MSFT,28.6
2021-02-09,MSFT,31.68
2021-02-10,MSFT,29.92
2021-02-11,MSFT,27.72
2021-02-12,MSFT,31.24
2021-02-13,MSFT,8.8
2021-02-14,MSFT,6.6
2021-02-15,MSFT,13.2
2021-02-16,MSFT,25.96
2021-02-17,MSFT,25.52
2021-02-18,MSFT,31.68
2021-02-19,MSFT,26.4
2021-02-20,MSFT,7.92
2021-02-21,MSFT,4.4
2021-02-22,MSFT,33.44
2021-02-23,MSFT,34.76
2021-02-24,MSFT,31.24
2021-02-25,MSFT,32.56
2021-02-26,MSFT,28.6
2021-02-27,MSFT,10.12
2021-02-28,MSFT,5.72
2021-03-01,MSFT,30.34
2021-03-02,MSFT,35.26
2021-03-03,MSFT,32.39
2021-03-04,MSFT,38.95
2021-03-05,MSFT,41.0
2021-03-06,MSFT,15.17
2021-03-07,MSFT,11.07
2021-03-08,MSFT,34.03
2021-03-09,MSFT,38.54
2021-03-10,MSFT,36.9
2021-03-11,MSFT,36.9
2021-03-12,MSFT,32.39
2021-03-13,MSFT,7.789999999999999
2021-03-14,MSFT,4.92
2021-03-15,MSFT,29.93
2021-03-16,MSFT,31.57
2021-03-17,MSFT,29.11
2021-03-18,MSFT,28.7
2021-03-19,MSFT,31.98
2021-03-20,MSFT,11.07
2021-03-21,MSFT,7.38
2021-03-22,MSFT,30.75
2021-03-23,MSFT,35.669999999999995
2021-03-24,MSFT,25.01
2021-03-25,MSFT,28.7
2021-03-26,MSFT,31.16
2021-03-27,MSFT,9.43
2021-03-28,MSFT,4.51
2021-03-29,MSFT,28.7
2021-03-30,MSFT,27.88
2021-03-31,MSFT,29.11
2021-04-01,MSFT,34.78
2021-04-02,MSFT,15.51
2021-04-03,MSFT,7.989999999999999
2021-04-04,MSFT,3.29
2021-04-05,MSFT,41.83
2021-04-06,MSFT,36.19
2021-04-07,MSFT,30.55
2021-04-08,MSFT,31.96
2021-04-09,MSFT,34.309999999999995
2021-04-10,MSFT,8.93
2021-04-11,MSFT,8.93
2021-04-12,MSFT,37.6
2021-04-13,MSFT,45.12
2021-04-14,MSFT,36.19
2021-04-15,MSFT,38.54
2021-04-16,MSFT,34.309999999999995
2021-04-17,MSFT,7.989999999999999
2021-04-18,MSFT,5.17
2021-04-19,MSFT,27.26
2021-04-20,MSFT,30.08
2021-04-21,MSFT,33.84
2021-04-22,MSFT,30.08
2021-04-23,MSFT,25.85
2021-04-24,MSFT,15.04
2021-04-25,MSFT,5.17
2021-04-26,MSFT,34.309999999999995
2021-04-27,MSFT,36.66
2021-04-28,MSFT,47.0
2021-04-29,MSFT,45.59
2021-04-30,MSFT,35.25
2021-05-01,MSFT,10.64
2021-05-02,MSFT,6.84
2021-05-03,MSFT,30.78
2021-05-04,MSFT,37.24
2021-05-05,MSFT,30.4
2021-05-06,MSFT,28.5
2021-05-07,MSFT,38.0
2021-05-08,MSFT,10.26
2021-05-09,MSFT,5.7
2021-05-10,MSFT,27.74
2021-05-11,MSFT,29.64
2021-05-12,MSFT,33.06
2021-05-13,MSFT,34.58
2021-05-14,MSFT,34.2
2021-05-15,MSFT,4.5600000000000005
2021-05-16,MSFT,4.18
2021-05-17,MSFT,26.22
2021-05-18,MSFT,33.44
2021-05-19,MSFT,29.64
2021-05-20,MSFT,23.56
2021-05-21,MSFT,25.46
2021-05-22,MSFT,5.32
2021-05-23,MSFT,1.14
2021-05-24,MSFT,25.46
2021-05-25,MSFT,26.98
2021-05-26,MSFT,23.94
2021-05-27,MSFT,27.74
2021-05-28,MSFT,28.88
2021-05-29,MSFT,4.18
2021-05-30,MSFT,6.08
2021-05-31,MSFT,8.74
2021-06-01,MSFT,20.4
2021-06-02,MSFT,22.44
2021-06-03,MSFT,21.08
2021-06-04,MSFT,29.58
2021-06-05,MSFT,11.22
2021-06-06,MSFT,3.4000000000000004
2021-06-07,MSFT,19.72
2021-06-08,MSFT,23.8
2021-06-09,MSFT,24.14
2021-06-10,MSFT,23.12
2021-06-11,MSFT,25.16
2021-06-12,MSFT,2.3800000000000003
2021-06-13,MSFT,3.74
2021-06-14,MSFT,24.14
2021-06-15,MSFT,23.8
2021-06-16,MSFT,21.08
2021-06-17,MSFT,25.840000000000003
2021-06-18,MSFT,20.06
2021-06-19,MSFT,9.52
2021-06-20,MSFT,3.06
2021-06-21,MSFT,22.78
2021-06-22,MSFT,30.6
2021-06-23,MSFT,31.28
2021-06-24,MSFT,34.0
2021-06-25,MSFT,24.82
2021-06-26,MSFT,6.800000000000001
2021-06-27,MSFT,3.74
2021-06-28,MSFT,26.180000000000003
2021-06-29,MSFT,32.980000000000004
2021-06-30,MSFT,25.840000000000003
2021-07-01,MSFT,26.24
2021-07-02,MSFT,29.93
2021-07-03,MSFT,9.02
2021-07-04,MSFT,8.61
2021-07-05,MSFT,8.2
2021-07-06,MSFT,25.01
2021-07-07,MSFT,26.65
2021-07-08,MSFT,26.24
2021-07-09,MSFT,27.06
2021-07-10,MSFT,6.97
2021-07-11,MSFT,6.97
2021-07-12,MSFT,27.06
2021-07-13,MSFT,32.39
2021-07-14,MSFT,33.21
2021-07-15,MSFT,28.7
2021-07-16,MSFT,20.91
2021-07-17,MSFT,4.92
2021-07-18,MSFT,4.92
2021-07-19,MSFT,28.7
2021-07-20,MSFT,23.78
2021-07-21,MSFT,26.24
2021-07-22,MSFT,29.52
2021-07-23,MSFT,27.88
2021-07-24,MSFT,8.2
2021-07-25,MSFT,3.69
2021-07-26,MSFT,27.88
2021-07-27,MSFT,33.21
2021-07-28,MSFT,41.0
2021-07-29,MSFT,31.98
2021-07-30,MSFT,27.06
2021-07-31,MSFT,6.97
2021-08-01,MSFT,5.2
2021-08-02,MSFT,28.0
2021-08-03,MSFT,24.4
2021-08-04,MSFT,23.200000000000003
2021-08-05,MSFT,25.200000000000003
2021-08-06,MSFT,26.4
2021-08-07,MSFT,6.4
2021-08-08,MSFT,0.0
2021-08-09,MSFT,29.200000000000003
2021-08-10,MSFT,24.8
2021-08-11,MSFT,27.200000000000003
2021-08-12,MSFT,26.8
2021-08-13,MSFT,26.8
2021-08-14,MSFT,7.2
2021-08-15,MSFT,7.6
2021-08-16,MSFT,28.4
2021-08-17,MSFT,28.8
2021-08-18,MSFT,22.0
2021-08-19,MSFT,31.200000000000003
2021-08-20,MSFT,40.0
2021-08-21,MSFT,9.2
2021-08-22,MSFT,5.6000000000000005
2021-08-23,MSFT,28.0
2021-08-24,MSFT,37.6
2021-08-25,MSFT,27.6
2021-08-26,MSFT,27.6
2021-08-27,MSFT,32.800000000000004
2021-08-28,MSFT,6.4
2021-08-29,MSFT,4.4
2021-08-30,MSFT,29.6
2021-08-31,MSFT,25.6
2021-09-01,MSFT,35.64
2021-09-02,MSFT,36.0
2021-09-03,MSFT,30.24
2021-09-04,MSFT,5.76
2021-09-05,MSFT,1.7999999999999998
2021-09-06,MSFT,6.84
2021-09-07,MSFT,24.84
2021-09-08,MSFT,31.68
2021-09-09,MSFT,23.04
2021-09-10,MSFT,33.12
2021-09-11,MSFT,9.0
2021-09-12,MSFT,3.24
2021-09-13,MSFT,32.04
2021-09-14,MSFT,29.52
2021-09-15,MSFT,32.04
2021-09-16,MSFT,31.68
2021-09-17,MSFT,29.16
2021-09-18,MSFT,6.48
2021-09-19,MSFT,3.96
2021-09-20,MSFT,33.12
2021-09-21,MSFT,30.96
2021-09-22,MSFT,34.2
2021-09-23,MSFT,33.12
2021-09-24,MSFT,29.16
2021-09-25,MSFT,6.84
2021-09-26,MSFT,8.64
2021-09-27,MSFT,25.92
2021-09-28,MSFT,27.36
2021-09-29,MSFT,28.8
2021-09-30,MSFT,34.2
2021-10-01,MSFT,19.6
2021-10-02,MSFT,6.0
2021-10-03,MSFT,4.800000000000001
2021-10-04,MSFT,20.4
2021-10-05,MSFT,18.4
2021-10-06,MSFT,13.6
2021-10-07,MSFT,26.0
2021-10-08,MSFT,21.200000000000003
2021-10-09,MSFT,6.0
2021-10-10,MSFT,3.2
2021-10-11,MSFT,14.4
2021-10-12,MSFT,17.6
2021-10-13,MSFT,18.8
2021-10-14,MSFT,26.8
2021-10-15,MSFT,23.6
2021-10-16,MSFT,8.0
2021-10-17,MSFT,5.2
2021-10-18,MSFT,26.0
2021-10-19,MSFT,27.6
2021-10-20,MSFT,28.0
2021-10-21,MSFT,28.0
2021-10-22,MSFT,27.200000000000003
2021-10-23,MSFT,5.6000000000000005
2021-10-24,MSFT,3.6
2021-10-25,MSFT,23.6
2021-10-26,MSFT,32.0
2021-10-27,MSFT,40.0
2021-10-28,MSFT,33.6
2021-10-29,MSFT,37.2
2021-10-30,MSFT,6.800000000000001
2021-10-31,MSFT,7.2
2021-11-01,MSFT,43.74
2021-11-02,MSFT,42.120000000000005
2021-11-03,MSFT,42.66
2021-11-04,MSFT,54.0
2021-11-05,MSFT,42.120000000000005
2021-11-06,MSFT,12.420000000000002
2021-11-07,MSFT,5.4
2021-11-08,MSFT,34.56
2021-11-09,MSFT,34.02
2021-11-10,MSFT,37.8
2021-11-11,MSFT,46.98
2021-11-12,MSFT,42.120000000000005
2021-11-13,MSFT,12.96
2021-11-14,MSFT,6.48
2021-11-15,MSFT,35.1
2021-11-16,MSFT,46.440000000000005
2021-11-17,MSFT,37.8
2021-11-18,MSFT,42.120000000000005
2021-11-19,MSFT,44.28
2021-11-20,MSFT,12.420000000000002
2021-11-21,MSFT,12.96
2021-11-22,MSFT,41.040000000000006
2021-11-23,MSFT,34.02
2021-11-24,MSFT,31.860000000000003
2021-11-25,MSFT,10.8
2021-11-26,MSFT,30.78
2021-11-27,MSFT,14.580000000000002
2021-11-28,MSFT,7.56
2021-11-29,MSFT,34.02
2021-11-30,MSFT,42.120000000000005
2021-12-01,MSFT,48.720000000000006
2021-12-02,MSFT,47.6
2021-12-03,MSFT,45.36000000000001
2021-12-04,MSFT,11.760000000000002
2021-12-05,MSFT,4.48
2021-12-06,MSFT,42.56
2021-12-07,MSFT,56.00000000000001
2021-12-08,MSFT,43.120000000000005
2021-12-09,MSFT,47.6
2021-12-10,MSFT,41.440000000000005
2021-12-11,MSFT,19.040000000000003
2021-12-12,MSFT,6.720000000000001
2021-12-13,MSFT,44.8
2021-12-14,MSFT,42.00000000000001
2021-12-15,MSFT,37.52
2021-12-16,MSFT,36.96
2021-12-17,MSFT,41.440000000000005
2021-12-18,MSFT,11.2
2021-12-19,MSFT,5.040000000000001
2021-12-20,MSFT,29.120000000000005
2021-12-21,MSFT,50.400000000000006
2021-12-22,MSFT,48.720000000000006
2021-12-23,MSFT,35.84
2021-12-24,MSFT,21.840000000000003
2021-12-25,MSFT,2.8000000000000003
2021-12-26,MSFT,6.720000000000001
2021-12-27,MSFT,43.68000000000001
2021-12-28,MSFT,43.68000000000001
2021-12-29,MSFT,45.36000000000001
2021-12-30,MSFT,32.480000000000004
2021-12-31,MSFT,33.6
2022-01-01,MSFT,4.2
2022-01-02,MSFT,3.6
2022-01-03,MSFT,17.4
2022-01-04,MSFT,32.4
2022-01-05,MSFT,34.8
2022-01-06,MSFT,26.4
2022-01-07,MSFT,23.4
2022-01-08,MSFT,6.0
2022-01-09,MSFT,5.4
2022-01-10,MSFT,22.8
2022-01-11,MSFT,20.4
2022-01-12,MSFT,23.4
2022-01-13,MSFT,31.8
2022-01-14,MSFT,21.6
2022-01-15,MSFT,9.0
2022-01-16,MSFT,3.0
2022-01-17,MSFT,9.6
2022-01-18,MSFT,31.8
2022-01-19,MSFT,32.4
2022-01-20,MSFT,30.6
2022-01-21,MSFT,30.0
2022-01-22,MSFT,15.0
2022-01-23,MSFT,7.8
2022-01-24,MSFT,60.0
2022-01-25,MSFT,51.6
2022-01-26,MSFT,40.8
2022-01-27,MSFT,31.2
2022-01-28,MSFT,33.0
2022-01-29,MSFT,12.0
2022-01-30,MSFT,7.199999999999999
2022-01-31,MSFT,26.4
2022-02-01,MSFT,48.97
2022-02-02,MSFT,49.56
2022-02-03,MSFT,56.64
2022-02-04,MSFT,56.05
2022-02-05,MSFT,15.93
2022-02-06,MSFT,7.67
2022-02-07,MSFT,44.25
2022-02-08,MSFT,45.43
2022-02-09,MSFT,43.66
2022-02-10,MSFT,50.15
2022-02-11,MSFT,34.809999999999995
2022-02-12,MSFT,13.57
2022-02-13,MSFT,7.08
2022-02-14,MSFT,36.58
2022-02-15,MSFT,38.94
2022-02-16,MSFT,44.25
2022-02-17,MSFT,35.989999999999995
2022-02-18,MSFT,38.94
2022-02-19,MSFT,15.34
2022-02-20,MSFT,10.62
2022-02-21,MSFT,11.8
2022-02-22,MSFT,43.07
2022-02-23,MSFT,37.17
2022-02-24,MSFT,59.0
2022-02-25,MSFT,50.15
2022-02-26,MSFT,13.57
2022-02-27,MSFT,7.08
2022-02-28,MSFT,47.2
2022-03-01,MSFT,40.0
2022-03-02,MSFT,43.0
2022-03-03,MSFT,40.5
2022-03-04,MSFT,35.5
2022-03-05,MSFT,11.0
2022-03-06,MSFT,7.5
2022-03-07,MSFT,44.0
2022-03-08,MSFT,47.5
2022-03-09,MSFT,38.5
2022-03-10,MSFT,34.5
2022-03-11,MSFT,37.5
2022-03-12,MSFT,13.5
2022-03-13,MSFT,10.0
2022-03-14,MSFT,41.5
2022-03-15,MSFT,47.5
2022-03-16,MSFT,50.0
2022-03-17,MSFT,43.5
2022-03-18,MSFT,49.0
2022-03-19,MSFT,17.0
2022-03-20,MSFT,4.5
2022-03-21,MSFT,42.5
2022-03-22,MSFT,48.0
2022-03-23,MSFT,42.0
2022-03-24,MSFT,35.0
2022-03-25,MSFT,32.0
2022-03-26,MSFT,9.5
2022-03-27,MSFT,9.0
2022-03-28,MSFT,33.5
2022-03-29,MSFT,42.5
2022-03-30,MSFT,39.5
2022-03-31,MSFT,35.5
2022-04-01,MSFT,23.22
