date,WMT_unscaled,WMT_monthly,isPartial,scale,WMT
2023-01-10,58,29.0,,0.29,16.82
2023-01-11,79,29.0,,0.29,22.91
2023-01-12,64,29.0,,0.29,18.56
2023-01-13,62,29.0,,0.29,17.98
2023-01-14,19,29.0,,0.29,5.51
2023-01-15,20,29.0,,0.29,5.8
2023-01-16,32,29.0,,0.29,9.28
2023-01-17,69,29.0,,0.29,20.009999999999998
2023-01-18,62,29.0,,0.29,17.98
2023-01-19,65,29.0,,0.29,18.849999999999998
2023-01-20,76,29.0,,0.29,22.04
2023-01-21,22,29.0,,0.29,6.38
2023-01-22,18,29.0,,0.29,5.22
2023-01-23,77,29.0,,0.29,22.33
2023-01-24,100,29.0,,0.29,28.999999999999996
2023-01-25,53,29.0,,0.29,15.37
2023-01-26,75,29.0,,0.29,21.75
2023-01-27,62,29.0,,0.29,17.98
2023-01-28,31,29.0,,0.29,8.99
2023-01-29,20,29.0,,0.29,5.8
2023-01-30,64,29.0,,0.29,18.56
2023-01-31,67,29.0,,0.29,19.43
2023-02-01,33,36.0,False,0.36,11.879999999999999
2023-02-02,27,36.0,,0.36,9.719999999999999
2023-02-03,27,36.0,,0.36,9.719999999999999
2023-02-04,12,36.0,,0.36,4.32
2023-02-05,4,36.0,,0.36,1.44
2023-02-06,24,36.0,,0.36,8.64
2023-02-07,24,36.0,,0.36,8.64
2023-02-08,28,36.0,,0.36,10.08
2023-02-09,25,36.0,,0.36,9.0
2023-02-10,22,36.0,,0.36,7.92
2023-02-11,19,36.0,,0.36,6.84
2023-02-12,9,36.0,,0.36,3.2399999999999998
2023-02-13,25,36.0,,0.36,9.0
2023-02-14,26,36.0,,0.36,9.36
2023-02-15,27,36.0,,0.36,9.719999999999999
2023-02-16,26,36.0,,0.36,9.36
2023-02-17,32,36.0,,0.36,11.52
2023-02-18,10,36.0,,0.36,3.5999999999999996
2023-02-19,5,36.0,,0.36,1.7999999999999998
2023-02-20,17,36.0,,0.36,6.12
2023-02-21,100,36.0,,0.36,36.0
2023-02-22,44,36.0,,0.36,15.84
2023-02-23,35,36.0,,0.36,12.6
2023-02-24,25,36.0,,0.36,9.0
2023-02-25,10,36.0,,0.36,3.5999999999999996
2023-02-26,11,36.0,,0.36,3.96
2023-02-27,22,36.0,,0.36,7.92
2023-02-28,24,36.0,,0.36,8.64
2023-03-01,84,29.0,False,0.29,24.36
2023-03-02,71,29.0,,0.29,20.59
2023-03-03,74,29.0,,0.29,21.459999999999997
2023-03-04,27,29.0,,0.29,7.829999999999999
2023-03-05,27,29.0,,0.29,7.829999999999999
2023-03-06,81,29.0,,0.29,23.49
2023-03-07,86,29.0,,0.29,24.939999999999998
2023-03-08,80,29.0,,0.29,23.2
2023-03-09,77,29.0,,0.29,22.33
2023-03-10,60,29.0,,0.29,17.4
2023-03-11,40,29.0,,0.29,11.6
2023-03-12,40,29.0,,0.29,11.6
2023-03-13,56,29.0,,0.29,16.24
2023-03-14,87,29.0,,0.29,25.229999999999997
2023-03-15,81,29.0,,0.29,23.49
2023-03-16,86,29.0,,0.29,24.939999999999998
2023-03-17,56,29.0,,0.29,16.24
2023-03-18,48,29.0,,0.29,13.919999999999998
2023-03-19,13,29.0,,0.29,3.7699999999999996
2023-03-20,87,29.0,,0.29,25.229999999999997
2023-03-21,89,29.0,,0.29,25.81
2023-03-22,69,29.0,,0.29,20.009999999999998
2023-03-23,71,29.0,,0.29,20.59
2023-03-24,58,29.0,,0.29,16.82
2023-03-25,33,29.0,,0.29,9.569999999999999
2023-03-26,20,29.0,,0.29,5.8
2023-03-27,100,29.0,,0.29,28.999999999999996
2023-03-28,77,29.0,,0.29,22.33
2023-03-29,88,29.0,,0.29,25.52
2023-03-30,100,29.0,,0.29,28.999999999999996
2023-03-31,75,29.0,,0.29,21.75
2023-04-01,38,35.0,False,0.35,13.299999999999999
2023-04-02,22,35.0,,0.35,7.699999999999999
2023-04-03,59,35.0,,0.35,20.65
2023-04-04,100,35.0,,0.35,35.0
2023-04-05,91,35.0,,0.35,31.849999999999998
2023-04-06,86,35.0,,0.35,30.099999999999998
2023-04-07,73,35.0,,0.35,25.549999999999997
2023-04-08,30,35.0,,0.35,10.5
2023-04-09,29,35.0,,0.35,10.149999999999999
2023-04-10,76,35.0,,0.35,26.599999999999998
2023-04-11,91,35.0,,0.35,31.849999999999998
2023-04-12,85,35.0,,0.35,29.749999999999996
2023-04-13,74,35.0,,0.35,25.9
2023-04-14,89,35.0,,0.35,31.15
2023-04-15,24,35.0,,0.35,8.399999999999999
2023-04-16,20,35.0,,0.35,7.0
2023-04-17,66,35.0,,0.35,23.099999999999998
2023-04-18,67,35.0,,0.35,23.45
2023-04-19,67,35.0,,0.35,23.45
2023-04-20,79,35.0,,0.35,27.65
2023-04-21,68,35.0,,0.35,23.799999999999997
2023-04-22,19,35.0,,0.35,6.6499999999999995
2023-04-23,11,35.0,,0.35,3.8499999999999996
2023-04-24,86,35.0,,0.35,30.099999999999998
2023-04-25,79,35.0,,0.35,27.65
2023-04-26,65,35.0,,0.35,22.75
2023-04-27,83,35.0,,0.35,29.049999999999997
2023-04-28,80,35.0,,0.35,28.0
2023-04-29,34,35.0,,0.35,11.899999999999999
2023-04-30,15,35.0,,0.35,5.25
2023-05-01,33,32.0,False,0.32,10.56
2023-05-02,34,32.0,,0.32,10.88
2023-05-03,30,32.0,,0.32,9.6
2023-05-04,31,32.0,,0.32,9.92
2023-05-05,29,32.0,,0.32,9.28
2023-05-06,11,32.0,,0.32,3.52
2023-05-07,9,32.0,,0.32,2.88
2023-05-08,27,32.0,,0.32,8.64
2023-05-09,28,32.0,,0.32,8.96
2023-05-10,34,32.0,,0.32,10.88
2023-05-11,37,32.0,,0.32,11.84
2023-05-12,26,32.0,,0.32,8.32
2023-05-13,9,32.0,,0.32,2.88
2023-05-14,7,32.0,,0.32,2.24
2023-05-15,35,32.0,,0.32,11.200000000000001
2023-05-16,40,32.0,,0.32,12.8
2023-05-17,46,32.0,,0.32,14.72
2023-05-18,100,32.0,,0.32,32.0
2023-05-19,46,32.0,,0.32,14.72
2023-05-20,9,32.0,,0.32,2.88
2023-05-21,10,32.0,,0.32,3.2
2023-05-22,34,32.0,,0.32,10.88
2023-05-23,32,32.0,,0.32,10.24
2023-05-24,29,32.0,,0.32,9.28
2023-05-25,37,32.0,,0.32,11.84
2023-05-26,37,32.0,,0.32,11.84
2023-05-27,17,32.0,,0.32,5.44
2023-05-28,12,32.0,,0.32,3.84
2023-05-29,11,32.0,,0.32,3.52
2023-05-30,30,32.0,,0.32,9.6
2023-05-31,32,32.0,,0.32,10.24
2023-06-01,81,33.0,False,0.33,26.73
2023-06-02,82,33.0,,0.33,27.060000000000002
2023-06-03,34,33.0,,0.33,11.22
2023-06-04,10,33.0,,0.33,3.3000000000000003
2023-06-05,75,33.0,,0.33,24.75
2023-06-06,62,33.0,,0.33,20.46
2023-06-07,65,33.0,,0.33,21.45
2023-06-08,79,33.0,,0.33,26.07
2023-06-09,81,33.0,,0.33,26.73
2023-06-10,23,33.0,,0.33,7.590000000000001
2023-06-11,17,33.0,,0.33,5.61
2023-06-12,91,33.0,,0.33,30.03
2023-06-13,89,33.0,,0.33,29.37
2023-06-14,92,33.0,,0.33,30.360000000000003
2023-06-15,100,33.0,,0.33,33.0
2023-06-16,86,33.0,,0.33,28.380000000000003
2023-06-17,25,33.0,,0.33,8.25
2023-06-18,15,33.0,,0.33,4.95
2023-06-19,41,33.0,,0.33,13.530000000000001
2023-06-20,62,33.0,,0.33,20.46
2023-06-21,65,33.0,,0.33,21.45
2023-06-22,71,33.0,,0.33,23.43
2023-06-23,48,33.0,,0.33,15.84
2023-06-24,28,33.0,,0.33,9.24
2023-06-25,29,33.0,,0.33,9.57
2023-06-26,66,33.0,,0.33,21.78
2023-06-27,65,33.0,,0.33,21.45
2023-06-28,62,33.0,,0.33,20.46
2023-06-29,68,33.0,,0.33,22.44
2023-06-30,77,33.0,,0.33,25.41
2023-07-01,43,34.0,False,0.34,14.620000000000001
2023-07-02,27,34.0,,0.34,9.180000000000001
2023-07-03,60,34.0,,0.34,20.400000000000002
2023-07-04,30,34.0,,0.34,10.200000000000001
2023-07-05,83,34.0,,0.34,28.220000000000002
2023-07-06,62,34.0,,0.34,21.080000000000002
2023-07-07,86,34.0,,0.34,29.240000000000002
2023-07-08,24,34.0,,0.34,8.16
2023-07-09,19,34.0,,0.34,6.460000000000001
2023-07-10,74,34.0,,0.34,25.16
2023-07-11,62,34.0,,0.34,21.080000000000002
2023-07-12,74,34.0,,0.34,25.16
2023-07-13,66,34.0,,0.34,22.44
2023-07-14,58,34.0,,0.34,19.720000000000002
2023-07-15,25,34.0,,0.34,8.5
2023-07-16,14,34.0,,0.34,4.760000000000001
2023-07-17,55,34.0,,0.34,18.700000000000003
2023-07-18,70,34.0,,0.34,23.8
2023-07-19,70,34.0,,0.34,23.8
2023-07-20,79,34.0,,0.34,26.860000000000003
2023-07-21,77,34.0,,0.34,26.180000000000003
2023-07-22,22,34.0,,0.34,7.48
2023-07-23,13,34.0,,0.34,4.42
2023-07-24,63,34.0,,0.34,21.42
2023-07-25,92,34.0,,0.34,31.28
2023-07-26,89,34.0,,0.34,30.26
2023-07-27,69,34.0,,0.34,23.46
2023-07-28,100,34.0,,0.34,34.0
2023-07-29,23,34.0,,0.34,7.82
2023-07-30,28,34.0,,0.34,9.520000000000001
2023-07-31,76,34.0,,0.34,25.840000000000003
2023-08-01,26,38.0,False,0.38,9.88
2023-08-02,30,38.0,,0.38,11.4
2023-08-03,27,38.0,,0.38,10.26
2023-08-04,25,38.0,,0.38,9.5
2023-08-05,12,38.0,,0.38,4.5600000000000005
2023-08-06,12,38.0,,0.38,4.5600000000000005
2023-08-07,33,38.0,,0.38,12.540000000000001
2023-08-08,24,38.0,,0.38,9.120000000000001
2023-08-09,34,38.0,,0.38,12.92
2023-08-10,35,38.0,,0.38,13.3
2023-08-11,30,38.0,,0.38,11.4
2023-08-12,7,38.0,,0.38,2.66
2023-08-13,2,38.0,,0.38,0.76
2023-08-14,37,38.0,,0.38,14.06
2023-08-15,38,38.0,,0.38,14.44
2023-08-16,49,38.0,,0.38,18.62
2023-08-17,100,38.0,,0.38,38.0
2023-08-18,36,38.0,,0.38,13.68
2023-08-19,13,38.0,,0.38,4.94
2023-08-20,8,38.0,,0.38,3.04
2023-08-21,26,38.0,,0.38,9.88
2023-08-22,28,38.0,,0.38,10.64
2023-08-23,22,38.0,,0.38,8.36
2023-08-24,28,38.0,,0.38,10.64
2023-08-25,29,38.0,,0.38,11.02
2023-08-26,9,38.0,,0.38,3.42
2023-08-27,10,38.0,,0.38,3.8
2023-08-28,27,38.0,,0.38,10.26
2023-08-29,24,38.0,,0.38,9.120000000000001
2023-08-30,34,38.0,,0.38,12.92
2023-08-31,27,38.0,,0.38,10.26
2023-09-01,86,27.0,False,0.27,23.220000000000002
2023-09-02,44,27.0,,0.27,11.88
2023-09-03,22,27.0,,0.27,5.94
2023-09-04,28,27.0,,0.27,7.5600000000000005
2023-09-05,54,27.0,,0.27,14.580000000000002
2023-09-06,70,27.0,,0.27,18.900000000000002
2023-09-07,66,27.0,,0.27,17.82
2023-09-08,65,27.0,,0.27,17.55
2023-09-09,23,27.0,,0.27,6.210000000000001
2023-09-10,16,27.0,,0.27,4.32
2023-09-11,68,27.0,,0.27,18.36
2023-09-12,72,27.0,,0.27,19.44
2023-09-13,86,27.0,,0.27,23.220000000000002
2023-09-14,72,27.0,,0.27,19.44
2023-09-15,64,27.0,,0.27,17.28
2023-09-16,29,27.0,,0.27,7.83
2023-09-17,13,27.0,,0.27,3.5100000000000002
2023-09-18,79,27.0,,0.27,21.330000000000002
2023-09-19,100,27.0,,0.27,27.0
2023-09-20,62,27.0,,0.27,16.740000000000002
2023-09-21,62,27.0,,0.27,16.740000000000002
2023-09-22,63,27.0,,0.27,17.01
2023-09-23,34,27.0,,0.27,9.18
2023-09-24,26,27.0,,0.27,7.0200000000000005
2023-09-25,48,27.0,,0.27,12.96
2023-09-26,56,27.0,,0.27,15.120000000000001
2023-09-27,62,27.0,,0.27,16.740000000000002
2023-09-28,63,27.0,,0.27,17.01
2023-09-29,52,27.0,,0.27,14.040000000000001
2023-09-30,30,27.0,,0.27,8.100000000000001
2023-10-01,22,34.0,False,0.34,7.48
2023-10-02,68,34.0,,0.34,23.12
2023-10-03,68,34.0,,0.34,23.12
2023-10-04,77,34.0,,0.34,26.180000000000003
2023-10-05,89,34.0,,0.34,30.26
2023-10-06,76,34.0,,0.34,25.840000000000003
2023-10-07,44,34.0,,0.34,14.96
2023-10-08,22,34.0,,0.34,7.48
2023-10-09,67,34.0,,0.34,22.78
2023-10-10,64,34.0,,0.34,21.76
2023-10-11,89,34.0,,0.34,30.26
2023-10-12,69,34.0,,0.34,23.46
2023-10-13,71,34.0,,0.34,24.14
2023-10-14,45,34.0,,0.34,15.3
2023-10-15,44,34.0,,0.34,14.96
2023-10-16,84,34.0,,0.34,28.560000000000002
2023-10-17,86,34.0,,0.34,29.240000000000002
2023-10-18,75,34.0,,0.34,25.500000000000004
2023-10-19,93,34.0,,0.34,31.62
2023-10-20,74,34.0,,0.34,25.16
2023-10-21,55,34.0,,0.34,18.700000000000003
2023-10-22,48,34.0,,0.34,16.32
2023-10-23,62,34.0,,0.34,21.080000000000002
2023-10-24,100,34.0,,0.34,34.0
2023-10-25,79,34.0,,0.34,26.860000000000003
2023-10-26,70,34.0,,0.34,23.8
2023-10-27,99,34.0,,0.34,33.660000000000004
2023-10-28,36,34.0,,0.34,12.24
2023-10-29,36,34.0,,0.34,12.24
2023-10-30,89,34.0,,0.34,30.26
2023-10-31,94,34.0,,0.34,31.96
2023-11-01,32,51.0,False,0.51,16.32
2023-11-02,31,51.0,,0.51,15.81
2023-11-03,38,51.0,,0.51,19.38
2023-11-04,16,51.0,,0.51,8.16
2023-11-05,10,51.0,,0.51,5.1
2023-11-06,29,51.0,,0.51,14.790000000000001
2023-11-07,32,51.0,,0.51,16.32
2023-11-08,36,51.0,,0.51,18.36
2023-11-09,30,51.0,,0.51,15.3
2023-11-10,34,51.0,,0.51,17.34
2023-11-11,15,51.0,,0.51,7.65
2023-11-12,12,51.0,,0.51,6.12
2023-11-13,32,51.0,,0.51,16.32
2023-11-14,31,51.0,,0.51,15.81
2023-11-15,45,51.0,,0.51,22.95
2023-11-16,100,51.0,,0.51,51.0
2023-11-17,64,51.0,,0.51,32.64
2023-11-18,18,51.0,,0.51,9.18
2023-11-19,12,51.0,,0.51,6.12
2023-11-20,38,51.0,,0.51,19.38
2023-11-21,38,51.0,,0.51,19.38
2023-11-22,34,51.0,,0.51,17.34
2023-11-23,13,51.0,,0.51,6.63
2023-11-24,31,51.0,,0.51,15.81
2023-11-25,12,51.0,,0.51,6.12
2023-11-26,10,51.0,,0.51,5.1
2023-11-27,31,51.0,,0.51,15.81
2023-11-28,31,51.0,,0.51,15.81
2023-11-29,40,51.0,,0.51,20.4
2023-11-30,37,51.0,,0.51,18.87
2023-12-01,64,43.0,False,0.43,27.52
2023-12-02,49,43.0,,0.43,21.07
2023-12-03,36,43.0,,0.43,15.48
2023-12-04,76,43.0,,0.43,32.68
2023-12-05,70,43.0,,0.43,30.099999999999998
2023-12-06,79,43.0,,0.43,33.97
2023-12-07,75,43.0,,0.43,32.25
2023-12-08,93,43.0,,0.43,39.99
2023-12-09,32,43.0,,0.43,13.76
2023-12-10,41,43.0,,0.43,17.63
2023-12-11,88,43.0,,0.43,37.839999999999996
2023-12-12,86,43.0,,0.43,36.98
2023-12-13,90,43.0,,0.43,38.7
2023-12-14,75,43.0,,0.43,32.25
2023-12-15,87,43.0,,0.43,37.41
2023-12-16,49,43.0,,0.43,21.07
2023-12-17,40,43.0,,0.43,17.2
2023-12-18,73,43.0,,0.43,31.39
2023-12-19,82,43.0,,0.43,35.26
2023-12-20,79,43.0,,0.43,33.97
2023-12-21,75,43.0,,0.43,32.25
2023-12-22,100,43.0,,0.43,43.0
2023-12-23,35,43.0,,0.43,15.049999999999999
2023-12-24,37,43.0,,0.43,15.91
2023-12-25,35,43.0,,0.43,15.049999999999999
2023-12-26,80,43.0,,0.43,34.4
2023-12-27,72,43.0,,0.43,30.96
2023-12-28,80,43.0,,0.43,34.4
2023-12-29,76,43.0,,0.43,32.68
2023-12-30,29,43.0,,0.43,12.47
2023-12-31,30,43.0,,0.43,12.9
