date,WMT_unscaled,WMT_monthly,isPartial,scale,WMT
2021-05-14,53,47.0,,0.47,24.91
2021-05-15,25,47.0,,0.47,11.75
2021-05-16,24,47.0,,0.47,11.28
2021-05-17,41,47.0,,0.47,19.27
2021-05-18,100,47.0,,0.47,47.0
2021-05-19,82,47.0,,0.47,38.54
2021-05-20,45,47.0,,0.47,21.15
2021-05-21,39,47.0,,0.47,18.33
2021-05-22,15,47.0,,0.47,7.05
2021-05-23,8,47.0,,0.47,3.76
2021-05-24,43,47.0,,0.47,20.209999999999997
2021-05-25,36,47.0,,0.47,16.919999999999998
2021-05-26,41,47.0,,0.47,19.27
2021-05-27,35,47.0,,0.47,16.45
2021-05-28,35,47.0,,0.47,16.45
2021-05-29,12,47.0,,0.47,5.64
2021-05-30,10,47.0,,0.47,4.699999999999999
2021-05-31,13,47.0,,0.47,6.109999999999999
2021-06-01,64,38.0,False,0.38,24.32
2021-06-02,41,38.0,,0.38,15.58
2021-06-03,56,38.0,,0.38,21.28
2021-06-04,59,38.0,,0.38,22.42
2021-06-05,19,38.0,,0.38,7.22
2021-06-06,19,38.0,,0.38,7.22
2021-06-07,56,38.0,,0.38,21.28
2021-06-08,72,38.0,,0.38,27.36
2021-06-09,70,38.0,,0.38,26.6
2021-06-10,56,38.0,,0.38,21.28
2021-06-11,57,38.0,,0.38,21.66
2021-06-12,19,38.0,,0.38,7.22
2021-06-13,18,38.0,,0.38,6.84
2021-06-14,52,38.0,,0.38,19.76
2021-06-15,54,38.0,,0.38,20.52
2021-06-16,62,38.0,,0.38,23.56
2021-06-17,66,38.0,,0.38,25.080000000000002
2021-06-18,73,38.0,,0.38,27.740000000000002
2021-06-19,15,38.0,,0.38,5.7
2021-06-20,14,38.0,,0.38,5.32
2021-06-21,52,38.0,,0.38,19.76
2021-06-22,50,38.0,,0.38,19.0
2021-06-23,51,38.0,,0.38,19.38
2021-06-24,62,38.0,,0.38,23.56
2021-06-25,61,38.0,,0.38,23.18
2021-06-26,23,38.0,,0.38,8.74
2021-06-27,24,38.0,,0.38,9.120000000000001
2021-06-28,56,38.0,,0.38,21.28
2021-06-29,62,38.0,,0.38,23.56
2021-06-30,100,38.0,,0.38,38.0
2021-07-01,90,34.0,False,0.34,30.6
2021-07-02,85,34.0,,0.34,28.900000000000002
2021-07-03,25,34.0,,0.34,8.5
2021-07-04,18,34.0,,0.34,6.12
2021-07-05,31,34.0,,0.34,10.540000000000001
2021-07-06,83,34.0,,0.34,28.220000000000002
2021-07-07,66,34.0,,0.34,22.44
2021-07-08,88,34.0,,0.34,29.92
2021-07-09,74,34.0,,0.34,25.16
2021-07-10,24,34.0,,0.34,8.16
2021-07-11,17,34.0,,0.34,5.78
2021-07-12,68,34.0,,0.34,23.12
2021-07-13,82,34.0,,0.34,27.880000000000003
2021-07-14,69,34.0,,0.34,23.46
2021-07-15,78,34.0,,0.34,26.520000000000003
2021-07-16,63,34.0,,0.34,21.42
2021-07-17,32,34.0,,0.34,10.88
2021-07-18,27,34.0,,0.34,9.180000000000001
2021-07-19,71,34.0,,0.34,24.14
2021-07-20,100,34.0,,0.34,34.0
2021-07-21,50,34.0,,0.34,17.0
2021-07-22,66,34.0,,0.34,22.44
2021-07-23,70,34.0,,0.34,23.8
2021-07-24,23,34.0,,0.34,7.82
2021-07-25,18,34.0,,0.34,6.12
2021-07-26,82,34.0,,0.34,27.880000000000003
2021-07-27,79,34.0,,0.34,26.860000000000003
2021-07-28,66,34.0,,0.34,22.44
2021-07-29,82,34.0,,0.34,27.880000000000003
2021-07-30,55,34.0,,0.34,18.700000000000003
2021-07-31,33,34.0,,0.34,11.22
2021-08-01,10,50.0,False,0.5,5.0
2021-08-02,22,50.0,,0.5,11.0
2021-08-03,37,50.0,,0.5,18.5
2021-08-04,32,50.0,,0.5,16.0
2021-08-05,34,50.0,,0.5,17.0
2021-08-06,46,50.0,,0.5,23.0
2021-08-07,13,50.0,,0.5,6.5
2021-08-08,7,50.0,,0.5,3.5
2021-08-09,34,50.0,,0.5,17.0
2021-08-10,61,50.0,,0.5,30.5
2021-08-11,53,50.0,,0.5,26.5
2021-08-12,50,50.0,,0.5,25.0
2021-08-13,46,50.0,,0.5,23.0
2021-08-14,17,50.0,,0.5,8.5
2021-08-15,11,50.0,,0.5,5.5
2021-08-16,62,50.0,,0.5,31.0
2021-08-17,100,50.0,,0.5,50.0
2021-08-18,59,50.0,,0.5,29.5
2021-08-19,45,50.0,,0.5,22.5
2021-08-20,50,50.0,,0.5,25.0
2021-08-21,17,50.0,,0.5,8.5
2021-08-22,10,50.0,,0.5,5.0
2021-08-23,46,50.0,,0.5,23.0
2021-08-24,45,50.0,,0.5,22.5
2021-08-25,40,50.0,,0.5,20.0
2021-08-26,39,50.0,,0.5,19.5
2021-08-27,38,50.0,,0.5,19.0
2021-08-28,19,50.0,,0.5,9.5
2021-08-29,4,50.0,,0.5,2.0
2021-08-30,45,50.0,,0.5,22.5
2021-08-31,38,50.0,,0.5,19.0
2021-09-01,100,33.0,False,0.33,33.0
2021-09-02,84,33.0,,0.33,27.720000000000002
2021-09-03,84,33.0,,0.33,27.720000000000002
2021-09-04,50,33.0,,0.33,16.5
2021-09-05,36,33.0,,0.33,11.88
2021-09-06,21,33.0,,0.33,6.930000000000001
2021-09-07,75,33.0,,0.33,24.75
2021-09-08,99,33.0,,0.33,32.67
2021-09-09,93,33.0,,0.33,30.69
2021-09-10,75,33.0,,0.33,24.75
2021-09-11,39,33.0,,0.33,12.870000000000001
2021-09-12,33,33.0,,0.33,10.89
2021-09-13,82,33.0,,0.33,27.060000000000002
2021-09-14,82,33.0,,0.33,27.060000000000002
2021-09-15,77,33.0,,0.33,25.41
2021-09-16,81,33.0,,0.33,26.73
2021-09-17,67,33.0,,0.33,22.11
2021-09-18,42,33.0,,0.33,13.860000000000001
2021-09-19,18,33.0,,0.33,5.94
2021-09-20,71,33.0,,0.33,23.43
2021-09-21,68,33.0,,0.33,22.44
2021-09-22,78,33.0,,0.33,25.740000000000002
2021-09-23,85,33.0,,0.33,28.05
2021-09-24,71,33.0,,0.33,23.43
2021-09-25,26,33.0,,0.33,8.58
2021-09-26,14,33.0,,0.33,4.62
2021-09-27,53,33.0,,0.33,17.490000000000002
2021-09-28,71,33.0,,0.33,23.43
2021-09-29,92,33.0,,0.33,30.360000000000003
2021-09-30,90,33.0,,0.33,29.700000000000003
2021-10-01,79,35.0,False,0.35,27.65
2021-10-02,24,35.0,,0.35,8.399999999999999
2021-10-03,13,35.0,,0.35,4.55
2021-10-04,59,35.0,,0.35,20.65
2021-10-05,63,35.0,,0.35,22.049999999999997
2021-10-06,64,35.0,,0.35,22.4
2021-10-07,63,35.0,,0.35,22.049999999999997
2021-10-08,75,35.0,,0.35,26.25
2021-10-09,27,35.0,,0.35,9.45
2021-10-10,16,35.0,,0.35,5.6
2021-10-11,65,35.0,,0.35,22.75
2021-10-12,50,35.0,,0.35,17.5
2021-10-13,65,35.0,,0.35,22.75
2021-10-14,74,35.0,,0.35,25.9
2021-10-15,72,35.0,,0.35,25.2
2021-10-16,26,35.0,,0.35,9.1
2021-10-17,25,35.0,,0.35,8.75
2021-10-18,67,35.0,,0.35,23.45
2021-10-19,91,35.0,,0.35,31.849999999999998
2021-10-20,100,35.0,,0.35,35.0
2021-10-21,91,35.0,,0.35,31.849999999999998
2021-10-22,79,35.0,,0.35,27.65
2021-10-23,29,35.0,,0.35,10.149999999999999
2021-10-24,26,35.0,,0.35,9.1
2021-10-25,85,35.0,,0.35,29.749999999999996
2021-10-26,87,35.0,,0.35,30.45
2021-10-27,75,35.0,,0.35,26.25
2021-10-28,82,35.0,,0.35,28.7
2021-10-29,70,35.0,,0.35,24.5
2021-10-30,24,35.0,,0.35,8.399999999999999
2021-10-31,0,35.0,,0.35,0.0
2021-11-01,24,43.0,False,0.43,10.32
2021-11-02,28,43.0,,0.43,12.04
2021-11-03,26,43.0,,0.43,11.18
2021-11-04,31,43.0,,0.43,13.33
2021-11-05,32,43.0,,0.43,13.76
2021-11-06,9,43.0,,0.43,3.87
2021-11-07,12,43.0,,0.43,5.16
2021-11-08,31,43.0,,0.43,13.33
2021-11-09,35,43.0,,0.43,15.049999999999999
2021-11-10,40,43.0,,0.43,17.2
2021-11-11,27,43.0,,0.43,11.61
2021-11-12,30,43.0,,0.43,12.9
2021-11-13,22,43.0,,0.43,9.459999999999999
2021-11-14,4,43.0,,0.43,1.72
2021-11-15,35,43.0,,0.43,15.049999999999999
2021-11-16,100,43.0,,0.43,43.0
2021-11-17,53,43.0,,0.43,22.79
2021-11-18,35,43.0,,0.43,15.049999999999999
2021-11-19,43,43.0,,0.43,18.49
2021-11-20,9,43.0,,0.43,3.87
2021-11-21,9,43.0,,0.43,3.87
2021-11-22,35,43.0,,0.43,15.049999999999999
2021-11-23,43,43.0,,0.43,18.49
2021-11-24,37,43.0,,0.43,15.91
2021-11-25,13,43.0,,0.43,5.59
2021-11-26,30,43.0,,0.43,12.9
2021-11-27,11,43.0,,0.43,4.7299999999999995
2021-11-28,7,43.0,,0.43,3.01
2021-11-29,32,43.0,,0.43,13.76
2021-11-30,35,43.0,,0.43,15.049999999999999
2021-12-01,76,40.0,False,0.4,30.400000000000002
2021-12-02,93,40.0,,0.4,37.2
2021-12-03,85,40.0,,0.4,34.0
2021-12-04,26,40.0,,0.4,10.4
2021-12-05,21,40.0,,0.4,8.4
2021-12-06,71,40.0,,0.4,28.400000000000002
2021-12-07,79,40.0,,0.4,31.6
2021-12-08,91,40.0,,0.4,36.4
2021-12-09,95,40.0,,0.4,38.0
2021-12-10,100,40.0,,0.4,40.0
2021-12-11,24,40.0,,0.4,9.600000000000001
2021-12-12,27,40.0,,0.4,10.8
2021-12-13,81,40.0,,0.4,32.4
2021-12-14,87,40.0,,0.4,34.800000000000004
2021-12-15,94,40.0,,0.4,37.6
2021-12-16,81,40.0,,0.4,32.4
2021-12-17,77,40.0,,0.4,30.8
2021-12-18,37,40.0,,0.4,14.8
2021-12-19,15,40.0,,0.4,6.0
2021-12-20,66,40.0,,0.4,26.400000000000002
2021-12-21,76,40.0,,0.4,30.400000000000002
2021-12-22,59,40.0,,0.4,23.6
2021-12-23,66,40.0,,0.4,26.400000000000002
2021-12-24,42,40.0,,0.4,16.8
2021-12-25,14,40.0,,0.4,5.6000000000000005
2021-12-26,0,40.0,,0.4,0.0
2021-12-27,79,40.0,,0.4,31.6
2021-12-28,79,40.0,,0.4,31.6
2021-12-29,61,40.0,,0.4,24.400000000000002
2021-12-30,74,40.0,,0.4,29.6
2021-12-31,68,40.0,,0.4,27.200000000000003
2022-01-01,26,35.0,False,0.35,9.1
2022-01-02,15,35.0,,0.35,5.25
2022-01-03,59,35.0,,0.35,20.65
2022-01-04,78,35.0,,0.35,27.299999999999997
2022-01-05,80,35.0,,0.35,28.0
2022-01-06,89,35.0,,0.35,31.15
2022-01-07,51,35.0,,0.35,17.849999999999998
2022-01-08,29,35.0,,0.35,10.149999999999999
2022-01-09,14,35.0,,0.35,4.8999999999999995
2022-01-10,52,35.0,,0.35,18.2
2022-01-11,50,35.0,,0.35,17.5
2022-01-12,36,35.0,,0.35,12.6
2022-01-13,82,35.0,,0.35,28.7
2022-01-14,53,35.0,,0.35,18.549999999999997
2022-01-15,23,35.0,,0.35,8.049999999999999
2022-01-16,25,35.0,,0.35,8.75
2022-01-17,35,35.0,,0.35,12.25
2022-01-18,55,35.0,,0.35,19.25
2022-01-19,58,35.0,,0.35,20.299999999999997
2022-01-20,41,35.0,,0.35,14.35
2022-01-21,59,35.0,,0.35,20.65
2022-01-22,27,35.0,,0.35,9.45
2022-01-23,14,35.0,,0.35,4.8999999999999995
2022-01-24,100,35.0,,0.35,35.0
2022-01-25,68,35.0,,0.35,23.799999999999997
2022-01-26,50,35.0,,0.35,17.5
2022-01-27,63,35.0,,0.35,22.049999999999997
2022-01-28,64,35.0,,0.35,22.4
2022-01-29,22,35.0,,0.35,7.699999999999999
2022-01-30,15,35.0,,0.35,5.25
2022-01-31,48,35.0,,0.35,16.799999999999997
2022-02-01,26,41.0,False,0.41,10.66
2022-02-02,24,41.0,,0.41,9.84
2022-02-03,29,41.0,,0.41,11.889999999999999
2022-02-04,34,41.0,,0.41,13.94
2022-02-05,10,41.0,,0.41,4.1
2022-02-06,5,41.0,,0.41,2.05
2022-02-07,29,41.0,,0.41,11.889999999999999
2022-02-08,23,41.0,,0.41,9.43
2022-02-09,32,41.0,,0.41,13.12
2022-02-10,29,41.0,,0.41,11.889999999999999
2022-02-11,32,41.0,,0.41,13.12
2022-02-12,10,41.0,,0.41,4.1
2022-02-13,5,41.0,,0.41,2.05
2022-02-14,29,41.0,,0.41,11.889999999999999
2022-02-15,36,41.0,,0.41,14.76
2022-02-16,45,41.0,,0.41,18.45
2022-02-17,100,41.0,,0.41,41.0
2022-02-18,52,41.0,,0.41,21.32
2022-02-19,18,41.0,,0.41,7.38
2022-02-20,17,41.0,,0.41,6.97
2022-02-21,15,41.0,,0.41,6.1499999999999995
2022-02-22,38,41.0,,0.41,15.579999999999998
2022-02-23,35,41.0,,0.41,14.35
2022-02-24,36,41.0,,0.41,14.76
2022-02-25,31,41.0,,0.41,12.709999999999999
2022-02-26,11,41.0,,0.41,4.51
2022-02-27,9,41.0,,0.41,3.69
2022-02-28,32,41.0,,0.41,13.12
2022-03-01,60,34.0,False,0.34,20.400000000000002
2022-03-02,70,34.0,,0.34,23.8
2022-03-03,68,34.0,,0.34,23.12
2022-03-04,70,34.0,,0.34,23.8
2022-03-05,34,34.0,,0.34,11.56
2022-03-06,26,34.0,,0.34,8.84
2022-03-07,91,34.0,,0.34,30.94
2022-03-08,79,34.0,,0.34,26.860000000000003
2022-03-09,78,34.0,,0.34,26.520000000000003
2022-03-10,89,34.0,,0.34,30.26
2022-03-11,78,34.0,,0.34,26.520000000000003
2022-03-12,35,34.0,,0.34,11.9
2022-03-13,22,34.0,,0.34,7.48
2022-03-14,88,34.0,,0.34,29.92
2022-03-15,90,34.0,,0.34,30.6
2022-03-16,100,34.0,,0.34,34.0
2022-03-17,90,34.0,,0.34,30.6
2022-03-18,78,34.0,,0.34,26.520000000000003
2022-03-19,25,34.0,,0.34,8.5
2022-03-20,22,34.0,,0.34,7.48
2022-03-21,78,34.0,,0.34,26.520000000000003
2022-03-22,77,34.0,,0.34,26.180000000000003
2022-03-23,71,34.0,,0.34,24.14
2022-03-24,71,34.0,,0.34,24.14
2022-03-25,50,34.0,,0.34,17.0
2022-03-26,16,34.0,,0.34,5.44
2022-03-27,14,34.0,,0.34,4.760000000000001
2022-03-28,67,34.0,,0.34,22.78
2022-03-29,77,34.0,,0.34,26.180000000000003
2022-03-30,81,34.0,,0.34,27.540000000000003
2022-03-31,77,34.0,,0.34,26.180000000000003
2022-04-01,68,38.0,False,0.38,25.84
2022-04-02,25,38.0,,0.38,9.5
2022-04-03,10,38.0,,0.38,3.8
2022-04-04,79,38.0,,0.38,30.02
2022-04-05,54,38.0,,0.38,20.52
2022-04-06,85,38.0,,0.38,32.3
2022-04-07,88,38.0,,0.38,33.44
2022-04-08,100,38.0,,0.38,38.0
2022-04-09,28,38.0,,0.38,10.64
2022-04-10,22,38.0,,0.38,8.36
2022-04-11,86,38.0,,0.38,32.68
2022-04-12,76,38.0,,0.38,28.88
2022-04-13,70,38.0,,0.38,26.6
2022-04-14,77,38.0,,0.38,29.26
2022-04-15,46,38.0,,0.38,17.48
2022-04-16,25,38.0,,0.38,9.5
2022-04-17,19,38.0,,0.38,7.22
2022-04-18,76,38.0,,0.38,28.88
2022-04-19,71,38.0,,0.38,26.98
2022-04-20,79,38.0,,0.38,30.02
2022-04-21,81,38.0,,0.38,30.78
2022-04-22,70,38.0,,0.38,26.6
2022-04-23,33,38.0,,0.38,12.540000000000001
2022-04-24,22,38.0,,0.38,8.36
2022-04-25,71,38.0,,0.38,26.98
2022-04-26,64,38.0,,0.38,24.32
2022-04-27,64,38.0,,0.38,24.32
2022-04-28,78,38.0,,0.38,29.64
2022-04-29,74,38.0,,0.38,28.12
2022-04-30,20,38.0,,0.38,7.6
2022-05-01,6,65.0,False,0.65,3.9000000000000004
2022-05-02,17,65.0,,0.65,11.05
2022-05-03,16,65.0,,0.65,10.4
2022-05-04,19,65.0,,0.65,12.35
2022-05-05,21,65.0,,0.65,13.65
2022-05-06,17,65.0,,0.65,11.05
2022-05-07,6,65.0,,0.65,3.9000000000000004
2022-05-08,6,65.0,,0.65,3.9000000000000004
2022-05-09,20,65.0,,0.65,13.0
2022-05-10,18,65.0,,0.65,11.700000000000001
2022-05-11,20,65.0,,0.65,13.0
2022-05-12,18,65.0,,0.65,11.700000000000001
2022-05-13,14,65.0,,0.65,9.1
2022-05-14,5,65.0,,0.65,3.25
2022-05-15,4,65.0,,0.65,2.6
2022-05-16,21,65.0,,0.65,13.65
2022-05-17,100,65.0,,0.65,65.0
2022-05-18,96,65.0,,0.65,62.400000000000006
2022-05-19,65,65.0,,0.65,42.25
2022-05-20,42,65.0,,0.65,27.3
2022-05-21,16,65.0,,0.65,10.4
2022-05-22,8,65.0,,0.65,5.2
2022-05-23,30,65.0,,0.65,19.5
2022-05-24,29,65.0,,0.65,18.85
2022-05-25,25,65.0,,0.65,16.25
2022-05-26,31,65.0,,0.65,20.150000000000002
2022-05-27,25,65.0,,0.65,16.25
2022-05-28,7,65.0,,0.65,4.55
2022-05-29,4,65.0,,0.65,2.6
2022-05-30,6,65.0,,0.65,3.9000000000000004
2022-05-31,20,65.0,,0.65,13.0
2022-06-01,79,38.0,False,0.38,30.02
2022-06-02,84,38.0,,0.38,31.92
2022-06-03,100,38.0,,0.38,38.0
2022-06-04,20,38.0,,0.38,7.6
2022-06-05,21,38.0,,0.38,7.98
2022-06-06,74,38.0,,0.38,28.12
2022-06-07,96,38.0,,0.38,36.480000000000004
2022-06-08,76,38.0,,0.38,28.88
2022-06-09,78,38.0,,0.38,29.64
2022-06-10,97,38.0,,0.38,36.86
2022-06-11,23,38.0,,0.38,8.74
2022-06-12,28,38.0,,0.38,10.64
2022-06-13,100,38.0,,0.38,38.0
2022-06-14,92,38.0,,0.38,34.96
2022-06-15,63,38.0,,0.38,23.94
2022-06-16,100,38.0,,0.38,38.0
2022-06-17,84,38.0,,0.38,31.92
2022-06-18,31,38.0,,0.38,11.78
2022-06-19,31,38.0,,0.38,11.78
2022-06-20,42,38.0,,0.38,15.96
2022-06-21,75,38.0,,0.38,28.5
2022-06-22,81,38.0,,0.38,30.78
2022-06-23,86,38.0,,0.38,32.68
2022-06-24,89,38.0,,0.38,33.82
2022-06-25,28,38.0,,0.38,10.64
2022-06-26,21,38.0,,0.38,7.98
2022-06-27,74,38.0,,0.38,28.12
2022-06-28,57,38.0,,0.38,21.66
2022-06-29,55,38.0,,0.38,20.9
2022-06-30,69,38.0,,0.38,26.22
2022-07-01,14,52.0,False,0.52,7.28
2022-07-02,6,52.0,,0.52,3.12
2022-07-03,4,52.0,,0.52,2.08
2022-07-04,3,52.0,,0.52,1.56
2022-07-05,16,52.0,,0.52,8.32
2022-07-06,17,52.0,,0.52,8.84
2022-07-07,18,52.0,,0.52,9.36
2022-07-08,21,52.0,,0.52,10.92
2022-07-09,7,52.0,,0.52,3.64
2022-07-10,7,52.0,,0.52,3.64
2022-07-11,14,52.0,,0.52,7.28
2022-07-12,15,52.0,,0.52,7.800000000000001
2022-07-13,12,52.0,,0.52,6.24
2022-07-14,18,52.0,,0.52,9.36
2022-07-15,16,52.0,,0.52,8.32
2022-07-16,7,52.0,,0.52,3.64
2022-07-17,4,52.0,,0.52,2.08
2022-07-18,18,52.0,,0.52,9.36
2022-07-19,15,52.0,,0.52,7.800000000000001
2022-07-20,18,52.0,,0.52,9.36
2022-07-21,17,52.0,,0.52,8.84
2022-07-22,15,52.0,,0.52,7.800000000000001
2022-07-23,4,52.0,,0.52,2.08
2022-07-24,5,52.0,,0.52,2.6
2022-07-25,60,52.0,,0.52,31.200000000000003
2022-07-26,100,52.0,,0.52,52.0
2022-07-27,42,52.0,,0.52,21.84
2022-07-28,32,52.0,,0.52,16.64
2022-07-29,26,52.0,,0.52,13.52
2022-07-30,7,52.0,,0.52,3.64
2022-07-31,6,52.0,,0.52,3.12
2022-08-01,30,53.0,False,0.53,15.9
2022-08-02,23,53.0,,0.53,12.190000000000001
2022-08-03,25,53.0,,0.53,13.25
2022-08-04,28,53.0,,0.53,14.84
2022-08-05,25,53.0,,0.53,13.25
2022-08-06,10,53.0,,0.53,5.300000000000001
2022-08-07,7,53.0,,0.53,3.71
2022-08-08,22,53.0,,0.53,11.66
2022-08-09,24,53.0,,0.53,12.72
2022-08-10,26,53.0,,0.53,13.780000000000001
2022-08-11,22,53.0,,0.53,11.66
2022-08-12,23,53.0,,0.53,12.190000000000001
2022-08-13,11,53.0,,0.53,5.83
2022-08-14,8,53.0,,0.53,4.24
2022-08-15,45,53.0,,0.53,23.85
2022-08-16,100,53.0,,0.53,53.0
2022-08-17,47,53.0,,0.53,24.91
2022-08-18,27,53.0,,0.53,14.31
2022-08-19,25,53.0,,0.53,13.25
2022-08-20,10,53.0,,0.53,5.300000000000001
2022-08-21,4,53.0,,0.53,2.12
2022-08-22,21,53.0,,0.53,11.13
2022-08-23,23,53.0,,0.53,12.190000000000001
2022-08-24,16,53.0,,0.53,8.48
2022-08-25,20,53.0,,0.53,10.600000000000001
2022-08-26,18,53.0,,0.53,9.540000000000001
2022-08-27,10,53.0,,0.53,5.300000000000001
2022-08-28,5,53.0,,0.53,2.6500000000000004
2022-08-29,21,53.0,,0.53,11.13
2022-08-30,17,53.0,,0.53,9.01
2022-08-31,20,53.0,,0.53,10.600000000000001
2022-09-01,89,30.0,False,0.3,26.7
2022-09-02,67,30.0,,0.3,20.099999999999998
2022-09-03,40,30.0,,0.3,12.0
2022-09-04,23,30.0,,0.3,6.8999999999999995
2022-09-05,39,30.0,,0.3,11.7
2022-09-06,71,30.0,,0.3,21.3
2022-09-07,75,30.0,,0.3,22.5
2022-09-08,73,30.0,,0.3,21.9
2022-09-09,57,30.0,,0.3,17.099999999999998
2022-09-10,17,30.0,,0.3,5.1
2022-09-11,30,30.0,,0.3,9.0
2022-09-12,63,30.0,,0.3,18.9
2022-09-13,89,30.0,,0.3,26.7
2022-09-14,96,30.0,,0.3,28.799999999999997
2022-09-15,72,30.0,,0.3,21.599999999999998
2022-09-16,85,30.0,,0.3,25.5
2022-09-17,19,30.0,,0.3,5.7
2022-09-18,28,30.0,,0.3,8.4
2022-09-19,89,30.0,,0.3,26.7
2022-09-20,63,30.0,,0.3,18.9
2022-09-21,64,30.0,,0.3,19.2
2022-09-22,86,30.0,,0.3,25.8
2022-09-23,92,30.0,,0.3,27.599999999999998
2022-09-24,32,30.0,,0.3,9.6
2022-09-25,35,30.0,,0.3,10.5
2022-09-26,100,30.0,,0.3,30.0
2022-09-27,79,30.0,,0.3,23.7
2022-09-28,83,30.0,,0.3,24.9
2022-09-29,94,30.0,,0.3,28.2
2022-09-30,84,30.0,,0.3,25.2
2022-10-01,29,27.0,False,0.27,7.83
2022-10-02,22,27.0,,0.27,5.94
2022-10-03,86,27.0,,0.27,23.220000000000002
2022-10-04,82,27.0,,0.27,22.14
2022-10-05,68,27.0,,0.27,18.36
2022-10-06,59,27.0,,0.27,15.930000000000001
2022-10-07,49,27.0,,0.27,13.23
2022-10-08,39,27.0,,0.27,10.530000000000001
2022-10-09,27,27.0,,0.27,7.290000000000001
2022-10-10,74,27.0,,0.27,19.98
2022-10-11,95,27.0,,0.27,25.650000000000002
2022-10-12,97,27.0,,0.27,26.19
2022-10-13,91,27.0,,0.27,24.57
2022-10-14,65,27.0,,0.27,17.55
2022-10-15,31,27.0,,0.27,8.370000000000001
2022-10-16,16,27.0,,0.27,4.32
2022-10-17,82,27.0,,0.27,22.14
2022-10-18,92,27.0,,0.27,24.840000000000003
2022-10-19,100,27.0,,0.27,27.0
2022-10-20,83,27.0,,0.27,22.41
2022-10-21,76,27.0,,0.27,20.520000000000003
2022-10-22,23,27.0,,0.27,6.210000000000001
2022-10-23,19,27.0,,0.27,5.130000000000001
2022-10-24,98,27.0,,0.27,26.46
2022-10-25,80,27.0,,0.27,21.6
2022-10-26,86,27.0,,0.27,23.220000000000002
2022-10-27,97,27.0,,0.27,26.19
2022-10-28,94,27.0,,0.27,25.380000000000003
2022-10-29,24,27.0,,0.27,6.48
2022-10-30,27,27.0,,0.27,7.290000000000001
2022-10-31,97,27.0,,0.27,26.19
2022-11-01,16,42.0,False,0.42,6.72
2022-11-02,20,42.0,,0.42,8.4
2022-11-03,21,42.0,,0.42,8.82
2022-11-04,20,42.0,,0.42,8.4
2022-11-05,9,42.0,,0.42,3.78
2022-11-06,5,42.0,,0.42,2.1
2022-11-07,19,42.0,,0.42,7.9799999999999995
2022-11-08,19,42.0,,0.42,7.9799999999999995
2022-11-09,17,42.0,,0.42,7.14
2022-11-10,25,42.0,,0.42,10.5
2022-11-11,20,42.0,,0.42,8.4
2022-11-12,13,42.0,,0.42,5.46
2022-11-13,6,42.0,,0.42,2.52
2022-11-14,30,42.0,,0.42,12.6
2022-11-15,100,42.0,,0.42,42.0
2022-11-16,48,42.0,,0.42,20.16
2022-11-17,38,42.0,,0.42,15.959999999999999
2022-11-18,32,42.0,,0.42,13.44
2022-11-19,11,42.0,,0.42,4.62
2022-11-20,6,42.0,,0.42,2.52
2022-11-21,28,42.0,,0.42,11.76
2022-11-22,30,42.0,,0.42,12.6
2022-11-23,29,42.0,,0.42,12.18
2022-11-24,16,42.0,,0.42,6.72
2022-11-25,23,42.0,,0.42,9.66
2022-11-26,8,42.0,,0.42,3.36
2022-11-27,9,42.0,,0.42,3.78
2022-11-28,21,42.0,,0.42,8.82
2022-11-29,24,42.0,,0.42,10.08
2022-11-30,23,42.0,,0.42,9.66
2022-12-01,83,28.0,False,0.28,23.240000000000002
2022-12-02,87,28.0,,0.28,24.360000000000003
2022-12-03,34,28.0,,0.28,9.520000000000001
2022-12-04,38,28.0,,0.28,10.64
2022-12-05,86,28.0,,0.28,24.080000000000002
2022-12-06,98,28.0,,0.28,27.44
2022-12-07,100,28.0,,0.28,28.000000000000004
2022-12-08,88,28.0,,0.28,24.64
2022-12-09,74,28.0,,0.28,20.720000000000002
2022-12-10,24,28.0,,0.28,6.720000000000001
2022-12-11,15,28.0,,0.28,4.2
2022-12-12,74,28.0,,0.28,20.720000000000002
2022-12-13,97,28.0,,0.28,27.160000000000004
2022-12-14,59,28.0,,0.28,16.520000000000003
2022-12-15,72,28.0,,0.28,20.160000000000004
2022-12-16,62,28.0,,0.28,17.360000000000003
2022-12-17,25,28.0,,0.28,7.000000000000001
2022-12-18,18,28.0,,0.28,5.040000000000001
2022-12-19,75,28.0,,0.28,21.000000000000004
2022-12-20,80,28.0,,0.28,22.400000000000002
2022-12-21,92,28.0,,0.28,25.76
2022-12-22,79,28.0,,0.28,22.12
2022-12-23,79,28.0,,0.28,22.12
2022-12-24,35,28.0,,0.28,9.8
2022-12-25,22,28.0,,0.28,6.16
2022-12-26,47,28.0,,0.28,13.160000000000002
2022-12-27,70,28.0,,0.28,19.6
2022-12-28,63,28.0,,0.28,17.64
2022-12-29,63,28.0,,0.28,17.64
2022-12-30,84,28.0,,0.28,23.520000000000003
2022-12-31,30,28.0,,0.28,8.4
2023-01-01,21,29.0,False,0.29,6.09
2023-01-02,19,29.0,,0.29,5.51
2023-01-03,57,29.0,,0.29,16.529999999999998
2023-01-04,71,29.0,,0.29,20.59
2023-01-05,70,29.0,,0.29,20.299999999999997
2023-01-06,71,29.0,,0.29,20.59
2023-01-07,19,29.0,,0.29,5.51
2023-01-08,14,29.0,,0.29,4.06
2023-01-09,58,29.0,,0.29,16.82
