date,INTC
2014-03-08,2.47
2014-03-09,3.42
2014-03-10,15.58
2014-03-11,19.0
2014-03-12,13.49
2014-03-13,15.39
2014-03-14,12.54
2014-03-15,3.04
2014-03-16,0.0
2014-03-17,10.83
2014-03-18,12.92
2014-03-19,15.96
2014-03-20,19.0
2014-03-21,12.92
2014-03-22,5.13
2014-03-23,2.09
2014-03-24,10.45
2014-03-25,11.78
2014-03-26,11.21
2014-03-27,16.34
2014-03-28,14.63
2014-03-29,6.84
2014-03-30,4.5600000000000005
2014-03-31,10.83
2014-04-01,12.0
2014-04-02,9.0
2014-04-03,16.8
2014-04-04,19.2
2014-04-05,3.6
2014-04-06,1.2
2014-04-07,15.3
2014-04-08,16.5
2014-04-09,16.2
2014-04-10,15.6
2014-04-11,16.5
2014-04-12,6.3
2014-04-13,4.8
2014-04-14,15.0
2014-04-15,28.8
2014-04-16,30.0
2014-04-17,17.7
2014-04-18,10.5
2014-04-19,3.6
2014-04-20,3.0
2014-04-21,15.3
2014-04-22,12.9
2014-04-23,10.8
2014-04-24,12.6
2014-04-25,12.3
2014-04-26,4.8
2014-04-27,0.8999999999999999
2014-04-28,12.6
2014-04-29,11.4
2014-04-30,10.8
2014-05-01,14.7
2014-05-02,17.22
2014-05-03,7.77
2014-05-04,5.04
2014-05-05,13.86
2014-05-06,11.97
2014-05-07,12.6
2014-05-08,10.5
2014-05-09,11.34
2014-05-10,9.45
2014-05-11,0.0
2014-05-12,9.24
2014-05-13,14.91
2014-05-14,10.5
2014-05-15,15.96
2014-05-16,13.86
2014-05-17,3.78
2014-05-18,2.31
2014-05-19,14.49
2014-05-20,14.7
2014-05-21,12.81
2014-05-22,11.97
2014-05-23,13.44
2014-05-24,5.46
2014-05-25,1.68
2014-05-26,2.52
2014-05-27,17.43
2014-05-28,18.48
2014-05-29,20.37
2014-05-30,21.0
2014-05-31,6.09
2014-06-01,3.72
2014-06-02,8.37
2014-06-03,9.92
2014-06-04,6.82
2014-06-05,9.92
2014-06-06,9.92
2014-06-07,4.65
2014-06-08,0.0
2014-06-09,9.92
2014-06-10,12.71
2014-06-11,9.61
2014-06-12,13.64
2014-06-13,31.0
2014-06-14,6.82
2014-06-15,4.96
2014-06-16,18.6
2014-06-17,17.36
2014-06-18,13.64
2014-06-19,12.71
2014-06-20,14.57
2014-06-21,5.27
2014-06-22,2.17
2014-06-23,9.92
2014-06-24,15.81
2014-06-25,8.68
2014-06-26,12.4
2014-06-27,14.88
2014-06-28,2.79
2014-06-29,1.24
2014-06-30,10.23
2014-07-01,13.32
2014-07-02,11.1
2014-07-03,11.47
2014-07-04,2.96
2014-07-05,4.81
2014-07-06,1.48
2014-07-07,9.25
2014-07-08,7.77
2014-07-09,7.77
2014-07-10,9.62
2014-07-11,8.879999999999999
2014-07-12,2.96
2014-07-13,3.33
2014-07-14,12.21
2014-07-15,29.6
2014-07-16,37.0
2014-07-17,28.12
2014-07-18,18.5
2014-07-19,5.18
2014-07-20,0.0
2014-07-21,8.51
2014-07-22,15.54
2014-07-23,15.91
2014-07-24,14.43
2014-07-25,12.21
2014-07-26,5.18
2014-07-27,1.85
2014-07-28,8.14
2014-07-29,7.77
2014-07-30,8.14
2014-07-31,10.73
2014-08-01,18.36
2014-08-02,8.91
2014-08-03,2.16
2014-08-04,14.31
2014-08-05,19.71
2014-08-06,19.98
2014-08-07,17.55
2014-08-08,13.77
2014-08-09,3.24
2014-08-10,3.24
2014-08-11,14.31
2014-08-12,10.53
2014-08-13,14.580000000000002
2014-08-14,17.28
2014-08-15,14.85
2014-08-16,6.48
2014-08-17,6.48
2014-08-18,14.31
2014-08-19,15.12
2014-08-20,18.630000000000003
2014-08-21,27.0
2014-08-22,17.82
2014-08-23,5.94
2014-08-24,6.48
2014-08-25,15.12
2014-08-26,15.93
2014-08-27,12.15
2014-08-28,13.77
2014-08-29,11.34
2014-08-30,7.0200000000000005
2014-08-31,2.97
2014-09-01,0.0
2014-09-02,11.6
2014-09-03,12.4
2014-09-04,18.0
2014-09-05,13.0
2014-09-06,5.4
2014-09-07,0.0
2014-09-08,15.8
2014-09-09,20.0
2014-09-10,14.0
2014-09-11,12.8
2014-09-12,10.2
2014-09-13,8.200000000000001
2014-09-14,0.0
2014-09-15,11.6
2014-09-16,13.2
2014-09-17,13.0
2014-09-18,12.6
2014-09-19,10.2
2014-09-20,3.6
2014-09-21,5.800000000000001
2014-09-22,14.2
2014-09-23,12.2
2014-09-24,11.2
2014-09-25,13.2
2014-09-26,10.6
2014-09-27,7.4
2014-09-28,0.0
2014-09-29,12.4
2014-09-30,11.0
2014-10-01,9.6
2014-10-02,10.5
2014-10-03,7.8
2014-10-04,3.3
2014-10-05,1.7999999999999998
2014-10-06,9.0
2014-10-07,5.7
2014-10-08,6.9
2014-10-09,6.3
2014-10-10,14.4
2014-10-11,5.7
2014-10-12,2.4
2014-10-13,12.0
2014-10-14,30.0
2014-10-15,24.3
2014-10-16,13.2
2014-10-17,12.9
2014-10-18,4.5
2014-10-19,0.0
2014-10-20,7.5
2014-10-21,11.1
2014-10-22,9.9
2014-10-23,5.7
2014-10-24,9.3
2014-10-25,3.9
2014-10-26,2.1
2014-10-27,8.1
2014-10-28,7.8
2014-10-29,7.8
2014-10-30,12.9
2014-10-31,10.2
2014-11-01,3.75
2014-11-02,0.0
2014-11-03,13.5
2014-11-04,15.0
2014-11-05,11.75
2014-11-06,15.25
2014-11-07,14.0
2014-11-08,3.0
2014-11-09,4.25
2014-11-10,12.5
2014-11-11,14.0
2014-11-12,10.0
2014-11-13,8.0
2014-11-14,14.0
2014-11-15,3.0
2014-11-16,0.0
2014-11-17,10.25
2014-11-18,14.25
2014-11-19,12.0
2014-11-20,25.0
2014-11-21,21.25
2014-11-22,10.25
2014-11-23,2.0
2014-11-24,11.5
2014-11-25,18.75
2014-11-26,14.5
2014-11-27,9.25
2014-11-28,14.75
2014-11-29,5.5
2014-11-30,4.0
2014-12-01,16.75
2014-12-02,22.75
2014-12-03,22.75
2014-12-04,18.0
2014-12-05,15.5
2014-12-06,0.0
2014-12-07,6.25
2014-12-08,16.25
2014-12-09,16.0
2014-12-10,12.75
2014-12-11,17.25
2014-12-12,13.5
2014-12-13,9.75
2014-12-14,3.0
2014-12-15,15.5
2014-12-16,18.25
2014-12-17,12.75
2014-12-18,16.5
2014-12-19,16.5
2014-12-20,8.25
2014-12-21,0.0
2014-12-22,16.25
2014-12-23,25.0
2014-12-24,16.0
2014-12-25,10.25
2014-12-26,13.5
2014-12-27,5.0
2014-12-28,2.5
2014-12-29,15.75
2014-12-30,17.0
2014-12-31,15.5
2015-01-01,2.16
2015-01-02,7.199999999999999
2015-01-03,0.96
2015-01-04,1.44
2015-01-05,9.84
2015-01-06,9.12
2015-01-07,11.52
2015-01-08,12.72
2015-01-09,12.24
2015-01-10,3.6
2015-01-11,1.92
2015-01-12,10.32
2015-01-13,12.24
2015-01-14,12.24
2015-01-15,23.04
2015-01-16,24.0
2015-01-17,5.76
2015-01-18,2.4
2015-01-19,9.36
2015-01-20,14.4
2015-01-21,9.84
2015-01-22,12.72
2015-01-23,9.6
2015-01-24,3.84
2015-01-25,2.88
2015-01-26,9.84
2015-01-27,15.36
2015-01-28,16.08
2015-01-29,11.52
2015-01-30,9.84
2015-01-31,5.04
2015-02-01,5.29
2015-02-02,15.18
2015-02-03,19.09
2015-02-04,18.4
2015-02-05,19.78
2015-02-06,16.560000000000002
2015-02-07,4.6000000000000005
2015-02-08,2.0700000000000003
2015-02-09,15.41
2015-02-10,20.7
2015-02-11,17.94
2015-02-12,21.16
2015-02-13,14.03
2015-02-14,6.44
2015-02-15,2.0700000000000003
2015-02-16,10.81
2015-02-17,17.48
2015-02-18,20.47
2015-02-19,17.94
2015-02-20,12.88
2015-02-21,9.66
2015-02-22,0.0
2015-02-23,12.65
2015-02-24,23.0
2015-02-25,21.39
2015-02-26,15.18
2015-02-27,16.1
2015-02-28,2.0700000000000003
2015-03-01,3.19
2015-03-02,14.21
2015-03-03,14.21
2015-03-04,12.47
2015-03-05,12.47
2015-03-06,11.31
2015-03-07,5.51
2015-03-08,2.03
2015-03-09,14.499999999999998
2015-03-10,13.34
2015-03-11,21.46
2015-03-12,29.0
2015-03-13,16.82
2015-03-14,8.12
2015-03-15,2.03
2015-03-16,15.659999999999998
2015-03-17,12.76
2015-03-18,16.82
2015-03-19,15.37
2015-03-20,14.79
2015-03-21,3.77
2015-03-22,6.67
2015-03-23,13.63
2015-03-24,14.499999999999998
2015-03-25,7.539999999999999
2015-03-26,21.17
2015-03-27,23.78
2015-03-28,13.34
2015-03-29,7.539999999999999
2015-03-30,16.82
2015-03-31,13.34
2015-04-01,15.079999999999998
2015-04-02,12.76
2015-04-03,5.8
2015-04-04,1.7399999999999998
2015-04-05,2.03
2015-04-06,6.959999999999999
2015-04-07,10.73
2015-04-08,11.6
2015-04-09,11.31
2015-04-10,14.21
2015-04-11,2.03
2015-04-12,3.77
2015-04-13,10.15
2015-04-14,28.71
2015-04-15,29.0
2015-04-16,16.82
2015-04-17,11.89
2015-04-18,1.7399999999999998
2015-04-19,2.61
2015-04-20,13.34
2015-04-21,14.79
2015-04-22,8.41
2015-04-23,11.89
2015-04-24,6.38
2015-04-25,8.99
2015-04-26,4.06
2015-04-27,13.05
2015-04-28,19.14
2015-04-29,15.079999999999998
2015-04-30,11.31
2015-05-01,21.0
2015-05-02,1.68
2015-05-03,2.1
2015-05-04,17.009999999999998
2015-05-05,19.95
2015-05-06,15.75
2015-05-07,15.33
2015-05-08,12.6
2015-05-09,3.15
2015-05-10,1.47
2015-05-11,12.18
2015-05-12,10.08
2015-05-13,15.75
2015-05-14,16.38
2015-05-15,13.65
2015-05-16,4.41
2015-05-17,2.52
2015-05-18,18.48
2015-05-19,14.91
2015-05-20,8.82
2015-05-21,19.32
2015-05-22,9.24
2015-05-23,7.14
2015-05-24,0.0
2015-05-25,2.52
2015-05-26,9.03
2015-05-27,11.76
2015-05-28,17.43
2015-05-29,17.22
2015-05-30,2.52
2015-05-31,0.0
2015-06-01,26.0
2015-06-02,16.64
2015-06-03,14.56
2015-06-04,12.22
2015-06-05,14.04
2015-06-06,6.76
2015-06-07,2.6
2015-06-08,20.28
2015-06-09,11.18
2015-06-10,10.14
2015-06-11,16.900000000000002
2015-06-12,8.84
2015-06-13,4.68
2015-06-14,0.0
2015-06-15,11.96
2015-06-16,13.0
2015-06-17,9.88
2015-06-18,17.94
2015-06-19,12.74
2015-06-20,7.0200000000000005
2015-06-21,5.720000000000001
2015-06-22,11.44
2015-06-23,14.3
2015-06-24,8.06
2015-06-25,5.720000000000001
2015-06-26,16.12
2015-06-27,6.76
2015-06-28,2.08
2015-06-29,13.52
2015-06-30,12.74
2015-07-01,11.1
2015-07-02,10.5
2015-07-03,6.3
2015-07-04,4.5
2015-07-05,2.1
2015-07-06,13.8
2015-07-07,14.7
2015-07-08,12.6
2015-07-09,12.0
2015-07-10,13.2
2015-07-11,4.8
2015-07-12,3.3
2015-07-13,11.4
2015-07-14,13.5
2015-07-15,30.0
2015-07-16,27.0
2015-07-17,15.0
2015-07-18,3.0
2015-07-19,3.3
2015-07-20,8.4
2015-07-21,10.8
2015-07-22,12.9
2015-07-23,11.7
2015-07-24,9.6
2015-07-25,3.9
2015-07-26,0.0
2015-07-27,10.5
2015-07-28,13.5
2015-07-29,11.7
2015-07-30,13.8
2015-07-31,9.6
2015-08-01,2.5200000000000005
2015-08-02,3.640000000000001
2015-08-03,11.2
2015-08-04,10.920000000000002
2015-08-05,10.080000000000002
2015-08-06,8.680000000000001
2015-08-07,5.6000000000000005
2015-08-08,3.3600000000000003
2015-08-09,2.8000000000000003
2015-08-10,12.6
2015-08-11,11.2
2015-08-12,12.32
2015-08-13,9.52
2015-08-14,11.48
2015-08-15,6.16
2015-08-16,0.0
2015-08-17,7.840000000000001
2015-08-18,10.920000000000002
2015-08-19,13.72
2015-08-20,13.160000000000002
2015-08-21,19.040000000000003
2015-08-22,5.880000000000001
2015-08-23,5.32
2015-08-24,28.000000000000004
2015-08-25,24.08
2015-08-26,21.000000000000004
2015-08-27,14.000000000000002
2015-08-28,16.520000000000003
2015-08-29,8.680000000000001
2015-08-30,2.24
2015-08-31,12.04
2015-09-01,23.0
2015-09-02,17.02
2015-09-03,16.79
2015-09-04,15.18
2015-09-05,4.83
2015-09-06,0.0
2015-09-07,5.29
2015-09-08,20.47
2015-09-09,18.17
2015-09-10,20.01
2015-09-11,16.560000000000002
2015-09-12,8.280000000000001
2015-09-13,0.0
2015-09-14,11.73
2015-09-15,20.47
2015-09-16,14.26
2015-09-17,17.71
2015-09-18,13.11
2015-09-19,6.67
2015-09-20,1.84
2015-09-21,13.8
2015-09-22,15.87
2015-09-23,12.42
2015-09-24,11.73
2015-09-25,14.03
2015-09-26,4.6000000000000005
2015-09-27,2.99
2015-09-28,17.25
2015-09-29,15.87
2015-09-30,16.1
2015-10-01,9.6
2015-10-02,8.4
2015-10-03,3.3
2015-10-04,2.1
2015-10-05,11.4
2015-10-06,13.5
2015-10-07,11.4
2015-10-08,12.0
2015-10-09,12.9
2015-10-10,3.6
2015-10-11,1.5
2015-10-12,6.3
2015-10-13,30.0
2015-10-14,20.1
2015-10-15,14.1
2015-10-16,11.4
2015-10-17,6.6
2015-10-18,2.7
2015-10-19,12.3
2015-10-20,12.9
2015-10-21,11.4
2015-10-22,14.1
2015-10-23,15.6
2015-10-24,5.4
2015-10-25,3.6
2015-10-26,9.6
2015-10-27,11.4
2015-10-28,9.3
2015-10-29,11.1
2015-10-30,9.0
2015-10-31,3.0
2015-11-01,0.0
2015-11-02,10.56
2015-11-03,11.36
2015-11-04,13.76
2015-11-05,10.24
2015-11-06,9.6
2015-11-07,3.84
2015-11-08,2.56
2015-11-09,11.52
2015-11-10,9.28
2015-11-11,10.24
2015-11-12,4.8
2015-11-13,6.88
2015-11-14,3.36
2015-11-15,2.4
2015-11-16,6.4
2015-11-17,5.6000000000000005
2015-11-18,8.64
2015-11-19,11.04
2015-11-20,16.0
2015-11-21,4.8
2015-11-22,1.6
2015-11-23,10.24
2015-11-24,8.0
2015-11-25,10.24
2015-11-26,1.6
2015-11-27,6.72
2015-11-28,4.48
2015-11-29,1.92
2015-11-30,7.04
2015-12-01,8.74
2015-12-02,16.91
2015-12-03,19.0
2015-12-04,8.93
2015-12-05,5.13
2015-12-06,3.42
2015-12-07,11.02
2015-12-08,11.02
2015-12-09,12.16
2015-12-10,8.74
2015-12-11,16.34
2015-12-12,4.18
2015-12-13,3.23
2015-12-14,11.97
2015-12-15,13.11
2015-12-16,15.39
2015-12-17,16.15
2015-12-18,15.58
2015-12-19,7.6
2015-12-20,0.0
2015-12-21,13.49
2015-12-22,8.93
2015-12-23,14.25
2015-12-24,10.26
2015-12-25,2.66
2015-12-26,4.75
2015-12-27,3.61
2015-12-28,13.11
2015-12-29,19.0
2015-12-30,14.82
2015-12-31,10.64
2016-01-01,0.0
2016-01-02,1.84
2016-01-03,2.76
2016-01-04,7.13
2016-01-05,7.82
2016-01-06,8.280000000000001
2016-01-07,9.89
2016-01-08,5.5200000000000005
2016-01-09,1.38
2016-01-10,2.3000000000000003
2016-01-11,6.44
2016-01-12,9.2
2016-01-13,10.12
2016-01-14,17.71
2016-01-15,23.0
2016-01-16,6.9
2016-01-17,1.61
2016-01-18,3.45
2016-01-19,10.58
2016-01-20,9.2
2016-01-21,8.97
2016-01-22,8.280000000000001
2016-01-23,0.92
2016-01-24,2.0700000000000003
2016-01-25,6.67
2016-01-26,9.43
2016-01-27,6.44
2016-01-28,7.36
2016-01-29,7.36
2016-01-30,2.76
2016-01-31,0.0
2016-02-01,9.54
2016-02-02,12.78
2016-02-03,17.64
2016-02-04,11.88
2016-02-05,11.52
2016-02-06,6.12
2016-02-07,0.0
2016-02-08,12.06
2016-02-09,12.42
2016-02-10,10.98
2016-02-11,18.0
2016-02-12,11.7
2016-02-13,3.24
2016-02-14,5.04
2016-02-15,7.739999999999999
2016-02-16,9.18
2016-02-17,13.86
2016-02-18,11.34
2016-02-19,13.68
2016-02-20,5.22
2016-02-21,2.16
2016-02-22,9.36
2016-02-23,17.28
2016-02-24,10.98
2016-02-25,9.36
2016-02-26,9.72
2016-02-27,3.78
2016-02-28,3.96
2016-02-29,12.96
2016-03-01,18.8
2016-03-02,18.2
2016-03-03,16.2
2016-03-04,13.2
2016-03-05,2.0
2016-03-06,3.0
2016-03-07,14.8
2016-03-08,8.0
2016-03-09,14.2
2016-03-10,14.8
2016-03-11,19.4
2016-03-12,10.2
2016-03-13,1.6
2016-03-14,18.8
2016-03-15,14.0
2016-03-16,13.4
2016-03-17,19.4
2016-03-18,20.0
2016-03-19,9.2
2016-03-20,0.0
2016-03-21,17.6
2016-03-22,18.0
2016-03-23,15.2
2016-03-24,15.6
2016-03-25,7.2
2016-03-26,2.8000000000000003
2016-03-27,2.6
2016-03-28,16.6
2016-03-29,17.8
2016-03-30,16.8
2016-03-31,15.0
2016-04-01,4.0
2016-04-02,1.25
2016-04-03,1.25
2016-04-04,4.5
2016-04-05,4.5
2016-04-06,3.75
2016-04-07,4.0
2016-04-08,4.75
2016-04-09,1.5
2016-04-10,1.0
2016-04-11,4.0
2016-04-12,4.25
2016-04-13,7.0
2016-04-14,4.0
2016-04-15,5.25
2016-04-16,3.5
2016-04-17,1.0
2016-04-18,6.5
2016-04-19,25.0
2016-04-20,19.75
2016-04-21,7.75
2016-04-22,6.5
2016-04-23,1.25
2016-04-24,2.0
