date,MSFT_unscaled,MSFT_monthly,isPartial,scale,MSFT
2023-10-19,31,48.0,,0.48,14.879999999999999
2023-10-20,26,48.0,,0.48,12.48
2023-10-21,7,48.0,,0.48,3.36
2023-10-22,5,48.0,,0.48,2.4
2023-10-23,34,48.0,,0.48,16.32
2023-10-24,100,48.0,,0.48,48.0
2023-10-25,95,48.0,,0.48,45.6
2023-10-26,53,48.0,,0.48,25.439999999999998
2023-10-27,44,48.0,,0.48,21.119999999999997
2023-10-28,8,48.0,,0.48,3.84
2023-10-29,7,48.0,,0.48,3.36
2023-10-30,33,48.0,,0.48,15.84
2023-10-31,36,48.0,,0.48,17.28
2023-11-01,30,64.0,False,0.64,19.2
2023-11-02,30,64.0,,0.64,19.2
2023-11-03,32,64.0,,0.64,20.48
2023-11-04,10,64.0,,0.64,6.4
2023-11-05,5,64.0,,0.64,3.2
2023-11-06,27,64.0,,0.64,17.28
2023-11-07,34,64.0,,0.64,21.76
2023-11-08,36,64.0,,0.64,23.04
2023-11-09,30,64.0,,0.64,19.2
2023-11-10,32,64.0,,0.64,20.48
2023-11-11,10,64.0,,0.64,6.4
2023-11-12,8,64.0,,0.64,5.12
2023-11-13,29,64.0,,0.64,18.56
2023-11-14,39,64.0,,0.64,24.96
2023-11-15,37,64.0,,0.64,23.68
2023-11-16,37,64.0,,0.64,23.68
2023-11-17,42,64.0,,0.64,26.88
2023-11-18,22,64.0,,0.64,14.08
2023-11-19,10,64.0,,0.64,6.4
2023-11-20,100,64.0,,0.64,64.0
2023-11-21,73,64.0,,0.64,46.72
2023-11-22,56,64.0,,0.64,35.84
2023-11-23,14,64.0,,0.64,8.96
2023-11-24,25,64.0,,0.64,16.0
2023-11-25,9,64.0,,0.64,5.76
2023-11-26,6,64.0,,0.64,3.84
2023-11-27,32,64.0,,0.64,20.48
2023-11-28,37,64.0,,0.64,23.68
2023-11-29,33,64.0,,0.64,21.12
2023-11-30,32,64.0,,0.64,20.48
2023-12-01,75,46.0,False,0.46,34.5
2023-12-02,20,46.0,,0.46,9.200000000000001
2023-12-03,15,46.0,,0.46,6.9
2023-12-04,69,46.0,,0.46,31.740000000000002
2023-12-05,70,46.0,,0.46,32.2
2023-12-06,68,46.0,,0.46,31.28
2023-12-07,74,46.0,,0.46,34.04
2023-12-08,72,46.0,,0.46,33.120000000000005
2023-12-09,22,46.0,,0.46,10.120000000000001
2023-12-10,16,46.0,,0.46,7.36
2023-12-11,64,46.0,,0.46,29.44
2023-12-12,71,46.0,,0.46,32.660000000000004
2023-12-13,87,46.0,,0.46,40.02
2023-12-14,100,46.0,,0.46,46.0
2023-12-15,73,46.0,,0.46,33.58
2023-12-16,24,46.0,,0.46,11.040000000000001
2023-12-17,14,46.0,,0.46,6.44
2023-12-18,64,46.0,,0.46,29.44
2023-12-19,65,46.0,,0.46,29.900000000000002
2023-12-20,70,46.0,,0.46,32.2
2023-12-21,68,46.0,,0.46,31.28
2023-12-22,62,46.0,,0.46,28.52
2023-12-23,18,46.0,,0.46,8.280000000000001
2023-12-24,14,46.0,,0.46,6.44
2023-12-25,16,46.0,,0.46,7.36
2023-12-26,64,46.0,,0.46,29.44
2023-12-27,69,46.0,,0.46,31.740000000000002
2023-12-28,68,46.0,,0.46,31.28
2023-12-29,52,46.0,,0.46,23.92
2023-12-30,18,46.0,,0.46,8.280000000000001
2023-12-31,13,46.0,,0.46,5.98
