date,MSFT_unscaled,MSFT_monthly,isPartial,scale,MSFT
2018-01-01,6,27.0,False,0.27,1.62
2018-01-02,23,27.0,,0.27,6.210000000000001
2018-01-03,31,27.0,,0.27,8.370000000000001
2018-01-04,29,27.0,,0.27,7.83
2018-01-05,35,27.0,,0.27,9.450000000000001
2018-01-06,11,27.0,,0.27,2.97
2018-01-07,6,27.0,,0.27,1.62
2018-01-08,26,27.0,,0.27,7.0200000000000005
2018-01-09,31,27.0,,0.27,8.370000000000001
2018-01-10,27,27.0,,0.27,7.290000000000001
2018-01-11,28,27.0,,0.27,7.5600000000000005
2018-01-12,34,27.0,,0.27,9.18
2018-01-13,12,27.0,,0.27,3.24
2018-01-14,7,27.0,,0.27,1.8900000000000001
2018-01-15,9,27.0,,0.27,2.43
2018-01-16,29,27.0,,0.27,7.83
2018-01-17,33,27.0,,0.27,8.91
2018-01-18,35,27.0,,0.27,9.450000000000001
2018-01-19,25,27.0,,0.27,6.75
2018-01-20,11,27.0,,0.27,2.97
2018-01-21,6,27.0,,0.27,1.62
2018-01-22,33,27.0,,0.27,8.91
2018-01-23,39,27.0,,0.27,10.530000000000001
2018-01-24,34,27.0,,0.27,9.18
2018-01-25,39,27.0,,0.27,10.530000000000001
2018-01-26,39,27.0,,0.27,10.530000000000001
2018-01-27,17,27.0,,0.27,4.59
2018-01-28,12,27.0,,0.27,3.24
2018-01-29,43,27.0,,0.27,11.610000000000001
2018-01-30,45,27.0,,0.27,12.15
2018-01-31,100,27.0,,0.27,27.0
2018-02-01,100,31.0,False,0.31,31.0
2018-02-02,59,31.0,,0.31,18.29
2018-02-03,18,31.0,,0.31,5.58
2018-02-04,9,31.0,,0.31,2.79
2018-02-05,53,31.0,,0.31,16.43
2018-02-06,78,31.0,,0.31,24.18
2018-02-07,52,31.0,,0.31,16.12
2018-02-08,53,31.0,,0.31,16.43
2018-02-09,53,31.0,,0.31,16.43
2018-02-10,18,31.0,,0.31,5.58
2018-02-11,7,31.0,,0.31,2.17
2018-02-12,41,31.0,,0.31,12.709999999999999
2018-02-13,36,31.0,,0.31,11.16
2018-02-14,39,31.0,,0.31,12.09
2018-02-15,40,31.0,,0.31,12.4
2018-02-16,36,31.0,,0.31,11.16
2018-02-17,13,31.0,,0.31,4.03
2018-02-18,7,31.0,,0.31,2.17
2018-02-19,13,31.0,,0.31,4.03
2018-02-20,30,31.0,,0.31,9.3
2018-02-21,33,31.0,,0.31,10.23
2018-02-22,30,31.0,,0.31,9.3
2018-02-23,36,31.0,,0.31,11.16
2018-02-24,13,31.0,,0.31,4.03
2018-02-25,6,31.0,,0.31,1.8599999999999999
2018-02-26,37,31.0,,0.31,11.47
2018-02-27,38,31.0,,0.31,11.78
2018-02-28,35,31.0,,0.31,10.85
2018-03-01,48,25.0,False,0.25,12.0
2018-03-02,54,25.0,,0.25,13.5
2018-03-03,11,25.0,,0.25,2.75
2018-03-04,6,25.0,,0.25,1.5
2018-03-05,44,25.0,,0.25,11.0
2018-03-06,40,25.0,,0.25,10.0
2018-03-07,48,25.0,,0.25,12.0
2018-03-08,41,25.0,,0.25,10.25
2018-03-09,53,25.0,,0.25,13.25
2018-03-10,19,25.0,,0.25,4.75
2018-03-11,11,25.0,,0.25,2.75
2018-03-12,39,25.0,,0.25,9.75
2018-03-13,50,25.0,,0.25,12.5
2018-03-14,46,25.0,,0.25,11.5
2018-03-15,37,25.0,,0.25,9.25
2018-03-16,39,25.0,,0.25,9.75
2018-03-17,11,25.0,,0.25,2.75
2018-03-18,8,25.0,,0.25,2.0
2018-03-19,47,25.0,,0.25,11.75
2018-03-20,46,25.0,,0.25,11.5
2018-03-21,44,25.0,,0.25,11.0
2018-03-22,54,25.0,,0.25,13.5
2018-03-23,49,25.0,,0.25,12.25
2018-03-24,16,25.0,,0.25,4.0
2018-03-25,16,25.0,,0.25,4.0
2018-03-26,89,25.0,,0.25,22.25
2018-03-27,100,25.0,,0.25,25.0
2018-03-28,72,25.0,,0.25,18.0
2018-03-29,75,25.0,,0.25,18.75
2018-03-30,37,25.0,,0.25,9.25
2018-03-31,8,25.0,,0.25,2.0
2018-04-01,8,29.0,False,0.29,2.32
2018-04-02,44,29.0,,0.29,12.76
2018-04-03,48,29.0,,0.29,13.919999999999998
2018-04-04,43,29.0,,0.29,12.469999999999999
2018-04-05,37,29.0,,0.29,10.729999999999999
2018-04-06,38,29.0,,0.29,11.02
2018-04-07,13,29.0,,0.29,3.7699999999999996
2018-04-08,7,29.0,,0.29,2.03
2018-04-09,36,29.0,,0.29,10.44
2018-04-10,38,29.0,,0.29,11.02
2018-04-11,29,29.0,,0.29,8.41
2018-04-12,32,29.0,,0.29,9.28
2018-04-13,28,29.0,,0.29,8.12
2018-04-14,9,29.0,,0.29,2.61
2018-04-15,8,29.0,,0.29,2.32
2018-04-16,34,29.0,,0.29,9.86
2018-04-17,50,29.0,,0.29,14.499999999999998
2018-04-18,43,29.0,,0.29,12.469999999999999
2018-04-19,38,29.0,,0.29,11.02
2018-04-20,42,29.0,,0.29,12.18
2018-04-21,11,29.0,,0.29,3.19
2018-04-22,6,29.0,,0.29,1.7399999999999998
2018-04-23,42,29.0,,0.29,12.18
2018-04-24,40,29.0,,0.29,11.6
2018-04-25,50,29.0,,0.29,14.499999999999998
2018-04-26,100,29.0,,0.29,28.999999999999996
2018-04-27,98,29.0,,0.29,28.419999999999998
2018-04-28,14,29.0,,0.29,4.06
2018-04-29,8,29.0,,0.29,2.32
2018-04-30,42,29.0,,0.29,12.18
2018-05-01,80,24.0,False,0.24,19.2
2018-05-02,70,24.0,,0.24,16.8
2018-05-03,75,24.0,,0.24,18.0
2018-05-04,74,24.0,,0.24,17.759999999999998
2018-05-05,26,24.0,,0.24,6.24
2018-05-06,12,24.0,,0.24,2.88
2018-05-07,86,24.0,,0.24,20.64
2018-05-08,72,24.0,,0.24,17.28
2018-05-09,82,24.0,,0.24,19.68
2018-05-10,90,24.0,,0.24,21.599999999999998
2018-05-11,82,24.0,,0.24,19.68
2018-05-12,23,24.0,,0.24,5.52
2018-05-13,14,24.0,,0.24,3.36
2018-05-14,72,24.0,,0.24,17.28
2018-05-15,66,24.0,,0.24,15.84
2018-05-16,68,24.0,,0.24,16.32
2018-05-17,66,24.0,,0.24,15.84
2018-05-18,68,24.0,,0.24,16.32
2018-05-19,18,24.0,,0.24,4.32
2018-05-20,10,24.0,,0.24,2.4
2018-05-21,80,24.0,,0.24,19.2
2018-05-22,67,24.0,,0.24,16.08
2018-05-23,63,24.0,,0.24,15.12
2018-05-24,74,24.0,,0.24,17.759999999999998
2018-05-25,66,24.0,,0.24,15.84
2018-05-26,20,24.0,,0.24,4.8
2018-05-27,10,24.0,,0.24,2.4
2018-05-28,13,24.0,,0.24,3.12
2018-05-29,72,24.0,,0.24,17.28
2018-05-30,99,24.0,,0.24,23.759999999999998
2018-05-31,100,24.0,,0.24,24.0
2018-06-01,66,28.0,False,0.28,18.48
2018-06-02,23,28.0,,0.28,6.44
2018-06-03,13,28.0,,0.28,3.6400000000000006
2018-06-04,100,28.0,,0.28,28.000000000000004
2018-06-05,78,28.0,,0.28,21.840000000000003
2018-06-06,71,28.0,,0.28,19.880000000000003
2018-06-07,61,28.0,,0.28,17.080000000000002
2018-06-08,58,28.0,,0.28,16.240000000000002
2018-06-09,18,28.0,,0.28,5.040000000000001
2018-06-10,11,28.0,,0.28,3.08
2018-06-11,58,28.0,,0.28,16.240000000000002
2018-06-12,41,28.0,,0.28,11.48
2018-06-13,58,28.0,,0.28,16.240000000000002
2018-06-14,52,28.0,,0.28,14.560000000000002
2018-06-15,45,28.0,,0.28,12.600000000000001
2018-06-16,13,28.0,,0.28,3.6400000000000006
2018-06-17,10,28.0,,0.28,2.8000000000000003
2018-06-18,49,28.0,,0.28,13.72
2018-06-19,46,28.0,,0.28,12.88
2018-06-20,56,28.0,,0.28,15.680000000000001
2018-06-21,50,28.0,,0.28,14.000000000000002
2018-06-22,40,28.0,,0.28,11.200000000000001
2018-06-23,10,28.0,,0.28,2.8000000000000003
2018-06-24,8,28.0,,0.28,2.24
2018-06-25,55,28.0,,0.28,15.400000000000002
2018-06-26,46,28.0,,0.28,12.88
2018-06-27,48,28.0,,0.28,13.440000000000001
2018-06-28,51,28.0,,0.28,14.280000000000001
2018-06-29,36,28.0,,0.28,10.080000000000002
2018-06-30,12,28.0,,0.28,3.3600000000000003
2018-07-01,4,39.0,False,0.39,1.56
2018-07-02,17,39.0,,0.39,6.63
2018-07-03,20,39.0,,0.39,7.800000000000001
2018-07-04,7,39.0,,0.39,2.73
2018-07-05,21,39.0,,0.39,8.19
2018-07-06,22,39.0,,0.39,8.58
2018-07-07,7,39.0,,0.39,2.73
2018-07-08,4,39.0,,0.39,1.56
2018-07-09,21,39.0,,0.39,8.19
2018-07-10,25,39.0,,0.39,9.75
2018-07-11,24,39.0,,0.39,9.36
2018-07-12,30,39.0,,0.39,11.700000000000001
2018-07-13,34,39.0,,0.39,13.26
2018-07-14,11,39.0,,0.39,4.29
2018-07-15,6,39.0,,0.39,2.34
2018-07-16,29,39.0,,0.39,11.31
2018-07-17,33,39.0,,0.39,12.870000000000001
2018-07-18,40,39.0,,0.39,15.600000000000001
2018-07-19,98,39.0,,0.39,38.22
2018-07-20,100,39.0,,0.39,39.0
2018-07-21,15,39.0,,0.39,5.8500000000000005
2018-07-22,9,39.0,,0.39,3.5100000000000002
2018-07-23,42,39.0,,0.39,16.38
2018-07-24,42,39.0,,0.39,16.38
2018-07-25,41,39.0,,0.39,15.99
2018-07-26,53,39.0,,0.39,20.67
2018-07-27,40,39.0,,0.39,15.600000000000001
2018-07-28,10,39.0,,0.39,3.9000000000000004
2018-07-29,7,39.0,,0.39,2.73
2018-07-30,33,39.0,,0.39,12.870000000000001
2018-07-31,37,39.0,,0.39,14.43
2018-08-01,100,29.0,False,0.29,28.999999999999996
2018-08-02,96,29.0,,0.29,27.839999999999996
2018-08-03,99,29.0,,0.29,28.709999999999997
2018-08-04,27,29.0,,0.29,7.829999999999999
2018-08-05,15,29.0,,0.29,4.35
2018-08-06,75,29.0,,0.29,21.75
2018-08-07,93,29.0,,0.29,26.97
2018-08-08,86,29.0,,0.29,24.939999999999998
2018-08-09,88,29.0,,0.29,25.52
2018-08-10,78,29.0,,0.29,22.619999999999997
2018-08-11,26,29.0,,0.29,7.539999999999999
2018-08-12,14,29.0,,0.29,4.06
2018-08-13,78,29.0,,0.29,22.619999999999997
2018-08-14,85,29.0,,0.29,24.65
2018-08-15,86,29.0,,0.29,24.939999999999998
2018-08-16,85,29.0,,0.29,24.65
2018-08-17,68,29.0,,0.29,19.72
2018-08-18,24,29.0,,0.29,6.959999999999999
2018-08-19,13,29.0,,0.29,3.7699999999999996
2018-08-20,70,29.0,,0.29,20.299999999999997
2018-08-21,77,29.0,,0.29,22.33
2018-08-22,78,29.0,,0.29,22.619999999999997
2018-08-23,80,29.0,,0.29,23.2
2018-08-24,72,29.0,,0.29,20.88
2018-08-25,16,29.0,,0.29,4.64
2018-08-26,15,29.0,,0.29,4.35
2018-08-27,84,29.0,,0.29,24.36
2018-08-28,93,29.0,,0.29,26.97
2018-08-29,99,29.0,,0.29,28.709999999999997
2018-08-30,90,29.0,,0.29,26.099999999999998
2018-08-31,90,29.0,,0.29,26.099999999999998
2018-09-01,27,27.0,False,0.27,7.290000000000001
2018-09-02,16,27.0,,0.27,4.32
2018-09-03,14,27.0,,0.27,3.7800000000000002
2018-09-04,87,27.0,,0.27,23.490000000000002
2018-09-05,92,27.0,,0.27,24.840000000000003
2018-09-06,83,27.0,,0.27,22.41
2018-09-07,74,27.0,,0.27,19.98
2018-09-08,21,27.0,,0.27,5.67
2018-09-09,13,27.0,,0.27,3.5100000000000002
2018-09-10,67,27.0,,0.27,18.09
2018-09-11,79,27.0,,0.27,21.330000000000002
2018-09-12,81,27.0,,0.27,21.87
2018-09-13,87,27.0,,0.27,23.490000000000002
2018-09-14,76,27.0,,0.27,20.520000000000003
2018-09-15,27,27.0,,0.27,7.290000000000001
2018-09-16,15,27.0,,0.27,4.050000000000001
2018-09-17,81,27.0,,0.27,21.87
2018-09-18,97,27.0,,0.27,26.19
2018-09-19,85,27.0,,0.27,22.950000000000003
2018-09-20,98,27.0,,0.27,26.46
2018-09-21,100,27.0,,0.27,27.0
2018-09-22,28,27.0,,0.27,7.5600000000000005
2018-09-23,19,27.0,,0.27,5.130000000000001
2018-09-24,86,27.0,,0.27,23.220000000000002
2018-09-25,90,27.0,,0.27,24.3
2018-09-26,87,27.0,,0.27,23.490000000000002
2018-09-27,82,27.0,,0.27,22.14
2018-09-28,71,27.0,,0.27,19.17
2018-09-29,25,27.0,,0.27,6.75
2018-09-30,19,27.0,,0.27,5.130000000000001
2018-10-01,26,40.0,False,0.4,10.4
2018-10-02,32,40.0,,0.4,12.8
2018-10-03,29,40.0,,0.4,11.600000000000001
2018-10-04,30,40.0,,0.4,12.0
2018-10-05,25,40.0,,0.4,10.0
2018-10-06,7,40.0,,0.4,2.8000000000000003
2018-10-07,4,40.0,,0.4,1.6
2018-10-08,28,40.0,,0.4,11.200000000000001
2018-10-09,28,40.0,,0.4,11.200000000000001
2018-10-10,42,40.0,,0.4,16.8
2018-10-11,47,40.0,,0.4,18.8
2018-10-12,42,40.0,,0.4,16.8
2018-10-13,11,40.0,,0.4,4.4
2018-10-14,5,40.0,,0.4,2.0
2018-10-15,32,40.0,,0.4,12.8
2018-10-16,36,40.0,,0.4,14.4
2018-10-17,30,40.0,,0.4,12.0
2018-10-18,30,40.0,,0.4,12.0
2018-10-19,29,40.0,,0.4,11.600000000000001
2018-10-20,8,40.0,,0.4,3.2
2018-10-21,5,40.0,,0.4,2.0
2018-10-22,26,40.0,,0.4,10.4
2018-10-23,36,40.0,,0.4,14.4
2018-10-24,100,40.0,,0.4,40.0
2018-10-25,85,40.0,,0.4,34.0
2018-10-26,58,40.0,,0.4,23.200000000000003
2018-10-27,14,40.0,,0.4,5.6000000000000005
2018-10-28,6,40.0,,0.4,2.4000000000000004
2018-10-29,41,40.0,,0.4,16.400000000000002
2018-10-30,44,40.0,,0.4,17.6
2018-10-31,39,40.0,,0.4,15.600000000000001
2018-11-01,80,27.0,False,0.27,21.6
2018-11-02,78,27.0,,0.27,21.060000000000002
2018-11-03,21,27.0,,0.27,5.67
2018-11-04,9,27.0,,0.27,2.43
2018-11-05,63,27.0,,0.27,17.01
2018-11-06,59,27.0,,0.27,15.930000000000001
2018-11-07,75,27.0,,0.27,20.25
2018-11-08,79,27.0,,0.27,21.330000000000002
2018-11-09,49,27.0,,0.27,13.23
2018-11-10,16,27.0,,0.27,4.32
2018-11-11,12,27.0,,0.27,3.24
2018-11-12,48,27.0,,0.27,12.96
2018-11-13,59,27.0,,0.27,15.930000000000001
2018-11-14,65,27.0,,0.27,17.55
2018-11-15,64,27.0,,0.27,17.28
2018-11-16,56,27.0,,0.27,15.120000000000001
2018-11-17,19,27.0,,0.27,5.130000000000001
2018-11-18,9,27.0,,0.27,2.43
2018-11-19,59,27.0,,0.27,15.930000000000001
2018-11-20,87,27.0,,0.27,23.490000000000002
2018-11-21,76,27.0,,0.27,20.520000000000003
2018-11-22,20,27.0,,0.27,5.4
2018-11-23,34,27.0,,0.27,9.18
2018-11-24,24,27.0,,0.27,6.48
2018-11-25,16,27.0,,0.27,4.32
2018-11-26,62,27.0,,0.27,16.740000000000002
2018-11-27,80,27.0,,0.27,21.6
2018-11-28,100,27.0,,0.27,27.0
2018-11-29,86,27.0,,0.27,23.220000000000002
2018-11-30,74,27.0,,0.27,19.98
2018-12-01,33,28.0,False,0.28,9.24
2018-12-02,16,28.0,,0.28,4.48
2018-12-03,91,28.0,,0.28,25.480000000000004
2018-12-04,81,28.0,,0.28,22.680000000000003
2018-12-05,37,28.0,,0.28,10.360000000000001
2018-12-06,74,28.0,,0.28,20.720000000000002
2018-12-07,67,28.0,,0.28,18.76
2018-12-08,21,28.0,,0.28,5.880000000000001
2018-12-09,11,28.0,,0.28,3.08
2018-12-10,68,28.0,,0.28,19.040000000000003
2018-12-11,62,28.0,,0.28,17.360000000000003
2018-12-12,73,28.0,,0.28,20.44
2018-12-13,61,28.0,,0.28,17.080000000000002
2018-12-14,63,28.0,,0.28,17.64
2018-12-15,26,28.0,,0.28,7.280000000000001
2018-12-16,12,28.0,,0.28,3.3600000000000003
2018-12-17,57,28.0,,0.28,15.96
2018-12-18,69,28.0,,0.28,19.32
2018-12-19,69,28.0,,0.28,19.32
2018-12-20,79,28.0,,0.28,22.12
2018-12-21,100,28.0,,0.28,28.000000000000004
2018-12-22,28,28.0,,0.28,7.840000000000001
2018-12-23,17,28.0,,0.28,4.760000000000001
2018-12-24,72,28.0,,0.28,20.160000000000004
2018-12-25,29,28.0,,0.28,8.120000000000001
2018-12-26,93,28.0,,0.28,26.040000000000003
2018-12-27,96,28.0,,0.28,26.880000000000003
2018-12-28,70,28.0,,0.28,19.6
2018-12-29,19,28.0,,0.28,5.32
2018-12-30,9,28.0,,0.28,2.5200000000000005
2018-12-31,61,28.0,,0.28,17.080000000000002
2019-01-01,13,36.0,False,0.36,4.68
2019-01-02,46,36.0,,0.36,16.56
2019-01-03,54,36.0,,0.36,19.439999999999998
2019-01-04,51,36.0,,0.36,18.36
2019-01-05,13,36.0,,0.36,4.68
2019-01-06,8,36.0,,0.36,2.88
2019-01-07,41,36.0,,0.36,14.76
2019-01-08,42,36.0,,0.36,15.12
2019-01-09,45,36.0,,0.36,16.2
2019-01-10,43,36.0,,0.36,15.479999999999999
2019-01-11,37,36.0,,0.36,13.32
2019-01-12,10,36.0,,0.36,3.5999999999999996
2019-01-13,7,36.0,,0.36,2.52
2019-01-14,34,36.0,,0.36,12.24
2019-01-15,43,36.0,,0.36,15.479999999999999
2019-01-16,38,36.0,,0.36,13.68
2019-01-17,40,36.0,,0.36,14.399999999999999
2019-01-18,36,36.0,,0.36,12.959999999999999
2019-01-19,14,36.0,,0.36,5.04
2019-01-20,9,36.0,,0.36,3.2399999999999998
2019-01-21,10,36.0,,0.36,3.5999999999999996
2019-01-22,34,36.0,,0.36,12.24
2019-01-23,35,36.0,,0.36,12.6
2019-01-24,32,36.0,,0.36,11.52
2019-01-25,34,36.0,,0.36,12.24
2019-01-26,9,36.0,,0.36,3.2399999999999998
2019-01-27,8,36.0,,0.36,2.88
2019-01-28,37,36.0,,0.36,13.32
2019-01-29,43,36.0,,0.36,15.479999999999999
2019-01-30,100,36.0,,0.36,36.0
2019-01-31,94,36.0,,0.36,33.839999999999996
2019-02-01,100,25.0,False,0.25,25.0
2019-02-02,23,25.0,,0.25,5.75
2019-02-03,12,25.0,,0.25,3.0
2019-02-04,63,25.0,,0.25,15.75
2019-02-05,78,25.0,,0.25,19.5
2019-02-06,68,25.0,,0.25,17.0
2019-02-07,62,25.0,,0.25,15.5
2019-02-08,55,25.0,,0.25,13.75
2019-02-09,17,25.0,,0.25,4.25
2019-02-10,8,25.0,,0.25,2.0
2019-02-11,51,25.0,,0.25,12.75
2019-02-12,55,25.0,,0.25,13.75
2019-02-13,61,25.0,,0.25,15.25
2019-02-14,59,25.0,,0.25,14.75
2019-02-15,58,25.0,,0.25,14.5
2019-02-16,23,25.0,,0.25,5.75
2019-02-17,11,25.0,,0.25,2.75
2019-02-18,14,25.0,,0.25,3.5
2019-02-19,49,25.0,,0.25,12.25
2019-02-20,47,25.0,,0.25,11.75
2019-02-21,60,25.0,,0.25,15.0
2019-02-22,72,25.0,,0.25,18.0
2019-02-23,28,25.0,,0.25,7.0
2019-02-24,13,25.0,,0.25,3.25
2019-02-25,56,25.0,,0.25,14.0
2019-02-26,61,25.0,,0.25,15.25
2019-02-27,55,25.0,,0.25,13.75
2019-02-28,57,25.0,,0.25,14.25
2019-03-01,79,26.0,False,0.26,20.54
2019-03-02,22,26.0,,0.26,5.720000000000001
2019-03-03,13,26.0,,0.26,3.38
2019-03-04,70,26.0,,0.26,18.2
2019-03-05,73,26.0,,0.26,18.98
2019-03-06,63,26.0,,0.26,16.38
2019-03-07,62,26.0,,0.26,16.12
2019-03-08,60,26.0,,0.26,15.600000000000001
2019-03-09,26,26.0,,0.26,6.76
2019-03-10,13,26.0,,0.26,3.38
2019-03-11,73,26.0,,0.26,18.98
2019-03-12,79,26.0,,0.26,20.54
2019-03-13,76,26.0,,0.26,19.76
2019-03-14,75,26.0,,0.26,19.5
2019-03-15,86,26.0,,0.26,22.36
2019-03-16,26,26.0,,0.26,6.76
2019-03-17,16,26.0,,0.26,4.16
2019-03-18,100,26.0,,0.26,26.0
2019-03-19,94,26.0,,0.26,24.44
2019-03-20,95,26.0,,0.26,24.7
2019-03-21,98,26.0,,0.26,25.48
2019-03-22,90,26.0,,0.26,23.400000000000002
2019-03-23,19,26.0,,0.26,4.94
2019-03-24,14,26.0,,0.26,3.64
2019-03-25,67,26.0,,0.26,17.42
2019-03-26,87,26.0,,0.26,22.62
2019-03-27,76,26.0,,0.26,19.76
2019-03-28,70,26.0,,0.26,18.2
2019-03-29,77,26.0,,0.26,20.02
2019-03-30,22,26.0,,0.26,5.720000000000001
2019-03-31,9,26.0,,0.26,2.34
2019-04-01,24,35.0,False,0.35,8.399999999999999
2019-04-02,28,35.0,,0.35,9.799999999999999
2019-04-03,24,35.0,,0.35,8.399999999999999
2019-04-04,24,35.0,,0.35,8.399999999999999
2019-04-05,23,35.0,,0.35,8.049999999999999
2019-04-06,7,35.0,,0.35,2.4499999999999997
2019-04-07,4,35.0,,0.35,1.4
2019-04-08,21,35.0,,0.35,7.35
2019-04-09,20,35.0,,0.35,7.0
2019-04-10,25,35.0,,0.35,8.75
2019-04-11,24,35.0,,0.35,8.399999999999999
2019-04-12,24,35.0,,0.35,8.399999999999999
2019-04-13,8,35.0,,0.35,2.8
2019-04-14,5,35.0,,0.35,1.75
2019-04-15,21,35.0,,0.35,7.35
2019-04-16,24,35.0,,0.35,8.399999999999999
2019-04-17,29,35.0,,0.35,10.149999999999999
2019-04-18,28,35.0,,0.35,9.799999999999999
2019-04-19,17,35.0,,0.35,5.949999999999999
2019-04-20,6,35.0,,0.35,2.0999999999999996
2019-04-21,4,35.0,,0.35,1.4
2019-04-22,26,35.0,,0.35,9.1
2019-04-23,35,35.0,,0.35,12.25
2019-04-24,89,35.0,,0.35,31.15
2019-04-25,100,35.0,,0.35,35.0
2019-04-26,51,35.0,,0.35,17.849999999999998
2019-04-27,12,35.0,,0.35,4.199999999999999
2019-04-28,8,35.0,,0.35,2.8
2019-04-29,32,35.0,,0.35,11.2
2019-04-30,38,35.0,,0.35,13.299999999999999
2019-05-01,100,29.0,False,0.29,28.999999999999996
2019-05-02,85,29.0,,0.29,24.65
2019-05-03,98,29.0,,0.29,28.419999999999998
2019-05-04,26,29.0,,0.29,7.539999999999999
2019-05-05,12,29.0,,0.29,3.4799999999999995
2019-05-06,78,29.0,,0.29,22.619999999999997
2019-05-07,81,29.0,,0.29,23.49
2019-05-08,72,29.0,,0.29,20.88
2019-05-09,77,29.0,,0.29,22.33
2019-05-10,75,29.0,,0.29,21.75
2019-05-11,21,29.0,,0.29,6.09
2019-05-12,13,29.0,,0.29,3.7699999999999996
2019-05-13,88,29.0,,0.29,25.52
2019-05-14,75,29.0,,0.29,21.75
2019-05-15,69,29.0,,0.29,20.009999999999998
2019-05-16,74,29.0,,0.29,21.459999999999997
2019-05-17,76,29.0,,0.29,22.04
2019-05-18,29,29.0,,0.29,8.41
2019-05-19,9,29.0,,0.29,2.61
2019-05-20,69,29.0,,0.29,20.009999999999998
2019-05-21,67,29.0,,0.29,19.43
2019-05-22,61,29.0,,0.29,17.689999999999998
2019-05-23,68,29.0,,0.29,19.72
2019-05-24,56,29.0,,0.29,16.24
2019-05-25,19,29.0,,0.29,5.51
2019-05-26,9,29.0,,0.29,2.61
2019-05-27,14,29.0,,0.29,4.06
2019-05-28,58,29.0,,0.29,16.82
2019-05-29,55,29.0,,0.29,15.95
2019-05-30,53,29.0,,0.29,15.37
2019-05-31,67,29.0,,0.29,19.43
2019-06-01,19,32.0,False,0.32,6.08
2019-06-02,11,32.0,,0.32,3.52
2019-06-03,81,32.0,,0.32,25.92
2019-06-04,83,32.0,,0.32,26.560000000000002
2019-06-05,84,32.0,,0.32,26.88
2019-06-06,71,32.0,,0.32,22.72
2019-06-07,100,32.0,,0.32,32.0
2019-06-08,36,32.0,,0.32,11.52
2019-06-09,23,32.0,,0.32,7.36
2019-06-10,95,32.0,,0.32,30.400000000000002
2019-06-11,98,32.0,,0.32,31.36
2019-06-12,77,32.0,,0.32,24.64
2019-06-13,73,32.0,,0.32,23.36
2019-06-14,62,32.0,,0.32,19.84
2019-06-15,14,32.0,,0.32,4.48
2019-06-16,10,32.0,,0.32,3.2
2019-06-17,66,32.0,,0.32,21.12
2019-06-18,80,32.0,,0.32,25.6
2019-06-19,88,32.0,,0.32,28.16
2019-06-20,91,32.0,,0.32,29.12
2019-06-21,90,32.0,,0.32,28.8
2019-06-22,22,32.0,,0.32,7.04
2019-06-23,11,32.0,,0.32,3.52
2019-06-24,80,32.0,,0.32,25.6
2019-06-25,95,32.0,,0.32,30.400000000000002
2019-06-26,86,32.0,,0.32,27.52
2019-06-27,79,32.0,,0.32,25.28
2019-06-28,73,32.0,,0.32,23.36
2019-06-29,23,32.0,,0.32,7.36
2019-06-30,17,32.0,,0.32,5.44
2019-07-01,35,40.0,False,0.4,14.0
2019-07-02,30,40.0,,0.4,12.0
2019-07-03,29,40.0,,0.4,11.600000000000001
2019-07-04,7,40.0,,0.4,2.8000000000000003
2019-07-05,23,40.0,,0.4,9.200000000000001
2019-07-06,6,40.0,,0.4,2.4000000000000004
2019-07-07,4,40.0,,0.4,1.6
2019-07-08,23,40.0,,0.4,9.200000000000001
2019-07-09,29,40.0,,0.4,11.600000000000001
2019-07-10,31,40.0,,0.4,12.4
2019-07-11,35,40.0,,0.4,14.0
2019-07-12,35,40.0,,0.4,14.0
2019-07-13,9,40.0,,0.4,3.6
2019-07-14,6,40.0,,0.4,2.4000000000000004
2019-07-15,35,40.0,,0.4,14.0
2019-07-16,36,40.0,,0.4,14.4
2019-07-17,41,40.0,,0.4,16.400000000000002
2019-07-18,100,40.0,,0.4,40.0
2019-07-19,98,40.0,,0.4,39.2
2019-07-20,17,40.0,,0.4,6.800000000000001
2019-07-21,8,40.0,,0.4,3.2
2019-07-22,41,40.0,,0.4,16.400000000000002
2019-07-23,41,40.0,,0.4,16.400000000000002
2019-07-24,38,40.0,,0.4,15.200000000000001
2019-07-25,37,40.0,,0.4,14.8
2019-07-26,34,40.0,,0.4,13.600000000000001
2019-07-27,10,40.0,,0.4,4.0
2019-07-28,7,40.0,,0.4,2.8000000000000003
2019-07-29,27,40.0,,0.4,10.8
2019-07-30,29,40.0,,0.4,11.600000000000001
2019-07-31,32,40.0,,0.4,12.8
2019-08-01,87,31.0,False,0.31,26.97
2019-08-02,69,31.0,,0.31,21.39
2019-08-03,14,31.0,,0.31,4.34
2019-08-04,11,31.0,,0.31,3.41
2019-08-05,86,31.0,,0.31,26.66
2019-08-06,100,31.0,,0.31,31.0
2019-08-07,79,31.0,,0.31,24.49
2019-08-08,79,31.0,,0.31,24.49
2019-08-09,71,31.0,,0.31,22.01
2019-08-10,24,31.0,,0.31,7.4399999999999995
2019-08-11,16,31.0,,0.31,4.96
2019-08-12,70,31.0,,0.31,21.7
2019-08-13,85,31.0,,0.31,26.35
2019-08-14,82,31.0,,0.31,25.419999999999998
2019-08-15,91,31.0,,0.31,28.21
2019-08-16,71,31.0,,0.31,22.01
2019-08-17,22,31.0,,0.31,6.82
2019-08-18,15,31.0,,0.31,4.65
2019-08-19,78,31.0,,0.31,24.18
2019-08-20,74,31.0,,0.31,22.94
