date,UNH_unscaled,UNH_monthly,isPartial,scale,UNH
2021-06-23,73,33.0,,0.33,24.09
2021-06-24,93,33.0,,0.33,30.69
2021-06-25,90,33.0,,0.33,29.700000000000003
2021-06-26,41,33.0,,0.33,13.530000000000001
2021-06-27,42,33.0,,0.33,13.860000000000001
2021-06-28,89,33.0,,0.33,29.37
2021-06-29,69,33.0,,0.33,22.77
2021-06-30,72,33.0,,0.33,23.76
2021-07-01,67,40.0,False,0.4,26.8
2021-07-02,57,40.0,,0.4,22.8
2021-07-03,29,40.0,,0.4,11.600000000000001
2021-07-04,36,40.0,,0.4,14.4
2021-07-05,33,40.0,,0.4,13.200000000000001
2021-07-06,78,40.0,,0.4,31.200000000000003
2021-07-07,85,40.0,,0.4,34.0
2021-07-08,90,40.0,,0.4,36.0
2021-07-09,76,40.0,,0.4,30.400000000000002
2021-07-10,40,40.0,,0.4,16.0
2021-07-11,36,40.0,,0.4,14.4
2021-07-12,90,40.0,,0.4,36.0
2021-07-13,89,40.0,,0.4,35.6
2021-07-14,89,40.0,,0.4,35.6
2021-07-15,97,40.0,,0.4,38.800000000000004
2021-07-16,77,40.0,,0.4,30.8
2021-07-17,43,40.0,,0.4,17.2
2021-07-18,51,40.0,,0.4,20.400000000000002
2021-07-19,100,40.0,,0.4,40.0
2021-07-20,79,40.0,,0.4,31.6
2021-07-21,56,40.0,,0.4,22.400000000000002
2021-07-22,71,40.0,,0.4,28.400000000000002
2021-07-23,74,40.0,,0.4,29.6
2021-07-24,35,40.0,,0.4,14.0
2021-07-25,42,40.0,,0.4,16.8
2021-07-26,85,40.0,,0.4,34.0
2021-07-27,81,40.0,,0.4,32.4
2021-07-28,70,40.0,,0.4,28.0
2021-07-29,92,40.0,,0.4,36.800000000000004
2021-07-30,70,40.0,,0.4,28.0
2021-07-31,57,40.0,,0.4,22.8
2021-08-01,17,67.0,False,0.67,11.39
2021-08-02,37,67.0,,0.67,24.790000000000003
2021-08-03,38,67.0,,0.67,25.46
2021-08-04,42,67.0,,0.67,28.14
2021-08-05,36,67.0,,0.67,24.12
2021-08-06,32,67.0,,0.67,21.44
2021-08-07,16,67.0,,0.67,10.72
2021-08-08,18,67.0,,0.67,12.06
2021-08-09,38,67.0,,0.67,25.46
2021-08-10,36,67.0,,0.67,24.12
2021-08-11,30,67.0,,0.67,20.1
2021-08-12,35,67.0,,0.67,23.450000000000003
2021-08-13,29,67.0,,0.67,19.43
2021-08-14,21,67.0,,0.67,14.07
2021-08-15,22,67.0,,0.67,14.74
2021-08-16,33,67.0,,0.67,22.110000000000003
2021-08-17,42,67.0,,0.67,28.14
2021-08-18,35,67.0,,0.67,23.450000000000003
2021-08-19,34,67.0,,0.67,22.78
2021-08-20,39,67.0,,0.67,26.130000000000003
2021-08-21,21,67.0,,0.67,14.07
2021-08-22,26,67.0,,0.67,17.42
2021-08-23,46,67.0,,0.67,30.82
2021-08-24,53,67.0,,0.67,35.510000000000005
2021-08-25,45,67.0,,0.67,30.150000000000002
2021-08-26,50,67.0,,0.67,33.5
2021-08-27,53,67.0,,0.67,35.510000000000005
2021-08-28,49,67.0,,0.67,32.830000000000005
2021-08-29,59,67.0,,0.67,39.53
2021-08-30,94,67.0,,0.67,62.980000000000004
2021-08-31,100,67.0,,0.67,67.0
2021-09-01,100,90.0,False,0.9,90.0
2021-09-02,91,90.0,,0.9,81.9
2021-09-03,83,90.0,,0.9,74.7
2021-09-04,56,90.0,,0.9,50.4
2021-09-05,46,90.0,,0.9,41.4
2021-09-06,53,90.0,,0.9,47.7
2021-09-07,88,90.0,,0.9,79.2
2021-09-08,89,90.0,,0.9,80.10000000000001
2021-09-09,72,90.0,,0.9,64.8
2021-09-10,74,90.0,,0.9,66.60000000000001
2021-09-11,72,90.0,,0.9,64.8
2021-09-12,71,90.0,,0.9,63.9
2021-09-13,74,90.0,,0.9,66.60000000000001
2021-09-14,72,90.0,,0.9,64.8
2021-09-15,70,90.0,,0.9,63.0
2021-09-16,62,90.0,,0.9,55.800000000000004
2021-09-17,63,90.0,,0.9,56.7
2021-09-18,53,90.0,,0.9,47.7
2021-09-19,48,90.0,,0.9,43.2
2021-09-20,69,90.0,,0.9,62.1
2021-09-21,75,90.0,,0.9,67.5
2021-09-22,71,90.0,,0.9,63.9
2021-09-23,67,90.0,,0.9,60.300000000000004
2021-09-24,59,90.0,,0.9,53.1
2021-09-25,73,90.0,,0.9,65.7
2021-09-26,66,90.0,,0.9,59.4
2021-09-27,74,90.0,,0.9,66.60000000000001
2021-09-28,72,90.0,,0.9,64.8
2021-09-29,72,90.0,,0.9,64.8
2021-09-30,64,90.0,,0.9,57.6
2021-10-01,74,81.0,False,0.81,59.940000000000005
2021-10-02,100,81.0,,0.81,81.0
2021-10-03,60,81.0,,0.81,48.6
2021-10-04,74,81.0,,0.81,59.940000000000005
2021-10-05,77,81.0,,0.81,62.370000000000005
2021-10-06,79,81.0,,0.81,63.99
2021-10-07,62,81.0,,0.81,50.220000000000006
2021-10-08,50,81.0,,0.81,40.5
2021-10-09,54,81.0,,0.81,43.74
2021-10-10,59,81.0,,0.81,47.790000000000006
2021-10-11,64,81.0,,0.81,51.84
2021-10-12,72,81.0,,0.81,58.32000000000001
2021-10-13,88,81.0,,0.81,71.28
2021-10-14,80,81.0,,0.81,64.80000000000001
2021-10-15,78,81.0,,0.81,63.18000000000001
2021-10-16,84,81.0,,0.81,68.04
2021-10-17,62,81.0,,0.81,50.220000000000006
2021-10-18,74,81.0,,0.81,59.940000000000005
2021-10-19,74,81.0,,0.81,59.940000000000005
2021-10-20,82,81.0,,0.81,66.42
2021-10-21,73,81.0,,0.81,59.13
2021-10-22,61,81.0,,0.81,49.410000000000004
2021-10-23,71,81.0,,0.81,57.510000000000005
2021-10-24,57,81.0,,0.81,46.17
2021-10-25,77,81.0,,0.81,62.370000000000005
2021-10-26,90,81.0,,0.81,72.9
2021-10-27,72,81.0,,0.81,58.32000000000001
2021-10-28,72,81.0,,0.81,58.32000000000001
2021-10-29,70,81.0,,0.81,56.7
2021-10-30,69,81.0,,0.81,55.89
2021-10-31,54,81.0,,0.81,43.74
2021-11-01,51,79.0,False,0.79,40.29
2021-11-02,60,79.0,,0.79,47.400000000000006
2021-11-03,59,79.0,,0.79,46.61
2021-11-04,61,79.0,,0.79,48.190000000000005
2021-11-05,56,79.0,,0.79,44.24
2021-11-06,44,79.0,,0.79,34.760000000000005
2021-11-07,36,79.0,,0.79,28.44
2021-11-08,51,79.0,,0.79,40.29
2021-11-09,53,79.0,,0.79,41.870000000000005
2021-11-10,60,79.0,,0.79,47.400000000000006
2021-11-11,49,79.0,,0.79,38.71
2021-11-12,54,79.0,,0.79,42.660000000000004
2021-11-13,54,79.0,,0.79,42.660000000000004
2021-11-14,60,79.0,,0.79,47.400000000000006
2021-11-15,71,79.0,,0.79,56.09
2021-11-16,64,79.0,,0.79,50.56
2021-11-17,57,79.0,,0.79,45.03
2021-11-18,62,79.0,,0.79,48.980000000000004
2021-11-19,55,79.0,,0.79,43.45
2021-11-20,72,79.0,,0.79,56.88
2021-11-21,56,79.0,,0.79,44.24
2021-11-22,72,79.0,,0.79,56.88
2021-11-23,45,79.0,,0.79,35.550000000000004
2021-11-24,30,79.0,,0.79,23.700000000000003
2021-11-25,16,79.0,,0.79,12.64
2021-11-26,24,79.0,,0.79,18.96
2021-11-27,42,79.0,,0.79,33.18
2021-11-28,50,79.0,,0.79,39.5
2021-11-29,100,79.0,,0.79,79.0
2021-11-30,60,79.0,,0.79,47.400000000000006
2021-12-01,53,75.0,False,0.75,39.75
2021-12-02,59,75.0,,0.75,44.25
2021-12-03,34,75.0,,0.75,25.5
2021-12-04,37,75.0,,0.75,27.75
2021-12-05,90,75.0,,0.75,67.5
2021-12-06,100,75.0,,0.75,75.0
2021-12-07,69,75.0,,0.75,51.75
2021-12-08,56,75.0,,0.75,42.0
2021-12-09,47,75.0,,0.75,35.25
2021-12-10,38,75.0,,0.75,28.5
2021-12-11,28,75.0,,0.75,21.0
2021-12-12,21,75.0,,0.75,15.75
2021-12-13,46,75.0,,0.75,34.5
2021-12-14,46,75.0,,0.75,34.5
2021-12-15,40,75.0,,0.75,30.0
2021-12-16,50,75.0,,0.75,37.5
2021-12-17,32,75.0,,0.75,24.0
2021-12-18,24,75.0,,0.75,18.0
2021-12-19,22,75.0,,0.75,16.5
2021-12-20,36,75.0,,0.75,27.0
2021-12-21,34,75.0,,0.75,25.5
2021-12-22,32,75.0,,0.75,24.0
2021-12-23,26,75.0,,0.75,19.5
2021-12-24,18,75.0,,0.75,13.5
2021-12-25,15,75.0,,0.75,11.25
2021-12-26,15,75.0,,0.75,11.25
2021-12-27,28,75.0,,0.75,21.0
2021-12-28,29,75.0,,0.75,21.75
2021-12-29,26,75.0,,0.75,19.5
2021-12-30,27,75.0,,0.75,20.25
2021-12-31,23,75.0,,0.75,17.25
2022-01-01,17,75.0,False,0.75,12.75
2022-01-02,27,75.0,,0.75,20.25
2022-01-03,44,75.0,,0.75,33.0
2022-01-04,48,75.0,,0.75,36.0
2022-01-05,57,75.0,,0.75,42.75
2022-01-06,56,75.0,,0.75,42.0
2022-01-07,52,75.0,,0.75,39.0
2022-01-08,32,75.0,,0.75,24.0
2022-01-09,25,75.0,,0.75,18.75
2022-01-10,44,75.0,,0.75,33.0
2022-01-11,39,75.0,,0.75,29.25
2022-01-12,37,75.0,,0.75,27.75
2022-01-13,70,75.0,,0.75,52.5
2022-01-14,48,75.0,,0.75,36.0
2022-01-15,31,75.0,,0.75,23.25
2022-01-16,42,75.0,,0.75,31.5
2022-01-17,37,75.0,,0.75,27.75
2022-01-18,45,75.0,,0.75,33.75
2022-01-19,61,75.0,,0.75,45.75
2022-01-20,46,75.0,,0.75,34.5
2022-01-21,46,75.0,,0.75,34.5
2022-01-22,41,75.0,,0.75,30.75
2022-01-23,40,75.0,,0.75,30.0
2022-01-24,89,75.0,,0.75,66.75
2022-01-25,100,75.0,,0.75,75.0
2022-01-26,59,75.0,,0.75,44.25
2022-01-27,62,75.0,,0.75,46.5
2022-01-28,45,75.0,,0.75,33.75
2022-01-29,34,75.0,,0.75,25.5
2022-01-30,31,75.0,,0.75,23.25
2022-01-31,57,75.0,,0.75,42.75
2022-02-01,87,76.0,False,0.76,66.12
2022-02-02,86,76.0,,0.76,65.36
2022-02-03,77,76.0,,0.76,58.52
2022-02-04,80,76.0,,0.76,60.8
2022-02-05,59,76.0,,0.76,44.84
2022-02-06,55,76.0,,0.76,41.8
2022-02-07,89,76.0,,0.76,67.64
2022-02-08,100,76.0,,0.76,76.0
2022-02-09,87,76.0,,0.76,66.12
2022-02-10,87,76.0,,0.76,66.12
2022-02-11,78,76.0,,0.76,59.28
2022-02-12,54,76.0,,0.76,41.04
2022-02-13,42,76.0,,0.76,31.92
2022-02-14,77,76.0,,0.76,58.52
2022-02-15,80,76.0,,0.76,60.8
2022-02-16,83,76.0,,0.76,63.08
2022-02-17,81,76.0,,0.76,61.56
2022-02-18,67,76.0,,0.76,50.92
2022-02-19,57,76.0,,0.76,43.32
2022-02-20,62,76.0,,0.76,47.12
2022-02-21,75,76.0,,0.76,57.0
2022-02-22,85,76.0,,0.76,64.6
2022-02-23,75,76.0,,0.76,57.0
2022-02-24,79,76.0,,0.76,60.04
2022-02-25,73,76.0,,0.76,55.480000000000004
2022-02-26,68,76.0,,0.76,51.68
2022-02-27,68,76.0,,0.76,51.68
2022-02-28,81,76.0,,0.76,61.56
2022-03-01,83,73.0,False,0.73,60.589999999999996
2022-03-02,75,73.0,,0.73,54.75
2022-03-03,78,73.0,,0.73,56.94
2022-03-04,84,73.0,,0.73,61.32
2022-03-05,64,73.0,,0.73,46.72
2022-03-06,48,73.0,,0.73,35.04
2022-03-07,76,73.0,,0.73,55.48
2022-03-08,91,73.0,,0.73,66.42999999999999
2022-03-09,92,73.0,,0.73,67.16
2022-03-10,88,73.0,,0.73,64.24
2022-03-11,67,73.0,,0.73,48.91
2022-03-12,38,73.0,,0.73,27.74
2022-03-13,38,73.0,,0.73,27.74
2022-03-14,57,73.0,,0.73,41.61
2022-03-15,57,73.0,,0.73,41.61
2022-03-16,50,73.0,,0.73,36.5
2022-03-17,67,73.0,,0.73,48.91
2022-03-18,52,73.0,,0.73,37.96
2022-03-19,35,73.0,,0.73,25.55
2022-03-20,52,73.0,,0.73,37.96
2022-03-21,100,73.0,,0.73,73.0
2022-03-22,79,73.0,,0.73,57.67
2022-03-23,73,73.0,,0.73,53.29
2022-03-24,85,73.0,,0.73,62.05
2022-03-25,72,73.0,,0.73,52.56
2022-03-26,48,73.0,,0.73,35.04
2022-03-27,58,73.0,,0.73,42.339999999999996
2022-03-28,83,73.0,,0.73,60.589999999999996
2022-03-29,86,73.0,,0.73,62.78
2022-03-30,84,73.0,,0.73,61.32
2022-03-31,74,73.0,,0.73,54.019999999999996
2022-04-01,76,79.0,False,0.79,60.040000000000006
2022-04-02,57,79.0,,0.79,45.03
2022-04-03,51,79.0,,0.79,40.29
2022-04-04,86,79.0,,0.79,67.94
2022-04-05,85,79.0,,0.79,67.15
2022-04-06,89,79.0,,0.79,70.31
2022-04-07,82,79.0,,0.79,64.78
2022-04-08,91,79.0,,0.79,71.89
2022-04-09,66,79.0,,0.79,52.14
2022-04-10,70,79.0,,0.79,55.300000000000004
2022-04-11,91,79.0,,0.79,71.89
2022-04-12,91,79.0,,0.79,71.89
2022-04-13,89,79.0,,0.79,70.31
2022-04-14,100,79.0,,0.79,79.0
2022-04-15,77,79.0,,0.79,60.830000000000005
2022-04-16,41,79.0,,0.79,32.39
2022-04-17,42,79.0,,0.79,33.18
2022-04-18,98,79.0,,0.79,77.42
2022-04-19,79,79.0,,0.79,62.410000000000004
2022-04-20,85,79.0,,0.79,67.15
2022-04-21,80,79.0,,0.79,63.2
2022-04-22,69,79.0,,0.79,54.510000000000005
2022-04-23,43,79.0,,0.79,33.97
2022-04-24,57,79.0,,0.79,45.03
2022-04-25,86,79.0,,0.79,67.94
2022-04-26,73,79.0,,0.79,57.67
2022-04-27,70,79.0,,0.79,55.300000000000004
2022-04-28,84,79.0,,0.79,66.36
2022-04-29,70,79.0,,0.79,55.300000000000004
2022-04-30,46,79.0,,0.79,36.34
2022-05-01,59,57.0,False,0.57,33.629999999999995
2022-05-02,100,57.0,,0.57,56.99999999999999
2022-05-03,79,57.0,,0.57,45.029999999999994
2022-05-04,81,57.0,,0.57,46.169999999999995
2022-05-05,93,57.0,,0.57,53.01
2022-05-06,79,57.0,,0.57,45.029999999999994
2022-05-07,54,57.0,,0.57,30.779999999999998
2022-05-08,55,57.0,,0.57,31.349999999999998
2022-05-09,91,57.0,,0.57,51.87
2022-05-10,68,57.0,,0.57,38.76
2022-05-11,72,57.0,,0.57,41.04
2022-05-12,68,57.0,,0.57,38.76
2022-05-13,59,57.0,,0.57,33.629999999999995
2022-05-14,44,57.0,,0.57,25.08
2022-05-15,48,57.0,,0.57,27.36
2022-05-16,70,57.0,,0.57,39.9
2022-05-17,86,57.0,,0.57,49.019999999999996
2022-05-18,71,57.0,,0.57,40.47
2022-05-19,61,57.0,,0.57,34.769999999999996
2022-05-20,72,57.0,,0.57,41.04
2022-05-21,67,57.0,,0.57,38.19
2022-05-22,46,57.0,,0.57,26.22
2022-05-23,65,57.0,,0.57,37.05
2022-05-24,50,57.0,,0.57,28.499999999999996
2022-05-25,55,57.0,,0.57,31.349999999999998
2022-05-26,53,57.0,,0.57,30.209999999999997
2022-05-27,50,57.0,,0.57,28.499999999999996
2022-05-28,33,57.0,,0.57,18.81
2022-05-29,32,57.0,,0.57,18.24
2022-05-30,33,57.0,,0.57,18.81
2022-05-31,57,57.0,,0.57,32.489999999999995
2022-06-01,59,52.0,False,0.52,30.68
2022-06-02,64,52.0,,0.52,33.28
2022-06-03,53,52.0,,0.52,27.560000000000002
2022-06-04,32,52.0,,0.52,16.64
2022-06-05,42,52.0,,0.52,21.84
2022-06-06,71,52.0,,0.52,36.92
2022-06-07,64,52.0,,0.52,33.28
2022-06-08,63,52.0,,0.52,32.76
2022-06-09,75,52.0,,0.52,39.0
2022-06-10,66,52.0,,0.52,34.32
2022-06-11,65,52.0,,0.52,33.800000000000004
2022-06-12,52,52.0,,0.52,27.04
2022-06-13,100,52.0,,0.52,52.0
2022-06-14,70,52.0,,0.52,36.4
2022-06-15,73,52.0,,0.52,37.96
2022-06-16,72,52.0,,0.52,37.44
2022-06-17,64,52.0,,0.52,33.28
2022-06-18,39,52.0,,0.52,20.28
2022-06-19,44,52.0,,0.52,22.880000000000003
2022-06-20,43,52.0,,0.52,22.36
2022-06-21,81,52.0,,0.52,42.120000000000005
2022-06-22,73,52.0,,0.52,37.96
2022-06-23,72,52.0,,0.52,37.44
2022-06-24,85,52.0,,0.52,44.2
2022-06-25,40,52.0,,0.52,20.8
2022-06-26,40,52.0,,0.52,20.8
2022-06-27,97,52.0,,0.52,50.440000000000005
2022-06-28,76,52.0,,0.52,39.52
2022-06-29,87,52.0,,0.52,45.24
2022-06-30,83,52.0,,0.52,43.160000000000004
2022-07-01,50,50.0,False,0.5,25.0
2022-07-02,30,50.0,,0.5,15.0
2022-07-03,28,50.0,,0.5,14.0
2022-07-04,25,50.0,,0.5,12.5
2022-07-05,54,50.0,,0.5,27.0
2022-07-06,64,50.0,,0.5,32.0
2022-07-07,49,50.0,,0.5,24.5
2022-07-08,55,50.0,,0.5,27.5
2022-07-09,36,50.0,,0.5,18.0
2022-07-10,35,50.0,,0.5,17.5
2022-07-11,63,50.0,,0.5,31.5
2022-07-12,66,50.0,,0.5,33.0
2022-07-13,64,50.0,,0.5,32.0
2022-07-14,74,50.0,,0.5,37.0
2022-07-15,100,50.0,,0.5,50.0
2022-07-16,41,50.0,,0.5,20.5
2022-07-17,29,50.0,,0.5,14.5
2022-07-18,63,50.0,,0.5,31.5
2022-07-19,59,50.0,,0.5,29.5
2022-07-20,62,50.0,,0.5,31.0
2022-07-21,62,50.0,,0.5,31.0
2022-07-22,53,50.0,,0.5,26.5
2022-07-23,31,50.0,,0.5,15.5
2022-07-24,29,50.0,,0.5,14.5
2022-07-25,64,50.0,,0.5,32.0
2022-07-26,74,50.0,,0.5,37.0
2022-07-27,78,50.0,,0.5,39.0
2022-07-28,55,50.0,,0.5,27.5
2022-07-29,60,50.0,,0.5,30.0
2022-07-30,33,50.0,,0.5,16.5
2022-07-31,30,50.0,,0.5,15.0
2022-08-01,37,70.0,False,0.7,25.9
2022-08-02,43,70.0,,0.7,30.099999999999998
2022-08-03,30,70.0,,0.7,21.0
2022-08-04,42,70.0,,0.7,29.4
2022-08-05,34,70.0,,0.7,23.799999999999997
2022-08-06,19,70.0,,0.7,13.299999999999999
2022-08-07,25,70.0,,0.7,17.5
2022-08-08,37,70.0,,0.7,25.9
2022-08-09,42,70.0,,0.7,29.4
2022-08-10,41,70.0,,0.7,28.7
2022-08-11,40,70.0,,0.7,28.0
2022-08-12,39,70.0,,0.7,27.299999999999997
2022-08-13,26,70.0,,0.7,18.2
2022-08-14,24,70.0,,0.7,16.799999999999997
2022-08-15,43,70.0,,0.7,30.099999999999998
2022-08-16,41,70.0,,0.7,28.7
2022-08-17,52,70.0,,0.7,36.4
2022-08-18,42,70.0,,0.7,29.4
2022-08-19,44,70.0,,0.7,30.799999999999997
2022-08-20,27,70.0,,0.7,18.9
2022-08-21,37,70.0,,0.7,25.9
2022-08-22,48,70.0,,0.7,33.599999999999994
2022-08-23,60,70.0,,0.7,42.0
2022-08-24,53,70.0,,0.7,37.099999999999994
2022-08-25,55,70.0,,0.7,38.5
2022-08-26,69,70.0,,0.7,48.3
2022-08-27,54,70.0,,0.7,37.8
2022-08-28,71,70.0,,0.7,49.699999999999996
2022-08-29,100,70.0,,0.7,70.0
2022-08-30,86,70.0,,0.7,60.199999999999996
2022-08-31,70,70.0,,0.7,49.0
2022-09-01,100,84.0,False,0.84,84.0
2022-09-02,91,84.0,,0.84,76.44
2022-09-03,43,84.0,,0.84,36.12
2022-09-04,51,84.0,,0.84,42.839999999999996
2022-09-05,54,84.0,,0.84,45.36
2022-09-06,85,84.0,,0.84,71.39999999999999
2022-09-07,79,84.0,,0.84,66.36
2022-09-08,78,84.0,,0.84,65.52
2022-09-09,64,84.0,,0.84,53.76
2022-09-10,55,84.0,,0.84,46.199999999999996
2022-09-11,64,84.0,,0.84,53.76
2022-09-12,77,84.0,,0.84,64.67999999999999
2022-09-13,73,84.0,,0.84,61.32
2022-09-14,68,84.0,,0.84,57.12
2022-09-15,65,84.0,,0.84,54.6
2022-09-16,67,84.0,,0.84,56.28
2022-09-17,75,84.0,,0.84,63.0
2022-09-18,51,84.0,,0.84,42.839999999999996
2022-09-19,69,84.0,,0.84,57.96
2022-09-20,67,84.0,,0.84,56.28
2022-09-21,61,84.0,,0.84,51.239999999999995
2022-09-22,58,84.0,,0.84,48.72
2022-09-23,65,84.0,,0.84,54.6
2022-09-24,54,84.0,,0.84,45.36
2022-09-25,55,84.0,,0.84,46.199999999999996
2022-09-26,66,84.0,,0.84,55.44
2022-09-27,64,84.0,,0.84,53.76
2022-09-28,55,84.0,,0.84,46.199999999999996
2022-09-29,53,84.0,,0.84,44.519999999999996
2022-09-30,66,84.0,,0.84,55.44
2022-10-01,69,81.0,False,0.81,55.89
2022-10-02,61,81.0,,0.81,49.410000000000004
2022-10-03,80,81.0,,0.81,64.80000000000001
2022-10-04,81,81.0,,0.81,65.61
2022-10-05,91,81.0,,0.81,73.71000000000001
2022-10-06,73,81.0,,0.81,59.13
2022-10-07,66,81.0,,0.81,53.46
2022-10-08,82,81.0,,0.81,66.42
2022-10-09,67,81.0,,0.81,54.27
2022-10-10,64,81.0,,0.81,51.84
2022-10-11,87,81.0,,0.81,70.47
2022-10-12,79,81.0,,0.81,63.99
2022-10-13,70,81.0,,0.81,56.7
2022-10-14,97,81.0,,0.81,78.57000000000001
2022-10-15,70,81.0,,0.81,56.7
2022-10-16,81,81.0,,0.81,65.61
2022-10-17,82,81.0,,0.81,66.42
2022-10-18,96,81.0,,0.81,77.76
2022-10-19,87,81.0,,0.81,70.47
2022-10-20,73,81.0,,0.81,59.13
2022-10-21,72,81.0,,0.81,58.32000000000001
2022-10-22,100,81.0,,0.81,81.0
2022-10-23,75,81.0,,0.81,60.75000000000001
2022-10-24,81,81.0,,0.81,65.61
2022-10-25,81,81.0,,0.81,65.61
2022-10-26,81,81.0,,0.81,65.61
2022-10-27,78,81.0,,0.81,63.18000000000001
2022-10-28,85,81.0,,0.81,68.85000000000001
2022-10-29,71,81.0,,0.81,57.510000000000005
2022-10-30,67,81.0,,0.81,54.27
2022-10-31,93,81.0,,0.81,75.33
2022-11-01,76,83.0,False,0.83,63.08
2022-11-02,77,83.0,,0.83,63.91
2022-11-03,72,83.0,,0.83,59.76
2022-11-04,72,83.0,,0.83,59.76
2022-11-05,68,83.0,,0.83,56.44
2022-11-06,53,83.0,,0.83,43.989999999999995
2022-11-07,69,83.0,,0.83,57.269999999999996
2022-11-08,61,83.0,,0.83,50.629999999999995
2022-11-09,68,83.0,,0.83,56.44
2022-11-10,68,83.0,,0.83,56.44
2022-11-11,87,83.0,,0.83,72.21
2022-11-12,86,83.0,,0.83,71.38
2022-11-13,64,83.0,,0.83,53.12
2022-11-14,84,83.0,,0.83,69.72
2022-11-15,83,83.0,,0.83,68.89
2022-11-16,75,83.0,,0.83,62.25
2022-11-17,79,83.0,,0.83,65.57
2022-11-18,83,83.0,,0.83,68.89
2022-11-19,84,83.0,,0.83,69.72
2022-11-20,62,83.0,,0.83,51.46
2022-11-21,95,83.0,,0.83,78.85
2022-11-22,60,83.0,,0.83,49.8
2022-11-23,41,83.0,,0.83,34.03
2022-11-24,31,83.0,,0.83,25.73
2022-11-25,31,83.0,,0.83,25.73
2022-11-26,100,83.0,,0.83,83.0
2022-11-27,78,83.0,,0.83,64.74
2022-11-28,87,83.0,,0.83,72.21
2022-11-29,81,83.0,,0.83,67.22999999999999
2022-11-30,77,83.0,,0.83,63.91
2022-12-01,82,70.0,False,0.7,57.4
2022-12-02,68,70.0,,0.7,47.599999999999994
2022-12-03,100,70.0,,0.7,70.0
2022-12-04,50,70.0,,0.7,35.0
2022-12-05,54,70.0,,0.7,37.8
2022-12-06,77,70.0,,0.7,53.9
2022-12-07,61,70.0,,0.7,42.699999999999996
2022-12-08,59,70.0,,0.7,41.3
2022-12-09,49,70.0,,0.7,34.3
2022-12-10,48,70.0,,0.7,33.599999999999994
2022-12-11,41,70.0,,0.7,28.7
2022-12-12,60,70.0,,0.7,42.0
2022-12-13,53,70.0,,0.7,37.099999999999994
2022-12-14,55,70.0,,0.7,38.5
2022-12-15,51,70.0,,0.7,35.699999999999996
2022-12-16,53,70.0,,0.7,37.099999999999994
2022-12-17,30,70.0,,0.7,21.0
2022-12-18,31,70.0,,0.7,21.7
2022-12-19,51,70.0,,0.7,35.699999999999996
2022-12-20,50,70.0,,0.7,35.0
2022-12-21,53,70.0,,0.7,37.099999999999994
2022-12-22,47,70.0,,0.7,32.9
2022-12-23,35,70.0,,0.7,24.5
2022-12-24,17,70.0,,0.7,11.899999999999999
2022-12-25,21,70.0,,0.7,14.7
2022-12-26,23,70.0,,0.7,16.099999999999998
2022-12-27,39,70.0,,0.7,27.299999999999997
2022-12-28,43,70.0,,0.7,30.099999999999998
2022-12-29,37,70.0,,0.7,25.9
2022-12-30,40,70.0,,0.7,28.0
2022-12-31,36,70.0,,0.7,25.2
2023-01-01,32,70.0,False,0.7,22.4
2023-01-02,40,70.0,,0.7,28.0
2023-01-03,60,70.0,,0.7,42.0
2023-01-04,68,70.0,,0.7,47.599999999999994
2023-01-05,60,70.0,,0.7,42.0
2023-01-06,60,70.0,,0.7,42.0
2023-01-07,42,70.0,,0.7,29.4
2023-01-08,50,70.0,,0.7,35.0
2023-01-09,64,70.0,,0.7,44.8
2023-01-10,67,70.0,,0.7,46.9
2023-01-11,62,70.0,,0.7,43.4
2023-01-12,60,70.0,,0.7,42.0
2023-01-13,90,70.0,,0.7,62.99999999999999
2023-01-14,44,70.0,,0.7,30.799999999999997
2023-01-15,44,70.0,,0.7,30.799999999999997
2023-01-16,56,70.0,,0.7,39.199999999999996
2023-01-17,67,70.0,,0.7,46.9
2023-01-18,75,70.0,,0.7,52.5
2023-01-19,72,70.0,,0.7,50.4
2023-01-20,70,70.0,,0.7,49.0
2023-01-21,62,70.0,,0.7,43.4
2023-01-22,62,70.0,,0.7,43.4
2023-01-23,89,70.0,,0.7,62.3
2023-01-24,100,70.0,,0.7,70.0
2023-01-25,95,70.0,,0.7,66.5
2023-01-26,84,70.0,,0.7,58.8
2023-01-27,77,70.0,,0.7,53.9
2023-01-28,53,70.0,,0.7,37.099999999999994
2023-01-29,59,70.0,,0.7,41.3
2023-01-30,79,70.0,,0.7,55.3
2023-01-31,80,70.0,,0.7,56.0
2023-02-01,80,78.0,False,0.78,62.400000000000006
2023-02-02,100,78.0,,0.78,78.0
2023-02-03,81,78.0,,0.78,63.18
2023-02-04,55,78.0,,0.78,42.9
2023-02-05,48,78.0,,0.78,37.44
2023-02-06,68,78.0,,0.78,53.04
2023-02-07,82,78.0,,0.78,63.96
2023-02-08,74,78.0,,0.78,57.72
2023-02-09,68,78.0,,0.78,53.04
2023-02-10,73,78.0,,0.78,56.940000000000005
2023-02-11,67,78.0,,0.78,52.260000000000005
2023-02-12,46,78.0,,0.78,35.88
2023-02-13,73,78.0,,0.78,56.940000000000005
2023-02-14,67,78.0,,0.78,52.260000000000005
2023-02-15,74,78.0,,0.78,57.72
2023-02-16,70,78.0,,0.78,54.6
2023-02-17,82,78.0,,0.78,63.96
2023-02-18,83,78.0,,0.78,64.74000000000001
2023-02-19,55,78.0,,0.78,42.9
