date,MSFT,AAPL,Visa,JPM,UNH,WMT,JNJ,PG,INTC,DIS,VZ,AMGN,IBM,CAT,NKE,AXP,HON,BA,GS,MMM,TRV,DOW
2005-09-01,20.160000000000004,11.56,66.3,0.0,62.370000000000005,14.96,0.0,19.24,14.76,6.21,12.19,0.0,72.97999999999999,33.12,0.0,0.0,25.74,21.7,35.88,11.85,0.0,2.61
2005-09-02,17.360000000000003,4.760000000000001,57.72,3.36,59.29,0.0,8.0,25.53,23.76,12.88,10.35,0.0,73.8,35.04,0.0,14.06,16.38,15.4,37.44,5.55,0.0,2.07
2005-09-03,12.32,4.590000000000001,50.7,0.0,58.52,0.0,0.0,18.13,0.0,12.19,0.0,0.0,43.46,43.2,5.88,0.0,6.24,20.3,40.56,9.45,0.0,0.99
2005-09-04,5.040000000000001,2.21,49.92,0.0,70.84,0.0,0.0,13.32,0.0,0.0,0.0,0.0,45.1,44.64,0.0,0.0,15.21,21.0,52.0,0.0,0.0,0.93
2005-09-05,0.0,0.0,58.5,0.0,56.98,0.0,25.0,15.91,0.0,0.0,0.0,51.48,51.66,41.76,0.0,20.72,15.21,30.45,34.32,0.0,0.0,1.26
2005-09-06,17.360000000000003,10.71,78.0,0.0,40.04,18.48,0.0,32.56,29.16,11.27,0.0,0.0,71.33999999999999,34.56,0.0,9.25,25.35,23.1,38.48,11.25,7.439999999999999,2.7
2005-09-07,17.360000000000003,17.0,71.76,0.0,50.82,32.12,11.5,25.16,15.48,13.8,5.0600000000000005,22.880000000000003,74.61999999999999,35.52,1.92,0.0,21.45,31.15,41.08,4.65,0.0,2.28
2005-09-08,20.160000000000004,9.35,66.3,0.0,54.67,36.08,0.0,0.0,32.4,8.05,18.4,0.0,68.06,35.04,0.0,14.8,12.48,19.95,34.32,9.9,0.0,2.1
2005-09-09,21.28,9.01,70.2,12.0,32.34,14.96,17.5,29.6,32.04,13.34,5.5200000000000005,0.0,73.8,36.48,0.0,0.0,15.6,32.2,47.32,0.0,0.0,2.25
2005-09-10,9.24,5.95,52.260000000000005,0.0,40.04,0.0,11.5,13.69,24.48,9.66,0.0,0.0,56.58,42.24,0.0,0.0,39.0,22.4,24.44,0.0,31.0,1.08
2005-09-11,5.6000000000000005,3.4000000000000004,53.82,0.0,36.96,0.0,0.0,8.14,27.0,10.81,23.0,0.0,50.02,48.0,0.0,24.79,18.33,19.95,48.36,9.3,0.0,0.87
2005-09-12,17.080000000000002,14.79,74.88,0.0,54.67,19.8,0.0,28.49,21.96,15.18,0.0,0.0,75.44,36.48,0.0,0.0,20.67,22.4,50.96,5.25,4.65,1.83
2005-09-13,19.040000000000003,7.140000000000001,74.88,4.2,48.51,42.24,18.75,25.16,15.84,11.27,0.0,16.64,72.16,36.0,0.0,0.0,14.82,35.0,45.760000000000005,7.35,0.0,1.95
2005-09-14,19.040000000000003,4.760000000000001,73.32000000000001,0.0,28.49,29.04,11.5,16.65,15.48,14.26,0.0,16.64,77.89999999999999,37.92,1.7999999999999998,0.0,3.9,32.55,38.48,9.9,0.0,3.0
2005-09-15,14.28,9.52,75.66,0.0,34.65,44.0,9.0,19.61,18.0,15.41,0.0,16.64,78.72,35.04,0.0,8.14,4.29,20.3,33.28,7.949999999999999,0.0,2.04
2005-09-16,20.44,6.12,67.86,0.0,45.43,0.0,0.0,24.05,25.2,16.79,0.0,0.0,82.0,39.84,3.18,0.0,21.06,18.2,49.92,15.0,0.0,2.67
2005-09-17,28.000000000000004,3.5700000000000003,56.16,0.0,18.48,16.72,9.0,28.86,33.84,13.11,12.65,0.0,53.3,43.68,6.0,37.0,14.82,12.6,40.56,0.0,0.0,0.63
2005-09-18,7.000000000000001,0.0,50.7,0.0,60.83,0.0,8.5,23.31,14.76,17.25,0.0,0.0,39.36,43.68,0.0,12.95,9.75,26.6,30.16,5.7,0.0,1.5
2005-09-19,21.28,8.84,69.42,0.0,77.0,36.52,0.0,25.16,17.64,12.42,0.0,22.880000000000003,67.24,35.52,0.0,10.36,3.51,18.9,46.28,7.05,6.2,2.22
2005-09-20,19.32,8.5,68.64,0.0,73.92,0.0,15.0,22.94,16.919999999999998,13.8,0.0,43.16,73.8,37.44,0.0,17.39,23.4,33.25,52.0,12.0,0.0,2.43
2005-09-21,19.040000000000003,9.52,62.400000000000006,3.12,33.88,0.0,0.0,26.27,0.0,16.560000000000002,5.0600000000000005,0.0,79.53999999999999,36.0,0.0,0.0,5.07,34.3,52.0,6.75,8.37,2.46
2005-09-22,23.520000000000003,12.58,63.18,5.52,53.13,29.48,6.0,31.45,17.28,13.8,6.44,0.0,74.61999999999999,35.52,0.0,0.0,13.65,24.85,36.4,5.4,0.0,2.13
2005-09-23,10.64,10.2,59.28,2.4,57.75,14.52,14.25,6.29,20.88,23.0,0.0,47.32,73.8,37.44,0.0,0.0,15.21,27.65,47.84,14.55,0.0,2.61
2005-09-24,10.920000000000002,2.21,55.38,8.28,22.33,0.0,0.0,17.39,20.88,8.51,0.0,0.0,48.38,43.68,0.0,0.0,15.6,27.3,29.64,0.0,7.75,1.14
2005-09-25,8.120000000000001,5.1000000000000005,54.6,8.76,66.99,0.0,0.0,37.0,0.0,15.64,0.0,0.0,53.3,40.8,0.0,0.0,10.92,34.65,45.24,0.0,0.0,1.56
2005-09-26,18.48,5.2700000000000005,67.86,3.36,36.19,27.72,10.0,25.53,24.12,11.27,16.79,22.36,77.08,37.44,0.0,24.79,17.55,20.65,40.56,7.05,0.0,1.95
2005-09-27,21.000000000000004,9.69,70.98,2.64,41.58,34.76,0.0,32.19,36.0,5.98,5.29,0.0,68.06,38.4,3.06,15.17,0.0,23.1,39.0,6.15,0.0,2.1
2005-09-28,14.000000000000002,11.05,60.84,9.84,26.95,22.44,13.25,19.61,0.0,7.82,5.98,52.0,74.61999999999999,36.0,0.0,0.0,15.99,26.25,41.08,11.1,0.0,2.88
2005-09-29,19.32,11.22,60.84,0.0,36.96,29.04,9.0,24.42,33.12,20.93,5.5200000000000005,14.04,80.36,36.0,0.0,0.0,18.33,29.05,44.2,7.199999999999999,6.82,2.25
2005-09-30,9.8,14.11,65.52,4.8,37.73,25.08,6.5,27.38,30.6,12.65,9.89,41.08,74.61999999999999,38.4,0.0,0.0,19.11,26.95,49.92,6.9,8.68,2.52
2005-10-01,0.0,0.0,65.86,0.0,63.0,27.14,0.0,24.57,25.37,8.97,0.0,0.0,50.37,42.24,0.0,0.0,13.68,12.16,37.6,8.67,14.43,0.8999999999999999
2005-10-02,0.0,0.0,52.54,11.0,64.67999999999999,0.0,0.0,7.0200000000000005,21.5,23.0,0.0,0.0,37.95,41.76,4.3,12.95,14.04,17.6,28.67,4.42,0.0,2.13
2005-10-03,0.0,5.75,74.0,6.05,51.24,11.5,5.720000000000001,23.79,12.47,8.74,9.92,0.0,57.27,35.04,10.0,3.85,8.64,19.84,34.78,8.33,0.0,2.22
2005-10-04,30.72,9.25,69.56,0.0,50.4,26.68,0.0,22.62,15.48,12.65,20.46,0.0,60.72,35.04,2.7,0.0,18.0,19.52,47.0,7.140000000000001,0.0,2.49
2005-10-05,14.08,7.25,59.94,0.0,56.28,36.8,25.48,23.01,12.47,10.81,27.59,0.0,64.86,32.64,0.0,0.0,12.6,16.0,28.2,8.16,17.55,2.25
2005-10-06,16.32,8.0,65.86,0.0,52.92,27.14,5.720000000000001,25.35,9.03,13.8,22.32,42.0,54.51,31.2,0.0,0.0,20.88,18.88,46.06,0.0,13.65,2.67
2005-10-07,9.28,7.5,65.86,0.0,34.44,10.12,11.96,30.42,10.32,21.16,14.57,0.0,60.72,34.08,0.0,0.0,14.04,15.68,37.6,8.84,0.0,2.31
2005-10-08,12.8,6.5,61.42,0.0,63.84,18.4,9.62,25.35,0.0,10.58,14.57,21.0,46.92,40.8,0.0,0.0,0.0,15.36,44.65,11.73,17.55,2.13
2005-10-09,8.64,0.0,51.8,0.0,0.0,0.0,17.94,19.5,0.0,0.0,0.0,0.0,42.09,43.68,0.0,0.0,12.24,22.4,32.43,9.52,0.0,0.93
2005-10-10,16.0,5.75,65.86,0.0,47.88,0.0,8.06,27.69,15.91,10.81,0.0,19.74,56.58,37.44,4.4,0.0,20.16,25.6,29.14,7.48,0.0,2.43
2005-10-11,22.72,14.25,66.6,6.71,55.44,27.14,26.0,24.57,5.16,11.96,0.0,0.0,64.17,38.88,0.0,0.0,28.44,18.24,38.07,0.0,0.0,2.73
2005-10-12,14.72,25.0,63.64,5.61,51.24,0.0,5.46,28.86,0.0,11.73,0.0,0.0,63.48,33.6,0.0,7.699999999999999,17.64,11.84,29.14,2.72,0.0,2.34
2005-10-13,13.76,21.75,71.03999999999999,8.91,46.2,23.46,4.94,37.83,11.18,12.88,0.0,0.0,62.1,36.0,0.0,0.0,35.28,15.36,27.26,13.43,0.0,3.0
2005-10-14,16.96,12.25,71.78,0.0,34.44,27.6,4.94,29.25,6.45,3.22,0.0,0.0,66.24,42.24,0.0,0.0,20.16,24.64,18.33,8.16,0.0,2.28
2005-10-15,4.48,5.0,56.98,0.0,84.0,15.18,0.0,30.42,10.75,6.21,0.0,19.32,37.26,43.68,5.6000000000000005,0.0,30.6,11.52,27.73,12.58,17.94,1.41
2005-10-16,7.36,1.25,62.16,7.92,45.36,0.0,0.0,18.72,10.75,12.42,0.0,0.0,37.95,44.16,0.0,0.0,7.199999999999999,19.2,39.01,5.61,0.0,1.62
2005-10-17,16.0,7.5,71.78,5.83,36.96,0.0,7.28,31.59,14.19,0.0,0.0,14.7,62.78999999999999,37.92,0.0,0.0,18.0,14.72,37.6,11.56,17.16,2.49
2005-10-18,10.56,11.25,72.52,5.06,42.84,0.0,9.1,28.08,43.0,18.86,16.12,22.68,69.0,39.84,0.0,0.0,18.0,19.84,43.24,10.71,17.16,2.46
2005-10-19,15.36,8.75,65.12,4.51,49.56,22.08,22.62,18.72,30.1,10.35,0.0,0.0,69.0,33.6,0.0,0.0,22.32,17.28,37.13,12.750000000000002,0.0,3.0
2005-10-20,26.56,12.5,64.38,0.0,63.0,28.52,0.0,33.54,11.18,21.62,7.13,19.32,64.17,35.04,0.0,35.0,16.2,16.64,44.18,12.750000000000002,0.0,2.82
2005-10-21,13.44,10.5,71.03999999999999,0.0,49.56,43.24,10.92,21.84,24.94,13.57,26.35,17.64,67.61999999999999,35.04,0.0,0.0,23.4,12.8,31.02,5.95,0.0,2.82
2005-10-22,0.0,4.0,59.2,0.0,0.0,0.0,13.52,23.4,12.04,11.04,20.15,0.0,39.33,45.6,0.0,31.85,27.0,32.0,28.67,0.0,0.0,1.89
2005-10-23,0.0,2.5,56.24,0.0,55.44,13.8,8.84,12.09,7.74,0.0,18.91,0.0,44.16,43.68,0.0,0.0,33.48,14.72,43.24,9.69,0.0,1.26
2005-10-24,14.4,8.25,63.64,5.28,31.92,23.0,13.0,21.06,22.36,19.55,31.0,0.0,64.17,38.4,0.0,0.0,25.56,20.16,36.66,10.71,7.800000000000001,2.01
2005-10-25,16.0,6.25,72.52,3.19,38.64,27.6,8.84,24.57,20.21,12.65,20.46,0.0,67.61999999999999,38.88,2.7,0.0,36.0,14.72,34.309999999999995,17.0,13.26,3.0
2005-10-26,22.4,9.75,59.2,10.01,31.08,0.0,13.0,25.35,18.92,10.12,21.7,0.0,62.78999999999999,36.96,0.0,0.0,21.24,21.76,31.02,3.2300000000000004,18.33,2.34
2005-10-27,32.0,8.25,61.42,0.0,31.08,26.68,9.62,21.84,24.94,21.62,14.26,0.0,62.1,33.12,0.0,0.0,29.52,20.8,34.309999999999995,7.140000000000001,0.0,2.1
2005-10-28,22.08,6.25,62.16,0.0,21.0,0.0,13.78,10.14,21.5,8.97,0.0,0.0,56.58,40.8,0.0,0.0,29.16,22.08,29.61,9.86,39.0,2.55
2005-10-29,15.04,4.5,61.42,0.0,42.0,0.0,0.0,19.11,0.0,11.73,0.0,0.0,43.47,48.0,0.0,0.0,15.12,21.12,28.2,5.95,0.0,2.22
2005-10-30,5.12,4.5,54.02,6.71,63.0,0.0,0.0,24.96,0.0,13.57,0.0,0.0,43.47,44.64,0.0,0.0,10.8,12.8,13.63,6.29,0.0,1.14
2005-10-31,27.2,12.75,67.34,0.0,70.56,46.0,4.42,39.0,15.91,9.66,19.53,0.0,59.34,42.72,0.0,0.0,23.04,19.52,38.54,6.800000000000001,11.7,2.1
2005-11-01,13.92,11.52,53.9,0.0,34.71,0.0,0.0,34.58,17.5,10.12,10.64,0.0,56.7,36.48,0.0,0.0,4.94,30.45,33.12,4.95,0.0,2.43
2005-11-02,24.96,14.88,54.6,0.0,62.3,29.4,13.68,24.7,15.5,8.97,13.44,0.0,60.9,37.44,0.0,0.0,34.2,32.2,28.8,9.0,0.0,2.73
2005-11-03,21.6,23.04,51.8,0.0,45.39,37.8,4.08,34.2,13.0,13.8,0.0,0.0,58.1,37.92,0.0,0.0,30.02,35.0,34.56,0.0,0.0,2.64
2005-11-04,19.2,16.32,49.0,6.3,56.07,44.1,6.48,27.74,24.5,23.0,0.0,0.0,56.7,38.4,4.68,0.0,11.02,33.95,42.24,12.6,0.0,2.73
2005-11-05,27.36,2.4,39.9,0.0,24.03,0.0,0.0,19.38,0.0,9.2,0.0,26.66,36.4,44.64,0.0,39.0,12.16,23.45,28.8,15.0,37.0,2.31
2005-11-06,6.24,4.56,49.0,0.0,50.73,0.0,0.0,25.08,0.0,19.32,17.360000000000003,0.0,36.4,46.08,0.0,0.0,12.16,33.95,11.52,9.6,27.38,1.41
2005-11-07,29.28,11.52,51.1,12.0,47.17,30.1,14.4,24.7,28.0,13.8,0.0,0.0,55.3,37.92,0.0,0.0,14.82,35.0,24.96,7.649999999999999,0.0,2.1
2005-11-08,24.48,6.72,53.2,9.9,58.74,11.9,0.0,33.44,19.0,9.2,0.0,15.5,54.6,39.36,0.0,0.0,23.56,22.75,39.84,5.85,9.99,2.52
2005-11-09,48.0,17.04,51.1,0.0,47.17,0.0,0.0,16.34,50.0,0.0,0.0,0.0,40.6,41.28,0.0,0.0,38.0,24.15,44.16,10.05,0.0,2.34
2005-11-10,26.4,17.759999999999998,50.4,0.0,43.61,24.5,0.0,38.0,23.5,16.1,0.0,37.2,64.39999999999999,37.44,0.0,0.0,18.24,32.2,27.36,7.35,18.13,2.82
2005-11-11,24.0,13.44,57.4,0.0,57.85,39.2,12.48,17.1,40.5,22.08,10.36,19.22,70.0,36.96,0.0,18.33,14.82,29.75,25.92,0.0,13.69,2.7
2005-11-12,10.56,18.0,45.5,0.0,16.91,0.0,0.0,11.4,14.0,13.11,12.6,0.0,41.3,48.0,0.0,0.0,9.12,31.85,34.08,0.0,10.36,1.53
2005-11-13,9.6,0.0,41.3,12.0,40.05,0.0,0.0,28.5,13.0,12.19,15.400000000000002,0.0,37.1,42.24,0.0,0.0,10.64,28.35,28.8,0.0,15.17,1.92
2005-11-14,13.44,13.92,56.0,8.549999999999999,61.41,58.1,16.32,25.46,23.0,6.9,0.0,18.6,52.5,39.36,0.0,0.0,25.84,25.2,28.32,4.8,0.0,1.98
2005-11-15,25.44,10.8,55.3,5.25,44.5,28.7,14.88,24.32,25.5,8.97,13.44,0.0,66.5,37.92,6.21,0.0,26.6,31.15,28.32,0.0,0.0,2.73
2005-11-16,29.76,15.84,53.9,15.0,27.59,22.4,11.76,24.32,21.5,7.13,25.200000000000003,21.08,58.8,33.12,8.19,21.84,28.88,22.75,28.32,3.6,0.0,2.76
2005-11-17,24.96,21.84,51.8,0.0,44.5,44.1,8.16,15.96,16.5,11.04,28.000000000000004,16.74,62.99999999999999,32.64,0.0,33.93,20.52,28.0,24.96,3.3,7.03,2.37
2005-11-18,30.24,12.0,53.9,0.0,58.74,70.0,14.16,21.28,13.5,10.81,0.0,27.28,62.3,35.52,0.0,0.0,13.68,29.75,28.8,0.0,0.0,2.31
2005-11-19,14.88,6.48,50.4,10.65,43.61,36.4,15.6,14.44,0.0,19.55,0.0,0.0,33.599999999999994,39.36,5.94,0.0,30.02,25.2,28.32,0.0,0.0,1.86
2005-11-20,0.0,3.6,48.3,0.0,56.96,0.0,0.0,24.32,0.0,6.67,12.04,0.0,45.5,44.16,0.0,0.0,25.46,27.65,24.96,0.0,21.09,1.89
2005-11-21,24.48,12.96,53.9,0.0,84.55,32.2,6.96,17.86,16.5,7.36,0.0,48.98,49.0,38.4,0.0,0.0,29.26,26.95,34.08,2.85,0.0,2.67
2005-11-22,36.96,10.8,56.0,0.0,32.93,51.8,6.72,29.64,14.5,11.27,12.88,0.0,53.9,34.56,9.0,0.0,4.18,23.45,35.04,6.9,0.0,2.49
2005-11-23,43.2,12.0,45.5,12.6,50.73,18.9,14.16,28.88,37.5,20.01,8.4,29.76,53.9,37.44,0.0,0.0,14.44,30.8,42.24,2.4,0.0,2.07
2005-11-24,18.72,3.84,45.5,0.0,24.03,31.5,24.0,13.68,33.0,9.89,14.28,0.0,49.0,44.64,0.0,0.0,7.98,19.6,27.84,0.0,0.0,1.83
2005-11-25,13.44,16.8,44.1,0.0,37.38,44.8,9.6,18.24,17.5,12.65,12.88,0.0,46.2,40.32,4.859999999999999,0.0,9.5,23.8,34.08,5.1,0.0,2.01
2005-11-26,14.88,7.92,53.2,12.0,89.0,30.8,0.0,17.86,18.0,6.67,0.0,58.9,40.6,42.72,0.0,0.0,12.16,22.05,25.92,12.75,15.91,1.05
2005-11-27,6.24,5.76,46.2,0.0,69.42,22.4,12.96,18.62,0.0,5.5200000000000005,0.0,0.0,39.9,40.32,0.0,0.0,19.0,29.4,24.96,0.0,17.39,1.41
2005-11-28,26.88,24.0,70.0,7.199999999999999,67.64,56.7,13.68,25.84,25.0,10.81,0.0,53.32,58.1,39.36,2.97,0.0,24.7,31.5,28.8,4.65,17.02,2.46
2005-11-29,28.8,18.0,60.2,10.95,20.47,36.4,5.04,22.42,22.0,11.5,21.56,40.3,60.9,36.96,4.32,0.0,19.38,31.15,31.2,8.7,15.91,3.0
2005-11-30,24.48,13.92,55.3,9.3,83.66,44.1,8.64,17.48,0.0,11.73,0.0,62.0,51.8,34.56,3.06,0.0,16.72,33.95,48.0,2.4,17.759999999999998,2.88
2005-12-01,25.42,15.75,63.14,4.0600000000000005,35.0,36.400000000000006,17.82,20.88,0.0,5.04,21.35,0.0,63.0,36.96,0.0,32.0,29.05,18.15,37.63,7.000000000000001,0.0,1.9
2005-12-02,25.42,24.0,56.98,0.0,16.799999999999997,48.16,19.8,19.8,33.5,12.6,28.35,17.82,57.96,36.0,0.0,0.0,21.0,22.77,25.44,0.0,0.0,2.0
2005-12-03,26.35,9.75,55.44,14.000000000000002,70.0,40.88,0.0,13.32,0.0,21.0,0.0,0.0,43.47,41.76,0.0,0.0,11.55,20.130000000000003,35.510000000000005,10.500000000000002,0.0,1.26
2005-12-04,0.0,3.5,53.13,0.0,51.8,22.4,0.0,19.08,0.0,18.48,0.0,0.0,37.8,42.72,0.0,0.0,12.95,23.43,24.91,4.62,40.0,0.9
2005-12-05,16.74,12.0,62.370000000000005,7.000000000000001,31.5,53.2,9.46,13.68,40.5,8.61,35.0,0.0,56.7,36.48,1.7000000000000002,0.0,23.1,24.09,31.270000000000003,7.840000000000001,0.0,1.46
2005-12-06,11.16,21.5,56.98,10.22,35.7,35.28,16.72,19.8,0.0,15.12,24.5,12.420000000000002,60.48,37.92,0.0,10.24,26.6,31.35,37.63,10.920000000000002,0.0,1.66
2005-12-07,26.04,16.5,56.98,9.24,28.0,0.0,22.0,20.52,22.5,12.81,9.8,0.0,56.07,35.04,0.0,0.0,28.0,23.1,31.8,12.32,0.0,1.56
2005-12-08,18.6,14.5,64.68,4.2,16.099999999999998,20.160000000000004,0.0,25.92,34.5,11.34,26.25,0.0,57.96,36.48,0.0,0.0,21.0,24.09,42.93,9.52,9.2,1.48
2005-12-09,13.64,11.75,50.05,8.4,19.6,36.96,9.9,23.04,31.0,5.25,12.95,10.8,55.44,34.08,1.4,0.0,18.2,21.78,32.33,14.000000000000002,0.0,1.22
2005-12-10,7.75,4.5,57.75,0.0,24.5,0.0,0.0,14.4,31.5,5.04,19.6,0.0,41.58,44.64,0.0,0.0,10.15,23.1,31.270000000000003,4.2,13.2,0.96
2005-12-11,8.37,6.25,53.13,0.0,44.1,0.0,0.0,19.08,0.0,9.66,25.2,0.0,45.36,43.2,10.0,20.48,7.0,23.1,29.15,5.040000000000001,16.400000000000002,0.88
2005-12-12,14.26,13.25,70.07000000000001,3.640000000000001,23.1,7.280000000000001,7.7,24.12,27.5,0.0,16.099999999999998,0.0,56.07,37.44,0.0,0.0,18.2,30.69,37.63,7.000000000000001,12.0,1.08
2005-12-13,23.56,17.75,62.370000000000005,0.0,30.8,28.000000000000004,14.74,18.36,17.0,11.34,14.0,0.0,60.48,36.96,0.0,0.0,35.0,26.73,30.21,5.74,33.2,1.56
2005-12-14,22.01,25.0,61.6,9.1,21.0,50.400000000000006,7.26,28.8,10.0,14.07,0.0,21.6,62.37,37.44,0.0,0.0,18.2,23.1,41.870000000000005,0.0,0.0,1.26
2005-12-15,31.0,18.5,60.06,4.9,31.5,22.4,0.0,21.6,18.0,12.18,14.7,0.0,61.74,39.84,5.6000000000000005,0.0,30.45,33.0,43.46,8.540000000000001,0.0,1.48
2005-12-16,18.6,16.25,62.370000000000005,6.300000000000001,39.2,30.24,9.02,26.64,27.5,12.81,23.1,17.28,53.55,34.56,0.0,0.0,32.55,22.44,34.45,5.880000000000001,9.2,1.6
2005-12-17,18.6,4.75,56.21,0.0,36.4,12.88,0.0,14.04,14.5,0.0,29.75,0.0,46.62,44.16,0.0,0.0,0.0,30.03,29.15,8.82,16.400000000000002,1.1
2005-12-18,0.0,2.0,61.6,0.0,37.8,0.0,0.0,16.919999999999998,22.5,0.0,0.0,21.6,39.06,43.68,2.9000000000000004,0.0,12.95,17.490000000000002,35.510000000000005,11.340000000000002,12.0,0.72
2005-12-19,21.08,14.0,76.23,0.0,15.4,10.64,12.1,16.2,29.5,7.56,0.0,38.34,56.07,33.6,1.8,0.0,22.4,17.82,42.93,10.22,0.0,1.38
2005-12-20,29.14,13.25,77.0,0.0,29.4,30.24,9.68,27.36,22.5,9.03,28.0,10.260000000000002,57.96,35.52,3.4000000000000004,0.0,10.15,26.07,33.39,3.92,9.2,1.64
2005-12-21,20.77,9.5,63.91,0.0,24.5,40.88,11.66,16.56,25.0,8.61,30.8,0.0,60.48,34.56,0.0,0.0,20.65,20.130000000000003,34.980000000000004,12.32,23.200000000000003,1.6
2005-12-22,20.46,10.0,57.75,13.160000000000002,36.4,25.200000000000003,8.8,15.48,10.0,10.71,0.0,42.66,52.92,37.92,4.800000000000001,0.0,18.2,21.12,43.99,3.22,0.0,1.26
2005-12-23,21.39,16.0,52.36,0.0,32.9,56.00000000000001,0.0,14.4,50.0,0.0,27.3,29.700000000000003,52.29,37.92,0.0,0.0,14.35,20.46,28.09,0.0,0.0,1.1
2005-12-24,5.58,7.5,50.05,7.700000000000001,15.4,17.92,0.0,9.0,0.0,13.65,0.0,0.0,35.28,48.0,3.1,0.0,11.55,18.81,37.63,0.0,0.0,0.7000000000000001
2005-12-25,0.0,7.25,37.73,0.0,28.0,0.0,0.0,36.0,24.5,9.45,26.25,0.0,42.84,46.08,0.0,0.0,15.749999999999998,29.37,35.510000000000005,7.56,28.8,0.84
2005-12-26,8.68,12.25,41.58,12.88,28.0,0.0,0.0,21.6,30.0,0.0,20.3,19.44,42.84,36.0,4.9,0.0,18.9,17.490000000000002,34.980000000000004,11.62,0.0,0.98
2005-12-27,13.95,14.75,53.9,8.4,14.0,45.36000000000001,9.24,27.36,0.0,7.979999999999999,18.9,0.0,58.59,35.52,0.0,0.0,17.5,19.47,53.0,7.56,31.200000000000003,1.32
2005-12-28,26.35,5.75,56.98,0.0,24.5,21.840000000000003,9.9,21.6,13.5,8.19,0.0,54.0,61.74,36.48,0.0,13.44,10.15,18.15,37.1,11.62,14.0,1.52
2005-12-29,13.64,15.5,56.98,7.280000000000001,10.5,21.28,11.88,12.96,19.0,5.25,0.0,10.260000000000002,52.29,35.52,0.0,0.0,20.3,20.46,40.28,5.880000000000001,0.0,1.54
2005-12-30,11.16,12.5,54.67,0.0,36.4,32.480000000000004,15.62,23.04,9.5,7.979999999999999,28.0,13.5,54.81,37.92,0.0,13.12,9.8,27.72,43.99,0.0,0.0,1.88
2005-12-31,16.74,8.0,45.43,8.96,30.1,20.72,18.92,17.64,29.5,9.03,19.95,25.380000000000003,38.43,39.84,0.0,0.0,0.0,19.47,29.68,0.0,0.0,1.24
2006-01-01,0.0,4.5600000000000005,42.78,0.0,0.0,17.85,0.0,36.08,14.2,5.880000000000001,25.62,0.0,43.07,47.0,0.0,0.0,0.0,21.0,38.5,0.0,41.58,0.93
2006-01-02,4.55,4.94,64.17,0.0,48.0,0.0,0.0,29.52,12.07,9.8,0.0,0.0,43.07,43.71,0.0,13.919999999999998,29.23,19.25,18.700000000000003,5.78,0.0,1.47
2006-01-03,21.0,9.12,65.55,11.22,63.2,35.7,0.0,30.75,8.52,21.56,9.24,0.0,58.4,40.42,3.7,0.0,19.61,28.0,42.900000000000006,12.07,15.12,1.98
2006-01-04,22.4,12.16,62.1,6.6,48.8,51.0,10.64,30.34,14.91,14.840000000000002,23.52,11.97,59.86,33.84,0.0,0.0,21.46,26.25,47.85,7.48,0.0,2.04
2006-01-05,21.0,10.64,60.72,12.98,36.0,9.69,10.920000000000002,27.06,14.91,15.12,39.06,0.0,65.7,33.37,3.2,0.0,15.54,29.05,47.3,8.33,42.0,1.5
2006-01-06,19.95,15.2,61.41,10.34,50.400000000000006,38.76,0.0,36.08,19.88,10.920000000000002,42.0,0.0,71.53999999999999,39.01,2.7,0.0,20.35,31.15,41.8,2.72,0.0,1.98
2006-01-07,7.699999999999999,7.22,48.3,0.0,36.0,45.9,15.68,26.65,0.0,12.32,0.0,19.53,48.18,42.77,0.0,0.0,0.0,32.9,35.75,0.0,27.72,0.99
2006-01-08,7.35,4.18,51.06,0.0,52.0,0.0,0.0,15.989999999999998,8.52,17.64,0.0,0.0,40.88,44.65,0.0,0.0,19.61,22.75,28.6,7.65,29.4,1.38
2006-01-09,14.0,11.4,60.72,10.78,59.2,27.54,6.16,29.93,21.3,15.96,36.54,11.34,69.35,41.36,0.0,0.0,19.98,35.0,45.650000000000006,6.630000000000001,0.0,3.0
2006-01-10,16.799999999999997,32.3,69.0,10.78,56.0,23.97,0.0,36.08,34.79,13.44,15.12,30.24,67.16,39.01,2.3000000000000003,8.7,17.39,30.1,42.35,7.140000000000001,0.0,2.52
2006-01-11,28.0,38.0,62.78999999999999,13.42,40.8,43.86,13.72,22.55,22.01,18.48,12.6,0.0,64.97,39.01,0.0,0.0,24.05,29.05,52.8,6.12,19.32,2.07
2006-01-12,12.95,23.18,60.03,5.72,50.400000000000006,11.73,12.32,33.21,15.62,15.68,14.7,15.12,60.59,37.6,4.800000000000001,6.09,21.09,23.8,44.0,0.0,0.0,2.04
2006-01-13,19.25,23.56,60.03,20.24,51.2,35.19,14.840000000000002,30.34,16.33,16.8,23.1,16.38,65.7,41.83,0.0,15.079999999999998,9.99,32.2,39.6,16.150000000000002,0.0,1.77
2006-01-14,16.799999999999997,10.64,47.61,0.0,48.8,0.0,12.04,15.17,0.0,8.4,0.0,0.0,43.8,44.65,0.0,0.0,37.0,27.65,44.55,5.78,21.84,1.59
2006-01-15,11.2,11.4,44.16,0.0,44.8,18.36,0.0,29.11,9.94,8.96,0.0,0.0,47.45,45.59,0.0,22.04,21.83,28.7,35.2,7.82,21.84,0.6599999999999999
2006-01-16,12.6,15.58,53.81999999999999,0.0,29.6,0.0,10.64,20.09,9.94,13.44,11.76,14.49,55.48,45.12,0.0,0.0,17.02,25.9,36.3,9.69,0.0,1.29
