date,Visa_unscaled,Visa_monthly,isPartial,scale,Visa
2018-01-01,48,86.0,False,0.86,41.28
2018-01-02,87,86.0,,0.86,74.82
2018-01-03,100,86.0,,0.86,86.0
2018-01-04,78,86.0,,0.86,67.08
2018-01-05,79,86.0,,0.86,67.94
2018-01-06,62,86.0,,0.86,53.32
2018-01-07,62,86.0,,0.86,53.32
2018-01-08,79,86.0,,0.86,67.94
2018-01-09,78,86.0,,0.86,67.08
2018-01-10,77,86.0,,0.86,66.22
2018-01-11,81,86.0,,0.86,69.66
2018-01-12,77,86.0,,0.86,66.22
2018-01-13,59,86.0,,0.86,50.74
2018-01-14,55,86.0,,0.86,47.3
2018-01-15,69,86.0,,0.86,59.339999999999996
2018-01-16,75,86.0,,0.86,64.5
2018-01-17,75,86.0,,0.86,64.5
2018-01-18,72,86.0,,0.86,61.92
2018-01-19,67,86.0,,0.86,57.62
2018-01-20,58,86.0,,0.86,49.88
2018-01-21,53,86.0,,0.86,45.58
2018-01-22,67,86.0,,0.86,57.62
2018-01-23,68,86.0,,0.86,58.48
2018-01-24,62,86.0,,0.86,53.32
2018-01-25,66,86.0,,0.86,56.76
2018-01-26,65,86.0,,0.86,55.9
2018-01-27,55,86.0,,0.86,47.3
2018-01-28,51,86.0,,0.86,43.86
2018-01-29,69,86.0,,0.86,59.339999999999996
2018-01-30,72,86.0,,0.86,61.92
2018-01-31,70,86.0,,0.86,60.199999999999996
2018-02-01,89,89.0,False,0.89,79.21000000000001
2018-02-02,81,89.0,,0.89,72.09
2018-02-03,65,89.0,,0.89,57.85
2018-02-04,61,89.0,,0.89,54.29
2018-02-05,80,89.0,,0.89,71.2
2018-02-06,100,89.0,,0.89,89.0
2018-02-07,83,89.0,,0.89,73.87
2018-02-08,86,89.0,,0.89,76.54
2018-02-09,77,89.0,,0.89,68.53
2018-02-10,62,89.0,,0.89,55.18
2018-02-11,60,89.0,,0.89,53.4
2018-02-12,84,89.0,,0.89,74.76
2018-02-13,81,89.0,,0.89,72.09
2018-02-14,73,89.0,,0.89,64.97
2018-02-15,75,89.0,,0.89,66.75
2018-02-16,73,89.0,,0.89,64.97
2018-02-17,60,89.0,,0.89,53.4
2018-02-18,55,89.0,,0.89,48.95
2018-02-19,63,89.0,,0.89,56.07
2018-02-20,87,89.0,,0.89,77.43
2018-02-21,79,89.0,,0.89,70.31
2018-02-22,77,89.0,,0.89,68.53
2018-02-23,78,89.0,,0.89,69.42
2018-02-24,69,89.0,,0.89,61.410000000000004
2018-02-25,61,89.0,,0.89,54.29
2018-02-26,81,89.0,,0.89,72.09
2018-02-27,88,89.0,,0.89,78.32000000000001
2018-02-28,82,89.0,,0.89,72.98
2018-03-01,94,80.0,False,0.8,75.2
2018-03-02,92,80.0,,0.8,73.60000000000001
2018-03-03,74,80.0,,0.8,59.2
2018-03-04,69,80.0,,0.8,55.2
2018-03-05,82,80.0,,0.8,65.60000000000001
2018-03-06,90,80.0,,0.8,72.0
2018-03-07,88,80.0,,0.8,70.4
2018-03-08,83,80.0,,0.8,66.4
2018-03-09,83,80.0,,0.8,66.4
2018-03-10,71,80.0,,0.8,56.800000000000004
2018-03-11,64,80.0,,0.8,51.2
2018-03-12,95,80.0,,0.8,76.0
2018-03-13,100,80.0,,0.8,80.0
2018-03-14,94,80.0,,0.8,75.2
2018-03-15,88,80.0,,0.8,70.4
2018-03-16,73,80.0,,0.8,58.400000000000006
2018-03-17,65,80.0,,0.8,52.0
2018-03-18,60,80.0,,0.8,48.0
2018-03-19,88,80.0,,0.8,70.4
2018-03-20,87,80.0,,0.8,69.60000000000001
2018-03-21,92,80.0,,0.8,73.60000000000001
2018-03-22,86,80.0,,0.8,68.8
2018-03-23,78,80.0,,0.8,62.400000000000006
2018-03-24,64,80.0,,0.8,51.2
2018-03-25,61,80.0,,0.8,48.800000000000004
2018-03-26,96,80.0,,0.8,76.80000000000001
2018-03-27,86,80.0,,0.8,68.8
2018-03-28,87,80.0,,0.8,69.60000000000001
2018-03-29,79,80.0,,0.8,63.2
2018-03-30,83,80.0,,0.8,66.4
2018-03-31,63,80.0,,0.8,50.400000000000006
2018-04-01,66,73.0,False,0.73,48.18
2018-04-02,94,73.0,,0.73,68.62
2018-04-03,100,73.0,,0.73,73.0
2018-04-04,95,73.0,,0.73,69.35
2018-04-05,94,73.0,,0.73,68.62
2018-04-06,99,73.0,,0.73,72.27
2018-04-07,63,73.0,,0.73,45.99
2018-04-08,62,73.0,,0.73,45.26
2018-04-09,87,73.0,,0.73,63.51
2018-04-10,94,73.0,,0.73,68.62
2018-04-11,88,73.0,,0.73,64.24
2018-04-12,78,73.0,,0.73,56.94
2018-04-13,67,73.0,,0.73,48.91
2018-04-14,64,73.0,,0.73,46.72
2018-04-15,64,73.0,,0.73,46.72
2018-04-16,83,73.0,,0.73,60.589999999999996
2018-04-17,78,73.0,,0.73,56.94
2018-04-18,82,73.0,,0.73,59.86
2018-04-19,84,73.0,,0.73,61.32
2018-04-20,81,73.0,,0.73,59.129999999999995
2018-04-21,60,73.0,,0.73,43.8
2018-04-22,58,73.0,,0.73,42.339999999999996
2018-04-23,79,73.0,,0.73,57.67
2018-04-24,87,73.0,,0.73,63.51
2018-04-25,94,73.0,,0.73,68.62
2018-04-26,88,73.0,,0.73,64.24
2018-04-27,73,73.0,,0.73,53.29
2018-04-28,63,73.0,,0.73,45.99
2018-04-29,58,73.0,,0.73,42.339999999999996
2018-04-30,81,73.0,,0.73,59.129999999999995
2018-05-01,82,74.0,False,0.74,60.68
2018-05-02,79,74.0,,0.74,58.46
2018-05-03,78,74.0,,0.74,57.72
2018-05-04,85,74.0,,0.74,62.9
2018-05-05,57,74.0,,0.74,42.18
2018-05-06,61,74.0,,0.74,45.14
2018-05-07,89,74.0,,0.74,65.86
2018-05-08,81,74.0,,0.74,59.94
2018-05-09,83,74.0,,0.74,61.42
2018-05-10,88,74.0,,0.74,65.12
2018-05-11,82,74.0,,0.74,60.68
2018-05-12,65,74.0,,0.74,48.1
2018-05-13,59,74.0,,0.74,43.66
2018-05-14,86,74.0,,0.74,63.64
2018-05-15,97,74.0,,0.74,71.78
2018-05-16,94,74.0,,0.74,69.56
2018-05-17,81,74.0,,0.74,59.94
2018-05-18,80,74.0,,0.74,59.2
2018-05-19,59,74.0,,0.74,43.66
2018-05-20,62,74.0,,0.74,45.88
2018-05-21,100,74.0,,0.74,74.0
2018-05-22,82,74.0,,0.74,60.68
2018-05-23,72,74.0,,0.74,53.28
2018-05-24,85,74.0,,0.74,62.9
2018-05-25,80,74.0,,0.74,59.2
2018-05-26,60,74.0,,0.74,44.4
2018-05-27,57,74.0,,0.74,42.18
2018-05-28,65,74.0,,0.74,48.1
2018-05-29,92,74.0,,0.74,68.08
2018-05-30,86,74.0,,0.74,63.64
2018-05-31,87,74.0,,0.74,64.38
2018-06-01,87,87.0,False,0.87,75.69
2018-06-02,67,87.0,,0.87,58.29
2018-06-03,62,87.0,,0.87,53.94
2018-06-04,92,87.0,,0.87,80.04
2018-06-05,88,87.0,,0.87,76.56
2018-06-06,88,87.0,,0.87,76.56
2018-06-07,90,87.0,,0.87,78.3
2018-06-08,84,87.0,,0.87,73.08
2018-06-09,60,87.0,,0.87,52.2
2018-06-10,64,87.0,,0.87,55.68
2018-06-11,92,87.0,,0.87,80.04
2018-06-12,100,87.0,,0.87,87.0
2018-06-13,97,87.0,,0.87,84.39
2018-06-14,90,87.0,,0.87,78.3
2018-06-15,91,87.0,,0.87,79.17
2018-06-16,59,87.0,,0.87,51.33
2018-06-17,58,87.0,,0.87,50.46
2018-06-18,91,87.0,,0.87,79.17
2018-06-19,88,87.0,,0.87,76.56
2018-06-20,87,87.0,,0.87,75.69
2018-06-21,79,87.0,,0.87,68.73
2018-06-22,73,87.0,,0.87,63.51
2018-06-23,59,87.0,,0.87,51.33
2018-06-24,64,87.0,,0.87,55.68
2018-06-25,89,87.0,,0.87,77.42999999999999
2018-06-26,84,87.0,,0.87,73.08
2018-06-27,83,87.0,,0.87,72.21
2018-06-28,92,87.0,,0.87,80.04
2018-06-29,87,87.0,,0.87,75.69
2018-06-30,55,87.0,,0.87,47.85
2018-07-01,57,84.0,False,0.84,47.879999999999995
2018-07-02,79,84.0,,0.84,66.36
2018-07-03,88,84.0,,0.84,73.92
2018-07-04,63,84.0,,0.84,52.919999999999995
2018-07-05,83,84.0,,0.84,69.72
2018-07-06,74,84.0,,0.84,62.16
2018-07-07,61,84.0,,0.84,51.239999999999995
2018-07-08,59,84.0,,0.84,49.559999999999995
2018-07-09,90,84.0,,0.84,75.6
2018-07-10,100,84.0,,0.84,84.0
2018-07-11,94,84.0,,0.84,78.96
2018-07-12,87,84.0,,0.84,73.08
2018-07-13,85,84.0,,0.84,71.39999999999999
2018-07-14,61,84.0,,0.84,51.239999999999995
2018-07-15,59,84.0,,0.84,49.559999999999995
2018-07-16,89,84.0,,0.84,74.75999999999999
2018-07-17,86,84.0,,0.84,72.24
2018-07-18,88,84.0,,0.84,73.92
2018-07-19,82,84.0,,0.84,68.88
2018-07-20,75,84.0,,0.84,63.0
2018-07-21,59,84.0,,0.84,49.559999999999995
2018-07-22,57,84.0,,0.84,47.879999999999995
2018-07-23,90,84.0,,0.84,75.6
2018-07-24,83,84.0,,0.84,69.72
2018-07-25,81,84.0,,0.84,68.03999999999999
2018-07-26,84,84.0,,0.84,70.56
2018-07-27,75,84.0,,0.84,63.0
2018-07-28,59,84.0,,0.84,49.559999999999995
2018-07-29,55,84.0,,0.84,46.199999999999996
2018-07-30,90,84.0,,0.84,75.6
2018-07-31,85,84.0,,0.84,71.39999999999999
2018-08-01,100,74.0,False,0.74,74.0
2018-08-02,97,74.0,,0.74,71.78
2018-08-03,85,74.0,,0.74,62.9
2018-08-04,60,74.0,,0.74,44.4
2018-08-05,58,74.0,,0.74,42.92
2018-08-06,95,74.0,,0.74,70.3
2018-08-07,94,74.0,,0.74,69.56
2018-08-08,86,74.0,,0.74,63.64
2018-08-09,83,74.0,,0.74,61.42
2018-08-10,77,74.0,,0.74,56.98
2018-08-11,57,74.0,,0.74,42.18
2018-08-12,59,74.0,,0.74,43.66
2018-08-13,86,74.0,,0.74,63.64
2018-08-14,84,74.0,,0.74,62.16
2018-08-15,84,74.0,,0.74,62.16
2018-08-16,74,74.0,,0.74,54.76
2018-08-17,73,74.0,,0.74,54.019999999999996
2018-08-18,63,74.0,,0.74,46.62
2018-08-19,60,74.0,,0.74,44.4
2018-08-20,84,74.0,,0.74,62.16
2018-08-21,73,74.0,,0.74,54.019999999999996
2018-08-22,78,74.0,,0.74,57.72
2018-08-23,76,74.0,,0.74,56.24
2018-08-24,70,74.0,,0.74,51.8
2018-08-25,56,74.0,,0.74,41.44
2018-08-26,54,74.0,,0.74,39.96
2018-08-27,83,74.0,,0.74,61.42
2018-08-28,84,74.0,,0.74,62.16
2018-08-29,81,74.0,,0.74,59.94
2018-08-30,70,74.0,,0.74,51.8
2018-08-31,70,74.0,,0.74,51.8
2018-09-01,48,70.0,False,0.7,33.599999999999994
2018-09-02,48,70.0,,0.7,33.599999999999994
2018-09-03,52,70.0,,0.7,36.4
2018-09-04,68,70.0,,0.7,47.599999999999994
2018-09-05,70,70.0,,0.7,49.0
2018-09-06,67,70.0,,0.7,46.9
2018-09-07,62,70.0,,0.7,43.4
2018-09-08,48,70.0,,0.7,33.599999999999994
2018-09-09,49,70.0,,0.7,34.3
2018-09-10,71,70.0,,0.7,49.699999999999996
2018-09-11,100,70.0,,0.7,70.0
2018-09-12,73,70.0,,0.7,51.099999999999994
2018-09-13,62,70.0,,0.7,43.4
2018-09-14,63,70.0,,0.7,44.099999999999994
2018-09-15,49,70.0,,0.7,34.3
2018-09-16,48,70.0,,0.7,33.599999999999994
2018-09-17,69,70.0,,0.7,48.3
2018-09-18,72,70.0,,0.7,50.4
2018-09-19,66,70.0,,0.7,46.199999999999996
2018-09-20,66,70.0,,0.7,46.199999999999996
2018-09-21,65,70.0,,0.7,45.5
2018-09-22,48,70.0,,0.7,33.599999999999994
2018-09-23,48,70.0,,0.7,33.599999999999994
2018-09-24,62,70.0,,0.7,43.4
2018-09-25,68,70.0,,0.7,47.599999999999994
2018-09-26,61,70.0,,0.7,42.699999999999996
2018-09-27,56,70.0,,0.7,39.199999999999996
2018-09-28,59,70.0,,0.7,41.3
2018-09-29,50,70.0,,0.7,35.0
2018-09-30,48,70.0,,0.7,33.599999999999994
2018-10-01,81,72.0,False,0.72,58.32
2018-10-02,100,72.0,,0.72,72.0
2018-10-03,89,72.0,,0.72,64.08
2018-10-04,82,72.0,,0.72,59.04
2018-10-05,64,72.0,,0.72,46.08
2018-10-06,57,72.0,,0.72,41.04
2018-10-07,57,72.0,,0.72,41.04
2018-10-08,80,72.0,,0.72,57.599999999999994
2018-10-09,82,72.0,,0.72,59.04
2018-10-10,93,72.0,,0.72,66.96
2018-10-11,83,72.0,,0.72,59.76
2018-10-12,70,72.0,,0.72,50.4
2018-10-13,53,72.0,,0.72,38.16
2018-10-14,53,72.0,,0.72,38.16
2018-10-15,82,72.0,,0.72,59.04
2018-10-16,80,72.0,,0.72,57.599999999999994
2018-10-17,79,72.0,,0.72,56.879999999999995
2018-10-18,79,72.0,,0.72,56.879999999999995
2018-10-19,71,72.0,,0.72,51.12
2018-10-20,57,72.0,,0.72,41.04
2018-10-21,58,72.0,,0.72,41.76
2018-10-22,81,72.0,,0.72,58.32
2018-10-23,68,72.0,,0.72,48.96
2018-10-24,69,72.0,,0.72,49.68
2018-10-25,75,72.0,,0.72,54.0
2018-10-26,64,72.0,,0.72,46.08
2018-10-27,53,72.0,,0.72,38.16
2018-10-28,54,72.0,,0.72,38.879999999999995
2018-10-29,73,72.0,,0.72,52.559999999999995
2018-10-30,74,72.0,,0.72,53.28
2018-10-31,81,72.0,,0.72,58.32
2018-11-01,76,67.0,False,0.67,50.92
2018-11-02,76,67.0,,0.67,50.92
2018-11-03,64,67.0,,0.67,42.88
2018-11-04,63,67.0,,0.67,42.21
2018-11-05,86,67.0,,0.67,57.620000000000005
2018-11-06,82,67.0,,0.67,54.940000000000005
2018-11-07,66,67.0,,0.67,44.220000000000006
2018-11-08,83,67.0,,0.67,55.61000000000001
2018-11-09,82,67.0,,0.67,54.940000000000005
2018-11-10,60,67.0,,0.67,40.2
2018-11-11,56,67.0,,0.67,37.52
2018-11-12,71,67.0,,0.67,47.57
2018-11-13,83,67.0,,0.67,55.61000000000001
2018-11-14,100,67.0,,0.67,67.0
2018-11-15,65,67.0,,0.67,43.550000000000004
2018-11-16,67,67.0,,0.67,44.89
2018-11-17,59,67.0,,0.67,39.53
2018-11-18,58,67.0,,0.67,38.86
2018-11-19,77,67.0,,0.67,51.59
2018-11-20,85,67.0,,0.67,56.95
2018-11-21,67,67.0,,0.67,44.89
2018-11-22,50,67.0,,0.67,33.5
2018-11-23,58,67.0,,0.67,38.86
2018-11-24,57,67.0,,0.67,38.190000000000005
2018-11-25,59,67.0,,0.67,39.53
2018-11-26,84,67.0,,0.67,56.28
2018-11-27,86,67.0,,0.67,57.620000000000005
2018-11-28,84,67.0,,0.67,56.28
2018-11-29,78,67.0,,0.67,52.260000000000005
2018-11-30,84,67.0,,0.67,56.28
2018-12-01,58,68.0,False,0.68,39.440000000000005
2018-12-02,61,68.0,,0.68,41.480000000000004
2018-12-03,80,68.0,,0.68,54.400000000000006
2018-12-04,80,68.0,,0.68,54.400000000000006
2018-12-05,77,68.0,,0.68,52.36000000000001
2018-12-06,73,68.0,,0.68,49.64
2018-12-07,68,68.0,,0.68,46.24
2018-12-08,57,68.0,,0.68,38.760000000000005
2018-12-09,57,68.0,,0.68,38.760000000000005
2018-12-10,74,68.0,,0.68,50.32
2018-12-11,89,68.0,,0.68,60.52
2018-12-12,84,68.0,,0.68,57.120000000000005
2018-12-13,85,68.0,,0.68,57.800000000000004
2018-12-14,78,68.0,,0.68,53.040000000000006
2018-12-15,63,68.0,,0.68,42.84
2018-12-16,60,68.0,,0.68,40.800000000000004
2018-12-17,86,68.0,,0.68,58.480000000000004
2018-12-18,81,68.0,,0.68,55.080000000000005
2018-12-19,81,68.0,,0.68,55.080000000000005
2018-12-20,88,68.0,,0.68,59.84
2018-12-21,82,68.0,,0.68,55.760000000000005
2018-12-22,67,68.0,,0.68,45.56
2018-12-23,59,68.0,,0.68,40.120000000000005
2018-12-24,68,68.0,,0.68,46.24
2018-12-25,68,68.0,,0.68,46.24
2018-12-26,100,68.0,,0.68,68.0
2018-12-27,89,68.0,,0.68,60.52
2018-12-28,95,68.0,,0.68,64.60000000000001
2018-12-29,66,68.0,,0.68,44.88
2018-12-30,63,68.0,,0.68,42.84
2018-12-31,69,68.0,,0.68,46.92
2019-01-01,56,81.0,False,0.81,45.36
2019-01-02,100,81.0,,0.81,81.0
2019-01-03,91,81.0,,0.81,73.71000000000001
2019-01-04,94,81.0,,0.81,76.14
2019-01-05,65,81.0,,0.81,52.650000000000006
2019-01-06,66,81.0,,0.81,53.46
2019-01-07,88,81.0,,0.81,71.28
2019-01-08,92,81.0,,0.81,74.52000000000001
2019-01-09,93,81.0,,0.81,75.33
2019-01-10,93,81.0,,0.81,75.33
2019-01-11,94,81.0,,0.81,76.14
2019-01-12,71,81.0,,0.81,57.510000000000005
2019-01-13,63,81.0,,0.81,51.03
2019-01-14,85,81.0,,0.81,68.85000000000001
2019-01-15,83,81.0,,0.81,67.23
2019-01-16,76,81.0,,0.81,61.56
2019-01-17,84,81.0,,0.81,68.04
2019-01-18,74,81.0,,0.81,59.940000000000005
2019-01-19,59,81.0,,0.81,47.790000000000006
2019-01-20,61,81.0,,0.81,49.410000000000004
2019-01-21,72,81.0,,0.81,58.32000000000001
2019-01-22,82,81.0,,0.81,66.42
2019-01-23,77,81.0,,0.81,62.370000000000005
2019-01-24,78,81.0,,0.81,63.18000000000001
2019-01-25,73,81.0,,0.81,59.13
2019-01-26,57,81.0,,0.81,46.17
2019-01-27,59,81.0,,0.81,47.790000000000006
2019-01-28,79,81.0,,0.81,63.99
2019-01-29,73,81.0,,0.81,59.13
2019-01-30,73,81.0,,0.81,59.13
2019-01-31,75,81.0,,0.81,60.75000000000001
2019-02-01,90,68.0,False,0.68,61.2
2019-02-02,70,68.0,,0.68,47.6
2019-02-03,61,68.0,,0.68,41.480000000000004
2019-02-04,84,68.0,,0.68,57.120000000000005
2019-02-05,95,68.0,,0.68,64.60000000000001
2019-02-06,82,68.0,,0.68,55.760000000000005
2019-02-07,93,68.0,,0.68,63.24
2019-02-08,80,68.0,,0.68,54.400000000000006
2019-02-09,64,68.0,,0.68,43.52
2019-02-10,66,68.0,,0.68,44.88
2019-02-11,94,68.0,,0.68,63.92
2019-02-12,100,68.0,,0.68,68.0
2019-02-13,93,68.0,,0.68,63.24
2019-02-14,89,68.0,,0.68,60.52
2019-02-15,99,68.0,,0.68,67.32000000000001
2019-02-16,68,68.0,,0.68,46.24
2019-02-17,62,68.0,,0.68,42.160000000000004
2019-02-18,75,68.0,,0.68,51.00000000000001
2019-02-19,79,68.0,,0.68,53.720000000000006
2019-02-20,83,68.0,,0.68,56.440000000000005
2019-02-21,93,68.0,,0.68,63.24
2019-02-22,78,68.0,,0.68,53.040000000000006
2019-02-23,65,68.0,,0.68,44.2
2019-02-24,63,68.0,,0.68,42.84
2019-02-25,87,68.0,,0.68,59.160000000000004
2019-02-26,94,68.0,,0.68,63.92
2019-02-27,81,68.0,,0.68,55.080000000000005
2019-02-28,69,68.0,,0.68,46.92
2019-03-01,69,74.0,False,0.74,51.06
2019-03-02,59,74.0,,0.74,43.66
2019-03-03,54,74.0,,0.74,39.96
2019-03-04,73,74.0,,0.74,54.019999999999996
2019-03-05,69,74.0,,0.74,51.06
2019-03-06,71,74.0,,0.74,52.54
2019-03-07,73,74.0,,0.74,54.019999999999996
2019-03-08,64,74.0,,0.74,47.36
2019-03-09,100,74.0,,0.74,74.0
2019-03-10,69,74.0,,0.74,51.06
2019-03-11,85,74.0,,0.74,62.9
