date,Visa_unscaled,Visa_monthly,isPartial,scale,Visa
2020-11-05,75,51.0,,0.51,38.25
2020-11-06,69,51.0,,0.51,35.19
2020-11-07,71,51.0,,0.51,36.21
2020-11-08,75,51.0,,0.51,38.25
2020-11-09,100,51.0,,0.51,51.0
2020-11-10,97,51.0,,0.51,49.47
2020-11-11,85,51.0,,0.51,43.35
2020-11-12,84,51.0,,0.51,42.84
2020-11-13,84,51.0,,0.51,42.84
2020-11-14,73,51.0,,0.51,37.230000000000004
2020-11-15,75,51.0,,0.51,38.25
2020-11-16,90,51.0,,0.51,45.9
2020-11-17,95,51.0,,0.51,48.45
2020-11-18,97,51.0,,0.51,49.47
2020-11-19,92,51.0,,0.51,46.92
2020-11-20,100,51.0,,0.51,51.0
2020-11-21,80,51.0,,0.51,40.8
2020-11-22,79,51.0,,0.51,40.29
2020-11-23,90,51.0,,0.51,45.9
2020-11-24,92,51.0,,0.51,46.92
2020-11-25,86,51.0,,0.51,43.86
2020-11-26,74,51.0,,0.51,37.74
2020-11-27,77,51.0,,0.51,39.27
2020-11-28,82,51.0,,0.51,41.82
2020-11-29,79,51.0,,0.51,40.29
2020-11-30,93,51.0,,0.51,47.43
2020-12-01,68,60.0,False,0.6,40.8
2020-12-02,67,60.0,,0.6,40.199999999999996
2020-12-03,64,60.0,,0.6,38.4
2020-12-04,64,60.0,,0.6,38.4
2020-12-05,57,60.0,,0.6,34.199999999999996
2020-12-06,55,60.0,,0.6,33.0
2020-12-07,65,60.0,,0.6,39.0
2020-12-08,65,60.0,,0.6,39.0
2020-12-09,62,60.0,,0.6,37.199999999999996
2020-12-10,65,60.0,,0.6,39.0
2020-12-11,67,60.0,,0.6,40.199999999999996
2020-12-12,59,60.0,,0.6,35.4
2020-12-13,56,60.0,,0.6,33.6
2020-12-14,66,60.0,,0.6,39.6
2020-12-15,69,60.0,,0.6,41.4
2020-12-16,71,60.0,,0.6,42.6
2020-12-17,71,60.0,,0.6,42.6
2020-12-18,73,60.0,,0.6,43.8
2020-12-19,67,60.0,,0.6,40.199999999999996
2020-12-20,60,60.0,,0.6,36.0
2020-12-21,77,60.0,,0.6,46.199999999999996
2020-12-22,83,60.0,,0.6,49.8
2020-12-23,83,60.0,,0.6,49.8
2020-12-24,71,60.0,,0.6,42.6
2020-12-25,81,60.0,,0.6,48.6
2020-12-26,97,60.0,,0.6,58.199999999999996
2020-12-27,80,60.0,,0.6,48.0
2020-12-28,100,60.0,,0.6,60.0
2020-12-29,93,60.0,,0.6,55.8
2020-12-30,77,60.0,,0.6,46.199999999999996
2020-12-31,69,60.0,,0.6,41.4
2021-01-01,86,57.0,False,0.57,49.019999999999996
2021-01-02,89,57.0,,0.57,50.73
2021-01-03,92,57.0,,0.57,52.44
2021-01-04,100,57.0,,0.57,56.99999999999999
2021-01-05,100,57.0,,0.57,56.99999999999999
2021-01-06,85,57.0,,0.57,48.449999999999996
2021-01-07,82,57.0,,0.57,46.739999999999995
2021-01-08,83,57.0,,0.57,47.309999999999995
2021-01-09,82,57.0,,0.57,46.739999999999995
2021-01-10,70,57.0,,0.57,39.9
2021-01-11,84,57.0,,0.57,47.879999999999995
2021-01-12,97,57.0,,0.57,55.28999999999999
2021-01-13,95,57.0,,0.57,54.15
2021-01-14,92,57.0,,0.57,52.44
2021-01-15,94,57.0,,0.57,53.58
2021-01-16,73,57.0,,0.57,41.61
2021-01-17,70,57.0,,0.57,39.9
2021-01-18,81,57.0,,0.57,46.169999999999995
2021-01-19,87,57.0,,0.57,49.589999999999996
2021-01-20,83,57.0,,0.57,47.309999999999995
2021-01-21,97,57.0,,0.57,55.28999999999999
2021-01-22,93,57.0,,0.57,53.01
2021-01-23,74,57.0,,0.57,42.18
2021-01-24,71,57.0,,0.57,40.47
2021-01-25,90,57.0,,0.57,51.3
2021-01-26,80,57.0,,0.57,45.599999999999994
2021-01-27,92,57.0,,0.57,52.44
2021-01-28,86,57.0,,0.57,49.019999999999996
2021-01-29,80,57.0,,0.57,45.599999999999994
2021-01-30,71,57.0,,0.57,40.47
2021-01-31,71,57.0,,0.57,40.47
2021-02-01,91,55.0,False,0.55,50.050000000000004
2021-02-02,86,55.0,,0.55,47.300000000000004
2021-02-03,97,55.0,,0.55,53.35
2021-02-04,84,55.0,,0.55,46.2
2021-02-05,86,55.0,,0.55,47.300000000000004
2021-02-06,81,55.0,,0.55,44.550000000000004
2021-02-07,73,55.0,,0.55,40.150000000000006
2021-02-08,77,55.0,,0.55,42.35
2021-02-09,84,55.0,,0.55,46.2
2021-02-10,85,55.0,,0.55,46.75000000000001
2021-02-11,81,55.0,,0.55,44.550000000000004
2021-02-12,82,55.0,,0.55,45.1
2021-02-13,70,55.0,,0.55,38.5
2021-02-14,70,55.0,,0.55,38.5
2021-02-15,74,55.0,,0.55,40.7
2021-02-16,90,55.0,,0.55,49.50000000000001
2021-02-17,85,55.0,,0.55,46.75000000000001
2021-02-18,90,55.0,,0.55,49.50000000000001
2021-02-19,87,55.0,,0.55,47.85
2021-02-20,75,55.0,,0.55,41.25
2021-02-21,74,55.0,,0.55,40.7
2021-02-22,91,55.0,,0.55,50.050000000000004
2021-02-23,100,55.0,,0.55,55.00000000000001
2021-02-24,92,55.0,,0.55,50.6
2021-02-25,92,55.0,,0.55,50.6
2021-02-26,84,55.0,,0.55,46.2
2021-02-27,78,55.0,,0.55,42.900000000000006
2021-02-28,72,55.0,,0.55,39.6
2021-03-01,87,53.0,False,0.53,46.11
2021-03-02,96,53.0,,0.53,50.88
2021-03-03,91,53.0,,0.53,48.230000000000004
2021-03-04,91,53.0,,0.53,48.230000000000004
2021-03-05,82,53.0,,0.53,43.46
2021-03-06,76,53.0,,0.53,40.28
2021-03-07,78,53.0,,0.53,41.34
2021-03-08,85,53.0,,0.53,45.050000000000004
2021-03-09,92,53.0,,0.53,48.760000000000005
2021-03-10,90,53.0,,0.53,47.7
2021-03-11,87,53.0,,0.53,46.11
2021-03-12,87,53.0,,0.53,46.11
2021-03-13,79,53.0,,0.53,41.870000000000005
2021-03-14,73,53.0,,0.53,38.690000000000005
2021-03-15,88,53.0,,0.53,46.64
2021-03-16,88,53.0,,0.53,46.64
2021-03-17,93,53.0,,0.53,49.29
2021-03-18,88,53.0,,0.53,46.64
2021-03-19,93,53.0,,0.53,49.29
2021-03-20,75,53.0,,0.53,39.75
2021-03-21,76,53.0,,0.53,40.28
2021-03-22,86,53.0,,0.53,45.580000000000005
2021-03-23,86,53.0,,0.53,45.580000000000005
2021-03-24,87,53.0,,0.53,46.11
2021-03-25,85,53.0,,0.53,45.050000000000004
2021-03-26,79,53.0,,0.53,41.870000000000005
2021-03-27,72,53.0,,0.53,38.160000000000004
2021-03-28,74,53.0,,0.53,39.22
2021-03-29,91,53.0,,0.53,48.230000000000004
2021-03-30,100,53.0,,0.53,53.0
2021-03-31,90,53.0,,0.53,47.7
2021-04-01,82,57.0,False,0.57,46.739999999999995
2021-04-02,79,57.0,,0.57,45.029999999999994
2021-04-03,69,57.0,,0.57,39.33
2021-04-04,64,57.0,,0.57,36.48
2021-04-05,90,57.0,,0.57,51.3
2021-04-06,84,57.0,,0.57,47.879999999999995
2021-04-07,84,57.0,,0.57,47.879999999999995
2021-04-08,83,57.0,,0.57,47.309999999999995
2021-04-09,81,57.0,,0.57,46.169999999999995
2021-04-10,71,57.0,,0.57,40.47
2021-04-11,72,57.0,,0.57,41.04
2021-04-12,82,57.0,,0.57,46.739999999999995
2021-04-13,88,57.0,,0.57,50.16
2021-04-14,90,57.0,,0.57,51.3
2021-04-15,82,57.0,,0.57,46.739999999999995
2021-04-16,86,57.0,,0.57,49.019999999999996
2021-04-17,70,57.0,,0.57,39.9
2021-04-18,69,57.0,,0.57,39.33
2021-04-19,97,57.0,,0.57,55.28999999999999
2021-04-20,100,57.0,,0.57,56.99999999999999
2021-04-21,84,57.0,,0.57,47.879999999999995
2021-04-22,80,57.0,,0.57,45.599999999999994
2021-04-23,73,57.0,,0.57,41.61
2021-04-24,68,57.0,,0.57,38.76
2021-04-25,68,57.0,,0.57,38.76
2021-04-26,79,57.0,,0.57,45.029999999999994
2021-04-27,82,57.0,,0.57,46.739999999999995
2021-04-28,80,57.0,,0.57,45.599999999999994
2021-04-29,75,57.0,,0.57,42.74999999999999
2021-04-30,73,57.0,,0.57,41.61
2021-05-01,65,60.0,False,0.6,39.0
2021-05-02,67,60.0,,0.6,40.199999999999996
2021-05-03,77,60.0,,0.6,46.199999999999996
2021-05-04,77,60.0,,0.6,46.199999999999996
2021-05-05,78,60.0,,0.6,46.8
2021-05-06,82,60.0,,0.6,49.199999999999996
2021-05-07,79,60.0,,0.6,47.4
2021-05-08,80,60.0,,0.6,48.0
2021-05-09,73,60.0,,0.6,43.8
2021-05-10,86,60.0,,0.6,51.6
2021-05-11,84,60.0,,0.6,50.4
2021-05-12,87,60.0,,0.6,52.199999999999996
2021-05-13,80,60.0,,0.6,48.0
2021-05-14,84,60.0,,0.6,50.4
2021-05-15,72,60.0,,0.6,43.199999999999996
2021-05-16,68,60.0,,0.6,40.8
2021-05-17,86,60.0,,0.6,51.6
2021-05-18,90,60.0,,0.6,54.0
2021-05-19,100,60.0,,0.6,60.0
2021-05-20,86,60.0,,0.6,51.6
2021-05-21,76,60.0,,0.6,45.6
2021-05-22,67,60.0,,0.6,40.199999999999996
2021-05-23,69,60.0,,0.6,41.4
2021-05-24,85,60.0,,0.6,51.0
2021-05-25,83,60.0,,0.6,49.8
2021-05-26,81,60.0,,0.6,48.6
2021-05-27,76,60.0,,0.6,45.6
2021-05-28,76,60.0,,0.6,45.6
2021-05-29,72,60.0,,0.6,43.199999999999996
2021-05-30,67,60.0,,0.6,40.199999999999996
2021-05-31,75,60.0,,0.6,45.0
2021-06-01,82,59.0,False,0.59,48.379999999999995
2021-06-02,79,59.0,,0.59,46.61
2021-06-03,73,59.0,,0.59,43.07
2021-06-04,71,59.0,,0.59,41.89
2021-06-05,65,59.0,,0.59,38.35
2021-06-06,61,59.0,,0.59,35.989999999999995
2021-06-07,73,59.0,,0.59,43.07
2021-06-08,77,59.0,,0.59,45.43
2021-06-09,82,59.0,,0.59,48.379999999999995
2021-06-10,77,59.0,,0.59,45.43
2021-06-11,77,59.0,,0.59,45.43
2021-06-12,65,59.0,,0.59,38.35
2021-06-13,63,59.0,,0.59,37.169999999999995
2021-06-14,84,59.0,,0.59,49.559999999999995
2021-06-15,100,59.0,,0.59,59.0
2021-06-16,99,59.0,,0.59,58.41
2021-06-17,92,59.0,,0.59,54.279999999999994
2021-06-18,82,59.0,,0.59,48.379999999999995
2021-06-19,65,59.0,,0.59,38.35
2021-06-20,63,59.0,,0.59,37.169999999999995
2021-06-21,86,59.0,,0.59,50.739999999999995
2021-06-22,83,59.0,,0.59,48.97
2021-06-23,83,59.0,,0.59,48.97
2021-06-24,83,59.0,,0.59,48.97
2021-06-25,75,59.0,,0.59,44.25
2021-06-26,66,59.0,,0.59,38.94
2021-06-27,63,59.0,,0.59,37.169999999999995
2021-06-28,89,59.0,,0.59,52.51
2021-06-29,83,59.0,,0.59,48.97
2021-06-30,84,59.0,,0.59,49.559999999999995
2021-07-01,70,60.0,False,0.6,42.0
2021-07-02,66,60.0,,0.6,39.6
2021-07-03,59,60.0,,0.6,35.4
2021-07-04,53,60.0,,0.6,31.799999999999997
2021-07-05,61,60.0,,0.6,36.6
2021-07-06,76,60.0,,0.6,45.6
2021-07-07,73,60.0,,0.6,43.8
2021-07-08,78,60.0,,0.6,46.8
2021-07-09,67,60.0,,0.6,40.199999999999996
2021-07-10,59,60.0,,0.6,35.4
2021-07-11,58,60.0,,0.6,34.8
2021-07-12,76,60.0,,0.6,45.6
2021-07-13,100,60.0,,0.6,60.0
2021-07-14,86,60.0,,0.6,51.6
2021-07-15,79,60.0,,0.6,47.4
2021-07-16,69,60.0,,0.6,41.4
2021-07-17,55,60.0,,0.6,33.0
2021-07-18,57,60.0,,0.6,34.199999999999996
2021-07-19,76,60.0,,0.6,45.6
2021-07-20,78,60.0,,0.6,46.8
2021-07-21,64,60.0,,0.6,38.4
2021-07-22,71,60.0,,0.6,42.6
2021-07-23,63,60.0,,0.6,37.8
2021-07-24,55,60.0,,0.6,33.0
2021-07-25,55,60.0,,0.6,33.0
2021-07-26,74,60.0,,0.6,44.4
2021-07-27,68,60.0,,0.6,40.8
2021-07-28,71,60.0,,0.6,42.6
2021-07-29,66,60.0,,0.6,39.6
2021-07-30,66,60.0,,0.6,39.6
2021-07-31,58,60.0,,0.6,34.8
2021-08-01,74,62.0,False,0.62,45.88
2021-08-02,100,62.0,,0.62,62.0
2021-08-03,96,62.0,,0.62,59.519999999999996
2021-08-04,94,62.0,,0.62,58.28
2021-08-05,89,62.0,,0.62,55.18
2021-08-06,83,62.0,,0.62,51.46
2021-08-07,74,62.0,,0.62,45.88
2021-08-08,74,62.0,,0.62,45.88
2021-08-09,92,62.0,,0.62,57.04
2021-08-10,98,62.0,,0.62,60.76
2021-08-11,91,62.0,,0.62,56.42
2021-08-12,99,62.0,,0.62,61.38
2021-08-13,98,62.0,,0.62,60.76
2021-08-14,80,62.0,,0.62,49.6
2021-08-15,73,62.0,,0.62,45.26
2021-08-16,86,62.0,,0.62,53.32
2021-08-17,99,62.0,,0.62,61.38
2021-08-18,92,62.0,,0.62,57.04
2021-08-19,92,62.0,,0.62,57.04
2021-08-20,88,62.0,,0.62,54.56
2021-08-21,77,62.0,,0.62,47.74
2021-08-22,75,62.0,,0.62,46.5
2021-08-23,100,62.0,,0.62,62.0
2021-08-24,91,62.0,,0.62,56.42
2021-08-25,95,62.0,,0.62,58.9
2021-08-26,89,62.0,,0.62,55.18
2021-08-27,89,62.0,,0.62,55.18
2021-08-28,74,62.0,,0.62,45.88
2021-08-29,67,62.0,,0.62,41.54
2021-08-30,83,62.0,,0.62,51.46
2021-08-31,87,62.0,,0.62,53.94
2021-09-01,94,59.0,False,0.59,55.459999999999994
2021-09-02,84,59.0,,0.59,49.559999999999995
2021-09-03,80,59.0,,0.59,47.199999999999996
2021-09-04,73,59.0,,0.59,43.07
2021-09-05,71,59.0,,0.59,41.89
2021-09-06,72,59.0,,0.59,42.48
2021-09-07,91,59.0,,0.59,53.69
2021-09-08,92,59.0,,0.59,54.279999999999994
2021-09-09,81,59.0,,0.59,47.79
2021-09-10,84,59.0,,0.59,49.559999999999995
2021-09-11,70,59.0,,0.59,41.3
2021-09-12,71,59.0,,0.59,41.89
2021-09-13,100,59.0,,0.59,59.0
2021-09-14,92,59.0,,0.59,54.279999999999994
2021-09-15,89,59.0,,0.59,52.51
2021-09-16,90,59.0,,0.59,53.099999999999994
2021-09-17,77,59.0,,0.59,45.43
2021-09-18,74,59.0,,0.59,43.66
2021-09-19,72,59.0,,0.59,42.48
2021-09-20,86,59.0,,0.59,50.739999999999995
2021-09-21,89,59.0,,0.59,52.51
2021-09-22,87,59.0,,0.59,51.33
2021-09-23,87,59.0,,0.59,51.33
2021-09-24,81,59.0,,0.59,47.79
2021-09-25,73,59.0,,0.59,43.07
2021-09-26,70,59.0,,0.59,41.3
2021-09-27,87,59.0,,0.59,51.33
2021-09-28,85,59.0,,0.59,50.15
2021-09-29,88,59.0,,0.59,51.919999999999995
2021-09-30,91,59.0,,0.59,53.69
2021-10-01,69,57.0,False,0.57,39.33
2021-10-02,55,57.0,,0.57,31.349999999999998
2021-10-03,55,57.0,,0.57,31.349999999999998
2021-10-04,63,57.0,,0.57,35.91
2021-10-05,66,57.0,,0.57,37.62
2021-10-06,69,57.0,,0.57,39.33
2021-10-07,73,57.0,,0.57,41.61
2021-10-08,65,57.0,,0.57,37.05
2021-10-09,57,57.0,,0.57,32.489999999999995
2021-10-10,58,57.0,,0.57,33.059999999999995
2021-10-11,67,57.0,,0.57,38.19
2021-10-12,67,57.0,,0.57,38.19
2021-10-13,78,57.0,,0.57,44.459999999999994
2021-10-14,100,57.0,,0.57,56.99999999999999
2021-10-15,78,57.0,,0.57,44.459999999999994
2021-10-16,59,57.0,,0.57,33.629999999999995
2021-10-17,55,57.0,,0.57,31.349999999999998
2021-10-18,70,57.0,,0.57,39.9
2021-10-19,76,57.0,,0.57,43.31999999999999
2021-10-20,66,57.0,,0.57,37.62
2021-10-21,68,57.0,,0.57,38.76
2021-10-22,66,57.0,,0.57,37.62
2021-10-23,55,57.0,,0.57,31.349999999999998
2021-10-24,52,57.0,,0.57,29.639999999999997
2021-10-25,67,57.0,,0.57,38.19
2021-10-26,74,57.0,,0.57,42.18
2021-10-27,79,57.0,,0.57,45.029999999999994
2021-10-28,71,57.0,,0.57,40.47
2021-10-29,63,57.0,,0.57,35.91
2021-10-30,56,57.0,,0.57,31.919999999999998
2021-10-31,52,57.0,,0.57,29.639999999999997
2021-11-01,76,67.0,False,0.67,50.92
2021-11-02,80,67.0,,0.67,53.6
2021-11-03,80,67.0,,0.67,53.6
2021-11-04,74,67.0,,0.67,49.580000000000005
2021-11-05,70,67.0,,0.67,46.900000000000006
2021-11-06,62,67.0,,0.67,41.54
2021-11-07,61,67.0,,0.67,40.870000000000005
2021-11-08,85,67.0,,0.67,56.95
2021-11-09,84,67.0,,0.67,56.28
2021-11-10,82,67.0,,0.67,54.940000000000005
2021-11-11,82,67.0,,0.67,54.940000000000005
2021-11-12,88,67.0,,0.67,58.96
2021-11-13,65,67.0,,0.67,43.550000000000004
2021-11-14,61,67.0,,0.67,40.870000000000005
2021-11-15,99,67.0,,0.67,66.33
2021-11-16,86,67.0,,0.67,57.620000000000005
2021-11-17,91,67.0,,0.67,60.970000000000006
2021-11-18,100,67.0,,0.67,67.0
2021-11-19,72,67.0,,0.67,48.24
2021-11-20,63,67.0,,0.67,42.21
2021-11-21,61,67.0,,0.67,40.870000000000005
2021-11-22,74,67.0,,0.67,49.580000000000005
2021-11-23,73,67.0,,0.67,48.910000000000004
2021-11-24,71,67.0,,0.67,47.57
2021-11-25,56,67.0,,0.67,37.52
2021-11-26,65,67.0,,0.67,43.550000000000004
2021-11-27,61,67.0,,0.67,40.870000000000005
2021-11-28,59,67.0,,0.67,39.53
2021-11-29,69,67.0,,0.67,46.230000000000004
2021-11-30,84,67.0,,0.67,56.28
2021-12-01,69,68.0,False,0.68,46.92
2021-12-02,71,68.0,,0.68,48.28
2021-12-03,67,68.0,,0.68,45.56
2021-12-04,57,68.0,,0.68,38.760000000000005
2021-12-05,58,68.0,,0.68,39.440000000000005
2021-12-06,69,68.0,,0.68,46.92
2021-12-07,74,68.0,,0.68,50.32
2021-12-08,67,68.0,,0.68,45.56
2021-12-09,69,68.0,,0.68,46.92
2021-12-10,65,68.0,,0.68,44.2
2021-12-11,60,68.0,,0.68,40.800000000000004
2021-12-12,59,68.0,,0.68,40.120000000000005
2021-12-13,75,68.0,,0.68,51.00000000000001
2021-12-14,73,68.0,,0.68,49.64
2021-12-15,83,68.0,,0.68,56.440000000000005
2021-12-16,78,68.0,,0.68,53.040000000000006
2021-12-17,70,68.0,,0.68,47.6
2021-12-18,65,68.0,,0.68,44.2
2021-12-19,64,68.0,,0.68,43.52
2021-12-20,78,68.0,,0.68,53.040000000000006
2021-12-21,80,68.0,,0.68,54.400000000000006
2021-12-22,77,68.0,,0.68,52.36000000000001
2021-12-23,78,68.0,,0.68,53.040000000000006
2021-12-24,75,68.0,,0.68,51.00000000000001
2021-12-25,88,68.0,,0.68,59.84
2021-12-26,99,68.0,,0.68,67.32000000000001
2021-12-27,100,68.0,,0.68,68.0
2021-12-28,90,68.0,,0.68,61.2
2021-12-29,88,68.0,,0.68,59.84
2021-12-30,79,68.0,,0.68,53.720000000000006
2021-12-31,62,68.0,,0.68,42.160000000000004
2022-01-01,51,73.0,False,0.73,37.23
2022-01-02,57,73.0,,0.73,41.61
2022-01-03,82,73.0,,0.73,59.86
2022-01-04,100,73.0,,0.73,73.0
2022-01-05,96,73.0,,0.73,70.08
2022-01-06,75,73.0,,0.73,54.75
2022-01-07,76,73.0,,0.73,55.48
2022-01-08,62,73.0,,0.73,45.26
2022-01-09,58,73.0,,0.73,42.339999999999996
2022-01-10,64,73.0,,0.73,46.72
2022-01-11,66,73.0,,0.73,48.18
2022-01-12,72,73.0,,0.73,52.56
2022-01-13,99,73.0,,0.73,72.27
2022-01-14,69,73.0,,0.73,50.37
2022-01-15,60,73.0,,0.73,43.8
2022-01-16,69,73.0,,0.73,50.37
2022-01-17,63,73.0,,0.73,45.99
2022-01-18,65,73.0,,0.73,47.449999999999996
2022-01-19,63,73.0,,0.73,45.99
2022-01-20,64,73.0,,0.73,46.72
2022-01-21,59,73.0,,0.73,43.07
2022-01-22,55,73.0,,0.73,40.15
2022-01-23,55,73.0,,0.73,40.15
2022-01-24,96,73.0,,0.73,70.08
2022-01-25,83,73.0,,0.73,60.589999999999996
2022-01-26,62,73.0,,0.73,45.26
2022-01-27,67,73.0,,0.73,48.91
2022-01-28,67,73.0,,0.73,48.91
2022-01-29,56,73.0,,0.73,40.879999999999995
2022-01-30,53,73.0,,0.73,38.69
2022-01-31,66,73.0,,0.73,48.18
2022-02-01,81,78.0,False,0.78,63.18
2022-02-02,71,78.0,,0.78,55.38
2022-02-03,74,78.0,,0.78,57.72
2022-02-04,76,78.0,,0.78,59.28
2022-02-05,65,78.0,,0.78,50.7
2022-02-06,61,78.0,,0.78,47.58
2022-02-07,80,78.0,,0.78,62.400000000000006
2022-02-08,86,78.0,,0.78,67.08
2022-02-09,87,78.0,,0.78,67.86
2022-02-10,96,78.0,,0.78,74.88
2022-02-11,74,78.0,,0.78,57.72
2022-02-12,68,78.0,,0.78,53.04
2022-02-13,67,78.0,,0.78,52.260000000000005
2022-02-14,82,78.0,,0.78,63.96
2022-02-15,95,78.0,,0.78,74.10000000000001
2022-02-16,100,78.0,,0.78,78.0
2022-02-17,92,78.0,,0.78,71.76
2022-02-18,82,78.0,,0.78,63.96
2022-02-19,67,78.0,,0.78,52.260000000000005
2022-02-20,62,78.0,,0.78,48.36
2022-02-21,78,78.0,,0.78,60.84
2022-02-22,86,78.0,,0.78,67.08
2022-02-23,89,78.0,,0.78,69.42
2022-02-24,79,78.0,,0.78,61.620000000000005
2022-02-25,79,78.0,,0.78,61.620000000000005
2022-02-26,65,78.0,,0.78,50.7
2022-02-27,72,78.0,,0.78,56.160000000000004
2022-02-28,91,78.0,,0.78,70.98
2022-03-01,73,85.0,False,0.85,62.05
2022-03-02,91,85.0,,0.85,77.35
2022-03-03,85,85.0,,0.85,72.25
2022-03-04,77,85.0,,0.85,65.45
2022-03-05,76,85.0,,0.85,64.6
2022-03-06,80,85.0,,0.85,68.0
2022-03-07,87,85.0,,0.85,73.95
2022-03-08,87,85.0,,0.85,73.95
2022-03-09,94,85.0,,0.85,79.89999999999999
2022-03-10,87,85.0,,0.85,73.95
2022-03-11,80,85.0,,0.85,68.0
2022-03-12,69,85.0,,0.85,58.65
2022-03-13,68,85.0,,0.85,57.8
2022-03-14,90,85.0,,0.85,76.5
2022-03-15,96,85.0,,0.85,81.6
2022-03-16,100,85.0,,0.85,85.0
2022-03-17,83,85.0,,0.85,70.55
2022-03-18,84,85.0,,0.85,71.39999999999999
2022-03-19,65,85.0,,0.85,55.25
2022-03-20,64,85.0,,0.85,54.4
2022-03-21,83,85.0,,0.85,70.55
2022-03-22,82,85.0,,0.85,69.7
2022-03-23,84,85.0,,0.85,71.39999999999999
2022-03-24,78,85.0,,0.85,66.3
2022-03-25,74,85.0,,0.85,62.9
2022-03-26,68,85.0,,0.85,57.8
2022-03-27,73,85.0,,0.85,62.05
2022-03-28,82,85.0,,0.85,69.7
2022-03-29,79,85.0,,0.85,67.14999999999999
2022-03-30,92,85.0,,0.85,78.2
2022-03-31,79,85.0,,0.85,67.14999999999999
2022-04-01,100,78.0,False,0.78,78.0
2022-04-02,81,78.0,,0.78,63.18
2022-04-03,83,78.0,,0.78,64.74000000000001
2022-04-04,95,78.0,,0.78,74.10000000000001
2022-04-05,100,78.0,,0.78,78.0
2022-04-06,100,78.0,,0.78,78.0
2022-04-07,92,78.0,,0.78,71.76
2022-04-08,95,78.0,,0.78,74.10000000000001
2022-04-09,88,78.0,,0.78,68.64
2022-04-10,79,78.0,,0.78,61.620000000000005
2022-04-11,92,78.0,,0.78,71.76
2022-04-12,91,78.0,,0.78,70.98
2022-04-13,96,78.0,,0.78,74.88
2022-04-14,93,78.0,,0.78,72.54
2022-04-15,98,78.0,,0.78,76.44
2022-04-16,80,78.0,,0.78,62.400000000000006
2022-04-17,72,78.0,,0.78,56.160000000000004
2022-04-18,100,78.0,,0.78,78.0
2022-04-19,94,78.0,,0.78,73.32000000000001
2022-04-20,100,78.0,,0.78,78.0
2022-04-21,82,78.0,,0.78,63.96
2022-04-22,89,78.0,,0.78,69.42
2022-04-23,80,78.0,,0.78,62.400000000000006
2022-04-24,77,78.0,,0.78,60.06
2022-04-25,92,78.0,,0.78,71.76
2022-04-26,95,78.0,,0.78,74.10000000000001
2022-04-27,94,78.0,,0.78,73.32000000000001
2022-04-28,91,78.0,,0.78,70.98
2022-04-29,92,78.0,,0.78,71.76
2022-04-30,80,78.0,,0.78,62.400000000000006
2022-05-01,69,82.0,False,0.82,56.58
2022-05-02,89,82.0,,0.82,72.97999999999999
2022-05-03,85,82.0,,0.82,69.7
2022-05-04,100,82.0,,0.82,82.0
2022-05-05,86,82.0,,0.82,70.52
2022-05-06,84,82.0,,0.82,68.88
2022-05-07,89,82.0,,0.82,72.97999999999999
2022-05-08,81,82.0,,0.82,66.42
2022-05-09,92,82.0,,0.82,75.44
2022-05-10,94,82.0,,0.82,77.08
2022-05-11,94,82.0,,0.82,77.08
2022-05-12,88,82.0,,0.82,72.16
2022-05-13,91,82.0,,0.82,74.61999999999999
2022-05-14,72,82.0,,0.82,59.04
2022-05-15,67,82.0,,0.82,54.94
2022-05-16,80,82.0,,0.82,65.6
2022-05-17,95,82.0,,0.82,77.89999999999999
2022-05-18,86,82.0,,0.82,70.52
2022-05-19,84,82.0,,0.82,68.88
2022-05-20,81,82.0,,0.82,66.42
2022-05-21,92,82.0,,0.82,75.44
2022-05-22,89,82.0,,0.82,72.97999999999999
2022-05-23,89,82.0,,0.82,72.97999999999999
2022-05-24,96,82.0,,0.82,78.72
2022-05-25,84,82.0,,0.82,68.88
2022-05-26,89,82.0,,0.82,72.97999999999999
2022-05-27,80,82.0,,0.82,65.6
2022-05-28,69,82.0,,0.82,56.58
2022-05-29,60,82.0,,0.82,49.199999999999996
2022-05-30,77,82.0,,0.82,63.13999999999999
2022-05-31,94,82.0,,0.82,77.08
2022-06-01,93,82.0,False,0.82,76.25999999999999
2022-06-02,88,82.0,,0.82,72.16
2022-06-03,85,82.0,,0.82,69.7
2022-06-04,71,82.0,,0.82,58.22
2022-06-05,69,82.0,,0.82,56.58
2022-06-06,93,82.0,,0.82,76.25999999999999
2022-06-07,93,82.0,,0.82,76.25999999999999
2022-06-08,94,82.0,,0.82,77.08
2022-06-09,89,82.0,,0.82,72.97999999999999
2022-06-10,100,82.0,,0.82,82.0
2022-06-11,86,82.0,,0.82,70.52
2022-06-12,79,82.0,,0.82,64.78
2022-06-13,91,82.0,,0.82,74.61999999999999
2022-06-14,96,82.0,,0.82,78.72
2022-06-15,91,82.0,,0.82,74.61999999999999
2022-06-16,83,82.0,,0.82,68.06
2022-06-17,84,82.0,,0.82,68.88
2022-06-18,69,82.0,,0.82,56.58
2022-06-19,65,82.0,,0.82,53.3
2022-06-20,84,82.0,,0.82,68.88
2022-06-21,88,82.0,,0.82,72.16
2022-06-22,82,82.0,,0.82,67.24
2022-06-23,91,82.0,,0.82,74.61999999999999
2022-06-24,91,82.0,,0.82,74.61999999999999
2022-06-25,78,82.0,,0.82,63.959999999999994
2022-06-26,69,82.0,,0.82,56.58
