,Date,Price,Volume,Market_cap,crypto_name,crypto_price
0,2023-12-31,0.22314681,29461149.002834,1786534678.9425128,Algorand,9.66
1,2023-12-30,0.22163253,29828789.454091,1774411222.6886425,Algorand,0.0
2,2023-12-29,0.22671247,61617652.139354,1815081645.1517065,Algorand,6.09
3,2023-12-28,0.23380164,63067866.808113,1871838291.316536,Algorand,0.0
4,2023-12-27,0.22901481,40239818.705981,1833514463.8333168,Algorand,8.82
5,2023-12-26,0.23484356,60934163.732293,1880179963.0078433,Algorand,0.0
6,2023-12-25,0.23806571,45286885.118008,1905976784.2106051,Algorand,12.81
7,2023-12-24,0.23146264,68631609.972081,1853112001.0924213,Algorand,10.08
8,2023-12-23,0.23533641,61189963.914129,1884125781.992084,Algorand,12.39
9,2023-12-22,0.24002992,162342034.012119,1921702418.1806304,Algorand,16.169999999999998
10,2023-12-21,0.22286944,95700142.919804,1784314024.092194,Algorand,6.93
11,2023-12-20,0.19815609,41583900.645757,1586456585.7217183,Algorand,10.29
12,2023-12-19,0.19221296,39778781.79174,1538875336.9274716,Algorand,5.88
13,2023-12-18,0.19539647,40720885.870884,1564362764.5718527,Algorand,0.0
14,2023-12-17,0.19070395,26012791.934556,1526794014.2732718,Algorand,8.4
15,2023-12-16,0.19790531,33200530.649301,1584448774.6628568,Algorand,4.62
16,2023-12-15,0.19592939,47629943.873304,1568629411.115937,Algorand,6.3
17,2023-12-14,0.21579537,81798684.254153,1727678322.647863,Algorand,12.39
18,2023-12-13,0.20083973,73000448.720507,1607942033.9841409,Algorand,3.36
19,2023-12-12,0.19811909,90923726.74667,1586160386.6530907,Algorand,6.51
20,2023-12-11,0.20192337,108330705.628853,1616617817.7243829,Algorand,0.0
21,2023-12-10,0.20082167,65340130.499321,1607797443.2329206,Algorand,9.45
22,2023-12-09,0.200068,192664581.165306,1601763535.336564,Algorand,16.8
23,2023-12-08,0.18451494,83348305.984109,1477244221.9467323,Algorand,19.32
24,2023-12-07,0.16421996,44717751.807619,1314760687.3615117,Algorand,8.82
25,2023-12-06,0.15311086,36706379.259967,1225820178.3127422,Algorand,3.99
26,2023-12-05,0.15373542,31581568.422416,1230820443.565239,Algorand,0.0
27,2023-12-04,0.15283097,95106353.481918,1223579338.7028692,Algorand,21.0
28,2023-12-03,0.15120703,47835198.29102,1210577927.575115,Algorand,9.03
29,2023-12-02,0.14800835,29305678.357867,1184968985.9605198,Algorand,0.0
30,2023-12-01,0.13927035,30518891.120227,1115011747.9234672,Algorand,0.0
31,2023-11-30,0.13373363,31892621.401656,1070684225.3494412,Algorand,2.52
32,2023-11-29,0.13401036,20013620.048538,1072899743.116722,Algorand,2.76
33,2023-11-28,0.13291968,13831524.95413,1064167683.4436218,Algorand,0.0
34,2023-11-27,0.13175817,18870610.39919,1054868521.0337132,Algorand,0.0
35,2023-11-26,0.13622619,17882545.159482,1090639885.642599,Algorand,0.0
36,2023-11-25,0.14032808,20767008.861997,1123480007.9510126,Algorand,0.0
37,2023-11-24,0.13354285,16929353.769894,1069156799.6121156,Algorand,0.0
38,2023-11-23,0.13062642,16382583.88384,1045807614.383719,Algorand,0.0
39,2023-11-22,0.13244267,23637914.802203,1060348685.9577358,Algorand,0.0
40,2023-11-21,0.12445876,41482598.112087,996428741.9681054,Algorand,3.12
41,2023-11-20,0.14125547,44248373.227455,1130904779.7808726,Algorand,0.0
42,2023-11-19,0.14152106,19559005.609796,1133031134.6317408,Algorand,3.12
43,2023-11-18,0.13444062,18624257.707339,1076344442.344092,Algorand,3.84
44,2023-11-17,0.13627451,29268714.965744,1091026738.4488778,Algorand,3.0
45,2023-11-16,0.13568153,42436253.409732,1086279254.4746184,Algorand,4.68
46,2023-11-15,0.14232276,38854309.589901,1139449570.6523018,Algorand,3.12
47,2023-11-14,0.12894185,34096262.420981,1032320779.2599336,Algorand,12.0
48,2023-11-13,0.1333913,41009828.136726,1067943675.4308152,Algorand,2.88
49,2023-11-12,0.14601343,57912629.355458,1168276484.7250764,Algorand,0.0
50,2023-11-11,0.13344577,39930434.619101,1067720778.3170804,Algorand,3.36
51,2023-11-10,0.12801804,30708025.242847,1024292838.4187644,Algorand,4.32
52,2023-11-09,0.12391081,49942179.573348,991430344.0856605,Algorand,0.0
53,2023-11-08,0.12717877,20429629.954004,1017577950.6261858,Algorand,1.44
54,2023-11-07,0.12367907,29231783.263372,989576407.8060508,Algorand,0.0
55,2023-11-06,0.12911192,34327925.864197,1033045676.3163804,Algorand,4.68
56,2023-11-05,0.12156462,42843240.30721,963420426.8335164,Algorand,3.48
57,2023-11-04,0.11489409,22143458.036742,910555470.1286612,Algorand,1.7999999999999998
58,2023-11-03,0.11158832,23918825.32168,884378818.0015267,Algorand,0.0
59,2023-11-02,0.11126232,30052871.550687,881795257.6272006,Algorand,0.0
60,2023-11-01,0.11427269,28357958.060426,905653718.4632488,Algorand,0.0
61,2023-10-31,0.10932742,27159155.405378,866460659.7169868,Algorand,3.51
62,2023-10-30,0.11230957,33486389.220101,890095411.4853418,Algorand,4.32
63,2023-10-29,0.10638706,17851760.851245,843157443.1155603,Algorand,3.15
64,2023-10-28,0.10178049,11791314.349721,806648727.5235977,Algorand,3.87
65,2023-10-27,0.09923403,14059759.865035,786469321.0363455,Algorand,0.0
66,2023-10-26,0.10116575,25041717.947763,801779106.2039218,Algorand,1.71
67,2023-10-25,0.10093605,23225891.279679,799959265.6365683,Algorand,2.61
68,2023-10-24,0.10079455,45753236.070014,798838039.8397378,Algorand,4.859999999999999
69,2023-10-23,0.09814073,26460334.830042,778044922.9566063,Algorand,9.0
70,2023-10-22,0.09415386,32963902.455984,746437640.2487978,Algorand,3.87
71,2023-10-21,0.09411017,39321164.929834,746018824.152957,Algorand,0.0
72,2023-10-20,0.09129299,35887458.545168,723686763.5079165,Algorand,0.0
73,2023-10-19,0.08965195,28824577.551741,710678136.9383065,Algorand,2.52
74,2023-10-18,0.08996947,26063054.43572,713195174.8292564,Algorand,0.0
75,2023-10-17,0.09141782,28484403.782027,724676477.184723,Algorand,0.0
76,2023-10-16,0.09486191,36749513.595048,751978185.1012461,Algorand,0.0
77,2023-10-15,0.09438765,20191518.53501,748028396.5930375,Algorand,0.0
78,2023-10-14,0.09527517,15329785.075756,755062139.184688,Algorand,3.69
79,2023-10-13,0.09506266,17305788.754666,753378076.1181211,Algorand,3.87
80,2023-10-12,0.09363852,19402802.057385,741555793.7091663,Algorand,0.0
81,2023-10-11,0.09507514,25294272.056763,752543139.8016676,Algorand,1.71
82,2023-10-10,0.0953185,28286577.553299,753706882.1682711,Algorand,2.07
83,2023-10-09,0.09671682,37555521.971865,764763846.5992167,Algorand,0.0
84,2023-10-08,0.1013311,29068973.26683,801250216.5657619,Algorand,0.0
85,2023-10-07,0.09999748,17561645.593629,790705055.9988222,Algorand,0.0
86,2023-10-06,0.10081408,22600469.645635,797162343.5020026,Algorand,0.0
87,2023-10-05,0.10013656,22821467.894388,791789746.5897712,Algorand,0.0
88,2023-10-04,0.09934829,35676656.500442,785532379.2973964,Algorand,0.0
89,2023-10-03,0.10098961,18451475.099551,791020438.7274984,Algorand,1.89
90,2023-10-02,0.10141994,24491295.601105,794348963.9647299,Algorand,0.0
91,2023-10-01,0.10620173,24361688.908276,831801334.2374681,Algorand,3.87
92,2023-09-30,0.10327475,18522470.100394,808877892.7946032,Algorand,0.0
93,2023-09-29,0.1014681,25115725.412337,794728100.7554703,Algorand,0.0
94,2023-09-28,0.09758197,21479606.152644,764290868.6567411,Algorand,0.0
95,2023-09-27,0.09571889,23900011.185948,749698721.9794852,Algorand,2.08
96,2023-09-26,0.09551762,19050623.529503,748122384.1447964,Algorand,2.16
97,2023-09-25,0.09763642,22044303.771751,764458965.1711706,Algorand,4.16
98,2023-09-24,0.10123142,15149087.513105,792606663.1964304,Algorand,0.0
99,2023-09-23,0.10076146,15395841.226914,788927074.15267,Algorand,4.88
100,2023-09-22,0.10203141,27779906.899744,798870423.8887823,Algorand,2.96
101,2023-09-21,0.09754683,36949232.920428,763726064.2289754,Algorand,0.0
102,2023-09-20,0.10038246,34512390.420897,785917400.9449501,Algorand,0.0
103,2023-09-19,0.097135,14106931.782035,760492410.1175039,Algorand,2.64
104,2023-09-18,0.09640325,16137596.796725,754763432.5238152,Algorand,0.0
105,2023-09-17,0.09516286,15472291.016639,745052158.0691342,Algorand,3.52
106,2023-09-16,0.09757819,17797679.933438,763962411.9675041,Algorand,6.4
107,2023-09-15,0.09638215,17858876.761197,754598403.6920515,Algorand,0.0
108,2023-09-14,0.09342216,20664655.890351,731425007.6100526,Algorand,2.72
109,2023-09-13,0.0909042,17133549.30433,711711371.0444183,Algorand,0.0
110,2023-09-12,0.08941668,16216746.319716,699995981.9732814,Algorand,0.0
111,2023-09-11,0.0886574,23239408.328518,694051993.5868186,Algorand,6.0
112,2023-09-10,0.09194996,25462204.577101,719827839.6035693,Algorand,0.0
113,2023-09-09,0.09413718,12970309.403065,736950511.698681,Algorand,2.64
114,2023-09-08,0.09628257,20034873.943196,753745658.02539,Algorand,3.12
115,2023-09-07,0.09778985,27721248.101661,765545423.4084878,Algorand,8.0
116,2023-09-06,0.09416471,18239950.753621,737166153.3132467,Algorand,5.76
117,2023-09-05,0.09415159,15574587.544781,737051793.9509238,Algorand,5.28
118,2023-09-04,0.09394536,16430209.012834,735437365.1730659,Algorand,0.0
119,2023-09-03,0.09448478,13166602.020561,739660208.0333098,Algorand,0.0
120,2023-09-02,0.09444405,12729021.469391,739341431.8815981,Algorand,0.0
121,2023-09-01,0.0920314,35573848.690119,720454361.2023932,Algorand,3.12
122,2023-08-31,0.09317741,30697454.875819,729425811.6322051,Algorand,0.0
123,2023-08-30,0.09677444,20524722.244495,757584696.6114804,Algorand,6.090000000000001
124,2023-08-29,0.10062568,31892990.790631,787733638.5055928,Algorand,0.0
125,2023-08-28,0.09722753,18992291.46292,761015685.295014,Algorand,0.0
126,2023-08-27,0.09521755,13835670.15302,745283349.9291991,Algorand,3.08
127,2023-08-26,0.09547676,14051586.466239,747312294.9560826,Algorand,0.0
128,2023-08-25,0.09690437,22171745.170972,758487094.8315974,Algorand,0.0
129,2023-08-24,0.09741581,20264664.667004,762490268.0504464,Algorand,0.0
130,2023-08-23,0.09871514,23305619.116582,772660420.4157826,Algorand,0.0
131,2023-08-22,0.09703672,28186199.408412,759523236.0264895,Algorand,4.2700000000000005
132,2023-08-21,0.09630134,25553295.599364,753767384.3243521,Algorand,0.0
133,2023-08-20,0.09720883,19450527.027206,760870553.3661867,Algorand,0.0
134,2023-08-19,0.096795,25031515.233208,757631542.2967622,Algorand,0.0
135,2023-08-18,0.09538654,41163118.957844,746607354.1058557,Algorand,0.0
136,2023-08-17,0.09333303,55612929.918472,730534252.8971821,Algorand,0.0
137,2023-08-16,0.10259371,53695766.591337,802868115.0777006,Algorand,6.44
138,2023-08-15,0.1083723,43284360.058942,848089747.6116629,Algorand,0.0
139,2023-08-14,0.11476941,35499618.853396,896688123.1238623,Algorand,6.0200000000000005
140,2023-08-13,0.11685088,38004037.023138,912950642.1785756,Algorand,0.0
141,2023-08-12,0.11552372,25300356.165546,902581706.828966,Algorand,0.0
142,2023-08-11,0.11219749,23735065.359018,876313566.4188272,Algorand,0.0
143,2023-08-10,0.11247433,28569704.037033,878475913.8778449,Algorand,2.5900000000000003
144,2023-08-09,0.11295147,39113123.874474,882202714.9631425,Algorand,5.95
145,2023-08-08,0.11299942,79082717.956531,882571000.5184574,Algorand,5.250000000000001
146,2023-08-07,0.11192427,44901244.010351,874013718.3160225,Algorand,0.0
147,2023-08-06,0.10970506,25290032.935905,856684040.8148052,Algorand,7.000000000000001
148,2023-08-05,0.10649948,17919319.250123,831651818.6573322,Algorand,3.78
149,2023-08-04,0.10598632,22255512.246932,827644615.7245841,Algorand,3.22
150,2023-08-03,0.10628388,23679734.197743,829753076.8954886,Algorand,2.87
151,2023-08-02,0.10682799,39075482.660612,834002424.531549,Algorand,2.9400000000000004
152,2023-08-01,0.11071257,43854967.797754,864329316.5182601,Algorand,0.0
153,2023-07-31,0.10971586,42871157.467152,856355928.1601673,Algorand,4.94
154,2023-07-30,0.10952174,28844781.172634,854234644.6472123,Algorand,0.0
155,2023-07-29,0.1113606,21064000.14261,868577242.6494646,Algorand,9.23
156,2023-07-28,0.11048477,32765638.186113,861746103.4360322,Algorand,7.0200000000000005
157,2023-07-27,0.10994322,25793600.415749,857522326.961351,Algorand,5.720000000000001
158,2023-07-26,0.11098124,30654309.771532,865618662.4582181,Algorand,0.0
159,2023-07-25,0.11004477,24832428.580747,858241011.9812311,Algorand,0.0
160,2023-07-24,0.10970786,37059547.462135,855613516.4372573,Algorand,0.0
161,2023-07-23,0.11621902,32271401.09789,905813200.9448024,Algorand,0.0
162,2023-07-22,0.1146125,31742926.999613,893292106.0501026,Algorand,0.0
163,2023-07-21,0.11545792,31764646.764273,899881447.5054413,Algorand,0.0
164,2023-07-20,0.11503443,44506229.837975,896270014.2641213,Algorand,11.44
165,2023-07-19,0.11385819,43844876.973319,887106357.319758,Algorand,7.67
166,2023-07-18,0.11398659,50167662.840371,885884883.1479758,Algorand,5.8500000000000005
167,2023-07-17,0.12025569,95712573.041599,927281191.8844124,Algorand,0.0
168,2023-07-16,0.11581119,52611888.187792,893010075.3459971,Algorand,7.28
169,2023-07-15,0.11364681,35877085.306887,876320876.0363947,Algorand,13.0
170,2023-07-14,0.11342246,106747928.061576,874591014.1199863,Algorand,7.15
171,2023-07-13,0.12184706,151237669.336809,936199430.1803856,Algorand,11.05
172,2023-07-12,0.10584062,32560708.296725,809781598.0301495,Algorand,0.0
173,2023-07-11,0.10873252,38897570.133335,828037562.2088083,Algorand,4.16
174,2023-07-10,0.11002265,35531291.451969,833733539.0232773,Algorand,0.0
175,2023-07-09,0.11059738,22647041.109331,837797539.9205296,Algorand,5.8500000000000005
176,2023-07-08,0.11169848,24532609.913027,846138664.439964,Algorand,5.98
177,2023-07-07,0.11257389,28882861.722088,852770157.439664,Algorand,0.0
178,2023-07-06,0.11318643,32912638.6453,853827304.9302765,Algorand,7.41
179,2023-07-05,0.11991357,30178230.072801,901242879.2615968,Algorand,5.59
180,2023-07-04,0.12402448,29891899.284634,928806353.506253,Algorand,6.63
181,2023-07-03,0.1282786,44214491.089259,950516366.3622148,Algorand,4.68
182,2023-07-02,0.12366816,38363221.098507,912986235.1273364,Algorand,8.84
183,2023-07-01,0.12769009,39487388.392785,942678357.0083612,Algorand,0.0
184,2023-06-30,0.12161969,45449768.382301,897863436.931239,Algorand,0.0
185,2023-06-29,0.12020805,28064361.027959,884102889.5384953,Algorand,4.4399999999999995
186,2023-06-28,0.11875774,39449586.778781,870109776.3925214,Algorand,0.0
187,2023-06-27,0.12733887,33558787.311535,929638150.4036047,Algorand,0.0
188,2023-06-26,0.12943657,44392197.179074,941607837.8699976,Algorand,3.84
189,2023-06-25,0.13712661,29162055.862021,994214300.3035125,Algorand,4.08
190,2023-06-24,0.13295397,27069715.569625,963961225.727656,Algorand,3.48
191,2023-06-23,0.13547933,41485947.959593,982270915.6798255,Algorand,7.199999999999999
192,2023-06-22,0.12514735,34793909.78547,907360810.1552233,Algorand,2.76
193,2023-06-21,0.12577443,35613320.262484,911907443.1231816,Algorand,8.76
194,2023-06-20,0.12148503,23860959.819193,880779379.3193755,Algorand,0.0
195,2023-06-19,0.11602864,21666757.841142,841194049.7941688,Algorand,0.0
196,2023-06-18,0.11507144,20319914.863046,834254381.1702006,Algorand,3.72
197,2023-06-17,0.11852885,25991473.883671,859320288.1681154,Algorand,0.0
198,2023-06-16,0.11594471,24874652.632946,840585644.4649303,Algorand,4.56
199,2023-06-15,0.11210703,39683886.435461,812704566.9116627,Algorand,12.0
200,2023-06-14,0.11303657,31914629.790255,819443237.6075485,Algorand,10.68
201,2023-06-13,0.113146,30097203.994396,820236740.5995457,Algorand,2.16
202,2023-06-12,0.11283071,32609440.225734,817951181.1223129,Algorand,0.0
203,2023-06-11,0.1107349,31385834.093644,802757931.9510393,Algorand,0.0
204,2023-06-10,0.11105667,89238447.545654,805090652.0537447,Algorand,6.6
205,2023-06-09,0.12432458,30461054.608644,901274788.8923812,Algorand,0.0
206,2023-06-08,0.12336711,51446077.703957,894333881.5403005,Algorand,5.64
207,2023-06-07,0.12509335,43544472.081537,906810848.5308954,Algorand,4.32
208,2023-06-06,0.13751824,48217312.780796,996879998.1512488,Algorand,3.36
209,2023-06-05,0.1383171,55801422.893923,1002394508.1093272,Algorand,0.0
210,2023-06-04,0.1521192,20963492.980321,1102229407.6367085,Algorand,4.08
211,2023-06-03,0.15179457,18974658.476343,1099877270.1086454,Algorand,0.0
212,2023-06-02,0.15182286,25406851.929865,1100082341.8406146,Algorand,2.16
213,2023-06-01,0.14829601,27190633.649387,1074293906.0327632,Algorand,0.0
214,2023-05-31,0.14776656,31748684.842622,1070458561.009146,Algorand,3.24
215,2023-05-30,0.15146258,33833583.92477,1097233586.3037076,Algorand,5.9399999999999995
216,2023-05-29,0.15163339,27776451.316634,1098336967.206465,Algorand,0.0
217,2023-05-28,0.15315107,33250116.389573,1109108034.3338745,Algorand,6.4799999999999995
218,2023-05-27,0.15055835,28532344.708938,1090331839.1534686,Algorand,5.58
219,2023-05-26,0.14997057,33806194.678284,1086075269.977409,Algorand,3.42
220,2023-05-25,0.15022871,51355905.1096,1087945151.0390224,Algorand,9.0
221,2023-05-24,0.15427805,41063400.833119,1117046133.6450193,Algorand,0.0
222,2023-05-23,0.16236098,24036773.115316,1175618308.648585,Algorand,0.0
223,2023-05-22,0.16130193,23576091.163925,1167949969.4712484,Algorand,3.5999999999999996
224,2023-05-21,0.16156919,22386444.997863,1169885236.815995,Algorand,0.0
225,2023-05-20,0.16464796,20996603.808941,1190070482.193175,Algorand,8.459999999999999
226,2023-05-19,0.16495844,27610957.048911,1192313977.1688347,Algorand,0.0
227,2023-05-18,0.16527417,35926892.358163,1194596188.5919244,Algorand,0.0
228,2023-05-17,0.17220368,38518751.544251,1244623771.3890483,Algorand,6.75
229,2023-05-16,0.16939349,32597775.08137,1224098759.8775148,Algorand,0.0
230,2023-05-15,0.16691609,30095497.794296,1206196258.837571,Algorand,0.0
231,2023-05-14,0.16303394,22433310.88538,1178142552.7609432,Algorand,0.0
232,2023-05-13,0.16279932,24079454.685003,1176447178.8091826,Algorand,0.0
233,2023-05-12,0.16536704,46462891.475307,1195002569.028772,Algorand,4.95
234,2023-05-11,0.16259034,37519474.965813,1174937268.41787,Algorand,0.0
235,2023-05-10,0.16881633,48114251.172026,1219928691.910755,Algorand,7.109999999999999
236,2023-05-09,0.16520104,30264019.429428,1193801480.036473,Algorand,3.78
237,2023-05-08,0.16435467,54791446.875954,1187687367.0709038,Algorand,0.0
238,2023-05-07,0.17365564,21429571.954976,1254899721.8015811,Algorand,0.0
239,2023-05-06,0.17629693,36262266.832365,1273986610.698092,Algorand,5.04
240,2023-05-05,0.18227895,39630641.518979,1317195968.8004892,Algorand,0.0
241,2023-05-04,0.17716399,29666874.200298,1280252807.9901254,Algorand,3.15
242,2023-05-03,0.18101632,34699028.451591,1310728054.1335838,Algorand,2.79
243,2023-05-02,0.17877853,32305080.514419,1294524519.3701248,Algorand,5.04
244,2023-05-01,0.17731358,40325214.336738,1283917084.1202822,Algorand,2.07
245,2023-04-30,0.18095892,31938658.321754,1310159263.6796088,Algorand,3.41
246,2023-04-29,0.18373775,30117514.134372,1330434421.6756358,Algorand,0.0
247,2023-04-28,0.18399091,38688131.076805,1331614495.8138125,Algorand,0.0
248,2023-04-27,0.18389044,52400302.360828,1329564337.976692,Algorand,0.0
249,2023-04-26,0.18067993,76861533.898005,1306351881.3264697,Algorand,1.76
250,2023-04-25,0.18799173,48221957.658908,1359217837.9722197,Algorand,0.0
251,2023-04-24,0.18549177,39385384.162244,1341142737.5243208,Algorand,0.0
252,2023-04-23,0.18833801,36903829.36941,1361721745.4369202,Algorand,0.0
253,2023-04-22,0.19044537,39805199.570744,1376958518.2008164,Algorand,0.0
254,2023-04-21,0.18597471,82708087.667513,1344634880.0740657,Algorand,3.96
255,2023-04-20,0.19096089,125635557.276692,1378448128.649739,Algorand,0.0
256,2023-04-19,0.19941668,106767824.030738,1439486121.3300486,Algorand,2.31
257,2023-04-18,0.22249117,77183655.287942,1603670549.8861623,Algorand,1.98
258,2023-04-17,0.22077334,122476242.092006,1591288910.9209998,Algorand,9.46
259,2023-04-16,0.23484975,52391687.095435,1692748983.797012,Algorand,0.0
260,2023-04-15,0.2324653,75772643.126837,1675562536.8481684,Algorand,11.0
261,2023-04-14,0.22797074,115408888.533204,1642759511.972612,Algorand,4.73
262,2023-04-13,0.22148445,74446970.425364,1593806868.6187482,Algorand,6.16
263,2023-04-12,0.21422967,64469075.507983,1541557810.5636196,Algorand,0.0
264,2023-04-11,0.21973814,55853364.796974,1581196100.2279055,Algorand,3.63
265,2023-04-10,0.22054599,43590360.825783,1587010917.687106,Algorand,7.04
266,2023-04-09,0.21625409,33800375.834208,1556127256.4254832,Algorand,6.6
267,2023-04-08,0.2157568,39031933.15816,1552551945.5358162,Algorand,0.0
268,2023-04-07,0.21879359,38354722.008098,1574254800.501966,Algorand,0.0
269,2023-04-06,0.21733948,45258098.83761,1563813100.2319078,Algorand,2.86
270,2023-04-05,0.22245196,56319880.248143,1585567169.722049,Algorand,2.97
271,2023-04-04,0.21848049,46613965.533357,1557170360.0651782,Algorand,4.18
272,2023-04-03,0.21393791,59197807.064805,1528755210.579698,Algorand,1.76
273,2023-04-02,0.21438631,43313882.287302,1531959354.9419873,Algorand,3.74
274,2023-04-01,0.22323068,44632884.327193,1595159415.1038582,Algorand,3.52
275,2023-03-31,0.22557219,69802096.109929,1608774079.6662211,Algorand,3.640000000000001
