,date,VISA
4268,2015-09-08,0.0
4269,2015-09-09,3.92
4270,2015-09-10,14.000000000000002
4271,2015-09-11,0.0
4272,2015-09-12,0.0
4273,2015-09-13,5.180000000000001
4274,2015-09-14,0.0
4275,2015-09-15,5.880000000000001
4276,2015-09-16,2.9400000000000004
4277,2015-09-17,0.0
4278,2015-09-18,9.1
4279,2015-09-19,0.0
4280,2015-09-20,0.0
4281,2015-09-21,0.0
4282,2015-09-22,2.5200000000000005
4283,2015-09-23,0.0
4284,2015-09-24,3.3600000000000003
4285,2015-09-25,4.9
4286,2015-09-26,0.0
4287,2015-09-27,0.0
4288,2015-09-28,3.3600000000000003
4289,2015-09-29,0.0
4290,2015-09-30,5.040000000000001
4291,2015-10-01,5.6000000000000005
4292,2015-10-02,0.0
4293,2015-10-03,0.0
4294,2015-10-04,0.0
4295,2015-10-05,7.280000000000001
4296,2015-10-06,4.760000000000001
4297,2015-10-07,4.62
4298,2015-10-08,4.62
4299,2015-10-09,0.0
4300,2015-10-10,0.0
4301,2015-10-11,8.680000000000001
4302,2015-10-12,6.16
4303,2015-10-13,7.56
4304,2015-10-14,0.0
4305,2015-10-15,6.16
4306,2015-10-16,0.0
4307,2015-10-17,0.0
4308,2015-10-18,7.56
4309,2015-10-19,0.0
4310,2015-10-20,0.0
4311,2015-10-21,4.62
4312,2015-10-22,0.0
4313,2015-10-23,5.6000000000000005
4314,2015-10-24,0.0
4315,2015-10-25,4.0600000000000005
4316,2015-10-26,4.340000000000001
4317,2015-10-27,0.0
4318,2015-10-28,5.040000000000001
4319,2015-10-29,2.9400000000000004
4320,2015-10-30,0.0
4321,2015-10-31,14.000000000000002
4322,2015-11-01,6.9
4323,2015-11-02,13.2
4324,2015-11-03,11.4
4325,2015-11-04,9.3
4326,2015-11-05,13.95
4327,2015-11-06,3.9
4328,2015-11-07,0.0
4329,2015-11-08,0.0
4330,2015-11-09,15.0
4331,2015-11-10,0.0
4332,2015-11-11,4.05
4333,2015-11-12,12.75
4334,2015-11-13,9.75
4335,2015-11-14,5.85
4336,2015-11-15,0.0
4337,2015-11-16,13.05
4338,2015-11-17,12.75
4339,2015-11-18,0.0
4340,2015-11-19,8.7
4341,2015-11-20,8.1
4342,2015-11-21,4.95
4343,2015-11-22,6.75
4344,2015-11-23,0.0
4345,2015-11-24,6.0
4346,2015-11-25,5.55
4347,2015-11-26,0.0
4348,2015-11-27,5.7
4349,2015-11-28,0.0
4350,2015-11-29,0.0
4351,2015-11-30,6.6
4352,2015-12-01,14.000000000000002
4353,2015-12-02,5.32
4354,2015-12-03,0.0
4355,2015-12-04,5.180000000000001
4356,2015-12-05,0.0
4357,2015-12-06,0.0
4358,2015-12-07,0.0
4359,2015-12-08,0.0
4360,2015-12-09,3.92
4361,2015-12-10,7.98
4362,2015-12-11,5.6000000000000005
4363,2015-12-12,12.46
4364,2015-12-13,0.0
4365,2015-12-14,5.74
4366,2015-12-15,4.9
4367,2015-12-16,6.44
4368,2015-12-17,5.74
4369,2015-12-18,0.0
4370,2015-12-19,0.0
4371,2015-12-20,6.300000000000001
4372,2015-12-21,7.140000000000001
4373,2015-12-22,0.0
4374,2015-12-23,7.000000000000001
4375,2015-12-24,4.0600000000000005
4376,2015-12-25,7.840000000000001
4377,2015-12-26,7.700000000000001
4378,2015-12-27,0.0
4379,2015-12-28,0.0
4380,2015-12-29,0.0
4381,2015-12-30,4.340000000000001
4382,2015-12-31,9.94
4383,2016-01-01,11.4
4384,2016-01-02,0.0
4385,2016-01-03,0.0
4386,2016-01-04,3.8
4387,2016-01-05,0.0
4388,2016-01-06,10.64
4389,2016-01-07,12.16
4390,2016-01-08,13.3
4391,2016-01-09,0.0
4392,2016-01-10,0.0
4393,2016-01-11,4.75
4394,2016-01-12,14.25
4395,2016-01-13,19.0
4396,2016-01-14,7.41
4397,2016-01-15,0.0
4398,2016-01-16,5.13
4399,2016-01-17,0.0
4400,2016-01-18,6.2700000000000005
4401,2016-01-19,4.94
4402,2016-01-20,14.06
4403,2016-01-21,13.87
4404,2016-01-22,9.69
4405,2016-01-23,7.79
4406,2016-01-24,0.0
4407,2016-01-25,6.08
4408,2016-01-26,8.17
4409,2016-01-27,4.37
4410,2016-01-28,14.06
4411,2016-01-29,10.64
4412,2016-01-30,0.0
4413,2016-01-31,0.0
4414,2016-02-01,5.04
4415,2016-02-02,13.23
4416,2016-02-03,9.87
4417,2016-02-04,21.0
4418,2016-02-05,13.86
4419,2016-02-06,0.0
4420,2016-02-07,5.46
4421,2016-02-08,5.88
4422,2016-02-09,8.82
4423,2016-02-10,4.2
4424,2016-02-11,0.0
4425,2016-02-12,10.92
4426,2016-02-13,0.0
4427,2016-02-14,4.2
4428,2016-02-15,2.94
4429,2016-02-16,8.19
4430,2016-02-17,9.24
4431,2016-02-18,6.09
4432,2016-02-19,3.99
4433,2016-02-20,6.72
4434,2016-02-21,10.92
4435,2016-02-22,9.24
4436,2016-02-23,8.19
4437,2016-02-24,0.0
4438,2016-02-25,3.57
4439,2016-02-26,12.18
4440,2016-02-27,6.3
4441,2016-02-28,4.62
4442,2016-02-29,0.0
4443,2016-03-01,6.12
4444,2016-03-02,17.0
4445,2016-03-03,9.35
4446,2016-03-04,0.0
4447,2016-03-05,7.48
4448,2016-03-06,0.0
4449,2016-03-07,4.760000000000001
4450,2016-03-08,9.52
4451,2016-03-09,0.0
4452,2016-03-10,14.45
4453,2016-03-11,8.33
4454,2016-03-12,0.0
4455,2016-03-13,0.0
4456,2016-03-14,0.0
4457,2016-03-15,0.0
4458,2016-03-16,0.0
4459,2016-03-17,17.0
4460,2016-03-18,7.99
4461,2016-03-19,6.29
4462,2016-03-20,12.07
4463,2016-03-21,0.0
4464,2016-03-22,0.0
4465,2016-03-23,0.0
4466,2016-03-24,8.5
4467,2016-03-25,0.0
4468,2016-03-26,0.0
4469,2016-03-27,7.31
4470,2016-03-28,0.0
4471,2016-03-29,11.9
4472,2016-03-30,10.37
4473,2016-03-31,4.08
4474,2016-04-01,12.98
4475,2016-04-02,0.0
4476,2016-04-03,0.0
4477,2016-04-04,0.0
4478,2016-04-05,8.8
4479,2016-04-06,10.78
4480,2016-04-07,12.54
4481,2016-04-08,18.7
4482,2016-04-09,0.0
4483,2016-04-10,0.0
4484,2016-04-11,11.22
4485,2016-04-12,9.46
4486,2016-04-13,4.18
4487,2016-04-14,11.22
4488,2016-04-15,13.2
4489,2016-04-16,9.24
4490,2016-04-17,0.0
4491,2016-04-18,11.88
4492,2016-04-19,9.9
4493,2016-04-20,12.32
4494,2016-04-21,22.0
4495,2016-04-22,15.84
4496,2016-04-23,0.0
4497,2016-04-24,5.5
4498,2016-04-25,8.36
4499,2016-04-26,6.16
4500,2016-04-27,11.66
4501,2016-04-28,4.18
4502,2016-04-29,0.0
4503,2016-04-30,0.0
4504,2016-05-01,0.0
4505,2016-05-02,6.86
4506,2016-05-03,4.48
4507,2016-05-04,0.0
4508,2016-05-05,5.880000000000001
4509,2016-05-06,4.0600000000000005
4510,2016-05-07,0.0
4511,2016-05-08,0.0
4512,2016-05-09,0.0
4513,2016-05-10,3.640000000000001
4514,2016-05-11,6.86
4515,2016-05-12,3.92
4516,2016-05-13,0.0
4517,2016-05-14,8.120000000000001
4518,2016-05-15,4.2
4519,2016-05-16,0.0
4520,2016-05-17,7.280000000000001
4521,2016-05-18,14.000000000000002
4522,2016-05-19,5.74
4523,2016-05-20,0.0
4524,2016-05-21,0.0
4525,2016-05-22,0.0
4526,2016-05-23,4.340000000000001
4527,2016-05-24,2.66
4528,2016-05-25,8.96
4529,2016-05-26,0.0
4530,2016-05-27,8.680000000000001
4531,2016-05-28,0.0
4532,2016-05-29,0.0
4533,2016-05-30,6.16
4534,2016-05-31,5.180000000000001
4535,2016-06-01,0.0
4536,2016-06-02,9.36
4537,2016-06-03,18.0
4538,2016-06-04,0.0
4539,2016-06-05,0.0
4540,2016-06-06,6.66
4541,2016-06-07,4.14
4542,2016-06-08,10.62
4543,2016-06-09,11.34
4544,2016-06-10,8.28
4545,2016-06-11,0.0
4546,2016-06-12,0.0
4547,2016-06-13,5.4
4548,2016-06-14,0.0
4549,2016-06-15,3.24
4550,2016-06-16,10.62
4551,2016-06-17,6.48
4552,2016-06-18,0.0
4553,2016-06-19,0.0
4554,2016-06-20,6.48
4555,2016-06-21,6.66
4556,2016-06-22,0.0
4557,2016-06-23,0.0
4558,2016-06-24,9.0
4559,2016-06-25,6.12
4560,2016-06-26,9.18
4561,2016-06-27,7.199999999999999
4562,2016-06-28,4.32
4563,2016-06-29,3.78
4564,2016-06-30,6.84
4565,2016-07-01,0.0
4566,2016-07-02,0.0
4567,2016-07-03,0.0
4568,2016-07-04,0.0
4569,2016-07-05,4.2
4570,2016-07-06,9.0
4571,2016-07-07,0.0
4572,2016-07-08,7.68
4573,2016-07-09,4.08
4574,2016-07-10,0.0
4575,2016-07-11,10.44
4576,2016-07-12,5.88
4577,2016-07-13,0.0
4578,2016-07-14,3.96
4579,2016-07-15,4.56
4580,2016-07-16,10.56
4581,2016-07-17,0.0
4582,2016-07-18,9.48
4583,2016-07-19,12.0
4584,2016-07-20,0.0
4585,2016-07-21,6.24
4586,2016-07-22,6.12
4587,2016-07-23,0.0
4588,2016-07-24,5.52
4589,2016-07-25,4.92
4590,2016-07-26,4.2
4591,2016-07-27,4.8
4592,2016-07-28,4.44
4593,2016-07-29,0.0
4594,2016-07-30,10.2
4595,2016-07-31,0.0
4596,2016-08-01,5.04
4597,2016-08-02,3.0
4598,2016-08-03,0.0
4599,2016-08-04,0.0
4600,2016-08-05,0.0
4601,2016-08-06,2.28
4602,2016-08-07,0.0
4603,2016-08-08,2.16
4604,2016-08-09,2.88
4605,2016-08-10,0.0
4606,2016-08-11,7.68
4607,2016-08-12,0.0
4608,2016-08-13,0.0
4609,2016-08-14,0.0
4610,2016-08-15,0.0
4611,2016-08-16,3.84
4612,2016-08-17,4.44
4613,2016-08-18,3.72
4614,2016-08-19,2.64
4615,2016-08-20,3.96
4616,2016-08-21,0.0
4617,2016-08-22,0.0
4618,2016-08-23,2.76
4619,2016-08-24,2.76
4620,2016-08-25,4.08
4621,2016-08-26,0.0
4622,2016-08-27,4.56
4623,2016-08-28,0.0
4624,2016-08-29,0.0
4625,2016-08-30,2.76
4626,2016-08-31,12.0
4627,2016-09-01,4.9
4628,2016-09-02,5.460000000000001
4629,2016-09-03,0.0
4630,2016-09-04,0.0
4631,2016-09-05,0.0
4632,2016-09-06,0.0
4633,2016-09-07,9.1
4634,2016-09-08,0.0
4635,2016-09-09,3.92
4636,2016-09-10,0.0
4637,2016-09-11,4.340000000000001
4638,2016-09-12,13.44
4639,2016-09-13,6.720000000000001
4640,2016-09-14,8.82
4641,2016-09-15,0.0
4642,2016-09-16,0.0
4643,2016-09-17,5.6000000000000005
4644,2016-09-18,0.0
4645,2016-09-19,0.0
4646,2016-09-20,3.92
4647,2016-09-21,6.16
4648,2016-09-22,12.88
4649,2016-09-23,14.000000000000002
4650,2016-09-24,6.86
4651,2016-09-25,4.340000000000001
4652,2016-09-26,0.0
4653,2016-09-27,10.78
4654,2016-09-28,0.0
4655,2016-09-29,8.96
4656,2016-09-30,0.0
4657,2016-10-01,0.0
4658,2016-10-02,0.0
4659,2016-10-03,2.88
4660,2016-10-04,3.84
4661,2016-10-05,2.76
4662,2016-10-06,1.92
4663,2016-10-07,0.0
4664,2016-10-08,0.0
4665,2016-10-09,0.0
4666,2016-10-10,1.92
4667,2016-10-11,0.0
4668,2016-10-12,2.88
4669,2016-10-13,3.6
4670,2016-10-14,5.64
4671,2016-10-15,0.0
4672,2016-10-16,0.0
4673,2016-10-17,3.96
4674,2016-10-18,6.72
4675,2016-10-19,3.6
4676,2016-10-20,6.0
4677,2016-10-21,2.64
4678,2016-10-22,3.6
4679,2016-10-23,0.0
4680,2016-10-24,9.0
4681,2016-10-25,0.0
4682,2016-10-26,3.6
4683,2016-10-27,3.96
4684,2016-10-28,0.0
4685,2016-10-29,0.0
4686,2016-10-30,12.0
4687,2016-10-31,3.96
4688,2016-11-01,5.76
4689,2016-11-02,11.52
4690,2016-11-03,5.4
4691,2016-11-04,0.0
4692,2016-11-05,0.0
4693,2016-11-06,0.0
4694,2016-11-07,3.78
4695,2016-11-08,7.199999999999999
4696,2016-11-09,18.0
4697,2016-11-10,9.54
4698,2016-11-11,7.38
4699,2016-11-12,7.199999999999999
4700,2016-11-13,0.0
4701,2016-11-14,12.24
4702,2016-11-15,5.04
4703,2016-11-16,0.0
4704,2016-11-17,15.48
4705,2016-11-18,5.04
4706,2016-11-19,10.62
4707,2016-11-20,5.76
4708,2016-11-21,6.48
4709,2016-11-22,12.96
4710,2016-11-23,11.34
4711,2016-11-24,0.0
4712,2016-11-25,0.0
4713,2016-11-26,0.0
4714,2016-11-27,0.0
4715,2016-11-28,0.0
4716,2016-11-29,12.6
4717,2016-11-30,8.82
4718,2016-12-01,5.44
4719,2016-12-02,3.4000000000000004
4720,2016-12-03,0.0
4721,2016-12-04,4.930000000000001
4722,2016-12-05,5.1000000000000005
4723,2016-12-06,11.9
4724,2016-12-07,14.28
4725,2016-12-08,0.0
4726,2016-12-09,7.99
4727,2016-12-10,7.140000000000001
4728,2016-12-11,0.0
4729,2016-12-12,10.03
4730,2016-12-13,14.79
4731,2016-12-14,4.08
4732,2016-12-15,8.67
4733,2016-12-16,4.930000000000001
4734,2016-12-17,17.0
4735,2016-12-18,0.0
4736,2016-12-19,0.0
4737,2016-12-20,5.44
4738,2016-12-21,13.260000000000002
4739,2016-12-22,0.0
4740,2016-12-23,5.95
4741,2016-12-24,0.0
4742,2016-12-25,0.0
4743,2016-12-26,7.65
4744,2016-12-27,11.22
4745,2016-12-28,7.99
4746,2016-12-29,0.0
4747,2016-12-30,0.0
4748,2016-12-31,0.0
4749,2017-01-01,14.000000000000002
4750,2017-01-02,0.0
4751,2017-01-03,0.0
4752,2017-01-04,5.880000000000001
4753,2017-01-05,3.640000000000001
4754,2017-01-06,2.5200000000000005
4755,2017-01-07,0.0
4756,2017-01-08,4.340000000000001
4757,2017-01-09,2.5200000000000005
4758,2017-01-10,0.0
4759,2017-01-11,4.62
4760,2017-01-12,2.3800000000000003
4761,2017-01-13,0.0
4762,2017-01-14,0.0
4763,2017-01-15,0.0
4764,2017-01-16,5.040000000000001
4765,2017-01-17,5.460000000000001
4766,2017-01-18,0.0
4767,2017-01-19,3.5000000000000004
4768,2017-01-20,0.0
4769,2017-01-21,0.0
4770,2017-01-22,0.0
4771,2017-01-23,3.92
4772,2017-01-24,3.08
4773,2017-01-25,5.32
4774,2017-01-26,8.540000000000001
4775,2017-01-27,2.8000000000000003
4776,2017-01-28,0.0
4777,2017-01-29,0.0
4778,2017-01-30,0.0
4779,2017-01-31,8.260000000000002
4780,2017-02-01,9.03
4781,2017-02-02,10.29
4782,2017-02-03,21.0
4783,2017-02-04,0.0
4784,2017-02-05,15.75
4785,2017-02-06,9.87
4786,2017-02-07,12.6
4787,2017-02-08,12.81
4788,2017-02-09,11.13
4789,2017-02-10,0.0
4790,2017-02-11,5.88
4791,2017-02-12,0.0
4792,2017-02-13,7.14
4793,2017-02-14,5.67
4794,2017-02-15,13.65
4795,2017-02-16,13.65
4796,2017-02-17,0.0
4797,2017-02-18,6.93
4798,2017-02-19,0.0
4799,2017-02-20,5.67
4800,2017-02-21,17.43
4801,2017-02-22,15.75
4802,2017-02-23,19.11
4803,2017-02-24,10.92
4804,2017-02-25,16.59
4805,2017-02-26,0.0
4806,2017-02-27,5.67
4807,2017-02-28,7.979999999999999
4808,2017-03-01,19.0
4809,2017-03-02,0.0
4810,2017-03-03,12.16
4811,2017-03-04,8.36
4812,2017-03-05,9.88
4813,2017-03-06,5.32
4814,2017-03-07,3.99
4815,2017-03-08,10.83
4816,2017-03-09,0.0
4817,2017-03-10,5.51
4818,2017-03-11,9.88
4819,2017-03-12,3.04
4820,2017-03-13,7.98
4821,2017-03-14,0.0
4822,2017-03-15,12.16
4823,2017-03-16,7.03
4824,2017-03-17,9.5
4825,2017-03-18,0.0
4826,2017-03-19,0.0
4827,2017-03-20,7.22
4828,2017-03-21,7.79
4829,2017-03-22,4.75
4830,2017-03-23,6.46
4831,2017-03-24,6.84
4832,2017-03-25,3.8
4833,2017-03-26,0.0
4834,2017-03-27,4.75
4835,2017-03-28,4.37
4836,2017-03-29,5.13
4837,2017-03-30,0.0
4838,2017-03-31,9.69
4839,2017-04-01,0.0
4840,2017-04-02,0.0
4841,2017-04-03,3.2
4842,2017-04-04,7.2
4843,2017-04-05,4.2
4844,2017-04-06,9.6
4845,2017-04-07,6.800000000000001
4846,2017-04-08,4.0
4847,2017-04-09,6.6000000000000005
4848,2017-04-10,4.6000000000000005
4849,2017-04-11,6.6000000000000005
4850,2017-04-12,7.4
4851,2017-04-13,4.0
4852,2017-04-14,0.0
4853,2017-04-15,0.0
4854,2017-04-16,0.0
4855,2017-04-17,9.8
4856,2017-04-18,5.800000000000001
4857,2017-04-19,7.2
4858,2017-04-20,7.4
4859,2017-04-21,9.6
4860,2017-04-22,0.0
4861,2017-04-23,0.0
4862,2017-04-24,3.8
4863,2017-04-25,20.0
4864,2017-04-26,5.800000000000001
4865,2017-04-27,8.4
4866,2017-04-28,7.2
4867,2017-04-29,4.6000000000000005
4868,2017-04-30,0.0
4869,2017-05-01,5.28
4870,2017-05-02,0.0
4871,2017-05-03,10.34
4872,2017-05-04,22.0
4873,2017-05-05,15.62
4874,2017-05-06,18.26
4875,2017-05-07,0.0
4876,2017-05-08,6.16
4877,2017-05-09,21.78
4878,2017-05-10,16.06
4879,2017-05-11,0.0
4880,2017-05-12,10.34
4881,2017-05-13,15.62
4882,2017-05-14,0.0
4883,2017-05-15,12.98
4884,2017-05-16,17.16
4885,2017-05-17,9.24
4886,2017-05-18,7.48
4887,2017-05-19,0.0
4888,2017-05-20,0.0
4889,2017-05-21,0.0
4890,2017-05-22,7.92
4891,2017-05-23,6.6
4892,2017-05-24,17.82
4893,2017-05-25,14.08
4894,2017-05-26,11.88
4895,2017-05-27,0.0
4896,2017-05-28,0.0
4897,2017-05-29,10.12
4898,2017-05-30,9.46
4899,2017-05-31,11.44
4900,2017-06-01,0.0
4901,2017-06-02,7.800000000000001
4902,2017-06-03,0.0
4903,2017-06-04,0.0
4904,2017-06-05,26.0
4905,2017-06-06,21.84
4906,2017-06-07,22.880000000000003
4907,2017-06-08,15.34
4908,2017-06-09,16.64
4909,2017-06-10,4.94
4910,2017-06-11,0.0
4911,2017-06-12,23.66
4912,2017-06-13,12.74
4913,2017-06-14,13.26
4914,2017-06-15,10.4
4915,2017-06-16,14.82
4916,2017-06-17,7.28
4917,2017-06-18,0.0
4918,2017-06-19,17.16
4919,2017-06-20,9.1
4920,2017-06-21,17.42
4921,2017-06-22,0.0
4922,2017-06-23,15.86
4923,2017-06-24,6.5
4924,2017-06-25,0.0
4925,2017-06-26,9.88
4926,2017-06-27,11.96
4927,2017-06-28,13.78
4928,2017-06-29,10.66
4929,2017-06-30,13.26
4930,2017-07-01,0.0
4931,2017-07-02,0.0
4932,2017-07-03,6.720000000000001
4933,2017-07-04,13.44
4934,2017-07-05,15.12
4935,2017-07-06,14.840000000000002
4936,2017-07-07,23.520000000000003
4937,2017-07-08,0.0
4938,2017-07-09,0.0
4939,2017-07-10,23.24
4940,2017-07-11,15.12
4941,2017-07-12,26.320000000000004
4942,2017-07-13,15.400000000000002
4943,2017-07-14,24.08
4944,2017-07-15,0.0
4945,2017-07-16,0.0
4946,2017-07-17,8.680000000000001
4947,2017-07-18,11.2
4948,2017-07-19,21.840000000000003
4949,2017-07-20,28.000000000000004
4950,2017-07-21,25.76
4951,2017-07-22,26.6
4952,2017-07-23,10.080000000000002
4953,2017-07-24,15.12
4954,2017-07-25,14.840000000000002
4955,2017-07-26,19.040000000000003
4956,2017-07-27,22.96
4957,2017-07-28,22.680000000000003
4958,2017-07-29,0.0
4959,2017-07-30,0.0
4960,2017-07-31,19.040000000000003
4961,2017-08-01,22.950000000000003
4962,2017-08-02,4.86
4963,2017-08-03,25.92
4964,2017-08-04,13.23
4965,2017-08-05,6.48
4966,2017-08-06,7.83
4967,2017-08-07,27.0
4968,2017-08-08,26.73
4969,2017-08-09,12.69
4970,2017-08-10,4.59
4971,2017-08-11,4.86
4972,2017-08-12,0.0
4973,2017-08-13,15.66
4974,2017-08-14,24.03
4975,2017-08-15,22.14
4976,2017-08-16,15.12
4977,2017-08-17,7.0200000000000005
4978,2017-08-18,14.31
4979,2017-08-19,0.0
4980,2017-08-20,5.4
4981,2017-08-21,5.4
4982,2017-08-22,14.85
4983,2017-08-23,9.45
4984,2017-08-24,7.290000000000001
4985,2017-08-25,12.15
4986,2017-08-26,0.0
4987,2017-08-27,4.86
4988,2017-08-28,9.99
4989,2017-08-29,6.75
4990,2017-08-30,18.9
4991,2017-08-31,0.0
4992,2017-09-01,6.5
4993,2017-09-02,5.5
4994,2017-09-03,5.0
4995,2017-09-04,3.75
4996,2017-09-05,12.25
4997,2017-09-06,9.5
4998,2017-09-07,9.75
4999,2017-09-08,9.75
5000,2017-09-09,4.0
5001,2017-09-10,0.0
5002,2017-09-11,9.75
5003,2017-09-12,14.0
5004,2017-09-13,10.75
5005,2017-09-14,8.5
5006,2017-09-15,13.25
5007,2017-09-16,25.0
5008,2017-09-17,6.75
5009,2017-09-18,12.5
5010,2017-09-19,11.25
5011,2017-09-20,9.75
5012,2017-09-21,11.5
5013,2017-09-22,0.0
5014,2017-09-23,0.0
5015,2017-09-24,0.0
5016,2017-09-25,10.0
5017,2017-09-26,6.25
5018,2017-09-27,12.75
5019,2017-09-28,7.5
5020,2017-09-29,17.75
5021,2017-09-30,0.0
5022,2017-10-01,10.5
5023,2017-10-02,10.85
5024,2017-10-03,20.3
5025,2017-10-04,10.15
5026,2017-10-05,18.2
5027,2017-10-06,15.4
5028,2017-10-07,0.0
5029,2017-10-08,0.0
5030,2017-10-09,10.85
5031,2017-10-10,17.15
5032,2017-10-11,16.45
5033,2017-10-12,17.5
5034,2017-10-13,16.099999999999998
5035,2017-10-14,0.0
5036,2017-10-15,0.0
5037,2017-10-16,17.15
5038,2017-10-17,17.5
5039,2017-10-18,11.9
5040,2017-10-19,18.55
5041,2017-10-20,14.0
5042,2017-10-21,0.0
5043,2017-10-22,0.0
5044,2017-10-23,16.099999999999998
5045,2017-10-24,19.25
5046,2017-10-25,27.3
5047,2017-10-26,31.5
5048,2017-10-27,22.4
5049,2017-10-28,17.849999999999998
5050,2017-10-29,0.0
5051,2017-10-30,14.7
5052,2017-10-31,35.0
5053,2017-11-01,21.42
5054,2017-11-02,23.8
5055,2017-11-03,32.980000000000004
5056,2017-11-04,10.54
5057,2017-11-05,9.52
5058,2017-11-06,29.24
5059,2017-11-07,21.42
5060,2017-11-08,31.28
5061,2017-11-09,31.62
5062,2017-11-10,29.24
5063,2017-11-11,11.22
5064,2017-11-12,0.0
5065,2017-11-13,20.4
5066,2017-11-14,17.34
5067,2017-11-15,30.94
5068,2017-11-16,32.300000000000004
5069,2017-11-17,15.64
5070,2017-11-18,0.0
5071,2017-11-19,9.18
5072,2017-11-20,25.840000000000003
5073,2017-11-21,21.08
5074,2017-11-22,27.200000000000003
5075,2017-11-23,5.44
5076,2017-11-24,10.2
5077,2017-11-25,14.96
5078,2017-11-26,0.0
5079,2017-11-27,22.1
5080,2017-11-28,27.200000000000003
5081,2017-11-29,34.0
5082,2017-11-30,28.22
5083,2017-12-01,18.24
5084,2017-12-02,10.24
5085,2017-12-03,4.48
5086,2017-12-04,29.76
5087,2017-12-05,16.96
5088,2017-12-06,9.6
5089,2017-12-07,21.76
5090,2017-12-08,13.12
5091,2017-12-09,4.48
5092,2017-12-10,6.08
5093,2017-12-11,8.32
5094,2017-12-12,30.72
5095,2017-12-13,23.04
5096,2017-12-14,19.52
5097,2017-12-15,17.28
5098,2017-12-16,26.24
5099,2017-12-17,0.0
5100,2017-12-18,14.72
5101,2017-12-19,12.16
5102,2017-12-20,32.0
5103,2017-12-21,13.76
5104,2017-12-22,15.36
5105,2017-12-23,9.6
5106,2017-12-24,0.0
5107,2017-12-25,4.8
5108,2017-12-26,13.76
5109,2017-12-27,16.96
5110,2017-12-28,8.0
5111,2017-12-29,18.56
5112,2017-12-30,0.0
5113,2017-12-31,0.0
5114,2018-01-01,0.0
5115,2018-01-02,31.36
5116,2018-01-03,15.19
5117,2018-01-04,30.87
5118,2018-01-05,35.77
5119,2018-01-06,19.6
5120,2018-01-07,0.0
5121,2018-01-08,19.11
5122,2018-01-09,37.24
5123,2018-01-10,24.99
5124,2018-01-11,32.83
5125,2018-01-12,18.13
5126,2018-01-13,0.0
5127,2018-01-14,0.0
5128,2018-01-15,23.52
5129,2018-01-16,33.81
5130,2018-01-17,24.99
5131,2018-01-18,49.0
5132,2018-01-19,14.21
5133,2018-01-20,7.84
5134,2018-01-21,0.0
5135,2018-01-22,22.54
5136,2018-01-23,38.71
5137,2018-01-24,43.12
5138,2018-01-25,29.89
5139,2018-01-26,37.24
5140,2018-01-27,19.11
5141,2018-01-28,8.33
5142,2018-01-29,25.97
5143,2018-01-30,24.99
5144,2018-01-31,24.01
5145,2018-02-01,46.06
5146,2018-02-02,38.22
5147,2018-02-03,11.27
5148,2018-02-04,12.74
5149,2018-02-05,36.75
5150,2018-02-06,45.57
5151,2018-02-07,31.36
5152,2018-02-08,27.44
5153,2018-02-09,39.2
5154,2018-02-10,0.0
5155,2018-02-11,19.11
5156,2018-02-12,29.4
5157,2018-02-13,44.1
5158,2018-02-14,49.0
5159,2018-02-15,34.3
5160,2018-02-16,23.52
5161,2018-02-17,5.39
5162,2018-02-18,5.39
5163,2018-02-19,5.39
5164,2018-02-20,27.93
5165,2018-02-21,29.89
5166,2018-02-22,23.52
5167,2018-02-23,35.77
5168,2018-02-24,9.31
5169,2018-02-25,9.8
5170,2018-02-26,29.4
5171,2018-02-27,11.76
5172,2018-02-28,24.01
5173,2018-03-01,12.25
5174,2018-03-02,14.7
5175,2018-03-03,16.799999999999997
5176,2018-03-04,0.0
5177,2018-03-05,14.7
5178,2018-03-06,0.0
5179,2018-03-07,9.45
5180,2018-03-08,9.8
5181,2018-03-09,25.2
5182,2018-03-10,6.65
5183,2018-03-11,0.0
5184,2018-03-12,20.65
5185,2018-03-13,5.6
5186,2018-03-14,13.65
5187,2018-03-15,35.0
5188,2018-03-16,17.5
5189,2018-03-17,9.45
5190,2018-03-18,7.699999999999999
5191,2018-03-19,12.95
5192,2018-03-20,17.849999999999998
5193,2018-03-21,18.55
5194,2018-03-22,29.4
5195,2018-03-23,31.5
5196,2018-03-24,7.0
5197,2018-03-25,11.9
5198,2018-03-26,30.1
5199,2018-03-27,25.2
5200,2018-03-28,9.8
5201,2018-03-29,24.85
5202,2018-03-30,7.0
5203,2018-03-31,6.3
5204,2018-04-01,16.830000000000002
5205,2018-04-02,30.69
5206,2018-04-03,17.16
5207,2018-04-04,25.08
5208,2018-04-05,25.41
5209,2018-04-06,19.8
5210,2018-04-07,7.260000000000001
5211,2018-04-08,0.0
5212,2018-04-09,14.52
5213,2018-04-10,19.8
5214,2018-04-11,26.4
5215,2018-04-12,24.42
5216,2018-04-13,10.89
5217,2018-04-14,4.29
5218,2018-04-15,9.24
5219,2018-04-16,13.53
5220,2018-04-17,9.9
5221,2018-04-18,21.78
5222,2018-04-19,13.2
5223,2018-04-20,0.0
5224,2018-04-21,0.0
5225,2018-04-22,0.0
5226,2018-04-23,8.58
5227,2018-04-24,20.130000000000003
5228,2018-04-25,21.12
5229,2018-04-26,33.0
5230,2018-04-27,16.5
5231,2018-04-28,0.0
5232,2018-04-29,0.0
5233,2018-04-30,10.89
5234,2018-05-01,20.4
