date,NIKE Stock Price_unscaled,NIKE Stock Price_monthly,scale,NIKE Stock Price
2023-05-09,51,5.0,0.05,2.5500000000000003
2023-05-10,45,5.0,0.05,2.25
2023-05-11,30,5.0,0.05,1.5
2023-05-12,46,5.0,0.05,2.3000000000000003
2023-05-13,30,5.0,0.05,1.5
2023-05-14,0,5.0,0.05,0.0
2023-05-15,33,5.0,0.05,1.6500000000000001
2023-05-16,38,5.0,0.05,1.9000000000000001
2023-05-17,72,5.0,0.05,3.6
2023-05-18,27,5.0,0.05,1.35
2023-05-19,49,5.0,0.05,2.45
2023-05-20,21,5.0,0.05,1.05
2023-05-21,0,5.0,0.05,0.0
2023-05-22,100,5.0,0.05,5.0
2023-05-23,74,5.0,0.05,3.7
2023-05-24,57,5.0,0.05,2.85
2023-05-25,89,5.0,0.05,4.45
2023-05-26,23,5.0,0.05,1.1500000000000001
2023-05-27,24,5.0,0.05,1.2000000000000002
2023-05-28,16,5.0,0.05,0.8
2023-05-29,33,5.0,0.05,1.6500000000000001
2023-05-30,68,5.0,0.05,3.4000000000000004
2023-05-31,66,5.0,0.05,3.3000000000000003
2023-06-01,96,4.0,0.04,3.84
2023-06-02,50,4.0,0.04,2.0
2023-06-03,61,4.0,0.04,2.44
2023-06-04,0,4.0,0.04,0.0
2023-06-05,66,4.0,0.04,2.64
2023-06-06,69,4.0,0.04,2.7600000000000002
2023-06-07,21,4.0,0.04,0.84
2023-06-08,24,4.0,0.04,0.96
2023-06-09,43,4.0,0.04,1.72
2023-06-10,40,4.0,0.04,1.6
2023-06-11,69,4.0,0.04,2.7600000000000002
2023-06-12,25,4.0,0.04,1.0
2023-06-13,69,4.0,0.04,2.7600000000000002
2023-06-14,42,4.0,0.04,1.68
2023-06-15,54,4.0,0.04,2.16
2023-06-16,40,4.0,0.04,1.6
2023-06-17,33,4.0,0.04,1.32
2023-06-18,39,4.0,0.04,1.56
2023-06-19,0,4.0,0.04,0.0
2023-06-20,100,4.0,0.04,4.0
2023-06-21,26,4.0,0.04,1.04
2023-06-22,15,4.0,0.04,0.6
2023-06-23,29,4.0,0.04,1.16
2023-06-24,16,4.0,0.04,0.64
2023-06-25,0,4.0,0.04,0.0
2023-06-26,64,4.0,0.04,2.56
2023-06-27,52,4.0,0.04,2.08
2023-06-28,0,4.0,0.04,0.0
2023-06-29,33,4.0,0.04,1.32
2023-06-30,92,4.0,0.04,3.68
2023-07-01,31,3.0,0.03,0.9299999999999999
2023-07-02,33,3.0,0.03,0.99
2023-07-03,58,3.0,0.03,1.74
2023-07-04,0,3.0,0.03,0.0
2023-07-05,47,3.0,0.03,1.41
2023-07-06,61,3.0,0.03,1.8299999999999998
2023-07-07,56,3.0,0.03,1.68
2023-07-08,23,3.0,0.03,0.69
2023-07-09,83,3.0,0.03,2.4899999999999998
2023-07-10,36,3.0,0.03,1.08
2023-07-11,49,3.0,0.03,1.47
2023-07-12,37,3.0,0.03,1.1099999999999999
2023-07-13,22,3.0,0.03,0.6599999999999999
2023-07-14,44,3.0,0.03,1.3199999999999998
2023-07-15,0,3.0,0.03,0.0
2023-07-16,32,3.0,0.03,0.96
2023-07-17,41,3.0,0.03,1.23
2023-07-18,0,3.0,0.03,0.0
2023-07-19,23,3.0,0.03,0.69
2023-07-20,43,3.0,0.03,1.29
2023-07-21,44,3.0,0.03,1.3199999999999998
2023-07-22,0,3.0,0.03,0.0
2023-07-23,0,3.0,0.03,0.0
2023-07-24,0,3.0,0.03,0.0
2023-07-25,0,3.0,0.03,0.0
2023-07-26,100,3.0,0.03,3.0
2023-07-27,65,3.0,0.03,1.95
2023-07-28,0,3.0,0.03,0.0
2023-07-29,39,3.0,0.03,1.17
2023-07-30,0,3.0,0.03,0.0
2023-07-31,95,3.0,0.03,2.85
2023-08-01,27,3.0,0.03,0.8099999999999999
2023-08-02,18,3.0,0.03,0.54
2023-08-03,0,3.0,0.03,0.0
2023-08-04,30,3.0,0.03,0.8999999999999999
2023-08-05,36,3.0,0.03,1.08
2023-08-06,29,3.0,0.03,0.87
2023-08-07,56,3.0,0.03,1.68
2023-08-08,23,3.0,0.03,0.69
2023-08-09,0,3.0,0.03,0.0
2023-08-10,56,3.0,0.03,1.68
2023-08-11,0,3.0,0.03,0.0
2023-08-12,0,3.0,0.03,0.0
2023-08-13,0,3.0,0.03,0.0
2023-08-14,23,3.0,0.03,0.69
2023-08-15,21,3.0,0.03,0.63
2023-08-16,42,3.0,0.03,1.26
2023-08-17,19,3.0,0.03,0.57
2023-08-18,59,3.0,0.03,1.77
2023-08-19,0,3.0,0.03,0.0
2023-08-20,48,3.0,0.03,1.44
2023-08-21,23,3.0,0.03,0.69
2023-08-22,26,3.0,0.03,0.78
2023-08-23,100,3.0,0.03,3.0
2023-08-24,98,3.0,0.03,2.94
2023-08-25,67,3.0,0.03,2.01
2023-08-26,0,3.0,0.03,0.0
2023-08-27,18,3.0,0.03,0.54
2023-08-28,57,3.0,0.03,1.71
2023-08-29,77,3.0,0.03,2.31
2023-08-30,62,3.0,0.03,1.8599999999999999
2023-08-31,49,3.0,0.03,1.47
2023-09-01,56,4.0,0.04,2.24
2023-09-02,0,4.0,0.04,0.0
2023-09-03,21,4.0,0.04,0.84
2023-09-04,0,4.0,0.04,0.0
2023-09-05,37,4.0,0.04,1.48
2023-09-06,92,4.0,0.04,3.68
2023-09-07,36,4.0,0.04,1.44
2023-09-08,77,4.0,0.04,3.08
2023-09-09,0,4.0,0.04,0.0
2023-09-10,21,4.0,0.04,0.84
2023-09-11,75,4.0,0.04,3.0
2023-09-12,73,4.0,0.04,2.92
2023-09-13,56,4.0,0.04,2.24
2023-09-14,34,4.0,0.04,1.36
2023-09-15,27,4.0,0.04,1.08
2023-09-16,29,4.0,0.04,1.16
2023-09-17,24,4.0,0.04,0.96
2023-09-18,63,4.0,0.04,2.52
2023-09-19,0,4.0,0.04,0.0
2023-09-20,64,4.0,0.04,2.56
2023-09-21,0,4.0,0.04,0.0
2023-09-22,67,4.0,0.04,2.68
2023-09-23,15,4.0,0.04,0.6
2023-09-24,21,4.0,0.04,0.84
2023-09-25,69,4.0,0.04,2.7600000000000002
2023-09-26,60,4.0,0.04,2.4
2023-09-27,46,4.0,0.04,1.84
2023-09-28,90,4.0,0.04,3.6
2023-09-29,100,4.0,0.04,4.0
2023-09-30,29,4.0,0.04,1.16
2023-10-01,0,5.0,0.05,0.0
2023-10-02,91,5.0,0.05,4.55
2023-10-03,77,5.0,0.05,3.85
2023-10-04,95,5.0,0.05,4.75
2023-10-05,96,5.0,0.05,4.800000000000001
2023-10-06,64,5.0,0.05,3.2
2023-10-07,24,5.0,0.05,1.2000000000000002
2023-10-08,39,5.0,0.05,1.9500000000000002
2023-10-09,84,5.0,0.05,4.2
2023-10-10,42,5.0,0.05,2.1
2023-10-11,27,5.0,0.05,1.35
2023-10-12,72,5.0,0.05,3.6
2023-10-13,18,5.0,0.05,0.9
2023-10-14,0,5.0,0.05,0.0
2023-10-15,0,5.0,0.05,0.0
2023-10-16,36,5.0,0.05,1.8
2023-10-17,40,5.0,0.05,2.0
2023-10-18,34,5.0,0.05,1.7000000000000002
2023-10-19,100,5.0,0.05,5.0
2023-10-20,26,5.0,0.05,1.3
2023-10-21,0,5.0,0.05,0.0
2023-10-22,0,5.0,0.05,0.0
2023-10-23,55,5.0,0.05,2.75
2023-10-24,79,5.0,0.05,3.95
2023-10-25,61,5.0,0.05,3.0500000000000003
2023-10-26,47,5.0,0.05,2.35
2023-10-27,82,5.0,0.05,4.1000000000000005
2023-10-28,26,5.0,0.05,1.3
2023-10-29,15,5.0,0.05,0.75
2023-10-30,74,5.0,0.05,3.7
2023-10-31,38,5.0,0.05,1.9000000000000001
2023-11-01,48,4.0,0.04,1.92
2023-11-02,55,4.0,0.04,2.2
2023-11-03,65,4.0,0.04,2.6
2023-11-04,35,4.0,0.04,1.4000000000000001
2023-11-05,26,4.0,0.04,1.04
2023-11-06,73,4.0,0.04,2.92
2023-11-07,44,4.0,0.04,1.76
2023-11-08,89,4.0,0.04,3.56
2023-11-09,33,4.0,0.04,1.32
2023-11-10,49,4.0,0.04,1.96
2023-11-11,0,4.0,0.04,0.0
2023-11-12,0,4.0,0.04,0.0
2023-11-13,59,4.0,0.04,2.36
2023-11-14,95,4.0,0.04,3.8000000000000003
2023-11-15,66,4.0,0.04,2.64
2023-11-16,48,4.0,0.04,1.92
2023-11-17,76,4.0,0.04,3.04
2023-11-18,0,4.0,0.04,0.0
2023-11-19,0,4.0,0.04,0.0
2023-11-20,59,4.0,0.04,2.36
2023-11-21,96,4.0,0.04,3.84
2023-11-22,33,4.0,0.04,1.32
2023-11-23,33,4.0,0.04,1.32
2023-11-24,30,4.0,0.04,1.2
2023-11-25,0,4.0,0.04,0.0
2023-11-26,43,4.0,0.04,1.72
2023-11-27,55,4.0,0.04,2.2
2023-11-28,100,4.0,0.04,4.0
2023-11-29,41,4.0,0.04,1.6400000000000001
2023-11-30,66,4.0,0.04,2.64
2023-12-01,34,5.0,0.05,1.7000000000000002
2023-12-02,16,5.0,0.05,0.8
2023-12-03,0,5.0,0.05,0.0
2023-12-04,35,5.0,0.05,1.75
2023-12-05,47,5.0,0.05,2.35
2023-12-06,47,5.0,0.05,2.35
2023-12-07,0,5.0,0.05,0.0
2023-12-08,57,5.0,0.05,2.85
2023-12-09,0,5.0,0.05,0.0
2023-12-10,10,5.0,0.05,0.5
2023-12-11,44,5.0,0.05,2.2
2023-12-12,51,5.0,0.05,2.5500000000000003
2023-12-13,82,5.0,0.05,4.1000000000000005
2023-12-14,34,5.0,0.05,1.7000000000000002
2023-12-15,45,5.0,0.05,2.25
2023-12-16,23,5.0,0.05,1.1500000000000001
2023-12-17,0,5.0,0.05,0.0
2023-12-18,40,5.0,0.05,2.0
2023-12-19,34,5.0,0.05,1.7000000000000002
2023-12-20,57,5.0,0.05,2.85
2023-12-21,75,5.0,0.05,3.75
2023-12-22,100,5.0,0.05,5.0
2023-12-23,11,5.0,0.05,0.55
2023-12-24,24,5.0,0.05,1.2000000000000002
2023-12-25,73,5.0,0.05,3.6500000000000004
2023-12-26,57,5.0,0.05,2.85
2023-12-27,44,5.0,0.05,2.2
2023-12-28,51,5.0,0.05,2.5500000000000003
2023-12-29,13,5.0,0.05,0.65
2023-12-30,0,5.0,0.05,0.0
2023-12-31,0,5.0,0.05,0.0
