date,NIKE Stock Price_unscaled,NIKE Stock Price_monthly,scale,NIKE Stock Price
2021-08-23,0,4.0,0.04,0.0
2021-08-24,98,4.0,0.04,3.92
2021-08-25,20,4.0,0.04,0.8
2021-08-26,100,4.0,0.04,4.0
2021-08-27,0,4.0,0.04,0.0
2021-08-28,31,4.0,0.04,1.24
2021-08-29,0,4.0,0.04,0.0
2021-08-30,37,4.0,0.04,1.48
2021-08-31,80,4.0,0.04,3.2
2021-09-01,0,5.0,0.05,0.0
2021-09-02,14,5.0,0.05,0.7000000000000001
2021-09-03,11,5.0,0.05,0.55
2021-09-04,0,5.0,0.05,0.0
2021-09-05,15,5.0,0.05,0.75
2021-09-06,0,5.0,0.05,0.0
2021-09-07,29,5.0,0.05,1.4500000000000002
2021-09-08,38,5.0,0.05,1.9000000000000001
2021-09-09,10,5.0,0.05,0.5
2021-09-10,20,5.0,0.05,1.0
2021-09-11,7,5.0,0.05,0.35000000000000003
2021-09-12,0,5.0,0.05,0.0
2021-09-13,24,5.0,0.05,1.2000000000000002
2021-09-14,27,5.0,0.05,1.35
2021-09-15,31,5.0,0.05,1.55
2021-09-16,14,5.0,0.05,0.7000000000000001
2021-09-17,14,5.0,0.05,0.7000000000000001
2021-09-18,0,5.0,0.05,0.0
2021-09-19,0,5.0,0.05,0.0
2021-09-20,25,5.0,0.05,1.25
2021-09-21,31,5.0,0.05,1.55
2021-09-22,33,5.0,0.05,1.6500000000000001
2021-09-23,40,5.0,0.05,2.0
2021-09-24,100,5.0,0.05,5.0
2021-09-25,25,5.0,0.05,1.25
2021-09-26,13,5.0,0.05,0.65
2021-09-27,12,5.0,0.05,0.6000000000000001
2021-09-28,38,5.0,0.05,1.9000000000000001
2021-09-29,24,5.0,0.05,1.2000000000000002
2021-09-30,26,5.0,0.05,1.3
2021-10-01,83,5.0,0.05,4.15
2021-10-02,0,5.0,0.05,0.0
2021-10-03,0,5.0,0.05,0.0
2021-10-04,53,5.0,0.05,2.6500000000000004
2021-10-05,82,5.0,0.05,4.1000000000000005
2021-10-06,66,5.0,0.05,3.3000000000000003
2021-10-07,50,5.0,0.05,2.5
2021-10-08,73,5.0,0.05,3.6500000000000004
2021-10-09,0,5.0,0.05,0.0
2021-10-10,71,5.0,0.05,3.5500000000000003
2021-10-11,53,5.0,0.05,2.6500000000000004
2021-10-12,80,5.0,0.05,4.0
2021-10-13,41,5.0,0.05,2.0500000000000003
2021-10-14,50,5.0,0.05,2.5
2021-10-15,20,5.0,0.05,1.0
2021-10-16,51,5.0,0.05,2.5500000000000003
2021-10-17,20,5.0,0.05,1.0
2021-10-18,53,5.0,0.05,2.6500000000000004
2021-10-19,100,5.0,0.05,5.0
2021-10-20,54,5.0,0.05,2.7
2021-10-21,49,5.0,0.05,2.45
2021-10-22,87,5.0,0.05,4.3500000000000005
2021-10-23,64,5.0,0.05,3.2
2021-10-24,0,5.0,0.05,0.0
2021-10-25,93,5.0,0.05,4.65
2021-10-26,53,5.0,0.05,2.6500000000000004
2021-10-27,83,5.0,0.05,4.15
2021-10-28,73,5.0,0.05,3.6500000000000004
2021-10-29,32,5.0,0.05,1.6
2021-10-30,91,5.0,0.05,4.55
2021-10-31,0,5.0,0.05,0.0
2021-11-01,29,6.0,0.06,1.74
2021-11-02,40,6.0,0.06,2.4
2021-11-03,74,6.0,0.06,4.4399999999999995
2021-11-04,78,6.0,0.06,4.68
2021-11-05,66,6.0,0.06,3.96
2021-11-06,0,6.0,0.06,0.0
2021-11-07,20,6.0,0.06,1.2
2021-11-08,59,6.0,0.06,3.54
2021-11-09,83,6.0,0.06,4.9799999999999995
2021-11-10,100,6.0,0.06,6.0
2021-11-11,49,6.0,0.06,2.94
2021-11-12,77,6.0,0.06,4.62
2021-11-13,35,6.0,0.06,2.1
2021-11-14,20,6.0,0.06,1.2
2021-11-15,57,6.0,0.06,3.42
2021-11-16,93,6.0,0.06,5.58
2021-11-17,38,6.0,0.06,2.28
2021-11-18,37,6.0,0.06,2.2199999999999998
2021-11-19,74,6.0,0.06,4.4399999999999995
2021-11-20,24,6.0,0.06,1.44
2021-11-21,31,6.0,0.06,1.8599999999999999
2021-11-22,32,6.0,0.06,1.92
2021-11-23,59,6.0,0.06,3.54
2021-11-24,56,6.0,0.06,3.36
2021-11-25,0,6.0,0.06,0.0
2021-11-26,30,6.0,0.06,1.7999999999999998
2021-11-27,18,6.0,0.06,1.08
2021-11-28,19,6.0,0.06,1.14
2021-11-29,61,6.0,0.06,3.6599999999999997
2021-11-30,44,6.0,0.06,2.6399999999999997
2021-12-01,0,5.0,0.05,0.0
2021-12-02,24,5.0,0.05,1.2000000000000002
2021-12-03,45,5.0,0.05,2.25
2021-12-04,12,5.0,0.05,0.6000000000000001
2021-12-05,15,5.0,0.05,0.75
2021-12-06,43,5.0,0.05,2.15
2021-12-07,42,5.0,0.05,2.1
2021-12-08,58,5.0,0.05,2.9000000000000004
2021-12-09,67,5.0,0.05,3.35
2021-12-10,58,5.0,0.05,2.9000000000000004
2021-12-11,29,5.0,0.05,1.4500000000000002
2021-12-12,0,5.0,0.05,0.0
2021-12-13,47,5.0,0.05,2.35
2021-12-14,24,5.0,0.05,1.2000000000000002
2021-12-15,31,5.0,0.05,1.55
2021-12-16,58,5.0,0.05,2.9000000000000004
2021-12-17,31,5.0,0.05,1.55
2021-12-18,0,5.0,0.05,0.0
2021-12-19,0,5.0,0.05,0.0
2021-12-20,68,5.0,0.05,3.4000000000000004
2021-12-21,100,5.0,0.05,5.0
2021-12-22,37,5.0,0.05,1.85
2021-12-23,55,5.0,0.05,2.75
2021-12-24,0,5.0,0.05,0.0
2021-12-25,0,5.0,0.05,0.0
2021-12-26,0,5.0,0.05,0.0
2021-12-27,28,5.0,0.05,1.4000000000000001
2021-12-28,21,5.0,0.05,1.05
2021-12-29,31,5.0,0.05,1.55
2021-12-30,25,5.0,0.05,1.25
2021-12-31,39,5.0,0.05,1.9500000000000002
2022-01-01,0,4.0,0.04,0.0
2022-01-02,28,4.0,0.04,1.12
2022-01-03,71,4.0,0.04,2.84
2022-01-04,41,4.0,0.04,1.6400000000000001
2022-01-05,28,4.0,0.04,1.12
2022-01-06,51,4.0,0.04,2.04
2022-01-07,55,4.0,0.04,2.2
2022-01-08,40,4.0,0.04,1.6
2022-01-09,13,4.0,0.04,0.52
2022-01-10,51,4.0,0.04,2.04
2022-01-11,62,4.0,0.04,2.48
2022-01-12,26,4.0,0.04,1.04
2022-01-13,39,4.0,0.04,1.56
2022-01-14,77,4.0,0.04,3.08
2022-01-15,21,4.0,0.04,0.84
2022-01-16,69,4.0,0.04,2.7600000000000002
2022-01-17,0,4.0,0.04,0.0
2022-01-18,58,4.0,0.04,2.32
2022-01-19,69,4.0,0.04,2.7600000000000002
2022-01-20,51,4.0,0.04,2.04
2022-01-21,40,4.0,0.04,1.6
2022-01-22,0,4.0,0.04,0.0
2022-01-23,0,4.0,0.04,0.0
2022-01-24,100,4.0,0.04,4.0
2022-01-25,62,4.0,0.04,2.48
2022-01-26,54,4.0,0.04,2.16
2022-01-27,31,4.0,0.04,1.24
2022-01-28,45,4.0,0.04,1.8
2022-01-29,0,4.0,0.04,0.0
2022-01-30,30,4.0,0.04,1.2
2022-01-31,75,4.0,0.04,3.0
2022-02-01,81,5.0,0.05,4.05
2022-02-02,50,5.0,0.05,2.5
2022-02-03,52,5.0,0.05,2.6
2022-02-04,61,5.0,0.05,3.0500000000000003
2022-02-05,35,5.0,0.05,1.75
2022-02-06,35,5.0,0.05,1.75
2022-02-07,34,5.0,0.05,1.7000000000000002
2022-02-08,46,5.0,0.05,2.3000000000000003
2022-02-09,50,5.0,0.05,2.5
2022-02-10,55,5.0,0.05,2.75
2022-02-11,77,5.0,0.05,3.85
2022-02-12,40,5.0,0.05,2.0
2022-02-13,0,5.0,0.05,0.0
2022-02-14,60,5.0,0.05,3.0
2022-02-15,100,5.0,0.05,5.0
2022-02-16,70,5.0,0.05,3.5
2022-02-17,68,5.0,0.05,3.4000000000000004
2022-02-18,82,5.0,0.05,4.1000000000000005
2022-02-19,27,5.0,0.05,1.35
2022-02-20,33,5.0,0.05,1.6500000000000001
2022-02-21,40,5.0,0.05,2.0
2022-02-22,65,5.0,0.05,3.25
2022-02-23,62,5.0,0.05,3.1
2022-02-24,78,5.0,0.05,3.9000000000000004
2022-02-25,59,5.0,0.05,2.95
2022-02-26,12,5.0,0.05,0.6000000000000001
2022-02-27,29,5.0,0.05,1.4500000000000002
2022-02-28,86,5.0,0.05,4.3
2022-03-01,83,6.0,0.06,4.9799999999999995
2022-03-02,51,6.0,0.06,3.06
2022-03-03,74,6.0,0.06,4.4399999999999995
2022-03-04,64,6.0,0.06,3.84
2022-03-05,0,6.0,0.06,0.0
2022-03-06,25,6.0,0.06,1.5
2022-03-07,37,6.0,0.06,2.2199999999999998
2022-03-08,60,6.0,0.06,3.5999999999999996
2022-03-09,60,6.0,0.06,3.5999999999999996
2022-03-10,80,6.0,0.06,4.8
2022-03-11,80,6.0,0.06,4.8
2022-03-12,48,6.0,0.06,2.88
2022-03-13,17,6.0,0.06,1.02
2022-03-14,48,6.0,0.06,2.88
2022-03-15,53,6.0,0.06,3.1799999999999997
2022-03-16,59,6.0,0.06,3.54
2022-03-17,36,6.0,0.06,2.16
2022-03-18,64,6.0,0.06,3.84
2022-03-19,34,6.0,0.06,2.04
2022-03-20,19,6.0,0.06,1.14
2022-03-21,100,6.0,0.06,6.0
2022-03-22,100,6.0,0.06,6.0
2022-03-23,66,6.0,0.06,3.96
2022-03-24,68,6.0,0.06,4.08
2022-03-25,79,6.0,0.06,4.74
2022-03-26,23,6.0,0.06,1.38
2022-03-27,0,6.0,0.06,0.0
2022-03-28,90,6.0,0.06,5.3999999999999995
2022-03-29,95,6.0,0.06,5.7
2022-03-30,50,6.0,0.06,3.0
2022-03-31,55,6.0,0.06,3.3
2022-04-01,79,6.0,0.06,4.74
2022-04-02,14,6.0,0.06,0.84
2022-04-03,12,6.0,0.06,0.72
2022-04-04,59,6.0,0.06,3.54
2022-04-05,45,6.0,0.06,2.6999999999999997
2022-04-06,100,6.0,0.06,6.0
2022-04-07,43,6.0,0.06,2.58
2022-04-08,58,6.0,0.06,3.48
2022-04-09,20,6.0,0.06,1.2
2022-04-10,34,6.0,0.06,2.04
2022-04-11,95,6.0,0.06,5.7
2022-04-12,60,6.0,0.06,3.5999999999999996
2022-04-13,86,6.0,0.06,5.16
2022-04-14,61,6.0,0.06,3.6599999999999997
2022-04-15,63,6.0,0.06,3.78
2022-04-16,10,6.0,0.06,0.6
2022-04-17,23,6.0,0.06,1.38
2022-04-18,51,6.0,0.06,3.06
2022-04-19,34,6.0,0.06,2.04
2022-04-20,69,6.0,0.06,4.14
2022-04-21,45,6.0,0.06,2.6999999999999997
2022-04-22,66,6.0,0.06,3.96
2022-04-23,60,6.0,0.06,3.5999999999999996
2022-04-24,30,6.0,0.06,1.7999999999999998
2022-04-25,83,6.0,0.06,4.9799999999999995
2022-04-26,86,6.0,0.06,5.16
2022-04-27,29,6.0,0.06,1.74
2022-04-28,60,6.0,0.06,3.5999999999999996
2022-04-29,31,6.0,0.06,1.8599999999999999
2022-04-30,29,6.0,0.06,1.74
2022-05-01,27,6.0,0.06,1.6199999999999999
2022-05-02,73,6.0,0.06,4.38
2022-05-03,62,6.0,0.06,3.7199999999999998
2022-05-04,77,6.0,0.06,4.62
2022-05-05,68,6.0,0.06,4.08
2022-05-06,67,6.0,0.06,4.02
2022-05-07,26,6.0,0.06,1.56
2022-05-08,54,6.0,0.06,3.2399999999999998
2022-05-09,41,6.0,0.06,2.46
2022-05-10,73,6.0,0.06,4.38
2022-05-11,29,6.0,0.06,1.74
2022-05-12,100,6.0,0.06,6.0
2022-05-13,52,6.0,0.06,3.12
2022-05-14,22,6.0,0.06,1.3199999999999998
2022-05-15,23,6.0,0.06,1.38
2022-05-16,48,6.0,0.06,2.88
2022-05-17,66,6.0,0.06,3.96
2022-05-18,40,6.0,0.06,2.4
2022-05-19,69,6.0,0.06,4.14
2022-05-20,67,6.0,0.06,4.02
2022-05-21,31,6.0,0.06,1.8599999999999999
2022-05-22,11,6.0,0.06,0.6599999999999999
2022-05-23,38,6.0,0.06,2.28
2022-05-24,31,6.0,0.06,1.8599999999999999
2022-05-25,50,6.0,0.06,3.0
2022-05-26,85,6.0,0.06,5.1
2022-05-27,54,6.0,0.06,3.2399999999999998
2022-05-28,12,6.0,0.06,0.72
2022-05-29,51,6.0,0.06,3.06
2022-05-30,0,6.0,0.06,0.0
2022-05-31,14,6.0,0.06,0.84
2022-06-01,29,5.0,0.05,1.4500000000000002
2022-06-02,14,5.0,0.05,0.7000000000000001
2022-06-03,32,5.0,0.05,1.6
2022-06-04,21,5.0,0.05,1.05
2022-06-05,0,5.0,0.05,0.0
2022-06-06,32,5.0,0.05,1.6
2022-06-07,17,5.0,0.05,0.8500000000000001
2022-06-08,26,5.0,0.05,1.3
2022-06-09,25,5.0,0.05,1.25
2022-06-10,29,5.0,0.05,1.4500000000000002
2022-06-11,0,5.0,0.05,0.0
2022-06-12,10,5.0,0.05,0.5
2022-06-13,33,5.0,0.05,1.6500000000000001
2022-06-14,47,5.0,0.05,2.35
2022-06-15,14,5.0,0.05,0.7000000000000001
2022-06-16,51,5.0,0.05,2.5500000000000003
2022-06-17,56,5.0,0.05,2.8000000000000003
2022-06-18,0,5.0,0.05,0.0
2022-06-19,66,5.0,0.05,3.3000000000000003
2022-06-20,10,5.0,0.05,0.5
2022-06-21,16,5.0,0.05,0.8
2022-06-22,35,5.0,0.05,1.75
2022-06-23,18,5.0,0.05,0.9
2022-06-24,44,5.0,0.05,2.2
2022-06-25,0,5.0,0.05,0.0
2022-06-26,35,5.0,0.05,1.75
2022-06-27,78,5.0,0.05,3.9000000000000004
2022-06-28,100,5.0,0.05,5.0
2022-06-29,38,5.0,0.05,1.9000000000000001
2022-06-30,0,5.0,0.05,0.0
2022-07-01,38,4.0,0.04,1.52
2022-07-02,69,4.0,0.04,2.7600000000000002
2022-07-03,0,4.0,0.04,0.0
2022-07-04,37,4.0,0.04,1.48
2022-07-05,0,4.0,0.04,0.0
2022-07-06,100,4.0,0.04,4.0
2022-07-07,16,4.0,0.04,0.64
2022-07-08,47,4.0,0.04,1.8800000000000001
2022-07-09,26,4.0,0.04,1.04
2022-07-10,34,4.0,0.04,1.36
2022-07-11,19,4.0,0.04,0.76
2022-07-12,33,4.0,0.04,1.32
2022-07-13,50,4.0,0.04,2.0
2022-07-14,80,4.0,0.04,3.2
2022-07-15,31,4.0,0.04,1.24
2022-07-16,0,4.0,0.04,0.0
2022-07-17,0,4.0,0.04,0.0
2022-07-18,35,4.0,0.04,1.4000000000000001
2022-07-19,38,4.0,0.04,1.52
2022-07-20,66,4.0,0.04,2.64
2022-07-21,52,4.0,0.04,2.08
2022-07-22,46,4.0,0.04,1.84
2022-07-23,19,4.0,0.04,0.76
2022-07-24,0,4.0,0.04,0.0
2022-07-25,22,4.0,0.04,0.88
2022-07-26,53,4.0,0.04,2.12
2022-07-27,33,4.0,0.04,1.32
2022-07-28,35,4.0,0.04,1.4000000000000001
2022-07-29,26,4.0,0.04,1.04
2022-07-30,13,4.0,0.04,0.52
2022-07-31,27,4.0,0.04,1.08
2022-08-01,64,3.0,0.03,1.92
2022-08-02,88,3.0,0.03,2.6399999999999997
2022-08-03,46,3.0,0.03,1.38
2022-08-04,71,3.0,0.03,2.13
2022-08-05,26,3.0,0.03,0.78
2022-08-06,0,3.0,0.03,0.0
2022-08-07,30,3.0,0.03,0.8999999999999999
2022-08-08,40,3.0,0.03,1.2
2022-08-09,0,3.0,0.03,0.0
2022-08-10,0,3.0,0.03,0.0
2022-08-11,87,3.0,0.03,2.61
2022-08-12,19,3.0,0.03,0.57
2022-08-13,37,3.0,0.03,1.1099999999999999
2022-08-14,20,3.0,0.03,0.6
2022-08-15,28,3.0,0.03,0.84
2022-08-16,50,3.0,0.03,1.5
2022-08-17,100,3.0,0.03,3.0
2022-08-18,37,3.0,0.03,1.1099999999999999
2022-08-19,49,3.0,0.03,1.47
2022-08-20,0,3.0,0.03,0.0
2022-08-21,0,3.0,0.03,0.0
2022-08-22,78,3.0,0.03,2.34
2022-08-23,0,3.0,0.03,0.0
2022-08-24,40,3.0,0.03,1.2
2022-08-25,48,3.0,0.03,1.44
2022-08-26,58,3.0,0.03,1.74
2022-08-27,0,3.0,0.03,0.0
2022-08-28,17,3.0,0.03,0.51
2022-08-29,84,3.0,0.03,2.52
2022-08-30,38,3.0,0.03,1.14
2022-08-31,45,3.0,0.03,1.3499999999999999
2022-09-01,28,5.0,0.05,1.4000000000000001
2022-09-02,17,5.0,0.05,0.8500000000000001
2022-09-03,0,5.0,0.05,0.0
2022-09-04,0,5.0,0.05,0.0
2022-09-05,0,5.0,0.05,0.0
2022-09-06,25,5.0,0.05,1.25
2022-09-07,43,5.0,0.05,2.15
2022-09-08,19,5.0,0.05,0.9500000000000001
2022-09-09,35,5.0,0.05,1.75
2022-09-10,0,5.0,0.05,0.0
2022-09-11,7,5.0,0.05,0.35000000000000003
2022-09-12,31,5.0,0.05,1.55
2022-09-13,34,5.0,0.05,1.7000000000000002
2022-09-14,34,5.0,0.05,1.7000000000000002
2022-09-15,16,5.0,0.05,0.8
2022-09-16,22,5.0,0.05,1.1
2022-09-17,0,5.0,0.05,0.0
2022-09-18,48,5.0,0.05,2.4000000000000004
2022-09-19,35,5.0,0.05,1.75
2022-09-20,35,5.0,0.05,1.75
2022-09-21,46,5.0,0.05,2.3000000000000003
2022-09-22,45,5.0,0.05,2.25
2022-09-23,42,5.0,0.05,2.1
2022-09-24,33,5.0,0.05,1.6500000000000001
2022-09-25,23,5.0,0.05,1.1500000000000001
2022-09-26,25,5.0,0.05,1.25
2022-09-27,17,5.0,0.05,0.8500000000000001
2022-09-28,48,5.0,0.05,2.4000000000000004
2022-09-29,60,5.0,0.05,3.0
2022-09-30,100,5.0,0.05,5.0
2022-10-01,79,5.0,0.05,3.95
2022-10-02,34,5.0,0.05,1.7000000000000002
2022-10-03,100,5.0,0.05,5.0
2022-10-04,86,5.0,0.05,4.3
2022-10-05,57,5.0,0.05,2.85
2022-10-06,38,5.0,0.05,1.9000000000000001
2022-10-07,47,5.0,0.05,2.35
2022-10-08,59,5.0,0.05,2.95
2022-10-09,43,5.0,0.05,2.15
2022-10-10,50,5.0,0.05,2.5
2022-10-11,74,5.0,0.05,3.7
2022-10-12,42,5.0,0.05,2.1
2022-10-13,76,5.0,0.05,3.8000000000000003
2022-10-14,76,5.0,0.05,3.8000000000000003
2022-10-15,32,5.0,0.05,1.6
2022-10-16,20,5.0,0.05,1.0
2022-10-17,36,5.0,0.05,1.8
2022-10-18,42,5.0,0.05,2.1
2022-10-19,87,5.0,0.05,4.3500000000000005
2022-10-20,46,5.0,0.05,2.3000000000000003
2022-10-21,0,5.0,0.05,0.0
2022-10-22,36,5.0,0.05,1.8
2022-10-23,14,5.0,0.05,0.7000000000000001
2022-10-24,22,5.0,0.05,1.1
2022-10-25,55,5.0,0.05,2.75
2022-10-26,61,5.0,0.05,3.0500000000000003
2022-10-27,79,5.0,0.05,3.95
2022-10-28,57,5.0,0.05,2.85
2022-10-29,20,5.0,0.05,1.0
2022-10-30,34,5.0,0.05,1.7000000000000002
2022-10-31,56,5.0,0.05,2.8000000000000003
2022-11-01,58,5.0,0.05,2.9000000000000004
2022-11-02,83,5.0,0.05,4.15
2022-11-03,77,5.0,0.05,3.85
2022-11-04,87,5.0,0.05,4.3500000000000005
2022-11-05,13,5.0,0.05,0.65
2022-11-06,27,5.0,0.05,1.35
2022-11-07,38,5.0,0.05,1.9000000000000001
2022-11-08,47,5.0,0.05,2.35
2022-11-09,65,5.0,0.05,3.25
2022-11-10,54,5.0,0.05,2.7
2022-11-11,59,5.0,0.05,2.95
2022-11-12,13,5.0,0.05,0.65
2022-11-13,59,5.0,0.05,2.95
2022-11-14,55,5.0,0.05,2.75
2022-11-15,100,5.0,0.05,5.0
2022-11-16,66,5.0,0.05,3.3000000000000003
2022-11-17,52,5.0,0.05,2.6
2022-11-18,100,5.0,0.05,5.0
2022-11-19,47,5.0,0.05,2.35
2022-11-20,0,5.0,0.05,0.0
2022-11-21,37,5.0,0.05,1.85
2022-11-22,41,5.0,0.05,2.0500000000000003
2022-11-23,55,5.0,0.05,2.75
2022-11-24,30,5.0,0.05,1.5
2022-11-25,0,5.0,0.05,0.0
2022-11-26,0,5.0,0.05,0.0
2022-11-27,0,5.0,0.05,0.0
2022-11-28,51,5.0,0.05,2.5500000000000003
2022-11-29,34,5.0,0.05,1.7000000000000002
2022-11-30,76,5.0,0.05,3.8000000000000003
2022-12-01,23,5.0,0.05,1.1500000000000001
2022-12-02,46,5.0,0.05,2.3000000000000003
2022-12-03,9,5.0,0.05,0.45
2022-12-04,29,5.0,0.05,1.4500000000000002
2022-12-05,54,5.0,0.05,2.7
2022-12-06,17,5.0,0.05,0.8500000000000001
2022-12-07,42,5.0,0.05,2.1
2022-12-08,30,5.0,0.05,1.5
2022-12-09,50,5.0,0.05,2.5
2022-12-10,27,5.0,0.05,1.35
2022-12-11,0,5.0,0.05,0.0
2022-12-12,70,5.0,0.05,3.5
2022-12-13,31,5.0,0.05,1.55
2022-12-14,28,5.0,0.05,1.4000000000000001
2022-12-15,38,5.0,0.05,1.9000000000000001
2022-12-16,34,5.0,0.05,1.7000000000000002
2022-12-17,0,5.0,0.05,0.0
2022-12-18,10,5.0,0.05,0.5
2022-12-19,12,5.0,0.05,0.6000000000000001
2022-12-20,32,5.0,0.05,1.6
2022-12-21,100,5.0,0.05,5.0
2022-12-22,42,5.0,0.05,2.1
2022-12-23,32,5.0,0.05,1.6
2022-12-24,10,5.0,0.05,0.5
2022-12-25,0,5.0,0.05,0.0
2022-12-26,22,5.0,0.05,1.1
2022-12-27,39,5.0,0.05,1.9500000000000002
2022-12-28,30,5.0,0.05,1.5
2022-12-29,27,5.0,0.05,1.35
2022-12-30,11,5.0,0.05,0.55
2022-12-31,0,5.0,0.05,0.0
2023-01-01,0,5.0,0.05,0.0
2023-01-02,20,5.0,0.05,1.0
2023-01-03,33,5.0,0.05,1.6500000000000001
2023-01-04,36,5.0,0.05,1.8
2023-01-05,100,5.0,0.05,5.0
2023-01-06,61,5.0,0.05,3.0500000000000003
2023-01-07,0,5.0,0.05,0.0
2023-01-08,13,5.0,0.05,0.65
2023-01-09,81,5.0,0.05,4.05
2023-01-10,80,5.0,0.05,4.0
2023-01-11,76,5.0,0.05,3.8000000000000003
2023-01-12,48,5.0,0.05,2.4000000000000004
2023-01-13,43,5.0,0.05,2.15
2023-01-14,75,5.0,0.05,3.75
2023-01-15,0,5.0,0.05,0.0
2023-01-16,0,5.0,0.05,0.0
2023-01-17,0,5.0,0.05,0.0
2023-01-18,56,5.0,0.05,2.8000000000000003
2023-01-19,88,5.0,0.05,4.4
2023-01-20,51,5.0,0.05,2.5500000000000003
2023-01-21,13,5.0,0.05,0.65
2023-01-22,11,5.0,0.05,0.55
2023-01-23,61,5.0,0.05,3.0500000000000003
2023-01-24,76,5.0,0.05,3.8000000000000003
2023-01-25,51,5.0,0.05,2.5500000000000003
2023-01-26,28,5.0,0.05,1.4000000000000001
2023-01-27,51,5.0,0.05,2.5500000000000003
2023-01-28,20,5.0,0.05,1.0
2023-01-29,36,5.0,0.05,1.8
2023-01-30,72,5.0,0.05,3.6
2023-01-31,70,5.0,0.05,3.5
2023-02-01,59,4.0,0.04,2.36
2023-02-02,70,4.0,0.04,2.8000000000000003
2023-02-03,52,4.0,0.04,2.08
2023-02-04,25,4.0,0.04,1.0
2023-02-05,18,4.0,0.04,0.72
2023-02-06,46,4.0,0.04,1.84
2023-02-07,73,4.0,0.04,2.92
2023-02-08,36,4.0,0.04,1.44
2023-02-09,0,4.0,0.04,0.0
2023-02-10,84,4.0,0.04,3.36
2023-02-11,0,4.0,0.04,0.0
2023-02-12,24,4.0,0.04,0.96
2023-02-13,37,4.0,0.04,1.48
2023-02-14,43,4.0,0.04,1.72
2023-02-15,98,4.0,0.04,3.92
2023-02-16,63,4.0,0.04,2.52
2023-02-17,40,4.0,0.04,1.6
2023-02-18,22,4.0,0.04,0.88
2023-02-19,0,4.0,0.04,0.0
2023-02-20,35,4.0,0.04,1.4000000000000001
2023-02-21,77,4.0,0.04,3.08
2023-02-22,60,4.0,0.04,2.4
2023-02-23,50,4.0,0.04,2.0
2023-02-24,43,4.0,0.04,1.72
2023-02-25,40,4.0,0.04,1.6
2023-02-26,27,4.0,0.04,1.08
2023-02-27,77,4.0,0.04,3.08
2023-02-28,100,4.0,0.04,4.0
2023-03-01,39,5.0,0.05,1.9500000000000002
2023-03-02,41,5.0,0.05,2.0500000000000003
2023-03-03,56,5.0,0.05,2.8000000000000003
2023-03-04,14,5.0,0.05,0.7000000000000001
2023-03-05,35,5.0,0.05,1.75
2023-03-06,39,5.0,0.05,1.9500000000000002
2023-03-07,49,5.0,0.05,2.45
2023-03-08,54,5.0,0.05,2.7
2023-03-09,51,5.0,0.05,2.5500000000000003
2023-03-10,68,5.0,0.05,3.4000000000000004
2023-03-11,0,5.0,0.05,0.0
2023-03-12,0,5.0,0.05,0.0
2023-03-13,37,5.0,0.05,1.85
2023-03-14,54,5.0,0.05,2.7
2023-03-15,36,5.0,0.05,1.8
2023-03-16,28,5.0,0.05,1.4000000000000001
2023-03-17,53,5.0,0.05,2.6500000000000004
2023-03-18,26,5.0,0.05,1.3
2023-03-19,21,5.0,0.05,1.05
2023-03-20,60,5.0,0.05,3.0
2023-03-21,100,5.0,0.05,5.0
2023-03-22,79,5.0,0.05,3.95
2023-03-23,51,5.0,0.05,2.5500000000000003
2023-03-24,20,5.0,0.05,1.0
2023-03-25,33,5.0,0.05,1.6500000000000001
2023-03-26,17,5.0,0.05,0.8500000000000001
2023-03-27,62,5.0,0.05,3.1
2023-03-28,62,5.0,0.05,3.1
2023-03-29,54,5.0,0.05,2.7
2023-03-30,62,5.0,0.05,3.1
2023-03-31,75,5.0,0.05,3.75
2023-04-01,28,6.0,0.06,1.68
2023-04-02,20,6.0,0.06,1.2
2023-04-03,36,6.0,0.06,2.16
2023-04-04,33,6.0,0.06,1.98
2023-04-05,60,6.0,0.06,3.5999999999999996
2023-04-06,54,6.0,0.06,3.2399999999999998
2023-04-07,44,6.0,0.06,2.6399999999999997
2023-04-08,32,6.0,0.06,1.92
2023-04-09,20,6.0,0.06,1.2
2023-04-10,73,6.0,0.06,4.38
2023-04-11,76,6.0,0.06,4.56
2023-04-12,51,6.0,0.06,3.06
2023-04-13,100,6.0,0.06,6.0
2023-04-14,79,6.0,0.06,4.74
2023-04-15,22,6.0,0.06,1.3199999999999998
2023-04-16,41,6.0,0.06,2.46
2023-04-17,57,6.0,0.06,3.42
2023-04-18,52,6.0,0.06,3.12
2023-04-19,60,6.0,0.06,3.5999999999999996
2023-04-20,78,6.0,0.06,4.68
2023-04-21,42,6.0,0.06,2.52
2023-04-22,21,6.0,0.06,1.26
2023-04-23,14,6.0,0.06,0.84
2023-04-24,57,6.0,0.06,3.42
2023-04-25,63,6.0,0.06,3.78
2023-04-26,50,6.0,0.06,3.0
2023-04-27,49,6.0,0.06,2.94
2023-04-28,50,6.0,0.06,3.0
2023-04-29,12,6.0,0.06,0.72
2023-04-30,17,6.0,0.06,1.02
2023-05-01,85,5.0,0.05,4.25
2023-05-02,59,5.0,0.05,2.95
2023-05-03,47,5.0,0.05,2.35
2023-05-04,43,5.0,0.05,2.15
2023-05-05,63,5.0,0.05,3.1500000000000004
2023-05-06,20,5.0,0.05,1.0
2023-05-07,49,5.0,0.05,2.45
2023-05-08,50,5.0,0.05,2.5
