,date,HON
4272,2015-09-12,0.0
4273,2015-09-13,0.0
4274,2015-09-14,0.0
4275,2015-09-15,0.0
4276,2015-09-16,0.0
4277,2015-09-17,0.0
4278,2015-09-18,0.0
4279,2015-09-19,0.0
4280,2015-09-20,0.0
4281,2015-09-21,0.0
4282,2015-09-22,0.0
4283,2015-09-23,7.739999999999999
4284,2015-09-24,18.0
4285,2015-09-25,0.0
4286,2015-09-26,0.0
4287,2015-09-27,0.0
4288,2015-09-28,0.0
4289,2015-09-29,0.0
4290,2015-09-30,0.0
4291,2015-10-01,0.0
4292,2015-10-02,0.0
4293,2015-10-03,0.0
4294,2015-10-04,21.0
4295,2015-10-05,15.75
4296,2015-10-06,6.3
4297,2015-10-07,14.28
4298,2015-10-08,0.0
4299,2015-10-09,15.75
4300,2015-10-10,15.96
4301,2015-10-11,0.0
4302,2015-10-12,0.0
4303,2015-10-13,0.0
4304,2015-10-14,0.0
4305,2015-10-15,0.0
4306,2015-10-16,0.0
4307,2015-10-17,0.0
4308,2015-10-18,0.0
4309,2015-10-19,0.0
4310,2015-10-20,0.0
4311,2015-10-21,0.0
4312,2015-10-22,10.29
4313,2015-10-23,14.7
4314,2015-10-24,16.38
4315,2015-10-25,0.0
4316,2015-10-26,0.0
4317,2015-10-27,0.0
4318,2015-10-28,0.0
4319,2015-10-29,7.56
4320,2015-10-30,0.0
4321,2015-10-31,0.0
4322,2015-11-01,0.0
4323,2015-11-02,6.72
4324,2015-11-03,0.0
4325,2015-11-04,4.08
4326,2015-11-05,6.72
4327,2015-11-06,8.28
4328,2015-11-07,0.0
4329,2015-11-08,0.0
4330,2015-11-09,0.0
4331,2015-11-10,0.0
4332,2015-11-11,5.04
4333,2015-11-12,0.0
4334,2015-11-13,5.4
4335,2015-11-14,6.359999999999999
4336,2015-11-15,0.0
4337,2015-11-16,0.0
4338,2015-11-17,12.0
4339,2015-11-18,5.4
4340,2015-11-19,0.0
4341,2015-11-20,0.0
4342,2015-11-21,6.84
4343,2015-11-22,0.0
4344,2015-11-23,5.279999999999999
4345,2015-11-24,4.44
4346,2015-11-25,0.0
4347,2015-11-26,0.0
4348,2015-11-27,7.439999999999999
4349,2015-11-28,0.0
4350,2015-11-29,0.0
4351,2015-11-30,0.0
4352,2015-12-01,0.0
4353,2015-12-02,8.0
4354,2015-12-03,9.28
4355,2015-12-04,0.0
4356,2015-12-05,0.0
4357,2015-12-06,0.0
4358,2015-12-07,0.0
4359,2015-12-08,0.0
4360,2015-12-09,0.0
4361,2015-12-10,0.0
4362,2015-12-11,0.0
4363,2015-12-12,0.0
4364,2015-12-13,15.36
4365,2015-12-14,0.0
4366,2015-12-15,12.32
4367,2015-12-16,11.52
4368,2015-12-17,16.0
4369,2015-12-18,0.0
4370,2015-12-19,0.0
4371,2015-12-20,0.0
4372,2015-12-21,0.0
4373,2015-12-22,0.0
4374,2015-12-23,0.0
4375,2015-12-24,0.0
4376,2015-12-25,0.0
4377,2015-12-26,0.0
4378,2015-12-27,0.0
4379,2015-12-28,14.56
4380,2015-12-29,8.48
4381,2015-12-30,0.0
4382,2015-12-31,7.68
4383,2016-01-01,0.0
4384,2016-01-02,0.0
4385,2016-01-03,0.0
4386,2016-01-04,17.01
4387,2016-01-05,0.0
4388,2016-01-06,0.0
4389,2016-01-07,18.630000000000003
4390,2016-01-08,0.0
4391,2016-01-09,0.0
4392,2016-01-10,0.0
4393,2016-01-11,0.0
4394,2016-01-12,0.0
4395,2016-01-13,14.580000000000002
4396,2016-01-14,0.0
4397,2016-01-15,17.82
4398,2016-01-16,0.0
4399,2016-01-17,0.0
4400,2016-01-18,0.0
4401,2016-01-19,0.0
4402,2016-01-20,27.0
4403,2016-01-21,0.0
4404,2016-01-22,0.0
4405,2016-01-23,0.0
4406,2016-01-24,0.0
4407,2016-01-25,0.0
4408,2016-01-26,20.25
4409,2016-01-27,11.34
4410,2016-01-28,23.22
4411,2016-01-29,18.36
4412,2016-01-30,0.0
4413,2016-01-31,0.0
4414,2016-02-01,11.34
4415,2016-02-02,13.77
4416,2016-02-03,0.0
4417,2016-02-04,0.0
4418,2016-02-05,0.0
4419,2016-02-06,0.0
4420,2016-02-07,0.0
4421,2016-02-08,0.0
4422,2016-02-09,27.0
4423,2016-02-10,0.0
4424,2016-02-11,0.0
4425,2016-02-12,0.0
4426,2016-02-13,0.0
4427,2016-02-14,0.0
4428,2016-02-15,0.0
4429,2016-02-16,14.31
4430,2016-02-17,0.0
4431,2016-02-18,0.0
4432,2016-02-19,25.65
4433,2016-02-20,0.0
4434,2016-02-21,0.0
4435,2016-02-22,8.100000000000001
4436,2016-02-23,8.100000000000001
4437,2016-02-24,19.71
4438,2016-02-25,11.07
4439,2016-02-26,7.56
4440,2016-02-27,11.34
4441,2016-02-28,0.0
4442,2016-02-29,8.100000000000001
4443,2016-03-01,7.829999999999999
4444,2016-03-02,0.0
4445,2016-03-03,28.13
4446,2016-03-04,21.46
4447,2016-03-05,11.02
4448,2016-03-06,0.0
4449,2016-03-07,7.539999999999999
4450,2016-03-08,0.0
4451,2016-03-09,0.0
4452,2016-03-10,0.0
4453,2016-03-11,18.27
4454,2016-03-12,0.0
4455,2016-03-13,0.0
4456,2016-03-14,0.0
4457,2016-03-15,10.73
4458,2016-03-16,0.0
4459,2016-03-17,10.44
4460,2016-03-18,15.079999999999998
4461,2016-03-19,15.659999999999998
4462,2016-03-20,12.47
4463,2016-03-21,0.0
4464,2016-03-22,29.0
4465,2016-03-23,16.24
4466,2016-03-24,12.47
4467,2016-03-25,18.56
4468,2016-03-26,15.659999999999998
4469,2016-03-27,0.0
4470,2016-03-28,11.31
4471,2016-03-29,0.0
4472,2016-03-30,13.34
4473,2016-03-31,0.0
4474,2016-04-01,15.34
4475,2016-04-02,0.0
4476,2016-04-03,0.0
4477,2016-04-04,16.64
4478,2016-04-05,10.4
4479,2016-04-06,0.0
4480,2016-04-07,0.0
4481,2016-04-08,6.5
4482,2016-04-09,0.0
4483,2016-04-10,0.0
4484,2016-04-11,10.14
4485,2016-04-12,4.94
4486,2016-04-13,12.74
4487,2016-04-14,20.28
4488,2016-04-15,15.34
4489,2016-04-16,0.0
4490,2016-04-17,0.0
4491,2016-04-18,26.0
4492,2016-04-19,14.04
4493,2016-04-20,13.52
4494,2016-04-21,0.0
4495,2016-04-22,0.0
4496,2016-04-23,0.0
4497,2016-04-24,0.0
4498,2016-04-25,0.0
4499,2016-04-26,0.0
4500,2016-04-27,0.0
4501,2016-04-28,12.48
4502,2016-04-29,6.24
4503,2016-04-30,0.0
4504,2016-05-01,0.0
4505,2016-05-02,0.0
4506,2016-05-03,4.4
4507,2016-05-04,4.4
4508,2016-05-05,11.0
4509,2016-05-06,0.0
4510,2016-05-07,0.0
4511,2016-05-08,0.0
4512,2016-05-09,22.0
4513,2016-05-10,12.54
4514,2016-05-11,0.0
4515,2016-05-12,5.28
4516,2016-05-13,0.0
4517,2016-05-14,0.0
4518,2016-05-15,19.58
4519,2016-05-16,11.44
4520,2016-05-17,0.0
4521,2016-05-18,10.78
4522,2016-05-19,9.9
4523,2016-05-20,14.74
4524,2016-05-21,0.0
4525,2016-05-22,0.0
4526,2016-05-23,0.0
4527,2016-05-24,14.08
4528,2016-05-25,14.74
4529,2016-05-26,8.14
4530,2016-05-27,0.0
4531,2016-05-28,0.0
4532,2016-05-29,0.0
4533,2016-05-30,7.04
4534,2016-05-31,0.0
4535,2016-06-01,8.1
4536,2016-06-02,18.0
4537,2016-06-03,0.0
4538,2016-06-04,10.08
4539,2016-06-05,0.0
4540,2016-06-06,9.18
4541,2016-06-07,0.0
4542,2016-06-08,0.0
4543,2016-06-09,14.22
4544,2016-06-10,4.68
4545,2016-06-11,0.0
4546,2016-06-12,0.0
4547,2016-06-13,0.0
4548,2016-06-14,0.0
4549,2016-06-15,7.92
4550,2016-06-16,0.0
4551,2016-06-17,4.14
4552,2016-06-18,0.0
4553,2016-06-19,0.0
4554,2016-06-20,10.08
4555,2016-06-21,14.94
4556,2016-06-22,0.0
4557,2016-06-23,5.4
4558,2016-06-24,3.96
4559,2016-06-25,0.0
4560,2016-06-26,0.0
4561,2016-06-27,0.0
4562,2016-06-28,4.14
4563,2016-06-29,4.68
4564,2016-06-30,0.0
4565,2016-07-01,0.0
4566,2016-07-02,23.0
4567,2016-07-03,0.0
4568,2016-07-04,0.0
4569,2016-07-05,0.0
4570,2016-07-06,13.11
4571,2016-07-07,5.5200000000000005
4572,2016-07-08,0.0
4573,2016-07-09,9.89
4574,2016-07-10,0.0
4575,2016-07-11,7.13
4576,2016-07-12,7.36
4577,2016-07-13,5.5200000000000005
4578,2016-07-14,4.83
4579,2016-07-15,9.89
4580,2016-07-16,4.37
4581,2016-07-17,0.0
4582,2016-07-18,0.0
4583,2016-07-19,7.13
4584,2016-07-20,8.74
4585,2016-07-21,8.74
4586,2016-07-22,9.43
4587,2016-07-23,0.0
4588,2016-07-24,0.0
4589,2016-07-25,0.0
4590,2016-07-26,0.0
4591,2016-07-27,0.0
4592,2016-07-28,0.0
4593,2016-07-29,5.5200000000000005
4594,2016-07-30,0.0
4595,2016-07-31,0.0
4596,2016-08-01,6.84
4597,2016-08-02,0.0
4598,2016-08-03,0.0
4599,2016-08-04,7.41
4600,2016-08-05,13.68
4601,2016-08-06,8.55
4602,2016-08-07,0.0
4603,2016-08-08,19.0
4604,2016-08-09,0.0
4605,2016-08-10,0.0
4606,2016-08-11,0.0
4607,2016-08-12,0.0
4608,2016-08-13,0.0
4609,2016-08-14,17.1
4610,2016-08-15,10.07
4611,2016-08-16,14.82
4612,2016-08-17,13.68
4613,2016-08-18,0.0
4614,2016-08-19,0.0
4615,2016-08-20,0.0
4616,2016-08-21,0.0
4617,2016-08-22,0.0
4618,2016-08-23,7.6
4619,2016-08-24,7.79
4620,2016-08-25,5.89
4621,2016-08-26,0.0
4622,2016-08-27,0.0
4623,2016-08-28,0.0
4624,2016-08-29,0.0
4625,2016-08-30,15.58
4626,2016-08-31,0.0
4627,2016-09-01,16.6
4628,2016-09-02,14.2
4629,2016-09-03,0.0
4630,2016-09-04,20.0
4631,2016-09-05,0.0
4632,2016-09-06,0.0
4633,2016-09-07,9.0
4634,2016-09-08,0.0
4635,2016-09-09,0.0
4636,2016-09-10,0.0
4637,2016-09-11,0.0
4638,2016-09-12,7.6
4639,2016-09-13,14.8
4640,2016-09-14,12.8
4641,2016-09-15,0.0
4642,2016-09-16,13.0
4643,2016-09-17,0.0
4644,2016-09-18,0.0
4645,2016-09-19,0.0
4646,2016-09-20,0.0
4647,2016-09-21,0.0
4648,2016-09-22,11.2
4649,2016-09-23,0.0
4650,2016-09-24,0.0
4651,2016-09-25,0.0
4652,2016-09-26,13.0
4653,2016-09-27,16.400000000000002
4654,2016-09-28,8.200000000000001
4655,2016-09-29,0.0
4656,2016-09-30,6.2
4657,2016-10-01,0.0
4658,2016-10-02,0.0
4659,2016-10-03,0.0
4660,2016-10-04,6.75
4661,2016-10-05,0.0
4662,2016-10-06,0.0
4663,2016-10-07,7.0
4664,2016-10-08,0.0
4665,2016-10-09,0.0
4666,2016-10-10,0.0
4667,2016-10-11,10.75
4668,2016-10-12,0.0
4669,2016-10-13,10.5
4670,2016-10-14,8.75
4671,2016-10-15,0.0
4672,2016-10-16,21.0
4673,2016-10-17,0.0
4674,2016-10-18,0.0
4675,2016-10-19,0.0
4676,2016-10-20,8.0
4677,2016-10-21,0.0
4678,2016-10-22,0.0
4679,2016-10-23,0.0
4680,2016-10-24,20.25
4681,2016-10-25,7.25
4682,2016-10-26,13.5
4683,2016-10-27,25.0
4684,2016-10-28,16.5
4685,2016-10-29,0.0
4686,2016-10-30,0.0
4687,2016-10-31,17.0
4688,2016-11-01,20.64
4689,2016-11-02,0.0
4690,2016-11-03,0.0
4691,2016-11-04,13.68
4692,2016-11-05,0.0
4693,2016-11-06,0.0
4694,2016-11-07,0.0
4695,2016-11-08,0.0
4696,2016-11-09,9.36
4697,2016-11-10,10.8
4698,2016-11-11,14.88
4699,2016-11-12,0.0
4700,2016-11-13,0.0
4701,2016-11-14,0.0
4702,2016-11-15,11.52
4703,2016-11-16,0.0
4704,2016-11-17,6.96
4705,2016-11-18,0.0
4706,2016-11-19,0.0
4707,2016-11-20,0.0
4708,2016-11-21,14.64
4709,2016-11-22,0.0
4710,2016-11-23,13.68
4711,2016-11-24,0.0
4712,2016-11-25,0.0
4713,2016-11-26,0.0
4714,2016-11-27,0.0
4715,2016-11-28,9.6
4716,2016-11-29,0.0
4717,2016-11-30,24.0
4718,2016-12-01,10.23
4719,2016-12-02,7.13
4720,2016-12-03,0.0
4721,2016-12-04,0.0
4722,2016-12-05,0.0
4723,2016-12-06,0.0
4724,2016-12-07,0.0
4725,2016-12-08,0.0
4726,2016-12-09,8.37
4727,2016-12-10,0.0
4728,2016-12-11,0.0
4729,2016-12-12,0.0
4730,2016-12-13,7.75
4731,2016-12-14,10.23
4732,2016-12-15,15.81
4733,2016-12-16,0.0
4734,2016-12-17,0.0
4735,2016-12-18,0.0
4736,2016-12-19,6.82
4737,2016-12-20,0.0
4738,2016-12-21,5.58
4739,2016-12-22,0.0
4740,2016-12-23,12.4
4741,2016-12-24,0.0
4742,2016-12-25,0.0
4743,2016-12-26,0.0
4744,2016-12-27,4.96
4745,2016-12-28,22.32
4746,2016-12-29,31.0
4747,2016-12-30,15.5
4748,2016-12-31,0.0
4749,2017-01-01,12.73
4750,2017-01-02,0.0
4751,2017-01-03,10.26
4752,2017-01-04,0.0
4753,2017-01-05,0.0
4754,2017-01-06,6.65
4755,2017-01-07,0.0
4756,2017-01-08,11.21
4757,2017-01-09,0.0
4758,2017-01-10,9.5
4759,2017-01-11,19.0
4760,2017-01-12,13.68
4761,2017-01-13,9.88
4762,2017-01-14,0.0
4763,2017-01-15,0.0
4764,2017-01-16,0.0
4765,2017-01-17,10.45
4766,2017-01-18,17.67
4767,2017-01-19,0.0
4768,2017-01-20,8.74
4769,2017-01-21,0.0
4770,2017-01-22,0.0
4771,2017-01-23,8.74
4772,2017-01-24,0.0
4773,2017-01-25,0.0
4774,2017-01-26,8.36
4775,2017-01-27,0.0
4776,2017-01-28,0.0
4777,2017-01-29,0.0
4778,2017-01-30,0.0
4779,2017-01-31,0.0
4780,2017-02-01,23.24
4781,2017-02-02,0.0
4782,2017-02-03,7.56
4783,2017-02-04,0.0
4784,2017-02-05,0.0
4785,2017-02-06,11.48
4786,2017-02-07,10.36
4787,2017-02-08,15.96
4788,2017-02-09,26.880000000000003
4789,2017-02-10,11.48
4790,2017-02-11,0.0
4791,2017-02-12,28.000000000000004
4792,2017-02-13,22.96
4793,2017-02-14,0.0
4794,2017-02-15,16.520000000000003
4795,2017-02-16,11.48
4796,2017-02-17,14.560000000000002
4797,2017-02-18,10.36
4798,2017-02-19,7.56
4799,2017-02-20,8.4
4800,2017-02-21,7.840000000000001
4801,2017-02-22,0.0
4802,2017-02-23,0.0
4803,2017-02-24,18.48
4804,2017-02-25,0.0
4805,2017-02-26,12.04
4806,2017-02-27,10.36
4807,2017-02-28,0.0
4808,2017-03-01,0.0
4809,2017-03-02,0.0
4810,2017-03-03,0.0
4811,2017-03-04,0.0
4812,2017-03-05,0.0
4813,2017-03-06,31.0
4814,2017-03-07,0.0
4815,2017-03-08,5.89
4816,2017-03-09,5.27
4817,2017-03-10,17.669999999999998
4818,2017-03-11,0.0
4819,2017-03-12,0.0
4820,2017-03-13,25.42
4821,2017-03-14,9.61
4822,2017-03-15,0.0
4823,2017-03-16,0.0
4824,2017-03-17,11.16
4825,2017-03-18,6.51
4826,2017-03-19,6.82
4827,2017-03-20,17.98
4828,2017-03-21,12.4
4829,2017-03-22,17.98
4830,2017-03-23,6.51
4831,2017-03-24,28.21
4832,2017-03-25,0.0
4833,2017-03-26,20.15
4834,2017-03-27,5.27
4835,2017-03-28,11.47
4836,2017-03-29,8.68
4837,2017-03-30,18.29
4838,2017-03-31,11.78
4839,2017-04-01,0.0
4840,2017-04-02,0.0
4841,2017-04-03,5.32
4842,2017-04-04,7.280000000000001
4843,2017-04-05,6.44
4844,2017-04-06,3.3600000000000003
4845,2017-04-07,0.0
4846,2017-04-08,0.0
4847,2017-04-09,0.0
4848,2017-04-10,3.3600000000000003
4849,2017-04-11,3.640000000000001
4850,2017-04-12,0.0
4851,2017-04-13,10.64
4852,2017-04-14,0.0
4853,2017-04-15,0.0
4854,2017-04-16,28.000000000000004
4855,2017-04-17,0.0
4856,2017-04-18,0.0
4857,2017-04-19,0.0
4858,2017-04-20,15.96
4859,2017-04-21,8.96
4860,2017-04-22,0.0
4861,2017-04-23,0.0
4862,2017-04-24,10.920000000000002
4863,2017-04-25,10.36
4864,2017-04-26,0.0
4865,2017-04-27,7.280000000000001
4866,2017-04-28,10.64
4867,2017-04-29,0.0
4868,2017-04-30,0.0
4869,2017-05-01,32.01
4870,2017-05-02,0.0
4871,2017-05-03,24.09
4872,2017-05-04,0.0
4873,2017-05-05,8.58
4874,2017-05-06,0.0
4875,2017-05-07,0.0
4876,2017-05-08,12.87
4877,2017-05-09,27.06
4878,2017-05-10,22.11
4879,2017-05-11,0.0
4880,2017-05-12,18.48
4881,2017-05-13,0.0
4882,2017-05-14,0.0
4883,2017-05-15,12.54
4884,2017-05-16,0.0
4885,2017-05-17,14.19
4886,2017-05-18,0.0
4887,2017-05-19,9.9
4888,2017-05-20,0.0
4889,2017-05-21,12.54
4890,2017-05-22,0.0
4891,2017-05-23,0.0
4892,2017-05-24,11.88
4893,2017-05-25,12.54
4894,2017-05-26,10.56
4895,2017-05-27,0.0
4896,2017-05-28,14.85
4897,2017-05-29,27.72
4898,2017-05-30,0.0
4899,2017-05-31,33.0
4900,2017-06-01,0.0
4901,2017-06-02,8.0
4902,2017-06-03,32.0
4903,2017-06-04,0.0
4904,2017-06-05,7.04
4905,2017-06-06,0.0
4906,2017-06-07,10.24
4907,2017-06-08,17.28
4908,2017-06-09,11.2
4909,2017-06-10,0.0
4910,2017-06-11,0.0
4911,2017-06-12,7.36
4912,2017-06-13,13.12
4913,2017-06-14,10.56
4914,2017-06-15,19.84
4915,2017-06-16,8.64
4916,2017-06-17,0.0
4917,2017-06-18,0.0
4918,2017-06-19,14.08
4919,2017-06-20,16.32
4920,2017-06-21,20.48
4921,2017-06-22,22.08
4922,2017-06-23,0.0
4923,2017-06-24,0.0
4924,2017-06-25,6.72
4925,2017-06-26,8.96
4926,2017-06-27,0.0
4927,2017-06-28,0.0
4928,2017-06-29,0.0
4929,2017-06-30,5.12
4930,2017-07-01,0.0
4931,2017-07-02,20.4
4932,2017-07-03,8.64
4933,2017-07-04,19.68
4934,2017-07-05,0.0
4935,2017-07-06,17.759999999999998
4936,2017-07-07,0.0
4937,2017-07-08,0.0
4938,2017-07-09,0.0
4939,2017-07-10,20.64
4940,2017-07-11,10.56
4941,2017-07-12,10.8
4942,2017-07-13,0.0
4943,2017-07-14,11.28
4944,2017-07-15,0.0
4945,2017-07-16,0.0
4946,2017-07-17,0.0
4947,2017-07-18,14.64
4948,2017-07-19,0.0
4949,2017-07-20,12.72
4950,2017-07-21,11.52
4951,2017-07-22,0.0
4952,2017-07-23,8.16
4953,2017-07-24,0.0
4954,2017-07-25,0.0
4955,2017-07-26,0.0
4956,2017-07-27,24.0
4957,2017-07-28,13.92
4958,2017-07-29,0.0
4959,2017-07-30,0.0
4960,2017-07-31,6.48
4961,2017-08-01,16.0
4962,2017-08-02,6.4
4963,2017-08-03,17.92
4964,2017-08-04,16.0
4965,2017-08-05,0.0
4966,2017-08-06,0.0
4967,2017-08-07,0.0
4968,2017-08-08,12.16
4969,2017-08-09,12.48
4970,2017-08-10,0.0
4971,2017-08-11,10.24
4972,2017-08-12,10.24
4973,2017-08-13,0.0
4974,2017-08-14,14.08
4975,2017-08-15,17.28
4976,2017-08-16,0.0
4977,2017-08-17,0.0
4978,2017-08-18,32.0
4979,2017-08-19,0.0
4980,2017-08-20,13.76
4981,2017-08-21,0.0
4982,2017-08-22,0.0
4983,2017-08-23,16.64
4984,2017-08-24,15.04
4985,2017-08-25,26.88
4986,2017-08-26,0.0
4987,2017-08-27,0.0
4988,2017-08-28,0.0
4989,2017-08-29,14.4
4990,2017-08-30,12.16
4991,2017-08-31,7.68
4992,2017-09-01,0.0
4993,2017-09-02,0.0
4994,2017-09-03,0.0
4995,2017-09-04,0.0
4996,2017-09-05,0.0
4997,2017-09-06,4.83
4998,2017-09-07,0.0
4999,2017-09-08,6.09
5000,2017-09-09,7.77
5001,2017-09-10,15.96
5002,2017-09-11,10.08
5003,2017-09-12,8.4
5004,2017-09-13,6.72
5005,2017-09-14,0.0
5006,2017-09-15,0.0
5007,2017-09-16,0.0
5008,2017-09-17,0.0
5009,2017-09-18,17.43
5010,2017-09-19,12.81
5011,2017-09-20,7.14
5012,2017-09-21,12.18
5013,2017-09-22,7.56
5014,2017-09-23,0.0
5015,2017-09-24,0.0
5016,2017-09-25,0.0
5017,2017-09-26,0.0
5018,2017-09-27,21.0
5019,2017-09-28,7.35
5020,2017-09-29,4.2
5021,2017-09-30,6.93
5022,2017-10-01,0.0
5023,2017-10-02,15.95
5024,2017-10-03,12.18
5025,2017-10-04,10.73
5026,2017-10-05,0.0
5027,2017-10-06,0.0
5028,2017-10-07,0.0
5029,2017-10-08,0.0
5030,2017-10-09,0.0
5031,2017-10-10,16.82
5032,2017-10-11,0.0
5033,2017-10-12,0.0
5034,2017-10-13,0.0
5035,2017-10-14,11.31
5036,2017-10-15,0.0
5037,2017-10-16,6.38
5038,2017-10-17,11.31
5039,2017-10-18,7.829999999999999
5040,2017-10-19,7.249999999999999
5041,2017-10-20,29.0
5042,2017-10-21,0.0
5043,2017-10-22,0.0
5044,2017-10-23,5.22
5045,2017-10-24,7.249999999999999
5046,2017-10-25,0.0
5047,2017-10-26,17.98
5048,2017-10-27,0.0
5049,2017-10-28,0.0
5050,2017-10-29,0.0
5051,2017-10-30,4.93
5052,2017-10-31,6.09
5053,2017-11-01,0.0
5054,2017-11-02,0.0
5055,2017-11-03,9.36
5056,2017-11-04,0.0
5057,2017-11-05,9.0
5058,2017-11-06,35.28
5059,2017-11-07,0.0
5060,2017-11-08,15.12
5061,2017-11-09,27.0
5062,2017-11-10,17.28
5063,2017-11-11,9.36
5064,2017-11-12,0.0
5065,2017-11-13,9.36
5066,2017-11-14,0.0
5067,2017-11-15,11.88
5068,2017-11-16,0.0
5069,2017-11-17,0.0
5070,2017-11-18,0.0
5071,2017-11-19,36.0
5072,2017-11-20,0.0
5073,2017-11-21,14.76
5074,2017-11-22,30.6
5075,2017-11-23,0.0
5076,2017-11-24,0.0
5077,2017-11-25,32.4
5078,2017-11-26,0.0
5079,2017-11-27,16.919999999999998
5080,2017-11-28,30.6
5081,2017-11-29,23.04
5082,2017-11-30,15.48
5083,2017-12-01,8.19
5084,2017-12-02,14.43
5085,2017-12-03,14.82
5086,2017-12-04,7.0200000000000005
5087,2017-12-05,17.55
5088,2017-12-06,24.18
5089,2017-12-07,9.36
5090,2017-12-08,0.0
5091,2017-12-09,9.75
5092,2017-12-10,0.0
5093,2017-12-11,39.0
5094,2017-12-12,20.28
5095,2017-12-13,25.35
5096,2017-12-14,0.0
5097,2017-12-15,10.53
5098,2017-12-16,22.23
5099,2017-12-17,0.0
5100,2017-12-18,17.16
5101,2017-12-19,30.81
5102,2017-12-20,27.69
5103,2017-12-21,9.36
5104,2017-12-22,0.0
5105,2017-12-23,0.0
5106,2017-12-24,0.0
5107,2017-12-25,11.31
5108,2017-12-26,14.43
5109,2017-12-27,0.0
5110,2017-12-28,10.14
5111,2017-12-29,0.0
5112,2017-12-30,11.7
5113,2017-12-31,0.0
5114,2018-01-01,0.0
5115,2018-01-02,0.0
5116,2018-01-03,44.65
5117,2018-01-04,30.08
5118,2018-01-05,37.13
5119,2018-01-06,14.57
5120,2018-01-07,0.0
5121,2018-01-08,0.0
5122,2018-01-09,11.28
5123,2018-01-10,13.63
5124,2018-01-11,31.02
5125,2018-01-12,17.86
5126,2018-01-13,0.0
5127,2018-01-14,0.0
5128,2018-01-15,9.4
5129,2018-01-16,23.97
5130,2018-01-17,15.98
5131,2018-01-18,16.45
5132,2018-01-19,47.0
5133,2018-01-20,0.0
5134,2018-01-21,0.0
5135,2018-01-22,30.08
5136,2018-01-23,7.989999999999999
5137,2018-01-24,22.09
5138,2018-01-25,17.86
5139,2018-01-26,34.309999999999995
5140,2018-01-27,15.98
5141,2018-01-28,18.33
5142,2018-01-29,0.0
5143,2018-01-30,0.0
5144,2018-01-31,29.14
5145,2018-02-01,0.0
5146,2018-02-02,29.9
5147,2018-02-03,11.04
5148,2018-02-04,16.1
5149,2018-02-05,34.5
5150,2018-02-06,43.24
5151,2018-02-07,28.06
5152,2018-02-08,8.280000000000001
5153,2018-02-09,27.6
5154,2018-02-10,16.560000000000002
5155,2018-02-11,46.0
5156,2018-02-12,43.24
5157,2018-02-13,15.64
5158,2018-02-14,11.04
5159,2018-02-15,23.46
5160,2018-02-16,11.96
5161,2018-02-17,0.0
5162,2018-02-18,0.0
5163,2018-02-19,14.72
5164,2018-02-20,34.96
5165,2018-02-21,11.96
5166,2018-02-22,12.42
5167,2018-02-23,0.0
5168,2018-02-24,29.9
5169,2018-02-25,0.0
5170,2018-02-26,20.24
5171,2018-02-27,26.68
5172,2018-02-28,23.0
5173,2018-03-01,9.62
5174,2018-03-02,13.32
5175,2018-03-03,0.0
5176,2018-03-04,0.0
5177,2018-03-05,9.62
5178,2018-03-06,0.0
5179,2018-03-07,16.65
5180,2018-03-08,32.93
5181,2018-03-09,29.97
5182,2018-03-10,12.58
5183,2018-03-11,8.879999999999999
5184,2018-03-12,9.62
5185,2018-03-13,26.64
5186,2018-03-14,13.32
5187,2018-03-15,33.3
5188,2018-03-16,22.2
5189,2018-03-17,19.98
5190,2018-03-18,12.58
5191,2018-03-19,0.0
5192,2018-03-20,17.759999999999998
5193,2018-03-21,8.51
5194,2018-03-22,17.759999999999998
5195,2018-03-23,37.0
5196,2018-03-24,0.0
5197,2018-03-25,27.75
5198,2018-03-26,14.8
5199,2018-03-27,0.0
5200,2018-03-28,20.35
5201,2018-03-29,0.0
5202,2018-03-30,0.0
5203,2018-03-31,0.0
5204,2018-04-01,0.0
5205,2018-04-02,0.0
5206,2018-04-03,9.5
5207,2018-04-04,33.44
5208,2018-04-05,0.0
5209,2018-04-06,38.0
5210,2018-04-07,14.82
5211,2018-04-08,0.0
5212,2018-04-09,16.72
5213,2018-04-10,14.44
5214,2018-04-11,13.68
5215,2018-04-12,26.6
5216,2018-04-13,38.0
5217,2018-04-14,0.0
5218,2018-04-15,0.0
5219,2018-04-16,14.44
5220,2018-04-17,16.72
5221,2018-04-18,20.14
5222,2018-04-19,23.94
5223,2018-04-20,10.26
5224,2018-04-21,32.3
5225,2018-04-22,0.0
5226,2018-04-23,15.58
5227,2018-04-24,14.06
5228,2018-04-25,19.76
5229,2018-04-26,12.92
5230,2018-04-27,0.0
5231,2018-04-28,21.28
5232,2018-04-29,30.4
5233,2018-04-30,0.0
5234,2018-05-01,0.0
5235,2018-05-02,3.4799999999999995
5236,2018-05-03,3.77
5237,2018-05-04,8.99
5238,2018-05-05,4.35
5239,2018-05-06,0.0
5240,2018-05-07,10.44
5241,2018-05-08,5.22
5242,2018-05-09,5.51
5243,2018-05-10,0.0
5244,2018-05-11,0.0
5245,2018-05-12,0.0
5246,2018-05-13,0.0
5247,2018-05-14,4.93
5248,2018-05-15,29.0
5249,2018-05-16,7.249999999999999
5250,2018-05-17,4.35
5251,2018-05-18,8.12
5252,2018-05-19,0.0
5253,2018-05-20,0.0
5254,2018-05-21,5.51
5255,2018-05-22,5.51
5256,2018-05-23,0.0
