date,TSLA
2015-11-01,0.64
2015-11-02,2.16
2015-11-03,2.64
2015-11-04,4.0
2015-11-05,3.24
2015-11-06,2.52
2015-11-07,0.84
2015-11-08,0.88
2015-11-09,2.6
2015-11-10,1.96
2015-11-11,2.36
2015-11-12,3.64
2015-11-13,2.32
2015-11-14,0.84
2015-11-15,0.0
2015-11-16,1.12
2015-11-17,2.28
2015-11-18,2.36
2015-11-19,3.4
2015-11-20,2.88
2015-11-21,0.92
2015-11-22,0.84
2015-11-23,1.64
2015-11-24,0.92
2015-11-25,3.56
2015-11-26,3.48
2015-11-27,0.72
2015-11-28,0.64
2015-11-29,2.48
2015-11-30,2.4
2015-12-01,1.65
2015-12-02,2.34
2015-12-03,3.0
2015-12-04,2.22
2015-12-05,2.25
2015-12-06,0.78
2015-12-07,1.86
2015-12-08,2.43
2015-12-09,1.59
2015-12-10,1.41
2015-12-11,1.3199999999999998
2015-12-12,2.1
2015-12-13,0.8999999999999999
2015-12-14,1.44
2015-12-15,1.14
2015-12-16,1.02
2015-12-17,2.94
2015-12-18,1.47
2015-12-19,2.85
2015-12-20,1.3199999999999998
2015-12-21,1.62
2015-12-22,1.83
2015-12-23,2.91
2015-12-24,1.14
2015-12-25,1.95
2015-12-26,0.87
2015-12-27,0.54
2015-12-28,2.46
2015-12-29,1.86
2015-12-30,2.22
2015-12-31,0.54
2016-01-01,1.52
2016-01-02,1.04
2016-01-03,1.8
2016-01-04,3.36
2016-01-05,3.36
2016-01-06,1.88
2016-01-07,3.8
2016-01-08,2.72
2016-01-09,1.68
2016-01-10,0.72
2016-01-11,2.8000000000000003
2016-01-12,2.72
2016-01-13,3.88
2016-01-14,3.56
2016-01-15,2.76
2016-01-16,1.92
2016-01-17,1.0
2016-01-18,1.56
2016-01-19,2.48
2016-01-20,3.12
2016-01-21,3.52
2016-01-22,2.28
2016-01-23,1.52
2016-01-24,1.24
2016-01-25,0.36
2016-01-26,3.48
2016-01-27,2.6
2016-01-28,2.8000000000000003
2016-01-29,4.0
2016-01-30,2.24
2016-01-31,1.4
2016-02-01,2.4
2016-02-02,3.54
2016-02-03,3.0
2016-02-04,3.66
2016-02-05,3.54
2016-02-06,2.82
2016-02-07,1.3199999999999998
2016-02-08,4.74
2016-02-09,4.859999999999999
2016-02-10,4.44
2016-02-11,6.0
2016-02-12,5.34
2016-02-13,1.98
2016-02-14,2.52
2016-02-15,1.02
2016-02-16,3.3
2016-02-17,4.98
2016-02-18,4.14
2016-02-19,4.32
2016-02-20,0.96
2016-02-21,1.44
2016-02-22,3.18
2016-02-23,3.6
2016-02-24,3.48
2016-02-25,4.2
2016-02-26,3.6
2016-02-27,0.6599999999999999
2016-02-28,1.2
2016-02-29,2.4
2016-03-01,3.84
2016-03-02,3.0
2016-03-03,2.94
2016-03-04,2.64
2016-03-05,1.08
2016-03-06,0.96
2016-03-07,1.74
2016-03-08,3.06
2016-03-09,3.6
2016-03-10,2.58
2016-03-11,1.98
2016-03-12,1.14
2016-03-13,0.3
2016-03-14,2.7
2016-03-15,1.92
2016-03-16,2.58
2016-03-17,2.04
2016-03-18,2.16
2016-03-19,1.08
2016-03-20,0.72
