Date,Price,Volume,Market_cap
26-02-2024,109.81992395,1676443518.297432,48452772026.350586
25-02-2024,103.4200212,620236898.075627,45616618052.49093
24-02-2024,104.16593429,771214983.842114,45945785321.32139
23-02-2024,100.09358653,1023765368.233585,44137304987.681595
22-02-2024,102.07145938,1283809998.0069,45009634129.782814
21-02-2024,105.06141169,1501141531.23564,46315115440.701126
20-02-2024,108.64029884,1753046943.629641,47893072230.0546
19-02-2024,111.5353375,1229379797.942832,49155779005.271904
18-02-2024,112.22642543,963946295.049537,49460565607.516014
17-02-2024,109.14745259,873439646.780959,48090258431.013664
16-02-2024,110.60318729,1258005395.050102,48720658245.62397
15-02-2024,113.68533011,1715411108.135313,50080562488.11554
14-02-2024,117.20063634,1686918698.118952,51266828884.5706
13-02-2024,112.56435433,1865702460.523933,49239119506.69413
12-02-2024,111.89883542,2002664333.886304,48934345622.980125
11-02-2024,107.44482054,907584916.583786,46986875968.01003
10-02-2024,109.03240958,1251059946.312986,47649320489.88893
09-02-2024,107.07432529,2020045984.954933,46793751482.943184
08-02-2024,102.84388053,1603295020.866206,44928690801.72307
07-02-2024,100.97639645,1239084961.623714,44113464443.91496
06-02-2024,96.90024042,1195611206.92907,42268443476.82383
05-02-2024,95.56472592,1138835020.520345,41686132182.515945
04-02-2024,95.36906294,900647010.695413,41589429980.34973
03-02-2024,97.87479832,938437612.708735,42682443680.98633
02-02-2024,100.39923353,1771044716.464801,43771359107.4618
01-02-2024,97.83687549,2166762996.55848,42654604883.46274
31-01-2024,96.90197719,2721792079.972305,42223224603.092926
30-01-2024,101.4424206,1180628309.665879,44177569578.17166
29-01-2024,101.57103296,1834227597.880385,44233925351.89304
28-01-2024,96.06552865,1677351203.873847,41632740766.221214
27-01-2024,94.17479212,860986729.492379,40813756338.634766
26-01-2024,92.33313289,1414895715.578225,40004375739.20338
25-01-2024,86.93805815,1156116424.097009,37666471269.8642
24-01-2024,88.76503996,1525612998.695198,38447380027.96951
23-01-2024,83.84977324,2012339328.43183,36319039428.07224
22-01-2024,83.45469145,1800878595.604478,36137916832.87126
21-01-2024,91.01823874,590499627.353575,39413371856.10504
20-01-2024,92.64978725,787625466.004059,40108914977.037766
19-01-2024,93.38700196,1826223821.416804,40428350552.57052
18-01-2024,94.2274093,1805215665.072193,40780787433.84316
17-01-2024,101.90635721,2245610272.91339,44105785486.44171
16-01-2024,97.65380547,1147301870.827489,41251270849.79912
15-01-2024,94.47047863,1085470566.139293,39906558503.35339
14-01-2024,94.36934669,1629146832.79858,39863837989.41583
13-01-2024,95.67680355,1233896472.495723,40416138604.43538
12-01-2024,91.61370406,1731927471.357477,38699789540.21141
11-01-2024,99.92381534,2538556681.444497,42210176562.574425
10-01-2024,102.147469,2802744687.590952,43149500320.05255
09-01-2024,99.20341196,2934972663.81689,41905861181.160446
08-01-2024,97.66269812,2801800287.612991,41255027312.21796
07-01-2024,89.24231898,1376166218.819589,37698060549.30387
06-01-2024,93.7893265,1473573679.459022,39618823778.05284
05-01-2024,99.94142043,2058765504.587332,42217613366.58932
04-01-2024,105.14691644,2231060665.287703,44416537665.479256
03-01-2024,98.60245504,3663964925.978109,41652002801.7513
02-01-2024,106.76440569,2474063981.459399,45099803276.59291
01-01-2024,109.48759371,1240886129.533764,46250142129.836296
31-12-2023,101.38149918,1031787207.655892,42825936599.721405
30-12-2023,101.77510745,1141720487.500211,42992206016.260666
29-12-2023,106.26006914,2834742947.608372,44886759625.7658
28-12-2023,101.99352515,2865497157.803844,43084470804.412544
27-12-2023,107.03210458,2578530796.701794,45212885603.52962
26-12-2023,113.10497586,4101517502.573996,47778209675.73809
25-12-2023,120.93758243,3851230446.353968,51086887442.87189
24-12-2023,112.64213214,4101461109.077923,47582693570.744995
23-12-2023,108.09227368,2635165712.793861,45660726037.316734
22-12-2023,98.07625857,3207673390.084356,41429725003.89397
21-12-2023,93.90169545,2945656588.907612,39666291071.990685
20-12-2023,82.16988724,2598464193.381755,34710498558.18796
19-12-2023,72.75198314,1247707822.408059,30732153720.57299
18-12-2023,74.35797767,1540401660.380501,31410563693.43985
17-12-2023,71.10782207,926074839.888503,30037621304.01885
16-12-2023,73.43650535,1167600114.826882,31021312051.959915
15-12-2023,72.62719904,1683844515.870707,30679441975.914253
14-12-2023,75.64394955,1757929053.050567,31953788549.795456
13-12-2023,70.82208015,1638034038.005492,29916917177.79842
12-12-2023,68.55439373,1529229154.103188,28958992945.453373
11-12-2023,70.33403806,2475585401.347161,29710756685.317886
10-12-2023,74.37967926,1315714367.601624,31419730956.39672
09-12-2023,72.23159764,1927830050.131479,30512330612.593426
08-12-2023,74.94568514,2369127087.371797,31658825190.80024
07-12-2023,67.83410181,2203222743.440842,28654724647.436462
06-12-2023,62.09139378,2097585305.590499,26228869318.431564
05-12-2023,60.92899342,1179266783.930034,25737843988.025925
04-12-2023,61.55995417,1519748869.196701,26004376692.943127
03-12-2023,63.04717823,950427529.135289,26632615217.088665
02-12-2023,63.49913518,943053744.224508,26823532490.96128
01-12-2023,59.78791102,883017627.183332,25255823868.618965
30-11-2023,59.24721456,824184517.964665,25027420929.271526
29-11-2023,59.18621886,1320209803.64583,25001654907.515965
28-11-2023,58.19547729,982070688.15402,24583142299.377487
27-11-2023,55.03944716,767225396.530736,23249960729.42156
26-11-2023,57.64522901,557538855.745443,24350704447.837498
25-11-2023,58.79041252,773271308.504846,24834456970.752857
24-11-2023,56.83001926,729049351.027177,24006340619.360943
23-11-2023,56.57683969,812718915.161724,23899391597.73129
