Date,Name,Market Cap,Price,Circulating Supply,Symbol
02-01-2017,MaidSafeCoin,"$42,320,210.09",$0.09351,"452,552,412",MAID
02-01-2017,Steem,"$35,374,446.82",$0.154,"229,645,428",STEEM
02-01-2017,NEM,"$30,396,875.46",$0.003377,"8,999,999,999",XEM
02-01-2017,Iconomi,"$26,451,766.49",$0.304,"87,000,000",ICN
02-01-2017,Factom,"$26,119,448.69",$2.9840,"8,753,219",FCT
02-01-2017,Dogecoin,"$24,343,442.93",$0.0002263,"107,557,477,540",DOGE
02-01-2017,Waves,"$23,267,903.92",$0.2327,"100,000,000",WAVES
02-01-2017,Zcash,"$17,773,124.44",$49.79,"356,994",ZEC
02-01-2017,DigixDAO,"$17,427,692.41",$8.7138,"2,000,000",DGD
02-01-2017,Stellar,"$17,142,068.17",$0.002477,"6,921,534,188",XLM
02-01-2017,Lisk,"$16,021,555.55",$0.1581,"101,344,000",LSK
02-01-2017,Swiscoin,"$12,874,215.20",$0.02713,"474,550,153",SCN
03-01-2017,Bitcoin,"$16,786,354,619.03","$1,043.84","16,081,362",BTC
03-01-2017,Ethereum,"$851,511,659.05",$9.7252,"87,556,829",ETH
03-01-2017,XRP,"$232,046,527.57",$0.006386,"36,337,298,649",XRP
03-01-2017,Litecoin,"$227,483,719.70",$4.6262,"49,172,954",LTC
03-01-2017,Monero,"$220,176,406.70",$16.09,"13,681,607",XMR
03-01-2017,Ethereum Classic,"$130,608,332.42",$1.4925,"87,508,802",ETC
03-01-2017,Dash,"$89,434,686.76",$12.78,"6,997,071",DASH
03-01-2017,Augur,"$46,955,890.18",$4.2687,"11,000,000",REP
03-01-2017,MaidSafeCoin,"$44,863,660.41",$0.09913,"452,552,412",MAID
03-01-2017,Steem,"$36,308,539.71",$0.158,"229,753,160",STEEM
03-01-2017,NEM,"$32,157,835.78",$0.003573,"8,999,999,999",XEM
03-01-2017,Iconomi,"$29,520,640.70",$0.3393,"87,000,000",ICN
03-01-2017,Factom,"$27,402,737.45",$3.1306,"8,753,219",FCT
03-01-2017,Dogecoin,"$24,429,804.68",$0.0002271,"107,571,332,454",DOGE
03-01-2017,Waves,"$23,992,972.08",$0.2399,"100,000,000",WAVES
03-01-2017,Zcash,"$18,226,571.91",$50.04,"364,206",ZEC
03-01-2017,Stellar,"$17,676,928.76",$0.002554,"6,921,534,188",XLM
03-01-2017,DigixDAO,"$17,402,885.44",$8.7014,"2,000,000",DGD
03-01-2017,Lisk,"$16,123,687.11",$0.159,"101,385,975",LSK
03-01-2017,EDC Blockchain,"$12,589,616.69",$0.9242,"13,621,634",EDC
04-01-2017,Bitcoin,"$18,571,839,245.47","$1,154.73","16,083,300",BTC
04-01-2017,Ethereum,"$985,511,573.08",$11.25,"87,588,956",ETH
04-01-2017,Monero,"$253,511,375.35",$18.53,"13,683,241",XMR
04-01-2017,XRP,"$238,734,671.93",$0.00657,"36,337,298,649",XRP
04-01-2017,Litecoin,"$237,966,676.58",$4.8379,"49,188,479",LTC
04-01-2017,Ethereum Classic,"$154,443,451.78",$1.7642,"87,542,219",ETC
04-01-2017,Dash,"$115,773,713.69",$16.52,"7,006,313",DASH
04-01-2017,Augur,"$54,351,519.11",$4.9410,"11,000,000",REP
04-01-2017,MaidSafeCoin,"$49,889,134.00",$0.1102,"452,552,412",MAID
04-01-2017,Steem,"$40,525,372.78",$0.1763,"229,870,485",STEEM
04-01-2017,NEM,"$33,895,467.17",$0.003766,"8,999,999,999",XEM
04-01-2017,Iconomi,"$32,319,181.59",$0.3715,"87,000,000",ICN
04-01-2017,Factom,"$32,060,940.59",$3.6628,"8,753,219",FCT
04-01-2017,Dogecoin,"$25,404,839.85",$0.0002361,"107,585,219,292",DOGE
04-01-2017,Waves,"$24,131,232.50",$0.2413,"100,000,000",WAVES
04-01-2017,Zcash,"$21,181,302.23",$57.03,"371,406",ZEC
04-01-2017,DigixDAO,"$19,494,773.86",$9.7474,"2,000,000",DGD
04-01-2017,Stellar,"$18,930,311.31",$0.002735,"6,921,534,188",XLM
04-01-2017,Lisk,"$17,522,439.29",$0.1728,"101,428,000",LSK
04-01-2017,EDC Blockchain,"$12,297,121.91",$0.9028,"13,621,634",EDC
05-01-2017,Bitcoin,"$16,300,243,092.57","$1,013.38","16,085,037",BTC
05-01-2017,Ethereum,"$898,495,324.04",$10.25,"87,620,718",ETH
05-01-2017,XRP,"$225,332,955.73",$0.006201,"36,338,178,044",XRP
05-01-2017,Monero,"$221,498,982.73",$16.19,"13,683,241",XMR
05-01-2017,Litecoin,"$211,212,220.79",$4.2927,"49,202,429",LTC
05-01-2017,Ethereum Classic,"$140,607,486.43",$1.6056,"87,574,909",ETC
05-01-2017,Dash,"$100,768,639.31",$14.38,"7,008,409",DASH
05-01-2017,Augur,"$56,132,435.32",$5.1029,"11,000,000",REP
05-01-2017,MaidSafeCoin,"$46,282,639.56",$0.1023,"452,552,412",MAID
05-01-2017,Steem,"$36,647,801.86",$0.1593,"230,013,083",STEEM
05-01-2017,NEM,"$32,740,950.12",$0.003638,"8,999,999,999",XEM
05-01-2017,Factom,"$28,295,384.21",$3.2326,"8,753,219",FCT
05-01-2017,Iconomi,"$28,105,707.14",$0.3231,"87,000,000",ICN
05-01-2017,Dogecoin,"$24,604,423.53",$0.0002287,"107,599,058,830",DOGE
05-01-2017,Waves,"$23,308,731.62",$0.2331,"100,000,000",WAVES
05-01-2017,Zcash,"$18,862,764.13",$49.84,"378,494",ZEC
05-01-2017,DigixDAO,"$18,266,092.30",$9.1330,"2,000,000",DGD
05-01-2017,Stellar,"$17,979,663.98",$0.002598,"6,921,534,188",XLM
05-01-2017,Lisk,"$15,987,082.41",$0.1576,"101,470,610",LSK
05-01-2017,Tether,"$14,951,726.96",$1.0000,"14,951,590",USDT
06-01-2017,Bitcoin,"$14,513,698,523.34",$902.20,"16,086,987",BTC
06-01-2017,Ethereum,"$898,841,638.84",$10.25,"87,652,094",ETH
06-01-2017,XRP,"$229,462,357.89",$0.006315,"36,338,178,044",XRP
06-01-2017,Monero,"$191,975,545.95",$14.03,"13,683,241",XMR
06-01-2017,Litecoin,"$190,038,215.81",$3.8613,"49,216,679",LTC
06-01-2017,Ethereum Classic,"$131,907,775.91",$1.5057,"87,606,851",ETC
06-01-2017,Dash,"$84,352,992.87",$12.03,"7,010,554",DASH
06-01-2017,Augur,"$56,195,178.51",$5.1087,"11,000,000",REP
06-01-2017,MaidSafeCoin,"$42,116,996.39",$0.09307,"452,552,412",MAID
06-01-2017,Steem,"$36,007,468.97",$0.1564,"230,223,961",STEEM
06-01-2017,NEM,"$29,965,073.33",$0.003329,"8,999,999,999",XEM
06-01-2017,Iconomi,"$26,656,325.61",$0.3064,"87,000,000",ICN
06-01-2017,Factom,"$25,303,369.31",$2.8908,"8,753,219",FCT
06-01-2017,Dogecoin,"$23,623,825.33",$0.0002195,"107,612,894,263",DOGE
06-01-2017,Waves,"$20,912,607.01",$0.2091,"100,000,000",WAVES
06-01-2017,Zcash,"$18,296,052.90",$47.46,"385,544",ZEC
06-01-2017,Stellar,"$17,260,489.35",$0.002494,"6,921,534,188",XLM
06-01-2017,DigixDAO,"$16,890,460.97",$8.4452,"2,000,000",DGD
06-01-2017,Tether,"$14,951,697.77",$1.0000,"14,951,591",USDT
06-01-2017,Lisk,"$14,344,028.55",$0.1413,"101,513,420",LSK
07-01-2017,Bitcoin,"$14,618,037,763.78",$908.59,"16,088,787",BTC
07-01-2017,Ethereum,"$865,194,304.08",$9.8672,"87,683,983",ETH
07-01-2017,XRP,"$231,334,867.04",$0.006366,"36,338,178,044",XRP
07-01-2017,Litecoin,"$194,746,409.98",$3.9559,"49,229,579",LTC
07-01-2017,Monero,"$178,746,487.45",$13.06,"13,683,241",XMR
07-01-2017,Ethereum Classic,"$126,206,209.77",$1.4401,"87,639,708",ETC
07-01-2017,Dash,"$87,232,884.35",$12.44,"7,012,704",DASH
07-01-2017,Augur,"$51,535,303.59",$4.6850,"11,000,000",REP
07-01-2017,MaidSafeCoin,"$41,652,577.77",$0.09204,"452,552,412",MAID
07-01-2017,Steem,"$35,427,612.02",$0.1538,"230,348,857",STEEM
07-01-2017,NEM,"$31,573,719.81",$0.003508,"8,999,999,999",XEM
07-01-2017,Iconomi,"$27,916,082.56",$0.3209,"87,000,000",ICN
07-01-2017,Factom,"$24,917,120.30",$2.8466,"8,753,219",FCT
07-01-2017,Dogecoin,"$23,756,808.15",$0.0002207,"107,626,822,098",DOGE
07-01-2017,Waves,"$21,758,022.90",$0.2176,"100,000,000",WAVES
07-01-2017,Zcash,"$18,612,857.87",$47.38,"392,844",ZEC
07-01-2017,DigixDAO,"$17,873,100.28",$8.9366,"2,000,000",DGD
07-01-2017,Stellar,"$16,584,244.67",$0.002396,"6,921,534,188",XLM
07-01-2017,Tether,"$14,951,726.29",$1.0000,"14,951,591",USDT
07-01-2017,Lisk,"$14,782,378.52",$0.1456,"101,556,215",LSK
08-01-2017,Bitcoin,"$14,661,965,038.49",$911.20,"16,090,850",BTC
08-01-2017,Ethereum,"$902,575,821.66",$10.29,"87,715,677",ETH
08-01-2017,XRP,"$226,499,204.38",$0.006233,"36,338,178,044",XRP
08-01-2017,Litecoin,"$196,709,850.39",$3.9946,"49,244,229",LTC
08-01-2017,Monero,"$184,338,567.05",$13.47,"13,683,241",XMR
08-01-2017,Ethereum Classic,"$126,922,211.43",$1.4477,"87,671,508",ETC
08-01-2017,Dash,"$87,970,406.09",$12.54,"7,014,802",DASH
08-01-2017,Augur,"$50,153,107.17",$4.5594,"11,000,000",REP
08-01-2017,MaidSafeCoin,"$42,473,430.43",$0.09385,"452,552,412",MAID
08-01-2017,Steem,"$35,132,804.42",$0.1525,"230,348,857",STEEM
08-01-2017,NEM,"$30,791,256.57",$0.003421,"8,999,999,999",XEM
08-01-2017,Iconomi,"$30,194,813.31",$0.3471,"87,000,000",ICN
08-01-2017,Factom,"$25,738,942.91",$2.9405,"8,753,219",FCT
08-01-2017,Dogecoin,"$23,791,227.99",$0.000221,"107,640,618,433",DOGE
08-01-2017,Waves,"$21,354,107.56",$0.2135,"100,000,000",WAVES
08-01-2017,Zcash,"$18,438,535.36",$46.11,"399,881",ZEC
08-01-2017,DigixDAO,"$17,869,291.31",$8.9346,"2,000,000",DGD
08-01-2017,Stellar,"$16,300,588.53",$0.002355,"6,921,534,188",XLM
08-01-2017,Lisk,"$16,023,730.34",$0.1577,"101,584,820",LSK
08-01-2017,Tether,"$14,951,719.16",$1.0000,"14,951,591",USDT
09-01-2017,Bitcoin,"$14,528,808,737.00",$902.83,"16,092,562",BTC
09-01-2017,Ethereum,"$906,047,735.42",$10.33,"87,747,403",ETH
09-01-2017,XRP,"$224,080,137.80",$0.006167,"36,338,178,044",XRP
09-01-2017,Litecoin,"$211,907,852.43",$4.3020,"49,258,454",LTC
09-01-2017,Monero,"$187,955,026.38",$13.74,"13,683,241",XMR
09-01-2017,Ethereum Classic,"$123,642,918.90",$1.4098,"87,703,659",ETC
09-01-2017,Dash,"$84,852,303.37",$12.09,"7,016,939",DASH
09-01-2017,Augur,"$46,376,425.74",$4.2160,"11,000,000",REP
09-01-2017,MaidSafeCoin,"$42,783,101.29",$0.09454,"452,552,412",MAID
09-01-2017,Steem,"$33,866,839.09",$0.147,"230,348,857",STEEM
09-01-2017,NEM,"$32,469,837.46",$0.003608,"8,999,999,999",XEM
09-01-2017,Iconomi,"$30,062,256.31",$0.3455,"87,000,000",ICN
09-01-2017,Factom,"$25,372,705.47",$2.8987,"8,753,219",FCT
09-01-2017,Dogecoin,"$24,654,637.44",$0.000229,"107,654,484,191",DOGE
09-01-2017,Waves,"$21,843,151.75",$0.2184,"100,000,000",WAVES
09-01-2017,DigixDAO,"$20,704,868.32",$10.35,"2,000,000",DGD
09-01-2017,Zcash,"$18,768,044.90",$46.10,"407,131",ZEC
09-01-2017,Stellar,"$16,243,185.29",$0.002347,"6,921,534,188",XLM
09-01-2017,Lisk,"$15,169,419.71",$0.1493,"101,627,090",LSK
09-01-2017,Tether,"$14,951,724.50",$1.0000,"14,951,591",USDT
10-01-2017,Bitcoin,"$14,608,686,291.12",$907.68,"16,094,550",BTC
10-01-2017,Ethereum,"$926,028,807.76",$10.55,"87,778,796",ETH
10-01-2017,XRP,"$243,404,665.75",$0.006698,"36,338,178,044",XRP
10-01-2017,Litecoin,"$226,239,069.03",$4.5915,"49,273,329",LTC
10-01-2017,Monero,"$183,236,588.10",$13.39,"13,683,241",XMR
10-01-2017,Ethereum Classic,"$125,827,335.67",$1.4342,"87,735,752",ETC
10-01-2017,Dash,"$87,636,387.89",$12.49,"7,019,040",DASH
10-01-2017,Augur,"$46,300,905.23",$4.2092,"11,000,000",REP
10-01-2017,MaidSafeCoin,"$42,717,324.64",$0.09439,"452,552,412",MAID
10-01-2017,Steem,"$34,626,396.85",$0.15,"230,819,982",STEEM
10-01-2017,NEM,"$32,405,353.38",$0.003601,"8,999,999,999",XEM
10-01-2017,Iconomi,"$29,064,214.20",$0.3341,"87,000,000",ICN
10-01-2017,Factom,"$25,336,417.93",$2.8945,"8,753,219",FCT
10-01-2017,Dogecoin,"$24,359,524.76",$0.0002262,"107,668,060,180",DOGE
10-01-2017,Waves,"$22,485,819.46",$0.2249,"100,000,000",WAVES
10-01-2017,DigixDAO,"$19,513,597.49",$9.7568,"2,000,000",DGD
10-01-2017,Zcash,"$18,914,451.73",$45.66,"414,244",ZEC
10-01-2017,Stellar,"$16,300,235.60",$0.002355,"6,921,534,188",XLM
10-01-2017,Lisk,"$15,155,046.01",$0.1491,"101,669,560",LSK
10-01-2017,Tether,"$14,951,690.24",$1.0000,"14,951,571",USDT
11-01-2017,Bitcoin,"$12,519,137,284.71",$777.76,"16,096,462",BTC
11-01-2017,Ethereum,"$853,319,478.20",$9.7178,"87,810,331",ETH
11-01-2017,XRP,"$232,966,011.02",$0.006411,"36,338,178,044",XRP
11-01-2017,Litecoin,"$189,605,036.81",$3.8468,"49,289,104",LTC
11-01-2017,Monero,"$159,230,745.20",$11.64,"13,683,241",XMR
11-01-2017,Ethereum Classic,"$103,262,501.74",$1.1765,"87,767,689",ETC
11-01-2017,Dash,"$79,344,337.49",$11.30,"7,021,192",DASH
11-01-2017,Augur,"$41,562,643.29",$3.7784,"11,000,000",REP
11-01-2017,MaidSafeCoin,"$37,551,925.62",$0.08298,"452,552,412",MAID
11-01-2017,Steem,"$30,397,599.07",$0.1316,"230,934,786",STEEM
11-01-2017,NEM,"$29,668,852.68",$0.003297,"8,999,999,999",XEM
11-01-2017,Iconomi,"$25,480,891.76",$0.2929,"87,000,000",ICN
11-01-2017,Dogecoin,"$22,106,920.31",$0.0002053,"107,681,973,913",DOGE
11-01-2017,Factom,"$21,799,399.17",$2.4904,"8,753,219",FCT
11-01-2017,Waves,"$20,144,508.78",$0.2014,"100,000,000",WAVES
11-01-2017,DigixDAO,"$18,344,507.22",$9.1723,"2,000,000",DGD
11-01-2017,Zcash,"$16,876,673.76",$40.05,"421,406",ZEC
11-01-2017,Tether,"$14,951,693.81",$1.0000,"14,951,571",USDT
11-01-2017,Stellar,"$14,457,527.07",$0.002089,"6,921,534,188",XLM
11-01-2017,Lisk,"$14,250,242.97",$0.1401,"101,712,220",LSK
12-01-2017,Bitcoin,"$12,956,728,194.55",$804.83,"16,098,637",BTC
12-01-2017,Ethereum,"$866,237,205.94",$9.8613,"87,841,865",ETH
12-01-2017,XRP,"$236,179,628.88",$0.006423,"36,771,322,652",XRP
12-01-2017,Litecoin,"$195,389,940.71",$3.9628,"49,306,004",LTC
12-01-2017,Monero,"$162,828,795.84",$11.85,"13,737,669",XMR
12-01-2017,Ethereum Classic,"$106,729,143.31",$1.2156,"87,799,635",ETC
12-01-2017,Dash,"$85,858,711.62",$12.22,"7,023,299",DASH
12-01-2017,Augur,"$45,141,923.90",$4.1038,"11,000,000",REP
12-01-2017,MaidSafeCoin,"$40,012,807.84",$0.08842,"452,552,412",MAID
12-01-2017,Steem,"$31,982,789.74",$0.1384,"231,151,834",STEEM
12-01-2017,NEM,"$31,396,811.36",$0.003489,"8,999,999,999",XEM
12-01-2017,Iconomi,"$28,119,568.26",$0.3232,"87,000,000",ICN
12-01-2017,Factom,"$24,654,021.03",$2.8166,"8,753,219",FCT
12-01-2017,Dogecoin,"$22,441,537.04",$0.0002084,"107,695,747,149",DOGE
12-01-2017,Waves,"$20,540,852.84",$0.2054,"100,000,000",WAVES
12-01-2017,Zcash,"$18,346,334.91",$42.81,"428,594",ZEC
12-01-2017,DigixDAO,"$17,827,301.03",$8.9137,"2,000,000",DGD
12-01-2017,Stellar,"$17,130,320.01",$0.002475,"6,921,534,188",XLM
12-01-2017,Tether,"$14,951,656.38",$1.0000,"14,951,571",USDT
12-01-2017,Lisk,"$14,086,617.67",$0.1384,"101,755,240",LSK
13-01-2017,Bitcoin,"$13,266,555,516.20",$823.98,"16,100,500",BTC
13-01-2017,Ethereum,"$858,480,978.82",$9.7695,"87,873,595",ETH
13-01-2017,XRP,"$242,560,662.02",$0.006596,"36,771,322,652",XRP
13-01-2017,Litecoin,"$191,902,484.13",$3.8909,"49,321,229",LTC
13-01-2017,Monero,"$154,893,530.69",$11.27,"13,746,028",XMR
13-01-2017,Ethereum Classic,"$105,895,681.67",$1.2057,"87,832,006",ETC
13-01-2017,Dash,"$88,477,850.82",$12.59,"7,025,406",DASH
13-01-2017,Augur,"$47,559,015.75",$4.3235,"11,000,000",REP
13-01-2017,MaidSafeCoin,"$39,923,159.00",$0.08822,"452,552,412",MAID
13-01-2017,NEM,"$32,323,751.36",$0.003592,"8,999,999,999",XEM
13-01-2017,Steem,"$31,588,722.94",$0.1362,"231,859,096",STEEM
13-01-2017,Iconomi,"$31,545,460.94",$0.3626,"87,000,000",ICN
13-01-2017,Factom,"$24,113,925.62",$2.7549,"8,753,219",FCT
13-01-2017,Dogecoin,"$22,495,950.10",$0.0002089,"107,709,526,517",DOGE
13-01-2017,Waves,"$21,853,952.11",$0.2185,"100,000,000",WAVES
13-01-2017,Zcash,"$18,832,908.66",$43.21,"435,881",ZEC
13-01-2017,DigixDAO,"$17,710,268.02",$8.8551,"2,000,000",DGD
13-01-2017,Stellar,"$16,601,215.85",$0.002398,"6,921,534,188",XLM
13-01-2017,Tether,"$14,951,674.20",$1.0000,"14,951,571",USDT
13-01-2017,Lisk,"$14,278,324.20",$0.1403,"101,798,080",LSK
14-01-2017,Bitcoin,"$13,178,597,856.06",$818.41,"16,102,650",BTC
14-01-2017,Ethereum,"$847,990,660.39",$9.6467,"87,905,098",ETH
14-01-2017,XRP,"$252,379,476.15",$0.006863,"36,771,322,652",XRP
14-01-2017,Litecoin,"$192,438,988.82",$3.9005,"49,336,579",LTC
14-01-2017,Monero,"$152,475,319.95",$11.09,"13,752,443",XMR
14-01-2017,Ethereum Classic,"$105,776,033.24",$1.2039,"87,863,879",ETC
14-01-2017,Dash,"$84,881,124.82",$12.08,"7,027,563",DASH
14-01-2017,Augur,"$47,136,671.54",$4.2852,"11,000,000",REP
14-01-2017,MaidSafeCoin,"$45,293,676.77",$0.1001,"452,552,412",MAID
14-01-2017,NEM,"$33,478,832.10",$0.00372,"8,999,999,999",XEM
14-01-2017,Steem,"$31,943,627.25",$0.1377,"231,989,242",STEEM
14-01-2017,Iconomi,"$31,138,243.23",$0.3579,"87,000,000",ICN
14-01-2017,Factom,"$24,369,491.08",$2.7841,"8,753,219",FCT
14-01-2017,Waves,"$23,236,002.03",$0.2324,"100,000,000",WAVES
14-01-2017,Dogecoin,"$22,487,120.00",$0.0002088,"107,723,216,909",DOGE
14-01-2017,Zcash,"$19,328,933.43",$43.64,"442,919",ZEC
14-01-2017,DigixDAO,"$17,565,767.29",$8.7829,"2,000,000",DGD
14-01-2017,Stellar,"$17,111,356.95",$0.002472,"6,921,534,188",XLM
14-01-2017,Lisk,"$15,030,271.15",$0.1476,"101,840,835",LSK
14-01-2017,Tether,"$14,952,068.11",$1.0000,"14,951,571",USDT
15-01-2017,Bitcoin,"$13,234,843,181.35",$821.80,"16,104,737",BTC
15-01-2017,Ethereum,"$870,948,697.91",$9.9043,"87,936,805",ETH
15-01-2017,XRP,"$247,328,402.10",$0.006726,"36,771,322,652",XRP
15-01-2017,Litecoin,"$193,747,482.60",$3.9258,"49,351,879",LTC
15-01-2017,Monero,"$148,071,626.46",$10.76,"13,758,589",XMR
15-01-2017,Ethereum Classic,"$104,366,381.58",$1.1874,"87,895,491",ETC
15-01-2017,Dash,"$87,076,315.06",$12.39,"7,029,697",DASH
15-01-2017,MaidSafeCoin,"$48,713,593.87",$0.1076,"452,552,412",MAID
15-01-2017,Augur,"$45,280,565.26",$4.1164,"11,000,000",REP
15-01-2017,NEM,"$33,006,903.71",$0.003667,"8,999,999,999",XEM
15-01-2017,Steem,"$32,313,161.75",$0.1393,"231,989,996",STEEM
15-01-2017,Iconomi,"$31,240,581.13",$0.3591,"87,000,000",ICN
15-01-2017,Factom,"$24,459,396.02",$2.7943,"8,753,219",FCT
15-01-2017,Waves,"$23,728,686.57",$0.2373,"100,000,000",WAVES
15-01-2017,Dogecoin,"$22,205,626.59",$0.0002061,"107,736,982,531",DOGE
15-01-2017,Zcash,"$20,309,414.67",$45.15,"449,844",ZEC
15-01-2017,DigixDAO,"$18,444,757.46",$9.2224,"2,000,000",DGD
15-01-2017,Stellar,"$16,897,129.41",$0.002441,"6,921,534,188",XLM
15-01-2017,Lisk,"$16,418,306.84",$0.1611,"101,883,510",LSK
15-01-2017,Tether,"$14,951,820.36",$1.0000,"14,951,571",USDT
16-01-2017,Bitcoin,"$13,393,376,496.83",$831.53,"16,106,825",BTC
16-01-2017,Ethereum,"$847,706,712.03",$9.6365,"87,968,299",ETH
16-01-2017,XRP,"$249,604,149.07",$0.006788,"36,771,322,652",XRP
16-01-2017,Litecoin,"$192,657,990.70",$3.9025,"49,367,354",LTC
16-01-2017,Monero,"$146,457,634.20",$10.64,"13,765,219",XMR
16-01-2017,Ethereum Classic,"$103,560,128.69",$1.1778,"87,927,166",ETC
16-01-2017,Dash,"$90,960,789.34",$12.94,"7,031,816",DASH
16-01-2017,MaidSafeCoin,"$51,329,827.40",$0.1134,"452,552,412",MAID
16-01-2017,Augur,"$44,046,907.90",$4.0043,"11,000,000",REP
16-01-2017,Steem,"$41,711,521.13",$0.1798,"232,030,469",STEEM
16-01-2017,NEM,"$33,017,454.43",$0.003669,"8,999,999,999",XEM
16-01-2017,Iconomi,"$29,931,407.96",$0.344,"87,000,000",ICN
16-01-2017,Factom,"$26,293,200.23",$3.0038,"8,753,219",FCT
16-01-2017,Waves,"$23,544,318.97",$0.2354,"100,000,000",WAVES
16-01-2017,Dogecoin,"$22,325,287.50",$0.0002072,"107,750,724,386",DOGE
16-01-2017,Zcash,"$19,868,736.57",$43.46,"457,169",ZEC
16-01-2017,DigixDAO,"$17,856,399.54",$8.9282,"2,000,000",DGD
16-01-2017,Stellar,"$16,472,111.74",$0.00238,"6,921,534,188",XLM
16-01-2017,Lisk,"$15,725,562.23",$0.1543,"101,926,555",LSK
16-01-2017,Tether,"$14,951,674.20",$1.0000,"14,951,571",USDT
17-01-2017,Bitcoin,"$14,625,776,712.82",$907.94,"16,108,787",BTC
17-01-2017,Ethereum,"$906,602,245.20",$10.30,"87,999,566",ETH
17-01-2017,XRP,"$250,063,113.46",$0.0068,"36,771,322,652",XRP
17-01-2017,Litecoin,"$194,519,704.72",$3.9390,"49,382,406",LTC
17-01-2017,Monero,"$170,626,327.11",$12.39,"13,771,355",XMR
17-01-2017,Ethereum Classic,"$106,636,100.69",$1.2123,"87,958,751",ETC
17-01-2017,Dash,"$100,225,555.62",$14.25,"7,033,911",DASH
17-01-2017,MaidSafeCoin,"$53,101,855.33",$0.1173,"452,552,412",MAID
17-01-2017,Augur,"$47,706,925.39",$4.3370,"11,000,000",REP
17-01-2017,Steem,"$39,148,547.74",$0.1694,"231,066,420",STEEM
17-01-2017,Iconomi,"$31,815,483.12",$0.3657,"87,000,000",ICN
17-01-2017,NEM,"$31,717,364.67",$0.003524,"8,999,999,999",XEM
17-01-2017,Factom,"$26,995,456.36",$3.0841,"8,753,219",FCT
17-01-2017,Waves,"$24,497,605.86",$0.245,"100,000,000",WAVES
17-01-2017,Dogecoin,"$23,208,886.69",$0.0002154,"107,764,595,912",DOGE
17-01-2017,Zcash,"$20,745,758.58",$44.68,"464,369",ZEC
17-01-2017,DigixDAO,"$18,869,024.28",$9.4345,"2,000,000",DGD
17-01-2017,Stellar,"$17,613,574.08",$0.002545,"6,921,534,188",XLM
17-01-2017,Lisk,"$16,064,965.73",$0.1575,"101,969,500",LSK
17-01-2017,Tether,"$14,951,725.89",$1.0000,"14,951,571",USDT
18-01-2017,Bitcoin,"$14,284,032,372.53",$886.62,"16,110,700",BTC
18-01-2017,Ethereum,"$900,362,822.35",$10.23,"88,031,222",ETH
18-01-2017,XRP,"$246,714,286.37",$0.006709,"36,771,322,652",XRP
18-01-2017,Litecoin,"$189,598,819.40",$3.8382,"49,397,856",LTC
18-01-2017,Monero,"$166,001,149.20",$12.05,"13,777,851",XMR
18-01-2017,Ethereum Classic,"$105,904,455.85",$1.2036,"87,990,211",ETC
18-01-2017,Dash,"$98,955,726.91",$14.06,"7,036,068",DASH
18-01-2017,MaidSafeCoin,"$53,131,385.36",$0.1174,"452,552,412",MAID
18-01-2017,Augur,"$48,371,451.38",$4.3974,"11,000,000",REP
