Date,Price,Volume,Market_cap
26-02-2024,71.88419531,178918198.03778,5337392209.815887
25-02-2024,70.08341719,74578490.251035,5203434994.462852
24-02-2024,70.39014682,90961776.126222,5225956892.858345
23-02-2024,68.8548555,91765013.119427,5111720487.776958
22-02-2024,68.76367674,131956647.146577,5104697895.486459
21-02-2024,68.92851489,110471363.876254,5116685283.846745
20-02-2024,69.67922926,178165884.661982,5172143434.919991
19-02-2024,71.41484703,115753275.658031,5300715832.858372
18-02-2024,70.77380338,89891526.028135,5252884023.027874
17-02-2024,69.98560636,97081629.396635,5194141132.204135
16-02-2024,70.6384312,117119561.594392,5242342571.805716
15-02-2024,69.8231431,178395529.028074,5181580824.614997
14-02-2024,69.93256153,202297259.967808,5189444646.527152
13-02-2024,68.99709904,235361015.46357,5119788858.02454
12-02-2024,72.88607789,118135388.564508,5408108403.420079
11-02-2024,71.53507921,132763612.314881,5307575746.4150505
10-02-2024,70.75183218,82304042.683259,5249231570.440372
09-02-2024,70.69530168,188683565.225156,5244783831.032873
08-02-2024,70.50400133,99978474.740968,5230330665.174907
07-02-2024,68.57492465,92912671.331382,5086971193.709547
06-02-2024,68.29418613,75080298.609021,5065872919.180549
05-02-2024,67.6188206,70164209.767011,5015537825.224357
04-02-2024,66.88061171,77952008.230446,4960522981.003155
03-02-2024,68.8130819,62532353.510208,5103610092.217164
02-02-2024,67.97655934,65557148.804237,5041325737.078727
01-02-2024,67.51117585,80645224.313189,5006585474.302064
31-01-2024,66.76188715,153155295.554038,4950784621.472126
30-01-2024,67.59120624,80439750.533329,5012044803.689064
29-01-2024,68.45794669,109891147.881868,5076043927.114846
28-01-2024,68.41053888,84212293.897583,5072284576.276292
27-01-2024,68.10034762,75950270.501344,5049030561.465527
26-01-2024,67.06054619,94931278.702856,4971688383.255435
25-01-2024,65.51043519,81296492.830665,4856530669.538556
24-01-2024,66.18244237,110001567.096312,4906098379.451001
23-01-2024,65.43726832,183613867.560356,4850618213.48068
22-01-2024,67.2810334,214535497.695076,4987057033.886441
21-01-2024,71.60854532,88635937.736794,5307584346.393277
20-01-2024,71.34022941,167394734.823865,5287436978.683884
19-01-2024,71.18945288,182279446.312734,5275971961.373873
18-01-2024,68.00769949,191045550.32318,5039895176.6596985
17-01-2024,69.37435629,110495987.723055,5140925240.426103
16-01-2024,69.51337514,134356695.693063,5135316801.1467495
15-01-2024,69.24457304,109322652.452567,5115458983.168488
14-01-2024,69.92752744,125243625.25934,5165912398.800522
13-01-2024,72.05862,173727810.913653,5323347358.786675
12-01-2024,72.91618508,439167568.615459,5386700178.944404
11-01-2024,71.94337536,340376686.52925,5314833634.592065
10-01-2024,69.91825419,258979760.090751,5165227335.503423
09-01-2024,66.95824828,222525240.938822,4946556208.508115
08-01-2024,67.79744051,239819980.570781,5008551730.576864
07-01-2024,64.24229557,81836708.6675,4745914568.75955
06-01-2024,65.6940746,103244029.225636,4853165083.214356
05-01-2024,66.0343088,183729343.475057,4878299964.213275
04-01-2024,66.52601222,179876867.349265,4914624668.858881
03-01-2024,65.26620224,383036509.821217,4821555912.72091
02-01-2024,72.91793757,159822439.651893,5386829644.683848
01-01-2024,74.73759893,82921110.965801,5521257552.347885
31-12-2023,72.82137932,94354865.315885,5379696381.4786415
30-12-2023,73.32001566,113789511.620997,5416533257.884854
29-12-2023,73.25090685,221218277.471784,5411427828.158433
28-12-2023,76.69814337,259917482.772446,5666093230.244704
27-12-2023,75.86861881,244264264.349851,5604811909.389839
26-12-2023,73.19872486,204033747.235505,5407572871.240665
25-12-2023,72.27229469,91844252.253517,5339132626.2625
24-12-2023,71.21888474,112474278.516819,5261311720.996928
23-12-2023,72.50288501,108843465.064384,5356167539.947724
22-12-2023,73.76700682,142285613.114986,5449554833.757644
21-12-2023,70.91397652,132209188.628796,5238786555.253329
20-12-2023,69.76109362,159987195.854866,5153617061.517876
19-12-2023,70.5762246,90082139.741171,5213835052.703845
18-12-2023,70.80779613,121081189.160826,5230942454.007854
17-12-2023,71.222122,90608530.196075,5261550874.413816
16-12-2023,72.15365878,69061572.54535,5330368370.780833
15-12-2023,70.97425876,101509856.915656,5243239919.276689
14-12-2023,72.90794714,167177433.05487,5386091599.189631
13-12-2023,73.19676657,176310731.680115,5407428202.109817
12-12-2023,72.35925302,117168477.613502,5345556693.134671
11-12-2023,72.66132428,266112984.464281,5367872278.3304825
10-12-2023,77.14434518,158899647.448381,5699056493.104489
09-12-2023,76.27029073,384129004.172752,5634485516.696717
08-12-2023,78.46895233,232025141.705886,5796912154.969646
07-12-2023,74.05470705,151328480.011373,5470808755.414755
06-12-2023,72.40801796,172061982.276153,5349159214.555284
05-12-2023,74.26655749,160009729.384611,5486459255.914224
04-12-2023,72.7738639,245467642.048954,5376186168.631168
03-12-2023,72.27398925,80352143.179862,5339257812.752384
02-12-2023,72.26307418,77106111.038946,5338451459.29616
01-12-2023,71.56500373,121089638.509165,5286881341.941799
30-11-2023,69.45052499,57262662.303311,5130673731.674842
29-11-2023,69.96878082,76317183.474309,5168960002.077859
28-11-2023,69.72535842,135957267.311929,5150977115.241991
27-11-2023,69.20298107,80824672.70392,5112386366.822772
26-11-2023,70.06475765,88206411.64903,5176050313.189166
25-11-2023,71.80572062,73394228.552921,5304664358.612955
24-11-2023,70.69577757,110026535.232716,5222667056.488351
23-11-2023,69.52455049,109440268.265257,5136142382.621644
22-11-2023,68.67273042,92326701.763112,5073213976.664016
21-11-2023,66.65103758,193594944.367018,4923860946.248801
20-11-2023,69.47114204,99878098.721627,5132196821.239718
