Date,Price,Volume,Market_cap
26-02-2024,0.05055136,116111035.882524,3675817480.9522495
25-02-2024,0.04497873,27915903.786473,3270606959.80621
24-02-2024,0.04452813,26610163.774207,3237841726.7468925
23-02-2024,0.04366428,42102057.159255,3175026898.4836226
22-02-2024,0.04517308,59287323.101295,3284738868.5815377
21-02-2024,0.04315442,34991922.04212,3137952818.2972445
20-02-2024,0.04434169,48589948.330827,3224284892.931702
19-02-2024,0.04493421,47638709.556552,3267369525.011013
18-02-2024,0.045469,56457955.760347,3306256604.3884287
17-02-2024,0.04547965,76369276.871573,3307030989.3343034
16-02-2024,0.04649759,181947255.40927,3381049993.0248117
15-02-2024,0.04544418,283319140.501782,3304451624.0939827
14-02-2024,0.03602887,55321420.408109,2619821816.1127834
13-02-2024,0.03269905,29198831.990297,2377695949.449323
12-02-2024,0.03149971,19245665.66187,2290486269.582675
11-02-2024,0.0301791,16707237.46928,2194458391.6746554
10-02-2024,0.0296846,10161419.71402,2158501687.8137617
09-02-2024,0.02978439,14719695.078668,2165757752.591444
08-02-2024,0.02886682,12149299.652498,2099037153.1748617
07-02-2024,0.02875299,8511737.279268,2090759951.5808752
06-02-2024,0.0279869,8310997.520022,2035053691.0121608
05-02-2024,0.02776338,8752222.724216,2018800684.0310824
04-02-2024,0.0276226,7051553.510148,2008563991.9012816
03-02-2024,0.02854226,6730042.767305,2075436475.2607172
02-02-2024,0.02930285,9962158.770287,2130742715.8933632
01-02-2024,0.02844612,9620947.49276,2068445965.556756
31-01-2024,0.02819379,12483257.705608,2050097466.4069588
30-01-2024,0.02864558,13976237.969443,2082949354.6515028
29-01-2024,0.02905081,11625564.34493,2112415959.9910607
28-01-2024,0.02802382,12453008.805329,2037738422.0358288
27-01-2024,0.0283235,8190258.976317,2059529625.1816516
26-01-2024,0.02804161,15150701.231521,2039032367.1411617
25-01-2024,0.02706809,10264237.422255,1968243229.4152153
24-01-2024,0.02725573,12628345.420508,1981886906.4228065
23-01-2024,0.02648826,23067268.35481,1926081029.935989
22-01-2024,0.02607785,14916863.218237,1896238178.524164
21-01-2024,0.02798093,6278582.122153,2034620001.0327065
20-01-2024,0.0284611,7608805.180142,2069535358.1308007
19-01-2024,0.02849173,16155222.803268,2071762301.102294
18-01-2024,0.02847488,15944091.383584,2070537306.0685573
17-01-2024,0.03003354,11809026.525784,2183874185.821832
16-01-2024,0.03049185,13863840.02345,2217200336.1223054
15-01-2024,0.03023753,12473104.702262,2198707039.4742727
14-01-2024,0.02953953,13692718.483815,2147952930.65064
13-01-2024,0.03100342,12354041.291958,2254398946.670773
12-01-2024,0.0308618,26126107.831674,2244100751.991849
11-01-2024,0.03308929,34229781.785696,2406071938.5737214
10-01-2024,0.0326668,36170928.812424,2375350851.46561
09-01-2024,0.0299503,27187908.928016,2177821337.0118966
08-01-2024,0.03110371,60272327.141613,2261691365.005929
07-01-2024,0.02877311,26631774.538533,2092222974.1590235
06-01-2024,0.02978124,18554657.194034,2165528366.5488653
05-01-2024,0.03108657,23748067.234374,2260445262.459573
04-01-2024,0.03283671,22428203.969348,2387705324.752822
03-01-2024,0.03212253,47178680.624221,2335774571.698137
02-01-2024,0.03493513,25692722.34229,2540290925.799092
01-01-2024,0.03658001,24950444.811436,2659898038.4400635
31-12-2023,0.03423084,21801715.454298,2489079153.998333
30-12-2023,0.03570318,37621685.048782,2596139237.0166793
29-12-2023,0.03512892,25895707.263713,2554382509.86376
28-12-2023,0.03556418,29670643.647805,2586031949.5293856
27-12-2023,0.03701636,28657440.335195,2691626384.525152
26-12-2023,0.03735216,49094181.126783,2716044312.3839912
25-12-2023,0.03813559,52953369.288046,2773011150.872167
24-12-2023,0.03470046,34435456.097979,2523227405.1116414
23-12-2023,0.03564621,21151313.058693,2591997121.1717954
22-12-2023,0.03606958,45789737.402318,2622781769.8404217
21-12-2023,0.03482057,43796206.490345,2531961252.431632
20-12-2023,0.03481873,93821860.531408,2531827202.151021
19-12-2023,0.03288477,71015519.511711,2391200184.8536606
18-12-2023,0.03192905,61176026.614693,2321705406.4329567
17-12-2023,0.02916916,16780558.209563,2121021127.060774
16-12-2023,0.02983744,29379399.123158,2169615290.3337407
15-12-2023,0.02897645,20647520.718645,2107008294.3504555
14-12-2023,0.03085923,31319350.698426,2243914014.5552073
13-12-2023,0.03114201,56905284.874962,2264475980.4107075
12-12-2023,0.02923437,64475350.171501,2125762888.2174635
11-12-2023,0.02718468,58157066.985801,1976720662.1227896
10-12-2023,0.02766604,20135635.43813,2011722770.962152
09-12-2023,0.02713427,26217826.969996,1973054996.304
08-12-2023,0.02692215,31672049.010219,1957631027.5446093
07-12-2023,0.02525017,22948918.163251,1836054196.353776
06-12-2023,0.0253322,30843992.509407,1842018788.990118
05-12-2023,0.02480412,28928849.141352,1803619756.0975063
04-12-2023,0.02397673,32579060.129547,1743456604.822166
03-12-2023,0.02269876,15864430.43285,1650529333.862893
02-12-2023,0.02292233,12228122.887241,1666786385.9310725
01-12-2023,0.02254886,13126437.018901,1639629526.1130438
30-11-2023,0.02138483,8408723.896945,1554987905.806329
29-11-2023,0.02175686,14916891.327853,1582039575.0531166
28-11-2023,0.02161996,17168084.154591,1572085254.165028
27-11-2023,0.02146025,18388507.33578,1560471668.9155152
26-11-2023,0.02242632,44738293.91586,1630718730.7475562
25-11-2023,0.02193766,10575946.87161,1595186542.5703378
24-11-2023,0.02132003,12907624.884049,1550276000.8173478
23-11-2023,0.02124186,11296822.766889,1544591900.776256
22-11-2023,0.02101403,17768444.207303,1528025332.3036656
