date,Avalanche price
2015-05-02,0.0
2015-05-03,12.42
2015-05-04,7.739999999999999
2015-05-05,12.78
2015-05-06,0.0
2015-05-07,0.0
2015-05-08,7.02
2015-05-09,18.0
2015-05-10,0.0
2015-05-11,0.0
2015-05-12,0.0
2015-05-13,0.0
2015-05-14,0.0
2015-05-15,7.199999999999999
2015-05-16,13.68
2015-05-17,0.0
2015-05-18,0.0
2015-05-19,9.18
2015-05-20,11.7
2015-05-21,0.0
2015-05-22,9.54
2015-05-23,0.0
2015-05-24,0.0
2015-05-25,0.0
2015-05-26,6.12
2015-05-27,0.0
2015-05-28,0.0
2015-05-29,0.0
2015-05-30,0.0
2015-05-31,0.0
2015-06-01,0.0
2015-06-02,3.52
2015-06-03,7.04
2015-06-04,5.94
2015-06-05,22.0
2015-06-06,9.68
2015-06-07,0.0
2015-06-08,3.74
2015-06-09,6.82
2015-06-10,3.52
2015-06-11,0.0
2015-06-12,8.36
2015-06-13,0.0
2015-06-14,0.0
2015-06-15,7.04
2015-06-16,0.0
2015-06-17,0.0
2015-06-18,0.0
2015-06-19,5.06
2015-06-20,0.0
2015-06-21,0.0
2015-06-22,11.66
2015-06-23,0.0
2015-06-24,4.4
2015-06-25,0.0
2015-06-26,0.0
2015-06-27,8.14
2015-06-28,0.0
2015-06-29,8.36
2015-06-30,0.0
2015-07-01,0.0
2015-07-02,0.0
2015-07-03,0.0
2015-07-04,0.0
2015-07-05,0.0
2015-07-06,0.0
2015-07-07,0.0
2015-07-08,3.96
2015-07-09,0.0
2015-07-10,0.0
2015-07-11,18.0
2015-07-12,0.0
2015-07-13,3.2399999999999998
2015-07-14,4.859999999999999
2015-07-15,3.96
2015-07-16,11.52
2015-07-17,0.0
2015-07-18,4.5
2015-07-19,8.28
2015-07-20,0.0
2015-07-21,0.0
2015-07-22,0.0
2015-07-23,4.859999999999999
2015-07-24,0.0
2015-07-25,6.4799999999999995
2015-07-26,0.0
2015-07-27,0.0
2015-07-28,0.0
2015-07-29,0.0
2015-07-30,0.0
2015-07-31,8.28
2015-08-01,0.0
2015-08-02,0.0
2015-08-03,0.0
2015-08-04,0.0
2015-08-05,0.0
2015-08-06,0.0
2015-08-07,0.0
2015-08-08,6.210000000000001
2015-08-09,0.0
2015-08-10,4.86
2015-08-11,14.31
2015-08-12,27.0
2015-08-13,0.0
2015-08-14,0.0
2015-08-15,0.0
2015-08-16,7.83
2015-08-17,0.0
2015-08-18,8.64
2015-08-19,0.0
2015-08-20,15.66
2015-08-21,7.290000000000001
2015-08-22,7.5600000000000005
2015-08-23,7.83
2015-08-24,0.0
2015-08-25,0.0
2015-08-26,0.0
2015-08-27,7.83
2015-08-28,0.0
2015-08-29,0.0
2015-08-30,5.4
2015-08-31,4.050000000000001
2015-09-01,4.760000000000001
2015-09-02,17.0
2015-09-03,7.48
2015-09-04,7.99
2015-09-05,0.0
2015-09-06,0.0
2015-09-07,0.0
2015-09-08,0.0
2015-09-09,0.0
2015-09-10,0.0
2015-09-11,0.0
2015-09-12,6.12
2015-09-13,11.22
2015-09-14,7.99
2015-09-15,0.0
2015-09-16,5.2700000000000005
2015-09-17,0.0
2015-09-18,15.64
2015-09-19,11.9
2015-09-20,4.930000000000001
2015-09-21,0.0
2015-09-22,0.0
2015-09-23,0.0
2015-09-24,14.790000000000001
2015-09-25,4.42
2015-09-26,0.0
2015-09-27,0.0
2015-09-28,0.0
2015-09-29,0.0
2015-09-30,0.0
2015-10-01,0.0
2015-10-02,3.9200000000000004
2015-10-03,6.16
2015-10-04,0.0
2015-10-05,4.2
2015-10-06,0.0
2015-10-07,11.760000000000002
2015-10-08,5.74
2015-10-09,4.62
2015-10-10,9.8
2015-10-11,4.62
2015-10-12,0.0
2015-10-13,0.0
2015-10-14,0.0
2015-10-15,0.0
2015-10-16,7.840000000000001
2015-10-17,14.000000000000002
2015-10-18,0.0
2015-10-19,0.0
2015-10-20,0.0
2015-10-21,0.0
2015-10-22,0.0
2015-10-23,0.0
2015-10-24,10.920000000000002
2015-10-25,0.0
2015-10-26,0.0
2015-10-27,3.3600000000000003
2015-10-28,7.280000000000001
2015-10-29,0.0
2015-10-30,3.7800000000000002
2015-10-31,0.0
2015-11-01,0.0
2015-11-02,3.75
2015-11-03,5.1
2015-11-04,3.15
2015-11-05,0.0
2015-11-06,0.0
2015-11-07,0.0
2015-11-08,0.0
2015-11-09,5.85
2015-11-10,0.0
2015-11-11,0.0
2015-11-12,0.0
2015-11-13,8.7
2015-11-14,0.0
2015-11-15,0.0
2015-11-16,0.0
2015-11-17,0.0
2015-11-18,0.0
2015-11-19,5.7
2015-11-20,6.0
2015-11-21,0.0
2015-11-22,0.0
2015-11-23,0.0
2015-11-24,0.0
2015-11-25,0.0
2015-11-26,0.0
2015-11-27,4.5
2015-11-28,0.0
2015-11-29,15.0
2015-11-30,0.0
2015-12-01,12.0
2015-12-02,0.0
2015-12-03,6.3
2015-12-04,0.0
2015-12-05,15.0
2015-12-06,6.6
2015-12-07,5.1
2015-12-08,0.0
2015-12-09,0.0
2015-12-10,4.35
2015-12-11,0.0
2015-12-12,0.0
2015-12-13,0.0
2015-12-14,10.95
2015-12-15,0.0
2015-12-16,8.549999999999999
2015-12-17,0.0
2015-12-18,0.0
2015-12-19,6.8999999999999995
2015-12-20,8.85
2015-12-21,0.0
2015-12-22,0.0
2015-12-23,0.0
2015-12-24,0.0
2015-12-25,0.0
2015-12-26,7.6499999999999995
2015-12-27,8.7
2015-12-28,6.3
2015-12-29,0.0
2015-12-30,0.0
2015-12-31,0.0
2016-01-01,0.0
2016-01-02,0.0
2016-01-03,0.0
2016-01-04,0.0
2016-01-05,7.199999999999999
2016-01-06,10.26
2016-01-07,9.18
2016-01-08,0.0
2016-01-09,8.1
2016-01-10,7.38
2016-01-11,0.0
2016-01-12,0.0
2016-01-13,18.0
2016-01-14,5.04
2016-01-15,0.0
2016-01-16,0.0
2016-01-17,0.0
2016-01-18,0.0
2016-01-19,0.0
2016-01-20,0.0
2016-01-21,10.799999999999999
2016-01-22,0.0
2016-01-23,0.0
2016-01-24,7.92
2016-01-25,0.0
2016-01-26,0.0
2016-01-27,0.0
2016-01-28,9.719999999999999
2016-01-29,8.82
2016-01-30,0.0
2016-01-31,10.08
