date,name_price_attention,Litecoin price_monthly,isPartial,scale,Litecoin price,crypto_name
2021-09-20,43,7.0,,0.07,3.01,ImmutableX
2021-09-21,42,7.0,,0.07,2.9400000000000004,ImmutableX
2021-09-22,41,7.0,,0.07,2.87,ImmutableX
2021-09-23,40,7.0,,0.07,2.8000000000000003,ImmutableX
2021-09-24,30,7.0,,0.07,2.1,ImmutableX
2021-09-25,29,7.0,,0.07,2.03,ImmutableX
2021-09-26,34,7.0,,0.07,2.3800000000000003,ImmutableX
2021-09-27,26,7.0,,0.07,1.8200000000000005,ImmutableX
2021-09-28,24,7.0,,0.07,1.6800000000000002,ImmutableX
2021-09-29,26,7.0,,0.07,1.8200000000000005,ImmutableX
2021-09-30,33,7.0,,0.07,2.31,ImmutableX
2021-10-01,45,7.0,False,0.07,3.1500000000000004,ImmutableX
2021-10-02,50,7.0,,0.07,3.5000000000000004,ImmutableX
2021-10-03,39,7.0,,0.07,2.7300000000000004,ImmutableX
2021-10-04,27,7.0,,0.07,1.89,ImmutableX
2021-10-05,49,7.0,,0.07,3.43,ImmutableX
2021-10-06,56,7.0,,0.07,3.92,ImmutableX
2021-10-07,72,7.0,,0.07,5.040000000000001,ImmutableX
2021-10-08,59,7.0,,0.07,4.130000000000001,ImmutableX
2021-10-09,38,7.0,,0.07,2.66,ImmutableX
2021-10-10,50,7.0,,0.07,3.5000000000000004,ImmutableX
2021-10-11,49,7.0,,0.07,3.43,ImmutableX
2021-10-12,40,7.0,,0.07,2.8000000000000003,ImmutableX
2021-10-13,39,7.0,,0.07,2.7300000000000004,ImmutableX
2021-10-14,51,7.0,,0.07,3.5700000000000003,ImmutableX
2021-10-15,58,7.0,,0.07,4.0600000000000005,ImmutableX
2021-10-16,65,7.0,,0.07,4.550000000000001,ImmutableX
2021-10-17,59,7.0,,0.07,4.130000000000001,ImmutableX
2021-10-18,54,7.0,,0.07,3.78,ImmutableX
2021-10-19,75,7.0,,0.07,5.250000000000001,ImmutableX
2021-10-20,82,7.0,,0.07,5.74,ImmutableX
2021-10-21,100,7.0,,0.07,7.000000000000001,ImmutableX
2021-10-22,61,7.0,,0.07,4.2700000000000005,ImmutableX
2021-10-23,69,7.0,,0.07,4.83,ImmutableX
2021-10-24,63,7.0,,0.07,4.41,ImmutableX
2021-10-25,62,7.0,,0.07,4.340000000000001,ImmutableX
2021-10-26,64,7.0,,0.07,4.48,ImmutableX
2021-10-27,73,7.0,,0.07,5.11,ImmutableX
2021-10-28,78,7.0,,0.07,5.460000000000001,ImmutableX
2021-10-29,62,7.0,,0.07,4.340000000000001,ImmutableX
2021-10-30,57,7.0,,0.07,3.99,ImmutableX
2021-10-31,49,7.0,,0.07,3.43,ImmutableX
2021-11-01,34,9.0,False,0.09,3.06,ImmutableX
2021-11-02,41,9.0,,0.09,3.69,ImmutableX
2021-11-03,45,9.0,,0.09,4.05,ImmutableX
2021-11-04,41,9.0,,0.09,3.69,ImmutableX
2021-11-05,31,9.0,,0.09,2.79,ImmutableX
2021-11-06,26,9.0,,0.09,2.34,ImmutableX
2021-11-07,26,9.0,,0.09,2.34,ImmutableX
2021-11-08,57,9.0,,0.09,5.13,ImmutableX
2021-11-09,100,9.0,,0.09,9.0,ImmutableX
2021-11-10,83,9.0,,0.09,7.47,ImmutableX
2021-11-11,65,9.0,,0.09,5.85,ImmutableX
2021-11-12,61,9.0,,0.09,5.49,ImmutableX
2021-11-13,52,9.0,,0.09,4.68,ImmutableX
2021-11-14,31,9.0,,0.09,2.79,ImmutableX
2021-11-15,59,9.0,,0.09,5.31,ImmutableX
2021-11-16,50,9.0,,0.09,4.5,ImmutableX
2021-11-17,48,9.0,,0.09,4.32,ImmutableX
2021-11-18,35,9.0,,0.09,3.15,ImmutableX
2021-11-19,40,9.0,,0.09,3.5999999999999996,ImmutableX
2021-11-20,41,9.0,,0.09,3.69,ImmutableX
2021-11-21,36,9.0,,0.09,3.24,ImmutableX
2021-11-22,39,9.0,,0.09,3.51,ImmutableX
2021-11-23,40,9.0,,0.09,3.5999999999999996,ImmutableX
2021-11-24,33,9.0,,0.09,2.97,ImmutableX
2021-11-25,41,9.0,,0.09,3.69,ImmutableX
2021-11-26,40,9.0,,0.09,3.5999999999999996,ImmutableX
2021-11-27,35,9.0,,0.09,3.15,ImmutableX
2021-11-28,33,9.0,,0.09,2.97,ImmutableX
2021-11-29,34,9.0,,0.09,3.06,ImmutableX
2021-11-30,29,9.0,,0.09,2.61,ImmutableX
2021-12-01,58,6.0,False,0.06,3.48,ImmutableX
2021-12-02,45,6.0,,0.06,2.6999999999999997,ImmutableX
2021-12-03,52,6.0,,0.06,3.12,ImmutableX
2021-12-04,100,6.0,,0.06,6.0,ImmutableX
2021-12-05,85,6.0,,0.06,5.1,ImmutableX
2021-12-06,79,6.0,,0.06,4.74,ImmutableX
2021-12-07,72,6.0,,0.06,4.32,ImmutableX
2021-12-08,73,6.0,,0.06,4.38,ImmutableX
2021-12-09,64,6.0,,0.06,3.84,ImmutableX
2021-12-10,67,6.0,,0.06,4.02,ImmutableX
2021-12-11,47,6.0,,0.06,2.82,ImmutableX
2021-12-12,49,6.0,,0.06,2.94,ImmutableX
2021-12-13,62,6.0,,0.06,3.72,ImmutableX
2021-12-14,58,6.0,,0.06,3.48,ImmutableX
2021-12-15,69,6.0,,0.06,4.14,ImmutableX
2021-12-16,47,6.0,,0.06,2.82,ImmutableX
2021-12-17,42,6.0,,0.06,2.52,ImmutableX
2021-12-18,54,6.0,,0.06,3.24,ImmutableX
2021-12-19,77,6.0,,0.06,4.62,ImmutableX
2021-12-20,51,6.0,,0.06,3.06,ImmutableX
2021-12-21,52,6.0,,0.06,3.12,ImmutableX
2021-12-22,49,6.0,,0.06,2.94,ImmutableX
2021-12-23,57,6.0,,0.06,3.42,ImmutableX
2021-12-24,48,6.0,,0.06,2.88,ImmutableX
2021-12-25,49,6.0,,0.06,2.94,ImmutableX
2021-12-26,63,6.0,,0.06,3.78,ImmutableX
2021-12-27,59,6.0,,0.06,3.54,ImmutableX
2021-12-28,80,6.0,,0.06,4.8,ImmutableX
2021-12-29,49,6.0,,0.06,2.94,ImmutableX
2021-12-30,40,6.0,,0.06,2.4,ImmutableX
2021-12-31,47,6.0,,0.06,2.82,ImmutableX
2022-01-01,34,5.0,False,0.05,1.7000000000000002,ImmutableX
2022-01-02,35,5.0,,0.05,1.75,ImmutableX
2022-01-03,45,5.0,,0.05,2.25,ImmutableX
2022-01-04,58,5.0,,0.05,2.9000000000000004,ImmutableX
2022-01-05,54,5.0,,0.05,2.7,ImmutableX
2022-01-06,59,5.0,,0.05,2.95,ImmutableX
2022-01-07,45,5.0,,0.05,2.25,ImmutableX
2022-01-08,41,5.0,,0.05,2.0500000000000003,ImmutableX
2022-01-09,47,5.0,,0.05,2.35,ImmutableX
2022-01-10,45,5.0,,0.05,2.25,ImmutableX
2022-01-11,53,5.0,,0.05,2.6500000000000004,ImmutableX
2022-01-12,48,5.0,,0.05,2.4000000000000004,ImmutableX
2022-01-13,54,5.0,,0.05,2.7,ImmutableX
2022-01-14,50,5.0,,0.05,2.5,ImmutableX
2022-01-15,36,5.0,,0.05,1.8,ImmutableX
2022-01-16,56,5.0,,0.05,2.8000000000000003,ImmutableX
2022-01-17,43,5.0,,0.05,2.15,ImmutableX
2022-01-18,42,5.0,,0.05,2.1,ImmutableX
2022-01-19,29,5.0,,0.05,1.4500000000000002,ImmutableX
2022-01-20,39,5.0,,0.05,1.95,ImmutableX
2022-01-21,50,5.0,,0.05,2.5,ImmutableX
2022-01-22,77,5.0,,0.05,3.85,ImmutableX
2022-01-23,49,5.0,,0.05,2.45,ImmutableX
2022-01-24,100,5.0,,0.05,5.0,ImmutableX
2022-01-25,61,5.0,,0.05,3.0500000000000003,ImmutableX
2022-01-26,46,5.0,,0.05,2.3000000000000003,ImmutableX
2022-01-27,37,5.0,,0.05,1.85,ImmutableX
2022-01-28,45,5.0,,0.05,2.25,ImmutableX
2022-01-29,29,5.0,,0.05,1.4500000000000002,ImmutableX
2022-01-30,33,5.0,,0.05,1.65,ImmutableX
2022-01-31,40,5.0,,0.05,2.0,ImmutableX
2022-02-01,67,5.0,False,0.05,3.35,ImmutableX
2022-02-02,71,5.0,,0.05,3.5500000000000003,ImmutableX
2022-02-03,55,5.0,,0.05,2.75,ImmutableX
2022-02-04,88,5.0,,0.05,4.4,ImmutableX
2022-02-05,45,5.0,,0.05,2.25,ImmutableX
2022-02-06,58,5.0,,0.05,2.9000000000000004,ImmutableX
2022-02-07,93,5.0,,0.05,4.65,ImmutableX
2022-02-08,100,5.0,,0.05,5.0,ImmutableX
2022-02-09,83,5.0,,0.05,4.15,ImmutableX
2022-02-10,69,5.0,,0.05,3.45,ImmutableX
2022-02-11,63,5.0,,0.05,3.1500000000000004,ImmutableX
2022-02-12,41,5.0,,0.05,2.0500000000000003,ImmutableX
2022-02-13,63,5.0,,0.05,3.1500000000000004,ImmutableX
2022-02-14,63,5.0,,0.05,3.1500000000000004,ImmutableX
2022-02-15,66,5.0,,0.05,3.3000000000000003,ImmutableX
2022-02-16,43,5.0,,0.05,2.15,ImmutableX
2022-02-17,31,5.0,,0.05,1.55,ImmutableX
2022-02-18,64,5.0,,0.05,3.2,ImmutableX
2022-02-19,34,5.0,,0.05,1.7000000000000002,ImmutableX
2022-02-20,66,5.0,,0.05,3.3000000000000003,ImmutableX
2022-02-21,72,5.0,,0.05,3.6,ImmutableX
2022-02-22,85,5.0,,0.05,4.25,ImmutableX
2022-02-23,69,5.0,,0.05,3.45,ImmutableX
2022-02-24,91,5.0,,0.05,4.55,ImmutableX
2022-02-25,81,5.0,,0.05,4.05,ImmutableX
2022-02-26,46,5.0,,0.05,2.3000000000000003,ImmutableX
2022-02-27,53,5.0,,0.05,2.6500000000000004,ImmutableX
2022-02-28,78,5.0,,0.05,3.9,ImmutableX
2022-03-01,64,4.0,False,0.04,2.56,ImmutableX
2022-03-02,74,4.0,,0.04,2.96,ImmutableX
2022-03-03,61,4.0,,0.04,2.44,ImmutableX
2022-03-04,70,4.0,,0.04,2.8000000000000003,ImmutableX
2022-03-05,64,4.0,,0.04,2.56,ImmutableX
2022-03-06,69,4.0,,0.04,2.76,ImmutableX
2022-03-07,88,4.0,,0.04,3.52,ImmutableX
2022-03-08,81,4.0,,0.04,3.24,ImmutableX
2022-03-09,93,4.0,,0.04,3.72,ImmutableX
2022-03-10,47,4.0,,0.04,1.88,ImmutableX
2022-03-11,77,4.0,,0.04,3.08,ImmutableX
2022-03-12,52,4.0,,0.04,2.08,ImmutableX
2022-03-13,43,4.0,,0.04,1.72,ImmutableX
2022-03-14,53,4.0,,0.04,2.12,ImmutableX
2022-03-15,58,4.0,,0.04,2.32,ImmutableX
2022-03-16,71,4.0,,0.04,2.84,ImmutableX
2022-03-17,42,4.0,,0.04,1.68,ImmutableX
2022-03-18,55,4.0,,0.04,2.2,ImmutableX
2022-03-19,60,4.0,,0.04,2.4,ImmutableX
2022-03-20,67,4.0,,0.04,2.68,ImmutableX
2022-03-21,67,4.0,,0.04,2.68,ImmutableX
2022-03-22,100,4.0,,0.04,4.0,ImmutableX
2022-03-23,69,4.0,,0.04,2.76,ImmutableX
2022-03-24,80,4.0,,0.04,3.2,ImmutableX
2022-03-25,61,4.0,,0.04,2.44,ImmutableX
2022-03-26,59,4.0,,0.04,2.36,ImmutableX
2022-03-27,78,4.0,,0.04,3.12,ImmutableX
2022-03-28,100,4.0,,0.04,4.0,ImmutableX
2022-03-29,54,4.0,,0.04,2.16,ImmutableX
2022-03-30,73,4.0,,0.04,2.92,ImmutableX
2022-03-31,45,4.0,,0.04,1.8,ImmutableX
2022-04-01,46,3.0,False,0.03,1.38,ImmutableX
2022-04-02,89,3.0,,0.03,2.67,ImmutableX
2022-04-03,74,3.0,,0.03,2.22,ImmutableX
2022-04-04,90,3.0,,0.03,2.6999999999999997,ImmutableX
2022-04-05,76,3.0,,0.03,2.28,ImmutableX
2022-04-06,100,3.0,,0.03,3.0,ImmutableX
2022-04-07,73,3.0,,0.03,2.19,ImmutableX
2022-04-08,50,3.0,,0.03,1.5,ImmutableX
2022-04-09,57,3.0,,0.03,1.71,ImmutableX
2022-04-10,57,3.0,,0.03,1.71,ImmutableX
2022-04-11,74,3.0,,0.03,2.22,ImmutableX
2022-04-12,64,3.0,,0.03,1.92,ImmutableX
2022-04-13,82,3.0,,0.03,2.46,ImmutableX
2022-04-14,53,3.0,,0.03,1.59,ImmutableX
2022-04-15,58,3.0,,0.03,1.74,ImmutableX
2022-04-16,56,3.0,,0.03,1.68,ImmutableX
2022-04-17,50,3.0,,0.03,1.5,ImmutableX
2022-04-18,86,3.0,,0.03,2.58,ImmutableX
2022-04-19,60,3.0,,0.03,1.7999999999999998,ImmutableX
2022-04-20,62,3.0,,0.03,1.86,ImmutableX
2022-04-21,59,3.0,,0.03,1.77,ImmutableX
2022-04-22,61,3.0,,0.03,1.83,ImmutableX
2022-04-23,59,3.0,,0.03,1.77,ImmutableX
2022-04-24,48,3.0,,0.03,1.44,ImmutableX
2022-04-25,60,3.0,,0.03,1.7999999999999998,ImmutableX
2022-04-26,91,3.0,,0.03,2.73,ImmutableX
2022-04-27,71,3.0,,0.03,2.13,ImmutableX
2022-04-28,49,3.0,,0.03,1.47,ImmutableX
2022-04-29,38,3.0,,0.03,1.14,ImmutableX
2022-04-30,64,3.0,,0.03,1.92,ImmutableX
2022-05-01,46,4.0,False,0.04,1.84,ImmutableX
2022-05-02,55,4.0,,0.04,2.2,ImmutableX
2022-05-03,51,4.0,,0.04,2.04,ImmutableX
2022-05-04,44,4.0,,0.04,1.76,ImmutableX
2022-05-05,56,4.0,,0.04,2.24,ImmutableX
2022-05-06,57,4.0,,0.04,2.28,ImmutableX
2022-05-07,37,4.0,,0.04,1.48,ImmutableX
2022-05-08,46,4.0,,0.04,1.84,ImmutableX
2022-05-09,78,4.0,,0.04,3.12,ImmutableX
2022-05-10,68,4.0,,0.04,2.72,ImmutableX
2022-05-11,87,4.0,,0.04,3.48,ImmutableX
2022-05-12,100,4.0,,0.04,4.0,ImmutableX
2022-05-13,93,4.0,,0.04,3.72,ImmutableX
2022-05-14,44,4.0,,0.04,1.76,ImmutableX
2022-05-15,39,4.0,,0.04,1.56,ImmutableX
2022-05-16,53,4.0,,0.04,2.12,ImmutableX
2022-05-17,56,4.0,,0.04,2.24,ImmutableX
2022-05-18,45,4.0,,0.04,1.8,ImmutableX
2022-05-19,66,4.0,,0.04,2.64,ImmutableX
2022-05-20,68,4.0,,0.04,2.72,ImmutableX
2022-05-21,36,4.0,,0.04,1.44,ImmutableX
2022-05-22,33,4.0,,0.04,1.32,ImmutableX
2022-05-23,36,4.0,,0.04,1.44,ImmutableX
2022-05-24,39,4.0,,0.04,1.56,ImmutableX
2022-05-25,31,4.0,,0.04,1.24,ImmutableX
2022-05-26,35,4.0,,0.04,1.4,ImmutableX
2022-05-27,49,4.0,,0.04,1.96,ImmutableX
2022-05-28,46,4.0,,0.04,1.84,ImmutableX
2022-05-29,29,4.0,,0.04,1.16,ImmutableX
2022-05-30,46,4.0,,0.04,1.84,ImmutableX
2022-05-31,52,4.0,,0.04,2.08,ImmutableX
2022-06-01,33,4.0,False,0.04,1.32,ImmutableX
2022-06-02,39,4.0,,0.04,1.56,ImmutableX
2022-06-03,28,4.0,,0.04,1.12,ImmutableX
2022-06-04,42,4.0,,0.04,1.68,ImmutableX
2022-06-05,19,4.0,,0.04,0.76,ImmutableX
2022-06-06,27,4.0,,0.04,1.08,ImmutableX
2022-06-07,36,4.0,,0.04,1.44,ImmutableX
2022-06-08,38,4.0,,0.04,1.52,ImmutableX
2022-06-09,20,4.0,,0.04,0.8,ImmutableX
2022-06-10,54,4.0,,0.04,2.16,ImmutableX
2022-06-11,39,4.0,,0.04,1.56,ImmutableX
2022-06-12,45,4.0,,0.04,1.8,ImmutableX
2022-06-13,85,4.0,,0.04,3.4,ImmutableX
2022-06-14,70,4.0,,0.04,2.8000000000000003,ImmutableX
2022-06-15,68,4.0,,0.04,2.72,ImmutableX
2022-06-16,51,4.0,,0.04,2.04,ImmutableX
2022-06-17,45,4.0,,0.04,1.8,ImmutableX
2022-06-18,59,4.0,,0.04,2.36,ImmutableX
2022-06-19,100,4.0,,0.04,4.0,ImmutableX
2022-06-20,56,4.0,,0.04,2.24,ImmutableX
2022-06-21,40,4.0,,0.04,1.6,ImmutableX
2022-06-22,41,4.0,,0.04,1.64,ImmutableX
2022-06-23,37,4.0,,0.04,1.48,ImmutableX
2022-06-24,33,4.0,,0.04,1.32,ImmutableX
2022-06-25,31,4.0,,0.04,1.24,ImmutableX
2022-06-26,41,4.0,,0.04,1.64,ImmutableX
2022-06-27,33,4.0,,0.04,1.32,ImmutableX
2022-06-28,39,4.0,,0.04,1.56,ImmutableX
2022-06-29,37,4.0,,0.04,1.48,ImmutableX
2022-06-30,36,4.0,,0.04,1.44,ImmutableX
2022-07-01,100,3.0,False,0.03,3.0,ImmutableX
2022-07-02,56,3.0,,0.03,1.68,ImmutableX
2022-07-03,35,3.0,,0.03,1.05,ImmutableX
2022-07-04,82,3.0,,0.03,2.46,ImmutableX
2022-07-05,55,3.0,,0.03,1.65,ImmutableX
2022-07-06,37,3.0,,0.03,1.11,ImmutableX
2022-07-07,88,3.0,,0.03,2.6399999999999997,ImmutableX
2022-07-08,45,3.0,,0.03,1.35,ImmutableX
2022-07-09,66,3.0,,0.03,1.98,ImmutableX
2022-07-10,65,3.0,,0.03,1.95,ImmutableX
2022-07-11,64,3.0,,0.03,1.92,ImmutableX
2022-07-12,65,3.0,,0.03,1.95,ImmutableX
2022-07-13,64,3.0,,0.03,1.92,ImmutableX
2022-07-14,61,3.0,,0.03,1.83,ImmutableX
2022-07-15,67,3.0,,0.03,2.01,ImmutableX
2022-07-16,44,3.0,,0.03,1.3199999999999998,ImmutableX
2022-07-17,55,3.0,,0.03,1.65,ImmutableX
2022-07-18,69,3.0,,0.03,2.07,ImmutableX
2022-07-19,51,3.0,,0.03,1.53,ImmutableX
2022-07-20,63,3.0,,0.03,1.89,ImmutableX
2022-07-21,51,3.0,,0.03,1.53,ImmutableX
2022-07-22,71,3.0,,0.03,2.13,ImmutableX
2022-07-23,46,3.0,,0.03,1.38,ImmutableX
2022-07-24,58,3.0,,0.03,1.74,ImmutableX
2022-07-25,41,3.0,,0.03,1.23,ImmutableX
2022-07-26,54,3.0,,0.03,1.62,ImmutableX
2022-07-27,49,3.0,,0.03,1.47,ImmutableX
2022-07-28,56,3.0,,0.03,1.68,ImmutableX
2022-07-29,62,3.0,,0.03,1.86,ImmutableX
2022-07-30,51,3.0,,0.03,1.53,ImmutableX
2022-07-31,47,3.0,,0.03,1.41,ImmutableX
2022-08-01,49,2.0,False,0.02,0.98,ImmutableX
2022-08-02,71,2.0,,0.02,1.42,ImmutableX
2022-08-03,57,2.0,,0.02,1.14,ImmutableX
2022-08-04,100,2.0,,0.02,2.0,ImmutableX
2022-08-05,44,2.0,,0.02,0.88,ImmutableX
2022-08-06,81,2.0,,0.02,1.62,ImmutableX
2022-08-07,86,2.0,,0.02,1.72,ImmutableX
2022-08-08,91,2.0,,0.02,1.82,ImmutableX
2022-08-09,88,2.0,,0.02,1.76,ImmutableX
2022-08-10,66,2.0,,0.02,1.32,ImmutableX
2022-08-11,60,2.0,,0.02,1.2,ImmutableX
2022-08-12,69,2.0,,0.02,1.38,ImmutableX
2022-08-13,60,2.0,,0.02,1.2,ImmutableX
2022-08-14,60,2.0,,0.02,1.2,ImmutableX
2022-08-15,62,2.0,,0.02,1.24,ImmutableX
2022-08-16,54,2.0,,0.02,1.08,ImmutableX
2022-08-17,82,2.0,,0.02,1.64,ImmutableX
2022-08-18,50,2.0,,0.02,1.0,ImmutableX
2022-08-19,56,2.0,,0.02,1.12,ImmutableX
2022-08-20,80,2.0,,0.02,1.6,ImmutableX
2022-08-21,65,2.0,,0.02,1.3,ImmutableX
2022-08-22,59,2.0,,0.02,1.18,ImmutableX
2022-08-23,39,2.0,,0.02,0.78,ImmutableX
2022-08-24,83,2.0,,0.02,1.66,ImmutableX
2022-08-25,47,2.0,,0.02,0.94,ImmutableX
2022-08-26,51,2.0,,0.02,1.02,ImmutableX
2022-08-27,39,2.0,,0.02,0.78,ImmutableX
2022-08-28,53,2.0,,0.02,1.06,ImmutableX
2022-08-29,67,2.0,,0.02,1.34,ImmutableX
2022-08-30,43,2.0,,0.02,0.86,ImmutableX
2022-08-31,51,2.0,,0.02,1.02,ImmutableX
2022-09-01,86,2.0,False,0.02,1.72,ImmutableX
2022-09-02,83,2.0,,0.02,1.66,ImmutableX
2022-09-03,49,2.0,,0.02,0.98,ImmutableX
2022-09-04,60,2.0,,0.02,1.2,ImmutableX
2022-09-05,51,2.0,,0.02,1.02,ImmutableX
2022-09-06,62,2.0,,0.02,1.24,ImmutableX
2022-09-07,41,2.0,,0.02,0.8200000000000001,ImmutableX
2022-09-08,67,2.0,,0.02,1.34,ImmutableX
2022-09-09,74,2.0,,0.02,1.48,ImmutableX
2022-09-10,77,2.0,,0.02,1.54,ImmutableX
2022-09-11,68,2.0,,0.02,1.36,ImmutableX
2022-09-12,93,2.0,,0.02,1.86,ImmutableX
2022-09-13,22,2.0,,0.02,0.44,ImmutableX
2022-09-14,79,2.0,,0.02,1.58,ImmutableX
2022-09-15,65,2.0,,0.02,1.3,ImmutableX
2022-09-16,53,2.0,,0.02,1.06,ImmutableX
2022-09-17,62,2.0,,0.02,1.24,ImmutableX
2022-09-18,93,2.0,,0.02,1.86,ImmutableX
2022-09-19,51,2.0,,0.02,1.02,ImmutableX
2022-09-20,54,2.0,,0.02,1.08,ImmutableX
2022-09-21,64,2.0,,0.02,1.28,ImmutableX
2022-09-22,79,2.0,,0.02,1.58,ImmutableX
2022-09-23,56,2.0,,0.02,1.12,ImmutableX
2022-09-24,55,2.0,,0.02,1.1,ImmutableX
2022-09-25,74,2.0,,0.02,1.48,ImmutableX
2022-09-26,77,2.0,,0.02,1.54,ImmutableX
2022-09-27,23,2.0,,0.02,0.46,ImmutableX
2022-09-28,100,2.0,,0.02,2.0,ImmutableX
2022-09-29,40,2.0,,0.02,0.8,ImmutableX
2022-09-30,31,2.0,,0.02,0.62,ImmutableX
2022-10-01,84,1.0,False,0.01,0.84,ImmutableX
2022-10-02,83,1.0,,0.01,0.8300000000000001,ImmutableX
2022-10-03,53,1.0,,0.01,0.53,ImmutableX
2022-10-04,61,1.0,,0.01,0.61,ImmutableX
2022-10-05,51,1.0,,0.01,0.51,ImmutableX
2022-10-06,59,1.0,,0.01,0.59,ImmutableX
2022-10-07,54,1.0,,0.01,0.54,ImmutableX
2022-10-08,48,1.0,,0.01,0.48,ImmutableX
2022-10-09,57,1.0,,0.01,0.5700000000000001,ImmutableX
2022-10-10,37,1.0,,0.01,0.37,ImmutableX
2022-10-11,85,1.0,,0.01,0.85,ImmutableX
2022-10-12,58,1.0,,0.01,0.58,ImmutableX
2022-10-13,60,1.0,,0.01,0.6,ImmutableX
2022-10-14,64,1.0,,0.01,0.64,ImmutableX
2022-10-15,43,1.0,,0.01,0.43,ImmutableX
2022-10-16,68,1.0,,0.01,0.68,ImmutableX
2022-10-17,75,1.0,,0.01,0.75,ImmutableX
2022-10-18,74,1.0,,0.01,0.74,ImmutableX
2022-10-19,69,1.0,,0.01,0.6900000000000001,ImmutableX
2022-10-20,79,1.0,,0.01,0.79,ImmutableX
2022-10-21,37,1.0,,0.01,0.37,ImmutableX
2022-10-22,65,1.0,,0.01,0.65,ImmutableX
2022-10-23,0,1.0,,0.01,0.0,ImmutableX
2022-10-24,62,1.0,,0.01,0.62,ImmutableX
2022-10-25,42,1.0,,0.01,0.42,ImmutableX
2022-10-26,81,1.0,,0.01,0.81,ImmutableX
2022-10-27,55,1.0,,0.01,0.55,ImmutableX
2022-10-28,58,1.0,,0.01,0.58,ImmutableX
2022-10-29,100,1.0,,0.01,1.0,ImmutableX
2022-10-30,35,1.0,,0.01,0.35,ImmutableX
2022-10-31,59,1.0,,0.01,0.59,ImmutableX
2022-11-01,26,2.0,False,0.02,0.52,ImmutableX
2022-11-02,29,2.0,,0.02,0.58,ImmutableX
2022-11-03,50,2.0,,0.02,1.0,ImmutableX
2022-11-04,44,2.0,,0.02,0.88,ImmutableX
2022-11-05,46,2.0,,0.02,0.92,ImmutableX
2022-11-06,35,2.0,,0.02,0.7000000000000001,ImmutableX
2022-11-07,54,2.0,,0.02,1.08,ImmutableX
2022-11-08,52,2.0,,0.02,1.04,ImmutableX
2022-11-09,61,2.0,,0.02,1.22,ImmutableX
2022-11-10,76,2.0,,0.02,1.52,ImmutableX
2022-11-11,38,2.0,,0.02,0.76,ImmutableX
2022-11-12,58,2.0,,0.02,1.16,ImmutableX
2022-11-13,54,2.0,,0.02,1.08,ImmutableX
2022-11-14,39,2.0,,0.02,0.78,ImmutableX
2022-11-15,32,2.0,,0.02,0.64,ImmutableX
2022-11-16,21,2.0,,0.02,0.42,ImmutableX
2022-11-17,36,2.0,,0.02,0.72,ImmutableX
2022-11-18,51,2.0,,0.02,1.02,ImmutableX
2022-11-19,54,2.0,,0.02,1.08,ImmutableX
2022-11-20,58,2.0,,0.02,1.16,ImmutableX
2022-11-21,52,2.0,,0.02,1.04,ImmutableX
2022-11-22,100,2.0,,0.02,2.0,ImmutableX
2022-11-23,96,2.0,,0.02,1.92,ImmutableX
2022-11-24,74,2.0,,0.02,1.48,ImmutableX
2022-11-25,76,2.0,,0.02,1.52,ImmutableX
2022-11-26,46,2.0,,0.02,0.92,ImmutableX
2022-11-27,72,2.0,,0.02,1.44,ImmutableX
2022-11-28,49,2.0,,0.02,0.98,ImmutableX
2022-11-29,54,2.0,,0.02,1.08,ImmutableX
2022-11-30,62,2.0,,0.02,1.24,ImmutableX
2022-12-01,71,2.0,False,0.02,1.42,ImmutableX
2022-12-02,78,2.0,,0.02,1.56,ImmutableX
2022-12-03,49,2.0,,0.02,0.98,ImmutableX
2022-12-04,45,2.0,,0.02,0.9,ImmutableX
2022-12-05,81,2.0,,0.02,1.62,ImmutableX
2022-12-06,98,2.0,,0.02,1.96,ImmutableX
2022-12-07,67,2.0,,0.02,1.34,ImmutableX
2022-12-08,87,2.0,,0.02,1.74,ImmutableX
2022-12-09,57,2.0,,0.02,1.14,ImmutableX
2022-12-10,63,2.0,,0.02,1.26,ImmutableX
2022-12-11,42,2.0,,0.02,0.84,ImmutableX
2022-12-12,30,2.0,,0.02,0.6,ImmutableX
2022-12-13,59,2.0,,0.02,1.18,ImmutableX
2022-12-14,77,2.0,,0.02,1.54,ImmutableX
2022-12-15,68,2.0,,0.02,1.36,ImmutableX
2022-12-16,63,2.0,,0.02,1.26,ImmutableX
2022-12-17,46,2.0,,0.02,0.92,ImmutableX
2022-12-18,23,2.0,,0.02,0.46,ImmutableX
2022-12-19,67,2.0,,0.02,1.34,ImmutableX
2022-12-20,45,2.0,,0.02,0.9,ImmutableX
2022-12-21,68,2.0,,0.02,1.36,ImmutableX
2022-12-22,66,2.0,,0.02,1.32,ImmutableX
2022-12-23,100,2.0,,0.02,2.0,ImmutableX
2022-12-24,76,2.0,,0.02,1.52,ImmutableX
2022-12-25,57,2.0,,0.02,1.14,ImmutableX
2022-12-26,51,2.0,,0.02,1.02,ImmutableX
2022-12-27,62,2.0,,0.02,1.24,ImmutableX
2022-12-28,63,2.0,,0.02,1.26,ImmutableX
2022-12-29,54,2.0,,0.02,1.08,ImmutableX
2022-12-30,44,2.0,,0.02,0.88,ImmutableX
2022-12-31,58,2.0,,0.02,1.16,ImmutableX
2023-01-01,25,2.0,False,0.02,0.5,ImmutableX
2023-01-02,77,2.0,,0.02,1.54,ImmutableX
