date,VZ
2016-04-05,32.64
2016-04-06,37.230000000000004
2016-04-07,33.15
2016-04-08,34.68
2016-04-09,15.81
2016-04-10,17.34
2016-04-11,31.62
2016-04-12,42.33
2016-04-13,51.0
2016-04-14,30.6
2016-04-15,32.64
2016-04-16,16.32
2016-04-17,15.3
2016-04-18,28.05
2016-04-19,37.230000000000004
2016-04-20,30.6
2016-04-21,48.96
2016-04-22,36.72
2016-04-23,21.42
2016-04-24,14.790000000000001
2016-04-25,30.6
2016-04-26,35.7
2016-04-27,27.54
2016-04-28,37.230000000000004
2016-04-29,27.54
2016-04-30,26.52
2016-05-01,23.92
2016-05-02,43.24
2016-05-03,34.04
2016-05-04,39.1
2016-05-05,36.34
2016-05-06,34.04
2016-05-07,17.02
2016-05-08,20.7
2016-05-09,34.96
2016-05-10,37.260000000000005
2016-05-11,42.32
2016-05-12,26.68
2016-05-13,46.0
2016-05-14,22.540000000000003
2016-05-15,23.46
2016-05-16,29.900000000000002
2016-05-17,39.56
2016-05-18,40.940000000000005
2016-05-19,32.660000000000004
2016-05-20,40.940000000000005
2016-05-21,22.540000000000003
2016-05-22,23.46
2016-05-23,41.86
2016-05-24,44.160000000000004
2016-05-25,42.32
2016-05-26,38.18
2016-05-27,44.160000000000004
2016-05-28,22.540000000000003
2016-05-29,15.64
2016-05-30,20.7
2016-05-31,36.800000000000004
2016-06-01,24.96
2016-06-02,24.0
2016-06-03,30.72
2016-06-04,12.48
2016-06-05,13.92
2016-06-06,22.56
2016-06-07,28.799999999999997
2016-06-08,30.24
2016-06-09,32.64
2016-06-10,28.799999999999997
2016-06-11,19.2
2016-06-12,17.28
2016-06-13,24.0
2016-06-14,33.12
2016-06-15,29.759999999999998
2016-06-16,26.88
2016-06-17,29.279999999999998
2016-06-18,18.24
2016-06-19,19.2
2016-06-20,32.64
2016-06-21,30.72
2016-06-22,37.92
2016-06-23,35.519999999999996
2016-06-24,48.0
2016-06-25,21.119999999999997
2016-06-26,16.32
2016-06-27,44.16
2016-06-28,33.12
2016-06-29,41.28
2016-06-30,25.919999999999998
2016-07-01,16.0
2016-07-02,8.5
2016-07-03,8.0
2016-07-04,10.5
2016-07-05,25.0
2016-07-06,25.5
2016-07-07,23.0
2016-07-08,24.5
2016-07-09,10.0
2016-07-10,8.0
2016-07-11,21.0
2016-07-12,18.5
2016-07-13,20.0
2016-07-14,20.0
2016-07-15,20.0
2016-07-16,8.5
2016-07-17,6.5
2016-07-18,16.0
2016-07-19,19.0
2016-07-20,17.5
2016-07-21,17.0
2016-07-22,21.5
2016-07-23,15.0
2016-07-24,15.5
2016-07-25,50.0
2016-07-26,33.0
2016-07-27,22.5
2016-07-28,20.0
2016-07-29,19.0
2016-07-30,12.0
2016-07-31,10.5
2016-08-01,41.0
2016-08-02,32.8
2016-08-03,29.52
2016-08-04,25.009999999999998
2016-08-05,31.569999999999997
2016-08-06,13.53
2016-08-07,17.63
2016-08-08,28.29
2016-08-09,32.8
2016-08-10,29.52
2016-08-11,33.62
2016-08-12,27.47
2016-08-13,15.17
2016-08-14,14.76
2016-08-15,29.93
2016-08-16,32.8
2016-08-17,34.03
2016-08-18,29.11
2016-08-19,28.29
2016-08-20,16.81
2016-08-21,16.81
2016-08-22,29.52
2016-08-23,30.749999999999996
2016-08-24,25.009999999999998
2016-08-25,20.5
2016-08-26,33.62
2016-08-27,18.45
2016-08-28,16.4
2016-08-29,33.21
2016-08-30,25.009999999999998
2016-08-31,27.06
2016-09-01,30.03
2016-09-02,30.42
2016-09-03,21.84
2016-09-04,22.62
2016-09-05,16.77
2016-09-06,31.98
2016-09-07,25.35
2016-09-08,28.86
2016-09-09,35.88
2016-09-10,19.5
2016-09-11,16.38
2016-09-12,35.49
2016-09-13,28.080000000000002
2016-09-14,26.91
2016-09-15,39.0
2016-09-16,29.25
2016-09-17,19.89
2016-09-18,17.55
2016-09-19,32.76
2016-09-20,35.1
2016-09-21,35.49
2016-09-22,31.59
2016-09-23,36.660000000000004
2016-09-24,18.72
2016-09-25,22.23
2016-09-26,28.470000000000002
2016-09-27,30.42
2016-09-28,26.130000000000003
2016-09-29,28.080000000000002
2016-09-30,29.64
2016-10-01,21.93
2016-10-02,14.62
2016-10-03,24.94
2016-10-04,26.23
2016-10-05,32.25
2016-10-06,35.69
2016-10-07,23.22
2016-10-08,19.78
2016-10-09,18.919999999999998
2016-10-10,26.66
2016-10-11,27.09
2016-10-12,24.509999999999998
2016-10-13,24.509999999999998
2016-10-14,28.81
2016-10-15,14.62
2016-10-16,15.48
2016-10-17,30.96
2016-10-18,29.669999999999998
2016-10-19,30.53
2016-10-20,37.839999999999996
2016-10-21,43.0
2016-10-22,19.78
2016-10-23,18.919999999999998
2016-10-24,33.54
2016-10-25,39.13
2016-10-26,37.839999999999996
2016-10-27,30.099999999999998
2016-10-28,25.37
2016-10-29,18.919999999999998
2016-10-30,15.91
2016-10-31,27.09
2016-11-01,31.95
2016-11-02,30.6
2016-11-03,36.9
2016-11-04,33.300000000000004
2016-11-05,16.2
2016-11-06,20.7
2016-11-07,39.6
2016-11-08,35.550000000000004
2016-11-09,36.45
2016-11-10,45.0
2016-11-11,40.050000000000004
2016-11-12,14.4
2016-11-13,16.650000000000002
2016-11-14,33.300000000000004
2016-11-15,38.25
2016-11-16,35.1
2016-11-17,37.800000000000004
2016-11-18,36.9
2016-11-19,23.85
2016-11-20,25.2
2016-11-21,40.5
2016-11-22,42.75
2016-11-23,37.35
2016-11-24,20.7
2016-11-25,31.5
2016-11-26,18.45
2016-11-27,20.7
2016-11-28,33.75
2016-11-29,36.45
2016-11-30,34.65
2016-12-01,36.0
2016-12-02,30.150000000000002
2016-12-03,13.950000000000001
2016-12-04,15.75
2016-12-05,24.75
2016-12-06,38.25
2016-12-07,37.35
2016-12-08,32.85
2016-12-09,35.550000000000004
2016-12-10,14.85
2016-12-11,19.8
2016-12-12,31.95
2016-12-13,40.95
2016-12-14,30.150000000000002
2016-12-15,45.0
2016-12-16,35.1
2016-12-17,26.1
2016-12-18,17.55
2016-12-19,31.95
2016-12-20,42.75
2016-12-21,35.550000000000004
2016-12-22,41.4
2016-12-23,35.550000000000004
2016-12-24,20.7
2016-12-25,18.45
2016-12-26,18.900000000000002
2016-12-27,30.6
2016-12-28,35.1
2016-12-29,31.5
2016-12-30,35.1
2016-12-31,22.05
2017-01-01,15.64
2017-01-02,16.1
2017-01-03,30.82
2017-01-04,29.44
2017-01-05,24.84
2017-01-06,25.3
2017-01-07,17.94
2017-01-08,11.040000000000001
2017-01-09,24.380000000000003
2017-01-10,27.14
2017-01-11,21.62
2017-01-12,23.92
2017-01-13,18.86
2017-01-14,16.1
2017-01-15,14.72
2017-01-16,13.34
2017-01-17,23.46
2017-01-18,23.46
2017-01-19,21.62
2017-01-20,23.92
2017-01-21,13.34
2017-01-22,15.180000000000001
2017-01-23,18.400000000000002
2017-01-24,46.0
2017-01-25,45.54
2017-01-26,40.02
2017-01-27,36.34
2017-01-28,15.180000000000001
2017-01-29,13.8
2017-01-30,25.76
2017-01-31,28.52
2017-02-01,40.26
2017-02-02,61.0
2017-02-03,40.87
2017-02-04,23.18
2017-02-05,16.47
2017-02-06,31.11
2017-02-07,36.6
2017-02-08,37.82
2017-02-09,41.48
2017-02-10,40.26
2017-02-11,26.84
2017-02-12,22.57
2017-02-13,52.46
2017-02-14,47.58
2017-02-15,55.51
2017-02-16,51.24
2017-02-17,39.65
2017-02-18,18.91
2017-02-19,21.96
2017-02-20,24.4
2017-02-21,46.97
2017-02-22,35.99
2017-02-23,36.6
2017-02-24,45.14
2017-02-25,18.91
2017-02-26,23.79
2017-02-27,33.55
2017-02-28,44.53
2017-03-01,51.0
2017-03-02,44.37
2017-03-03,43.35
2017-03-04,27.03
2017-03-05,24.990000000000002
2017-03-06,44.88
2017-03-07,39.27
2017-03-08,46.410000000000004
2017-03-09,35.19
2017-03-10,47.43
2017-03-11,28.05
2017-03-12,27.54
2017-03-13,42.84
2017-03-14,32.13
2017-03-15,43.86
2017-03-16,43.86
2017-03-17,40.29
2017-03-18,23.46
2017-03-19,18.36
2017-03-20,36.21
2017-03-21,44.37
2017-03-22,46.92
2017-03-23,39.78
2017-03-24,39.78
2017-03-25,25.5
2017-03-26,25.5
2017-03-27,35.7
2017-03-28,49.980000000000004
2017-03-29,40.8
2017-03-30,36.72
2017-03-31,40.8
2017-04-01,18.72
2017-04-02,15.08
2017-04-03,29.12
2017-04-04,31.200000000000003
2017-04-05,25.48
2017-04-06,28.080000000000002
2017-04-07,24.44
2017-04-08,16.64
2017-04-09,16.12
2017-04-10,24.96
2017-04-11,31.200000000000003
2017-04-12,25.48
2017-04-13,24.96
2017-04-14,22.36
2017-04-15,15.08
2017-04-16,16.64
2017-04-17,22.880000000000003
2017-04-18,27.560000000000002
2017-04-19,35.88
2017-04-20,52.0
2017-04-21,45.760000000000005
2017-04-22,16.64
2017-04-23,15.08
2017-04-24,35.36
2017-04-25,40.04
2017-04-26,31.200000000000003
2017-04-27,32.76
2017-04-28,36.92
2017-04-29,21.84
2017-04-30,21.32
2017-05-01,38.160000000000004
2017-05-02,48.760000000000005
2017-05-03,48.230000000000004
2017-05-04,47.7
2017-05-05,53.0
2017-05-06,21.200000000000003
2017-05-07,29.68
2017-05-08,42.400000000000006
2017-05-09,43.46
2017-05-10,38.160000000000004
2017-05-11,48.760000000000005
2017-05-12,39.22
2017-05-13,19.61
2017-05-14,10.07
2017-05-15,40.28
2017-05-16,41.870000000000005
2017-05-17,52.470000000000006
2017-05-18,48.230000000000004
2017-05-19,37.63
2017-05-20,15.370000000000001
2017-05-21,16.96
2017-05-22,46.11
2017-05-23,41.870000000000005
2017-05-24,45.050000000000004
2017-05-25,45.050000000000004
2017-05-26,41.34
2017-05-27,25.970000000000002
2017-05-28,20.67
2017-05-29,23.85
2017-05-30,43.46
2017-05-31,45.050000000000004
2017-06-01,43.35
2017-06-02,41.31
2017-06-03,21.93
2017-06-04,21.42
2017-06-05,35.19
2017-06-06,39.78
2017-06-07,48.96
2017-06-08,41.82
2017-06-09,40.29
2017-06-10,17.34
2017-06-11,25.5
2017-06-12,51.0
2017-06-13,45.39
2017-06-14,44.88
2017-06-15,44.88
2017-06-16,41.82
2017-06-17,16.830000000000002
2017-06-18,15.3
2017-06-19,40.29
2017-06-20,39.27
2017-06-21,40.8
2017-06-22,39.27
2017-06-23,42.84
2017-06-24,26.52
2017-06-25,21.42
2017-06-26,41.82
2017-06-27,49.980000000000004
2017-06-28,43.86
2017-06-29,43.35
2017-06-30,45.9
2017-07-01,15.86
2017-07-02,15.86
2017-07-03,29.28
2017-07-04,18.91
2017-07-05,24.4
2017-07-06,30.5
2017-07-07,30.5
2017-07-08,13.42
2017-07-09,15.25
2017-07-10,36.6
2017-07-11,34.16
2017-07-12,31.11
2017-07-13,37.21
2017-07-14,31.11
2017-07-15,12.81
2017-07-16,12.2
2017-07-17,31.11
2017-07-18,28.669999999999998
2017-07-19,26.84
2017-07-20,29.89
2017-07-21,26.84
2017-07-22,10.37
2017-07-23,13.42
2017-07-24,23.18
2017-07-25,22.57
2017-07-26,35.38
2017-07-27,61.0
2017-07-28,49.41
2017-07-29,17.69
2017-07-30,17.08
2017-07-31,34.769999999999996
2017-08-01,47.0
2017-08-02,46.529999999999994
2017-08-03,29.61
2017-08-04,39.01
2017-08-05,18.799999999999997
2017-08-06,14.1
2017-08-07,37.129999999999995
2017-08-08,29.139999999999997
2017-08-09,31.49
2017-08-10,27.729999999999997
2017-08-11,30.549999999999997
2017-08-12,14.569999999999999
2017-08-13,8.459999999999999
2017-08-14,27.729999999999997
2017-08-15,29.139999999999997
2017-08-16,29.61
2017-08-17,25.849999999999998
2017-08-18,21.619999999999997
2017-08-19,13.629999999999999
2017-08-20,12.219999999999999
2017-08-21,18.33
2017-08-22,29.61
2017-08-23,24.91
2017-08-24,23.029999999999998
2017-08-25,30.549999999999997
2017-08-26,17.39
2017-08-27,17.86
2017-08-28,20.68
2017-08-29,24.91
2017-08-30,24.91
2017-08-31,24.439999999999998
2017-09-01,32.800000000000004
2017-09-02,18.8
2017-09-03,12.0
2017-09-04,14.8
2017-09-05,32.0
2017-09-06,27.200000000000003
2017-09-07,28.400000000000002
2017-09-08,40.0
2017-09-09,18.400000000000002
2017-09-10,9.600000000000001
2017-09-11,31.6
2017-09-12,32.0
2017-09-13,32.4
2017-09-14,29.200000000000003
2017-09-15,33.6
2017-09-16,27.6
2017-09-17,21.200000000000003
2017-09-18,29.200000000000003
2017-09-19,30.8
2017-09-20,38.0
2017-09-21,38.400000000000006
2017-09-22,37.2
2017-09-23,25.6
2017-09-24,18.0
2017-09-25,37.6
2017-09-26,30.400000000000002
2017-09-27,29.6
2017-09-28,28.8
2017-09-29,31.200000000000003
2017-09-30,17.2
2017-10-01,12.15
2017-10-02,22.95
2017-10-03,25.2
2017-10-04,28.35
2017-10-05,29.7
2017-10-06,24.3
2017-10-07,18.0
2017-10-08,16.650000000000002
2017-10-09,24.3
2017-10-10,21.6
2017-10-11,27.900000000000002
2017-10-12,28.35
2017-10-13,20.7
2017-10-14,18.0
2017-10-15,11.700000000000001
2017-10-16,24.75
2017-10-17,25.2
2017-10-18,27.0
2017-10-19,45.0
2017-10-20,27.900000000000002
2017-10-21,12.6
2017-10-22,11.25
2017-10-23,26.1
2017-10-24,27.0
2017-10-25,25.2
2017-10-26,23.85
2017-10-27,27.0
2017-10-28,14.85
2017-10-29,12.15
2017-10-30,27.900000000000002
2017-10-31,25.2
2017-11-01,25.0
2017-11-02,32.5
2017-11-03,32.5
2017-11-04,25.5
2017-11-05,13.0
2017-11-06,45.5
2017-11-07,47.5
2017-11-08,40.5
2017-11-09,31.0
2017-11-10,35.0
2017-11-11,16.0
2017-11-12,7.0
2017-11-13,32.0
2017-11-14,31.0
2017-11-15,33.5
2017-11-16,30.0
2017-11-17,37.5
2017-11-18,19.5
2017-11-19,12.0
2017-11-20,34.0
2017-11-21,38.5
2017-11-22,33.5
2017-11-23,23.0
2017-11-24,24.0
2017-11-25,17.0
2017-11-26,15.0
2017-11-27,39.0
2017-11-28,40.0
2017-11-29,50.0
2017-11-30,46.0
2017-12-01,43.86
2017-12-02,22.95
2017-12-03,16.830000000000002
2017-12-04,44.37
2017-12-05,34.68
2017-12-06,35.19
2017-12-07,35.19
2017-12-08,28.05
2017-12-09,19.89
2017-12-10,10.71
2017-12-11,36.72
2017-12-12,49.980000000000004
2017-12-13,45.39
2017-12-14,51.0
2017-12-15,40.8
2017-12-16,23.46
2017-12-17,15.81
2017-12-18,39.27
2017-12-19,39.27
2017-12-20,36.72
2017-12-21,39.78
2017-12-22,29.580000000000002
2017-12-23,17.85
2017-12-24,10.2
2017-12-25,13.26
2017-12-26,35.19
2017-12-27,40.29
2017-12-28,36.21
2017-12-29,35.7
2017-12-30,19.38
2017-12-31,10.2
2018-01-01,14.249999999999998
2018-01-02,29.639999999999997
2018-01-03,38.19
2018-01-04,35.91
2018-01-05,34.199999999999996
2018-01-06,11.399999999999999
2018-01-07,17.099999999999998
2018-01-08,31.919999999999998
2018-01-09,33.629999999999995
2018-01-10,30.209999999999997
2018-01-11,33.059999999999995
2018-01-12,33.059999999999995
2018-01-13,22.229999999999997
2018-01-14,11.399999999999999
2018-01-15,17.669999999999998
2018-01-16,29.069999999999997
2018-01-17,27.929999999999996
2018-01-18,37.62
2018-01-19,31.919999999999998
2018-01-20,17.669999999999998
2018-01-21,14.249999999999998
2018-01-22,35.91
2018-01-23,56.99999999999999
2018-01-24,39.9
2018-01-25,39.33
2018-01-26,37.05
2018-01-27,16.529999999999998
2018-01-28,21.09
2018-01-29,28.499999999999996
2018-01-30,30.779999999999998
2018-01-31,34.199999999999996
2018-02-01,41.040000000000006
2018-02-02,35.64
2018-02-03,24.840000000000003
2018-02-04,16.740000000000002
2018-02-05,37.800000000000004
2018-02-06,54.0
2018-02-07,45.900000000000006
2018-02-08,48.06
2018-02-09,48.6
2018-02-10,24.3
2018-02-11,16.200000000000003
2018-02-12,41.580000000000005
2018-02-13,38.88
2018-02-14,34.02
2018-02-15,32.400000000000006
2018-02-16,34.02
2018-02-17,20.520000000000003
2018-02-18,16.200000000000003
2018-02-19,17.82
2018-02-20,31.860000000000003
2018-02-21,34.02
2018-02-22,35.64
2018-02-23,40.5
2018-02-24,19.98
2018-02-25,20.520000000000003
2018-02-26,36.18
2018-02-27,35.1
2018-02-28,42.660000000000004
2018-03-01,42.63
2018-03-02,42.63
2018-03-03,19.6
2018-03-04,13.23
2018-03-05,35.28
2018-03-06,36.26
2018-03-07,40.18
2018-03-08,43.61
2018-03-09,46.06
2018-03-10,24.009999999999998
2018-03-11,15.19
2018-03-12,40.18
2018-03-13,38.71
2018-03-14,35.28
2018-03-15,26.95
2018-03-16,32.83
2018-03-17,11.76
2018-03-18,23.52
2018-03-19,29.4
2018-03-20,34.3
2018-03-21,35.28
2018-03-22,38.22
2018-03-23,41.16
2018-03-24,18.62
2018-03-25,12.25
2018-03-26,49.0
2018-03-27,40.18
2018-03-28,46.06
2018-03-29,46.55
2018-03-30,26.46
2018-03-31,16.66
2018-04-01,14.580000000000002
2018-04-02,37.800000000000004
2018-04-03,34.02
2018-04-04,34.02
2018-04-05,37.260000000000005
2018-04-06,34.02
2018-04-07,16.740000000000002
2018-04-08,19.44
2018-04-09,33.480000000000004
2018-04-10,35.64
2018-04-11,32.400000000000006
2018-04-12,30.240000000000002
2018-04-13,27.540000000000003
2018-04-14,16.200000000000003
2018-04-15,11.88
2018-04-16,29.160000000000004
2018-04-17,27.0
2018-04-18,36.18
2018-04-19,31.32
2018-04-20,33.480000000000004
2018-04-21,15.120000000000001
2018-04-22,13.5
2018-04-23,32.940000000000005
2018-04-24,54.0
2018-04-25,37.800000000000004
2018-04-26,35.1
2018-04-27,32.400000000000006
2018-04-28,14.580000000000002
2018-04-29,16.200000000000003
2018-04-30,45.36
2018-05-01,39.69
2018-05-02,45.57
2018-05-03,38.71
2018-05-04,43.12
2018-05-05,19.6
2018-05-06,20.58
2018-05-07,36.75
2018-05-08,29.4
2018-05-09,49.0
2018-05-10,44.1
2018-05-11,43.12
2018-05-12,25.48
2018-05-13,16.66
2018-05-14,46.06
2018-05-15,46.06
2018-05-16,47.04
2018-05-17,31.849999999999998
2018-05-18,33.81
2018-05-19,16.66
2018-05-20,18.13
2018-05-21,43.12
2018-05-22,47.53
2018-05-23,44.589999999999996
2018-05-24,39.69
2018-05-25,33.81
2018-05-26,16.169999999999998
2018-05-27,16.169999999999998
2018-05-28,20.58
2018-05-29,40.18
2018-05-30,38.71
2018-05-31,33.81
2018-06-01,33.059999999999995
2018-06-02,20.299999999999997
2018-06-03,16.82
2018-06-04,26.099999999999998
2018-06-05,29.58
2018-06-06,33.059999999999995
2018-06-07,34.22
2018-06-08,44.66
2018-06-09,23.779999999999998
2018-06-10,19.139999999999997
2018-06-11,38.86
2018-06-12,41.76
2018-06-13,57.99999999999999
2018-06-14,42.919999999999995
2018-06-15,46.4
2018-06-16,18.56
2018-06-17,22.04
2018-06-18,42.339999999999996
2018-06-19,49.879999999999995
2018-06-20,42.919999999999995
2018-06-21,38.279999999999994
2018-06-22,44.66
2018-06-23,20.299999999999997
2018-06-24,18.56
2018-06-25,35.379999999999995
2018-06-26,39.44
2018-06-27,47.559999999999995
2018-06-28,49.879999999999995
2018-06-29,40.599999999999994
2018-06-30,17.4
2018-07-01,14.5
2018-07-02,26.5
2018-07-03,28.5
2018-07-04,14.5
2018-07-05,33.0
2018-07-06,32.0
2018-07-07,15.5
2018-07-08,12.0
2018-07-09,26.5
2018-07-10,28.5
2018-07-11,27.5
2018-07-12,28.0
2018-07-13,29.0
2018-07-14,12.0
2018-07-15,12.0
2018-07-16,24.0
2018-07-17,23.5
2018-07-18,27.5
2018-07-19,28.5
2018-07-20,25.0
2018-07-21,13.0
2018-07-22,9.5
2018-07-23,26.0
2018-07-24,50.0
2018-07-25,28.0
2018-07-26,28.5
2018-07-27,30.0
2018-07-28,14.5
2018-07-29,13.5
2018-07-30,28.0
2018-07-31,29.0
2018-08-01,44.800000000000004
2018-08-02,52.480000000000004
2018-08-03,61.44
2018-08-04,27.52
2018-08-05,13.44
2018-08-06,58.24
2018-08-07,60.160000000000004
2018-08-08,63.36
2018-08-09,54.4
2018-08-10,54.4
2018-08-11,33.28
2018-08-12,24.96
2018-08-13,58.24
2018-08-14,48.64
2018-08-15,58.88
2018-08-16,53.120000000000005
2018-08-17,55.04
2018-08-18,30.080000000000002
2018-08-19,23.04
2018-08-20,64.0
2018-08-21,51.84
2018-08-22,52.480000000000004
2018-08-23,46.08
2018-08-24,62.72
2018-08-25,29.44
2018-08-26,23.04
2018-08-27,57.6
2018-08-28,54.4
2018-08-29,49.92
2018-08-30,57.6
2018-08-31,46.08
2018-09-01,12.32
2018-09-02,13.64
2018-09-03,17.6
2018-09-04,43.12
2018-09-05,34.32
2018-09-06,33.0
2018-09-07,31.24
2018-09-08,22.0
2018-09-09,15.4
2018-09-10,42.68
2018-09-11,32.56
2018-09-12,44.0
2018-09-13,31.24
2018-09-14,36.96
2018-09-15,17.6
2018-09-16,17.16
2018-09-17,36.52
2018-09-18,42.68
2018-09-19,33.0
2018-09-20,40.92
2018-09-21,36.96
2018-09-22,16.28
2018-09-23,20.24
2018-09-24,37.84
2018-09-25,35.64
2018-09-26,37.84
2018-09-27,30.8
2018-09-28,30.36
2018-09-29,14.52
2018-09-30,16.72
2018-10-01,31.36
2018-10-02,35.84
2018-10-03,35.84
2018-10-04,30.72
2018-10-05,35.84
2018-10-06,14.72
2018-10-07,10.88
2018-10-08,28.8
2018-10-09,32.64
2018-10-10,38.4
2018-10-11,44.800000000000004
2018-10-12,39.68
2018-10-13,17.92
2018-10-14,14.72
2018-10-15,27.52
2018-10-16,32.0
2018-10-17,31.36
2018-10-18,35.2
2018-10-19,35.2
2018-10-20,19.84
2018-10-21,10.24
2018-10-22,33.28
2018-10-23,64.0
2018-10-24,44.800000000000004
2018-10-25,55.68
2018-10-26,35.84
2018-10-27,19.84
2018-10-28,14.08
2018-10-29,30.72
2018-10-30,43.52
2018-10-31,40.32
2018-11-01,41.870000000000005
2018-11-02,49.82
2018-11-03,19.080000000000002
2018-11-04,22.26
2018-11-05,43.46
2018-11-06,46.11
2018-11-07,33.92
2018-11-08,47.17
2018-11-09,42.93
2018-11-10,16.43
2018-11-11,25.44
2018-11-12,37.63
2018-11-13,40.28
2018-11-14,43.46
2018-11-15,41.34
2018-11-16,51.410000000000004
2018-11-17,26.5
2018-11-18,26.5
2018-11-19,50.35
2018-11-20,53.0
2018-11-21,43.46
2018-11-22,19.61
2018-11-23,44.52
2018-11-24,23.32
2018-11-25,20.67
2018-11-26,45.580000000000005
2018-11-27,43.46
2018-11-28,52.470000000000006
2018-11-29,52.470000000000006
2018-11-30,47.7
2018-12-01,23.52
2018-12-02,20.09
2018-12-03,49.0
2018-12-04,46.55
2018-12-05,31.36
2018-12-06,44.589999999999996
2018-12-07,41.65
2018-12-08,19.11
2018-12-09,19.11
2018-12-10,44.1
2018-12-11,44.1
2018-12-12,43.12
2018-12-13,40.18
2018-12-14,41.65
2018-12-15,20.09
2018-12-16,21.07
2018-12-17,29.4
2018-12-18,43.61
2018-12-19,33.81
2018-12-20,39.2
2018-12-21,39.2
2018-12-22,22.54
2018-12-23,13.719999999999999
2018-12-24,37.73
2018-12-25,20.58
2018-12-26,41.16
2018-12-27,41.65
2018-12-28,36.26
2018-12-29,22.54
2018-12-30,17.64
2018-12-31,40.67
2019-01-01,10.080000000000002
2019-01-02,34.160000000000004
2019-01-03,34.720000000000006
2019-01-04,39.760000000000005
2019-01-05,16.8
2019-01-06,14.000000000000002
2019-01-07,34.160000000000004
2019-01-08,45.92
2019-01-09,44.24
2019-01-10,35.28
2019-01-11,36.400000000000006
2019-01-12,17.360000000000003
2019-01-13,15.120000000000001
2019-01-14,31.92
2019-01-15,41.440000000000005
2019-01-16,37.52
2019-01-17,29.120000000000005
2019-01-18,36.400000000000006
2019-01-19,17.92
2019-01-20,11.200000000000001
2019-01-21,15.120000000000001
2019-01-22,33.6
2019-01-23,43.68000000000001
2019-01-24,34.160000000000004
2019-01-25,28.000000000000004
2019-01-26,22.400000000000002
2019-01-27,11.760000000000002
2019-01-28,33.6
2019-01-29,56.00000000000001
2019-01-30,48.720000000000006
2019-01-31,44.24
2019-02-01,49.0
2019-02-02,22.05
2019-02-03,11.76
2019-02-04,31.849999999999998
2019-02-05,31.36
2019-02-06,28.419999999999998
2019-02-07,26.95
2019-02-08,32.339999999999996
2019-02-09,13.719999999999999
2019-02-10,18.13
2019-02-11,27.439999999999998
2019-02-12,34.3
2019-02-13,28.91
2019-02-14,28.419999999999998
2019-02-15,39.69
2019-02-16,18.62
2019-02-17,15.19
2019-02-18,21.07
2019-02-19,29.89
2019-02-20,27.439999999999998
2019-02-21,34.3
2019-02-22,38.71
2019-02-23,21.07
2019-02-24,18.62
2019-02-25,27.93
2019-02-26,28.91
2019-02-27,26.95
2019-02-28,28.91
2019-03-01,34.0
2019-03-02,19.5
2019-03-03,15.0
2019-03-04,37.5
2019-03-05,32.5
2019-03-06,33.0
2019-03-07,30.0
2019-03-08,30.0
2019-03-09,19.0
2019-03-10,15.0
2019-03-11,32.0
2019-03-12,44.0
2019-03-13,37.0
2019-03-14,30.5
2019-03-15,38.0
2019-03-16,17.5
2019-03-17,13.0
2019-03-18,34.0
2019-03-19,36.5
2019-03-20,35.5
2019-03-21,40.0
2019-03-22,43.0
2019-03-23,23.5
2019-03-24,16.5
2019-03-25,40.5
2019-03-26,41.5
2019-03-27,47.5
2019-03-28,50.0
2019-03-29,46.5
2019-03-30,16.5
2019-03-31,15.5
2019-04-01,33.660000000000004
2019-04-02,34.17
2019-04-03,40.29
2019-04-04,36.21
2019-04-05,34.68
2019-04-06,17.85
2019-04-07,13.77
2019-04-08,30.09
2019-04-09,33.15
2019-04-10,28.05
2019-04-11,25.5
2019-04-12,28.05
2019-04-13,16.32
2019-04-14,8.16
2019-04-15,23.46
2019-04-16,27.54
2019-04-17,28.560000000000002
2019-04-18,28.560000000000002
2019-04-19,18.87
2019-04-20,18.36
2019-04-21,11.22
2019-04-22,31.62
2019-04-23,51.0
2019-04-24,39.78
2019-04-25,36.72
2019-04-26,29.07
2019-04-27,14.280000000000001
2019-04-28,12.75
2019-04-29,28.560000000000002
2019-04-30,41.82
2019-05-01,35.25
2019-05-02,26.32
2019-05-03,38.54
2019-05-04,14.1
2019-05-05,11.28
2019-05-06,28.669999999999998
2019-05-07,22.56
2019-05-08,26.32
2019-05-09,25.849999999999998
2019-05-10,31.02
2019-05-11,15.51
2019-05-12,12.69
2019-05-13,29.139999999999997
2019-05-14,30.08
2019-05-15,32.43
2019-05-16,32.43
2019-05-17,47.0
2019-05-18,22.56
2019-05-19,9.399999999999999
2019-05-20,35.72
2019-05-21,34.309999999999995
2019-05-22,29.139999999999997
2019-05-23,27.259999999999998
2019-05-24,29.61
2019-05-25,10.809999999999999
2019-05-26,14.1
2019-05-27,17.39
2019-05-28,29.61
2019-05-29,30.08
2019-05-30,23.5
2019-05-31,31.49
2019-06-01,22.36
2019-06-02,16.77
2019-06-03,33.11
2019-06-04,43.0
2019-06-05,27.95
2019-06-06,31.82
2019-06-07,30.53
2019-06-08,13.33
2019-06-09,12.04
2019-06-10,33.54
2019-06-11,29.24
2019-06-12,30.099999999999998
2019-06-13,31.82
2019-06-14,31.39
2019-06-15,12.47
2019-06-16,11.61
2019-06-17,28.81
2019-06-18,28.38
2019-06-19,29.24
2019-06-20,34.4
2019-06-21,31.82
2019-06-22,18.06
2019-06-23,15.049999999999999
2019-06-24,30.099999999999998
2019-06-25,29.24
