date,MCD_unscaled,MCD_monthly,scale,MCD
2020-01-20,39,36.0,0.36,14.04
2020-01-21,48,36.0,0.36,17.28
2020-01-22,55,36.0,0.36,19.8
2020-01-23,50,36.0,0.36,18.0
2020-01-24,44,36.0,0.36,15.84
2020-01-25,30,36.0,0.36,10.799999999999999
2020-01-26,25,36.0,0.36,9.0
2020-01-27,52,36.0,0.36,18.72
2020-01-28,54,36.0,0.36,19.439999999999998
2020-01-29,100,36.0,0.36,36.0
2020-01-30,72,36.0,0.36,25.919999999999998
2020-01-31,64,36.0,0.36,23.04
2020-02-01,47,34.0,0.34,15.98
2020-02-02,42,34.0,0.34,14.280000000000001
2020-02-03,58,34.0,0.34,19.720000000000002
2020-02-04,77,34.0,0.34,26.180000000000003
2020-02-05,75,34.0,0.34,25.500000000000004
2020-02-06,76,34.0,0.34,25.840000000000003
2020-02-07,54,34.0,0.34,18.360000000000003
2020-02-08,42,34.0,0.34,14.280000000000001
2020-02-09,38,34.0,0.34,12.920000000000002
2020-02-10,51,34.0,0.34,17.34
2020-02-11,62,34.0,0.34,21.080000000000002
2020-02-12,75,34.0,0.34,25.500000000000004
2020-02-13,72,34.0,0.34,24.48
2020-02-14,50,34.0,0.34,17.0
2020-02-15,36,34.0,0.34,12.24
2020-02-16,46,34.0,0.34,15.64
2020-02-17,51,34.0,0.34,17.34
2020-02-18,62,34.0,0.34,21.080000000000002
2020-02-19,56,34.0,0.34,19.040000000000003
2020-02-20,58,34.0,0.34,19.720000000000002
2020-02-21,66,34.0,0.34,22.44
2020-02-22,42,34.0,0.34,14.280000000000001
2020-02-23,38,34.0,0.34,12.920000000000002
2020-02-24,75,34.0,0.34,25.500000000000004
2020-02-25,59,34.0,0.34,20.060000000000002
2020-02-26,77,34.0,0.34,26.180000000000003
2020-02-27,76,34.0,0.34,25.840000000000003
2020-02-28,100,34.0,0.34,34.0
2020-02-29,59,34.0,0.34,20.060000000000002
2020-03-01,38,51.0,0.51,19.38
2020-03-02,59,51.0,0.51,30.09
2020-03-03,53,51.0,0.51,27.03
2020-03-04,49,51.0,0.51,24.990000000000002
2020-03-05,42,51.0,0.51,21.42
2020-03-06,44,51.0,0.51,22.44
2020-03-07,27,51.0,0.51,13.77
2020-03-08,30,51.0,0.51,15.3
2020-03-09,66,51.0,0.51,33.660000000000004
2020-03-10,60,51.0,0.51,30.6
2020-03-11,53,51.0,0.51,27.03
2020-03-12,52,51.0,0.51,26.52
2020-03-13,61,51.0,0.51,31.11
2020-03-14,38,51.0,0.51,19.38
2020-03-15,39,51.0,0.51,19.89
2020-03-16,63,51.0,0.51,32.13
2020-03-17,100,51.0,0.51,51.0
2020-03-18,93,51.0,0.51,47.43
2020-03-19,89,51.0,0.51,45.39
2020-03-20,92,51.0,0.51,46.92
2020-03-21,46,51.0,0.51,23.46
2020-03-22,39,51.0,0.51,19.89
2020-03-23,81,51.0,0.51,41.31
2020-03-24,88,51.0,0.51,44.88
2020-03-25,91,51.0,0.51,46.410000000000004
2020-03-26,92,51.0,0.51,46.92
2020-03-27,70,51.0,0.51,35.7
2020-03-28,46,51.0,0.51,23.46
2020-03-29,30,51.0,0.51,15.3
2020-03-30,56,51.0,0.51,28.560000000000002
2020-03-31,67,51.0,0.51,34.17
2020-04-01,80,46.0,0.46,36.800000000000004
2020-04-02,64,46.0,0.46,29.44
2020-04-03,54,46.0,0.46,24.84
2020-04-04,42,46.0,0.46,19.32
2020-04-05,40,46.0,0.46,18.400000000000002
2020-04-06,66,46.0,0.46,30.360000000000003
2020-04-07,77,46.0,0.46,35.42
2020-04-08,95,46.0,0.46,43.7
2020-04-09,65,46.0,0.46,29.900000000000002
2020-04-10,41,46.0,0.46,18.86
2020-04-11,29,46.0,0.46,13.34
2020-04-12,28,46.0,0.46,12.88
2020-04-13,54,46.0,0.46,24.84
2020-04-14,65,46.0,0.46,29.900000000000002
2020-04-15,57,46.0,0.46,26.220000000000002
2020-04-16,59,46.0,0.46,27.14
2020-04-17,63,46.0,0.46,28.98
2020-04-18,37,46.0,0.46,17.02
2020-04-19,34,46.0,0.46,15.64
2020-04-20,59,46.0,0.46,27.14
2020-04-21,58,46.0,0.46,26.68
2020-04-22,69,46.0,0.46,31.740000000000002
2020-04-23,51,46.0,0.46,23.46
2020-04-24,56,46.0,0.46,25.76
2020-04-25,40,46.0,0.46,18.400000000000002
2020-04-26,30,46.0,0.46,13.8
2020-04-27,58,46.0,0.46,26.68
2020-04-28,69,46.0,0.46,31.740000000000002
2020-04-29,58,46.0,0.46,26.68
2020-04-30,100,46.0,0.46,46.0
2020-05-01,82,36.0,0.36,29.52
2020-05-02,49,36.0,0.36,17.64
2020-05-03,50,36.0,0.36,18.0
2020-05-04,68,36.0,0.36,24.48
2020-05-05,86,36.0,0.36,30.959999999999997
2020-05-06,80,36.0,0.36,28.799999999999997
2020-05-07,93,36.0,0.36,33.48
2020-05-08,74,36.0,0.36,26.64
2020-05-09,32,36.0,0.36,11.52
2020-05-10,49,36.0,0.36,17.64
2020-05-11,55,36.0,0.36,19.8
2020-05-12,71,36.0,0.36,25.56
2020-05-13,97,36.0,0.36,34.92
2020-05-14,67,36.0,0.36,24.119999999999997
2020-05-15,78,36.0,0.36,28.08
2020-05-16,54,36.0,0.36,19.439999999999998
2020-05-17,82,36.0,0.36,29.52
2020-05-18,100,36.0,0.36,36.0
2020-05-19,80,36.0,0.36,28.799999999999997
2020-05-20,85,36.0,0.36,30.599999999999998
2020-05-21,84,36.0,0.36,30.24
2020-05-22,90,36.0,0.36,32.4
2020-05-23,38,36.0,0.36,13.68
2020-05-24,36,36.0,0.36,12.959999999999999
2020-05-25,52,36.0,0.36,18.72
2020-05-26,79,36.0,0.36,28.439999999999998
2020-05-27,89,36.0,0.36,32.04
2020-05-28,88,36.0,0.36,31.68
2020-05-29,72,36.0,0.36,25.919999999999998
2020-05-30,41,36.0,0.36,14.76
2020-05-31,49,36.0,0.36,17.64
2020-06-01,64,39.0,0.39,24.96
2020-06-02,60,39.0,0.39,23.400000000000002
2020-06-03,82,39.0,0.39,31.98
2020-06-04,63,39.0,0.39,24.57
2020-06-05,79,39.0,0.39,30.810000000000002
2020-06-06,47,39.0,0.39,18.330000000000002
2020-06-07,53,39.0,0.39,20.67
2020-06-08,75,39.0,0.39,29.25
2020-06-09,89,39.0,0.39,34.71
2020-06-10,78,39.0,0.39,30.42
2020-06-11,63,39.0,0.39,24.57
2020-06-12,100,39.0,0.39,39.0
2020-06-13,44,39.0,0.39,17.16
2020-06-14,41,39.0,0.39,15.99
2020-06-15,67,39.0,0.39,26.130000000000003
2020-06-16,81,39.0,0.39,31.59
2020-06-17,77,39.0,0.39,30.03
2020-06-18,72,39.0,0.39,28.080000000000002
2020-06-19,64,39.0,0.39,24.96
2020-06-20,44,39.0,0.39,17.16
2020-06-21,56,39.0,0.39,21.84
2020-06-22,72,39.0,0.39,28.080000000000002
2020-06-23,73,39.0,0.39,28.470000000000002
2020-06-24,66,39.0,0.39,25.740000000000002
2020-06-25,62,39.0,0.39,24.18
2020-06-26,65,39.0,0.39,25.35
2020-06-27,44,39.0,0.39,17.16
2020-06-28,51,39.0,0.39,19.89
2020-06-29,62,39.0,0.39,24.18
2020-06-30,71,39.0,0.39,27.69
2020-07-01,47,37.0,0.37,17.39
2020-07-02,43,37.0,0.37,15.91
2020-07-03,43,37.0,0.37,15.91
2020-07-04,21,37.0,0.37,7.77
2020-07-05,31,37.0,0.37,11.47
2020-07-06,42,37.0,0.37,15.54
2020-07-07,34,37.0,0.37,12.58
2020-07-08,43,37.0,0.37,15.91
2020-07-09,46,37.0,0.37,17.02
2020-07-10,37,37.0,0.37,13.69
2020-07-11,29,37.0,0.37,10.73
2020-07-12,35,37.0,0.37,12.95
2020-07-13,43,37.0,0.37,15.91
2020-07-14,45,37.0,0.37,16.65
2020-07-15,48,37.0,0.37,17.759999999999998
2020-07-16,44,37.0,0.37,16.28
2020-07-17,42,37.0,0.37,15.54
2020-07-18,27,37.0,0.37,9.99
2020-07-19,29,37.0,0.37,10.73
2020-07-20,46,37.0,0.37,17.02
2020-07-21,42,37.0,0.37,15.54
2020-07-22,53,37.0,0.37,19.61
2020-07-23,37,37.0,0.37,13.69
2020-07-24,48,37.0,0.37,17.759999999999998
2020-07-25,38,37.0,0.37,14.06
2020-07-26,35,37.0,0.37,12.95
2020-07-27,50,37.0,0.37,18.5
2020-07-28,100,37.0,0.37,37.0
2020-07-29,54,37.0,0.37,19.98
2020-07-30,47,37.0,0.37,17.39
2020-07-31,52,37.0,0.37,19.24
2020-08-01,66,37.0,0.37,24.419999999999998
2020-08-02,55,37.0,0.37,20.35
2020-08-03,89,37.0,0.37,32.93
2020-08-04,92,37.0,0.37,34.04
2020-08-05,96,37.0,0.37,35.519999999999996
2020-08-06,88,37.0,0.37,32.56
2020-08-07,82,37.0,0.37,30.34
2020-08-08,61,37.0,0.37,22.57
2020-08-09,63,37.0,0.37,23.31
2020-08-10,89,37.0,0.37,32.93
2020-08-11,98,37.0,0.37,36.26
2020-08-12,89,37.0,0.37,32.93
2020-08-13,96,37.0,0.37,35.519999999999996
2020-08-14,74,37.0,0.37,27.38
2020-08-15,73,37.0,0.37,27.009999999999998
2020-08-16,57,37.0,0.37,21.09
2020-08-17,100,37.0,0.37,37.0
2020-08-18,94,37.0,0.37,34.78
2020-08-19,87,37.0,0.37,32.19
2020-08-20,77,37.0,0.37,28.49
2020-08-21,83,37.0,0.37,30.71
2020-08-22,80,37.0,0.37,29.6
2020-08-23,59,37.0,0.37,21.83
2020-08-24,97,37.0,0.37,35.89
2020-08-25,92,37.0,0.37,34.04
2020-08-26,69,37.0,0.37,25.53
2020-08-27,89,37.0,0.37,32.93
2020-08-28,90,37.0,0.37,33.3
2020-08-29,78,37.0,0.37,28.86
2020-08-30,53,37.0,0.37,19.61
2020-08-31,88,37.0,0.37,32.56
2020-09-01,91,37.0,0.37,33.67
2020-09-02,71,37.0,0.37,26.27
2020-09-03,90,37.0,0.37,33.3
2020-09-04,73,37.0,0.37,27.009999999999998
2020-09-05,55,37.0,0.37,20.35
2020-09-06,40,37.0,0.37,14.8
2020-09-07,41,37.0,0.37,15.17
2020-09-08,95,37.0,0.37,35.15
2020-09-09,91,37.0,0.37,33.67
2020-09-10,72,37.0,0.37,26.64
2020-09-11,82,37.0,0.37,30.34
2020-09-12,67,37.0,0.37,24.79
2020-09-13,50,37.0,0.37,18.5
2020-09-14,100,37.0,0.37,37.0
2020-09-15,78,37.0,0.37,28.86
2020-09-16,77,37.0,0.37,28.49
2020-09-17,77,37.0,0.37,28.49
2020-09-18,66,37.0,0.37,24.419999999999998
2020-09-19,57,37.0,0.37,21.09
2020-09-20,52,37.0,0.37,19.24
2020-09-21,62,37.0,0.37,22.94
2020-09-22,76,37.0,0.37,28.12
2020-09-23,57,37.0,0.37,21.09
2020-09-24,79,37.0,0.37,29.23
2020-09-25,63,37.0,0.37,23.31
2020-09-26,57,37.0,0.37,21.09
2020-09-27,46,37.0,0.37,17.02
2020-09-28,83,37.0,0.37,30.71
2020-09-29,83,37.0,0.37,30.71
2020-09-30,72,37.0,0.37,26.64
2020-10-01,66,34.0,0.34,22.44
2020-10-02,66,34.0,0.34,22.44
2020-10-03,52,34.0,0.34,17.68
2020-10-04,48,34.0,0.34,16.32
2020-10-05,58,34.0,0.34,19.720000000000002
2020-10-06,75,34.0,0.34,25.500000000000004
2020-10-07,76,34.0,0.34,25.840000000000003
2020-10-08,100,34.0,0.34,34.0
2020-10-09,70,34.0,0.34,23.8
2020-10-10,43,34.0,0.34,14.620000000000001
2020-10-11,45,34.0,0.34,15.3
2020-10-12,64,34.0,0.34,21.76
2020-10-13,68,34.0,0.34,23.12
2020-10-14,56,34.0,0.34,19.040000000000003
2020-10-15,61,34.0,0.34,20.740000000000002
2020-10-16,67,34.0,0.34,22.78
2020-10-17,34,34.0,0.34,11.56
2020-10-18,44,34.0,0.34,14.96
2020-10-19,69,34.0,0.34,23.46
2020-10-20,49,34.0,0.34,16.66
2020-10-21,58,34.0,0.34,19.720000000000002
2020-10-22,75,34.0,0.34,25.500000000000004
2020-10-23,55,34.0,0.34,18.700000000000003
2020-10-24,59,34.0,0.34,20.060000000000002
2020-10-25,47,34.0,0.34,15.98
2020-10-26,58,34.0,0.34,19.720000000000002
2020-10-27,53,34.0,0.34,18.02
2020-10-28,62,34.0,0.34,21.080000000000002
2020-10-29,73,34.0,0.34,24.82
2020-10-30,32,34.0,0.34,10.88
2020-10-31,47,34.0,0.34,15.98
2020-11-01,38,36.0,0.36,13.68
2020-11-02,59,36.0,0.36,21.24
2020-11-03,70,36.0,0.36,25.2
2020-11-04,35,36.0,0.36,12.6
2020-11-05,44,36.0,0.36,15.84
2020-11-06,55,36.0,0.36,19.8
2020-11-07,36,36.0,0.36,12.959999999999999
2020-11-08,39,36.0,0.36,14.04
2020-11-09,100,36.0,0.36,36.0
2020-11-10,95,36.0,0.36,34.199999999999996
2020-11-11,71,36.0,0.36,25.56
2020-11-12,62,36.0,0.36,22.32
2020-11-13,57,36.0,0.36,20.52
2020-11-14,42,36.0,0.36,15.12
2020-11-15,39,36.0,0.36,14.04
2020-11-16,76,36.0,0.36,27.36
2020-11-17,62,36.0,0.36,22.32
2020-11-18,71,36.0,0.36,25.56
2020-11-19,67,36.0,0.36,24.119999999999997
2020-11-20,62,36.0,0.36,22.32
2020-11-21,50,36.0,0.36,18.0
2020-11-22,44,36.0,0.36,15.84
2020-11-23,71,36.0,0.36,25.56
2020-11-24,65,36.0,0.36,23.4
2020-11-25,63,36.0,0.36,22.68
2020-11-26,52,36.0,0.36,18.72
2020-11-27,70,36.0,0.36,25.2
2020-11-28,34,36.0,0.36,12.24
2020-11-29,40,36.0,0.36,14.399999999999999
2020-11-30,48,36.0,0.36,17.28
2020-12-01,72,34.0,0.34,24.48
2020-12-02,100,34.0,0.34,34.0
2020-12-03,70,34.0,0.34,23.8
2020-12-04,96,34.0,0.34,32.64
2020-12-05,60,34.0,0.34,20.400000000000002
2020-12-06,60,34.0,0.34,20.400000000000002
2020-12-07,82,34.0,0.34,27.880000000000003
2020-12-08,83,34.0,0.34,28.220000000000002
2020-12-09,81,34.0,0.34,27.540000000000003
2020-12-10,90,34.0,0.34,30.6
2020-12-11,80,34.0,0.34,27.200000000000003
2020-12-12,55,34.0,0.34,18.700000000000003
2020-12-13,45,34.0,0.34,15.3
2020-12-14,81,34.0,0.34,27.540000000000003
2020-12-15,81,34.0,0.34,27.540000000000003
2020-12-16,80,34.0,0.34,27.200000000000003
2020-12-17,70,34.0,0.34,23.8
2020-12-18,64,34.0,0.34,21.76
2020-12-19,67,34.0,0.34,22.78
2020-12-20,53,34.0,0.34,18.02
2020-12-21,58,34.0,0.34,19.720000000000002
2020-12-22,89,34.0,0.34,30.26
2020-12-23,83,34.0,0.34,28.220000000000002
2020-12-24,66,34.0,0.34,22.44
2020-12-25,69,34.0,0.34,23.46
2020-12-26,65,34.0,0.34,22.1
2020-12-27,35,34.0,0.34,11.9
2020-12-28,75,34.0,0.34,25.500000000000004
2020-12-29,80,34.0,0.34,27.200000000000003
2020-12-30,70,34.0,0.34,23.8
2020-12-31,61,34.0,0.34,20.740000000000002
2021-01-01,44,33.0,0.33,14.520000000000001
2021-01-02,42,33.0,0.33,13.860000000000001
2021-01-03,27,33.0,0.33,8.91
2021-01-04,60,33.0,0.33,19.8
2021-01-05,59,33.0,0.33,19.470000000000002
2021-01-06,56,33.0,0.33,18.48
2021-01-07,53,33.0,0.33,17.490000000000002
2021-01-08,54,33.0,0.33,17.82
2021-01-09,43,33.0,0.33,14.190000000000001
2021-01-10,37,33.0,0.33,12.21
2021-01-11,57,33.0,0.33,18.810000000000002
2021-01-12,56,33.0,0.33,18.48
2021-01-13,70,33.0,0.33,23.1
2021-01-14,89,33.0,0.33,29.37
2021-01-15,67,33.0,0.33,22.11
2021-01-16,32,33.0,0.33,10.56
2021-01-17,46,33.0,0.33,15.180000000000001
2021-01-18,42,33.0,0.33,13.860000000000001
2021-01-19,61,33.0,0.33,20.130000000000003
2021-01-20,68,33.0,0.33,22.44
2021-01-21,63,33.0,0.33,20.790000000000003
2021-01-22,54,33.0,0.33,17.82
2021-01-23,44,33.0,0.33,14.520000000000001
2021-01-24,41,33.0,0.33,13.530000000000001
2021-01-25,59,33.0,0.33,19.470000000000002
2021-01-26,57,33.0,0.33,18.810000000000002
2021-01-27,100,33.0,0.33,33.0
2021-01-28,92,33.0,0.33,30.360000000000003
2021-01-29,67,33.0,0.33,22.11
2021-01-30,23,33.0,0.33,7.590000000000001
2021-01-31,39,33.0,0.33,12.870000000000001
2021-02-01,77,34.0,0.34,26.180000000000003
2021-02-02,76,34.0,0.34,25.840000000000003
2021-02-03,97,34.0,0.34,32.980000000000004
2021-02-04,79,34.0,0.34,26.860000000000003
2021-02-05,81,34.0,0.34,27.540000000000003
2021-02-06,67,34.0,0.34,22.78
2021-02-07,45,34.0,0.34,15.3
2021-02-08,84,34.0,0.34,28.560000000000002
2021-02-09,79,34.0,0.34,26.860000000000003
2021-02-10,98,34.0,0.34,33.32
2021-02-11,83,34.0,0.34,28.220000000000002
2021-02-12,77,34.0,0.34,26.180000000000003
2021-02-13,58,34.0,0.34,19.720000000000002
2021-02-14,52,34.0,0.34,17.68
2021-02-15,60,34.0,0.34,20.400000000000002
2021-02-16,95,34.0,0.34,32.300000000000004
2021-02-17,68,34.0,0.34,23.12
2021-02-18,77,34.0,0.34,26.180000000000003
2021-02-19,68,34.0,0.34,23.12
2021-02-20,54,34.0,0.34,18.360000000000003
2021-02-21,49,34.0,0.34,16.66
2021-02-22,57,34.0,0.34,19.380000000000003
2021-02-23,100,34.0,0.34,34.0
2021-02-24,83,34.0,0.34,28.220000000000002
2021-02-25,86,34.0,0.34,29.240000000000002
2021-02-26,97,34.0,0.34,32.980000000000004
2021-02-27,65,34.0,0.34,22.1
2021-02-28,62,34.0,0.34,21.080000000000002
2021-03-01,77,34.0,0.34,26.180000000000003
2021-03-02,47,34.0,0.34,15.98
2021-03-03,77,34.0,0.34,26.180000000000003
2021-03-04,96,34.0,0.34,32.64
2021-03-05,83,34.0,0.34,28.220000000000002
2021-03-06,59,34.0,0.34,20.060000000000002
2021-03-07,60,34.0,0.34,20.400000000000002
2021-03-08,61,34.0,0.34,20.740000000000002
2021-03-09,88,34.0,0.34,29.92
2021-03-10,80,34.0,0.34,27.200000000000003
2021-03-11,77,34.0,0.34,26.180000000000003
2021-03-12,61,34.0,0.34,20.740000000000002
2021-03-13,56,34.0,0.34,19.040000000000003
2021-03-14,48,34.0,0.34,16.32
2021-03-15,82,34.0,0.34,27.880000000000003
2021-03-16,100,34.0,0.34,34.0
2021-03-17,84,34.0,0.34,28.560000000000002
2021-03-18,70,34.0,0.34,23.8
2021-03-19,69,34.0,0.34,23.46
2021-03-20,53,34.0,0.34,18.02
2021-03-21,52,34.0,0.34,17.68
2021-03-22,72,34.0,0.34,24.48
2021-03-23,72,34.0,0.34,24.48
2021-03-24,67,34.0,0.34,22.78
2021-03-25,59,34.0,0.34,20.060000000000002
2021-03-26,65,34.0,0.34,22.1
2021-03-27,60,34.0,0.34,20.400000000000002
2021-03-28,35,34.0,0.34,11.9
2021-03-29,59,34.0,0.34,20.060000000000002
2021-03-30,92,34.0,0.34,31.28
2021-03-31,79,34.0,0.34,26.860000000000003
2021-04-01,83,35.0,0.35,29.049999999999997
2021-04-02,66,35.0,0.35,23.099999999999998
2021-04-03,56,35.0,0.35,19.599999999999998
2021-04-04,56,35.0,0.35,19.599999999999998
2021-04-05,91,35.0,0.35,31.849999999999998
2021-04-06,67,35.0,0.35,23.45
2021-04-07,83,35.0,0.35,29.049999999999997
2021-04-08,79,35.0,0.35,27.65
2021-04-09,72,35.0,0.35,25.2
2021-04-10,75,35.0,0.35,26.25
2021-04-11,67,35.0,0.35,23.45
2021-04-12,85,35.0,0.35,29.749999999999996
2021-04-13,76,35.0,0.35,26.599999999999998
2021-04-14,78,35.0,0.35,27.299999999999997
2021-04-15,86,35.0,0.35,30.099999999999998
2021-04-16,84,35.0,0.35,29.4
2021-04-17,68,35.0,0.35,23.799999999999997
2021-04-18,61,35.0,0.35,21.349999999999998
2021-04-19,99,35.0,0.35,34.65
2021-04-20,100,35.0,0.35,35.0
2021-04-21,98,35.0,0.35,34.3
2021-04-22,80,35.0,0.35,28.0
2021-04-23,72,35.0,0.35,25.2
2021-04-24,59,35.0,0.35,20.65
2021-04-25,56,35.0,0.35,19.599999999999998
2021-04-26,85,35.0,0.35,29.749999999999996
2021-04-27,83,35.0,0.35,29.049999999999997
2021-04-28,81,35.0,0.35,28.349999999999998
2021-04-29,100,35.0,0.35,35.0
2021-04-30,63,35.0,0.35,22.049999999999997
2021-05-01,64,34.0,0.34,21.76
2021-05-02,60,34.0,0.34,20.400000000000002
2021-05-03,76,34.0,0.34,25.840000000000003
2021-05-04,74,34.0,0.34,25.16
2021-05-05,77,34.0,0.34,26.180000000000003
2021-05-06,69,34.0,0.34,23.46
2021-05-07,83,34.0,0.34,28.220000000000002
2021-05-08,67,34.0,0.34,22.78
2021-05-09,47,34.0,0.34,15.98
2021-05-10,75,34.0,0.34,25.500000000000004
2021-05-11,66,34.0,0.34,22.44
2021-05-12,75,34.0,0.34,25.500000000000004
2021-05-13,68,34.0,0.34,23.12
2021-05-14,64,34.0,0.34,21.76
2021-05-15,75,34.0,0.34,25.500000000000004
2021-05-16,49,34.0,0.34,16.66
2021-05-17,64,34.0,0.34,21.76
2021-05-18,74,34.0,0.34,25.16
2021-05-19,78,34.0,0.34,26.520000000000003
2021-05-20,74,34.0,0.34,25.16
2021-05-21,83,34.0,0.34,28.220000000000002
2021-05-22,53,34.0,0.34,18.02
2021-05-23,39,34.0,0.34,13.260000000000002
2021-05-24,92,34.0,0.34,31.28
2021-05-25,70,34.0,0.34,23.8
2021-05-26,84,34.0,0.34,28.560000000000002
2021-05-27,88,34.0,0.34,29.92
2021-05-28,100,34.0,0.34,34.0
2021-05-29,56,34.0,0.34,19.040000000000003
2021-05-30,49,34.0,0.34,16.66
2021-05-31,58,34.0,0.34,19.720000000000002
2021-06-01,71,32.0,0.32,22.72
2021-06-02,81,32.0,0.32,25.92
2021-06-03,90,32.0,0.32,28.8
2021-06-04,81,32.0,0.32,25.92
2021-06-05,68,32.0,0.32,21.76
2021-06-06,57,32.0,0.32,18.240000000000002
2021-06-07,88,32.0,0.32,28.16
2021-06-08,91,32.0,0.32,29.12
2021-06-09,93,32.0,0.32,29.76
2021-06-10,96,32.0,0.32,30.72
2021-06-11,100,32.0,0.32,32.0
2021-06-12,68,32.0,0.32,21.76
2021-06-13,60,32.0,0.32,19.2
2021-06-14,85,32.0,0.32,27.2
2021-06-15,75,32.0,0.32,24.0
2021-06-16,83,32.0,0.32,26.560000000000002
2021-06-17,89,32.0,0.32,28.48
2021-06-18,68,32.0,0.32,21.76
2021-06-19,67,32.0,0.32,21.44
2021-06-20,53,32.0,0.32,16.96
2021-06-21,91,32.0,0.32,29.12
2021-06-22,81,32.0,0.32,25.92
2021-06-23,92,32.0,0.32,29.44
2021-06-24,73,32.0,0.32,23.36
2021-06-25,83,32.0,0.32,26.560000000000002
2021-06-26,66,32.0,0.32,21.12
2021-06-27,49,32.0,0.32,15.68
2021-06-28,81,32.0,0.32,25.92
2021-06-29,94,32.0,0.32,30.080000000000002
2021-06-30,68,32.0,0.32,21.76
2021-07-01,45,31.0,0.31,13.95
2021-07-02,50,31.0,0.31,15.5
2021-07-03,39,31.0,0.31,12.09
2021-07-04,28,31.0,0.31,8.68
2021-07-05,52,31.0,0.31,16.12
2021-07-06,46,31.0,0.31,14.26
2021-07-07,59,31.0,0.31,18.29
2021-07-08,49,31.0,0.31,15.19
2021-07-09,49,31.0,0.31,15.19
2021-07-10,26,31.0,0.31,8.06
2021-07-11,52,31.0,0.31,16.12
2021-07-12,63,31.0,0.31,19.53
2021-07-13,64,31.0,0.31,19.84
2021-07-14,50,31.0,0.31,15.5
2021-07-15,53,31.0,0.31,16.43
2021-07-16,51,31.0,0.31,15.81
2021-07-17,37,31.0,0.31,11.47
2021-07-18,32,31.0,0.31,9.92
2021-07-19,63,31.0,0.31,19.53
2021-07-20,60,31.0,0.31,18.6
2021-07-21,59,31.0,0.31,18.29
2021-07-22,62,31.0,0.31,19.22
2021-07-23,61,31.0,0.31,18.91
2021-07-24,45,31.0,0.31,13.95
2021-07-25,36,31.0,0.31,11.16
2021-07-26,65,31.0,0.31,20.15
2021-07-27,53,31.0,0.31,16.43
2021-07-28,100,31.0,0.31,31.0
2021-07-29,60,31.0,0.31,18.6
2021-07-30,53,31.0,0.31,16.43
2021-07-31,36,31.0,0.31,11.16
2021-08-01,52,30.0,0.3,15.6
2021-08-02,77,30.0,0.3,23.099999999999998
2021-08-03,86,30.0,0.3,25.8
2021-08-04,81,30.0,0.3,24.3
2021-08-05,85,30.0,0.3,25.5
2021-08-06,64,30.0,0.3,19.2
2021-08-07,57,30.0,0.3,17.099999999999998
2021-08-08,47,30.0,0.3,14.1
2021-08-09,85,30.0,0.3,25.5
2021-08-10,90,30.0,0.3,27.0
2021-08-11,99,30.0,0.3,29.7
2021-08-12,85,30.0,0.3,25.5
2021-08-13,76,30.0,0.3,22.8
2021-08-14,72,30.0,0.3,21.599999999999998
2021-08-15,59,30.0,0.3,17.7
2021-08-16,75,30.0,0.3,22.5
2021-08-17,81,30.0,0.3,24.3
2021-08-18,68,30.0,0.3,20.4
2021-08-19,79,30.0,0.3,23.7
2021-08-20,79,30.0,0.3,23.7
2021-08-21,58,30.0,0.3,17.4
2021-08-22,37,30.0,0.3,11.1
2021-08-23,91,30.0,0.3,27.3
2021-08-24,100,30.0,0.3,30.0
2021-08-25,86,30.0,0.3,25.8
2021-08-26,86,30.0,0.3,25.8
2021-08-27,82,30.0,0.3,24.599999999999998
2021-08-28,59,30.0,0.3,17.7
2021-08-29,68,30.0,0.3,20.4
2021-08-30,82,30.0,0.3,24.599999999999998
2021-08-31,69,30.0,0.3,20.7
2021-09-01,81,30.0,0.3,24.3
2021-09-02,89,30.0,0.3,26.7
2021-09-03,63,30.0,0.3,18.9
2021-09-04,64,30.0,0.3,19.2
2021-09-05,64,30.0,0.3,19.2
2021-09-06,80,30.0,0.3,24.0
2021-09-07,79,30.0,0.3,23.7
2021-09-08,100,30.0,0.3,30.0
2021-09-09,78,30.0,0.3,23.4
2021-09-10,93,30.0,0.3,27.9
2021-09-11,54,30.0,0.3,16.2
2021-09-12,57,30.0,0.3,17.099999999999998
2021-09-13,67,30.0,0.3,20.099999999999998
2021-09-14,77,30.0,0.3,23.099999999999998
2021-09-15,99,30.0,0.3,29.7
2021-09-16,65,30.0,0.3,19.5
2021-09-17,90,30.0,0.3,27.0
2021-09-18,58,30.0,0.3,17.4
2021-09-19,48,30.0,0.3,14.399999999999999
2021-09-20,81,30.0,0.3,24.3
2021-09-21,79,30.0,0.3,23.7
2021-09-22,96,30.0,0.3,28.799999999999997
2021-09-23,80,30.0,0.3,24.0
2021-09-24,70,30.0,0.3,21.0
2021-09-25,72,30.0,0.3,21.599999999999998
2021-09-26,67,30.0,0.3,20.099999999999998
2021-09-27,87,30.0,0.3,26.099999999999998
2021-09-28,83,30.0,0.3,24.9
2021-09-29,76,30.0,0.3,22.8
2021-09-30,99,30.0,0.3,29.7
2021-10-01,60,31.0,0.31,18.6
2021-10-02,52,31.0,0.31,16.12
2021-10-03,42,31.0,0.31,13.02
2021-10-04,49,31.0,0.31,15.19
2021-10-05,61,31.0,0.31,18.91
2021-10-06,56,31.0,0.31,17.36
2021-10-07,53,31.0,0.31,16.43
2021-10-08,52,31.0,0.31,16.12
2021-10-09,62,31.0,0.31,19.22
