date,MCD_unscaled,MCD_monthly,scale,MCD
2021-10-10,44,31.0,0.31,13.64
2021-10-11,71,31.0,0.31,22.01
2021-10-12,52,31.0,0.31,16.12
2021-10-13,64,31.0,0.31,19.84
2021-10-14,68,31.0,0.31,21.08
2021-10-15,65,31.0,0.31,20.15
2021-10-16,40,31.0,0.31,12.4
2021-10-17,40,31.0,0.31,12.4
2021-10-18,58,31.0,0.31,17.98
2021-10-19,57,31.0,0.31,17.669999999999998
2021-10-20,64,31.0,0.31,19.84
2021-10-21,75,31.0,0.31,23.25
2021-10-22,70,31.0,0.31,21.7
2021-10-23,48,31.0,0.31,14.879999999999999
2021-10-24,42,31.0,0.31,13.02
2021-10-25,66,31.0,0.31,20.46
2021-10-26,65,31.0,0.31,20.15
2021-10-27,100,31.0,0.31,31.0
2021-10-28,78,31.0,0.31,24.18
2021-10-29,66,31.0,0.31,20.46
2021-10-30,52,31.0,0.31,16.12
2021-10-31,55,31.0,0.31,17.05
2021-11-01,81,32.0,0.32,25.92
2021-11-02,100,32.0,0.32,32.0
2021-11-03,93,32.0,0.32,29.76
2021-11-04,94,32.0,0.32,30.080000000000002
2021-11-05,99,32.0,0.32,31.68
2021-11-06,58,32.0,0.32,18.56
2021-11-07,65,32.0,0.32,20.8
2021-11-08,66,32.0,0.32,21.12
2021-11-09,87,32.0,0.32,27.84
2021-11-10,81,32.0,0.32,25.92
2021-11-11,87,32.0,0.32,27.84
2021-11-12,86,32.0,0.32,27.52
2021-11-13,53,32.0,0.32,16.96
2021-11-14,75,32.0,0.32,24.0
2021-11-15,96,32.0,0.32,30.72
2021-11-16,85,32.0,0.32,27.2
2021-11-17,81,32.0,0.32,25.92
2021-11-18,85,32.0,0.32,27.2
2021-11-19,68,32.0,0.32,21.76
2021-11-20,68,32.0,0.32,21.76
2021-11-21,58,32.0,0.32,18.56
2021-11-22,95,32.0,0.32,30.400000000000002
2021-11-23,81,32.0,0.32,25.92
2021-11-24,67,32.0,0.32,21.44
2021-11-25,58,32.0,0.32,18.56
2021-11-26,65,32.0,0.32,20.8
2021-11-27,74,32.0,0.32,23.68
2021-11-28,48,32.0,0.32,15.36
2021-11-29,72,32.0,0.32,23.04
2021-11-30,84,32.0,0.32,26.88
2021-12-01,74,32.0,0.32,23.68
2021-12-02,73,32.0,0.32,23.36
2021-12-03,58,32.0,0.32,18.56
2021-12-04,55,32.0,0.32,17.6
2021-12-05,55,32.0,0.32,17.6
2021-12-06,77,32.0,0.32,24.64
2021-12-07,66,32.0,0.32,21.12
2021-12-08,64,32.0,0.32,20.48
2021-12-09,78,32.0,0.32,24.96
2021-12-10,86,32.0,0.32,27.52
2021-12-11,49,32.0,0.32,15.68
2021-12-12,42,32.0,0.32,13.44
2021-12-13,84,32.0,0.32,26.88
2021-12-14,94,32.0,0.32,30.080000000000002
2021-12-15,73,32.0,0.32,23.36
2021-12-16,82,32.0,0.32,26.240000000000002
2021-12-17,81,32.0,0.32,25.92
2021-12-18,64,32.0,0.32,20.48
2021-12-19,45,32.0,0.32,14.4
2021-12-20,60,32.0,0.32,19.2
2021-12-21,61,32.0,0.32,19.52
2021-12-22,80,32.0,0.32,25.6
2021-12-23,73,32.0,0.32,23.36
2021-12-24,81,32.0,0.32,25.92
2021-12-25,59,32.0,0.32,18.88
2021-12-26,68,32.0,0.32,21.76
2021-12-27,100,32.0,0.32,32.0
2021-12-28,78,32.0,0.32,24.96
2021-12-29,74,32.0,0.32,23.68
2021-12-30,73,32.0,0.32,23.36
2021-12-31,67,32.0,0.32,21.44
2022-01-01,41,33.0,0.33,13.530000000000001
2022-01-02,17,33.0,0.33,5.61
2022-01-03,51,33.0,0.33,16.830000000000002
2022-01-04,74,33.0,0.33,24.42
2022-01-05,70,33.0,0.33,23.1
2022-01-06,47,33.0,0.33,15.510000000000002
2022-01-07,44,33.0,0.33,14.520000000000001
2022-01-08,38,33.0,0.33,12.540000000000001
2022-01-09,36,33.0,0.33,11.88
2022-01-10,42,33.0,0.33,13.860000000000001
2022-01-11,73,33.0,0.33,24.09
2022-01-12,53,33.0,0.33,17.490000000000002
2022-01-13,77,33.0,0.33,25.41
2022-01-14,43,33.0,0.33,14.190000000000001
2022-01-15,36,33.0,0.33,11.88
2022-01-16,35,33.0,0.33,11.55
2022-01-17,38,33.0,0.33,12.540000000000001
2022-01-18,51,33.0,0.33,16.830000000000002
2022-01-19,54,33.0,0.33,17.82
2022-01-20,59,33.0,0.33,19.470000000000002
2022-01-21,57,33.0,0.33,18.810000000000002
2022-01-22,42,33.0,0.33,13.860000000000001
2022-01-23,38,33.0,0.33,12.540000000000001
2022-01-24,84,33.0,0.33,27.720000000000002
2022-01-25,69,33.0,0.33,22.77
2022-01-26,54,33.0,0.33,17.82
2022-01-27,100,33.0,0.33,33.0
2022-01-28,64,33.0,0.33,21.12
2022-01-29,47,33.0,0.33,15.510000000000002
2022-01-30,38,33.0,0.33,12.540000000000001
2022-01-31,59,33.0,0.33,19.470000000000002
2022-02-01,84,33.0,0.33,27.720000000000002
2022-02-02,82,33.0,0.33,27.060000000000002
2022-02-03,71,33.0,0.33,23.43
2022-02-04,84,33.0,0.33,27.720000000000002
2022-02-05,58,33.0,0.33,19.14
2022-02-06,52,33.0,0.33,17.16
2022-02-07,65,33.0,0.33,21.45
2022-02-08,87,33.0,0.33,28.71
2022-02-09,89,33.0,0.33,29.37
2022-02-10,100,33.0,0.33,33.0
2022-02-11,70,33.0,0.33,23.1
2022-02-12,60,33.0,0.33,19.8
2022-02-13,47,33.0,0.33,15.510000000000002
2022-02-14,60,33.0,0.33,19.8
2022-02-15,83,33.0,0.33,27.39
2022-02-16,86,33.0,0.33,28.380000000000003
2022-02-17,63,33.0,0.33,20.790000000000003
2022-02-18,79,33.0,0.33,26.07
2022-02-19,62,33.0,0.33,20.46
2022-02-20,55,33.0,0.33,18.150000000000002
2022-02-21,74,33.0,0.33,24.42
2022-02-22,81,33.0,0.33,26.73
2022-02-23,70,33.0,0.33,23.1
2022-02-24,79,33.0,0.33,26.07
2022-02-25,70,33.0,0.33,23.1
2022-02-26,56,33.0,0.33,18.48
2022-02-27,52,33.0,0.33,17.16
2022-02-28,64,33.0,0.33,21.12
2022-03-01,78,38.0,0.38,29.64
2022-03-02,73,38.0,0.38,27.740000000000002
2022-03-03,76,38.0,0.38,28.88
2022-03-04,71,38.0,0.38,26.98
2022-03-05,46,38.0,0.38,17.48
2022-03-06,60,38.0,0.38,22.8
2022-03-07,73,38.0,0.38,27.740000000000002
2022-03-08,92,38.0,0.38,34.96
2022-03-09,100,38.0,0.38,38.0
2022-03-10,88,38.0,0.38,33.44
2022-03-11,80,38.0,0.38,30.4
2022-03-12,50,38.0,0.38,19.0
2022-03-13,54,38.0,0.38,20.52
2022-03-14,93,38.0,0.38,35.34
2022-03-15,73,38.0,0.38,27.740000000000002
2022-03-16,84,38.0,0.38,31.92
2022-03-17,91,38.0,0.38,34.58
2022-03-18,74,38.0,0.38,28.12
2022-03-19,57,38.0,0.38,21.66
2022-03-20,47,38.0,0.38,17.86
2022-03-21,80,38.0,0.38,30.4
2022-03-22,67,38.0,0.38,25.46
2022-03-23,65,38.0,0.38,24.7
2022-03-24,61,38.0,0.38,23.18
2022-03-25,75,38.0,0.38,28.5
2022-03-26,55,38.0,0.38,20.9
2022-03-27,61,38.0,0.38,23.18
2022-03-28,63,38.0,0.38,23.94
2022-03-29,63,38.0,0.38,23.94
2022-03-30,82,38.0,0.38,31.16
2022-03-31,78,38.0,0.38,29.64
2022-04-01,91,33.0,0.33,30.03
2022-04-02,53,33.0,0.33,17.490000000000002
2022-04-03,41,33.0,0.33,13.530000000000001
2022-04-04,55,33.0,0.33,18.150000000000002
2022-04-05,58,33.0,0.33,19.14
2022-04-06,57,33.0,0.33,18.810000000000002
2022-04-07,60,33.0,0.33,19.8
2022-04-08,66,33.0,0.33,21.78
2022-04-09,45,33.0,0.33,14.850000000000001
2022-04-10,56,33.0,0.33,18.48
2022-04-11,56,33.0,0.33,18.48
2022-04-12,80,33.0,0.33,26.400000000000002
2022-04-13,49,33.0,0.33,16.17
2022-04-14,65,33.0,0.33,21.45
2022-04-15,64,33.0,0.33,21.12
2022-04-16,43,33.0,0.33,14.190000000000001
2022-04-17,49,33.0,0.33,16.17
2022-04-18,60,33.0,0.33,19.8
2022-04-19,59,33.0,0.33,19.470000000000002
2022-04-20,65,33.0,0.33,21.45
2022-04-21,73,33.0,0.33,24.09
2022-04-22,61,33.0,0.33,20.130000000000003
2022-04-23,44,33.0,0.33,14.520000000000001
2022-04-24,62,33.0,0.33,20.46
2022-04-25,62,33.0,0.33,20.46
2022-04-26,62,33.0,0.33,20.46
2022-04-27,70,33.0,0.33,23.1
2022-04-28,100,33.0,0.33,33.0
2022-04-29,55,33.0,0.33,18.150000000000002
2022-04-30,41,33.0,0.33,13.530000000000001
2022-05-01,58,35.0,0.35,20.299999999999997
2022-05-02,63,35.0,0.35,22.049999999999997
2022-05-03,65,35.0,0.35,22.75
2022-05-04,66,35.0,0.35,23.099999999999998
2022-05-05,64,35.0,0.35,22.4
2022-05-06,67,35.0,0.35,23.45
2022-05-07,50,35.0,0.35,17.5
2022-05-08,44,35.0,0.35,15.399999999999999
2022-05-09,75,35.0,0.35,26.25
2022-05-10,63,35.0,0.35,22.049999999999997
2022-05-11,70,35.0,0.35,24.5
2022-05-12,96,35.0,0.35,33.599999999999994
2022-05-13,62,35.0,0.35,21.7
2022-05-14,56,35.0,0.35,19.599999999999998
2022-05-15,53,35.0,0.35,18.549999999999997
2022-05-16,85,35.0,0.35,29.749999999999996
2022-05-17,93,35.0,0.35,32.55
2022-05-18,89,35.0,0.35,31.15
2022-05-19,89,35.0,0.35,31.15
2022-05-20,74,35.0,0.35,25.9
2022-05-21,57,35.0,0.35,19.95
2022-05-22,53,35.0,0.35,18.549999999999997
2022-05-23,100,35.0,0.35,35.0
2022-05-24,86,35.0,0.35,30.099999999999998
2022-05-25,84,35.0,0.35,29.4
2022-05-26,71,35.0,0.35,24.849999999999998
2022-05-27,69,35.0,0.35,24.15
2022-05-28,62,35.0,0.35,21.7
2022-05-29,63,35.0,0.35,22.049999999999997
2022-05-30,64,35.0,0.35,22.4
2022-05-31,75,35.0,0.35,26.25
2022-06-01,72,32.0,0.32,23.04
2022-06-02,70,32.0,0.32,22.400000000000002
2022-06-03,77,32.0,0.32,24.64
2022-06-04,50,32.0,0.32,16.0
2022-06-05,43,32.0,0.32,13.76
2022-06-06,75,32.0,0.32,24.0
2022-06-07,65,32.0,0.32,20.8
2022-06-08,68,32.0,0.32,21.76
2022-06-09,72,32.0,0.32,23.04
2022-06-10,58,32.0,0.32,18.56
2022-06-11,70,32.0,0.32,22.400000000000002
2022-06-12,59,32.0,0.32,18.88
2022-06-13,81,32.0,0.32,25.92
2022-06-14,100,32.0,0.32,32.0
2022-06-15,73,32.0,0.32,23.36
2022-06-16,91,32.0,0.32,29.12
2022-06-17,72,32.0,0.32,23.04
2022-06-18,75,32.0,0.32,24.0
2022-06-19,63,32.0,0.32,20.16
2022-06-20,80,32.0,0.32,25.6
2022-06-21,77,32.0,0.32,24.64
2022-06-22,78,32.0,0.32,24.96
2022-06-23,96,32.0,0.32,30.72
2022-06-24,79,32.0,0.32,25.28
2022-06-25,80,32.0,0.32,25.6
2022-06-26,59,32.0,0.32,18.88
2022-06-27,85,32.0,0.32,27.2
2022-06-28,91,32.0,0.32,29.12
2022-06-29,98,32.0,0.32,31.36
2022-06-30,98,32.0,0.32,31.36
2022-07-01,67,31.0,0.31,20.77
2022-07-02,47,31.0,0.31,14.57
2022-07-03,28,31.0,0.31,8.68
2022-07-04,42,31.0,0.31,13.02
2022-07-05,49,31.0,0.31,15.19
2022-07-06,46,31.0,0.31,14.26
2022-07-07,46,31.0,0.31,14.26
2022-07-08,39,31.0,0.31,12.09
2022-07-09,30,31.0,0.31,9.3
2022-07-10,35,31.0,0.31,10.85
2022-07-11,43,31.0,0.31,13.33
2022-07-12,48,31.0,0.31,14.879999999999999
2022-07-13,48,31.0,0.31,14.879999999999999
2022-07-14,56,31.0,0.31,17.36
2022-07-15,44,31.0,0.31,13.64
2022-07-16,40,31.0,0.31,12.4
2022-07-17,41,31.0,0.31,12.709999999999999
2022-07-18,42,31.0,0.31,13.02
2022-07-19,43,31.0,0.31,13.33
2022-07-20,37,31.0,0.31,11.47
2022-07-21,49,31.0,0.31,15.19
2022-07-22,43,31.0,0.31,13.33
2022-07-23,33,31.0,0.31,10.23
2022-07-24,35,31.0,0.31,10.85
2022-07-25,56,31.0,0.31,17.36
2022-07-26,100,31.0,0.31,31.0
2022-07-27,53,31.0,0.31,16.43
2022-07-28,48,31.0,0.31,14.879999999999999
2022-07-29,50,31.0,0.31,15.5
2022-07-30,37,31.0,0.31,11.47
2022-07-31,40,31.0,0.31,12.4
2022-08-01,73,31.0,0.31,22.63
2022-08-02,78,31.0,0.31,24.18
2022-08-03,81,31.0,0.31,25.11
2022-08-04,73,31.0,0.31,22.63
2022-08-05,58,31.0,0.31,17.98
2022-08-06,58,31.0,0.31,17.98
2022-08-07,57,31.0,0.31,17.669999999999998
2022-08-08,62,31.0,0.31,19.22
2022-08-09,67,31.0,0.31,20.77
2022-08-10,65,31.0,0.31,20.15
2022-08-11,72,31.0,0.31,22.32
2022-08-12,62,31.0,0.31,19.22
2022-08-13,35,31.0,0.31,10.85
2022-08-14,47,31.0,0.31,14.57
2022-08-15,65,31.0,0.31,20.15
2022-08-16,79,31.0,0.31,24.49
2022-08-17,62,31.0,0.31,19.22
2022-08-18,95,31.0,0.31,29.45
2022-08-19,62,31.0,0.31,19.22
2022-08-20,69,31.0,0.31,21.39
2022-08-21,45,31.0,0.31,13.95
2022-08-22,74,31.0,0.31,22.94
2022-08-23,74,31.0,0.31,22.94
2022-08-24,73,31.0,0.31,22.63
2022-08-25,69,31.0,0.31,21.39
2022-08-26,100,31.0,0.31,31.0
2022-08-27,58,31.0,0.31,17.98
2022-08-28,61,31.0,0.31,18.91
2022-08-29,76,31.0,0.31,23.56
2022-08-30,84,31.0,0.31,26.04
2022-08-31,67,31.0,0.31,20.77
2022-09-01,80,29.0,0.29,23.2
2022-09-02,77,29.0,0.29,22.33
2022-09-03,70,29.0,0.29,20.299999999999997
2022-09-04,60,29.0,0.29,17.4
2022-09-05,71,29.0,0.29,20.59
2022-09-06,94,29.0,0.29,27.259999999999998
2022-09-07,85,29.0,0.29,24.65
2022-09-08,80,29.0,0.29,23.2
2022-09-09,68,29.0,0.29,19.72
2022-09-10,74,29.0,0.29,21.459999999999997
2022-09-11,59,29.0,0.29,17.11
2022-09-12,90,29.0,0.29,26.099999999999998
2022-09-13,100,29.0,0.29,28.999999999999996
2022-09-14,83,29.0,0.29,24.069999999999997
2022-09-15,80,29.0,0.29,23.2
2022-09-16,84,29.0,0.29,24.36
2022-09-17,71,29.0,0.29,20.59
2022-09-18,66,29.0,0.29,19.139999999999997
2022-09-19,98,29.0,0.29,28.419999999999998
2022-09-20,87,29.0,0.29,25.229999999999997
2022-09-21,65,29.0,0.29,18.849999999999998
2022-09-22,85,29.0,0.29,24.65
2022-09-23,83,29.0,0.29,24.069999999999997
2022-09-24,48,29.0,0.29,13.919999999999998
2022-09-25,65,29.0,0.29,18.849999999999998
2022-09-26,84,29.0,0.29,24.36
2022-09-27,95,29.0,0.29,27.549999999999997
2022-09-28,96,29.0,0.29,27.839999999999996
2022-09-29,89,29.0,0.29,25.81
2022-09-30,90,29.0,0.29,26.099999999999998
2022-10-01,45,37.0,0.37,16.65
2022-10-02,54,37.0,0.37,19.98
2022-10-03,91,37.0,0.37,33.67
2022-10-04,96,37.0,0.37,35.519999999999996
2022-10-05,87,37.0,0.37,32.19
2022-10-06,68,37.0,0.37,25.16
2022-10-07,72,37.0,0.37,26.64
2022-10-08,53,37.0,0.37,19.61
2022-10-09,38,37.0,0.37,14.06
2022-10-10,61,37.0,0.37,22.57
2022-10-11,53,37.0,0.37,19.61
2022-10-12,72,37.0,0.37,26.64
2022-10-13,71,37.0,0.37,26.27
2022-10-14,85,37.0,0.37,31.45
2022-10-15,36,37.0,0.37,13.32
2022-10-16,41,37.0,0.37,15.17
2022-10-17,63,37.0,0.37,23.31
2022-10-18,81,37.0,0.37,29.97
2022-10-19,77,37.0,0.37,28.49
2022-10-20,83,37.0,0.37,30.71
2022-10-21,87,37.0,0.37,32.19
2022-10-22,64,37.0,0.37,23.68
2022-10-23,55,37.0,0.37,20.35
2022-10-24,66,37.0,0.37,24.419999999999998
2022-10-25,66,37.0,0.37,24.419999999999998
2022-10-26,75,37.0,0.37,27.75
2022-10-27,100,37.0,0.37,37.0
2022-10-28,97,37.0,0.37,35.89
2022-10-29,63,37.0,0.37,23.31
2022-10-30,59,37.0,0.37,21.83
2022-10-31,86,37.0,0.37,31.82
2022-11-01,97,30.0,0.3,29.099999999999998
2022-11-02,85,30.0,0.3,25.5
2022-11-03,80,30.0,0.3,24.0
2022-11-04,80,30.0,0.3,24.0
2022-11-05,78,30.0,0.3,23.4
2022-11-06,55,30.0,0.3,16.5
2022-11-07,87,30.0,0.3,26.099999999999998
2022-11-08,100,30.0,0.3,30.0
2022-11-09,66,30.0,0.3,19.8
2022-11-10,88,30.0,0.3,26.4
2022-11-11,86,30.0,0.3,25.8
2022-11-12,53,30.0,0.3,15.899999999999999
2022-11-13,42,30.0,0.3,12.6
2022-11-14,74,30.0,0.3,22.2
2022-11-15,87,30.0,0.3,26.099999999999998
2022-11-16,92,30.0,0.3,27.599999999999998
2022-11-17,82,30.0,0.3,24.599999999999998
2022-11-18,54,30.0,0.3,16.2
2022-11-19,83,30.0,0.3,24.9
2022-11-20,44,30.0,0.3,13.2
2022-11-21,64,30.0,0.3,19.2
2022-11-22,65,30.0,0.3,19.5
2022-11-23,83,30.0,0.3,24.9
2022-11-24,73,30.0,0.3,21.9
2022-11-25,58,30.0,0.3,17.4
2022-11-26,46,30.0,0.3,13.799999999999999
2022-11-27,66,30.0,0.3,19.8
2022-11-28,76,30.0,0.3,22.8
2022-11-29,87,30.0,0.3,26.099999999999998
2022-11-30,76,30.0,0.3,22.8
2022-12-01,21,41.0,0.41,8.61
2022-12-02,18,41.0,0.41,7.38
2022-12-03,12,41.0,0.41,4.92
2022-12-04,24,41.0,0.41,9.84
2022-12-05,28,41.0,0.41,11.479999999999999
2022-12-06,21,41.0,0.41,8.61
2022-12-07,100,41.0,0.41,41.0
2022-12-08,31,41.0,0.41,12.709999999999999
2022-12-09,19,41.0,0.41,7.789999999999999
2022-12-10,15,41.0,0.41,6.1499999999999995
2022-12-11,13,41.0,0.41,5.33
2022-12-12,21,41.0,0.41,8.61
2022-12-13,21,41.0,0.41,8.61
2022-12-14,18,41.0,0.41,7.38
2022-12-15,15,41.0,0.41,6.1499999999999995
2022-12-16,16,41.0,0.41,6.56
2022-12-17,14,41.0,0.41,5.739999999999999
2022-12-18,13,41.0,0.41,5.33
2022-12-19,19,41.0,0.41,7.789999999999999
2022-12-20,21,41.0,0.41,8.61
2022-12-21,18,41.0,0.41,7.38
2022-12-22,20,41.0,0.41,8.2
2022-12-23,16,41.0,0.41,6.56
2022-12-24,13,41.0,0.41,5.33
2022-12-25,16,41.0,0.41,6.56
2022-12-26,13,41.0,0.41,5.33
2022-12-27,18,41.0,0.41,7.38
2022-12-28,19,41.0,0.41,7.789999999999999
2022-12-29,17,41.0,0.41,6.97
2022-12-30,20,41.0,0.41,8.2
2022-12-31,13,41.0,0.41,5.33
2023-01-01,51,31.0,0.31,15.81
2023-01-02,48,31.0,0.31,14.879999999999999
2023-01-03,52,31.0,0.31,16.12
2023-01-04,52,31.0,0.31,16.12
2023-01-05,55,31.0,0.31,17.05
2023-01-06,59,31.0,0.31,18.29
2023-01-07,41,31.0,0.31,12.709999999999999
2023-01-08,47,31.0,0.31,14.57
2023-01-09,53,31.0,0.31,16.43
2023-01-10,46,31.0,0.31,14.26
2023-01-11,43,31.0,0.31,13.33
2023-01-12,63,31.0,0.31,19.53
2023-01-13,39,31.0,0.31,12.09
2023-01-14,27,31.0,0.31,8.37
2023-01-15,45,31.0,0.31,13.95
2023-01-16,57,31.0,0.31,17.669999999999998
2023-01-17,59,31.0,0.31,18.29
2023-01-18,62,31.0,0.31,19.22
2023-01-19,60,31.0,0.31,18.6
2023-01-20,53,31.0,0.31,16.43
2023-01-21,35,31.0,0.31,10.85
2023-01-22,35,31.0,0.31,10.85
2023-01-23,53,31.0,0.31,16.43
2023-01-24,88,31.0,0.31,27.28
2023-01-25,63,31.0,0.31,19.53
2023-01-26,55,31.0,0.31,17.05
2023-01-27,56,31.0,0.31,17.36
2023-01-28,32,31.0,0.31,9.92
2023-01-29,43,31.0,0.31,13.33
2023-01-30,62,31.0,0.31,19.22
2023-01-31,100,31.0,0.31,31.0
2023-02-01,90,35.0,0.35,31.499999999999996
2023-02-02,82,35.0,0.35,28.7
2023-02-03,87,35.0,0.35,30.45
2023-02-04,71,35.0,0.35,24.849999999999998
2023-02-05,63,35.0,0.35,22.049999999999997
2023-02-06,72,35.0,0.35,25.2
2023-02-07,69,35.0,0.35,24.15
2023-02-08,98,35.0,0.35,34.3
2023-02-09,72,35.0,0.35,25.2
2023-02-10,93,35.0,0.35,32.55
2023-02-11,59,35.0,0.35,20.65
2023-02-12,60,35.0,0.35,21.0
2023-02-13,67,35.0,0.35,23.45
2023-02-14,78,35.0,0.35,27.299999999999997
2023-02-15,100,35.0,0.35,35.0
2023-02-16,90,35.0,0.35,31.499999999999996
2023-02-17,85,35.0,0.35,29.749999999999996
2023-02-18,77,35.0,0.35,26.95
2023-02-19,65,35.0,0.35,22.75
2023-02-20,77,35.0,0.35,26.95
2023-02-21,89,35.0,0.35,31.15
2023-02-22,92,35.0,0.35,32.199999999999996
2023-02-23,94,35.0,0.35,32.9
2023-02-24,84,35.0,0.35,29.4
2023-02-25,63,35.0,0.35,22.049999999999997
2023-02-26,64,35.0,0.35,22.4
2023-02-27,69,35.0,0.35,24.15
2023-02-28,85,35.0,0.35,29.749999999999996
2023-03-01,88,33.0,0.33,29.040000000000003
2023-03-02,76,33.0,0.33,25.080000000000002
2023-03-03,77,33.0,0.33,25.41
2023-03-04,59,33.0,0.33,19.470000000000002
2023-03-05,69,33.0,0.33,22.77
2023-03-06,82,33.0,0.33,27.060000000000002
2023-03-07,83,33.0,0.33,27.39
2023-03-08,72,33.0,0.33,23.76
2023-03-09,96,33.0,0.33,31.68
2023-03-10,77,33.0,0.33,25.41
2023-03-11,70,33.0,0.33,23.1
2023-03-12,55,33.0,0.33,18.150000000000002
2023-03-13,81,33.0,0.33,26.73
2023-03-14,61,33.0,0.33,20.130000000000003
2023-03-15,96,33.0,0.33,31.68
2023-03-16,79,33.0,0.33,26.07
2023-03-17,78,33.0,0.33,25.740000000000002
2023-03-18,67,33.0,0.33,22.11
2023-03-19,54,33.0,0.33,17.82
2023-03-20,79,33.0,0.33,26.07
2023-03-21,69,33.0,0.33,22.77
2023-03-22,79,33.0,0.33,26.07
2023-03-23,66,33.0,0.33,21.78
2023-03-24,68,33.0,0.33,22.44
2023-03-25,67,33.0,0.33,22.11
2023-03-26,67,33.0,0.33,22.11
2023-03-27,75,33.0,0.33,24.75
2023-03-28,85,33.0,0.33,28.05
2023-03-29,100,33.0,0.33,33.0
2023-03-30,77,33.0,0.33,25.41
2023-03-31,90,33.0,0.33,29.700000000000003
2023-04-01,33,40.0,0.4,13.200000000000001
2023-04-02,49,40.0,0.4,19.6
2023-04-03,74,40.0,0.4,29.6
2023-04-04,87,40.0,0.4,34.800000000000004
2023-04-05,55,40.0,0.4,22.0
2023-04-06,83,40.0,0.4,33.2
2023-04-07,43,40.0,0.4,17.2
2023-04-08,44,40.0,0.4,17.6
2023-04-09,30,40.0,0.4,12.0
2023-04-10,68,40.0,0.4,27.200000000000003
2023-04-11,51,40.0,0.4,20.400000000000002
2023-04-12,56,40.0,0.4,22.400000000000002
2023-04-13,59,40.0,0.4,23.6
2023-04-14,59,40.0,0.4,23.6
2023-04-15,44,40.0,0.4,17.6
2023-04-16,33,40.0,0.4,13.200000000000001
2023-04-17,51,40.0,0.4,20.400000000000002
2023-04-18,66,40.0,0.4,26.400000000000002
2023-04-19,62,40.0,0.4,24.8
2023-04-20,65,40.0,0.4,26.0
2023-04-21,44,40.0,0.4,17.6
2023-04-22,51,40.0,0.4,20.400000000000002
2023-04-23,32,40.0,0.4,12.8
2023-04-24,61,40.0,0.4,24.400000000000002
2023-04-25,100,40.0,0.4,40.0
2023-04-26,58,40.0,0.4,23.200000000000003
2023-04-27,55,40.0,0.4,22.0
2023-04-28,52,40.0,0.4,20.8
2023-04-29,40,40.0,0.4,16.0
2023-04-30,38,40.0,0.4,15.200000000000001
2023-05-01,91,33.0,0.33,30.03
2023-05-02,76,33.0,0.33,25.080000000000002
2023-05-03,80,33.0,0.33,26.400000000000002
2023-05-04,75,33.0,0.33,24.75
2023-05-05,71,33.0,0.33,23.43
2023-05-06,54,33.0,0.33,17.82
2023-05-07,57,33.0,0.33,18.810000000000002
2023-05-08,60,33.0,0.33,19.8
2023-05-09,93,33.0,0.33,30.69
2023-05-10,88,33.0,0.33,29.040000000000003
2023-05-11,68,33.0,0.33,22.44
2023-05-12,66,33.0,0.33,21.78
2023-05-13,58,33.0,0.33,19.14
2023-05-14,46,33.0,0.33,15.180000000000001
2023-05-15,53,33.0,0.33,17.490000000000002
2023-05-16,56,33.0,0.33,18.48
2023-05-17,74,33.0,0.33,24.42
2023-05-18,100,33.0,0.33,33.0
2023-05-19,61,33.0,0.33,20.130000000000003
2023-05-20,54,33.0,0.33,17.82
2023-05-21,51,33.0,0.33,16.830000000000002
2023-05-22,70,33.0,0.33,23.1
2023-05-23,67,33.0,0.33,22.11
2023-05-24,72,33.0,0.33,23.76
2023-05-25,80,33.0,0.33,26.400000000000002
2023-05-26,82,33.0,0.33,27.060000000000002
2023-05-27,48,33.0,0.33,15.84
2023-05-28,58,33.0,0.33,19.14
2023-05-29,48,33.0,0.33,15.84
2023-05-30,69,33.0,0.33,22.77
2023-05-31,67,33.0,0.33,22.11
2023-06-01,65,38.0,0.38,24.7
2023-06-02,71,38.0,0.38,26.98
2023-06-03,61,38.0,0.38,23.18
2023-06-04,75,38.0,0.38,28.5
2023-06-05,67,38.0,0.38,25.46
2023-06-06,71,38.0,0.38,26.98
2023-06-07,75,38.0,0.38,28.5
2023-06-08,91,38.0,0.38,34.58
2023-06-09,66,38.0,0.38,25.080000000000002
2023-06-10,59,38.0,0.38,22.42
2023-06-11,43,38.0,0.38,16.34
2023-06-12,86,38.0,0.38,32.68
2023-06-13,85,38.0,0.38,32.3
2023-06-14,81,38.0,0.38,30.78
2023-06-15,72,38.0,0.38,27.36
2023-06-16,68,38.0,0.38,25.84
2023-06-17,50,38.0,0.38,19.0
2023-06-18,38,38.0,0.38,14.44
2023-06-19,68,38.0,0.38,25.84
2023-06-20,75,38.0,0.38,28.5
2023-06-21,73,38.0,0.38,27.740000000000002
2023-06-22,73,38.0,0.38,27.740000000000002
2023-06-23,71,38.0,0.38,26.98
2023-06-24,68,38.0,0.38,25.84
2023-06-25,67,38.0,0.38,25.46
2023-06-26,94,38.0,0.38,35.72
2023-06-27,78,38.0,0.38,29.64
2023-06-28,84,38.0,0.38,31.92
2023-06-29,100,38.0,0.38,38.0
2023-06-30,81,38.0,0.38,30.78
2023-07-01,56,38.0,0.38,21.28
2023-07-02,44,38.0,0.38,16.72
2023-07-03,58,38.0,0.38,22.04
2023-07-04,47,38.0,0.38,17.86
2023-07-05,74,38.0,0.38,28.12
2023-07-06,62,38.0,0.38,23.56
2023-07-07,65,38.0,0.38,24.7
2023-07-08,52,38.0,0.38,19.76
