date,JNJ_unscaled,JNJ_monthly,scale,JNJ
2017-07-03,43,24.0,0.24,10.32
2017-07-04,25,24.0,0.24,6.0
2017-07-05,48,24.0,0.24,11.52
2017-07-06,54,24.0,0.24,12.959999999999999
2017-07-07,54,24.0,0.24,12.959999999999999
2017-07-08,23,24.0,0.24,5.52
2017-07-09,24,24.0,0.24,5.76
2017-07-10,46,24.0,0.24,11.04
2017-07-11,51,24.0,0.24,12.24
2017-07-12,62,24.0,0.24,14.879999999999999
2017-07-13,63,24.0,0.24,15.12
2017-07-14,61,24.0,0.24,14.639999999999999
2017-07-15,24,24.0,0.24,5.76
2017-07-16,18,24.0,0.24,4.32
2017-07-17,51,24.0,0.24,12.24
2017-07-18,100,24.0,0.24,24.0
2017-07-19,60,24.0,0.24,14.399999999999999
2017-07-20,62,24.0,0.24,14.879999999999999
2017-07-21,67,24.0,0.24,16.08
2017-07-22,38,24.0,0.24,9.12
2017-07-23,16,24.0,0.24,3.84
2017-07-24,61,24.0,0.24,14.639999999999999
2017-07-25,66,24.0,0.24,15.84
2017-07-26,52,24.0,0.24,12.48
2017-07-27,67,24.0,0.24,16.08
2017-07-28,57,24.0,0.24,13.68
2017-07-29,21,24.0,0.24,5.04
2017-07-30,27,24.0,0.24,6.4799999999999995
2017-07-31,50,24.0,0.24,12.0
2017-08-01,65,25.0,0.25,16.25
2017-08-02,77,25.0,0.25,19.25
2017-08-03,67,25.0,0.25,16.75
2017-08-04,64,25.0,0.25,16.0
2017-08-05,21,25.0,0.25,5.25
2017-08-06,15,25.0,0.25,3.75
2017-08-07,44,25.0,0.25,11.0
2017-08-08,51,25.0,0.25,12.75
2017-08-09,70,25.0,0.25,17.5
2017-08-10,65,25.0,0.25,16.25
2017-08-11,60,25.0,0.25,15.0
2017-08-12,18,25.0,0.25,4.5
2017-08-13,17,25.0,0.25,4.25
2017-08-14,54,25.0,0.25,13.5
2017-08-15,69,25.0,0.25,17.25
2017-08-16,69,25.0,0.25,17.25
2017-08-17,70,25.0,0.25,17.5
2017-08-18,55,25.0,0.25,13.75
2017-08-19,21,25.0,0.25,5.25
2017-08-20,17,25.0,0.25,4.25
2017-08-21,57,25.0,0.25,14.25
2017-08-22,100,25.0,0.25,25.0
2017-08-23,59,25.0,0.25,14.75
2017-08-24,74,25.0,0.25,18.5
2017-08-25,54,25.0,0.25,13.5
2017-08-26,19,25.0,0.25,4.75
2017-08-27,21,25.0,0.25,5.25
2017-08-28,62,25.0,0.25,15.5
2017-08-29,63,25.0,0.25,15.75
2017-08-30,51,25.0,0.25,12.75
2017-08-31,67,25.0,0.25,16.75
2017-09-01,88,23.0,0.23,20.240000000000002
2017-09-02,27,23.0,0.23,6.21
2017-09-03,30,23.0,0.23,6.9
2017-09-04,27,23.0,0.23,6.21
2017-09-05,82,23.0,0.23,18.86
2017-09-06,84,23.0,0.23,19.32
2017-09-07,77,23.0,0.23,17.71
2017-09-08,66,23.0,0.23,15.180000000000001
2017-09-09,37,23.0,0.23,8.51
2017-09-10,32,23.0,0.23,7.36
2017-09-11,66,23.0,0.23,15.180000000000001
2017-09-12,71,23.0,0.23,16.330000000000002
2017-09-13,92,23.0,0.23,21.16
2017-09-14,73,23.0,0.23,16.79
2017-09-15,100,23.0,0.23,23.0
2017-09-16,29,23.0,0.23,6.67
2017-09-17,21,23.0,0.23,4.83
2017-09-18,63,23.0,0.23,14.49
2017-09-19,91,23.0,0.23,20.93
2017-09-20,79,23.0,0.23,18.17
2017-09-21,71,23.0,0.23,16.330000000000002
2017-09-22,77,23.0,0.23,17.71
2017-09-23,46,23.0,0.23,10.58
2017-09-24,29,23.0,0.23,6.67
2017-09-25,72,23.0,0.23,16.560000000000002
2017-09-26,65,23.0,0.23,14.950000000000001
2017-09-27,82,23.0,0.23,18.86
2017-09-28,69,23.0,0.23,15.870000000000001
2017-09-29,85,23.0,0.23,19.55
2017-09-30,18,23.0,0.23,4.140000000000001
2017-10-01,16,29.0,0.29,4.64
2017-10-02,41,29.0,0.29,11.889999999999999
2017-10-03,51,29.0,0.29,14.79
2017-10-04,38,29.0,0.29,11.02
2017-10-05,57,29.0,0.29,16.529999999999998
2017-10-06,51,29.0,0.29,14.79
2017-10-07,20,29.0,0.29,5.8
2017-10-08,24,29.0,0.29,6.959999999999999
2017-10-09,44,29.0,0.29,12.76
2017-10-10,46,29.0,0.29,13.34
2017-10-11,72,29.0,0.29,20.88
2017-10-12,77,29.0,0.29,22.33
2017-10-13,71,29.0,0.29,20.59
2017-10-14,29,29.0,0.29,8.41
2017-10-15,15,29.0,0.29,4.35
2017-10-16,61,29.0,0.29,17.689999999999998
2017-10-17,98,29.0,0.29,28.419999999999998
2017-10-18,100,29.0,0.29,28.999999999999996
2017-10-19,73,29.0,0.29,21.169999999999998
2017-10-20,83,29.0,0.29,24.069999999999997
2017-10-21,31,29.0,0.29,8.99
2017-10-22,20,29.0,0.29,5.8
2017-10-23,66,29.0,0.29,19.139999999999997
2017-10-24,67,29.0,0.29,19.43
2017-10-25,52,29.0,0.29,15.079999999999998
2017-10-26,68,29.0,0.29,19.72
2017-10-27,55,29.0,0.29,15.95
2017-10-28,26,29.0,0.29,7.539999999999999
2017-10-29,20,29.0,0.29,5.8
2017-10-30,56,29.0,0.29,16.24
2017-10-31,54,29.0,0.29,15.659999999999998
2017-11-01,82,24.0,0.24,19.68
2017-11-02,62,24.0,0.24,14.879999999999999
2017-11-03,100,24.0,0.24,24.0
2017-11-04,39,24.0,0.24,9.36
2017-11-05,16,24.0,0.24,3.84
2017-11-06,82,24.0,0.24,19.68
2017-11-07,62,24.0,0.24,14.879999999999999
2017-11-08,90,24.0,0.24,21.599999999999998
2017-11-09,78,24.0,0.24,18.72
2017-11-10,71,24.0,0.24,17.04
2017-11-11,29,24.0,0.24,6.96
2017-11-12,14,24.0,0.24,3.36
2017-11-13,64,24.0,0.24,15.36
2017-11-14,62,24.0,0.24,14.879999999999999
2017-11-15,79,24.0,0.24,18.96
2017-11-16,90,24.0,0.24,21.599999999999998
2017-11-17,62,24.0,0.24,14.879999999999999
2017-11-18,32,24.0,0.24,7.68
2017-11-19,19,24.0,0.24,4.56
2017-11-20,69,24.0,0.24,16.56
2017-11-21,80,24.0,0.24,19.2
2017-11-22,54,24.0,0.24,12.959999999999999
2017-11-23,14,24.0,0.24,3.36
2017-11-24,36,24.0,0.24,8.64
2017-11-25,21,24.0,0.24,5.04
2017-11-26,12,24.0,0.24,2.88
2017-11-27,67,24.0,0.24,16.08
2017-11-28,63,24.0,0.24,15.12
2017-11-29,80,24.0,0.24,19.2
2017-11-30,85,24.0,0.24,20.4
2017-12-01,100,23.0,0.23,23.0
2017-12-02,33,23.0,0.23,7.590000000000001
2017-12-03,29,23.0,0.23,6.67
2017-12-04,83,23.0,0.23,19.09
2017-12-05,79,23.0,0.23,18.17
2017-12-06,64,23.0,0.23,14.72
2017-12-07,82,23.0,0.23,18.86
2017-12-08,78,23.0,0.23,17.94
2017-12-09,16,23.0,0.23,3.68
2017-12-10,25,23.0,0.23,5.75
2017-12-11,80,23.0,0.23,18.400000000000002
2017-12-12,99,23.0,0.23,22.77
2017-12-13,64,23.0,0.23,14.72
2017-12-14,78,23.0,0.23,17.94
2017-12-15,88,23.0,0.23,20.240000000000002
2017-12-16,15,23.0,0.23,3.45
2017-12-17,27,23.0,0.23,6.21
2017-12-18,75,23.0,0.23,17.25
2017-12-19,94,23.0,0.23,21.62
2017-12-20,80,23.0,0.23,18.400000000000002
2017-12-21,81,23.0,0.23,18.630000000000003
2017-12-22,65,23.0,0.23,14.950000000000001
2017-12-23,20,23.0,0.23,4.6000000000000005
2017-12-24,15,23.0,0.23,3.45
2017-12-25,26,23.0,0.23,5.98
2017-12-26,55,23.0,0.23,12.65
2017-12-27,66,23.0,0.23,15.180000000000001
2017-12-28,70,23.0,0.23,16.1
2017-12-29,70,23.0,0.23,16.1
2017-12-30,38,23.0,0.23,8.74
2017-12-31,11,23.0,0.23,2.5300000000000002
2018-01-01,15,37.0,0.37,5.55
2018-01-02,39,37.0,0.37,14.43
2018-01-03,46,37.0,0.37,17.02
2018-01-04,43,37.0,0.37,15.91
2018-01-05,51,37.0,0.37,18.87
2018-01-06,18,37.0,0.37,6.66
2018-01-07,15,37.0,0.37,5.55
2018-01-08,40,37.0,0.37,14.8
2018-01-09,52,37.0,0.37,19.24
2018-01-10,47,37.0,0.37,17.39
2018-01-11,43,37.0,0.37,15.91
2018-01-12,53,37.0,0.37,19.61
2018-01-13,17,37.0,0.37,6.29
2018-01-14,15,37.0,0.37,5.55
2018-01-15,27,37.0,0.37,9.99
2018-01-16,40,37.0,0.37,14.8
2018-01-17,47,37.0,0.37,17.39
2018-01-18,50,37.0,0.37,18.5
2018-01-19,41,37.0,0.37,15.17
2018-01-20,16,37.0,0.37,5.92
2018-01-21,12,37.0,0.37,4.4399999999999995
2018-01-22,41,37.0,0.37,15.17
2018-01-23,100,37.0,0.37,37.0
2018-01-24,88,37.0,0.37,32.56
2018-01-25,65,37.0,0.37,24.05
2018-01-26,68,37.0,0.37,25.16
2018-01-27,17,37.0,0.37,6.29
2018-01-28,22,37.0,0.37,8.14
2018-01-29,45,37.0,0.37,16.65
2018-01-30,57,37.0,0.37,21.09
2018-01-31,62,37.0,0.37,22.94
2018-02-01,61,40.0,0.4,24.400000000000002
2018-02-02,66,40.0,0.4,26.400000000000002
2018-02-03,26,40.0,0.4,10.4
2018-02-04,13,40.0,0.4,5.2
2018-02-05,60,40.0,0.4,24.0
2018-02-06,100,40.0,0.4,40.0
2018-02-07,63,40.0,0.4,25.200000000000003
2018-02-08,67,40.0,0.4,26.8
2018-02-09,66,40.0,0.4,26.400000000000002
2018-02-10,30,40.0,0.4,12.0
2018-02-11,18,40.0,0.4,7.2
2018-02-12,57,40.0,0.4,22.8
2018-02-13,45,40.0,0.4,18.0
2018-02-14,51,40.0,0.4,20.400000000000002
2018-02-15,60,40.0,0.4,24.0
2018-02-16,51,40.0,0.4,20.400000000000002
2018-02-17,27,40.0,0.4,10.8
2018-02-18,13,40.0,0.4,5.2
2018-02-19,32,40.0,0.4,12.8
2018-02-20,49,40.0,0.4,19.6
2018-02-21,50,40.0,0.4,20.0
2018-02-22,51,40.0,0.4,20.400000000000002
2018-02-23,57,40.0,0.4,22.8
2018-02-24,17,40.0,0.4,6.800000000000001
2018-02-25,17,40.0,0.4,6.800000000000001
2018-02-26,52,40.0,0.4,20.8
2018-02-27,55,40.0,0.4,22.0
2018-02-28,49,40.0,0.4,19.6
2018-03-01,77,29.0,0.29,22.33
2018-03-02,80,29.0,0.29,23.2
2018-03-03,39,29.0,0.29,11.309999999999999
2018-03-04,28,29.0,0.29,8.12
2018-03-05,86,29.0,0.29,24.939999999999998
2018-03-06,83,29.0,0.29,24.069999999999997
2018-03-07,95,29.0,0.29,27.549999999999997
2018-03-08,100,29.0,0.29,28.999999999999996
2018-03-09,95,29.0,0.29,27.549999999999997
2018-03-10,31,29.0,0.29,8.99
2018-03-11,19,29.0,0.29,5.51
2018-03-12,77,29.0,0.29,22.33
2018-03-13,81,29.0,0.29,23.49
2018-03-14,65,29.0,0.29,18.849999999999998
2018-03-15,86,29.0,0.29,24.939999999999998
2018-03-16,72,29.0,0.29,20.88
2018-03-17,24,29.0,0.29,6.959999999999999
2018-03-18,28,29.0,0.29,8.12
2018-03-19,70,29.0,0.29,20.299999999999997
2018-03-20,67,29.0,0.29,19.43
2018-03-21,71,29.0,0.29,20.59
2018-03-22,66,29.0,0.29,19.139999999999997
2018-03-23,88,29.0,0.29,25.52
2018-03-24,26,29.0,0.29,7.539999999999999
2018-03-25,25,29.0,0.29,7.249999999999999
2018-03-26,71,29.0,0.29,20.59
2018-03-27,67,29.0,0.29,19.43
2018-03-28,64,29.0,0.29,18.56
2018-03-29,67,29.0,0.29,19.43
2018-03-30,51,29.0,0.29,14.79
2018-03-31,16,29.0,0.29,4.64
2018-04-01,11,29.0,0.29,3.19
2018-04-02,52,29.0,0.29,15.079999999999998
2018-04-03,53,29.0,0.29,15.37
2018-04-04,57,29.0,0.29,16.529999999999998
2018-04-05,46,29.0,0.29,13.34
2018-04-06,50,29.0,0.29,14.499999999999998
2018-04-07,33,29.0,0.29,9.569999999999999
2018-04-08,22,29.0,0.29,6.38
2018-04-09,61,29.0,0.29,17.689999999999998
2018-04-10,63,29.0,0.29,18.27
2018-04-11,41,29.0,0.29,11.889999999999999
2018-04-12,60,29.0,0.29,17.4
2018-04-13,54,29.0,0.29,15.659999999999998
2018-04-14,26,29.0,0.29,7.539999999999999
2018-04-15,19,29.0,0.29,5.51
2018-04-16,62,29.0,0.29,17.98
2018-04-17,100,29.0,0.29,28.999999999999996
2018-04-18,83,29.0,0.29,24.069999999999997
2018-04-19,55,29.0,0.29,15.95
2018-04-20,48,29.0,0.29,13.919999999999998
2018-04-21,28,29.0,0.29,8.12
2018-04-22,18,29.0,0.29,5.22
2018-04-23,46,29.0,0.29,13.34
2018-04-24,53,29.0,0.29,15.37
2018-04-25,54,29.0,0.29,15.659999999999998
2018-04-26,61,29.0,0.29,17.689999999999998
2018-04-27,59,29.0,0.29,17.11
2018-04-28,17,29.0,0.29,4.93
2018-04-29,27,29.0,0.29,7.829999999999999
2018-04-30,36,29.0,0.29,10.44
2018-05-01,74,27.0,0.27,19.98
2018-05-02,74,27.0,0.27,19.98
2018-05-03,86,27.0,0.27,23.220000000000002
2018-05-04,77,27.0,0.27,20.790000000000003
2018-05-05,22,27.0,0.27,5.94
2018-05-06,18,27.0,0.27,4.86
2018-05-07,73,27.0,0.27,19.71
2018-05-08,76,27.0,0.27,20.520000000000003
2018-05-09,71,27.0,0.27,19.17
2018-05-10,66,27.0,0.27,17.82
2018-05-11,100,27.0,0.27,27.0
2018-05-12,41,27.0,0.27,11.07
2018-05-13,25,27.0,0.27,6.75
2018-05-14,70,27.0,0.27,18.900000000000002
2018-05-15,70,27.0,0.27,18.900000000000002
2018-05-16,67,27.0,0.27,18.09
2018-05-17,82,27.0,0.27,22.14
2018-05-18,79,27.0,0.27,21.330000000000002
2018-05-19,25,27.0,0.27,6.75
2018-05-20,18,27.0,0.27,4.86
2018-05-21,92,27.0,0.27,24.840000000000003
2018-05-22,66,27.0,0.27,17.82
2018-05-23,59,27.0,0.27,15.930000000000001
2018-05-24,60,27.0,0.27,16.200000000000003
2018-05-25,90,27.0,0.27,24.3
2018-05-26,29,27.0,0.27,7.83
2018-05-27,25,27.0,0.27,6.75
2018-05-28,27,27.0,0.27,7.290000000000001
2018-05-29,58,27.0,0.27,15.66
2018-05-30,75,27.0,0.27,20.25
2018-05-31,78,27.0,0.27,21.060000000000002
2018-06-01,90,26.0,0.26,23.400000000000002
2018-06-02,38,26.0,0.26,9.88
2018-06-03,36,26.0,0.26,9.36
2018-06-04,81,26.0,0.26,21.060000000000002
2018-06-05,71,26.0,0.26,18.46
2018-06-06,88,26.0,0.26,22.880000000000003
2018-06-07,75,26.0,0.26,19.5
2018-06-08,82,26.0,0.26,21.32
2018-06-09,43,26.0,0.26,11.18
2018-06-10,23,26.0,0.26,5.98
2018-06-11,74,26.0,0.26,19.240000000000002
2018-06-12,71,26.0,0.26,18.46
2018-06-13,97,26.0,0.26,25.220000000000002
2018-06-14,60,26.0,0.26,15.600000000000001
2018-06-15,89,26.0,0.26,23.14
2018-06-16,30,26.0,0.26,7.800000000000001
2018-06-17,21,26.0,0.26,5.46
2018-06-18,74,26.0,0.26,19.240000000000002
2018-06-19,100,26.0,0.26,26.0
2018-06-20,69,26.0,0.26,17.94
2018-06-21,72,26.0,0.26,18.72
2018-06-22,75,26.0,0.26,19.5
2018-06-23,35,26.0,0.26,9.1
2018-06-24,12,26.0,0.26,3.12
2018-06-25,83,26.0,0.26,21.580000000000002
2018-06-26,78,26.0,0.26,20.28
2018-06-27,82,26.0,0.26,21.32
2018-06-28,63,26.0,0.26,16.38
2018-06-29,63,26.0,0.26,16.38
2018-06-30,42,26.0,0.26,10.92
2018-07-01,17,32.0,0.32,5.44
2018-07-02,31,32.0,0.32,9.92
2018-07-03,46,32.0,0.32,14.72
2018-07-04,22,32.0,0.32,7.04
2018-07-05,39,32.0,0.32,12.48
2018-07-06,43,32.0,0.32,13.76
2018-07-07,14,32.0,0.32,4.48
2018-07-08,15,32.0,0.32,4.8
2018-07-09,49,32.0,0.32,15.68
2018-07-10,47,32.0,0.32,15.040000000000001
2018-07-11,47,32.0,0.32,15.040000000000001
2018-07-12,49,32.0,0.32,15.68
2018-07-13,100,32.0,0.32,32.0
2018-07-14,31,32.0,0.32,9.92
2018-07-15,15,32.0,0.32,4.8
2018-07-16,56,32.0,0.32,17.92
2018-07-17,93,32.0,0.32,29.76
2018-07-18,63,32.0,0.32,20.16
2018-07-19,51,32.0,0.32,16.32
2018-07-20,49,32.0,0.32,15.68
2018-07-21,16,32.0,0.32,5.12
2018-07-22,11,32.0,0.32,3.52
2018-07-23,42,32.0,0.32,13.44
2018-07-24,54,32.0,0.32,17.28
2018-07-25,53,32.0,0.32,16.96
2018-07-26,60,32.0,0.32,19.2
2018-07-27,55,32.0,0.32,17.6
2018-07-28,24,32.0,0.32,7.68
2018-07-29,12,32.0,0.32,3.84
2018-07-30,35,32.0,0.32,11.200000000000001
2018-07-31,52,32.0,0.32,16.64
2018-08-01,82,26.0,0.26,21.32
2018-08-02,88,26.0,0.26,22.880000000000003
2018-08-03,88,26.0,0.26,22.880000000000003
2018-08-04,30,26.0,0.26,7.800000000000001
2018-08-05,17,26.0,0.26,4.42
2018-08-06,96,26.0,0.26,24.96
2018-08-07,94,26.0,0.26,24.44
2018-08-08,87,26.0,0.26,22.62
2018-08-09,62,26.0,0.26,16.12
2018-08-10,67,26.0,0.26,17.42
2018-08-11,28,26.0,0.26,7.28
2018-08-12,27,26.0,0.26,7.0200000000000005
2018-08-13,50,26.0,0.26,13.0
2018-08-14,71,26.0,0.26,18.46
2018-08-15,74,26.0,0.26,19.240000000000002
2018-08-16,90,26.0,0.26,23.400000000000002
2018-08-17,88,26.0,0.26,22.880000000000003
2018-08-18,20,26.0,0.26,5.2
2018-08-19,50,26.0,0.26,13.0
2018-08-20,100,26.0,0.26,26.0
2018-08-21,99,26.0,0.26,25.740000000000002
2018-08-22,87,26.0,0.26,22.62
2018-08-23,100,26.0,0.26,26.0
2018-08-24,89,26.0,0.26,23.14
2018-08-25,36,26.0,0.26,9.36
2018-08-26,27,26.0,0.26,7.0200000000000005
2018-08-27,86,26.0,0.26,22.36
2018-08-28,92,26.0,0.26,23.92
2018-08-29,80,26.0,0.26,20.8
2018-08-30,85,26.0,0.26,22.1
2018-08-31,61,26.0,0.26,15.860000000000001
2018-09-01,17,27.0,0.27,4.59
2018-09-02,26,27.0,0.27,7.0200000000000005
2018-09-03,11,27.0,0.27,2.97
2018-09-04,71,27.0,0.27,19.17
2018-09-05,76,27.0,0.27,20.520000000000003
2018-09-06,58,27.0,0.27,15.66
2018-09-07,75,27.0,0.27,20.25
2018-09-08,30,27.0,0.27,8.100000000000001
2018-09-09,0,27.0,0.27,0.0
2018-09-10,55,27.0,0.27,14.850000000000001
2018-09-11,71,27.0,0.27,19.17
2018-09-12,75,27.0,0.27,20.25
2018-09-13,100,27.0,0.27,27.0
2018-09-14,64,27.0,0.27,17.28
2018-09-15,32,27.0,0.27,8.64
2018-09-16,24,27.0,0.27,6.48
2018-09-17,66,27.0,0.27,17.82
2018-09-18,67,27.0,0.27,18.09
2018-09-19,73,27.0,0.27,19.71
2018-09-20,74,27.0,0.27,19.98
2018-09-21,80,27.0,0.27,21.6
2018-09-22,36,27.0,0.27,9.72
2018-09-23,19,27.0,0.27,5.130000000000001
2018-09-24,64,27.0,0.27,17.28
2018-09-25,76,27.0,0.27,20.520000000000003
2018-09-26,70,27.0,0.27,18.900000000000002
2018-09-27,69,27.0,0.27,18.630000000000003
2018-09-28,59,27.0,0.27,15.930000000000001
2018-09-29,25,27.0,0.27,6.75
2018-09-30,24,27.0,0.27,6.48
2018-10-01,60,30.0,0.3,18.0
2018-10-02,66,30.0,0.3,19.8
2018-10-03,58,30.0,0.3,17.4
2018-10-04,54,30.0,0.3,16.2
2018-10-05,53,30.0,0.3,15.899999999999999
2018-10-06,18,30.0,0.3,5.3999999999999995
2018-10-07,23,30.0,0.3,6.8999999999999995
2018-10-08,46,30.0,0.3,13.799999999999999
2018-10-09,50,30.0,0.3,15.0
2018-10-10,54,30.0,0.3,16.2
2018-10-11,63,30.0,0.3,18.9
2018-10-12,69,30.0,0.3,20.7
2018-10-13,25,30.0,0.3,7.5
2018-10-14,13,30.0,0.3,3.9
2018-10-15,49,30.0,0.3,14.7
2018-10-16,100,30.0,0.3,30.0
2018-10-17,75,30.0,0.3,22.5
2018-10-18,73,30.0,0.3,21.9
2018-10-19,61,30.0,0.3,18.3
2018-10-20,21,30.0,0.3,6.3
2018-10-21,19,30.0,0.3,5.7
2018-10-22,50,30.0,0.3,15.0
2018-10-23,62,30.0,0.3,18.599999999999998
2018-10-24,53,30.0,0.3,15.899999999999999
2018-10-25,57,30.0,0.3,17.099999999999998
2018-10-26,43,30.0,0.3,12.9
2018-10-27,21,30.0,0.3,6.3
2018-10-28,19,30.0,0.3,5.7
2018-10-29,49,30.0,0.3,14.7
2018-10-30,54,30.0,0.3,16.2
2018-10-31,54,30.0,0.3,16.2
2018-11-01,80,25.0,0.25,20.0
2018-11-02,77,25.0,0.25,19.25
2018-11-03,20,25.0,0.25,5.0
2018-11-04,27,25.0,0.25,6.75
2018-11-05,52,25.0,0.25,13.0
2018-11-06,68,25.0,0.25,17.0
2018-11-07,62,25.0,0.25,15.5
2018-11-08,66,25.0,0.25,16.5
2018-11-09,79,25.0,0.25,19.75
2018-11-10,33,25.0,0.25,8.25
2018-11-11,22,25.0,0.25,5.5
2018-11-12,72,25.0,0.25,18.0
2018-11-13,73,25.0,0.25,18.25
2018-11-14,65,25.0,0.25,16.25
2018-11-15,68,25.0,0.25,17.0
2018-11-16,79,25.0,0.25,19.75
2018-11-17,29,25.0,0.25,7.25
2018-11-18,28,25.0,0.25,7.0
2018-11-19,62,25.0,0.25,15.5
2018-11-20,89,25.0,0.25,22.25
2018-11-21,100,25.0,0.25,25.0
2018-11-22,24,25.0,0.25,6.0
2018-11-23,39,25.0,0.25,9.75
2018-11-24,23,25.0,0.25,5.75
2018-11-25,23,25.0,0.25,5.75
2018-11-26,52,25.0,0.25,13.0
2018-11-27,59,25.0,0.25,14.75
2018-11-28,85,25.0,0.25,21.25
2018-11-29,79,25.0,0.25,19.75
2018-11-30,65,25.0,0.25,16.25
2018-12-01,9,51.0,0.51,4.59
2018-12-02,6,51.0,0.51,3.06
2018-12-03,19,51.0,0.51,9.69
2018-12-04,21,51.0,0.51,10.71
2018-12-05,11,51.0,0.51,5.61
2018-12-06,18,51.0,0.51,9.18
2018-12-07,24,51.0,0.51,12.24
2018-12-08,8,51.0,0.51,4.08
2018-12-09,2,51.0,0.51,1.02
2018-12-10,15,51.0,0.51,7.65
2018-12-11,19,51.0,0.51,9.69
2018-12-12,20,51.0,0.51,10.2
2018-12-13,19,51.0,0.51,9.69
2018-12-14,100,51.0,0.51,51.0
2018-12-15,42,51.0,0.51,21.42
2018-12-16,12,51.0,0.51,6.12
2018-12-17,71,51.0,0.51,36.21
2018-12-18,58,51.0,0.51,29.580000000000002
2018-12-19,42,51.0,0.51,21.42
2018-12-20,37,51.0,0.51,18.87
2018-12-21,27,51.0,0.51,13.77
2018-12-22,8,51.0,0.51,4.08
2018-12-23,7,51.0,0.51,3.5700000000000003
2018-12-24,24,51.0,0.51,12.24
2018-12-25,9,51.0,0.51,4.59
2018-12-26,24,51.0,0.51,12.24
2018-12-27,29,51.0,0.51,14.790000000000001
2018-12-28,20,51.0,0.51,10.2
2018-12-29,6,51.0,0.51,3.06
2018-12-30,5,51.0,0.51,2.55
2018-12-31,16,51.0,0.51,8.16
2019-01-01,25,34.0,0.34,8.5
2019-01-02,58,34.0,0.34,19.720000000000002
2019-01-03,70,34.0,0.34,23.8
2019-01-04,50,34.0,0.34,17.0
2019-01-05,19,34.0,0.34,6.460000000000001
2019-01-06,9,34.0,0.34,3.06
2019-01-07,54,34.0,0.34,18.360000000000003
2019-01-08,46,34.0,0.34,15.64
2019-01-09,59,34.0,0.34,20.060000000000002
2019-01-10,60,34.0,0.34,20.400000000000002
2019-01-11,46,34.0,0.34,15.64
2019-01-12,18,34.0,0.34,6.12
2019-01-13,14,34.0,0.34,4.760000000000001
2019-01-14,45,34.0,0.34,15.3
2019-01-15,44,34.0,0.34,14.96
2019-01-16,51,34.0,0.34,17.34
2019-01-17,54,34.0,0.34,18.360000000000003
2019-01-18,52,34.0,0.34,17.68
2019-01-19,26,34.0,0.34,8.84
2019-01-20,11,34.0,0.34,3.74
2019-01-21,29,34.0,0.34,9.860000000000001
2019-01-22,100,34.0,0.34,34.0
2019-01-23,60,34.0,0.34,20.400000000000002
2019-01-24,50,34.0,0.34,17.0
2019-01-25,65,34.0,0.34,22.1
2019-01-26,25,34.0,0.34,8.5
2019-01-27,17,34.0,0.34,5.78
2019-01-28,41,34.0,0.34,13.940000000000001
2019-01-29,54,34.0,0.34,18.360000000000003
2019-01-30,53,34.0,0.34,18.02
2019-01-31,58,34.0,0.34,19.720000000000002
2019-02-01,75,31.0,0.31,23.25
2019-02-02,34,31.0,0.31,10.54
2019-02-03,21,31.0,0.31,6.51
2019-02-04,55,31.0,0.31,17.05
2019-02-05,79,31.0,0.31,24.49
2019-02-06,74,31.0,0.31,22.94
2019-02-07,63,31.0,0.31,19.53
2019-02-08,79,31.0,0.31,24.49
2019-02-09,30,31.0,0.31,9.3
2019-02-10,33,31.0,0.31,10.23
2019-02-11,55,31.0,0.31,17.05
2019-02-12,83,31.0,0.31,25.73
2019-02-13,100,31.0,0.31,31.0
2019-02-14,89,31.0,0.31,27.59
2019-02-15,82,31.0,0.31,25.419999999999998
2019-02-16,29,31.0,0.31,8.99
2019-02-17,26,31.0,0.31,8.06
2019-02-18,40,31.0,0.31,12.4
2019-02-19,75,31.0,0.31,23.25
2019-02-20,89,31.0,0.31,27.59
2019-02-21,88,31.0,0.31,27.28
2019-02-22,90,31.0,0.31,27.9
2019-02-23,29,31.0,0.31,8.99
2019-02-24,27,31.0,0.31,8.37
2019-02-25,69,31.0,0.31,21.39
2019-02-26,75,31.0,0.31,23.25
2019-02-27,76,31.0,0.31,23.56
2019-02-28,73,31.0,0.31,22.63
2019-03-01,56,30.0,0.3,16.8
2019-03-02,27,30.0,0.3,8.1
2019-03-03,23,30.0,0.3,6.8999999999999995
2019-03-04,55,30.0,0.3,16.5
2019-03-05,55,30.0,0.3,16.5
2019-03-06,100,30.0,0.3,30.0
2019-03-07,61,30.0,0.3,18.3
2019-03-08,69,30.0,0.3,20.7
2019-03-09,41,30.0,0.3,12.299999999999999
2019-03-10,29,30.0,0.3,8.7
2019-03-11,56,30.0,0.3,16.8
2019-03-12,62,30.0,0.3,18.599999999999998
2019-03-13,64,30.0,0.3,19.2
2019-03-14,73,30.0,0.3,21.9
2019-03-15,79,30.0,0.3,23.7
2019-03-16,28,30.0,0.3,8.4
2019-03-17,12,30.0,0.3,3.5999999999999996
2019-03-18,52,30.0,0.3,15.6
2019-03-19,59,30.0,0.3,17.7
2019-03-20,59,30.0,0.3,17.7
2019-03-21,50,30.0,0.3,15.0
2019-03-22,66,30.0,0.3,19.8
2019-03-23,26,30.0,0.3,7.8
2019-03-24,24,30.0,0.3,7.199999999999999
2019-03-25,44,30.0,0.3,13.2
2019-03-26,54,30.0,0.3,16.2
2019-03-27,64,30.0,0.3,19.2
2019-03-28,58,30.0,0.3,17.4
2019-03-29,67,30.0,0.3,20.099999999999998
