date,JNJ_unscaled,JNJ_monthly,scale,JNJ
2015-10-07,48,24.0,0.24,11.52
2015-10-08,39,24.0,0.24,9.36
2015-10-09,58,24.0,0.24,13.92
2015-10-10,10,24.0,0.24,2.4
2015-10-11,12,24.0,0.24,2.88
2015-10-12,49,24.0,0.24,11.76
2015-10-13,100,24.0,0.24,24.0
2015-10-14,68,24.0,0.24,16.32
2015-10-15,68,24.0,0.24,16.32
2015-10-16,73,24.0,0.24,17.52
2015-10-17,33,24.0,0.24,7.92
2015-10-18,18,24.0,0.24,4.32
2015-10-19,52,24.0,0.24,12.48
2015-10-20,43,24.0,0.24,10.32
2015-10-21,46,24.0,0.24,11.04
2015-10-22,52,24.0,0.24,12.48
2015-10-23,51,24.0,0.24,12.24
2015-10-24,23,24.0,0.24,5.52
2015-10-25,31,24.0,0.24,7.4399999999999995
2015-10-26,45,24.0,0.24,10.799999999999999
2015-10-27,51,24.0,0.24,12.24
2015-10-28,42,24.0,0.24,10.08
2015-10-29,54,24.0,0.24,12.959999999999999
2015-10-30,47,24.0,0.24,11.28
2015-10-31,24,24.0,0.24,5.76
2015-11-01,32,20.0,0.2,6.4
2015-11-02,90,20.0,0.2,18.0
2015-11-03,83,20.0,0.2,16.6
2015-11-04,62,20.0,0.2,12.4
2015-11-05,75,20.0,0.2,15.0
2015-11-06,48,20.0,0.2,9.600000000000001
2015-11-07,55,20.0,0.2,11.0
2015-11-08,32,20.0,0.2,6.4
2015-11-09,49,20.0,0.2,9.8
2015-11-10,43,20.0,0.2,8.6
2015-11-11,78,20.0,0.2,15.600000000000001
2015-11-12,78,20.0,0.2,15.600000000000001
2015-11-13,100,20.0,0.2,20.0
2015-11-14,32,20.0,0.2,6.4
2015-11-15,22,20.0,0.2,4.4
2015-11-16,68,20.0,0.2,13.600000000000001
2015-11-17,59,20.0,0.2,11.8
2015-11-18,57,20.0,0.2,11.4
2015-11-19,37,20.0,0.2,7.4
2015-11-20,83,20.0,0.2,16.6
2015-11-21,38,20.0,0.2,7.6000000000000005
2015-11-22,17,20.0,0.2,3.4000000000000004
2015-11-23,67,20.0,0.2,13.4
2015-11-24,32,20.0,0.2,6.4
2015-11-25,64,20.0,0.2,12.8
2015-11-26,30,20.0,0.2,6.0
2015-11-27,39,20.0,0.2,7.800000000000001
2015-11-28,26,20.0,0.2,5.2
2015-11-29,27,20.0,0.2,5.4
2015-11-30,51,20.0,0.2,10.200000000000001
2015-12-01,73,19.0,0.19,13.870000000000001
2015-12-02,66,19.0,0.19,12.540000000000001
2015-12-03,86,19.0,0.19,16.34
2015-12-04,85,19.0,0.19,16.15
2015-12-05,42,19.0,0.19,7.98
2015-12-06,38,19.0,0.19,7.22
2015-12-07,91,19.0,0.19,17.29
2015-12-08,100,19.0,0.19,19.0
2015-12-09,72,19.0,0.19,13.68
2015-12-10,76,19.0,0.19,14.44
2015-12-11,37,19.0,0.19,7.03
2015-12-12,33,19.0,0.19,6.2700000000000005
2015-12-13,28,19.0,0.19,5.32
2015-12-14,54,19.0,0.19,10.26
2015-12-15,70,19.0,0.19,13.3
2015-12-16,76,19.0,0.19,14.44
2015-12-17,80,19.0,0.19,15.2
2015-12-18,63,19.0,0.19,11.97
2015-12-19,49,19.0,0.19,9.31
2015-12-20,23,19.0,0.19,4.37
2015-12-21,54,19.0,0.19,10.26
2015-12-22,67,19.0,0.19,12.73
2015-12-23,73,19.0,0.19,13.870000000000001
2015-12-24,60,19.0,0.19,11.4
2015-12-25,96,19.0,0.19,18.240000000000002
2015-12-26,0,19.0,0.19,0.0
2015-12-27,21,19.0,0.19,3.99
2015-12-28,50,19.0,0.19,9.5
2015-12-29,70,19.0,0.19,13.3
2015-12-30,60,19.0,0.19,11.4
2015-12-31,66,19.0,0.19,12.540000000000001
2016-01-01,15,24.0,0.24,3.5999999999999996
2016-01-02,22,24.0,0.24,5.279999999999999
2016-01-03,7,24.0,0.24,1.68
2016-01-04,56,24.0,0.24,13.44
2016-01-05,62,24.0,0.24,14.879999999999999
2016-01-06,61,24.0,0.24,14.639999999999999
2016-01-07,77,24.0,0.24,18.48
2016-01-08,63,24.0,0.24,15.12
2016-01-09,36,24.0,0.24,8.64
2016-01-10,23,24.0,0.24,5.52
2016-01-11,53,24.0,0.24,12.719999999999999
2016-01-12,50,24.0,0.24,12.0
2016-01-13,55,24.0,0.24,13.2
2016-01-14,58,24.0,0.24,13.92
2016-01-15,67,24.0,0.24,16.08
2016-01-16,41,24.0,0.24,9.84
2016-01-17,20,24.0,0.24,4.8
2016-01-18,26,24.0,0.24,6.24
2016-01-19,84,24.0,0.24,20.16
2016-01-20,88,24.0,0.24,21.119999999999997
2016-01-21,59,24.0,0.24,14.16
2016-01-22,68,24.0,0.24,16.32
2016-01-23,40,24.0,0.24,9.6
2016-01-24,28,24.0,0.24,6.72
2016-01-25,48,24.0,0.24,11.52
2016-01-26,100,24.0,0.24,24.0
2016-01-27,86,24.0,0.24,20.64
2016-01-28,84,24.0,0.24,20.16
2016-01-29,86,24.0,0.24,20.64
2016-01-30,28,24.0,0.24,6.72
2016-01-31,31,24.0,0.24,7.4399999999999995
2016-02-01,72,25.0,0.25,18.0
2016-02-02,77,25.0,0.25,19.25
2016-02-03,78,25.0,0.25,19.5
2016-02-04,100,25.0,0.25,25.0
2016-02-05,82,25.0,0.25,20.5
2016-02-06,34,25.0,0.25,8.5
2016-02-07,33,25.0,0.25,8.25
2016-02-08,57,25.0,0.25,14.25
2016-02-09,62,25.0,0.25,15.5
2016-02-10,64,25.0,0.25,16.0
2016-02-11,78,25.0,0.25,19.5
2016-02-12,76,25.0,0.25,19.0
2016-02-13,18,25.0,0.25,4.5
2016-02-14,16,25.0,0.25,4.0
2016-02-15,36,25.0,0.25,9.0
2016-02-16,51,25.0,0.25,12.75
2016-02-17,52,25.0,0.25,13.0
2016-02-18,93,25.0,0.25,23.25
2016-02-19,93,25.0,0.25,23.25
2016-02-20,31,25.0,0.25,7.75
2016-02-21,33,25.0,0.25,8.25
2016-02-22,62,25.0,0.25,15.5
2016-02-23,63,25.0,0.25,15.75
2016-02-24,73,25.0,0.25,18.25
2016-02-25,84,25.0,0.25,21.0
2016-02-26,92,25.0,0.25,23.0
2016-02-27,33,25.0,0.25,8.25
2016-02-28,37,25.0,0.25,9.25
2016-02-29,64,25.0,0.25,16.0
2016-03-01,89,24.0,0.24,21.36
2016-03-02,78,24.0,0.24,18.72
2016-03-03,77,24.0,0.24,18.48
2016-03-04,84,24.0,0.24,20.16
2016-03-05,40,24.0,0.24,9.6
2016-03-06,28,24.0,0.24,6.72
2016-03-07,59,24.0,0.24,14.16
2016-03-08,77,24.0,0.24,18.48
2016-03-09,68,24.0,0.24,16.32
2016-03-10,76,24.0,0.24,18.24
2016-03-11,83,24.0,0.24,19.919999999999998
2016-03-12,30,24.0,0.24,7.199999999999999
2016-03-13,29,24.0,0.24,6.96
2016-03-14,53,24.0,0.24,12.719999999999999
2016-03-15,70,24.0,0.24,16.8
2016-03-16,79,24.0,0.24,18.96
2016-03-17,92,24.0,0.24,22.08
2016-03-18,73,24.0,0.24,17.52
2016-03-19,26,24.0,0.24,6.24
2016-03-20,28,24.0,0.24,6.72
2016-03-21,76,24.0,0.24,18.24
2016-03-22,73,24.0,0.24,17.52
2016-03-23,78,24.0,0.24,18.72
2016-03-24,73,24.0,0.24,17.52
2016-03-25,51,24.0,0.24,12.24
2016-03-26,23,24.0,0.24,5.52
2016-03-27,14,24.0,0.24,3.36
2016-03-28,71,24.0,0.24,17.04
2016-03-29,72,24.0,0.24,17.28
2016-03-30,72,24.0,0.24,17.28
2016-03-31,100,24.0,0.24,24.0
2016-04-01,39,26.0,0.26,10.14
2016-04-02,25,26.0,0.26,6.5
2016-04-03,19,26.0,0.26,4.94
2016-04-04,34,26.0,0.26,8.84
2016-04-05,38,26.0,0.26,9.88
2016-04-06,50,26.0,0.26,13.0
2016-04-07,39,26.0,0.26,10.14
2016-04-08,41,26.0,0.26,10.66
2016-04-09,15,26.0,0.26,3.9000000000000004
2016-04-10,8,26.0,0.26,2.08
2016-04-11,39,26.0,0.26,10.14
2016-04-12,59,26.0,0.26,15.34
2016-04-13,43,26.0,0.26,11.18
2016-04-14,43,26.0,0.26,11.18
2016-04-15,43,26.0,0.26,11.18
2016-04-16,22,26.0,0.26,5.720000000000001
2016-04-17,13,26.0,0.26,3.38
2016-04-18,53,26.0,0.26,13.780000000000001
2016-04-19,100,26.0,0.26,26.0
2016-04-20,74,26.0,0.26,19.240000000000002
2016-04-21,52,26.0,0.26,13.52
2016-04-22,41,26.0,0.26,10.66
2016-04-23,17,26.0,0.26,4.42
2016-04-24,14,26.0,0.26,3.64
2016-04-25,40,26.0,0.26,10.4
2016-04-26,49,26.0,0.26,12.74
2016-04-27,42,26.0,0.26,10.92
2016-04-28,34,26.0,0.26,8.84
2016-04-29,40,26.0,0.26,10.4
2016-04-30,25,26.0,0.26,6.5
2016-05-01,31,24.0,0.24,7.4399999999999995
2016-05-02,68,24.0,0.24,16.32
2016-05-03,74,24.0,0.24,17.759999999999998
2016-05-04,68,24.0,0.24,16.32
2016-05-05,61,24.0,0.24,14.639999999999999
2016-05-06,77,24.0,0.24,18.48
2016-05-07,37,24.0,0.24,8.879999999999999
2016-05-08,35,24.0,0.24,8.4
2016-05-09,79,24.0,0.24,18.96
2016-05-10,99,24.0,0.24,23.759999999999998
2016-05-11,100,24.0,0.24,24.0
2016-05-12,61,24.0,0.24,14.639999999999999
2016-05-13,65,24.0,0.24,15.6
2016-05-14,40,24.0,0.24,9.6
2016-05-15,28,24.0,0.24,6.72
2016-05-16,70,24.0,0.24,16.8
2016-05-17,87,24.0,0.24,20.88
2016-05-18,85,24.0,0.24,20.4
2016-05-19,61,24.0,0.24,14.639999999999999
2016-05-20,61,24.0,0.24,14.639999999999999
2016-05-21,34,24.0,0.24,8.16
2016-05-22,19,24.0,0.24,4.56
2016-05-23,62,24.0,0.24,14.879999999999999
2016-05-24,54,24.0,0.24,12.959999999999999
2016-05-25,74,24.0,0.24,17.759999999999998
2016-05-26,71,24.0,0.24,17.04
2016-05-27,72,24.0,0.24,17.28
2016-05-28,26,24.0,0.24,6.24
2016-05-29,23,24.0,0.24,5.52
2016-05-30,17,24.0,0.24,4.08
2016-05-31,77,24.0,0.24,18.48
2016-06-01,60,28.0,0.28,16.8
2016-06-02,63,28.0,0.28,17.64
2016-06-03,58,28.0,0.28,16.240000000000002
2016-06-04,29,28.0,0.28,8.120000000000001
2016-06-05,21,28.0,0.28,5.880000000000001
2016-06-06,48,28.0,0.28,13.440000000000001
2016-06-07,61,28.0,0.28,17.080000000000002
2016-06-08,65,28.0,0.28,18.200000000000003
2016-06-09,66,28.0,0.28,18.48
2016-06-10,60,28.0,0.28,16.8
2016-06-11,14,28.0,0.28,3.9200000000000004
2016-06-12,12,28.0,0.28,3.3600000000000003
2016-06-13,56,28.0,0.28,15.680000000000001
2016-06-14,43,28.0,0.28,12.040000000000001
2016-06-15,52,28.0,0.28,14.560000000000002
2016-06-16,65,28.0,0.28,18.200000000000003
2016-06-17,37,28.0,0.28,10.360000000000001
2016-06-18,39,28.0,0.28,10.920000000000002
2016-06-19,14,28.0,0.28,3.9200000000000004
2016-06-20,51,28.0,0.28,14.280000000000001
2016-06-21,51,28.0,0.28,14.280000000000001
2016-06-22,46,28.0,0.28,12.88
2016-06-23,69,28.0,0.28,19.32
2016-06-24,100,28.0,0.28,28.000000000000004
2016-06-25,18,28.0,0.28,5.040000000000001
2016-06-26,23,28.0,0.28,6.44
2016-06-27,75,28.0,0.28,21.000000000000004
2016-06-28,84,28.0,0.28,23.520000000000003
2016-06-29,69,28.0,0.28,19.32
2016-06-30,77,28.0,0.28,21.560000000000002
2016-07-01,49,27.0,0.27,13.23
2016-07-02,23,27.0,0.27,6.210000000000001
2016-07-03,16,27.0,0.27,4.32
2016-07-04,9,27.0,0.27,2.43
2016-07-05,38,27.0,0.27,10.260000000000002
2016-07-06,48,27.0,0.27,12.96
2016-07-07,36,27.0,0.27,9.72
2016-07-08,57,27.0,0.27,15.39
2016-07-09,22,27.0,0.27,5.94
2016-07-10,13,27.0,0.27,3.5100000000000002
2016-07-11,51,27.0,0.27,13.770000000000001
2016-07-12,41,27.0,0.27,11.07
2016-07-13,56,27.0,0.27,15.120000000000001
2016-07-14,46,27.0,0.27,12.420000000000002
2016-07-15,53,27.0,0.27,14.31
2016-07-16,8,27.0,0.27,2.16
2016-07-17,9,27.0,0.27,2.43
2016-07-18,49,27.0,0.27,13.23
2016-07-19,100,27.0,0.27,27.0
2016-07-20,58,27.0,0.27,15.66
2016-07-21,61,27.0,0.27,16.470000000000002
2016-07-22,42,27.0,0.27,11.34
2016-07-23,23,27.0,0.27,6.210000000000001
2016-07-24,17,27.0,0.27,4.59
2016-07-25,44,27.0,0.27,11.88
2016-07-26,42,27.0,0.27,11.34
2016-07-27,50,27.0,0.27,13.5
2016-07-28,40,27.0,0.27,10.8
2016-07-29,48,27.0,0.27,12.96
2016-07-30,18,27.0,0.27,4.86
2016-07-31,12,27.0,0.27,3.24
2016-08-01,73,24.0,0.24,17.52
2016-08-02,77,24.0,0.24,18.48
2016-08-03,100,24.0,0.24,24.0
2016-08-04,88,24.0,0.24,21.119999999999997
2016-08-05,100,24.0,0.24,24.0
2016-08-06,15,24.0,0.24,3.5999999999999996
2016-08-07,39,24.0,0.24,9.36
2016-08-08,69,24.0,0.24,16.56
2016-08-09,97,24.0,0.24,23.279999999999998
2016-08-10,97,24.0,0.24,23.279999999999998
2016-08-11,74,24.0,0.24,17.759999999999998
2016-08-12,99,24.0,0.24,23.759999999999998
2016-08-13,40,24.0,0.24,9.6
2016-08-14,35,24.0,0.24,8.4
2016-08-15,80,24.0,0.24,19.2
2016-08-16,76,24.0,0.24,18.24
2016-08-17,85,24.0,0.24,20.4
2016-08-18,94,24.0,0.24,22.56
2016-08-19,95,24.0,0.24,22.8
2016-08-20,35,24.0,0.24,8.4
2016-08-21,0,24.0,0.24,0.0
2016-08-22,84,24.0,0.24,20.16
2016-08-23,74,24.0,0.24,17.759999999999998
2016-08-24,97,24.0,0.24,23.279999999999998
2016-08-25,67,24.0,0.24,16.08
2016-08-26,65,24.0,0.24,15.6
2016-08-27,31,24.0,0.24,7.4399999999999995
2016-08-28,39,24.0,0.24,9.36
2016-08-29,89,24.0,0.24,21.36
2016-08-30,77,24.0,0.24,18.48
2016-08-31,65,24.0,0.24,15.6
2016-09-01,78,22.0,0.22,17.16
2016-09-02,86,22.0,0.22,18.92
2016-09-03,49,22.0,0.22,10.78
2016-09-04,21,22.0,0.22,4.62
2016-09-05,32,22.0,0.22,7.04
2016-09-06,97,22.0,0.22,21.34
2016-09-07,85,22.0,0.22,18.7
2016-09-08,96,22.0,0.22,21.12
2016-09-09,98,22.0,0.22,21.56
2016-09-10,37,22.0,0.22,8.14
2016-09-11,30,22.0,0.22,6.6
2016-09-12,76,22.0,0.22,16.72
2016-09-13,77,22.0,0.22,16.94
2016-09-14,100,22.0,0.22,22.0
2016-09-15,85,22.0,0.22,18.7
2016-09-16,83,22.0,0.22,18.26
2016-09-17,73,22.0,0.22,16.06
2016-09-18,30,22.0,0.22,6.6
2016-09-19,53,22.0,0.22,11.66
2016-09-20,86,22.0,0.22,18.92
2016-09-21,87,22.0,0.22,19.14
2016-09-22,71,22.0,0.22,15.62
2016-09-23,77,22.0,0.22,16.94
2016-09-24,34,22.0,0.22,7.48
2016-09-25,17,22.0,0.22,3.74
2016-09-26,72,22.0,0.22,15.84
2016-09-27,78,22.0,0.22,17.16
2016-09-28,88,22.0,0.22,19.36
2016-09-29,92,22.0,0.22,20.24
2016-09-30,92,22.0,0.22,20.24
2016-10-01,20,24.0,0.24,4.8
2016-10-02,23,24.0,0.24,5.52
2016-10-03,59,24.0,0.24,14.16
2016-10-04,66,24.0,0.24,15.84
2016-10-05,61,24.0,0.24,14.639999999999999
2016-10-06,51,24.0,0.24,12.24
2016-10-07,54,24.0,0.24,12.959999999999999
2016-10-08,29,24.0,0.24,6.96
2016-10-09,20,24.0,0.24,4.8
2016-10-10,48,24.0,0.24,11.52
2016-10-11,63,24.0,0.24,15.12
2016-10-12,52,24.0,0.24,12.48
2016-10-13,55,24.0,0.24,13.2
2016-10-14,46,24.0,0.24,11.04
2016-10-15,21,24.0,0.24,5.04
2016-10-16,20,24.0,0.24,4.8
2016-10-17,47,24.0,0.24,11.28
2016-10-18,100,24.0,0.24,24.0
2016-10-19,93,24.0,0.24,22.32
2016-10-20,73,24.0,0.24,17.52
2016-10-21,71,24.0,0.24,17.04
2016-10-22,27,24.0,0.24,6.4799999999999995
2016-10-23,17,24.0,0.24,4.08
2016-10-24,59,24.0,0.24,14.16
2016-10-25,59,24.0,0.24,14.16
2016-10-26,70,24.0,0.24,16.8
2016-10-27,50,24.0,0.24,12.0
2016-10-28,61,24.0,0.24,14.639999999999999
2016-10-29,38,24.0,0.24,9.12
2016-10-30,18,24.0,0.24,4.32
2016-10-31,51,24.0,0.24,12.24
2016-11-01,63,23.0,0.23,14.49
2016-11-02,45,23.0,0.23,10.35
2016-11-03,42,23.0,0.23,9.66
2016-11-04,58,23.0,0.23,13.34
2016-11-05,12,23.0,0.23,2.7600000000000002
2016-11-06,16,23.0,0.23,3.68
2016-11-07,56,23.0,0.23,12.88
2016-11-08,55,23.0,0.23,12.65
2016-11-09,84,23.0,0.23,19.32
2016-11-10,100,23.0,0.23,23.0
2016-11-11,68,23.0,0.23,15.64
2016-11-12,29,23.0,0.23,6.67
2016-11-13,12,23.0,0.23,2.7600000000000002
2016-11-14,60,23.0,0.23,13.8
2016-11-15,65,23.0,0.23,14.950000000000001
2016-11-16,59,23.0,0.23,13.57
2016-11-17,50,23.0,0.23,11.5
2016-11-18,55,23.0,0.23,12.65
2016-11-19,21,23.0,0.23,4.83
2016-11-20,10,23.0,0.23,2.3000000000000003
2016-11-21,41,23.0,0.23,9.43
2016-11-22,73,23.0,0.23,16.79
2016-11-23,62,23.0,0.23,14.26
2016-11-24,24,23.0,0.23,5.5200000000000005
2016-11-25,49,23.0,0.23,11.270000000000001
2016-11-26,22,23.0,0.23,5.0600000000000005
2016-11-27,18,23.0,0.23,4.140000000000001
2016-11-28,43,23.0,0.23,9.89
2016-11-29,60,23.0,0.23,13.8
2016-11-30,52,23.0,0.23,11.96
2016-12-01,68,24.0,0.24,16.32
2016-12-02,81,24.0,0.24,19.439999999999998
2016-12-03,26,24.0,0.24,6.24
2016-12-04,32,24.0,0.24,7.68
2016-12-05,63,24.0,0.24,15.12
2016-12-06,74,24.0,0.24,17.759999999999998
2016-12-07,81,24.0,0.24,19.439999999999998
2016-12-08,90,24.0,0.24,21.599999999999998
2016-12-09,87,24.0,0.24,20.88
2016-12-10,30,24.0,0.24,7.199999999999999
2016-12-11,40,24.0,0.24,9.6
2016-12-12,64,24.0,0.24,15.36
2016-12-13,100,24.0,0.24,24.0
2016-12-14,79,24.0,0.24,18.96
2016-12-15,72,24.0,0.24,17.28
2016-12-16,88,24.0,0.24,21.119999999999997
2016-12-17,22,24.0,0.24,5.279999999999999
2016-12-18,26,24.0,0.24,6.24
2016-12-19,58,24.0,0.24,13.92
2016-12-20,69,24.0,0.24,16.56
2016-12-21,60,24.0,0.24,14.399999999999999
2016-12-22,60,24.0,0.24,14.399999999999999
2016-12-23,33,24.0,0.24,7.92
2016-12-24,25,24.0,0.24,6.0
2016-12-25,29,24.0,0.24,6.96
2016-12-26,24,24.0,0.24,5.76
2016-12-27,47,24.0,0.24,11.28
2016-12-28,55,24.0,0.24,13.2
2016-12-29,40,24.0,0.24,9.6
2016-12-30,60,24.0,0.24,14.399999999999999
2016-12-31,24,24.0,0.24,5.76
2017-01-01,19,25.0,0.25,4.75
2017-01-02,25,25.0,0.25,6.25
2017-01-03,59,25.0,0.25,14.75
2017-01-04,66,25.0,0.25,16.5
2017-01-05,58,25.0,0.25,14.5
2017-01-06,64,25.0,0.25,16.0
2017-01-07,27,25.0,0.25,6.75
2017-01-08,0,25.0,0.25,0.0
2017-01-09,39,25.0,0.25,9.75
2017-01-10,51,25.0,0.25,12.75
2017-01-11,48,25.0,0.25,12.0
2017-01-12,54,25.0,0.25,13.5
2017-01-13,62,25.0,0.25,15.5
2017-01-14,25,25.0,0.25,6.25
2017-01-15,20,25.0,0.25,5.0
2017-01-16,22,25.0,0.25,5.5
2017-01-17,50,25.0,0.25,12.5
2017-01-18,53,25.0,0.25,13.25
2017-01-19,58,25.0,0.25,14.5
2017-01-20,40,25.0,0.25,10.0
2017-01-21,17,25.0,0.25,4.25
2017-01-22,21,25.0,0.25,5.25
2017-01-23,58,25.0,0.25,14.5
2017-01-24,96,25.0,0.25,24.0
2017-01-25,86,25.0,0.25,21.5
2017-01-26,100,25.0,0.25,25.0
2017-01-27,72,25.0,0.25,18.0
2017-01-28,24,25.0,0.25,6.0
2017-01-29,23,25.0,0.25,5.75
2017-01-30,51,25.0,0.25,12.75
2017-01-31,63,25.0,0.25,15.75
2017-02-01,59,25.0,0.25,14.75
2017-02-02,85,25.0,0.25,21.25
2017-02-03,68,25.0,0.25,17.0
2017-02-04,46,25.0,0.25,11.5
2017-02-05,19,25.0,0.25,4.75
2017-02-06,48,25.0,0.25,12.0
2017-02-07,69,25.0,0.25,17.25
2017-02-08,70,25.0,0.25,17.5
2017-02-09,61,25.0,0.25,15.25
2017-02-10,68,25.0,0.25,17.0
2017-02-11,23,25.0,0.25,5.75
2017-02-12,25,25.0,0.25,6.25
2017-02-13,58,25.0,0.25,14.5
2017-02-14,86,25.0,0.25,21.5
2017-02-15,91,25.0,0.25,22.75
2017-02-16,81,25.0,0.25,20.25
2017-02-17,64,25.0,0.25,16.0
2017-02-18,41,25.0,0.25,10.25
2017-02-19,34,25.0,0.25,8.5
2017-02-20,38,25.0,0.25,9.5
2017-02-21,83,25.0,0.25,20.75
2017-02-22,75,25.0,0.25,18.75
2017-02-23,95,25.0,0.25,23.75
2017-02-24,100,25.0,0.25,25.0
2017-02-25,34,25.0,0.25,8.5
2017-02-26,35,25.0,0.25,8.75
2017-02-27,65,25.0,0.25,16.25
2017-02-28,89,25.0,0.25,22.25
2017-03-01,96,28.0,0.28,26.880000000000003
2017-03-02,100,28.0,0.28,28.000000000000004
2017-03-03,89,28.0,0.28,24.92
2017-03-04,31,28.0,0.28,8.680000000000001
2017-03-05,31,28.0,0.28,8.680000000000001
2017-03-06,65,28.0,0.28,18.200000000000003
2017-03-07,57,28.0,0.28,15.96
2017-03-08,63,28.0,0.28,17.64
2017-03-09,76,28.0,0.28,21.28
2017-03-10,85,28.0,0.28,23.8
2017-03-11,32,28.0,0.28,8.96
2017-03-12,27,28.0,0.28,7.5600000000000005
2017-03-13,61,28.0,0.28,17.080000000000002
2017-03-14,64,28.0,0.28,17.92
2017-03-15,74,28.0,0.28,20.720000000000002
2017-03-16,77,28.0,0.28,21.560000000000002
2017-03-17,68,28.0,0.28,19.040000000000003
2017-03-18,38,28.0,0.28,10.64
2017-03-19,18,28.0,0.28,5.040000000000001
2017-03-20,62,28.0,0.28,17.360000000000003
2017-03-21,61,28.0,0.28,17.080000000000002
2017-03-22,65,28.0,0.28,18.200000000000003
2017-03-23,84,28.0,0.28,23.520000000000003
2017-03-24,73,28.0,0.28,20.44
2017-03-25,28,28.0,0.28,7.840000000000001
2017-03-26,20,28.0,0.28,5.6000000000000005
2017-03-27,69,28.0,0.28,19.32
2017-03-28,70,28.0,0.28,19.6
2017-03-29,68,28.0,0.28,19.040000000000003
2017-03-30,86,28.0,0.28,24.080000000000002
2017-03-31,70,28.0,0.28,19.6
2017-04-01,30,24.0,0.24,7.199999999999999
2017-04-02,17,24.0,0.24,4.08
2017-04-03,42,24.0,0.24,10.08
2017-04-04,54,24.0,0.24,12.959999999999999
2017-04-05,50,24.0,0.24,12.0
2017-04-06,51,24.0,0.24,12.24
2017-04-07,48,24.0,0.24,11.52
2017-04-08,15,24.0,0.24,3.5999999999999996
2017-04-09,18,24.0,0.24,4.32
2017-04-10,52,24.0,0.24,12.48
2017-04-11,43,24.0,0.24,10.32
2017-04-12,49,24.0,0.24,11.76
2017-04-13,57,24.0,0.24,13.68
2017-04-14,39,24.0,0.24,9.36
2017-04-15,24,24.0,0.24,5.76
2017-04-16,15,24.0,0.24,3.5999999999999996
2017-04-17,51,24.0,0.24,12.24
2017-04-18,100,24.0,0.24,24.0
2017-04-19,77,24.0,0.24,18.48
2017-04-20,69,24.0,0.24,16.56
2017-04-21,53,24.0,0.24,12.719999999999999
2017-04-22,17,24.0,0.24,4.08
2017-04-23,16,24.0,0.24,3.84
2017-04-24,69,24.0,0.24,16.56
2017-04-25,51,24.0,0.24,12.24
2017-04-26,63,24.0,0.24,15.12
2017-04-27,53,24.0,0.24,12.719999999999999
2017-04-28,49,24.0,0.24,11.76
2017-04-29,24,24.0,0.24,5.76
2017-04-30,11,24.0,0.24,2.6399999999999997
2017-05-01,61,23.0,0.23,14.030000000000001
2017-05-02,60,23.0,0.23,13.8
2017-05-03,56,23.0,0.23,12.88
2017-05-04,60,23.0,0.23,13.8
2017-05-05,100,23.0,0.23,23.0
2017-05-06,48,23.0,0.23,11.040000000000001
2017-05-07,30,23.0,0.23,6.9
2017-05-08,66,23.0,0.23,15.180000000000001
2017-05-09,61,23.0,0.23,14.030000000000001
2017-05-10,72,23.0,0.23,16.560000000000002
2017-05-11,62,23.0,0.23,14.26
2017-05-12,77,23.0,0.23,17.71
2017-05-13,30,23.0,0.23,6.9
2017-05-14,5,23.0,0.23,1.1500000000000001
2017-05-15,79,23.0,0.23,18.17
2017-05-16,90,23.0,0.23,20.7
2017-05-17,87,23.0,0.23,20.01
2017-05-18,76,23.0,0.23,17.48
2017-05-19,82,23.0,0.23,18.86
2017-05-20,29,23.0,0.23,6.67
2017-05-21,33,23.0,0.23,7.590000000000001
2017-05-22,73,23.0,0.23,16.79
2017-05-23,66,23.0,0.23,15.180000000000001
2017-05-24,62,23.0,0.23,14.26
2017-05-25,87,23.0,0.23,20.01
2017-05-26,60,23.0,0.23,13.8
2017-05-27,12,23.0,0.23,2.7600000000000002
2017-05-28,17,23.0,0.23,3.91
2017-05-29,22,23.0,0.23,5.0600000000000005
2017-05-30,85,23.0,0.23,19.55
2017-05-31,64,23.0,0.23,14.72
2017-06-01,73,27.0,0.27,19.71
2017-06-02,83,27.0,0.27,22.41
2017-06-03,46,27.0,0.27,12.420000000000002
2017-06-04,24,27.0,0.27,6.48
2017-06-05,95,27.0,0.27,25.650000000000002
2017-06-06,82,27.0,0.27,22.14
2017-06-07,86,27.0,0.27,23.220000000000002
2017-06-08,86,27.0,0.27,23.220000000000002
2017-06-09,99,27.0,0.27,26.73
2017-06-10,18,27.0,0.27,4.86
2017-06-11,23,27.0,0.27,6.210000000000001
2017-06-12,83,27.0,0.27,22.41
2017-06-13,100,27.0,0.27,27.0
2017-06-14,70,27.0,0.27,18.900000000000002
2017-06-15,90,27.0,0.27,24.3
2017-06-16,97,27.0,0.27,26.19
2017-06-17,29,27.0,0.27,7.83
2017-06-18,25,27.0,0.27,6.75
2017-06-19,83,27.0,0.27,22.41
2017-06-20,72,27.0,0.27,19.44
2017-06-21,84,27.0,0.27,22.68
2017-06-22,86,27.0,0.27,23.220000000000002
2017-06-23,81,27.0,0.27,21.87
2017-06-24,27,27.0,0.27,7.290000000000001
2017-06-25,17,27.0,0.27,4.59
2017-06-26,60,27.0,0.27,16.200000000000003
2017-06-27,95,27.0,0.27,25.650000000000002
2017-06-28,86,27.0,0.27,23.220000000000002
2017-06-29,62,27.0,0.27,16.740000000000002
2017-06-30,74,27.0,0.27,19.98
2017-07-01,6,24.0,0.24,1.44
2017-07-02,4,24.0,0.24,0.96
