date,Visa
2016-05-07,44.16
2016-05-08,40.96
2016-05-09,60.16
2016-05-10,55.68
2016-05-11,58.88
2016-05-12,58.24
2016-05-13,53.120000000000005
2016-05-14,42.24
2016-05-15,42.24
2016-05-16,60.16
2016-05-17,56.96
2016-05-18,59.52
2016-05-19,54.4
2016-05-20,53.120000000000005
2016-05-21,44.8
2016-05-22,41.6
2016-05-23,58.88
2016-05-24,55.04
2016-05-25,49.92
2016-05-26,54.4
2016-05-27,47.36
2016-05-28,40.96
2016-05-29,38.4
2016-05-30,40.96
2016-05-31,60.8
2016-06-01,57.4
2016-06-02,54.6
2016-06-03,47.6
2016-06-04,38.5
2016-06-05,39.9
2016-06-06,60.2
2016-06-07,59.49999999999999
2016-06-08,62.99999999999999
2016-06-09,51.8
2016-06-10,49.0
2016-06-11,37.8
2016-06-12,39.9
2016-06-13,57.4
2016-06-14,58.8
2016-06-15,67.19999999999999
2016-06-16,58.8
2016-06-17,50.4
2016-06-18,40.6
2016-06-19,39.9
2016-06-20,70.0
2016-06-21,69.3
2016-06-22,60.9
2016-06-23,56.0
2016-06-24,57.4
2016-06-25,41.3
2016-06-26,39.2
2016-06-27,53.9
2016-06-28,59.49999999999999
2016-06-29,60.2
2016-06-30,62.3
2016-07-01,45.36
2016-07-02,37.17
2016-07-03,37.17
2016-07-04,38.43
2016-07-05,49.77
2016-07-06,50.4
2016-07-07,51.66
2016-07-08,49.14
2016-07-09,39.06
2016-07-10,37.17
2016-07-11,63.0
2016-07-12,53.55
2016-07-13,54.18
2016-07-14,45.36
2016-07-15,42.84
2016-07-16,37.8
2016-07-17,36.54
2016-07-18,51.03
2016-07-19,51.03
2016-07-20,45.99
2016-07-21,54.18
2016-07-22,43.47
2016-07-23,35.910000000000004
2016-07-24,35.910000000000004
2016-07-25,42.21
2016-07-26,51.03
2016-07-27,47.25
2016-07-28,47.88
2016-07-29,44.73
2016-07-30,36.54
2016-07-31,35.28
2016-08-01,63.650000000000006
2016-08-02,67.0
2016-08-03,60.970000000000006
2016-08-04,58.96
2016-08-05,58.290000000000006
2016-08-06,47.57
2016-08-07,43.55
2016-08-08,58.96
2016-08-09,62.31
2016-08-10,52.93
2016-08-11,54.27
2016-08-12,52.93
2016-08-13,42.88
2016-08-14,40.870000000000005
2016-08-15,57.620000000000005
2016-08-16,54.940000000000005
2016-08-17,56.28
2016-08-18,52.93
2016-08-19,50.25
2016-08-20,47.57
2016-08-21,42.88
2016-08-22,56.95
2016-08-23,54.940000000000005
2016-08-24,54.27
2016-08-25,50.92
2016-08-26,48.91
2016-08-27,41.54
2016-08-28,40.870000000000005
2016-08-29,51.59
2016-08-30,49.580000000000005
2016-08-31,50.92
2016-09-01,51.46
2016-09-02,54.56
2016-09-03,39.68
2016-09-04,39.68
2016-09-05,42.78
2016-09-06,55.18
2016-09-07,58.28
2016-09-08,53.32
2016-09-09,53.32
2016-09-10,39.68
2016-09-11,39.06
2016-09-12,57.04
2016-09-13,55.18
2016-09-14,50.22
2016-09-15,62.0
2016-09-16,52.7
2016-09-17,42.16
2016-09-18,38.44
2016-09-19,53.32
2016-09-20,52.08
2016-09-21,50.84
2016-09-22,48.98
2016-09-23,47.74
2016-09-24,39.68
2016-09-25,36.58
2016-09-26,47.74
2016-09-27,47.74
2016-09-28,47.74
2016-09-29,49.6
2016-09-30,45.88
2016-10-01,41.3
2016-10-02,38.94
2016-10-03,54.87
2016-10-04,53.69
2016-10-05,50.74
2016-10-06,46.61
2016-10-07,44.25
2016-10-08,40.71
2016-10-09,37.17
2016-10-10,51.92
2016-10-11,59.0
2016-10-12,59.0
2016-10-13,49.56
2016-10-14,48.38
2016-10-15,39.53
2016-10-16,39.53
2016-10-17,54.87
2016-10-18,55.46
2016-10-19,48.38
2016-10-20,48.97
2016-10-21,48.97
2016-10-22,40.12
2016-10-23,39.53
2016-10-24,47.79
2016-10-25,54.28
2016-10-26,50.15
2016-10-27,47.79
2016-10-28,43.07
2016-10-29,38.35
2016-10-30,37.76
2016-10-31,54.87
2016-11-01,51.68000000000001
2016-11-02,51.68000000000001
2016-11-03,47.6
2016-11-04,48.28
2016-11-05,42.84
2016-11-06,40.8
2016-11-07,55.080000000000005
2016-11-08,52.36000000000001
2016-11-09,57.120000000000005
2016-11-10,68.0
2016-11-11,49.64
2016-11-12,40.8
2016-11-13,40.120000000000005
2016-11-14,61.2
2016-11-15,64.60000000000001
2016-11-16,59.16
2016-11-17,52.36000000000001
2016-11-18,56.440000000000005
2016-11-19,42.16
2016-11-20,40.120000000000005
2016-11-21,53.040000000000006
2016-11-22,58.48
2016-11-23,48.96
2016-11-24,37.400000000000006
2016-11-25,41.48
2016-11-26,40.8
2016-11-27,46.92
2016-11-28,63.24
2016-11-29,59.84
2016-11-30,61.2
2016-12-01,62.99999999999999
2016-12-02,58.8
2016-12-03,44.8
2016-12-04,44.8
2016-12-05,64.39999999999999
2016-12-06,63.7
2016-12-07,68.6
2016-12-08,56.7
2016-12-09,57.4
2016-12-10,49.0
2016-12-11,46.2
2016-12-12,67.19999999999999
2016-12-13,62.3
2016-12-14,59.49999999999999
2016-12-15,59.49999999999999
2016-12-16,59.49999999999999
2016-12-17,46.9
2016-12-18,44.8
2016-12-19,59.49999999999999
2016-12-20,68.6
2016-12-21,62.3
2016-12-22,59.49999999999999
2016-12-23,56.0
2016-12-24,42.7
2016-12-25,44.8
2016-12-26,60.2
2016-12-27,70.0
2016-12-28,62.99999999999999
2016-12-29,59.49999999999999
2016-12-30,53.9
2016-12-31,42.0
2017-01-01,24.42
2017-01-02,33.3
2017-01-03,40.7
2017-01-04,40.7
2017-01-05,45.14
2017-01-06,35.52
2017-01-07,28.12
2017-01-08,28.86
2017-01-09,40.7
2017-01-10,42.18
2017-01-11,38.48
2017-01-12,40.7
2017-01-13,37.0
2017-01-14,30.34
2017-01-15,28.12
2017-01-16,37.0
2017-01-17,36.26
2017-01-18,38.48
2017-01-19,36.26
2017-01-20,34.04
2017-01-21,28.86
2017-01-22,28.86
2017-01-23,37.74
2017-01-24,37.74
2017-01-25,43.66
2017-01-26,45.14
2017-01-27,40.7
2017-01-28,49.58
2017-01-29,51.8
2017-01-30,55.5
2017-01-31,74.0
2017-02-01,73.0
2017-02-02,59.86
2017-02-03,58.4
2017-02-04,49.64
2017-02-05,37.23
2017-02-06,43.8
2017-02-07,50.37
2017-02-08,50.37
2017-02-09,49.64
2017-02-10,45.26
2017-02-11,35.77
2017-02-12,32.85
2017-02-13,43.8
2017-02-14,41.61
2017-02-15,43.07
2017-02-16,38.69
2017-02-17,39.42
2017-02-18,34.31
2017-02-19,31.39
2017-02-20,40.15
2017-02-21,43.8
2017-02-22,51.83
2017-02-23,43.07
2017-02-24,38.69
2017-02-25,32.85
2017-02-26,30.66
2017-02-27,41.61
2017-02-28,46.72
2017-03-01,53.28
2017-03-02,53.28
2017-03-03,71.78
2017-03-04,72.52
2017-03-05,54.76
2017-03-06,74.0
2017-03-07,59.94
2017-03-08,63.64
2017-03-09,56.98
2017-03-10,55.5
2017-03-11,39.96
2017-03-12,39.22
2017-03-13,54.76
2017-03-14,53.28
2017-03-15,51.8
2017-03-16,54.02
2017-03-17,47.36
2017-03-18,37.74
2017-03-19,39.22
2017-03-20,57.72
2017-03-21,59.2
2017-03-22,53.28
2017-03-23,49.58
2017-03-24,45.14
2017-03-25,37.74
2017-03-26,38.48
2017-03-27,48.84
2017-03-28,54.02
2017-03-29,55.5
2017-03-30,48.84
2017-03-31,47.36
2017-04-01,40.71
2017-04-02,40.02
2017-04-03,57.96
2017-04-04,60.03
2017-04-05,61.41
2017-04-06,54.51
2017-04-07,53.13
2017-04-08,43.47
2017-04-09,41.4
2017-04-10,62.1
2017-04-11,62.78999999999999
2017-04-12,60.72
2017-04-13,49.67999999999999
2017-04-14,46.23
2017-04-15,40.71
2017-04-16,40.02
2017-04-17,53.81999999999999
2017-04-18,69.0
2017-04-19,61.41
2017-04-20,58.65
2017-04-21,50.37
2017-04-22,40.02
2017-04-23,40.71
2017-04-24,62.78999999999999
2017-04-25,60.03
2017-04-26,53.13
2017-04-27,57.27
2017-04-28,51.74999999999999
2017-04-29,39.33
2017-04-30,40.71
2017-05-01,60.2
2017-05-02,70.0
2017-05-03,62.3
2017-05-04,53.9
2017-05-05,53.2
2017-05-06,44.8
2017-05-07,48.3
2017-05-08,65.1
2017-05-09,69.3
2017-05-10,58.1
2017-05-11,58.1
2017-05-12,49.7
2017-05-13,43.4
2017-05-14,43.4
2017-05-15,60.2
2017-05-16,65.1
2017-05-17,52.5
2017-05-18,51.8
2017-05-19,48.3
2017-05-20,42.0
2017-05-21,39.9
2017-05-22,54.6
2017-05-23,58.1
2017-05-24,55.3
2017-05-25,58.1
2017-05-26,49.7
2017-05-27,42.0
2017-05-28,38.5
2017-05-29,42.7
2017-05-30,56.7
2017-05-31,63.7
2017-06-01,65.8
2017-06-02,56.0
2017-06-03,46.2
2017-06-04,43.4
2017-06-05,67.89999999999999
2017-06-06,64.39999999999999
2017-06-07,62.99999999999999
2017-06-08,57.4
2017-06-09,58.1
2017-06-10,45.5
2017-06-11,44.8
2017-06-12,66.5
2017-06-13,58.8
2017-06-14,57.4
2017-06-15,53.2
2017-06-16,58.1
2017-06-17,46.2
2017-06-18,44.1
2017-06-19,70.0
2017-06-20,63.7
2017-06-21,58.8
2017-06-22,56.0
2017-06-23,51.8
2017-06-24,40.6
2017-06-25,44.8
2017-06-26,62.3
2017-06-27,60.9
2017-06-28,60.2
2017-06-29,56.7
2017-06-30,56.7
2017-07-01,40.260000000000005
2017-07-02,38.28
2017-07-03,48.18
2017-07-04,42.24
2017-07-05,52.8
2017-07-06,58.74
2017-07-07,53.46
2017-07-08,40.92
2017-07-09,41.580000000000005
2017-07-10,62.7
2017-07-11,66.0
2017-07-12,61.38
2017-07-13,55.440000000000005
2017-07-14,57.42
2017-07-15,40.92
2017-07-16,40.260000000000005
2017-07-17,57.42
2017-07-18,60.06
2017-07-19,60.720000000000006
2017-07-20,52.14
2017-07-21,50.16
2017-07-22,40.260000000000005
2017-07-23,37.620000000000005
2017-07-24,56.760000000000005
2017-07-25,55.440000000000005
2017-07-26,48.84
2017-07-27,49.5
2017-07-28,48.84
2017-07-29,38.940000000000005
2017-07-30,40.260000000000005
2017-07-31,59.400000000000006
2017-08-01,61.11
2017-08-02,57.96
2017-08-03,57.33
2017-08-04,56.7
2017-08-05,39.06
2017-08-06,39.06
2017-08-07,60.48
2017-08-08,57.33
2017-08-09,63.0
2017-08-10,52.29
2017-08-11,50.4
2017-08-12,37.8
2017-08-13,37.8
2017-08-14,51.03
2017-08-15,63.0
2017-08-16,51.03
2017-08-17,49.77
2017-08-18,44.73
2017-08-19,39.69
2017-08-20,35.28
2017-08-21,45.36
2017-08-22,59.22
2017-08-23,51.03
2017-08-24,44.73
2017-08-25,41.58
2017-08-26,33.39
2017-08-27,34.65
2017-08-28,46.62
2017-08-29,48.51
2017-08-30,46.62
2017-08-31,46.62
2017-09-01,47.79
2017-09-02,37.76
2017-09-03,37.17
2017-09-04,40.12
2017-09-05,54.87
2017-09-06,59.0
2017-09-07,51.92
2017-09-08,47.79
2017-09-09,35.4
2017-09-10,35.4
2017-09-11,49.56
2017-09-12,54.28
2017-09-13,54.87
2017-09-14,48.38
2017-09-15,48.97
2017-09-16,38.35
2017-09-17,37.17
2017-09-18,48.97
2017-09-19,52.51
2017-09-20,48.97
2017-09-21,44.84
2017-09-22,44.25
2017-09-23,37.76
2017-09-24,36.58
2017-09-25,50.15
2017-09-26,56.05
2017-09-27,49.56
2017-09-28,49.56
2017-09-29,48.97
2017-09-30,38.94
2017-10-01,34.72
2017-10-02,43.4
2017-10-03,48.98
2017-10-04,49.6
2017-10-05,47.74
2017-10-06,44.64
2017-10-07,34.72
2017-10-08,35.96
2017-10-09,62.0
2017-10-10,55.8
2017-10-11,58.28
2017-10-12,58.28
2017-10-13,46.5
2017-10-14,35.96
2017-10-15,35.96
2017-10-16,52.7
2017-10-17,45.88
2017-10-18,48.98
2017-10-19,45.26
2017-10-20,42.78
2017-10-21,33.48
2017-10-22,33.48
2017-10-23,47.74
2017-10-24,48.98
2017-10-25,51.46
2017-10-26,48.98
2017-10-27,44.64
2017-10-28,35.34
2017-10-29,34.72
2017-10-30,45.88
2017-10-31,45.88
2017-11-01,67.0
2017-11-02,58.96
2017-11-03,48.91
2017-11-04,36.18
2017-11-05,34.84
2017-11-06,49.580000000000005
2017-11-07,52.260000000000005
2017-11-08,46.23
2017-11-09,50.92
2017-11-10,42.21
2017-11-11,34.84
2017-11-12,34.17
2017-11-13,51.59
2017-11-14,47.57
2017-11-15,46.900000000000006
2017-11-16,46.900000000000006
2017-11-17,46.23
2017-11-18,36.18
2017-11-19,33.5
2017-11-20,46.23
2017-11-21,52.93
2017-11-22,48.24
2017-11-23,32.160000000000004
2017-11-24,36.18
2017-11-25,34.84
2017-11-26,34.17
2017-11-27,46.900000000000006
2017-11-28,49.580000000000005
2017-11-29,51.59
2017-11-30,43.55
2017-12-01,52.48
2017-12-02,41.6
2017-12-03,37.12
2017-12-04,55.68
2017-12-05,53.76
2017-12-06,48.64
2017-12-07,51.84
2017-12-08,49.92
2017-12-09,39.04
2017-12-10,36.48
2017-12-11,52.48
2017-12-12,64.0
2017-12-13,54.4
2017-12-14,54.4
2017-12-15,53.76
2017-12-16,42.24
2017-12-17,42.24
2017-12-18,56.96
2017-12-19,58.88
2017-12-20,59.52
2017-12-21,54.4
2017-12-22,46.72
2017-12-23,39.04
2017-12-24,35.84
2017-12-25,40.96
2017-12-26,64.0
2017-12-27,64.0
2017-12-28,62.08
2017-12-29,59.52
2017-12-30,41.6
2017-12-31,36.48
2018-01-01,38.16
2018-01-02,72.0
2018-01-03,70.56
2018-01-04,61.2
2018-01-05,67.67999999999999
2018-01-06,51.12
2018-01-07,51.12
2018-01-08,64.08
2018-01-09,68.39999999999999
2018-01-10,63.36
2018-01-11,68.39999999999999
2018-01-12,63.36
2018-01-13,48.24
2018-01-14,45.36
2018-01-15,59.04
2018-01-16,62.64
2018-01-17,53.28
2018-01-18,56.16
2018-01-19,54.0
2018-01-20,46.8
2018-01-21,43.2
2018-01-22,54.72
2018-01-23,59.04
2018-01-24,58.32
2018-01-25,50.4
2018-01-26,59.04
2018-01-27,44.64
2018-01-28,41.76
2018-01-29,56.16
2018-01-30,56.16
2018-01-31,64.08
2018-02-01,62.08
2018-02-02,55.68
2018-02-03,44.8
2018-02-04,44.8
2018-02-05,51.84
2018-02-06,62.72
2018-02-07,59.52
2018-02-08,53.76
2018-02-09,57.6
2018-02-10,45.44
2018-02-11,42.88
2018-02-12,60.8
2018-02-13,60.16
2018-02-14,56.96
2018-02-15,54.4
2018-02-16,48.64
2018-02-17,44.16
2018-02-18,39.68
2018-02-19,49.28
2018-02-20,54.4
2018-02-21,54.4
2018-02-22,53.76
2018-02-23,53.76
2018-02-24,49.28
2018-02-25,44.16
2018-02-26,58.88
2018-02-27,59.52
2018-02-28,64.0
2018-03-01,68.0
2018-03-02,66.64
2018-03-03,52.36000000000001
2018-03-04,48.96
2018-03-05,64.60000000000001
2018-03-06,66.64
2018-03-07,59.84
2018-03-08,63.24
2018-03-09,63.92
2018-03-10,49.64
2018-03-11,46.24
2018-03-12,66.64
2018-03-13,66.64
2018-03-14,62.56
2018-03-15,61.2
2018-03-16,54.400000000000006
2018-03-17,44.88
2018-03-18,44.2
2018-03-19,61.88
2018-03-20,61.2
2018-03-21,62.56
2018-03-22,59.16
2018-03-23,53.720000000000006
2018-03-24,45.56
2018-03-25,42.84
2018-03-26,63.92
2018-03-27,59.16
2018-03-28,59.16
2018-03-29,59.84
2018-03-30,56.440000000000005
2018-03-31,45.56
2018-04-01,39.68
2018-04-02,62.0
2018-04-03,58.9
2018-04-04,57.66
2018-04-05,58.9
2018-04-06,53.32
2018-04-07,40.3
2018-04-08,41.54
2018-04-09,56.42
2018-04-10,62.0
2018-04-11,56.42
2018-04-12,54.56
2018-04-13,51.46
2018-04-14,40.3
2018-04-15,40.92
2018-04-16,57.04
2018-04-17,55.8
2018-04-18,54.56
2018-04-19,53.32
2018-04-20,48.98
2018-04-21,39.06
2018-04-22,37.2
2018-04-23,46.5
2018-04-24,55.8
2018-04-25,56.42
2018-04-26,53.94
2018-04-27,47.74
2018-04-28,42.16
2018-04-29,37.82
2018-04-30,51.46
2018-05-01,54.9
2018-05-02,52.46
2018-05-03,48.8
2018-05-04,51.24
2018-05-05,36.6
2018-05-06,39.65
2018-05-07,53.07
2018-05-08,57.95
2018-05-09,51.85
2018-05-10,61.0
2018-05-11,48.8
2018-05-12,42.7
2018-05-13,37.21
2018-05-14,53.07
2018-05-15,59.78
2018-05-16,54.29
2018-05-17,51.85
2018-05-18,46.97
2018-05-19,37.82
2018-05-20,38.43
2018-05-21,54.29
2018-05-22,53.07
2018-05-23,52.46
2018-05-24,45.14
2018-05-25,52.46
2018-05-26,38.43
2018-05-27,37.21
2018-05-28,43.92
2018-05-29,52.46
2018-05-30,55.51
2018-05-31,57.95
2018-06-01,57.72
2018-06-02,43.66
2018-06-03,42.18
2018-06-04,62.16
2018-06-05,59.94
2018-06-06,66.6
2018-06-07,59.94
2018-06-08,59.2
2018-06-09,42.92
2018-06-10,42.18
2018-06-11,63.64
2018-06-12,66.6
2018-06-13,74.0
2018-06-14,59.94
2018-06-15,62.9
2018-06-16,40.7
2018-06-17,38.48
2018-06-18,62.9
2018-06-19,53.28
2018-06-20,59.2
2018-06-21,54.02
2018-06-22,53.28
2018-06-23,40.7
2018-06-24,42.92
2018-06-25,56.24
2018-06-26,59.2
2018-06-27,57.72
2018-06-28,58.46
2018-06-29,59.2
2018-06-30,37.74
2018-07-01,36.96
2018-07-02,48.18
2018-07-03,55.440000000000005
2018-07-04,38.940000000000005
2018-07-05,58.74
2018-07-06,52.8
2018-07-07,38.940000000000005
2018-07-08,38.28
2018-07-09,56.760000000000005
2018-07-10,66.0
2018-07-11,56.760000000000005
2018-07-12,52.8
2018-07-13,53.46
2018-07-14,40.260000000000005
2018-07-15,37.620000000000005
2018-07-16,60.720000000000006
2018-07-17,54.78
2018-07-18,58.080000000000005
2018-07-19,52.8
2018-07-20,48.84
2018-07-21,36.96
2018-07-22,36.96
2018-07-23,57.42
2018-07-24,58.74
2018-07-25,50.16
2018-07-26,50.16
2018-07-27,52.14
2018-07-28,37.620000000000005
2018-07-29,36.3
2018-07-30,52.14
2018-07-31,60.06
2018-08-01,51.87
2018-08-02,52.44
2018-08-03,48.45
2018-08-04,33.629999999999995
2018-08-05,35.34
2018-08-06,52.44
2018-08-07,54.72
2018-08-08,53.58
2018-08-09,47.88
2018-08-10,50.73
2018-08-11,32.489999999999995
2018-08-12,36.48
2018-08-13,51.3
2018-08-14,46.17
2018-08-15,49.02
2018-08-16,40.47
2018-08-17,43.88999999999999
2018-08-18,36.48
2018-08-19,34.77
2018-08-20,56.99999999999999
2018-08-21,43.31999999999999
2018-08-22,42.18
2018-08-23,40.47
2018-08-24,41.61
2018-08-25,33.629999999999995
2018-08-26,32.489999999999995
2018-08-27,44.46
2018-08-28,46.74
2018-08-29,43.88999999999999
2018-08-30,43.88999999999999
2018-08-31,40.47
2018-09-01,36.58
2018-09-02,37.76
2018-09-03,41.89
2018-09-04,57.23
2018-09-05,54.28
2018-09-06,53.1
2018-09-07,50.74
2018-09-08,38.35
2018-09-09,39.53
2018-09-10,57.82
2018-09-11,58.41
2018-09-12,59.0
2018-09-13,52.51
2018-09-14,49.56
2018-09-15,38.35
2018-09-16,37.76
2018-09-17,51.92
2018-09-18,52.51
2018-09-19,53.1
2018-09-20,51.92
2018-09-21,49.56
2018-09-22,38.94
2018-09-23,37.76
2018-09-24,55.46
2018-09-25,49.56
2018-09-26,51.92
2018-09-27,47.2
2018-09-28,42.48
2018-09-29,40.12
2018-09-30,38.94
2018-10-01,55.25
2018-10-02,59.15
2018-10-03,61.1
2018-10-04,59.15
2018-10-05,51.35
2018-10-06,39.65
2018-10-07,38.35
2018-10-08,55.25
2018-10-09,57.85
2018-10-10,65.0
2018-10-11,57.85
2018-10-12,53.95
2018-10-13,38.35
2018-10-14,38.35
2018-10-15,59.15
2018-10-16,54.6
2018-10-17,46.8
2018-10-18,55.25
2018-10-19,48.1
2018-10-20,39.0
2018-10-21,41.6
2018-10-22,57.2
2018-10-23,52.0
2018-10-24,48.1
2018-10-25,52.0
2018-10-26,44.2
2018-10-27,37.7
2018-10-28,40.3
2018-10-29,51.35
2018-10-30,53.95
2018-10-31,50.7
2018-11-01,46.2
2018-11-02,52.25000000000001
2018-11-03,38.5
2018-11-04,37.95
2018-11-05,52.8
2018-11-06,48.95
2018-11-07,42.900000000000006
2018-11-08,53.35
2018-11-09,44.55
2018-11-10,36.85
2018-11-11,34.650000000000006
2018-11-12,45.650000000000006
2018-11-13,51.150000000000006
2018-11-14,55.00000000000001
2018-11-15,40.7
2018-11-16,40.7
2018-11-17,36.3
2018-11-18,34.1
2018-11-19,46.75000000000001
2018-11-20,42.35
2018-11-21,41.25
2018-11-22,30.250000000000004
2018-11-23,34.1
2018-11-24,34.1
2018-11-25,35.2
2018-11-26,51.7
2018-11-27,51.7
2018-11-28,47.3
2018-11-29,43.45
2018-11-30,43.45
2018-12-01,36.6
2018-12-02,34.77
2018-12-03,50.02
2018-12-04,49.41
2018-12-05,46.36
2018-12-06,43.31
2018-12-07,43.31
2018-12-08,35.99
2018-12-09,35.38
2018-12-10,51.85
2018-12-11,55.51
2018-12-12,48.19
2018-12-13,53.07
2018-12-14,48.8
2018-12-15,37.82
2018-12-16,36.6
2018-12-17,56.12
2018-12-18,51.85
2018-12-19,48.19
2018-12-20,53.68
2018-12-21,48.8
2018-12-22,40.87
2018-12-23,35.99
2018-12-24,42.09
2018-12-25,42.09
2018-12-26,61.0
2018-12-27,55.51
2018-12-28,51.24
2018-12-29,39.65
2018-12-30,38.43
2018-12-31,42.09
2019-01-01,38.43
2019-01-02,63.0
2019-01-03,58.59
2019-01-04,63.0
2019-01-05,42.84
2019-01-06,42.84
2019-01-07,56.7
2019-01-08,58.59
2019-01-09,59.85
2019-01-10,61.11
2019-01-11,60.48
2019-01-12,47.25
2019-01-13,41.58
2019-01-14,51.66
2019-01-15,52.92
2019-01-16,51.03
2019-01-17,49.14
2019-01-18,48.51
2019-01-19,37.17
2019-01-20,39.06
2019-01-21,44.73
2019-01-22,53.55
2019-01-23,51.66
2019-01-24,51.03
2019-01-25,44.1
2019-01-26,38.43
2019-01-27,38.43
2019-01-28,52.29
2019-01-29,49.14
2019-01-30,46.62
2019-01-31,54.81
2019-02-01,51.33
2019-02-02,40.71
2019-02-03,35.4
2019-02-04,48.97
2019-02-05,54.28
2019-02-06,50.15
2019-02-07,52.51
2019-02-08,48.97
2019-02-09,38.94
2019-02-10,37.17
2019-02-11,54.28
2019-02-12,54.28
2019-02-13,59.0
2019-02-14,50.74
2019-02-15,53.69
2019-02-16,39.53
2019-02-17,35.989999999999995
2019-02-18,43.07
2019-02-19,48.38
2019-02-20,48.38
2019-02-21,51.33
2019-02-22,44.84
2019-02-23,37.76
2019-02-24,36.58
2019-02-25,45.43
2019-02-26,48.38
2019-02-27,44.84
2019-02-28,47.2
2019-03-01,56.760000000000005
2019-03-02,44.88
2019-03-03,40.92
2019-03-04,54.120000000000005
2019-03-05,53.46
2019-03-06,54.120000000000005
2019-03-07,56.1
2019-03-08,50.16
2019-03-09,66.0
2019-03-10,57.42
2019-03-11,63.36
2019-03-12,61.38
2019-03-13,54.78
2019-03-14,57.42
2019-03-15,50.82
2019-03-16,40.92
2019-03-17,40.92
2019-03-18,55.440000000000005
2019-03-19,60.720000000000006
2019-03-20,52.8
2019-03-21,48.18
2019-03-22,46.2
2019-03-23,38.28
2019-03-24,36.96
2019-03-25,50.16
2019-03-26,54.120000000000005
2019-03-27,46.86
2019-03-28,50.16
2019-03-29,47.52
2019-03-30,38.28
2019-03-31,38.940000000000005
2019-04-01,50.63
2019-04-02,57.95
2019-04-03,57.95
2019-04-04,50.63
2019-04-05,50.63
2019-04-06,40.87
2019-04-07,39.65
2019-04-08,56.73
2019-04-09,59.17
2019-04-10,56.73
2019-04-11,55.51
2019-04-12,60.39
2019-04-13,43.92
2019-04-14,36.6
2019-04-15,56.73
2019-04-16,60.39
2019-04-17,53.07
2019-04-18,47.58
2019-04-19,45.14
2019-04-20,37.82
2019-04-21,38.43
2019-04-22,61.0
2019-04-23,60.39
2019-04-24,53.68
2019-04-25,50.63
2019-04-26,43.31
2019-04-27,40.26
2019-04-28,38.43
2019-04-29,51.85
2019-04-30,56.12
2019-05-01,47.79
2019-05-02,46.61
2019-05-03,41.89
2019-05-04,34.22
2019-05-05,34.22
2019-05-06,52.51
2019-05-07,55.46
2019-05-08,59.0
2019-05-09,48.97
2019-05-10,47.2
2019-05-11,36.58
2019-05-12,34.809999999999995
2019-05-13,52.51
2019-05-14,54.28
2019-05-15,50.15
2019-05-16,47.2
2019-05-17,46.61
2019-05-18,35.989999999999995
2019-05-19,35.989999999999995
2019-05-20,47.79
2019-05-21,48.97
2019-05-22,51.33
2019-05-23,47.2
2019-05-24,41.89
2019-05-25,33.629999999999995
2019-05-26,33.629999999999995
2019-05-27,37.17
2019-05-28,53.1
2019-05-29,45.43
2019-05-30,46.61
2019-05-31,48.97
2019-06-01,41.6
2019-06-02,48.0
2019-06-03,61.44
2019-06-04,56.96
2019-06-05,58.88
2019-06-06,53.76
2019-06-07,51.84
2019-06-08,42.88
2019-06-09,41.6
2019-06-10,56.96
2019-06-11,61.44
2019-06-12,60.8
2019-06-13,64.0
2019-06-14,55.68
2019-06-15,40.96
2019-06-16,37.12
2019-06-17,57.6
2019-06-18,63.36
2019-06-19,53.76
2019-06-20,53.120000000000005
2019-06-21,48.64
2019-06-22,39.68
2019-06-23,39.04
2019-06-24,58.24
2019-06-25,54.4
2019-06-26,58.88
2019-06-27,51.2
2019-06-28,46.72
2019-06-29,39.04
2019-06-30,36.48
2019-07-01,50.84
2019-07-02,51.46
2019-07-03,46.5
2019-07-04,34.72
2019-07-05,40.92
2019-07-06,34.1
2019-07-07,32.86
2019-07-08,51.46
2019-07-09,53.32
2019-07-10,53.32
2019-07-11,50.22
2019-07-12,52.08
2019-07-13,37.2
2019-07-14,37.2
2019-07-15,62.0
2019-07-16,54.56
2019-07-17,50.84
2019-07-18,50.22
2019-07-19,44.02
2019-07-20,34.72
2019-07-21,34.72
2019-07-22,47.12
2019-07-23,52.08
2019-07-24,47.74
2019-07-25,42.16
2019-07-26,43.4
2019-07-27,35.34
2019-07-28,34.1
2019-07-29,48.98
2019-07-30,48.98
2019-07-31,47.12
2019-08-01,51.24
2019-08-02,46.97
2019-08-03,37.21
2019-08-04,37.82
2019-08-05,57.34
2019-08-06,53.68
2019-08-07,54.9
2019-08-08,46.36
2019-08-09,42.7
2019-08-10,38.43
2019-08-11,34.16
2019-08-12,59.78
2019-08-13,61.0
2019-08-14,54.9
2019-08-15,57.95
2019-08-16,51.85
2019-08-17,37.21
2019-08-18,37.82
2019-08-19,48.8
2019-08-20,55.51
2019-08-21,53.07
2019-08-22,46.97
2019-08-23,43.31
2019-08-24,34.16
2019-08-25,32.94
2019-08-26,50.63
2019-08-27,50.02
2019-08-28,53.68
2019-08-29,44.53
2019-08-30,43.92
2019-08-31,32.33
2019-09-01,31.27
2019-09-02,35.4
2019-09-03,52.51
2019-09-04,47.2
2019-09-05,49.56
2019-09-06,46.02
2019-09-07,34.809999999999995
2019-09-08,32.45
2019-09-09,48.38
2019-09-10,53.69
2019-09-11,54.87
2019-09-12,50.74
2019-09-13,52.51
2019-09-14,35.4
2019-09-15,35.4
2019-09-16,54.28
2019-09-17,59.0
2019-09-18,54.28
