date,PG_unscaled,PG_monthly,scale,PG
2020-08-29,78,65.0,0.65,50.7
2020-08-30,80,65.0,0.65,52.0
2020-08-31,84,65.0,0.65,54.6
2020-09-01,81,65.0,0.65,52.65
2020-09-02,89,65.0,0.65,57.85
2020-09-03,95,65.0,0.65,61.75
2020-09-04,99,65.0,0.65,64.35000000000001
2020-09-05,96,65.0,0.65,62.400000000000006
2020-09-06,97,65.0,0.65,63.050000000000004
2020-09-07,99,65.0,0.65,64.35000000000001
2020-09-08,100,65.0,0.65,65.0
2020-09-09,82,65.0,0.65,53.300000000000004
2020-09-10,89,65.0,0.65,57.85
2020-09-11,91,65.0,0.65,59.15
2020-09-12,86,65.0,0.65,55.9
2020-09-13,83,65.0,0.65,53.95
2020-09-14,88,65.0,0.65,57.2
2020-09-15,94,65.0,0.65,61.1
2020-09-16,92,65.0,0.65,59.800000000000004
2020-09-17,95,65.0,0.65,61.75
2020-09-18,92,65.0,0.65,59.800000000000004
2020-09-19,84,65.0,0.65,54.6
2020-09-20,79,65.0,0.65,51.35
2020-09-21,85,65.0,0.65,55.25
2020-09-22,80,65.0,0.65,52.0
2020-09-23,99,65.0,0.65,64.35000000000001
2020-09-24,84,65.0,0.65,54.6
2020-09-25,92,65.0,0.65,59.800000000000004
2020-09-26,81,65.0,0.65,52.65
2020-09-27,90,65.0,0.65,58.5
2020-09-28,97,65.0,0.65,63.050000000000004
2020-09-29,97,65.0,0.65,63.050000000000004
2020-09-30,92,65.0,0.65,59.800000000000004
2020-10-01,73,64.0,0.64,46.72
2020-10-02,74,64.0,0.64,47.36
2020-10-03,66,64.0,0.64,42.24
2020-10-04,66,64.0,0.64,42.24
2020-10-05,76,64.0,0.64,48.64
2020-10-06,76,64.0,0.64,48.64
2020-10-07,80,64.0,0.64,51.2
2020-10-08,75,64.0,0.64,48.0
2020-10-09,78,64.0,0.64,49.92
2020-10-10,69,64.0,0.64,44.160000000000004
2020-10-11,67,64.0,0.64,42.88
2020-10-12,71,64.0,0.64,45.44
2020-10-13,75,64.0,0.64,48.0
2020-10-14,74,64.0,0.64,47.36
2020-10-15,73,64.0,0.64,46.72
2020-10-16,77,64.0,0.64,49.28
2020-10-17,70,64.0,0.64,44.800000000000004
2020-10-18,70,64.0,0.64,44.800000000000004
2020-10-19,77,64.0,0.64,49.28
2020-10-20,85,64.0,0.64,54.4
2020-10-21,79,64.0,0.64,50.56
2020-10-22,72,64.0,0.64,46.08
2020-10-23,78,64.0,0.64,49.92
2020-10-24,74,64.0,0.64,47.36
2020-10-25,79,64.0,0.64,50.56
2020-10-26,89,64.0,0.64,56.96
2020-10-27,83,64.0,0.64,53.120000000000005
2020-10-28,79,64.0,0.64,50.56
2020-10-29,80,64.0,0.64,51.2
2020-10-30,100,64.0,0.64,64.0
2020-10-31,89,64.0,0.64,56.96
2020-11-01,69,57.0,0.57,39.33
2020-11-02,63,57.0,0.57,35.91
2020-11-03,59,57.0,0.57,33.629999999999995
2020-11-04,37,57.0,0.57,21.09
2020-11-05,45,57.0,0.57,25.65
2020-11-06,51,57.0,0.57,29.069999999999997
2020-11-07,48,57.0,0.57,27.36
2020-11-08,51,57.0,0.57,29.069999999999997
2020-11-09,67,57.0,0.57,38.19
2020-11-10,64,57.0,0.57,36.48
2020-11-11,59,57.0,0.57,33.629999999999995
2020-11-12,61,57.0,0.57,34.769999999999996
2020-11-13,65,57.0,0.57,37.05
2020-11-14,55,57.0,0.57,31.349999999999998
2020-11-15,55,57.0,0.57,31.349999999999998
2020-11-16,68,57.0,0.57,38.76
2020-11-17,65,57.0,0.57,37.05
2020-11-18,65,57.0,0.57,37.05
2020-11-19,100,57.0,0.57,56.99999999999999
2020-11-20,70,57.0,0.57,39.9
2020-11-21,60,57.0,0.57,34.199999999999996
2020-11-22,58,57.0,0.57,33.059999999999995
2020-11-23,62,57.0,0.57,35.339999999999996
2020-11-24,61,57.0,0.57,34.769999999999996
2020-11-25,58,57.0,0.57,33.059999999999995
2020-11-26,57,57.0,0.57,32.489999999999995
2020-11-27,57,57.0,0.57,32.489999999999995
2020-11-28,51,57.0,0.57,29.069999999999997
2020-11-29,45,57.0,0.57,25.65
2020-11-30,56,57.0,0.57,31.919999999999998
2020-12-01,88,58.0,0.58,51.04
2020-12-02,100,58.0,0.58,57.99999999999999
2020-12-03,94,58.0,0.58,54.519999999999996
2020-12-04,97,58.0,0.58,56.26
2020-12-05,82,58.0,0.58,47.559999999999995
2020-12-06,74,58.0,0.58,42.919999999999995
2020-12-07,89,58.0,0.58,51.62
2020-12-08,84,58.0,0.58,48.72
2020-12-09,84,58.0,0.58,48.72
2020-12-10,99,58.0,0.58,57.419999999999995
2020-12-11,92,58.0,0.58,53.36
2020-12-12,82,58.0,0.58,47.559999999999995
2020-12-13,78,58.0,0.58,45.239999999999995
2020-12-14,96,58.0,0.58,55.67999999999999
2020-12-15,86,58.0,0.58,49.879999999999995
2020-12-16,98,58.0,0.58,56.839999999999996
2020-12-17,89,58.0,0.58,51.62
2020-12-18,80,58.0,0.58,46.4
2020-12-19,88,58.0,0.58,51.04
2020-12-20,83,58.0,0.58,48.13999999999999
2020-12-21,83,58.0,0.58,48.13999999999999
2020-12-22,94,58.0,0.58,54.519999999999996
2020-12-23,94,58.0,0.58,54.519999999999996
2020-12-24,92,58.0,0.58,53.36
2020-12-25,78,58.0,0.58,45.239999999999995
2020-12-26,91,58.0,0.58,52.779999999999994
2020-12-27,83,58.0,0.58,48.13999999999999
2020-12-28,99,58.0,0.58,57.419999999999995
2020-12-29,91,58.0,0.58,52.779999999999994
2020-12-30,90,58.0,0.58,52.199999999999996
2020-12-31,87,58.0,0.58,50.459999999999994
2021-01-01,72,62.0,0.62,44.64
2021-01-02,74,62.0,0.62,45.88
2021-01-03,72,62.0,0.62,44.64
2021-01-04,79,62.0,0.62,48.98
2021-01-05,76,62.0,0.62,47.12
2021-01-06,79,62.0,0.62,48.98
2021-01-07,70,62.0,0.62,43.4
2021-01-08,77,62.0,0.62,47.74
2021-01-09,76,62.0,0.62,47.12
2021-01-10,67,62.0,0.62,41.54
2021-01-11,77,62.0,0.62,47.74
2021-01-12,85,62.0,0.62,52.7
2021-01-13,79,62.0,0.62,48.98
2021-01-14,77,62.0,0.62,47.74
2021-01-15,82,62.0,0.62,50.839999999999996
2021-01-16,76,62.0,0.62,47.12
2021-01-17,80,62.0,0.62,49.6
2021-01-18,78,62.0,0.62,48.36
2021-01-19,88,62.0,0.62,54.56
2021-01-20,100,62.0,0.62,62.0
2021-01-21,88,62.0,0.62,54.56
2021-01-22,91,62.0,0.62,56.42
2021-01-23,76,62.0,0.62,47.12
2021-01-24,74,62.0,0.62,45.88
2021-01-25,90,62.0,0.62,55.8
2021-01-26,87,62.0,0.62,53.94
2021-01-27,99,62.0,0.62,61.38
2021-01-28,92,62.0,0.62,57.04
2021-01-29,91,62.0,0.62,56.42
2021-01-30,75,62.0,0.62,46.5
2021-01-31,79,62.0,0.62,48.98
2021-02-01,100,59.0,0.59,59.0
2021-02-02,94,59.0,0.59,55.459999999999994
2021-02-03,93,59.0,0.59,54.87
2021-02-04,90,59.0,0.59,53.099999999999994
2021-02-05,88,59.0,0.59,51.919999999999995
2021-02-06,92,59.0,0.59,54.279999999999994
2021-02-07,82,59.0,0.59,48.379999999999995
2021-02-08,87,59.0,0.59,51.33
2021-02-09,89,59.0,0.59,52.51
2021-02-10,87,59.0,0.59,51.33
2021-02-11,86,59.0,0.59,50.739999999999995
2021-02-12,90,59.0,0.59,53.099999999999994
2021-02-13,87,59.0,0.59,51.33
2021-02-14,78,59.0,0.59,46.019999999999996
2021-02-15,89,59.0,0.59,52.51
2021-02-16,93,59.0,0.59,54.87
2021-02-17,86,59.0,0.59,50.739999999999995
2021-02-18,89,59.0,0.59,52.51
2021-02-19,96,59.0,0.59,56.64
2021-02-20,82,59.0,0.59,48.379999999999995
2021-02-21,83,59.0,0.59,48.97
2021-02-22,83,59.0,0.59,48.97
2021-02-23,93,59.0,0.59,54.87
2021-02-24,94,59.0,0.59,55.459999999999994
2021-02-25,87,59.0,0.59,51.33
2021-02-26,86,59.0,0.59,50.739999999999995
2021-02-27,89,59.0,0.59,52.51
2021-02-28,85,59.0,0.59,50.15
2021-03-01,93,64.0,0.64,59.52
2021-03-02,95,64.0,0.64,60.800000000000004
2021-03-03,96,64.0,0.64,61.44
2021-03-04,97,64.0,0.64,62.08
2021-03-05,97,64.0,0.64,62.08
2021-03-06,84,64.0,0.64,53.76
2021-03-07,90,64.0,0.64,57.6
2021-03-08,93,64.0,0.64,59.52
2021-03-09,98,64.0,0.64,62.72
2021-03-10,85,64.0,0.64,54.4
2021-03-11,93,64.0,0.64,59.52
2021-03-12,96,64.0,0.64,61.44
2021-03-13,90,64.0,0.64,57.6
2021-03-14,80,64.0,0.64,51.2
2021-03-15,86,64.0,0.64,55.04
2021-03-16,91,64.0,0.64,58.24
2021-03-17,88,64.0,0.64,56.32
2021-03-18,88,64.0,0.64,56.32
2021-03-19,94,64.0,0.64,60.160000000000004
2021-03-20,84,64.0,0.64,53.76
2021-03-21,80,64.0,0.64,51.2
2021-03-22,90,64.0,0.64,57.6
2021-03-23,100,64.0,0.64,64.0
2021-03-24,86,64.0,0.64,55.04
2021-03-25,92,64.0,0.64,58.88
2021-03-26,92,64.0,0.64,58.88
2021-03-27,81,64.0,0.64,51.84
2021-03-28,88,64.0,0.64,56.32
2021-03-29,92,64.0,0.64,58.88
2021-03-30,100,64.0,0.64,64.0
2021-03-31,89,64.0,0.64,56.96
2021-04-01,94,53.0,0.53,49.82
2021-04-02,91,53.0,0.53,48.230000000000004
2021-04-03,79,53.0,0.53,41.870000000000005
2021-04-04,87,53.0,0.53,46.11
2021-04-05,95,53.0,0.53,50.35
2021-04-06,98,53.0,0.53,51.940000000000005
2021-04-07,98,53.0,0.53,51.940000000000005
2021-04-08,97,53.0,0.53,51.410000000000004
2021-04-09,97,53.0,0.53,51.410000000000004
2021-04-10,85,53.0,0.53,45.050000000000004
2021-04-11,72,53.0,0.53,38.160000000000004
2021-04-12,87,53.0,0.53,46.11
2021-04-13,94,53.0,0.53,49.82
2021-04-14,93,53.0,0.53,49.29
2021-04-15,96,53.0,0.53,50.88
2021-04-16,93,53.0,0.53,49.29
2021-04-17,81,53.0,0.53,42.93
2021-04-18,85,53.0,0.53,45.050000000000004
2021-04-19,100,53.0,0.53,53.0
2021-04-20,95,53.0,0.53,50.35
2021-04-21,93,53.0,0.53,49.29
2021-04-22,97,53.0,0.53,51.410000000000004
2021-04-23,89,53.0,0.53,47.17
2021-04-24,94,53.0,0.53,49.82
2021-04-25,77,53.0,0.53,40.81
2021-04-26,86,53.0,0.53,45.580000000000005
2021-04-27,89,53.0,0.53,47.17
2021-04-28,89,53.0,0.53,47.17
2021-04-29,85,53.0,0.53,45.050000000000004
2021-04-30,88,53.0,0.53,46.64
2021-05-01,77,62.0,0.62,47.74
2021-05-02,82,62.0,0.62,50.839999999999996
2021-05-03,88,62.0,0.62,54.56
2021-05-04,91,62.0,0.62,56.42
2021-05-05,97,62.0,0.62,60.14
2021-05-06,86,62.0,0.62,53.32
2021-05-07,93,62.0,0.62,57.66
2021-05-08,83,62.0,0.62,51.46
2021-05-09,80,62.0,0.62,49.6
2021-05-10,85,62.0,0.62,52.7
2021-05-11,93,62.0,0.62,57.66
2021-05-12,90,62.0,0.62,55.8
2021-05-13,89,62.0,0.62,55.18
2021-05-14,92,62.0,0.62,57.04
2021-05-15,93,62.0,0.62,57.66
2021-05-16,88,62.0,0.62,54.56
2021-05-17,89,62.0,0.62,55.18
2021-05-18,82,62.0,0.62,50.839999999999996
2021-05-19,82,62.0,0.62,50.839999999999996
2021-05-20,88,62.0,0.62,54.56
2021-05-21,83,62.0,0.62,51.46
2021-05-22,87,62.0,0.62,53.94
2021-05-23,87,62.0,0.62,53.94
2021-05-24,100,62.0,0.62,62.0
2021-05-25,89,62.0,0.62,55.18
2021-05-26,80,62.0,0.62,49.6
2021-05-27,91,62.0,0.62,56.42
2021-05-28,93,62.0,0.62,57.66
2021-05-29,85,62.0,0.62,52.7
2021-05-30,96,62.0,0.62,59.519999999999996
2021-05-31,89,62.0,0.62,55.18
2021-06-01,86,55.0,0.55,47.300000000000004
2021-06-02,91,55.0,0.55,50.050000000000004
2021-06-03,86,55.0,0.55,47.300000000000004
2021-06-04,80,55.0,0.55,44.0
2021-06-05,86,55.0,0.55,47.300000000000004
2021-06-06,90,55.0,0.55,49.50000000000001
2021-06-07,82,55.0,0.55,45.1
2021-06-08,89,55.0,0.55,48.95
2021-06-09,88,55.0,0.55,48.400000000000006
2021-06-10,84,55.0,0.55,46.2
2021-06-11,87,55.0,0.55,47.85
2021-06-12,83,55.0,0.55,45.650000000000006
2021-06-13,79,55.0,0.55,43.45
2021-06-14,91,55.0,0.55,50.050000000000004
2021-06-15,88,55.0,0.55,48.400000000000006
2021-06-16,84,55.0,0.55,46.2
2021-06-17,95,55.0,0.55,52.25000000000001
2021-06-18,91,55.0,0.55,50.050000000000004
2021-06-19,91,55.0,0.55,50.050000000000004
2021-06-20,91,55.0,0.55,50.050000000000004
2021-06-21,93,55.0,0.55,51.150000000000006
2021-06-22,94,55.0,0.55,51.7
2021-06-23,100,55.0,0.55,55.00000000000001
2021-06-24,80,55.0,0.55,44.0
2021-06-25,86,55.0,0.55,47.300000000000004
2021-06-26,79,55.0,0.55,43.45
2021-06-27,87,55.0,0.55,47.85
2021-06-28,90,55.0,0.55,49.50000000000001
2021-06-29,94,55.0,0.55,51.7
2021-06-30,91,55.0,0.55,50.050000000000004
2021-07-01,99,61.0,0.61,60.39
2021-07-02,91,61.0,0.61,55.51
2021-07-03,94,61.0,0.61,57.339999999999996
2021-07-04,86,61.0,0.61,52.46
2021-07-05,82,61.0,0.61,50.019999999999996
2021-07-06,85,61.0,0.61,51.85
2021-07-07,91,61.0,0.61,55.51
2021-07-08,96,61.0,0.61,58.56
2021-07-09,96,61.0,0.61,58.56
2021-07-10,83,61.0,0.61,50.629999999999995
2021-07-11,91,61.0,0.61,55.51
2021-07-12,100,61.0,0.61,61.0
2021-07-13,94,61.0,0.61,57.339999999999996
2021-07-14,89,61.0,0.61,54.29
2021-07-15,92,61.0,0.61,56.12
2021-07-16,89,61.0,0.61,54.29
2021-07-17,76,61.0,0.61,46.36
2021-07-18,87,61.0,0.61,53.07
2021-07-19,90,61.0,0.61,54.9
2021-07-20,94,61.0,0.61,57.339999999999996
2021-07-21,89,61.0,0.61,54.29
2021-07-22,92,61.0,0.61,56.12
2021-07-23,96,61.0,0.61,58.56
2021-07-24,76,61.0,0.61,46.36
2021-07-25,73,61.0,0.61,44.53
2021-07-26,100,61.0,0.61,61.0
2021-07-27,88,61.0,0.61,53.68
2021-07-28,89,61.0,0.61,54.29
2021-07-29,79,61.0,0.61,48.19
2021-07-30,94,61.0,0.61,57.339999999999996
2021-07-31,83,61.0,0.61,50.629999999999995
2021-08-01,80,63.0,0.63,50.4
2021-08-02,100,63.0,0.63,63.0
2021-08-03,96,63.0,0.63,60.480000000000004
2021-08-04,89,63.0,0.63,56.07
2021-08-05,89,63.0,0.63,56.07
2021-08-06,94,63.0,0.63,59.22
2021-08-07,84,63.0,0.63,52.92
2021-08-08,89,63.0,0.63,56.07
2021-08-09,84,63.0,0.63,52.92
2021-08-10,91,63.0,0.63,57.33
2021-08-11,91,63.0,0.63,57.33
2021-08-12,89,63.0,0.63,56.07
2021-08-13,89,63.0,0.63,56.07
2021-08-14,92,63.0,0.63,57.96
2021-08-15,78,63.0,0.63,49.14
2021-08-16,85,63.0,0.63,53.55
2021-08-17,94,63.0,0.63,59.22
2021-08-18,85,63.0,0.63,53.55
2021-08-19,88,63.0,0.63,55.44
2021-08-20,91,63.0,0.63,57.33
2021-08-21,80,63.0,0.63,50.4
2021-08-22,80,63.0,0.63,50.4
2021-08-23,96,63.0,0.63,60.480000000000004
2021-08-24,98,63.0,0.63,61.74
2021-08-25,85,63.0,0.63,53.55
2021-08-26,92,63.0,0.63,57.96
2021-08-27,98,63.0,0.63,61.74
2021-08-28,91,63.0,0.63,57.33
2021-08-29,83,63.0,0.63,52.29
2021-08-30,98,63.0,0.63,61.74
2021-08-31,96,63.0,0.63,60.480000000000004
2021-09-01,90,67.0,0.67,60.300000000000004
2021-09-02,85,67.0,0.67,56.95
2021-09-03,90,67.0,0.67,60.300000000000004
2021-09-04,85,67.0,0.67,56.95
2021-09-05,78,67.0,0.67,52.260000000000005
2021-09-06,93,67.0,0.67,62.31
2021-09-07,93,67.0,0.67,62.31
2021-09-08,93,67.0,0.67,62.31
2021-09-09,92,67.0,0.67,61.64
2021-09-10,94,67.0,0.67,62.980000000000004
2021-09-11,96,67.0,0.67,64.32000000000001
2021-09-12,86,67.0,0.67,57.620000000000005
2021-09-13,95,67.0,0.67,63.650000000000006
2021-09-14,86,67.0,0.67,57.620000000000005
2021-09-15,94,67.0,0.67,62.980000000000004
2021-09-16,91,67.0,0.67,60.970000000000006
2021-09-17,80,67.0,0.67,53.6
2021-09-18,76,67.0,0.67,50.92
2021-09-19,84,67.0,0.67,56.28
2021-09-20,83,67.0,0.67,55.61000000000001
2021-09-21,100,67.0,0.67,67.0
2021-09-22,98,67.0,0.67,65.66000000000001
2021-09-23,80,67.0,0.67,53.6
2021-09-24,90,67.0,0.67,60.300000000000004
2021-09-25,88,67.0,0.67,58.96
2021-09-26,79,67.0,0.67,52.93
2021-09-27,92,67.0,0.67,61.64
2021-09-28,92,67.0,0.67,61.64
2021-09-29,91,67.0,0.67,60.970000000000006
2021-09-30,97,67.0,0.67,64.99000000000001
2021-10-01,87,64.0,0.64,55.68
2021-10-02,84,64.0,0.64,53.76
2021-10-03,74,64.0,0.64,47.36
2021-10-04,76,64.0,0.64,48.64
2021-10-05,86,64.0,0.64,55.04
2021-10-06,75,64.0,0.64,48.0
2021-10-07,78,64.0,0.64,49.92
2021-10-08,76,64.0,0.64,48.64
2021-10-09,86,64.0,0.64,55.04
2021-10-10,86,64.0,0.64,55.04
2021-10-11,91,64.0,0.64,58.24
2021-10-12,80,64.0,0.64,51.2
2021-10-13,74,64.0,0.64,47.36
2021-10-14,88,64.0,0.64,56.32
2021-10-15,87,64.0,0.64,55.68
2021-10-16,96,64.0,0.64,61.44
2021-10-17,77,64.0,0.64,49.28
2021-10-18,91,64.0,0.64,58.24
2021-10-19,100,64.0,0.64,64.0
2021-10-20,81,64.0,0.64,51.84
2021-10-21,81,64.0,0.64,51.84
2021-10-22,87,64.0,0.64,55.68
2021-10-23,71,64.0,0.64,45.44
2021-10-24,83,64.0,0.64,53.120000000000005
2021-10-25,92,64.0,0.64,58.88
2021-10-26,82,64.0,0.64,52.480000000000004
2021-10-27,77,64.0,0.64,49.28
2021-10-28,96,64.0,0.64,61.44
2021-10-29,95,64.0,0.64,60.800000000000004
2021-10-30,77,64.0,0.64,49.28
2021-10-31,89,64.0,0.64,56.96
2021-11-01,80,57.0,0.57,45.599999999999994
2021-11-02,89,57.0,0.57,50.73
2021-11-03,98,57.0,0.57,55.85999999999999
2021-11-04,91,57.0,0.57,51.87
2021-11-05,85,57.0,0.57,48.449999999999996
2021-11-06,88,57.0,0.57,50.16
2021-11-07,77,57.0,0.57,43.88999999999999
2021-11-08,81,57.0,0.57,46.169999999999995
2021-11-09,94,57.0,0.57,53.58
2021-11-10,100,57.0,0.57,56.99999999999999
2021-11-11,96,57.0,0.57,54.72
2021-11-12,97,57.0,0.57,55.28999999999999
2021-11-13,92,57.0,0.57,52.44
2021-11-14,81,57.0,0.57,46.169999999999995
2021-11-15,92,57.0,0.57,52.44
2021-11-16,80,57.0,0.57,45.599999999999994
2021-11-17,80,57.0,0.57,45.599999999999994
2021-11-18,94,57.0,0.57,53.58
2021-11-19,82,57.0,0.57,46.739999999999995
2021-11-20,66,57.0,0.57,37.62
2021-11-21,82,57.0,0.57,46.739999999999995
2021-11-22,79,57.0,0.57,45.029999999999994
2021-11-23,79,57.0,0.57,45.029999999999994
2021-11-24,91,57.0,0.57,51.87
2021-11-25,74,57.0,0.57,42.18
2021-11-26,92,57.0,0.57,52.44
2021-11-27,82,57.0,0.57,46.739999999999995
2021-11-28,70,57.0,0.57,39.9
2021-11-29,81,57.0,0.57,46.169999999999995
2021-11-30,86,57.0,0.57,49.019999999999996
2021-12-01,80,60.0,0.6,48.0
2021-12-02,82,60.0,0.6,49.199999999999996
2021-12-03,86,60.0,0.6,51.6
2021-12-04,77,60.0,0.6,46.199999999999996
2021-12-05,69,60.0,0.6,41.4
2021-12-06,85,60.0,0.6,51.0
2021-12-07,85,60.0,0.6,51.0
2021-12-08,76,60.0,0.6,45.6
2021-12-09,89,60.0,0.6,53.4
2021-12-10,84,60.0,0.6,50.4
2021-12-11,71,60.0,0.6,42.6
2021-12-12,69,60.0,0.6,41.4
2021-12-13,76,60.0,0.6,45.6
2021-12-14,89,60.0,0.6,53.4
2021-12-15,90,60.0,0.6,54.0
2021-12-16,85,60.0,0.6,51.0
2021-12-17,100,60.0,0.6,60.0
2021-12-18,81,60.0,0.6,48.6
2021-12-19,74,60.0,0.6,44.4
2021-12-20,91,60.0,0.6,54.6
2021-12-21,97,60.0,0.6,58.199999999999996
2021-12-22,92,60.0,0.6,55.199999999999996
2021-12-23,89,60.0,0.6,53.4
2021-12-24,84,60.0,0.6,50.4
2021-12-25,72,60.0,0.6,43.199999999999996
2021-12-26,81,60.0,0.6,48.6
2021-12-27,88,60.0,0.6,52.8
2021-12-28,93,60.0,0.6,55.8
2021-12-29,98,60.0,0.6,58.8
2021-12-30,94,60.0,0.6,56.4
2021-12-31,80,60.0,0.6,48.0
2022-01-01,52,62.0,0.62,32.24
2022-01-02,62,62.0,0.62,38.44
2022-01-03,63,62.0,0.62,39.06
2022-01-04,100,62.0,0.62,62.0
2022-01-05,83,62.0,0.62,51.46
2022-01-06,68,62.0,0.62,42.16
2022-01-07,65,62.0,0.62,40.3
2022-01-08,64,62.0,0.62,39.68
2022-01-09,52,62.0,0.62,32.24
2022-01-10,59,62.0,0.62,36.58
2022-01-11,60,62.0,0.62,37.2
2022-01-12,61,62.0,0.62,37.82
2022-01-13,77,62.0,0.62,47.74
2022-01-14,63,62.0,0.62,39.06
2022-01-15,56,62.0,0.62,34.72
2022-01-16,61,62.0,0.62,37.82
2022-01-17,63,62.0,0.62,39.06
2022-01-18,57,62.0,0.62,35.339999999999996
2022-01-19,62,62.0,0.62,38.44
2022-01-20,65,62.0,0.62,40.3
2022-01-21,61,62.0,0.62,37.82
2022-01-22,60,62.0,0.62,37.2
2022-01-23,54,62.0,0.62,33.48
2022-01-24,86,62.0,0.62,53.32
2022-01-25,75,62.0,0.62,46.5
2022-01-26,61,62.0,0.62,37.82
2022-01-27,56,62.0,0.62,34.72
2022-01-28,59,62.0,0.62,36.58
2022-01-29,57,62.0,0.62,35.339999999999996
2022-01-30,47,62.0,0.62,29.14
2022-01-31,58,62.0,0.62,35.96
2022-02-01,77,58.0,0.58,44.66
2022-02-02,81,58.0,0.58,46.98
2022-02-03,85,58.0,0.58,49.3
2022-02-04,78,58.0,0.58,45.239999999999995
2022-02-05,76,58.0,0.58,44.08
2022-02-06,75,58.0,0.58,43.5
2022-02-07,82,58.0,0.58,47.559999999999995
2022-02-08,84,58.0,0.58,48.72
2022-02-09,85,58.0,0.58,49.3
2022-02-10,100,58.0,0.58,57.99999999999999
2022-02-11,81,58.0,0.58,46.98
2022-02-12,74,58.0,0.58,42.919999999999995
2022-02-13,69,58.0,0.58,40.019999999999996
2022-02-14,80,58.0,0.58,46.4
2022-02-15,82,58.0,0.58,47.559999999999995
2022-02-16,79,58.0,0.58,45.82
2022-02-17,80,58.0,0.58,46.4
2022-02-18,90,58.0,0.58,52.199999999999996
2022-02-19,77,58.0,0.58,44.66
2022-02-20,78,58.0,0.58,45.239999999999995
2022-02-21,86,58.0,0.58,49.879999999999995
2022-02-22,84,58.0,0.58,48.72
2022-02-23,82,58.0,0.58,47.559999999999995
2022-02-24,83,58.0,0.58,48.13999999999999
2022-02-25,87,58.0,0.58,50.459999999999994
2022-02-26,76,58.0,0.58,44.08
2022-02-27,80,58.0,0.58,46.4
2022-02-28,91,58.0,0.58,52.779999999999994
2022-03-01,92,67.0,0.67,61.64
2022-03-02,86,67.0,0.67,57.620000000000005
2022-03-03,98,67.0,0.67,65.66000000000001
2022-03-04,99,67.0,0.67,66.33
2022-03-05,89,67.0,0.67,59.63
2022-03-06,86,67.0,0.67,57.620000000000005
2022-03-07,88,67.0,0.67,58.96
2022-03-08,94,67.0,0.67,62.980000000000004
2022-03-09,92,67.0,0.67,61.64
2022-03-10,94,67.0,0.67,62.980000000000004
2022-03-11,87,67.0,0.67,58.290000000000006
2022-03-12,91,67.0,0.67,60.970000000000006
2022-03-13,88,67.0,0.67,58.96
2022-03-14,100,67.0,0.67,67.0
2022-03-15,95,67.0,0.67,63.650000000000006
2022-03-16,94,67.0,0.67,62.980000000000004
2022-03-17,89,67.0,0.67,59.63
2022-03-18,99,67.0,0.67,66.33
2022-03-19,80,67.0,0.67,53.6
2022-03-20,80,67.0,0.67,53.6
2022-03-21,88,67.0,0.67,58.96
2022-03-22,85,67.0,0.67,56.95
2022-03-23,85,67.0,0.67,56.95
2022-03-24,90,67.0,0.67,60.300000000000004
2022-03-25,89,67.0,0.67,59.63
2022-03-26,94,67.0,0.67,62.980000000000004
2022-03-27,88,67.0,0.67,58.96
2022-03-28,83,67.0,0.67,55.61000000000001
2022-03-29,98,67.0,0.67,65.66000000000001
2022-03-30,96,67.0,0.67,64.32000000000001
2022-03-31,94,67.0,0.67,62.980000000000004
2022-04-01,83,67.0,0.67,55.61000000000001
2022-04-02,71,67.0,0.67,47.57
2022-04-03,74,67.0,0.67,49.580000000000005
2022-04-04,88,67.0,0.67,58.96
2022-04-05,85,67.0,0.67,56.95
2022-04-06,77,67.0,0.67,51.59
2022-04-07,89,67.0,0.67,59.63
2022-04-08,86,67.0,0.67,57.620000000000005
2022-04-09,74,67.0,0.67,49.580000000000005
2022-04-10,73,67.0,0.67,48.910000000000004
2022-04-11,78,67.0,0.67,52.260000000000005
2022-04-12,82,67.0,0.67,54.940000000000005
2022-04-13,79,67.0,0.67,52.93
2022-04-14,84,67.0,0.67,56.28
2022-04-15,76,67.0,0.67,50.92
2022-04-16,78,67.0,0.67,52.260000000000005
2022-04-17,66,67.0,0.67,44.220000000000006
2022-04-18,79,67.0,0.67,52.93
2022-04-19,89,67.0,0.67,59.63
2022-04-20,100,67.0,0.67,67.0
2022-04-21,83,67.0,0.67,55.61000000000001
2022-04-22,79,67.0,0.67,52.93
2022-04-23,77,67.0,0.67,51.59
2022-04-24,73,67.0,0.67,48.910000000000004
2022-04-25,89,67.0,0.67,59.63
2022-04-26,79,67.0,0.67,52.93
2022-04-27,87,67.0,0.67,58.290000000000006
2022-04-28,86,67.0,0.67,57.620000000000005
2022-04-29,82,67.0,0.67,54.940000000000005
2022-04-30,73,67.0,0.67,48.910000000000004
2022-05-01,72,70.0,0.7,50.4
2022-05-02,92,70.0,0.7,64.39999999999999
2022-05-03,95,70.0,0.7,66.5
2022-05-04,92,70.0,0.7,64.39999999999999
2022-05-05,85,70.0,0.7,59.49999999999999
2022-05-06,88,70.0,0.7,61.599999999999994
2022-05-07,78,70.0,0.7,54.599999999999994
2022-05-08,71,70.0,0.7,49.699999999999996
2022-05-09,88,70.0,0.7,61.599999999999994
2022-05-10,90,70.0,0.7,62.99999999999999
2022-05-11,93,70.0,0.7,65.1
2022-05-12,87,70.0,0.7,60.9
2022-05-13,91,70.0,0.7,63.699999999999996
2022-05-14,78,70.0,0.7,54.599999999999994
2022-05-15,78,70.0,0.7,54.599999999999994
