date,PG_unscaled,PG_monthly,scale,PG
2022-05-16,89,70.0,0.7,62.3
2022-05-17,91,70.0,0.7,63.699999999999996
2022-05-18,89,70.0,0.7,62.3
2022-05-19,100,70.0,0.7,70.0
2022-05-20,97,70.0,0.7,67.89999999999999
2022-05-21,87,70.0,0.7,60.9
2022-05-22,74,70.0,0.7,51.8
2022-05-23,90,70.0,0.7,62.99999999999999
2022-05-24,86,70.0,0.7,60.199999999999996
2022-05-25,93,70.0,0.7,65.1
2022-05-26,97,70.0,0.7,67.89999999999999
2022-05-27,88,70.0,0.7,61.599999999999994
2022-05-28,87,70.0,0.7,60.9
2022-05-29,81,70.0,0.7,56.699999999999996
2022-05-30,76,70.0,0.7,53.199999999999996
2022-05-31,92,70.0,0.7,64.39999999999999
2022-06-01,93,68.0,0.68,63.24
2022-06-02,90,68.0,0.68,61.2
2022-06-03,93,68.0,0.68,63.24
2022-06-04,91,68.0,0.68,61.88
2022-06-05,81,68.0,0.68,55.080000000000005
2022-06-06,87,68.0,0.68,59.160000000000004
2022-06-07,81,68.0,0.68,55.080000000000005
2022-06-08,94,68.0,0.68,63.92
2022-06-09,89,68.0,0.68,60.52
2022-06-10,93,68.0,0.68,63.24
2022-06-11,90,68.0,0.68,61.2
2022-06-12,88,68.0,0.68,59.84
2022-06-13,92,68.0,0.68,62.56
2022-06-14,92,68.0,0.68,62.56
2022-06-15,91,68.0,0.68,61.88
2022-06-16,94,68.0,0.68,63.92
2022-06-17,100,68.0,0.68,68.0
2022-06-18,91,68.0,0.68,61.88
2022-06-19,89,68.0,0.68,60.52
2022-06-20,88,68.0,0.68,59.84
2022-06-21,97,68.0,0.68,65.96000000000001
2022-06-22,91,68.0,0.68,61.88
2022-06-23,92,68.0,0.68,62.56
2022-06-24,96,68.0,0.68,65.28
2022-06-25,84,68.0,0.68,57.120000000000005
2022-06-26,87,68.0,0.68,59.160000000000004
2022-06-27,96,68.0,0.68,65.28
2022-06-28,88,68.0,0.68,59.84
2022-06-29,89,68.0,0.68,60.52
2022-06-30,90,68.0,0.68,61.2
2022-07-01,81,70.0,0.7,56.699999999999996
2022-07-02,71,70.0,0.7,49.699999999999996
2022-07-03,77,70.0,0.7,53.9
2022-07-04,77,70.0,0.7,53.9
2022-07-05,81,70.0,0.7,56.699999999999996
2022-07-06,80,70.0,0.7,56.0
2022-07-07,84,70.0,0.7,58.8
2022-07-08,100,70.0,0.7,70.0
2022-07-09,95,70.0,0.7,66.5
2022-07-10,79,70.0,0.7,55.3
2022-07-11,80,70.0,0.7,56.0
2022-07-12,72,70.0,0.7,50.4
2022-07-13,79,70.0,0.7,55.3
2022-07-14,94,70.0,0.7,65.8
2022-07-15,86,70.0,0.7,60.199999999999996
2022-07-16,77,70.0,0.7,53.9
2022-07-17,73,70.0,0.7,51.099999999999994
2022-07-18,79,70.0,0.7,55.3
2022-07-19,85,70.0,0.7,59.49999999999999
2022-07-20,81,70.0,0.7,56.699999999999996
2022-07-21,80,70.0,0.7,56.0
2022-07-22,74,70.0,0.7,51.8
2022-07-23,78,70.0,0.7,54.599999999999994
2022-07-24,69,70.0,0.7,48.3
2022-07-25,77,70.0,0.7,53.9
2022-07-26,81,70.0,0.7,56.699999999999996
2022-07-27,73,70.0,0.7,51.099999999999994
2022-07-28,72,70.0,0.7,50.4
2022-07-29,91,70.0,0.7,63.699999999999996
2022-07-30,71,70.0,0.7,49.699999999999996
2022-07-31,68,70.0,0.7,47.599999999999994
2022-08-01,84,64.0,0.64,53.76
2022-08-02,82,64.0,0.64,52.480000000000004
2022-08-03,78,64.0,0.64,49.92
2022-08-04,75,64.0,0.64,48.0
2022-08-05,82,64.0,0.64,52.480000000000004
2022-08-06,67,64.0,0.64,42.88
2022-08-07,75,64.0,0.64,48.0
2022-08-08,79,64.0,0.64,50.56
2022-08-09,77,64.0,0.64,49.28
2022-08-10,76,64.0,0.64,48.64
2022-08-11,79,64.0,0.64,50.56
2022-08-12,80,64.0,0.64,51.2
2022-08-13,72,64.0,0.64,46.08
2022-08-14,71,64.0,0.64,45.44
2022-08-15,78,64.0,0.64,49.92
2022-08-16,76,64.0,0.64,48.64
2022-08-17,82,64.0,0.64,52.480000000000004
2022-08-18,86,64.0,0.64,55.04
2022-08-19,100,64.0,0.64,64.0
2022-08-20,78,64.0,0.64,49.92
2022-08-21,75,64.0,0.64,48.0
2022-08-22,80,64.0,0.64,51.2
2022-08-23,81,64.0,0.64,51.84
2022-08-24,80,64.0,0.64,51.2
2022-08-25,83,64.0,0.64,53.120000000000005
2022-08-26,78,64.0,0.64,49.92
2022-08-27,79,64.0,0.64,50.56
2022-08-28,69,64.0,0.64,44.160000000000004
2022-08-29,80,64.0,0.64,51.2
2022-08-30,84,64.0,0.64,53.76
2022-08-31,70,64.0,0.64,44.800000000000004
2022-09-01,84,64.0,0.64,53.76
2022-09-02,85,64.0,0.64,54.4
2022-09-03,85,64.0,0.64,54.4
2022-09-04,87,64.0,0.64,55.68
2022-09-05,87,64.0,0.64,55.68
2022-09-06,97,64.0,0.64,62.08
2022-09-07,100,64.0,0.64,64.0
2022-09-08,87,64.0,0.64,55.68
2022-09-09,89,64.0,0.64,56.96
2022-09-10,86,64.0,0.64,55.04
2022-09-11,77,64.0,0.64,49.28
2022-09-12,86,64.0,0.64,55.04
2022-09-13,91,64.0,0.64,58.24
2022-09-14,86,64.0,0.64,55.04
2022-09-15,86,64.0,0.64,55.04
2022-09-16,89,64.0,0.64,56.96
2022-09-17,81,64.0,0.64,51.84
2022-09-18,82,64.0,0.64,52.480000000000004
2022-09-19,89,64.0,0.64,56.96
2022-09-20,86,64.0,0.64,55.04
2022-09-21,90,64.0,0.64,57.6
2022-09-22,94,64.0,0.64,60.160000000000004
2022-09-23,86,64.0,0.64,55.04
2022-09-24,82,64.0,0.64,52.480000000000004
2022-09-25,78,64.0,0.64,49.92
2022-09-26,96,64.0,0.64,61.44
2022-09-27,85,64.0,0.64,54.4
2022-09-28,93,64.0,0.64,59.52
2022-09-29,90,64.0,0.64,57.6
2022-09-30,99,64.0,0.64,63.36
2022-10-01,78,66.0,0.66,51.480000000000004
2022-10-02,78,66.0,0.66,51.480000000000004
2022-10-03,87,66.0,0.66,57.42
2022-10-04,87,66.0,0.66,57.42
2022-10-05,85,66.0,0.66,56.1
2022-10-06,83,66.0,0.66,54.78
2022-10-07,83,66.0,0.66,54.78
2022-10-08,86,66.0,0.66,56.760000000000005
2022-10-09,81,66.0,0.66,53.46
2022-10-10,89,66.0,0.66,58.74
2022-10-11,87,66.0,0.66,57.42
2022-10-12,85,66.0,0.66,56.1
2022-10-13,84,66.0,0.66,55.440000000000005
2022-10-14,89,66.0,0.66,58.74
2022-10-15,81,66.0,0.66,53.46
2022-10-16,85,66.0,0.66,56.1
2022-10-17,87,66.0,0.66,57.42
2022-10-18,92,66.0,0.66,60.720000000000006
2022-10-19,100,66.0,0.66,66.0
2022-10-20,90,66.0,0.66,59.400000000000006
2022-10-21,86,66.0,0.66,56.760000000000005
2022-10-22,83,66.0,0.66,54.78
2022-10-23,88,66.0,0.66,58.080000000000005
2022-10-24,96,66.0,0.66,63.36
2022-10-25,92,66.0,0.66,60.720000000000006
2022-10-26,89,66.0,0.66,58.74
2022-10-27,85,66.0,0.66,56.1
2022-10-28,91,66.0,0.66,60.06
2022-10-29,81,66.0,0.66,53.46
2022-10-30,83,66.0,0.66,54.78
2022-10-31,99,66.0,0.66,65.34
2022-11-01,100,69.0,0.69,69.0
2022-11-02,97,69.0,0.69,66.92999999999999
2022-11-03,100,69.0,0.69,69.0
2022-11-04,96,69.0,0.69,66.24
2022-11-05,89,69.0,0.69,61.41
2022-11-06,78,69.0,0.69,53.81999999999999
2022-11-07,94,69.0,0.69,64.86
2022-11-08,96,69.0,0.69,66.24
2022-11-09,90,69.0,0.69,62.099999999999994
2022-11-10,89,69.0,0.69,61.41
2022-11-11,96,69.0,0.69,66.24
2022-11-12,88,69.0,0.69,60.72
2022-11-13,87,69.0,0.69,60.029999999999994
2022-11-14,92,69.0,0.69,63.48
2022-11-15,87,69.0,0.69,60.029999999999994
2022-11-16,91,69.0,0.69,62.78999999999999
2022-11-17,91,69.0,0.69,62.78999999999999
2022-11-18,99,69.0,0.69,68.30999999999999
2022-11-19,80,69.0,0.69,55.199999999999996
2022-11-20,69,69.0,0.69,47.61
2022-11-21,90,69.0,0.69,62.099999999999994
2022-11-22,88,69.0,0.69,60.72
2022-11-23,85,69.0,0.69,58.65
2022-11-24,80,69.0,0.69,55.199999999999996
2022-11-25,88,69.0,0.69,60.72
2022-11-26,79,69.0,0.69,54.51
2022-11-27,84,69.0,0.69,57.959999999999994
2022-11-28,80,69.0,0.69,55.199999999999996
2022-11-29,85,69.0,0.69,58.65
2022-11-30,91,69.0,0.69,62.78999999999999
2022-12-01,88,63.0,0.63,55.44
2022-12-02,77,63.0,0.63,48.51
2022-12-03,75,63.0,0.63,47.25
2022-12-04,74,63.0,0.63,46.62
2022-12-05,80,63.0,0.63,50.4
2022-12-06,82,63.0,0.63,51.660000000000004
2022-12-07,82,63.0,0.63,51.660000000000004
2022-12-08,87,63.0,0.63,54.81
2022-12-09,81,63.0,0.63,51.03
2022-12-10,78,63.0,0.63,49.14
2022-12-11,80,63.0,0.63,50.4
2022-12-12,85,63.0,0.63,53.55
2022-12-13,94,63.0,0.63,59.22
2022-12-14,83,63.0,0.63,52.29
2022-12-15,100,63.0,0.63,63.0
2022-12-16,96,63.0,0.63,60.480000000000004
2022-12-17,85,63.0,0.63,53.55
2022-12-18,73,63.0,0.63,45.99
2022-12-19,88,63.0,0.63,55.44
2022-12-20,86,63.0,0.63,54.18
2022-12-21,89,63.0,0.63,56.07
2022-12-22,82,63.0,0.63,51.660000000000004
2022-12-23,87,63.0,0.63,54.81
2022-12-24,74,63.0,0.63,46.62
2022-12-25,81,63.0,0.63,51.03
2022-12-26,71,63.0,0.63,44.73
2022-12-27,83,63.0,0.63,52.29
2022-12-28,85,63.0,0.63,53.55
2022-12-29,87,63.0,0.63,54.81
2022-12-30,77,63.0,0.63,48.51
2022-12-31,82,63.0,0.63,51.660000000000004
2023-01-01,84,70.0,0.7,58.8
2023-01-02,82,70.0,0.7,57.4
2023-01-03,82,70.0,0.7,57.4
2023-01-04,80,70.0,0.7,56.0
2023-01-05,94,70.0,0.7,65.8
2023-01-06,85,70.0,0.7,59.49999999999999
2023-01-07,88,70.0,0.7,61.599999999999994
2023-01-08,91,70.0,0.7,63.699999999999996
2023-01-09,80,70.0,0.7,56.0
2023-01-10,96,70.0,0.7,67.19999999999999
2023-01-11,87,70.0,0.7,60.9
2023-01-12,84,70.0,0.7,58.8
2023-01-13,86,70.0,0.7,60.199999999999996
2023-01-14,100,70.0,0.7,70.0
2023-01-15,83,70.0,0.7,58.099999999999994
2023-01-16,84,70.0,0.7,58.8
2023-01-17,79,70.0,0.7,55.3
2023-01-18,84,70.0,0.7,58.8
2023-01-19,93,70.0,0.7,65.1
2023-01-20,84,70.0,0.7,58.8
2023-01-21,84,70.0,0.7,58.8
2023-01-22,77,70.0,0.7,53.9
2023-01-23,88,70.0,0.7,61.599999999999994
2023-01-24,84,70.0,0.7,58.8
2023-01-25,78,70.0,0.7,54.599999999999994
2023-01-26,83,70.0,0.7,58.099999999999994
2023-01-27,93,70.0,0.7,65.1
2023-01-28,84,70.0,0.7,58.8
2023-01-29,80,70.0,0.7,56.0
2023-01-30,78,70.0,0.7,54.599999999999994
2023-01-31,82,70.0,0.7,57.4
2023-02-01,91,69.0,0.69,62.78999999999999
2023-02-02,86,69.0,0.69,59.339999999999996
2023-02-03,89,69.0,0.69,61.41
2023-02-04,88,69.0,0.69,60.72
2023-02-05,90,69.0,0.69,62.099999999999994
2023-02-06,85,69.0,0.69,58.65
2023-02-07,92,69.0,0.69,63.48
2023-02-08,86,69.0,0.69,59.339999999999996
2023-02-09,89,69.0,0.69,61.41
2023-02-10,88,69.0,0.69,60.72
2023-02-11,85,69.0,0.69,58.65
2023-02-12,78,69.0,0.69,53.81999999999999
2023-02-13,84,69.0,0.69,57.959999999999994
2023-02-14,83,69.0,0.69,57.269999999999996
2023-02-15,95,69.0,0.69,65.55
2023-02-16,86,69.0,0.69,59.339999999999996
2023-02-17,89,69.0,0.69,61.41
2023-02-18,84,69.0,0.69,57.959999999999994
2023-02-19,81,69.0,0.69,55.88999999999999
2023-02-20,80,69.0,0.69,55.199999999999996
2023-02-21,92,69.0,0.69,63.48
2023-02-22,100,69.0,0.69,69.0
2023-02-23,92,69.0,0.69,63.48
2023-02-24,98,69.0,0.69,67.61999999999999
2023-02-25,88,69.0,0.69,60.72
2023-02-26,90,69.0,0.69,62.099999999999994
2023-02-27,93,69.0,0.69,64.17
2023-02-28,86,69.0,0.69,59.339999999999996
2023-03-01,70,66.0,0.66,46.2
2023-03-02,76,66.0,0.66,50.160000000000004
2023-03-03,71,66.0,0.66,46.86
2023-03-04,66,66.0,0.66,43.56
2023-03-05,71,66.0,0.66,46.86
2023-03-06,78,66.0,0.66,51.480000000000004
2023-03-07,70,66.0,0.66,46.2
2023-03-08,65,66.0,0.66,42.9
2023-03-09,70,66.0,0.66,46.2
2023-03-10,74,66.0,0.66,48.84
2023-03-11,73,66.0,0.66,48.18
2023-03-12,61,66.0,0.66,40.260000000000005
2023-03-13,74,66.0,0.66,48.84
2023-03-14,86,66.0,0.66,56.760000000000005
2023-03-15,100,66.0,0.66,66.0
2023-03-16,75,66.0,0.66,49.5
2023-03-17,71,66.0,0.66,46.86
2023-03-18,70,66.0,0.66,46.2
2023-03-19,63,66.0,0.66,41.580000000000005
2023-03-20,71,66.0,0.66,46.86
2023-03-21,77,66.0,0.66,50.82
2023-03-22,84,66.0,0.66,55.440000000000005
2023-03-23,77,66.0,0.66,50.82
2023-03-24,72,66.0,0.66,47.52
2023-03-25,70,66.0,0.66,46.2
2023-03-26,66,66.0,0.66,43.56
2023-03-27,64,66.0,0.66,42.24
2023-03-28,66,66.0,0.66,43.56
2023-03-29,66,66.0,0.66,43.56
2023-03-30,70,66.0,0.66,46.2
2023-03-31,68,66.0,0.66,44.88
2023-04-01,69,68.0,0.68,46.92
2023-04-02,72,68.0,0.68,48.96
2023-04-03,75,68.0,0.68,51.00000000000001
2023-04-04,79,68.0,0.68,53.720000000000006
2023-04-05,81,68.0,0.68,55.080000000000005
2023-04-06,85,68.0,0.68,57.800000000000004
2023-04-07,89,68.0,0.68,60.52
2023-04-08,72,68.0,0.68,48.96
2023-04-09,72,68.0,0.68,48.96
2023-04-10,78,68.0,0.68,53.040000000000006
2023-04-11,85,68.0,0.68,57.800000000000004
2023-04-12,82,68.0,0.68,55.760000000000005
2023-04-13,78,68.0,0.68,53.040000000000006
2023-04-14,84,68.0,0.68,57.120000000000005
2023-04-15,76,68.0,0.68,51.68000000000001
2023-04-16,81,68.0,0.68,55.080000000000005
2023-04-17,84,68.0,0.68,57.120000000000005
2023-04-18,79,68.0,0.68,53.720000000000006
2023-04-19,74,68.0,0.68,50.32
2023-04-20,78,68.0,0.68,53.040000000000006
2023-04-21,100,68.0,0.68,68.0
2023-04-22,74,68.0,0.68,50.32
2023-04-23,75,68.0,0.68,51.00000000000001
2023-04-24,88,68.0,0.68,59.84
2023-04-25,81,68.0,0.68,55.080000000000005
2023-04-26,85,68.0,0.68,57.800000000000004
2023-04-27,80,68.0,0.68,54.400000000000006
2023-04-28,77,68.0,0.68,52.36000000000001
2023-04-29,72,68.0,0.68,48.96
2023-04-30,72,68.0,0.68,48.96
2023-05-01,79,67.0,0.67,52.93
2023-05-02,87,67.0,0.67,58.290000000000006
2023-05-03,79,67.0,0.67,52.93
2023-05-04,84,67.0,0.67,56.28
2023-05-05,87,67.0,0.67,58.290000000000006
2023-05-06,80,67.0,0.67,53.6
2023-05-07,80,67.0,0.67,53.6
2023-05-08,84,67.0,0.67,56.28
2023-05-09,86,67.0,0.67,57.620000000000005
2023-05-10,87,67.0,0.67,58.290000000000006
2023-05-11,86,67.0,0.67,57.620000000000005
2023-05-12,84,67.0,0.67,56.28
2023-05-13,69,67.0,0.67,46.230000000000004
2023-05-14,75,67.0,0.67,50.25
2023-05-15,87,67.0,0.67,58.290000000000006
2023-05-16,92,67.0,0.67,61.64
2023-05-17,94,67.0,0.67,62.980000000000004
2023-05-18,99,67.0,0.67,66.33
2023-05-19,99,67.0,0.67,66.33
2023-05-20,91,67.0,0.67,60.970000000000006
2023-05-21,80,67.0,0.67,53.6
2023-05-22,100,67.0,0.67,67.0
2023-05-23,99,67.0,0.67,66.33
2023-05-24,94,67.0,0.67,62.980000000000004
2023-05-25,94,67.0,0.67,62.980000000000004
2023-05-26,92,67.0,0.67,61.64
2023-05-27,84,67.0,0.67,56.28
2023-05-28,82,67.0,0.67,54.940000000000005
2023-05-29,82,67.0,0.67,54.940000000000005
2023-05-30,100,67.0,0.67,67.0
2023-05-31,92,67.0,0.67,61.64
2023-06-01,91,69.0,0.69,62.78999999999999
2023-06-02,89,69.0,0.69,61.41
2023-06-03,95,69.0,0.69,65.55
2023-06-04,93,69.0,0.69,64.17
2023-06-05,97,69.0,0.69,66.92999999999999
2023-06-06,98,69.0,0.69,67.61999999999999
2023-06-07,96,69.0,0.69,66.24
2023-06-08,93,69.0,0.69,64.17
2023-06-09,92,69.0,0.69,63.48
2023-06-10,87,69.0,0.69,60.029999999999994
2023-06-11,88,69.0,0.69,60.72
2023-06-12,100,69.0,0.69,69.0
2023-06-13,91,69.0,0.69,62.78999999999999
2023-06-14,89,69.0,0.69,61.41
2023-06-15,83,69.0,0.69,57.269999999999996
2023-06-16,86,69.0,0.69,59.339999999999996
2023-06-17,80,69.0,0.69,55.199999999999996
2023-06-18,81,69.0,0.69,55.88999999999999
2023-06-19,91,69.0,0.69,62.78999999999999
2023-06-20,91,69.0,0.69,62.78999999999999
2023-06-21,91,69.0,0.69,62.78999999999999
2023-06-22,86,69.0,0.69,59.339999999999996
2023-06-23,89,69.0,0.69,61.41
2023-06-24,79,69.0,0.69,54.51
2023-06-25,88,69.0,0.69,60.72
2023-06-26,94,69.0,0.69,64.86
2023-06-27,92,69.0,0.69,63.48
2023-06-28,79,69.0,0.69,54.51
2023-06-29,85,69.0,0.69,58.65
2023-06-30,87,69.0,0.69,60.029999999999994
2023-07-01,69,77.0,0.77,53.13
2023-07-02,68,77.0,0.77,52.36
2023-07-03,73,77.0,0.77,56.21
2023-07-04,68,77.0,0.77,52.36
2023-07-05,77,77.0,0.77,59.29
2023-07-06,79,77.0,0.77,60.83
2023-07-07,79,77.0,0.77,60.83
2023-07-08,70,77.0,0.77,53.9
2023-07-09,68,77.0,0.77,52.36
2023-07-10,77,77.0,0.77,59.29
2023-07-11,70,77.0,0.77,53.9
2023-07-12,77,77.0,0.77,59.29
2023-07-13,76,77.0,0.77,58.52
2023-07-14,78,77.0,0.77,60.06
2023-07-15,78,77.0,0.77,60.06
2023-07-16,69,77.0,0.77,53.13
2023-07-17,75,77.0,0.77,57.75
2023-07-18,72,77.0,0.77,55.44
2023-07-19,82,77.0,0.77,63.14
2023-07-20,74,77.0,0.77,56.980000000000004
2023-07-21,100,77.0,0.77,77.0
2023-07-22,84,77.0,0.77,64.68
2023-07-23,87,77.0,0.77,66.99
2023-07-24,93,77.0,0.77,71.61
2023-07-25,80,77.0,0.77,61.6
2023-07-26,76,77.0,0.77,58.52
2023-07-27,66,77.0,0.77,50.82
2023-07-28,77,77.0,0.77,59.29
2023-07-29,79,77.0,0.77,60.83
2023-07-30,72,77.0,0.77,55.44
2023-07-31,76,77.0,0.77,58.52
2023-08-01,81,67.0,0.67,54.27
2023-08-02,78,67.0,0.67,52.260000000000005
2023-08-03,83,67.0,0.67,55.61000000000001
2023-08-04,81,67.0,0.67,54.27
2023-08-05,85,67.0,0.67,56.95
2023-08-06,77,67.0,0.67,51.59
2023-08-07,79,67.0,0.67,52.93
2023-08-08,80,67.0,0.67,53.6
2023-08-09,81,67.0,0.67,54.27
2023-08-10,80,67.0,0.67,53.6
2023-08-11,75,67.0,0.67,50.25
2023-08-12,77,67.0,0.67,51.59
2023-08-13,75,67.0,0.67,50.25
2023-08-14,78,67.0,0.67,52.260000000000005
2023-08-15,73,67.0,0.67,48.910000000000004
2023-08-16,82,67.0,0.67,54.940000000000005
2023-08-17,71,67.0,0.67,47.57
2023-08-18,74,67.0,0.67,49.580000000000005
2023-08-19,77,67.0,0.67,51.59
2023-08-20,71,67.0,0.67,47.57
2023-08-21,78,67.0,0.67,52.260000000000005
2023-08-22,76,67.0,0.67,50.92
2023-08-23,82,67.0,0.67,54.940000000000005
2023-08-24,74,67.0,0.67,49.580000000000005
2023-08-25,71,67.0,0.67,47.57
2023-08-26,74,67.0,0.67,49.580000000000005
2023-08-27,75,67.0,0.67,50.25
2023-08-28,76,67.0,0.67,50.92
2023-08-29,100,67.0,0.67,67.0
2023-08-30,92,67.0,0.67,61.64
2023-08-31,85,67.0,0.67,56.95
2023-09-01,60,67.0,0.67,40.2
2023-09-02,90,67.0,0.67,60.300000000000004
2023-09-03,91,67.0,0.67,60.970000000000006
2023-09-04,67,67.0,0.67,44.89
2023-09-05,75,67.0,0.67,50.25
2023-09-06,100,67.0,0.67,67.0
2023-09-07,68,67.0,0.67,45.56
2023-09-08,64,67.0,0.67,42.88
2023-09-09,68,67.0,0.67,45.56
2023-09-10,55,67.0,0.67,36.85
2023-09-11,57,67.0,0.67,38.190000000000005
2023-09-12,54,67.0,0.67,36.18
2023-09-13,55,67.0,0.67,36.85
2023-09-14,58,67.0,0.67,38.86
2023-09-15,54,67.0,0.67,36.18
2023-09-16,54,67.0,0.67,36.18
2023-09-17,50,67.0,0.67,33.5
2023-09-18,57,67.0,0.67,38.190000000000005
2023-09-19,56,67.0,0.67,37.52
2023-09-20,59,67.0,0.67,39.53
2023-09-21,59,67.0,0.67,39.53
2023-09-22,58,67.0,0.67,38.86
2023-09-23,51,67.0,0.67,34.17
2023-09-24,56,67.0,0.67,37.52
2023-09-25,58,67.0,0.67,38.86
2023-09-26,57,67.0,0.67,38.190000000000005
2023-09-27,55,67.0,0.67,36.85
2023-09-28,57,67.0,0.67,38.190000000000005
2023-09-29,57,67.0,0.67,38.190000000000005
2023-09-30,57,67.0,0.67,38.190000000000005
2023-10-01,81,74.0,0.74,59.94
2023-10-02,94,74.0,0.74,69.56
2023-10-03,86,74.0,0.74,63.64
2023-10-04,84,74.0,0.74,62.16
2023-10-05,82,74.0,0.74,60.68
2023-10-06,87,74.0,0.74,64.38
2023-10-07,79,74.0,0.74,58.46
2023-10-08,80,74.0,0.74,59.2
2023-10-09,92,74.0,0.74,68.08
2023-10-10,91,74.0,0.74,67.34
2023-10-11,89,74.0,0.74,65.86
2023-10-12,83,74.0,0.74,61.42
2023-10-13,86,74.0,0.74,63.64
2023-10-14,84,74.0,0.74,62.16
2023-10-15,73,74.0,0.74,54.019999999999996
2023-10-16,80,74.0,0.74,59.2
2023-10-17,87,74.0,0.74,64.38
2023-10-18,89,74.0,0.74,65.86
2023-10-19,85,74.0,0.74,62.9
2023-10-20,88,74.0,0.74,65.12
2023-10-21,90,74.0,0.74,66.6
2023-10-22,82,74.0,0.74,60.68
2023-10-23,92,74.0,0.74,68.08
2023-10-24,88,74.0,0.74,65.12
2023-10-25,90,74.0,0.74,66.6
2023-10-26,84,74.0,0.74,62.16
2023-10-27,90,74.0,0.74,66.6
2023-10-28,83,74.0,0.74,61.42
2023-10-29,82,74.0,0.74,60.68
2023-10-30,100,74.0,0.74,74.0
2023-10-31,98,74.0,0.74,72.52
2023-11-01,100,62.0,0.62,62.0
2023-11-02,99,62.0,0.62,61.38
2023-11-03,95,62.0,0.62,58.9
2023-11-04,86,62.0,0.62,53.32
2023-11-05,90,62.0,0.62,55.8
2023-11-06,91,62.0,0.62,56.42
2023-11-07,90,62.0,0.62,55.8
2023-11-08,93,62.0,0.62,57.66
2023-11-09,93,62.0,0.62,57.66
2023-11-10,89,62.0,0.62,55.18
2023-11-11,87,62.0,0.62,53.94
2023-11-12,85,62.0,0.62,52.7
2023-11-13,93,62.0,0.62,57.66
2023-11-14,95,62.0,0.62,58.9
2023-11-15,95,62.0,0.62,58.9
2023-11-16,95,62.0,0.62,58.9
2023-11-17,94,62.0,0.62,58.28
2023-11-18,77,62.0,0.62,47.74
2023-11-19,79,62.0,0.62,48.98
2023-11-20,84,62.0,0.62,52.08
2023-11-21,88,62.0,0.62,54.56
2023-11-22,83,62.0,0.62,51.46
2023-11-23,85,62.0,0.62,52.7
2023-11-24,90,62.0,0.62,55.8
2023-11-25,77,62.0,0.62,47.74
2023-11-26,74,62.0,0.62,45.88
2023-11-27,84,62.0,0.62,52.08
2023-11-28,90,62.0,0.62,55.8
2023-11-29,96,62.0,0.62,59.519999999999996
2023-11-30,93,62.0,0.62,57.66
2023-12-01,84,62.0,0.62,52.08
2023-12-02,70,62.0,0.62,43.4
2023-12-03,67,62.0,0.62,41.54
2023-12-04,81,62.0,0.62,50.22
2023-12-05,88,62.0,0.62,54.56
2023-12-06,83,62.0,0.62,51.46
2023-12-07,86,62.0,0.62,53.32
2023-12-08,85,62.0,0.62,52.7
2023-12-09,81,62.0,0.62,50.22
2023-12-10,77,62.0,0.62,47.74
2023-12-11,93,62.0,0.62,57.66
2023-12-12,89,62.0,0.62,55.18
2023-12-13,84,62.0,0.62,52.08
2023-12-14,100,62.0,0.62,62.0
2023-12-15,92,62.0,0.62,57.04
2023-12-16,80,62.0,0.62,49.6
2023-12-17,84,62.0,0.62,52.08
2023-12-18,89,62.0,0.62,55.18
2023-12-19,91,62.0,0.62,56.42
2023-12-20,92,62.0,0.62,57.04
2023-12-21,89,62.0,0.62,55.18
2023-12-22,87,62.0,0.62,53.94
2023-12-23,69,62.0,0.62,42.78
2023-12-24,74,62.0,0.62,45.88
2023-12-25,74,62.0,0.62,45.88
2023-12-26,90,62.0,0.62,55.8
2023-12-27,94,62.0,0.62,58.28
2023-12-28,95,62.0,0.62,58.9
2023-12-29,82,62.0,0.62,50.839999999999996
2023-12-30,82,62.0,0.62,50.839999999999996
2023-12-31,81,62.0,0.62,50.22
