date,JPM_unscaled,JPM_monthly,scale,JPM
2023-03-01,14,83.0,0.83,11.62
2023-03-02,18,83.0,0.83,14.94
2023-03-03,14,83.0,0.83,11.62
2023-03-04,5,83.0,0.83,4.1499999999999995
2023-03-05,9,83.0,0.83,7.47
2023-03-06,14,83.0,0.83,11.62
2023-03-07,18,83.0,0.83,14.94
2023-03-08,17,83.0,0.83,14.11
2023-03-09,34,83.0,0.83,28.22
2023-03-10,72,83.0,0.83,59.76
2023-03-11,27,83.0,0.83,22.41
2023-03-12,22,83.0,0.83,18.259999999999998
2023-03-13,100,83.0,0.83,83.0
2023-03-14,54,83.0,0.83,44.82
2023-03-15,60,83.0,0.83,49.8
2023-03-16,48,83.0,0.83,39.839999999999996
2023-03-17,46,83.0,0.83,38.18
2023-03-18,13,83.0,0.83,10.79
2023-03-19,12,83.0,0.83,9.959999999999999
2023-03-20,42,83.0,0.83,34.86
2023-03-21,40,83.0,0.83,33.199999999999996
2023-03-22,30,83.0,0.83,24.9
2023-03-23,31,83.0,0.83,25.73
2023-03-24,31,83.0,0.83,25.73
2023-03-25,12,83.0,0.83,9.959999999999999
2023-03-26,6,83.0,0.83,4.9799999999999995
2023-03-27,29,83.0,0.83,24.07
2023-03-28,22,83.0,0.83,18.259999999999998
2023-03-29,25,83.0,0.83,20.75
2023-03-30,28,83.0,0.83,23.24
2023-03-31,22,83.0,0.83,18.259999999999998
2023-04-01,14,59.0,0.59,8.26
2023-04-02,7,59.0,0.59,4.13
2023-04-03,25,59.0,0.59,14.75
2023-04-04,27,59.0,0.59,15.93
2023-04-05,23,59.0,0.59,13.569999999999999
2023-04-06,20,59.0,0.59,11.799999999999999
2023-04-07,12,59.0,0.59,7.08
2023-04-08,7,59.0,0.59,4.13
2023-04-09,6,59.0,0.59,3.54
2023-04-10,23,59.0,0.59,13.569999999999999
2023-04-11,22,59.0,0.59,12.979999999999999
2023-04-12,26,59.0,0.59,15.34
2023-04-13,33,59.0,0.59,19.47
2023-04-14,100,59.0,0.59,59.0
2023-04-15,15,59.0,0.59,8.85
2023-04-16,8,59.0,0.59,4.72
2023-04-17,32,59.0,0.59,18.88
2023-04-18,29,59.0,0.59,17.11
2023-04-19,29,59.0,0.59,17.11
2023-04-20,24,59.0,0.59,14.16
2023-04-21,24,59.0,0.59,14.16
2023-04-22,6,59.0,0.59,3.54
2023-04-23,3,59.0,0.59,1.77
2023-04-24,26,59.0,0.59,15.34
2023-04-25,24,59.0,0.59,14.16
2023-04-26,21,59.0,0.59,12.389999999999999
2023-04-27,24,59.0,0.59,14.16
2023-04-28,21,59.0,0.59,12.389999999999999
2023-04-29,11,59.0,0.59,6.489999999999999
2023-04-30,8,59.0,0.59,4.72
2023-05-01,100,59.0,0.59,59.0
2023-05-02,61,59.0,0.59,35.989999999999995
2023-05-03,41,59.0,0.59,24.189999999999998
2023-05-04,40,59.0,0.59,23.599999999999998
2023-05-05,28,59.0,0.59,16.52
2023-05-06,9,59.0,0.59,5.31
2023-05-07,6,59.0,0.59,3.54
2023-05-08,21,59.0,0.59,12.389999999999999
2023-05-09,28,59.0,0.59,16.52
2023-05-10,23,59.0,0.59,13.569999999999999
2023-05-11,22,59.0,0.59,12.979999999999999
2023-05-12,25,59.0,0.59,14.75
2023-05-13,8,59.0,0.59,4.72
2023-05-14,8,59.0,0.59,4.72
2023-05-15,24,59.0,0.59,14.16
2023-05-16,22,59.0,0.59,12.979999999999999
2023-05-17,22,59.0,0.59,12.979999999999999
2023-05-18,21,59.0,0.59,12.389999999999999
2023-05-19,22,59.0,0.59,12.979999999999999
2023-05-20,8,59.0,0.59,4.72
2023-05-21,7,59.0,0.59,4.13
2023-05-22,27,59.0,0.59,15.93
2023-05-23,25,59.0,0.59,14.75
2023-05-24,18,59.0,0.59,10.62
2023-05-25,28,59.0,0.59,16.52
2023-05-26,21,59.0,0.59,12.389999999999999
2023-05-27,7,59.0,0.59,4.13
2023-05-28,6,59.0,0.59,3.54
2023-05-29,6,59.0,0.59,3.54
2023-05-30,23,59.0,0.59,13.569999999999999
2023-05-31,23,59.0,0.59,13.569999999999999
2023-06-01,92,46.0,0.46,42.32
2023-06-02,98,46.0,0.46,45.080000000000005
2023-06-03,36,46.0,0.46,16.560000000000002
2023-06-04,26,46.0,0.46,11.96
2023-06-05,78,46.0,0.46,35.88
2023-06-06,75,46.0,0.46,34.5
2023-06-07,82,46.0,0.46,37.72
2023-06-08,79,46.0,0.46,36.34
2023-06-09,76,46.0,0.46,34.96
2023-06-10,22,46.0,0.46,10.120000000000001
2023-06-11,19,46.0,0.46,8.74
2023-06-12,84,46.0,0.46,38.64
2023-06-13,92,46.0,0.46,42.32
2023-06-14,91,46.0,0.46,41.86
2023-06-15,69,46.0,0.46,31.740000000000002
2023-06-16,79,46.0,0.46,36.34
2023-06-17,32,46.0,0.46,14.72
2023-06-18,22,46.0,0.46,10.120000000000001
2023-06-19,31,46.0,0.46,14.26
2023-06-20,77,46.0,0.46,35.42
2023-06-21,72,46.0,0.46,33.120000000000005
2023-06-22,77,46.0,0.46,35.42
2023-06-23,86,46.0,0.46,39.56
2023-06-24,30,46.0,0.46,13.8
2023-06-25,15,46.0,0.46,6.9
2023-06-26,71,46.0,0.46,32.660000000000004
2023-06-27,70,46.0,0.46,32.2
2023-06-28,85,46.0,0.46,39.1
2023-06-29,100,46.0,0.46,46.0
2023-06-30,100,46.0,0.46,46.0
2023-07-01,13,58.0,0.58,7.539999999999999
2023-07-02,9,58.0,0.58,5.22
2023-07-03,26,58.0,0.58,15.079999999999998
2023-07-04,10,58.0,0.58,5.8
2023-07-05,28,58.0,0.58,16.24
2023-07-06,25,58.0,0.58,14.499999999999998
2023-07-07,28,58.0,0.58,16.24
2023-07-08,10,58.0,0.58,5.8
2023-07-09,8,58.0,0.58,4.64
2023-07-10,27,58.0,0.58,15.659999999999998
2023-07-11,33,58.0,0.58,19.139999999999997
2023-07-12,37,58.0,0.58,21.459999999999997
2023-07-13,48,58.0,0.58,27.839999999999996
2023-07-14,100,58.0,0.58,57.99999999999999
2023-07-15,22,58.0,0.58,12.76
2023-07-16,13,58.0,0.58,7.539999999999999
2023-07-17,39,58.0,0.58,22.619999999999997
2023-07-18,40,58.0,0.58,23.2
2023-07-19,38,58.0,0.58,22.04
2023-07-20,34,58.0,0.58,19.72
2023-07-21,35,58.0,0.58,20.299999999999997
2023-07-22,13,58.0,0.58,7.539999999999999
2023-07-23,9,58.0,0.58,5.22
2023-07-24,36,58.0,0.58,20.88
2023-07-25,33,58.0,0.58,19.139999999999997
2023-07-26,32,58.0,0.58,18.56
2023-07-27,31,58.0,0.58,17.98
2023-07-28,33,58.0,0.58,19.139999999999997
2023-07-29,9,58.0,0.58,5.22
2023-07-30,6,58.0,0.58,3.4799999999999995
2023-07-31,33,58.0,0.58,19.139999999999997
2023-08-01,81,33.0,0.33,26.73
2023-08-02,74,33.0,0.33,24.42
2023-08-03,65,33.0,0.33,21.45
2023-08-04,58,33.0,0.33,19.14
2023-08-05,25,33.0,0.33,8.25
2023-08-06,7,33.0,0.33,2.31
2023-08-07,76,33.0,0.33,25.080000000000002
2023-08-08,100,33.0,0.33,33.0
2023-08-09,83,33.0,0.33,27.39
2023-08-10,86,33.0,0.33,28.380000000000003
2023-08-11,56,33.0,0.33,18.48
2023-08-12,30,33.0,0.33,9.9
2023-08-13,26,33.0,0.33,8.58
2023-08-14,70,33.0,0.33,23.1
2023-08-15,89,33.0,0.33,29.37
2023-08-16,94,33.0,0.33,31.020000000000003
2023-08-17,72,33.0,0.33,23.76
2023-08-18,70,33.0,0.33,23.1
2023-08-19,25,33.0,0.33,8.25
2023-08-20,16,33.0,0.33,5.28
2023-08-21,81,33.0,0.33,26.73
2023-08-22,93,33.0,0.33,30.69
2023-08-23,73,33.0,0.33,24.09
2023-08-24,71,33.0,0.33,23.43
2023-08-25,69,33.0,0.33,22.77
2023-08-26,19,33.0,0.33,6.2700000000000005
2023-08-27,18,33.0,0.33,5.94
2023-08-28,67,33.0,0.33,22.11
2023-08-29,81,33.0,0.33,26.73
2023-08-30,66,33.0,0.33,21.78
2023-08-31,70,33.0,0.33,23.1
2023-09-01,59,30.0,0.3,17.7
2023-09-02,21,30.0,0.3,6.3
2023-09-03,18,30.0,0.3,5.3999999999999995
2023-09-04,22,30.0,0.3,6.6
2023-09-05,63,30.0,0.3,18.9
2023-09-06,69,30.0,0.3,20.7
2023-09-07,71,30.0,0.3,21.3
2023-09-08,74,30.0,0.3,22.2
2023-09-09,30,30.0,0.3,9.0
2023-09-10,13,30.0,0.3,3.9
2023-09-11,68,30.0,0.3,20.4
2023-09-12,81,30.0,0.3,24.3
2023-09-13,71,30.0,0.3,21.3
2023-09-14,75,30.0,0.3,22.5
2023-09-15,74,30.0,0.3,22.2
2023-09-16,22,30.0,0.3,6.6
2023-09-17,18,30.0,0.3,5.3999999999999995
2023-09-18,66,30.0,0.3,19.8
2023-09-19,67,30.0,0.3,20.099999999999998
2023-09-20,77,30.0,0.3,23.099999999999998
2023-09-21,68,30.0,0.3,20.4
2023-09-22,67,30.0,0.3,20.099999999999998
2023-09-23,32,30.0,0.3,9.6
2023-09-24,19,30.0,0.3,5.7
2023-09-25,54,30.0,0.3,16.2
2023-09-26,68,30.0,0.3,20.4
2023-09-27,78,30.0,0.3,23.4
2023-09-28,100,30.0,0.3,30.0
2023-09-29,50,30.0,0.3,15.0
2023-09-30,27,30.0,0.3,8.1
2023-10-01,14,47.0,0.47,6.58
2023-10-02,43,47.0,0.47,20.209999999999997
2023-10-03,46,47.0,0.47,21.619999999999997
2023-10-04,36,47.0,0.47,16.919999999999998
2023-10-05,36,47.0,0.47,16.919999999999998
2023-10-06,41,47.0,0.47,19.27
2023-10-07,23,47.0,0.47,10.809999999999999
2023-10-08,12,47.0,0.47,5.64
2023-10-09,34,47.0,0.47,15.979999999999999
2023-10-10,37,47.0,0.47,17.39
2023-10-11,45,47.0,0.47,21.15
2023-10-12,38,47.0,0.47,17.86
2023-10-13,100,47.0,0.47,47.0
2023-10-14,24,47.0,0.47,11.28
2023-10-15,13,47.0,0.47,6.109999999999999
2023-10-16,48,47.0,0.47,22.56
2023-10-17,53,47.0,0.47,24.91
2023-10-18,51,47.0,0.47,23.97
2023-10-19,38,47.0,0.47,17.86
2023-10-20,35,47.0,0.47,16.45
2023-10-21,14,47.0,0.47,6.58
2023-10-22,9,47.0,0.47,4.2299999999999995
2023-10-23,33,47.0,0.47,15.51
2023-10-24,44,47.0,0.47,20.68
2023-10-25,44,47.0,0.47,20.68
2023-10-26,43,47.0,0.47,20.209999999999997
2023-10-27,76,47.0,0.47,35.72
2023-10-28,25,47.0,0.47,11.75
2023-10-29,15,47.0,0.47,7.05
2023-10-30,48,47.0,0.47,22.56
2023-10-31,40,47.0,0.47,18.799999999999997
2023-11-01,93,36.0,0.36,33.48
2023-11-02,86,36.0,0.36,30.959999999999997
2023-11-03,82,36.0,0.36,29.52
2023-11-04,32,36.0,0.36,11.52
2023-11-05,21,36.0,0.36,7.56
2023-11-06,86,36.0,0.36,30.959999999999997
2023-11-07,72,36.0,0.36,25.919999999999998
2023-11-08,78,36.0,0.36,28.08
2023-11-09,77,36.0,0.36,27.72
2023-11-10,68,36.0,0.36,24.48
2023-11-11,26,36.0,0.36,9.36
2023-11-12,25,36.0,0.36,9.0
2023-11-13,62,36.0,0.36,22.32
2023-11-14,87,36.0,0.36,31.32
2023-11-15,95,36.0,0.36,34.199999999999996
2023-11-16,83,36.0,0.36,29.88
2023-11-17,80,36.0,0.36,28.799999999999997
2023-11-18,31,36.0,0.36,11.16
2023-11-19,18,36.0,0.36,6.4799999999999995
2023-11-20,82,36.0,0.36,29.52
2023-11-21,84,36.0,0.36,30.24
2023-11-22,67,36.0,0.36,24.119999999999997
2023-11-23,17,36.0,0.36,6.12
2023-11-24,44,36.0,0.36,15.84
2023-11-25,14,36.0,0.36,5.04
2023-11-26,31,36.0,0.36,11.16
2023-11-27,56,36.0,0.36,20.16
2023-11-28,83,36.0,0.36,29.88
2023-11-29,70,36.0,0.36,25.2
2023-11-30,100,36.0,0.36,36.0
2023-12-01,54,39.0,0.39,21.060000000000002
2023-12-02,31,39.0,0.39,12.09
2023-12-03,20,39.0,0.39,7.800000000000001
2023-12-04,69,39.0,0.39,26.91
2023-12-05,67,39.0,0.39,26.130000000000003
2023-12-06,74,39.0,0.39,28.86
2023-12-07,69,39.0,0.39,26.91
2023-12-08,63,39.0,0.39,24.57
2023-12-09,28,39.0,0.39,10.92
2023-12-10,21,39.0,0.39,8.19
2023-12-11,77,39.0,0.39,30.03
2023-12-12,88,39.0,0.39,34.32
2023-12-13,82,39.0,0.39,31.98
2023-12-14,100,39.0,0.39,39.0
2023-12-15,96,39.0,0.39,37.44
2023-12-16,35,39.0,0.39,13.65
2023-12-17,17,39.0,0.39,6.63
2023-12-18,82,39.0,0.39,31.98
2023-12-19,93,39.0,0.39,36.27
2023-12-20,78,39.0,0.39,30.42
2023-12-21,87,39.0,0.39,33.93
2023-12-22,71,39.0,0.39,27.69
2023-12-23,26,39.0,0.39,10.14
2023-12-24,17,39.0,0.39,6.63
2023-12-25,12,39.0,0.39,4.68
2023-12-26,65,39.0,0.39,25.35
2023-12-27,67,39.0,0.39,26.130000000000003
2023-12-28,72,39.0,0.39,28.080000000000002
2023-12-29,61,39.0,0.39,23.79
2023-12-30,28,39.0,0.39,10.92
2023-12-31,19,39.0,0.39,7.41
