date,CRM
2014-07-11,50.459999999999994
2014-07-12,17.98
2014-07-13,16.82
2014-07-14,51.04
2014-07-15,55.67999999999999
2014-07-16,54.519999999999996
2014-07-17,50.459999999999994
2014-07-18,49.879999999999995
2014-07-19,19.139999999999997
2014-07-20,14.499999999999998
2014-07-21,56.839999999999996
2014-07-22,57.99999999999999
2014-07-23,56.839999999999996
2014-07-24,54.519999999999996
2014-07-25,46.4
2014-07-26,16.82
2014-07-27,15.079999999999998
2014-07-28,48.72
2014-07-29,57.419999999999995
2014-07-30,52.779999999999994
2014-07-31,50.459999999999994
2014-08-01,37.699999999999996
2014-08-02,17.98
2014-08-03,15.079999999999998
2014-08-04,45.82
2014-08-05,57.99999999999999
2014-08-06,53.36
2014-08-07,49.3
2014-08-08,46.4
2014-08-09,16.82
2014-08-10,12.18
2014-08-11,42.919999999999995
2014-08-12,46.4
2014-08-13,51.04
2014-08-14,55.099999999999994
2014-08-15,43.5
2014-08-16,17.98
2014-08-17,16.24
2014-08-18,44.08
2014-08-19,46.98
2014-08-20,49.879999999999995
2014-08-21,51.62
2014-08-22,48.72
2014-08-23,13.34
2014-08-24,14.499999999999998
2014-08-25,45.239999999999995
2014-08-26,49.3
2014-08-27,46.98
2014-08-28,44.08
2014-08-29,41.18
2014-08-30,17.98
2014-08-31,11.02
2014-09-01,19.8
2014-09-02,46.2
2014-09-03,55.00000000000001
2014-09-04,50.6
2014-09-05,48.400000000000006
2014-09-06,19.25
2014-09-07,14.3
2014-09-08,43.45
2014-09-09,55.00000000000001
2014-09-10,47.300000000000004
2014-09-11,48.95
2014-09-12,41.25
2014-09-13,18.150000000000002
2014-09-14,15.400000000000002
2014-09-15,43.45
2014-09-16,45.1
2014-09-17,44.0
2014-09-18,51.150000000000006
2014-09-19,46.2
2014-09-20,17.6
2014-09-21,13.750000000000002
2014-09-22,46.75000000000001
2014-09-23,50.6
2014-09-24,48.95
2014-09-25,53.900000000000006
2014-09-26,42.35
2014-09-27,20.900000000000002
2014-09-28,16.5
2014-09-29,51.150000000000006
2014-09-30,52.25000000000001
2014-10-01,50.050000000000004
2014-10-02,48.400000000000006
2014-10-03,46.75000000000001
2014-10-04,19.25
2014-10-05,21.450000000000003
2014-10-06,46.75000000000001
2014-10-07,55.00000000000001
2014-10-08,47.85
2014-10-09,48.95
2014-10-10,49.50000000000001
2014-10-11,18.700000000000003
2014-10-12,18.700000000000003
2014-10-13,49.50000000000001
2014-10-14,50.050000000000004
2014-10-15,55.00000000000001
2014-10-16,52.800000000000004
2014-10-17,48.400000000000006
2014-10-18,17.05
2014-10-19,16.5
2014-10-20,49.50000000000001
2014-10-21,54.45
2014-10-22,53.900000000000006
2014-10-23,53.35
2014-10-24,44.0
2014-10-25,18.700000000000003
2014-10-26,14.850000000000001
2014-10-27,48.95
2014-10-28,47.85
2014-10-29,52.25000000000001
2014-10-30,51.7
2014-10-31,50.6
2014-11-01,14.7
2014-11-02,17.15
2014-11-03,35.769999999999996
2014-11-04,41.65
2014-11-05,42.14
2014-11-06,44.589999999999996
2014-11-07,37.24
2014-11-08,16.66
2014-11-09,14.7
2014-11-10,41.16
2014-11-11,41.65
2014-11-12,45.57
2014-11-13,45.57
2014-11-14,39.2
2014-11-15,17.64
2014-11-16,17.15
2014-11-17,38.22
2014-11-18,43.61
2014-11-19,49.0
2014-11-20,46.55
2014-11-21,36.75
2014-11-22,16.66
2014-11-23,14.7
2014-11-24,40.67
2014-11-25,44.1
2014-11-26,32.83
2014-11-27,16.66
2014-11-28,19.6
2014-11-29,12.25
2014-11-30,11.76
2014-12-01,35.04
2014-12-02,44.64
2014-12-03,48.0
2014-12-04,40.8
2014-12-05,37.44
2014-12-06,16.8
2014-12-07,16.32
2014-12-08,43.199999999999996
2014-12-09,44.16
2014-12-10,48.0
2014-12-11,46.559999999999995
2014-12-12,36.0
2014-12-13,15.36
2014-12-14,13.92
2014-12-15,43.199999999999996
2014-12-16,46.559999999999995
2014-12-17,41.76
2014-12-18,42.72
2014-12-19,36.96
2014-12-20,15.84
2014-12-21,11.04
2014-12-22,32.64
2014-12-23,32.16
2014-12-24,25.439999999999998
2014-12-25,5.279999999999999
2014-12-26,14.399999999999999
2014-12-27,8.64
2014-12-28,10.559999999999999
2014-12-29,31.2
2014-12-30,29.759999999999998
2014-12-31,23.52
2015-01-01,13.25
2015-01-02,29.68
2015-01-03,13.25
2015-01-04,11.13
2015-01-05,38.690000000000005
2015-01-06,47.7
2015-01-07,43.99
2015-01-08,43.99
2015-01-09,42.400000000000006
2015-01-10,15.370000000000001
2015-01-11,15.370000000000001
2015-01-12,43.99
2015-01-13,50.88
2015-01-14,50.35
2015-01-15,46.64
2015-01-16,41.34
2015-01-17,18.02
2015-01-18,13.25
2015-01-19,37.63
2015-01-20,49.82
2015-01-21,46.11
2015-01-22,50.88
2015-01-23,40.28
2015-01-24,19.080000000000002
2015-01-25,14.31
2015-01-26,43.99
2015-01-27,44.52
2015-01-28,53.0
2015-01-29,47.17
2015-01-30,42.93
2015-01-31,18.02
2015-02-01,14.580000000000002
2015-02-02,40.5
2015-02-03,45.900000000000006
2015-02-04,48.06
2015-02-05,45.900000000000006
2015-02-06,39.96
2015-02-07,18.900000000000002
2015-02-08,18.36
2015-02-09,41.580000000000005
2015-02-10,46.980000000000004
2015-02-11,49.68000000000001
2015-02-12,49.68000000000001
2015-02-13,45.36
2015-02-14,18.900000000000002
2015-02-15,16.200000000000003
2015-02-16,39.42
2015-02-17,45.36
2015-02-18,45.36
2015-02-19,47.52
2015-02-20,46.980000000000004
2015-02-21,19.44
2015-02-22,17.28
2015-02-23,41.040000000000006
2015-02-24,52.92
2015-02-25,52.38
2015-02-26,54.0
2015-02-27,39.42
2015-02-28,19.44
2015-03-01,19.6
2015-03-02,46.480000000000004
2015-03-03,48.720000000000006
2015-03-04,52.64000000000001
2015-03-05,48.160000000000004
2015-03-06,49.84
2015-03-07,19.6
2015-03-08,16.240000000000002
2015-03-09,46.480000000000004
2015-03-10,48.160000000000004
2015-03-11,52.080000000000005
2015-03-12,47.6
2015-03-13,40.88
2015-03-14,24.64
2015-03-15,17.92
2015-03-16,49.28
2015-03-17,43.68000000000001
2015-03-18,49.28
2015-03-19,48.160000000000004
2015-03-20,48.160000000000004
2015-03-21,21.840000000000003
2015-03-22,15.680000000000001
2015-03-23,48.160000000000004
2015-03-24,54.88
2015-03-25,43.68000000000001
2015-03-26,56.00000000000001
2015-03-27,49.28
2015-03-28,18.48
2015-03-29,15.680000000000001
2015-03-30,52.080000000000005
2015-03-31,49.28
2015-04-01,45.43
2015-04-02,42.48
2015-04-03,38.94
2015-04-04,19.47
2015-04-05,13.569999999999999
2015-04-06,38.94
2015-04-07,45.43
2015-04-08,44.25
2015-04-09,43.07
2015-04-10,40.12
2015-04-11,15.34
2015-04-12,13.569999999999999
2015-04-13,40.71
2015-04-14,46.019999999999996
2015-04-15,41.89
2015-04-16,46.61
2015-04-17,38.35
2015-04-18,17.11
2015-04-19,17.11
2015-04-20,40.71
2015-04-21,43.07
2015-04-22,43.07
2015-04-23,46.019999999999996
2015-04-24,37.76
2015-04-25,17.11
2015-04-26,15.34
2015-04-27,44.25
2015-04-28,46.61
2015-04-29,59.0
2015-04-30,47.79
2015-05-01,44.800000000000004
2015-05-02,17.92
2015-05-03,17.360000000000003
2015-05-04,45.36000000000001
2015-05-05,56.00000000000001
2015-05-06,53.760000000000005
2015-05-07,50.96000000000001
2015-05-08,46.480000000000004
2015-05-09,19.6
2015-05-10,14.560000000000002
2015-05-11,48.160000000000004
2015-05-12,49.84
2015-05-13,42.56
2015-05-14,47.040000000000006
2015-05-15,39.760000000000005
2015-05-16,17.360000000000003
2015-05-17,14.000000000000002
2015-05-18,47.040000000000006
