date,IBM
2013-11-27,47.400000000000006
2013-11-28,26.86
2013-11-29,33.97
2013-11-30,26.86
2013-12-01,24.15
2013-12-02,55.88999999999999
2013-12-03,69.0
2013-12-04,62.78999999999999
2013-12-05,61.41
2013-12-06,55.199999999999996
2013-12-07,28.29
2013-12-08,27.599999999999998
2013-12-09,51.74999999999999
2013-12-10,63.48
2013-12-11,62.099999999999994
2013-12-12,59.339999999999996
2013-12-13,55.88999999999999
2013-12-14,26.22
2013-12-15,27.599999999999998
2013-12-16,60.72
2013-12-17,59.339999999999996
2013-12-18,59.339999999999996
2013-12-19,59.339999999999996
2013-12-20,60.029999999999994
2013-12-21,26.22
2013-12-22,24.15
2013-12-23,47.61
2013-12-24,40.019999999999996
2013-12-25,25.529999999999998
2013-12-26,40.019999999999996
2013-12-27,43.47
2013-12-28,24.839999999999996
2013-12-29,25.529999999999998
2013-12-30,44.849999999999994
2013-12-31,42.089999999999996
2014-01-01,24.18
2014-01-02,47.43
2014-01-03,44.64
2014-01-04,25.110000000000003
2014-01-05,23.25
2014-01-06,50.220000000000006
2014-01-07,61.38
2014-01-08,63.24
2014-01-09,73.47
2014-01-10,67.89
2014-01-11,28.830000000000002
2014-01-12,33.480000000000004
2014-01-13,57.660000000000004
2014-01-14,61.38
2014-01-15,57.660000000000004
2014-01-16,62.31
2014-01-17,60.45
2014-01-18,30.69
2014-01-19,30.69
2014-01-20,48.36
2014-01-21,79.98
2014-01-22,93.0
2014-01-23,90.21000000000001
2014-01-24,72.54
2014-01-25,35.34
2014-01-26,33.480000000000004
2014-01-27,61.38
2014-01-28,68.82000000000001
2014-01-29,68.82000000000001
2014-01-30,72.54
2014-01-31,66.96000000000001
2014-02-01,29.92
2014-02-02,23.76
2014-02-03,58.08
2014-02-04,64.24
2014-02-05,57.2
2014-02-06,61.6
2014-02-07,64.24
2014-02-08,29.04
2014-02-09,27.28
2014-02-10,63.36
2014-02-11,68.64
2014-02-12,62.48
2014-02-13,62.48
2014-02-14,58.96
2014-02-15,29.04
2014-02-16,24.64
2014-02-17,49.28
2014-02-18,63.36
2014-02-19,65.12
2014-02-20,61.6
2014-02-21,53.68
2014-02-22,28.16
2014-02-23,29.04
2014-02-24,63.36
2014-02-25,61.6
2014-02-26,77.44
2014-02-27,88.0
2014-02-28,75.68
2014-03-01,54.0
2014-03-02,50.0
2014-03-03,87.0
2014-03-04,93.0
2014-03-05,97.0
2014-03-06,94.0
2014-03-07,86.0
2014-03-08,50.0
2014-03-09,55.0
2014-03-10,98.0
2014-03-11,97.0
2014-03-12,91.0
2014-03-13,88.0
2014-03-14,86.0
2014-03-15,41.0
2014-03-16,40.0
2014-03-17,90.0
2014-03-18,96.0
2014-03-19,89.0
2014-03-20,93.0
2014-03-21,80.0
2014-03-22,39.0
2014-03-23,36.0
2014-03-24,89.0
2014-03-25,96.0
2014-03-26,100.0
2014-03-27,92.0
2014-03-28,80.0
2014-03-29,34.0
2014-03-30,38.0
2014-03-31,93.0
2014-04-01,78.3
2014-04-02,72.21
2014-04-03,73.08
2014-04-04,63.51
2014-04-05,30.45
2014-04-06,32.19
2014-04-07,67.86
2014-04-08,71.34
2014-04-09,74.82
2014-04-10,73.95
2014-04-11,70.47
2014-04-12,31.32
2014-04-13,31.32
2014-04-14,63.51
2014-04-15,68.73
2014-04-16,87.0
2014-04-17,82.65
2014-04-18,56.55
2014-04-19,26.1
2014-04-20,25.23
2014-04-21,67.86
2014-04-22,66.99
2014-04-23,74.82
2014-04-24,61.77
2014-04-25,62.64
2014-04-26,29.58
2014-04-27,30.45
2014-04-28,66.12
2014-04-29,71.34
2014-04-30,70.47
2014-05-01,69.7
2014-05-02,65.45
2014-05-03,29.75
2014-05-04,28.9
2014-05-05,73.95
2014-05-06,75.64999999999999
2014-05-07,78.2
2014-05-08,73.95
2014-05-09,63.75
2014-05-10,24.65
2014-05-11,28.05
2014-05-12,79.89999999999999
2014-05-13,85.0
2014-05-14,74.8
2014-05-15,68.85
2014-05-16,68.0
2014-05-17,32.3
2014-05-18,34.0
2014-05-19,73.1
2014-05-20,85.0
2014-05-21,75.64999999999999
2014-05-22,66.3
2014-05-23,71.39999999999999
2014-05-24,28.9
2014-05-25,25.5
2014-05-26,34.0
2014-05-27,69.7
2014-05-28,78.2
2014-05-29,74.8
2014-05-30,66.3
2014-05-31,32.3
2014-06-01,29.6
2014-06-02,74.4
2014-06-03,80.0
2014-06-04,74.4
2014-06-05,74.4
2014-06-06,68.8
2014-06-07,30.400000000000002
2014-06-08,31.200000000000003
2014-06-09,75.2
2014-06-10,72.8
2014-06-11,76.80000000000001
2014-06-12,72.0
2014-06-13,69.60000000000001
2014-06-14,27.200000000000003
2014-06-15,31.200000000000003
2014-06-16,69.60000000000001
2014-06-17,76.0
2014-06-18,72.0
2014-06-19,68.0
2014-06-20,62.400000000000006
2014-06-21,28.0
2014-06-22,28.0
2014-06-23,65.60000000000001
2014-06-24,73.60000000000001
2014-06-25,72.8
2014-06-26,68.8
2014-06-27,64.8
2014-06-28,26.400000000000002
2014-06-29,28.8
2014-06-30,68.0
2014-07-01,46.55
2014-07-02,55.099999999999994
2014-07-03,48.449999999999996
2014-07-04,22.799999999999997
2014-07-05,15.2
2014-07-06,19.0
2014-07-07,54.15
2014-07-08,49.4
2014-07-09,49.4
2014-07-10,57.0
2014-07-11,46.55
2014-07-12,20.9
2014-07-13,19.95
2014-07-14,52.25
2014-07-15,68.39999999999999
2014-07-16,95.0
2014-07-17,82.64999999999999
2014-07-18,65.55
2014-07-19,26.599999999999998
2014-07-20,23.75
2014-07-21,57.949999999999996
2014-07-22,57.949999999999996
2014-07-23,62.699999999999996
2014-07-24,56.05
2014-07-25,51.3
2014-07-26,26.599999999999998
2014-07-27,23.75
2014-07-28,47.5
2014-07-29,51.3
2014-07-30,56.05
2014-07-31,54.15
2014-08-01,69.12
2014-08-02,28.08
2014-08-03,25.919999999999998
2014-08-04,65.52
2014-08-05,71.28
2014-08-06,72.0
2014-08-07,67.67999999999999
2014-08-08,68.39999999999999
2014-08-09,31.68
2014-08-10,28.08
2014-08-11,66.96
2014-08-12,64.8
2014-08-13,66.96
2014-08-14,68.39999999999999
2014-08-15,59.04
2014-08-16,27.36
2014-08-17,29.52
2014-08-18,66.96
2014-08-19,65.52
2014-08-20,66.24
2014-08-21,68.39999999999999
2014-08-22,64.8
2014-08-23,30.959999999999997
2014-08-24,23.759999999999998
2014-08-25,59.76
2014-08-26,69.84
2014-08-27,68.39999999999999
2014-08-28,69.12
2014-08-29,64.8
2014-08-30,33.839999999999996
2014-08-31,26.64
2014-09-01,28.35
2014-09-02,65.61
2014-09-03,71.28
2014-09-04,63.99
2014-09-05,66.42
2014-09-06,32.400000000000006
2014-09-07,24.3
2014-09-08,60.75000000000001
2014-09-09,65.61
2014-09-10,66.42
2014-09-11,61.56
2014-09-12,60.75000000000001
2014-09-13,28.35
2014-09-14,25.110000000000003
2014-09-15,64.80000000000001
2014-09-16,68.85000000000001
2014-09-17,69.66000000000001
2014-09-18,76.14
2014-09-19,66.42
2014-09-20,30.78
2014-09-21,25.110000000000003
2014-09-22,71.28
2014-09-23,72.09
2014-09-24,81.0
2014-09-25,73.71000000000001
2014-09-26,61.56
2014-09-27,29.160000000000004
2014-09-28,25.92
2014-09-29,60.75000000000001
2014-09-30,78.57000000000001
2014-10-01,48.019999999999996
2014-10-02,47.04
2014-10-03,49.0
2014-10-04,17.64
2014-10-05,18.62
2014-10-06,43.12
2014-10-07,45.08
2014-10-08,51.94
2014-10-09,49.98
2014-10-10,42.14
2014-10-11,18.62
2014-10-12,19.6
2014-10-13,40.18
2014-10-14,49.0
2014-10-15,50.96
2014-10-16,49.0
2014-10-17,48.019999999999996
2014-10-18,23.52
2014-10-19,20.58
2014-10-20,98.0
2014-10-21,80.36
2014-10-22,69.58
2014-10-23,60.76
2014-10-24,49.0
2014-10-25,23.52
2014-10-26,22.54
2014-10-27,54.879999999999995
2014-10-28,60.76
2014-10-29,60.76
2014-10-30,56.839999999999996
2014-10-31,49.0
2014-11-01,32.12
2014-11-02,24.09
2014-11-03,64.24
2014-11-04,67.16
2014-11-05,63.51
2014-11-06,62.05
2014-11-07,56.21
2014-11-08,29.2
2014-11-09,27.74
2014-11-10,59.86
2014-11-11,67.89
2014-11-12,67.89
2014-11-13,65.7
2014-11-14,60.589999999999996
2014-11-15,29.2
2014-11-16,24.82
2014-11-17,64.24
2014-11-18,67.16
2014-11-19,73.0
2014-11-20,72.27
2014-11-21,59.129999999999995
2014-11-22,23.36
2014-11-23,24.82
2014-11-24,56.21
2014-11-25,54.019999999999996
2014-11-26,46.72
2014-11-27,22.63
2014-11-28,32.12
2014-11-29,23.36
2014-11-30,22.63
2014-12-01,51.35
2014-12-02,57.85
2014-12-03,61.1
2014-12-04,58.5
2014-12-05,52.65
2014-12-06,23.400000000000002
2014-12-07,22.75
2014-12-08,57.2
2014-12-09,61.75
2014-12-10,60.45
2014-12-11,55.25
2014-12-12,52.65
2014-12-13,27.3
2014-12-14,24.05
2014-12-15,55.25
2014-12-16,59.800000000000004
2014-12-17,57.85
2014-12-18,65.0
2014-12-19,50.050000000000004
2014-12-20,25.35
2014-12-21,20.8
2014-12-22,45.5
2014-12-23,48.75
2014-12-24,35.75
2014-12-25,16.25
2014-12-26,29.25
2014-12-27,22.1
2014-12-28,17.55
2014-12-29,42.25
2014-12-30,42.9
2014-12-31,40.95
2015-01-01,18.400000000000002
2015-01-02,28.52
2015-01-03,17.48
2015-01-04,20.240000000000002
2015-01-05,46.0
2015-01-06,50.6
2015-01-07,53.36
2015-01-08,52.440000000000005
2015-01-09,46.92
2015-01-10,19.32
2015-01-11,24.84
2015-01-12,48.760000000000005
2015-01-13,51.52
2015-01-14,54.28
2015-01-15,54.28
2015-01-16,52.440000000000005
