date,MCD
2014-08-31,8.7
2014-09-01,10.53
2014-09-02,20.25
2014-09-03,21.6
2014-09-04,17.82
2014-09-05,12.96
2014-09-06,14.580000000000002
2014-09-07,15.12
2014-09-08,19.71
2014-09-09,20.790000000000003
2014-09-10,20.520000000000003
2014-09-11,15.12
2014-09-12,11.61
2014-09-13,11.07
2014-09-14,9.99
2014-09-15,24.57
2014-09-16,19.44
2014-09-17,17.28
2014-09-18,13.23
2014-09-19,15.93
2014-09-20,14.31
2014-09-21,10.8
2014-09-22,17.28
2014-09-23,23.49
2014-09-24,16.470000000000002
2014-09-25,16.470000000000002
2014-09-26,21.87
2014-09-27,11.88
2014-09-28,11.61
2014-09-29,22.950000000000003
2014-09-30,27.0
2014-10-01,19.200000000000003
2014-10-02,26.8
2014-10-03,19.6
2014-10-04,18.8
2014-10-05,15.6
2014-10-06,26.4
2014-10-07,20.8
2014-10-08,20.0
2014-10-09,19.6
2014-10-10,22.8
2014-10-11,20.0
2014-10-12,16.400000000000002
2014-10-13,24.4
2014-10-14,26.8
2014-10-15,22.8
2014-10-16,25.200000000000003
2014-10-17,22.4
2014-10-18,26.0
2014-10-19,22.8
2014-10-20,21.200000000000003
2014-10-21,40.0
2014-10-22,29.6
2014-10-23,23.6
2014-10-24,13.2
2014-10-25,13.2
2014-10-26,16.0
2014-10-27,24.0
2014-10-28,22.4
2014-10-29,16.400000000000002
2014-10-30,18.8
2014-10-31,15.2
2014-11-01,20.5
2014-11-02,13.25
2014-11-03,15.25
2014-11-04,16.5
2014-11-05,16.5
2014-11-06,20.0
2014-11-07,20.5
2014-11-08,10.25
2014-11-09,13.25
2014-11-10,25.0
2014-11-11,17.75
2014-11-12,15.75
2014-11-13,16.75
2014-11-14,21.0
2014-11-15,17.0
2014-11-16,15.5
2014-11-17,20.0
2014-11-18,14.5
2014-11-19,15.75
2014-11-20,17.5
2014-11-21,20.5
2014-11-22,12.0
2014-11-23,8.0
2014-11-24,14.25
2014-11-25,13.75
2014-11-26,13.5
2014-11-27,11.5
2014-11-28,13.5
2014-11-29,17.0
2014-11-30,12.25
2014-12-01,16.799999999999997
2014-12-02,28.0
2014-12-03,34.3
2014-12-04,30.45
2014-12-05,32.2
2014-12-06,20.3
2014-12-07,26.25
2014-12-08,28.7
2014-12-09,25.2
2014-12-10,34.65
2014-12-11,35.0
2014-12-12,29.05
2014-12-13,28.7
2014-12-14,22.4
2014-12-15,30.1
2014-12-16,25.9
2014-12-17,34.3
2014-12-18,32.9
2014-12-19,28.7
2014-12-20,15.749999999999998
2014-12-21,24.85
2014-12-22,21.35
2014-12-23,28.0
2014-12-24,21.35
2014-12-25,20.3
2014-12-26,23.45
2014-12-27,19.95
2014-12-28,8.75
2014-12-29,28.0
2014-12-30,16.799999999999997
2014-12-31,26.6
2015-01-01,12.32
2015-01-02,14.000000000000002
2015-01-03,7.000000000000001
2015-01-04,11.2
2015-01-05,10.36
2015-01-06,14.560000000000002
2015-01-07,14.560000000000002
2015-01-08,15.68
2015-01-09,15.68
2015-01-10,10.64
2015-01-11,1.96
2015-01-12,14.840000000000002
2015-01-13,16.8
2015-01-14,22.12
2015-01-15,14.560000000000002
2015-01-16,11.760000000000002
2015-01-17,12.32
2015-01-18,11.2
2015-01-19,21.840000000000003
2015-01-20,9.52
2015-01-21,11.2
2015-01-22,19.040000000000003
2015-01-23,21.56
2015-01-24,14.000000000000002
2015-01-25,15.96
2015-01-26,17.080000000000002
2015-01-27,16.8
2015-01-28,15.96
2015-01-29,28.000000000000004
2015-01-30,19.880000000000003
2015-01-31,17.64
2015-02-01,11.34
2015-02-02,17.55
2015-02-03,18.36
2015-02-04,20.520000000000003
2015-02-05,21.06
2015-02-06,15.66
2015-02-07,12.69
2015-02-08,14.04
2015-02-09,23.22
2015-02-10,22.41
2015-02-11,12.15
2015-02-12,17.01
2015-02-13,27.0
2015-02-14,15.39
2015-02-15,10.53
2015-02-16,15.66
2015-02-17,13.77
2015-02-18,15.66
2015-02-19,19.17
2015-02-20,14.85
2015-02-21,12.96
2015-02-22,10.260000000000002
2015-02-23,22.950000000000003
2015-02-24,20.790000000000003
2015-02-25,17.28
2015-02-26,19.98
2015-02-27,21.33
2015-02-28,14.85
2015-03-01,20.160000000000004
2015-03-02,20.72
2015-03-03,22.4
2015-03-04,22.96
2015-03-05,17.080000000000002
2015-03-06,19.880000000000003
2015-03-07,15.12
2015-03-08,18.48
2015-03-09,26.880000000000003
2015-03-10,23.24
2015-03-11,24.92
2015-03-12,26.880000000000003
2015-03-13,19.880000000000003
2015-03-14,15.68
2015-03-15,17.360000000000003
2015-03-16,28.000000000000004
2015-03-17,19.880000000000003
2015-03-18,21.840000000000003
2015-03-19,19.32
2015-03-20,17.92
2015-03-21,14.840000000000002
2015-03-22,5.32
