date,TSLA
2014-10-15,4.2
2014-10-16,4.0
2014-10-17,4.2
2014-10-18,1.0
2014-10-19,0.6000000000000001
2014-10-20,3.5
2014-10-21,3.4000000000000004
2014-10-22,3.1
2014-10-23,3.5
2014-10-24,3.3000000000000003
2014-10-25,0.8
2014-10-26,0.4
2014-10-27,4.7
2014-10-28,5.2
2014-10-29,4.1000000000000005
2014-10-30,3.3000000000000003
2014-10-31,3.1
2014-11-01,1.12
2014-11-02,0.77
2014-11-03,2.9400000000000004
2014-11-04,2.7300000000000004
2014-11-05,6.0200000000000005
2014-11-06,7.000000000000001
2014-11-07,4.340000000000001
2014-11-08,1.2600000000000002
2014-11-09,0.77
2014-11-10,3.08
2014-11-11,3.22
2014-11-12,3.5700000000000003
2014-11-13,3.2900000000000005
2014-11-14,3.3600000000000003
2014-11-15,1.1900000000000002
2014-11-16,0.56
2014-11-17,2.87
2014-11-18,2.9400000000000004
2014-11-19,3.5000000000000004
2014-11-20,2.7300000000000004
2014-11-21,2.5200000000000005
2014-11-22,0.77
2014-11-23,0.49000000000000005
2014-11-24,2.8000000000000003
2014-11-25,2.66
2014-11-26,2.0300000000000002
2014-11-27,0.6300000000000001
2014-11-28,1.54
2014-11-29,0.56
2014-11-30,0.49000000000000005
2014-12-01,3.1799999999999997
2014-12-02,2.88
2014-12-03,3.36
2014-12-04,2.88
2014-12-05,3.54
2014-12-06,1.44
2014-12-07,0.78
2014-12-08,3.2399999999999998
2014-12-09,3.9
2014-12-10,4.5
2014-12-11,4.14
2014-12-12,4.32
2014-12-13,1.26
2014-12-14,0.8999999999999999
2014-12-15,3.0
2014-12-16,3.96
2014-12-17,6.0
2014-12-18,4.38
2014-12-19,5.3999999999999995
2014-12-20,1.44
2014-12-21,0.54
2014-12-22,3.48
2014-12-23,4.32
2014-12-24,3.0
2014-12-25,0.84
2014-12-26,3.12
2014-12-27,1.6199999999999999
2014-12-28,1.08
2014-12-29,2.6399999999999997
2014-12-30,3.12
2014-12-31,2.88
2015-01-01,1.08
2015-01-02,1.92
2015-01-03,0.6
2015-01-04,0.72
2015-01-05,2.34
2015-01-06,2.6999999999999997
2015-01-07,2.1
2015-01-08,2.46
2015-01-09,2.2199999999999998
2015-01-10,1.02
2015-01-11,0.54
2015-01-12,2.88
2015-01-13,3.7199999999999998
2015-01-14,6.0
2015-01-15,3.42
2015-01-16,3.84
2015-01-17,1.14
2015-01-18,0.8999999999999999
2015-01-19,1.44
2015-01-20,3.06
2015-01-21,2.52
2015-01-22,2.52
2015-01-23,2.34
2015-01-24,0.84
2015-01-25,0.6
2015-01-26,2.52
2015-01-27,2.58
2015-01-28,2.58
2015-01-29,2.46
2015-01-30,2.46
2015-01-31,0.72
2015-02-01,0.63
2015-02-02,1.89
2015-02-03,3.2399999999999998
2015-02-04,2.16
2015-02-05,2.25
2015-02-06,2.79
2015-02-07,0.99
2015-02-08,0.72
2015-02-09,2.88
2015-02-10,3.33
2015-02-11,6.4799999999999995
2015-02-12,9.0
2015-02-13,4.859999999999999
2015-02-14,1.6199999999999999
2015-02-15,0.99
2015-02-16,1.71
2015-02-17,3.5999999999999996
2015-02-18,3.33
2015-02-19,3.15
2015-02-20,3.69
2015-02-21,1.3499999999999999
2015-02-22,0.72
2015-02-23,2.79
2015-02-24,3.15
2015-02-25,3.15
2015-02-26,3.06
2015-02-27,2.4299999999999997
2015-02-28,0.8099999999999999
2015-03-01,0.8400000000000001
2015-03-02,5.53
2015-03-03,4.550000000000001
2015-03-04,4.41
2015-03-05,3.9200000000000004
2015-03-06,3.5000000000000004
2015-03-07,1.7500000000000002
2015-03-08,1.33
2015-03-09,4.69
2015-03-10,5.390000000000001
2015-03-11,5.11
2015-03-12,3.99
2015-03-13,4.83
2015-03-14,1.4700000000000002
2015-03-15,1.12
2015-03-16,4.2700000000000005
2015-03-17,5.11
2015-03-18,4.130000000000001
2015-03-19,6.790000000000001
2015-03-20,5.53
2015-03-21,1.33
2015-03-22,1.2600000000000002
2015-03-23,3.3600000000000003
2015-03-24,5.040000000000001
2015-03-25,4.2700000000000005
2015-03-26,4.69
2015-03-27,5.670000000000001
2015-03-28,2.31
2015-03-29,1.4000000000000001
2015-03-30,7.000000000000001
2015-03-31,6.0200000000000005
2015-04-01,4.68
2015-04-02,4.32
2015-04-03,4.05
2015-04-04,2.16
2015-04-05,1.71
2015-04-06,7.56
2015-04-07,5.49
2015-04-08,5.76
2015-04-09,5.67
2015-04-10,4.68
2015-04-11,1.3499999999999999
2015-04-12,1.3499999999999999
2015-04-13,4.2299999999999995
2015-04-14,3.69
2015-04-15,4.05
2015-04-16,4.32
2015-04-17,3.51
2015-04-18,1.53
2015-04-19,0.8999999999999999
2015-04-20,3.69
2015-04-21,3.5999999999999996
2015-04-22,6.39
2015-04-23,6.39
2015-04-24,4.32
2015-04-25,1.71
2015-04-26,1.17
2015-04-27,9.0
2015-04-28,6.93
2015-04-29,4.68
2015-04-30,6.3
2015-05-01,10.0
2015-05-02,2.3000000000000003
2015-05-03,1.4000000000000001
2015-05-04,3.5
2015-05-05,4.4
2015-05-06,7.6000000000000005
2015-05-07,7.300000000000001
2015-05-08,4.4
2015-05-09,1.6
2015-05-10,1.2000000000000002
2015-05-11,3.9000000000000004
2015-05-12,4.2
2015-05-13,3.8000000000000003
2015-05-14,3.5
2015-05-15,3.1
2015-05-16,1.0
2015-05-17,0.7000000000000001
2015-05-18,3.5
2015-05-19,3.4000000000000004
2015-05-20,2.8000000000000003
2015-05-21,2.4000000000000004
2015-05-22,2.4000000000000004
2015-05-23,0.8
2015-05-24,0.7000000000000001
2015-05-25,0.7000000000000001
2015-05-26,2.5
2015-05-27,2.9000000000000004
2015-05-28,2.7
2015-05-29,2.5
2015-05-30,0.6000000000000001
2015-05-31,0.7000000000000001
2015-06-01,4.69
2015-06-02,3.9200000000000004
2015-06-03,4.760000000000001
2015-06-04,3.7800000000000002
2015-06-05,4.62
2015-06-06,0.7000000000000001
