date,HD
2016-04-23,53.760000000000005
2016-04-24,49.84
2016-04-25,45.92
2016-04-26,42.56
2016-04-27,43.120000000000005
2016-04-28,43.68000000000001
2016-04-29,45.92
2016-04-30,49.84
2016-05-01,50.6
2016-05-02,44.0
2016-05-03,44.55
2016-05-04,42.35
2016-05-05,44.55
2016-05-06,43.45
2016-05-07,48.400000000000006
2016-05-08,48.95
2016-05-09,44.55
2016-05-10,45.1
2016-05-11,45.650000000000006
2016-05-12,46.75000000000001
2016-05-13,46.2
2016-05-14,48.400000000000006
2016-05-15,51.7
2016-05-16,46.75000000000001
2016-05-17,46.2
2016-05-18,49.50000000000001
2016-05-19,46.2
2016-05-20,41.8
2016-05-21,51.7
2016-05-22,55.00000000000001
2016-05-23,50.05
2016-05-24,47.85
2016-05-25,44.55
2016-05-26,43.45
2016-05-27,50.05
2016-05-28,48.400000000000006
2016-05-29,53.900000000000006
2016-05-30,47.85
2016-05-31,48.400000000000006
2016-06-01,41.08
2016-06-02,41.08
2016-06-03,40.56
2016-06-04,42.64
2016-06-05,46.28
2016-06-06,39.0
2016-06-07,39.52
2016-06-08,37.96
2016-06-09,39.52
2016-06-10,40.04
2016-06-11,44.2
2016-06-12,43.68
2016-06-13,39.0
2016-06-14,40.56
2016-06-15,39.0
2016-06-16,42.64
2016-06-17,45.760000000000005
2016-06-18,45.760000000000005
2016-06-19,43.16
2016-06-20,41.08
2016-06-21,46.8
2016-06-22,42.120000000000005
2016-06-23,41.6
2016-06-24,43.68
2016-06-25,39.52
2016-06-26,52.0
2016-06-27,41.08
2016-06-28,44.72
2016-06-29,43.16
2016-06-30,42.64
2016-07-01,42.120000000000005
2016-07-02,44.72
2016-07-03,47.32
2016-07-04,44.72
2016-07-05,44.72
2016-07-06,41.08
2016-07-07,40.04
2016-07-08,42.64
2016-07-09,47.84
2016-07-10,46.28
2016-07-11,41.08
2016-07-12,41.08
2016-07-13,43.68
2016-07-14,40.56
2016-07-15,41.08
2016-07-16,49.92
2016-07-17,48.36
2016-07-18,44.72
2016-07-19,42.120000000000005
2016-07-20,41.6
2016-07-21,44.2
2016-07-22,39.52
2016-07-23,49.92
2016-07-24,52.0
2016-07-25,45.24
2016-07-26,48.36
2016-07-27,42.64
2016-07-28,42.120000000000005
2016-07-29,41.08
2016-07-30,45.24
2016-07-31,47.32
2016-08-01,45.03
2016-08-02,41.61
2016-08-03,49.02
2016-08-04,49.02
2016-08-05,46.17
2016-08-06,56.99999999999999
2016-08-07,56.99999999999999
2016-08-08,46.74
2016-08-09,49.02
2016-08-10,43.31999999999999
2016-08-11,43.88999999999999
2016-08-12,42.74999999999999
2016-08-13,53.58
2016-08-14,49.59
2016-08-15,52.44
2016-08-16,51.87
2016-08-17,48.45
2016-08-18,45.6
2016-08-19,47.31
2016-08-20,50.73
2016-08-21,56.99999999999999
2016-08-22,47.31
2016-08-23,47.88
2016-08-24,47.31
2016-08-25,43.88999999999999
2016-08-26,46.17
2016-08-27,50.16
2016-08-28,53.58
2016-08-29,43.31999999999999
2016-08-30,43.31999999999999
2016-08-31,40.47
2016-09-01,45.43
2016-09-02,52.51
2016-09-03,54.28
2016-09-04,56.05
2016-09-05,53.1
2016-09-06,49.56
2016-09-07,46.02
2016-09-08,48.97
2016-09-09,51.33
2016-09-10,53.69
2016-09-11,56.64
2016-09-12,46.61
2016-09-13,46.02
2016-09-14,48.38
2016-09-15,50.15
2016-09-16,50.15
2016-09-17,57.23
2016-09-18,59.0
2016-09-19,45.43
2016-09-20,43.07
2016-09-21,43.07
2016-09-22,44.84
2016-09-23,46.02
2016-09-24,51.33
2016-09-25,54.28
2016-09-26,43.66
2016-09-27,43.66
2016-09-28,44.84
2016-09-29,41.3
2016-09-30,46.02
2016-10-01,53.01
2016-10-02,50.16
2016-10-03,40.47
2016-10-04,43.31999999999999
2016-10-05,43.88999999999999
2016-10-06,41.61
2016-10-07,41.04
2016-10-08,49.02
2016-10-09,51.87
2016-10-10,41.04
2016-10-11,43.31999999999999
2016-10-12,46.17
2016-10-13,46.17
2016-10-14,46.17
2016-10-15,54.72
2016-10-16,54.72
2016-10-17,43.31999999999999
2016-10-18,43.31999999999999
2016-10-19,46.17
2016-10-20,45.6
2016-10-21,44.46
2016-10-22,56.99999999999999
2016-10-23,53.01
2016-10-24,43.88999999999999
2016-10-25,45.03
2016-10-26,45.6
2016-10-27,51.3
2016-10-28,45.6
2016-10-29,55.28999999999999
2016-10-30,53.58
2016-10-31,45.03
2016-11-01,37.82
2016-11-02,36.6
2016-11-03,33.55
2016-11-04,36.6
2016-11-05,41.48
2016-11-06,40.87
2016-11-07,35.38
2016-11-08,35.99
2016-11-09,25.62
2016-11-10,35.38
2016-11-11,36.6
2016-11-12,41.48
2016-11-13,42.7
2016-11-14,35.38
2016-11-15,34.16
2016-11-16,38.43
2016-11-17,35.38
2016-11-18,37.21
2016-11-19,41.48
2016-11-20,50.63
2016-11-21,38.43
2016-11-22,42.09
2016-11-23,45.14
2016-11-24,51.24
2016-11-25,61.0
2016-11-26,51.85
2016-11-27,48.19
2016-11-28,42.7
2016-11-29,42.7
2016-11-30,39.04
2016-12-01,43.47
2016-12-02,42.21
2016-12-03,51.66
2016-12-04,48.51
2016-12-05,40.95
2016-12-06,39.69
2016-12-07,40.95
2016-12-08,41.58
2016-12-09,44.73
2016-12-10,52.92
2016-12-11,49.14
2016-12-12,41.58
2016-12-13,47.25
2016-12-14,40.32
2016-12-15,42.21
2016-12-16,42.21
2016-12-17,52.29
2016-12-18,50.4
2016-12-19,42.84
2016-12-20,49.14
2016-12-21,43.47
2016-12-22,47.88
2016-12-23,46.62
2016-12-24,54.18
2016-12-25,63.0
2016-12-26,57.96
2016-12-27,50.4
2016-12-28,49.77
2016-12-29,49.77
2016-12-30,48.51
2016-12-31,47.88
2017-01-01,54.87
2017-01-02,59.0
2017-01-03,50.74
2017-01-04,48.97
2017-01-05,53.69
2017-01-06,44.84
2017-01-07,53.69
2017-01-08,54.87
2017-01-09,46.02
2017-01-10,48.38
2017-01-11,44.25
2017-01-12,53.1
2017-01-13,47.79
2017-01-14,56.64
2017-01-15,54.28
2017-01-16,56.05
2017-01-17,48.97
2017-01-18,47.79
2017-01-19,48.38
2017-01-20,43.66
2017-01-21,51.92
2017-01-22,54.87
2017-01-23,48.97
2017-01-24,45.43
2017-01-25,48.38
2017-01-26,46.02
2017-01-27,46.61
2017-01-28,57.82
2017-01-29,55.46
2017-01-30,46.61
2017-01-31,46.61
2017-02-01,45.6
2017-02-02,45.03
2017-02-03,44.46
2017-02-04,54.15
2017-02-05,55.28999999999999
2017-02-06,43.31999999999999
2017-02-07,42.18
2017-02-08,40.47
2017-02-09,45.03
2017-02-10,44.46
2017-02-11,53.58
2017-02-12,53.58
2017-02-13,43.31999999999999
2017-02-14,43.31999999999999
2017-02-15,45.6
2017-02-16,43.88999999999999
2017-02-17,47.31
2017-02-18,48.45
2017-02-19,56.99999999999999
2017-02-20,50.73
2017-02-21,45.6
2017-02-22,42.18
2017-02-23,44.46
2017-02-24,45.03
2017-02-25,50.16
2017-02-26,55.28999999999999
2017-02-27,42.18
2017-02-28,44.46
2017-03-01,38.88
2017-03-02,38.88
2017-03-03,39.96
2017-03-04,47.52
2017-03-05,50.760000000000005
2017-03-06,39.42
2017-03-07,42.66
2017-03-08,42.66
2017-03-09,43.2
2017-03-10,41.040000000000006
2017-03-11,54.0
2017-03-12,49.14
2017-03-13,42.66
2017-03-14,44.82
2017-03-15,44.82
2017-03-16,46.440000000000005
2017-03-17,45.36
2017-03-18,50.220000000000006
2017-03-19,51.3
2017-03-20,45.900000000000006
2017-03-21,43.2
2017-03-22,41.040000000000006
2017-03-23,43.74
2017-03-24,46.98
2017-03-25,52.92
2017-03-26,52.92
2017-03-27,42.120000000000005
2017-03-28,44.82
2017-03-29,41.040000000000006
2017-03-30,42.66
2017-03-31,42.66
2017-04-01,51.41
2017-04-02,51.940000000000005
2017-04-03,42.400000000000006
2017-04-04,45.580000000000005
2017-04-05,43.46
2017-04-06,44.52
2017-04-07,44.52
2017-04-08,49.29
2017-04-09,49.82
2017-04-10,42.400000000000006
2017-04-11,41.34
2017-04-12,40.81
2017-04-13,43.99
2017-04-14,42.400000000000006
2017-04-15,49.82
2017-04-16,53.0
2017-04-17,43.46
2017-04-18,39.75
2017-04-19,38.16
2017-04-20,40.28
2017-04-21,39.75
2017-04-22,48.23
2017-04-23,48.23
2017-04-24,40.81
2017-04-25,41.34
2017-04-26,42.93
2017-04-27,39.22
2017-04-28,40.81
2017-04-29,46.11
2017-04-30,46.64
2017-05-01,42.120000000000005
2017-05-02,42.120000000000005
2017-05-03,42.120000000000005
2017-05-04,43.16
2017-05-05,44.2
2017-05-06,50.440000000000005
2017-05-07,48.88
2017-05-08,44.2
2017-05-09,41.08
2017-05-10,40.04
2017-05-11,37.96
2017-05-12,43.68
2017-05-13,49.92
2017-05-14,52.0
2017-05-15,42.120000000000005
2017-05-16,45.760000000000005
2017-05-17,43.68
2017-05-18,42.120000000000005
2017-05-19,45.24
2017-05-20,47.84
2017-05-21,51.48
2017-05-22,45.24
2017-05-23,42.120000000000005
2017-05-24,43.68
2017-05-25,43.16
2017-05-26,42.120000000000005
2017-05-27,41.6
2017-05-28,44.2
2017-05-29,46.28
2017-05-30,39.52
2017-05-31,40.04
2017-06-01,43.35
2017-06-02,45.9
2017-06-03,47.94
2017-06-04,51.0
2017-06-05,44.37
2017-06-06,43.86
2017-06-07,41.82
2017-06-08,43.86
2017-06-09,45.39
2017-06-10,49.47
2017-06-11,49.47
2017-06-12,45.9
2017-06-13,42.33
2017-06-14,41.82
2017-06-15,46.92
2017-06-16,43.35
2017-06-17,47.43
2017-06-18,51.0
2017-06-19,47.43
2017-06-20,41.31
2017-06-21,43.35
2017-06-22,39.27
2017-06-23,42.84
2017-06-24,45.9
2017-06-25,48.96
2017-06-26,40.8
2017-06-27,41.82
2017-06-28,46.41
2017-06-29,45.9
2017-06-30,41.31
2017-07-01,44.2
2017-07-02,45.760000000000005
2017-07-03,44.72
2017-07-04,46.8
2017-07-05,40.04
2017-07-06,43.16
2017-07-07,40.04
2017-07-08,43.68
2017-07-09,47.32
2017-07-10,42.64
2017-07-11,48.88
2017-07-12,44.72
2017-07-13,43.16
2017-07-14,46.28
2017-07-15,52.0
2017-07-16,52.0
2017-07-17,43.68
2017-07-18,39.52
2017-07-19,39.52
2017-07-20,42.64
2017-07-21,43.16
2017-07-22,45.760000000000005
2017-07-23,45.24
2017-07-24,43.68
2017-07-25,43.16
2017-07-26,38.48
2017-07-27,41.08
2017-07-28,41.6
2017-07-29,41.6
2017-07-30,47.32
2017-07-31,42.64
2017-08-01,43.74
2017-08-02,39.42
2017-08-03,39.42
2017-08-04,39.96
2017-08-05,45.900000000000006
2017-08-06,46.440000000000005
2017-08-07,40.5
2017-08-08,37.8
2017-08-09,41.580000000000005
2017-08-10,44.82
2017-08-11,43.2
2017-08-12,49.68000000000001
2017-08-13,47.52
2017-08-14,42.66
2017-08-15,47.52
2017-08-16,43.74
2017-08-17,44.28
2017-08-18,42.120000000000005
2017-08-19,54.0
2017-08-20,50.760000000000005
2017-08-21,43.2
2017-08-22,45.36
2017-08-23,46.98
2017-08-24,42.66
2017-08-25,39.96
2017-08-26,48.06
2017-08-27,50.220000000000006
2017-08-28,44.28
2017-08-29,42.120000000000005
2017-08-30,44.82
2017-08-31,39.96
2017-09-01,41.870000000000005
2017-09-02,51.940000000000005
2017-09-03,49.29
2017-09-04,53.0
2017-09-05,38.690000000000005
2017-09-06,38.690000000000005
2017-09-07,42.93
2017-09-08,40.81
2017-09-09,47.7
2017-09-10,51.940000000000005
2017-09-11,40.81
2017-09-12,41.870000000000005
2017-09-13,44.52
2017-09-14,41.34
2017-09-15,40.28
2017-09-16,50.35
2017-09-17,47.7
2017-09-18,37.1
2017-09-19,38.16
2017-09-20,38.690000000000005
2017-09-21,37.1
2017-09-22,38.16
2017-09-23,40.81
2017-09-24,44.52
2017-09-25,37.63
2017-09-26,39.22
2017-09-27,39.75
2017-09-28,38.690000000000005
2017-09-29,40.81
2017-09-30,47.17
2017-10-01,49.47
2017-10-02,44.37
2017-10-03,41.82
2017-10-04,43.35
2017-10-05,44.88
2017-10-06,40.29
2017-10-07,51.0
2017-10-08,47.94
2017-10-09,43.35
2017-10-10,44.88
2017-10-11,41.82
2017-10-12,41.31
2017-10-13,44.88
2017-10-14,49.47
2017-10-15,46.41
2017-10-16,39.78
2017-10-17,39.78
2017-10-18,42.33
2017-10-19,40.29
2017-10-20,42.84
2017-10-21,44.37
2017-10-22,46.41
2017-10-23,36.72
2017-10-24,39.78
2017-10-25,39.27
2017-10-26,37.23
2017-10-27,40.29
2017-10-28,48.96
2017-10-29,47.43
2017-10-30,40.8
2017-10-31,39.27
2017-11-01,33.120000000000005
2017-11-02,34.96
2017-11-03,27.14
2017-11-04,37.260000000000005
2017-11-05,31.74
2017-11-06,31.74
2017-11-07,31.28
2017-11-08,29.9
2017-11-09,32.2
2017-11-10,33.120000000000005
2017-11-11,35.88
2017-11-12,38.64
2017-11-13,31.74
2017-11-14,29.9
2017-11-15,31.28
2017-11-16,28.98
2017-11-17,28.06
2017-11-18,32.660000000000004
2017-11-19,34.5
2017-11-20,29.9
2017-11-21,31.74
2017-11-22,32.660000000000004
2017-11-23,40.02
2017-11-24,46.0
2017-11-25,40.940000000000005
2017-11-26,40.02
2017-11-27,39.1
2017-11-28,32.2
2017-11-29,30.82
2017-11-30,26.22
2017-12-01,31.57
2017-12-02,35.26
2017-12-03,36.08
2017-12-04,31.16
2017-12-05,27.88
2017-12-06,27.47
2017-12-07,31.16
2017-12-08,29.11
2017-12-09,34.44
2017-12-10,36.9
2017-12-11,30.34
2017-12-12,28.29
2017-12-13,29.11
2017-12-14,30.34
2017-12-15,32.39
2017-12-16,35.669999999999995
2017-12-17,33.21
2017-12-18,28.7
2017-12-19,29.52
2017-12-20,33.62
2017-12-21,31.98
2017-12-22,28.7
2017-12-23,35.26
2017-12-24,36.08
2017-12-25,40.59
2017-12-26,41.0
2017-12-27,35.669999999999995
2017-12-28,33.62
2017-12-29,35.669999999999995
2017-12-30,33.21
2017-12-31,36.9
2018-01-01,36.4
2018-01-02,31.6
2018-01-03,31.6
2018-01-04,35.2
2018-01-05,32.4
2018-01-06,34.0
2018-01-07,40.0
2018-01-08,30.8
2018-01-09,28.4
2018-01-10,28.0
2018-01-11,31.200000000000003
2018-01-12,30.8
2018-01-13,37.2
2018-01-14,34.800000000000004
2018-01-15,32.0
2018-01-16,28.8
2018-01-17,31.6
2018-01-18,30.0
2018-01-19,29.6
2018-01-20,32.800000000000004
2018-01-21,36.8
2018-01-22,28.8
2018-01-23,28.8
2018-01-24,30.0
2018-01-25,26.4
2018-01-26,29.6
2018-01-27,34.800000000000004
2018-01-28,35.6
2018-01-29,30.4
2018-01-30,28.4
2018-01-31,30.0
2018-02-01,30.42
2018-02-02,30.03
2018-02-03,36.66
2018-02-04,39.0
2018-02-05,30.03
2018-02-06,29.64
2018-02-07,29.25
2018-02-08,31.98
2018-02-09,30.42
2018-02-10,36.66
2018-02-11,35.88
2018-02-12,29.64
2018-02-13,30.03
2018-02-14,28.47
2018-02-15,28.86
2018-02-16,29.64
2018-02-17,36.27
2018-02-18,34.71
2018-02-19,30.03
2018-02-20,31.98
2018-02-21,30.42
2018-02-22,29.64
2018-02-23,31.98
2018-02-24,32.370000000000005
2018-02-25,33.15
2018-02-26,28.08
2018-02-27,30.03
2018-02-28,30.03
2018-03-01,27.38
2018-03-02,32.56
2018-03-03,34.41
2018-03-04,32.19
2018-03-05,32.19
2018-03-06,32.19
2018-03-07,31.45
2018-03-08,31.08
2018-03-09,31.45
2018-03-10,33.3
2018-03-11,37.0
2018-03-12,31.45
2018-03-13,31.45
2018-03-14,30.34
2018-03-15,30.34
2018-03-16,28.86
2018-03-17,31.82
2018-03-18,35.52
2018-03-19,30.34
2018-03-20,27.01
2018-03-21,32.93
2018-03-22,29.6
2018-03-23,30.71
2018-03-24,33.67
2018-03-25,34.04
2018-03-26,28.49
2018-03-27,28.86
2018-03-28,29.6
2018-03-29,28.49
2018-03-30,29.23
2018-03-31,34.41
2018-04-01,33.25
2018-04-02,32.55
2018-04-03,28.7
2018-04-04,28.7
2018-04-05,30.45
2018-04-06,29.05
2018-04-07,30.8
2018-04-08,35.0
2018-04-09,29.05
2018-04-10,29.05
2018-04-11,28.7
2018-04-12,27.65
2018-04-13,25.55
2018-04-14,32.55
2018-04-15,33.95
2018-04-16,29.75
2018-04-17,27.3
2018-04-18,28.7
2018-04-19,28.35
2018-04-20,28.0
2018-04-21,32.55
2018-04-22,33.25
2018-04-23,29.05
2018-04-24,28.0
2018-04-25,31.15
2018-04-26,29.05
2018-04-27,27.65
2018-04-28,33.95
2018-04-29,34.65
2018-04-30,30.1
2018-05-01,31.82
2018-05-02,29.23
2018-05-03,30.34
2018-05-04,29.23
2018-05-05,34.41
2018-05-06,34.04
2018-05-07,30.71
2018-05-08,30.34
2018-05-09,30.71
2018-05-10,29.6
2018-05-11,30.71
2018-05-12,35.89
2018-05-13,37.0
2018-05-14,33.67
2018-05-15,32.19
2018-05-16,28.12
2018-05-17,30.71
2018-05-18,28.12
2018-05-19,31.82
2018-05-20,34.04
2018-05-21,31.82
2018-05-22,29.97
2018-05-23,29.6
2018-05-24,31.82
2018-05-25,29.6
2018-05-26,33.67
2018-05-27,34.78
2018-05-28,30.71
2018-05-29,30.34
2018-05-30,31.45
2018-05-31,32.93
2018-06-01,33.06
2018-06-02,30.78
2018-06-03,38.0
2018-06-04,32.68
2018-06-05,31.54
2018-06-06,31.16
2018-06-07,30.4
2018-06-08,31.16
2018-06-09,31.54
2018-06-10,34.96
2018-06-11,31.92
2018-06-12,33.44
2018-06-13,32.68
2018-06-14,32.68
2018-06-15,31.92
2018-06-16,37.62
2018-06-17,35.34
2018-06-18,30.78
2018-06-19,30.4
2018-06-20,32.3
2018-06-21,30.78
2018-06-22,29.64
2018-06-23,35.34
2018-06-24,33.82
2018-06-25,33.82
2018-06-26,31.54
2018-06-27,31.54
2018-06-28,31.54
2018-06-29,33.06
2018-06-30,31.92
2018-07-01,32.56
2018-07-02,28.86
2018-07-03,28.49
2018-07-04,28.86
2018-07-05,32.19
2018-07-06,29.97
2018-07-07,32.93
2018-07-08,32.19
2018-07-09,30.34
2018-07-10,30.71
2018-07-11,29.97
2018-07-12,30.71
2018-07-13,30.71
2018-07-14,31.08
2018-07-15,34.04
2018-07-16,35.89
2018-07-17,36.26
2018-07-18,32.56
2018-07-19,32.56
2018-07-20,30.34
2018-07-21,37.0
2018-07-22,34.78
2018-07-23,30.34
2018-07-24,34.04
2018-07-25,29.23
2018-07-26,29.97
2018-07-27,30.71
2018-07-28,30.71
2018-07-29,34.41
2018-07-30,32.19
2018-07-31,28.49
2018-08-01,27.52
2018-08-02,26.56
2018-08-03,25.28
2018-08-04,28.16
2018-08-05,29.76
2018-08-06,26.56
2018-08-07,24.96
2018-08-08,26.88
2018-08-09,26.88
2018-08-10,26.24
2018-08-11,26.56
2018-08-12,28.16
2018-08-13,25.6
2018-08-14,29.44
2018-08-15,26.88
2018-08-16,25.92
2018-08-17,25.6
2018-08-18,27.52
2018-08-19,32.0
2018-08-20,25.92
2018-08-21,24.32
2018-08-22,26.24
2018-08-23,24.0
2018-08-24,26.56
2018-08-25,28.48
2018-08-26,25.92
2018-08-27,24.96
2018-08-28,25.28
2018-08-29,25.6
2018-08-30,24.96
2018-08-31,24.64
2018-09-01,30.6
2018-09-02,31.28
2018-09-03,31.62
2018-09-04,27.540000000000003
2018-09-05,27.540000000000003
2018-09-06,26.180000000000003
2018-09-07,28.22
2018-09-08,31.28
2018-09-09,34.0
2018-09-10,28.22
2018-09-11,29.92
2018-09-12,28.22
2018-09-13,27.200000000000003
2018-09-14,29.24
2018-09-15,33.660000000000004
2018-09-16,31.96
2018-09-17,28.56
2018-09-18,27.540000000000003
2018-09-19,30.26
2018-09-20,28.56
2018-09-21,29.24
2018-09-22,30.26
2018-09-23,33.660000000000004
2018-09-24,28.9
2018-09-25,27.540000000000003
2018-09-26,28.56
2018-09-27,28.56
2018-09-28,26.520000000000003
2018-09-29,28.9
2018-09-30,26.860000000000003
2018-10-01,27.06
2018-10-02,27.39
2018-10-03,26.73
2018-10-04,29.700000000000003
2018-10-05,26.73
2018-10-06,33.0
2018-10-07,29.040000000000003
2018-10-08,28.05
2018-10-09,29.700000000000003
2018-10-10,24.09
2018-10-11,27.39
2018-10-12,30.69
2018-10-13,26.73
2018-10-14,28.05
2018-10-15,29.040000000000003
2018-10-16,26.07
2018-10-17,27.39
2018-10-18,26.07
2018-10-19,25.08
2018-10-20,26.07
2018-10-21,28.380000000000003
2018-10-22,25.08
2018-10-23,26.07
2018-10-24,25.41
2018-10-25,27.06
2018-10-26,24.42
2018-10-27,30.69
2018-10-28,30.03
2018-10-29,25.74
2018-10-30,26.4
2018-10-31,25.74
2018-11-01,26.28
2018-11-02,27.0
2018-11-03,28.08
2018-11-04,28.44
2018-11-05,25.92
2018-11-06,24.12
2018-11-07,24.12
2018-11-08,25.56
2018-11-09,27.36
2018-11-10,29.16
2018-11-11,30.96
2018-11-12,25.2
2018-11-13,24.84
2018-11-14,28.08
2018-11-15,28.8
2018-11-16,26.64
2018-11-17,30.96
2018-11-18,28.44
2018-11-19,27.0
2018-11-20,27.0
2018-11-21,29.16
2018-11-22,34.56
2018-11-23,36.0
2018-11-24,34.56
2018-11-25,34.2
2018-11-26,33.12
2018-11-27,29.16
2018-11-28,27.36
2018-11-29,29.16
2018-11-30,30.24
2018-12-01,30.6
2018-12-02,30.6
2018-12-03,25.2
2018-12-04,27.36
2018-12-05,28.08
2018-12-06,25.92
2018-12-07,27.72
2018-12-08,28.44
2018-12-09,31.32
2018-12-10,25.56
2018-12-11,26.28
2018-12-12,27.36
2018-12-13,24.84
2018-12-14,25.56
2018-12-15,36.0
2018-12-16,30.24
2018-12-17,23.76
2018-12-18,26.64
2018-12-19,25.92
2018-12-20,24.48
2018-12-21,27.0
2018-12-22,29.52
2018-12-23,27.0
2018-12-24,28.08
2018-12-25,32.76
2018-12-26,30.6
2018-12-27,31.32
2018-12-28,27.72
2018-12-29,27.72
2018-12-30,28.8
2018-12-31,32.04
2019-01-01,33.0
2019-01-02,26.07
2019-01-03,24.75
2019-01-04,25.08
2019-01-05,25.08
2019-01-06,28.71
2019-01-07,22.77
2019-01-08,23.1
2019-01-09,22.77
2019-01-10,24.75
2019-01-11,23.1
2019-01-12,27.39
2019-01-13,29.040000000000003
2019-01-14,22.11
2019-01-15,22.77
2019-01-16,23.43
2019-01-17,22.44
2019-01-18,22.77
2019-01-19,25.08
2019-01-20,27.06
2019-01-21,25.74
2019-01-22,22.77
2019-01-23,22.77
2019-01-24,22.44
2019-01-25,22.44
2019-01-26,25.08
2019-01-27,25.08
2019-01-28,23.1
2019-01-29,22.44
2019-01-30,22.44
2019-01-31,22.44
2019-02-01,25.6
2019-02-02,31.68
2019-02-03,32.0
2019-02-04,23.04
2019-02-05,24.32
2019-02-06,23.68
2019-02-07,23.36
2019-02-08,24.64
2019-02-09,31.36
2019-02-10,27.2
2019-02-11,24.64
2019-02-12,24.32
2019-02-13,22.72
2019-02-14,22.72
2019-02-15,24.96
2019-02-16,24.96
2019-02-17,30.08
2019-02-18,26.56
2019-02-19,21.44
2019-02-20,24.64
2019-02-21,23.36
2019-02-22,23.68
2019-02-23,27.52
2019-02-24,24.96
2019-02-25,24.32
2019-02-26,26.24
2019-02-27,23.04
2019-02-28,24.64
2019-03-01,24.75
2019-03-02,31.35
2019-03-03,33.0
2019-03-04,29.37
2019-03-05,24.75
2019-03-06,28.05
2019-03-07,31.68
2019-03-08,26.73
2019-03-09,31.68
2019-03-10,29.040000000000003
2019-03-11,29.040000000000003
2019-03-12,25.74
2019-03-13,29.040000000000003
2019-03-14,27.06
2019-03-15,27.72
2019-03-16,30.69
2019-03-17,27.72
2019-03-18,25.08
2019-03-19,23.76
2019-03-20,29.700000000000003
2019-03-21,26.4
2019-03-22,26.4
2019-03-23,31.35
2019-03-24,30.03
2019-03-25,29.37
2019-03-26,30.360000000000003
2019-03-27,28.05
2019-03-28,27.72
2019-03-29,28.05
2019-03-30,31.020000000000003
2019-03-31,32.01
2019-04-01,24.9
2019-04-02,29.7
2019-04-03,27.6
2019-04-04,28.2
2019-04-05,26.7
2019-04-06,29.1
2019-04-07,28.8
2019-04-08,27.0
2019-04-09,27.3
2019-04-10,26.7
2019-04-11,27.0
2019-04-12,24.3
2019-04-13,26.7
2019-04-14,29.4
2019-04-15,26.7
2019-04-16,24.0
2019-04-17,30.0
2019-04-18,27.0
2019-04-19,24.6
2019-04-20,27.9
2019-04-21,28.5
2019-04-22,27.3
2019-04-23,25.2
2019-04-24,27.9
2019-04-25,26.4
2019-04-26,25.2
2019-04-27,28.2
2019-04-28,26.7
2019-04-29,30.0
2019-04-30,28.5
2019-05-01,30.38
2019-05-02,28.52
2019-05-03,27.59
2019-05-04,31.0
2019-05-05,28.21
2019-05-06,26.04
2019-05-07,25.73
2019-05-08,24.18
2019-05-09,27.28
2019-05-10,24.8
2019-05-11,28.52
2019-05-12,28.83
2019-05-13,29.76
2019-05-14,28.52
2019-05-15,25.73
2019-05-16,26.04
2019-05-17,26.66
2019-05-18,24.8
2019-05-19,26.97
2019-05-20,26.04
2019-05-21,27.59
2019-05-22,31.0
2019-05-23,26.35
2019-05-24,26.04
2019-05-25,24.8
2019-05-26,27.9
2019-05-27,27.28
2019-05-28,28.83
2019-05-29,30.07
2019-05-30,27.59
2019-05-31,28.83
2019-06-01,25.74
2019-06-02,24.09
2019-06-03,26.73
2019-06-04,29.040000000000003
2019-06-05,29.37
2019-06-06,29.040000000000003
2019-06-07,29.040000000000003
2019-06-08,27.72
2019-06-09,30.69
2019-06-10,27.06
2019-06-11,33.0
2019-06-12,26.4
2019-06-13,25.08
2019-06-14,28.71
2019-06-15,27.06
2019-06-16,27.39
2019-06-17,31.68
2019-06-18,27.39
2019-06-19,27.72
2019-06-20,27.72
2019-06-21,26.73
2019-06-22,28.380000000000003
2019-06-23,28.71
2019-06-24,29.040000000000003
2019-06-25,26.73
2019-06-26,26.4
2019-06-27,30.03
2019-06-28,25.74
2019-06-29,28.71
2019-06-30,26.07
2019-07-01,23.25
2019-07-02,26.04
2019-07-03,25.73
2019-07-04,23.87
2019-07-05,23.56
2019-07-06,24.8
2019-07-07,26.04
2019-07-08,26.04
2019-07-09,25.42
2019-07-10,24.8
2019-07-11,24.18
2019-07-12,23.56
2019-07-13,23.87
2019-07-14,25.73
2019-07-15,28.83
2019-07-16,31.0
2019-07-17,26.97
2019-07-18,26.97
2019-07-19,21.7
2019-07-20,24.8
2019-07-21,24.8
2019-07-22,24.49
2019-07-23,27.28
2019-07-24,23.56
2019-07-25,23.25
2019-07-26,25.11
2019-07-27,24.18
2019-07-28,25.42
2019-07-29,25.42
2019-07-30,23.87
2019-07-31,22.94
2019-08-01,25.28
2019-08-02,24.64
2019-08-03,25.28
2019-08-04,24.96
2019-08-05,24.0
2019-08-06,25.92
2019-08-07,26.88
2019-08-08,26.88
2019-08-09,26.56
2019-08-10,26.24
2019-08-11,23.36
2019-08-12,29.76
2019-08-13,28.16
2019-08-14,28.8
2019-08-15,26.56
2019-08-16,28.8
2019-08-17,28.8
2019-08-18,29.44
2019-08-19,28.48
2019-08-20,30.4
2019-08-21,32.0
2019-08-22,29.76
2019-08-23,27.52
2019-08-24,27.84
2019-08-25,28.8
2019-08-26,29.12
2019-08-27,25.92
2019-08-28,28.8
2019-08-29,26.88
2019-08-30,28.48
2019-08-31,25.6
2019-09-01,24.36
