date,CRM_unscaled,CRM_monthly,scale,CRM
2014-08-30,30,58.0,0.58,17.4
2014-08-31,16,58.0,0.58,9.28
2014-09-01,37,56.0,0.56,20.720000000000002
2014-09-02,83,56.0,0.56,46.480000000000004
2014-09-03,98,56.0,0.56,54.88
2014-09-04,91,56.0,0.56,50.96000000000001
2014-09-05,88,56.0,0.56,49.28
2014-09-06,34,56.0,0.56,19.040000000000003
2014-09-07,24,56.0,0.56,13.440000000000001
2014-09-08,81,56.0,0.56,45.36000000000001
2014-09-09,100,56.0,0.56,56.00000000000001
2014-09-10,85,56.0,0.56,47.6
2014-09-11,89,56.0,0.56,49.84
2014-09-12,79,56.0,0.56,44.24
2014-09-13,34,56.0,0.56,19.040000000000003
2014-09-14,30,56.0,0.56,16.8
2014-09-15,81,56.0,0.56,45.36000000000001
2014-09-16,91,56.0,0.56,50.96000000000001
2014-09-17,77,56.0,0.56,43.120000000000005
2014-09-18,94,56.0,0.56,52.64000000000001
2014-09-19,84,56.0,0.56,47.040000000000006
2014-09-20,31,56.0,0.56,17.360000000000003
2014-09-21,25,56.0,0.56,14.000000000000002
2014-09-22,86,56.0,0.56,48.160000000000004
2014-09-23,91,56.0,0.56,50.96000000000001
2014-09-24,92,56.0,0.56,51.52
2014-09-25,100,56.0,0.56,56.00000000000001
2014-09-26,83,56.0,0.56,46.480000000000004
2014-09-27,36,56.0,0.56,20.160000000000004
2014-09-28,30,56.0,0.56,16.8
2014-09-29,93,56.0,0.56,52.080000000000005
2014-09-30,97,56.0,0.56,54.32000000000001
2014-10-01,89,59.0,0.59,52.51
2014-10-02,88,59.0,0.59,51.919999999999995
2014-10-03,84,59.0,0.59,49.559999999999995
2014-10-04,34,59.0,0.59,20.06
2014-10-05,34,59.0,0.59,20.06
2014-10-06,85,59.0,0.59,50.15
2014-10-07,97,59.0,0.59,57.23
2014-10-08,91,59.0,0.59,53.69
2014-10-09,86,59.0,0.59,50.739999999999995
2014-10-10,89,59.0,0.59,52.51
2014-10-11,33,59.0,0.59,19.47
2014-10-12,32,59.0,0.59,18.88
2014-10-13,86,59.0,0.59,50.739999999999995
2014-10-14,88,59.0,0.59,51.919999999999995
2014-10-15,93,59.0,0.59,54.87
2014-10-16,89,59.0,0.59,52.51
2014-10-17,81,59.0,0.59,47.79
2014-10-18,30,59.0,0.59,17.7
2014-10-19,32,59.0,0.59,18.88
2014-10-20,88,59.0,0.59,51.919999999999995
2014-10-21,94,59.0,0.59,55.459999999999994
2014-10-22,100,59.0,0.59,59.0
2014-10-23,93,59.0,0.59,54.87
2014-10-24,78,59.0,0.59,46.019999999999996
2014-10-25,31,59.0,0.59,18.29
2014-10-26,25,59.0,0.59,14.75
2014-10-27,87,59.0,0.59,51.33
2014-10-28,86,59.0,0.59,50.739999999999995
2014-10-29,94,59.0,0.59,55.459999999999994
2014-10-30,93,59.0,0.59,54.87
2014-10-31,88,59.0,0.59,51.919999999999995
2014-11-01,27,52.0,0.52,14.040000000000001
2014-11-02,34,52.0,0.52,17.68
2014-11-03,77,52.0,0.52,40.04
2014-11-04,85,52.0,0.52,44.2
2014-11-05,84,52.0,0.52,43.68
2014-11-06,90,52.0,0.52,46.800000000000004
2014-11-07,73,52.0,0.52,37.96
2014-11-08,33,52.0,0.52,17.16
2014-11-09,33,52.0,0.52,17.16
2014-11-10,83,52.0,0.52,43.160000000000004
2014-11-11,82,52.0,0.52,42.64
2014-11-12,88,52.0,0.52,45.760000000000005
2014-11-13,89,52.0,0.52,46.28
2014-11-14,79,52.0,0.52,41.08
2014-11-15,32,52.0,0.52,16.64
2014-11-16,32,52.0,0.52,16.64
2014-11-17,77,52.0,0.52,40.04
2014-11-18,88,52.0,0.52,45.760000000000005
2014-11-19,100,52.0,0.52,52.0
2014-11-20,89,52.0,0.52,46.28
2014-11-21,76,52.0,0.52,39.52
2014-11-22,34,52.0,0.52,17.68
2014-11-23,27,52.0,0.52,14.040000000000001
2014-11-24,87,52.0,0.52,45.24
2014-11-25,87,52.0,0.52,45.24
2014-11-26,59,52.0,0.52,30.68
2014-11-27,34,52.0,0.52,17.68
2014-11-28,40,52.0,0.52,20.8
2014-11-29,22,52.0,0.52,11.440000000000001
2014-11-30,24,52.0,0.52,12.48
2014-12-01,75,51.0,0.51,38.25
2014-12-02,94,51.0,0.51,47.94
2014-12-03,100,51.0,0.51,51.0
2014-12-04,85,51.0,0.51,43.35
2014-12-05,77,51.0,0.51,39.27
2014-12-06,35,51.0,0.51,17.85
2014-12-07,33,51.0,0.51,16.830000000000002
2014-12-08,93,51.0,0.51,47.43
2014-12-09,91,51.0,0.51,46.410000000000004
2014-12-10,100,51.0,0.51,51.0
2014-12-11,94,51.0,0.51,47.94
2014-12-12,77,51.0,0.51,39.27
2014-12-13,29,51.0,0.51,14.790000000000001
2014-12-14,28,51.0,0.51,14.280000000000001
2014-12-15,91,51.0,0.51,46.410000000000004
2014-12-16,98,51.0,0.51,49.980000000000004
2014-12-17,87,51.0,0.51,44.37
2014-12-18,94,51.0,0.51,47.94
2014-12-19,78,51.0,0.51,39.78
2014-12-20,34,51.0,0.51,17.34
2014-12-21,26,51.0,0.51,13.26
2014-12-22,71,51.0,0.51,36.21
2014-12-23,69,51.0,0.51,35.19
2014-12-24,53,51.0,0.51,27.03
2014-12-25,11,51.0,0.51,5.61
2014-12-26,36,51.0,0.51,18.36
2014-12-27,21,51.0,0.51,10.71
2014-12-28,21,51.0,0.51,10.71
2014-12-29,70,51.0,0.51,35.7
2014-12-30,57,51.0,0.51,29.07
2014-12-31,53,51.0,0.51,27.03
2015-01-01,24,60.0,0.6,14.399999999999999
2015-01-02,51,60.0,0.6,30.599999999999998
2015-01-03,27,60.0,0.6,16.2
2015-01-04,21,60.0,0.6,12.6
2015-01-05,72,60.0,0.6,43.199999999999996
2015-01-06,93,60.0,0.6,55.8
2015-01-07,78,60.0,0.6,46.8
2015-01-08,81,60.0,0.6,48.6
2015-01-09,80,60.0,0.6,48.0
2015-01-10,33,60.0,0.6,19.8
2015-01-11,30,60.0,0.6,18.0
2015-01-12,81,60.0,0.6,48.6
2015-01-13,99,60.0,0.6,59.4
2015-01-14,92,60.0,0.6,55.199999999999996
2015-01-15,89,60.0,0.6,53.4
2015-01-16,78,60.0,0.6,46.8
2015-01-17,35,60.0,0.6,21.0
2015-01-18,26,60.0,0.6,15.6
2015-01-19,73,60.0,0.6,43.8
2015-01-20,95,60.0,0.6,57.0
2015-01-21,88,60.0,0.6,52.8
2015-01-22,93,60.0,0.6,55.8
2015-01-23,70,60.0,0.6,42.0
2015-01-24,37,60.0,0.6,22.2
2015-01-25,25,60.0,0.6,15.0
2015-01-26,83,60.0,0.6,49.8
2015-01-27,85,60.0,0.6,51.0
2015-01-28,100,60.0,0.6,60.0
2015-01-29,90,60.0,0.6,54.0
2015-01-30,87,60.0,0.6,52.199999999999996
2015-01-31,36,60.0,0.6,21.599999999999998
2015-02-01,27,56.0,0.56,15.120000000000001
2015-02-02,77,56.0,0.56,43.120000000000005
2015-02-03,86,56.0,0.56,48.160000000000004
2015-02-04,88,56.0,0.56,49.28
2015-02-05,87,56.0,0.56,48.720000000000006
2015-02-06,70,56.0,0.56,39.2
2015-02-07,34,56.0,0.56,19.040000000000003
2015-02-08,28,56.0,0.56,15.680000000000001
2015-02-09,76,56.0,0.56,42.56
2015-02-10,86,56.0,0.56,48.160000000000004
2015-02-11,93,56.0,0.56,52.080000000000005
2015-02-12,92,56.0,0.56,51.52
2015-02-13,81,56.0,0.56,45.36000000000001
2015-02-14,32,56.0,0.56,17.92
2015-02-15,31,56.0,0.56,17.360000000000003
2015-02-16,70,56.0,0.56,39.2
2015-02-17,82,56.0,0.56,45.92
2015-02-18,78,56.0,0.56,43.68000000000001
2015-02-19,83,56.0,0.56,46.480000000000004
2015-02-20,81,56.0,0.56,45.36000000000001
2015-02-21,36,56.0,0.56,20.160000000000004
2015-02-22,30,56.0,0.56,16.8
2015-02-23,70,56.0,0.56,39.2
2015-02-24,89,56.0,0.56,49.84
2015-02-25,97,56.0,0.56,54.32000000000001
2015-02-26,100,56.0,0.56,56.00000000000001
2015-02-27,72,56.0,0.56,40.32000000000001
2015-02-28,33,56.0,0.56,18.48
2015-03-01,29,61.0,0.61,17.69
2015-03-02,82,61.0,0.61,50.019999999999996
2015-03-03,89,61.0,0.61,54.29
2015-03-04,94,61.0,0.61,57.339999999999996
2015-03-05,81,61.0,0.61,49.41
2015-03-06,89,61.0,0.61,54.29
2015-03-07,35,61.0,0.61,21.349999999999998
2015-03-08,31,61.0,0.61,18.91
2015-03-09,84,61.0,0.61,51.24
2015-03-10,85,61.0,0.61,51.85
2015-03-11,90,61.0,0.61,54.9
2015-03-12,90,61.0,0.61,54.9
2015-03-13,79,61.0,0.61,48.19
2015-03-14,41,61.0,0.61,25.009999999999998
2015-03-15,29,61.0,0.61,17.69
2015-03-16,87,61.0,0.61,53.07
2015-03-17,79,61.0,0.61,48.19
2015-03-18,88,61.0,0.61,53.68
2015-03-19,84,61.0,0.61,51.24
2015-03-20,83,61.0,0.61,50.629999999999995
2015-03-21,36,61.0,0.61,21.96
2015-03-22,30,61.0,0.61,18.3
2015-03-23,85,61.0,0.61,51.85
2015-03-24,90,61.0,0.61,54.9
2015-03-25,78,61.0,0.61,47.58
2015-03-26,100,61.0,0.61,61.0
2015-03-27,82,61.0,0.61,50.019999999999996
2015-03-28,30,61.0,0.61,18.3
2015-03-29,30,61.0,0.61,18.3
2015-03-30,93,61.0,0.61,56.73
2015-03-31,89,61.0,0.61,54.29
2015-04-01,75,61.0,0.61,45.75
2015-04-02,71,61.0,0.61,43.31
2015-04-03,62,61.0,0.61,37.82
2015-04-04,32,61.0,0.61,19.52
2015-04-05,20,61.0,0.61,12.2
2015-04-06,67,61.0,0.61,40.87
2015-04-07,73,61.0,0.61,44.53
2015-04-08,75,61.0,0.61,45.75
2015-04-09,75,61.0,0.61,45.75
2015-04-10,67,61.0,0.61,40.87
2015-04-11,27,61.0,0.61,16.47
2015-04-12,22,61.0,0.61,13.42
2015-04-13,63,61.0,0.61,38.43
2015-04-14,79,61.0,0.61,48.19
2015-04-15,71,61.0,0.61,43.31
2015-04-16,75,61.0,0.61,45.75
2015-04-17,60,61.0,0.61,36.6
2015-04-18,27,61.0,0.61,16.47
2015-04-19,29,61.0,0.61,17.69
2015-04-20,72,61.0,0.61,43.92
2015-04-21,67,61.0,0.61,40.87
2015-04-22,74,61.0,0.61,45.14
2015-04-23,76,61.0,0.61,46.36
2015-04-24,67,61.0,0.61,40.87
2015-04-25,28,61.0,0.61,17.08
2015-04-26,26,61.0,0.61,15.86
2015-04-27,72,61.0,0.61,43.92
2015-04-28,79,61.0,0.61,48.19
2015-04-29,100,61.0,0.61,61.0
2015-04-30,87,61.0,0.61,53.07
2015-05-01,78,59.0,0.59,46.019999999999996
2015-05-02,30,59.0,0.59,17.7
2015-05-03,30,59.0,0.59,17.7
2015-05-04,80,59.0,0.59,47.199999999999996
2015-05-05,96,59.0,0.59,56.64
2015-05-06,95,59.0,0.59,56.05
2015-05-07,94,59.0,0.59,55.459999999999994
2015-05-08,85,59.0,0.59,50.15
2015-05-09,35,59.0,0.59,20.65
2015-05-10,25,59.0,0.59,14.75
2015-05-11,86,59.0,0.59,50.739999999999995
2015-05-12,84,59.0,0.59,49.559999999999995
2015-05-13,81,59.0,0.59,47.79
2015-05-14,84,59.0,0.59,49.559999999999995
2015-05-15,73,59.0,0.59,43.07
2015-05-16,31,59.0,0.59,18.29
2015-05-17,22,59.0,0.59,12.979999999999999
2015-05-18,79,59.0,0.59,46.61
2015-05-19,85,59.0,0.59,50.15
2015-05-20,100,59.0,0.59,59.0
2015-05-21,95,59.0,0.59,56.05
2015-05-22,83,59.0,0.59,48.97
2015-05-23,29,59.0,0.59,17.11
2015-05-24,21,59.0,0.59,12.389999999999999
2015-05-25,33,59.0,0.59,19.47
2015-05-26,88,59.0,0.59,51.919999999999995
2015-05-27,96,59.0,0.59,56.64
2015-05-28,84,59.0,0.59,49.559999999999995
2015-05-29,68,59.0,0.59,40.12
2015-05-30,30,59.0,0.59,17.7
2015-05-31,23,59.0,0.59,13.569999999999999
2015-06-01,75,68.0,0.68,51.00000000000001
2015-06-02,87,68.0,0.68,59.160000000000004
2015-06-03,91,68.0,0.68,61.88
2015-06-04,89,68.0,0.68,60.52
2015-06-05,83,68.0,0.68,56.440000000000005
2015-06-06,39,68.0,0.68,26.520000000000003
2015-06-07,32,68.0,0.68,21.76
2015-06-08,80,68.0,0.68,54.400000000000006
2015-06-09,94,68.0,0.68,63.92
2015-06-10,94,68.0,0.68,63.92
2015-06-11,89,68.0,0.68,60.52
2015-06-12,78,68.0,0.68,53.040000000000006
2015-06-13,30,68.0,0.68,20.400000000000002
2015-06-14,28,68.0,0.68,19.040000000000003
2015-06-15,80,68.0,0.68,54.400000000000006
2015-06-16,94,68.0,0.68,63.92
2015-06-17,100,68.0,0.68,68.0
2015-06-18,92,68.0,0.68,62.56
2015-06-19,79,68.0,0.68,53.720000000000006
2015-06-20,32,68.0,0.68,21.76
2015-06-21,27,68.0,0.68,18.360000000000003
2015-06-22,94,68.0,0.68,63.92
2015-06-23,97,68.0,0.68,65.96000000000001
2015-06-24,92,68.0,0.68,62.56
2015-06-25,97,68.0,0.68,65.96000000000001
2015-06-26,77,68.0,0.68,52.36000000000001
2015-06-27,33,68.0,0.68,22.44
2015-06-28,30,68.0,0.68,20.400000000000002
2015-06-29,85,68.0,0.68,57.800000000000004
2015-06-30,91,68.0,0.68,61.88
2015-07-01,86,67.0,0.67,57.620000000000005
2015-07-02,76,67.0,0.67,50.92
2015-07-03,38,67.0,0.67,25.46
2015-07-04,23,67.0,0.67,15.41
2015-07-05,24,67.0,0.67,16.080000000000002
2015-07-06,89,67.0,0.67,59.63
2015-07-07,100,67.0,0.67,67.0
2015-07-08,98,67.0,0.67,65.66000000000001
2015-07-09,98,67.0,0.67,65.66000000000001
2015-07-10,79,67.0,0.67,52.93
2015-07-11,26,67.0,0.67,17.42
2015-07-12,31,67.0,0.67,20.77
2015-07-13,89,67.0,0.67,59.63
2015-07-14,88,67.0,0.67,58.96
2015-07-15,97,67.0,0.67,64.99000000000001
2015-07-16,85,67.0,0.67,56.95
2015-07-17,89,67.0,0.67,59.63
2015-07-18,27,67.0,0.67,18.09
2015-07-19,28,67.0,0.67,18.76
2015-07-20,91,67.0,0.67,60.970000000000006
2015-07-21,95,67.0,0.67,63.650000000000006
2015-07-22,95,67.0,0.67,63.650000000000006
2015-07-23,96,67.0,0.67,64.32000000000001
2015-07-24,80,67.0,0.67,53.6
2015-07-25,37,67.0,0.67,24.790000000000003
2015-07-26,25,67.0,0.67,16.75
2015-07-27,91,67.0,0.67,60.970000000000006
2015-07-28,90,67.0,0.67,60.300000000000004
2015-07-29,94,67.0,0.67,62.980000000000004
2015-07-30,93,67.0,0.67,62.31
2015-07-31,84,67.0,0.67,56.28
2015-08-01,24,60.0,0.6,14.399999999999999
2015-08-02,23,60.0,0.6,13.799999999999999
2015-08-03,90,60.0,0.6,54.0
2015-08-04,93,60.0,0.6,55.8
2015-08-05,89,60.0,0.6,53.4
2015-08-06,88,60.0,0.6,52.8
2015-08-07,69,60.0,0.6,41.4
2015-08-08,35,60.0,0.6,21.0
2015-08-09,21,60.0,0.6,12.6
2015-08-10,83,60.0,0.6,49.8
2015-08-11,79,60.0,0.6,47.4
2015-08-12,99,60.0,0.6,59.4
2015-08-13,77,60.0,0.6,46.199999999999996
2015-08-14,66,60.0,0.6,39.6
2015-08-15,23,60.0,0.6,13.799999999999999
2015-08-16,24,60.0,0.6,14.399999999999999
2015-08-17,79,60.0,0.6,47.4
2015-08-18,82,60.0,0.6,49.199999999999996
2015-08-19,100,60.0,0.6,60.0
2015-08-20,93,60.0,0.6,55.8
2015-08-21,86,60.0,0.6,51.6
2015-08-22,33,60.0,0.6,19.8
2015-08-23,30,60.0,0.6,18.0
2015-08-24,82,60.0,0.6,49.199999999999996
2015-08-25,84,60.0,0.6,50.4
2015-08-26,90,60.0,0.6,54.0
2015-08-27,98,60.0,0.6,58.8
2015-08-28,74,60.0,0.6,44.4
2015-08-29,33,60.0,0.6,19.8
2015-08-30,29,60.0,0.6,17.4
2015-08-31,66,60.0,0.6,39.6
2015-09-01,97,58.0,0.58,56.26
2015-09-02,91,58.0,0.58,52.779999999999994
2015-09-03,76,58.0,0.58,44.08
2015-09-04,73,58.0,0.58,42.339999999999996
2015-09-05,29,58.0,0.58,16.82
2015-09-06,23,58.0,0.58,13.34
2015-09-07,32,58.0,0.58,18.56
2015-09-08,89,58.0,0.58,51.62
2015-09-09,86,58.0,0.58,49.879999999999995
2015-09-10,92,58.0,0.58,53.36
2015-09-11,80,58.0,0.58,46.4
2015-09-12,34,58.0,0.58,19.72
2015-09-13,25,58.0,0.58,14.499999999999998
2015-09-14,75,58.0,0.58,43.5
2015-09-15,92,58.0,0.58,53.36
2015-09-16,95,58.0,0.58,55.099999999999994
2015-09-17,96,58.0,0.58,55.67999999999999
2015-09-18,86,58.0,0.58,49.879999999999995
2015-09-19,26,58.0,0.58,15.079999999999998
2015-09-20,27,58.0,0.58,15.659999999999998
2015-09-21,78,58.0,0.58,45.239999999999995
2015-09-22,87,58.0,0.58,50.459999999999994
2015-09-23,100,58.0,0.58,57.99999999999999
2015-09-24,93,58.0,0.58,53.94
2015-09-25,80,58.0,0.58,46.4
2015-09-26,37,58.0,0.58,21.459999999999997
2015-09-27,34,58.0,0.58,19.72
2015-09-28,76,58.0,0.58,44.08
2015-09-29,83,58.0,0.58,48.13999999999999
2015-09-30,88,58.0,0.58,51.04
2015-10-01,87,62.0,0.62,53.94
2015-10-02,78,62.0,0.62,48.36
2015-10-03,29,62.0,0.62,17.98
2015-10-04,26,62.0,0.62,16.12
2015-10-05,82,62.0,0.62,50.839999999999996
2015-10-06,90,62.0,0.62,55.8
2015-10-07,100,62.0,0.62,62.0
2015-10-08,95,62.0,0.62,58.9
2015-10-09,76,62.0,0.62,47.12
2015-10-10,35,62.0,0.62,21.7
2015-10-11,22,62.0,0.62,13.64
2015-10-12,83,62.0,0.62,51.46
2015-10-13,86,62.0,0.62,53.32
2015-10-14,95,62.0,0.62,58.9
2015-10-15,89,62.0,0.62,55.18
2015-10-16,83,62.0,0.62,51.46
2015-10-17,30,62.0,0.62,18.6
2015-10-18,33,62.0,0.62,20.46
2015-10-19,91,62.0,0.62,56.42
2015-10-20,90,62.0,0.62,55.8
2015-10-21,88,62.0,0.62,54.56
2015-10-22,85,62.0,0.62,52.7
2015-10-23,80,62.0,0.62,49.6
2015-10-24,32,62.0,0.62,19.84
2015-10-25,31,62.0,0.62,19.22
2015-10-26,87,62.0,0.62,53.94
2015-10-27,98,62.0,0.62,60.76
2015-10-28,94,62.0,0.62,58.28
2015-10-29,85,62.0,0.62,52.7
2015-10-30,79,62.0,0.62,48.98
2015-10-31,32,62.0,0.62,19.84
2015-11-01,28,57.0,0.57,15.959999999999999
2015-11-02,89,57.0,0.57,50.73
2015-11-03,100,57.0,0.57,56.99999999999999
2015-11-04,93,57.0,0.57,53.01
2015-11-05,89,57.0,0.57,50.73
2015-11-06,77,57.0,0.57,43.88999999999999
2015-11-07,30,57.0,0.57,17.099999999999998
2015-11-08,34,57.0,0.57,19.38
2015-11-09,88,57.0,0.57,50.16
2015-11-10,89,57.0,0.57,50.73
2015-11-11,82,57.0,0.57,46.739999999999995
2015-11-12,96,57.0,0.57,54.72
2015-11-13,83,57.0,0.57,47.309999999999995
2015-11-14,29,57.0,0.57,16.529999999999998
2015-11-15,29,57.0,0.57,16.529999999999998
2015-11-16,85,57.0,0.57,48.449999999999996
2015-11-17,85,57.0,0.57,48.449999999999996
2015-11-18,88,57.0,0.57,50.16
2015-11-19,99,57.0,0.57,56.42999999999999
2015-11-20,76,57.0,0.57,43.31999999999999
2015-11-21,32,57.0,0.57,18.24
2015-11-22,27,57.0,0.57,15.389999999999999
2015-11-23,74,57.0,0.57,42.18
2015-11-24,89,57.0,0.57,50.73
2015-11-25,64,57.0,0.57,36.48
2015-11-26,25,57.0,0.57,14.249999999999998
2015-11-27,37,57.0,0.57,21.09
2015-11-28,22,57.0,0.57,12.54
2015-11-29,31,57.0,0.57,17.669999999999998
2015-11-30,78,57.0,0.57,44.459999999999994
2015-12-01,95,52.0,0.52,49.4
2015-12-02,100,52.0,0.52,52.0
2015-12-03,87,52.0,0.52,45.24
2015-12-04,76,52.0,0.52,39.52
2015-12-05,39,52.0,0.52,20.28
2015-12-06,28,52.0,0.52,14.56
2015-12-07,83,52.0,0.52,43.160000000000004
2015-12-08,90,52.0,0.52,46.800000000000004
2015-12-09,86,52.0,0.52,44.72
2015-12-10,86,52.0,0.52,44.72
2015-12-11,78,52.0,0.52,40.56
2015-12-12,34,52.0,0.52,17.68
2015-12-13,28,52.0,0.52,14.56
2015-12-14,79,52.0,0.52,41.08
2015-12-15,92,52.0,0.52,47.84
2015-12-16,84,52.0,0.52,43.68
2015-12-17,85,52.0,0.52,44.2
2015-12-18,79,52.0,0.52,41.08
2015-12-19,34,52.0,0.52,17.68
2015-12-20,19,52.0,0.52,9.88
2015-12-21,83,52.0,0.52,43.160000000000004
2015-12-22,85,52.0,0.52,44.2
2015-12-23,59,52.0,0.52,30.68
2015-12-24,39,52.0,0.52,20.28
2015-12-25,13,52.0,0.52,6.76
2015-12-26,19,52.0,0.52,9.88
2015-12-27,16,52.0,0.52,8.32
2015-12-28,65,52.0,0.52,33.800000000000004
2015-12-29,67,52.0,0.52,34.84
2015-12-30,67,52.0,0.52,34.84
2015-12-31,48,52.0,0.52,24.96
2016-01-01,28,61.0,0.61,17.08
2016-01-02,33,61.0,0.61,20.13
2016-01-03,37,61.0,0.61,22.57
2016-01-04,91,61.0,0.61,55.51
2016-01-05,97,61.0,0.61,59.17
2016-01-06,87,61.0,0.61,53.07
2016-01-07,91,61.0,0.61,55.51
2016-01-08,89,61.0,0.61,54.29
2016-01-09,41,61.0,0.61,25.009999999999998
2016-01-10,36,61.0,0.61,21.96
2016-01-11,83,61.0,0.61,50.629999999999995
2016-01-12,89,61.0,0.61,54.29
2016-01-13,83,61.0,0.61,50.629999999999995
2016-01-14,92,61.0,0.61,56.12
2016-01-15,85,61.0,0.61,51.85
2016-01-16,47,61.0,0.61,28.669999999999998
2016-01-17,40,61.0,0.61,24.4
2016-01-18,73,61.0,0.61,44.53
2016-01-19,97,61.0,0.61,59.17
2016-01-20,94,61.0,0.61,57.339999999999996
2016-01-21,100,61.0,0.61,61.0
2016-01-22,85,61.0,0.61,51.85
2016-01-23,41,61.0,0.61,25.009999999999998
2016-01-24,42,61.0,0.61,25.62
2016-01-25,88,61.0,0.61,53.68
2016-01-26,94,61.0,0.61,57.339999999999996
2016-01-27,97,61.0,0.61,59.17
2016-01-28,96,61.0,0.61,58.56
2016-01-29,86,61.0,0.61,52.46
2016-01-30,39,61.0,0.61,23.79
2016-01-31,36,61.0,0.61,21.96
2016-02-01,85,64.0,0.64,54.4
2016-02-02,93,64.0,0.64,59.52
2016-02-03,82,64.0,0.64,52.480000000000004
2016-02-04,89,64.0,0.64,56.96
2016-02-05,82,64.0,0.64,52.480000000000004
2016-02-06,48,64.0,0.64,30.72
2016-02-07,35,64.0,0.64,22.400000000000002
2016-02-08,85,64.0,0.64,54.4
2016-02-09,92,64.0,0.64,58.88
2016-02-10,94,64.0,0.64,60.160000000000004
2016-02-11,86,64.0,0.64,55.04
2016-02-12,70,64.0,0.64,44.800000000000004
2016-02-13,44,64.0,0.64,28.16
2016-02-14,30,64.0,0.64,19.2
2016-02-15,66,64.0,0.64,42.24
2016-02-16,72,64.0,0.64,46.08
2016-02-17,87,64.0,0.64,55.68
2016-02-18,89,64.0,0.64,56.96
2016-02-19,72,64.0,0.64,46.08
2016-02-20,40,64.0,0.64,25.6
2016-02-21,35,64.0,0.64,22.400000000000002
2016-02-22,84,64.0,0.64,53.76
2016-02-23,87,64.0,0.64,55.68
2016-02-24,93,64.0,0.64,59.52
2016-02-25,100,64.0,0.64,64.0
2016-02-26,81,64.0,0.64,51.84
2016-02-27,33,64.0,0.64,21.12
2016-02-28,38,64.0,0.64,24.32
2016-02-29,77,64.0,0.64,49.28
2016-03-01,93,60.0,0.6,55.8
2016-03-02,90,60.0,0.6,54.0
2016-03-03,88,60.0,0.6,52.8
2016-03-04,79,60.0,0.6,47.4
2016-03-05,39,60.0,0.6,23.4
2016-03-06,39,60.0,0.6,23.4
2016-03-07,93,60.0,0.6,55.8
2016-03-08,93,60.0,0.6,55.8
2016-03-09,100,60.0,0.6,60.0
2016-03-10,98,60.0,0.6,58.8
2016-03-11,85,60.0,0.6,51.0
2016-03-12,41,60.0,0.6,24.599999999999998
2016-03-13,44,60.0,0.6,26.4
2016-03-14,92,60.0,0.6,55.199999999999996
2016-03-15,94,60.0,0.6,56.4
2016-03-16,80,60.0,0.6,48.0
2016-03-17,79,60.0,0.6,47.4
2016-03-18,76,60.0,0.6,45.6
2016-03-19,38,60.0,0.6,22.8
2016-03-20,37,60.0,0.6,22.2
2016-03-21,100,60.0,0.6,60.0
2016-03-22,86,60.0,0.6,51.6
2016-03-23,87,60.0,0.6,52.199999999999996
2016-03-24,91,60.0,0.6,54.6
2016-03-25,67,60.0,0.6,40.199999999999996
2016-03-26,30,60.0,0.6,18.0
2016-03-27,28,60.0,0.6,16.8
2016-03-28,82,60.0,0.6,49.199999999999996
2016-03-29,97,60.0,0.6,58.199999999999996
2016-03-30,94,60.0,0.6,56.4
2016-03-31,84,60.0,0.6,50.4
2016-04-01,73,59.0,0.59,43.07
2016-04-02,30,59.0,0.59,17.7
2016-04-03,41,59.0,0.59,24.189999999999998
2016-04-04,81,59.0,0.59,47.79
2016-04-05,93,59.0,0.59,54.87
2016-04-06,90,59.0,0.59,53.099999999999994
2016-04-07,82,59.0,0.59,48.379999999999995
2016-04-08,77,59.0,0.59,45.43
2016-04-09,39,59.0,0.59,23.009999999999998
2016-04-10,44,59.0,0.59,25.959999999999997
2016-04-11,100,59.0,0.59,59.0
2016-04-12,91,59.0,0.59,53.69
2016-04-13,95,59.0,0.59,56.05
2016-04-14,83,59.0,0.59,48.97
2016-04-15,82,59.0,0.59,48.379999999999995
2016-04-16,38,59.0,0.59,22.419999999999998
2016-04-17,39,59.0,0.59,23.009999999999998
2016-04-18,77,59.0,0.59,45.43
2016-04-19,91,59.0,0.59,53.69
2016-04-20,94,59.0,0.59,55.459999999999994
2016-04-21,87,59.0,0.59,51.33
2016-04-22,78,59.0,0.59,46.019999999999996
2016-04-23,42,59.0,0.59,24.779999999999998
2016-04-24,31,59.0,0.59,18.29
2016-04-25,80,59.0,0.59,47.199999999999996
2016-04-26,97,59.0,0.59,57.23
2016-04-27,84,59.0,0.59,49.559999999999995
2016-04-28,84,59.0,0.59,49.559999999999995
2016-04-29,85,59.0,0.59,50.15
2016-04-30,34,59.0,0.59,20.06
2016-05-01,29,62.0,0.62,17.98
2016-05-02,74,62.0,0.62,45.88
2016-05-03,78,62.0,0.62,48.36
2016-05-04,79,62.0,0.62,48.98
2016-05-05,74,62.0,0.62,45.88
2016-05-06,70,62.0,0.62,43.4
2016-05-07,34,62.0,0.62,21.08
2016-05-08,30,62.0,0.62,18.6
2016-05-09,75,62.0,0.62,46.5
2016-05-10,82,62.0,0.62,50.839999999999996
2016-05-11,78,62.0,0.62,48.36
2016-05-12,75,62.0,0.62,46.5
2016-05-13,67,62.0,0.62,41.54
2016-05-14,31,62.0,0.62,19.22
2016-05-15,28,62.0,0.62,17.36
2016-05-16,69,62.0,0.62,42.78
2016-05-17,76,62.0,0.62,47.12
2016-05-18,100,62.0,0.62,62.0
2016-05-19,86,62.0,0.62,53.32
