date,CRM_unscaled,CRM_monthly,scale,CRM
2016-05-20,71,62.0,0.62,44.02
2016-05-21,34,62.0,0.62,21.08
2016-05-22,25,62.0,0.62,15.5
2016-05-23,79,62.0,0.62,48.98
2016-05-24,84,62.0,0.62,52.08
2016-05-25,69,62.0,0.62,42.78
2016-05-26,74,62.0,0.62,45.88
2016-05-27,60,62.0,0.62,37.2
2016-05-28,27,62.0,0.62,16.74
2016-05-29,24,62.0,0.62,14.879999999999999
2016-05-30,31,62.0,0.62,19.22
2016-05-31,80,62.0,0.62,49.6
2016-06-01,89,62.0,0.62,55.18
2016-06-02,97,62.0,0.62,60.14
2016-06-03,72,62.0,0.62,44.64
2016-06-04,35,62.0,0.62,21.7
2016-06-05,27,62.0,0.62,16.74
2016-06-06,87,62.0,0.62,53.94
2016-06-07,91,62.0,0.62,56.42
2016-06-08,94,62.0,0.62,58.28
2016-06-09,87,62.0,0.62,53.94
2016-06-10,80,62.0,0.62,49.6
2016-06-11,34,62.0,0.62,21.08
2016-06-12,27,62.0,0.62,16.74
2016-06-13,91,62.0,0.62,56.42
2016-06-14,92,62.0,0.62,57.04
2016-06-15,89,62.0,0.62,55.18
2016-06-16,88,62.0,0.62,54.56
2016-06-17,73,62.0,0.62,45.26
2016-06-18,38,62.0,0.62,23.56
2016-06-19,24,62.0,0.62,14.879999999999999
2016-06-20,84,62.0,0.62,52.08
2016-06-21,95,62.0,0.62,58.9
2016-06-22,92,62.0,0.62,57.04
2016-06-23,82,62.0,0.62,50.839999999999996
2016-06-24,72,62.0,0.62,44.64
2016-06-25,41,62.0,0.62,25.419999999999998
2016-06-26,28,62.0,0.62,17.36
2016-06-27,97,62.0,0.62,60.14
2016-06-28,84,62.0,0.62,52.08
2016-06-29,100,62.0,0.62,62.0
2016-06-30,84,62.0,0.62,52.08
2016-07-01,67,55.0,0.55,36.85
2016-07-02,33,55.0,0.55,18.150000000000002
2016-07-03,23,55.0,0.55,12.65
2016-07-04,32,55.0,0.55,17.6
2016-07-05,81,55.0,0.55,44.550000000000004
2016-07-06,92,55.0,0.55,50.6
2016-07-07,100,55.0,0.55,55.00000000000001
2016-07-08,80,55.0,0.55,44.0
2016-07-09,29,55.0,0.55,15.950000000000001
2016-07-10,35,55.0,0.55,19.25
2016-07-11,87,55.0,0.55,47.85
2016-07-12,85,55.0,0.55,46.75000000000001
2016-07-13,88,55.0,0.55,48.400000000000006
2016-07-14,91,55.0,0.55,50.050000000000004
2016-07-15,79,55.0,0.55,43.45
2016-07-16,34,55.0,0.55,18.700000000000003
2016-07-17,37,55.0,0.55,20.35
2016-07-18,87,55.0,0.55,47.85
2016-07-19,96,55.0,0.55,52.800000000000004
2016-07-20,89,55.0,0.55,48.95
2016-07-21,90,55.0,0.55,49.50000000000001
2016-07-22,75,55.0,0.55,41.25
2016-07-23,41,55.0,0.55,22.55
2016-07-24,34,55.0,0.55,18.700000000000003
2016-07-25,90,55.0,0.55,49.50000000000001
2016-07-26,88,55.0,0.55,48.400000000000006
2016-07-27,91,55.0,0.55,50.050000000000004
2016-07-28,82,55.0,0.55,45.1
2016-07-29,74,55.0,0.55,40.7
2016-07-30,35,55.0,0.55,19.25
2016-07-31,43,55.0,0.55,23.650000000000002
2016-08-01,86,59.0,0.59,50.739999999999995
2016-08-02,86,59.0,0.59,50.739999999999995
2016-08-03,92,59.0,0.59,54.279999999999994
2016-08-04,94,59.0,0.59,55.459999999999994
2016-08-05,77,59.0,0.59,45.43
2016-08-06,34,59.0,0.59,20.06
2016-08-07,36,59.0,0.59,21.24
2016-08-08,88,59.0,0.59,51.919999999999995
2016-08-09,98,59.0,0.59,57.82
2016-08-10,82,59.0,0.59,48.379999999999995
2016-08-11,82,59.0,0.59,48.379999999999995
2016-08-12,70,59.0,0.59,41.3
2016-08-13,31,59.0,0.59,18.29
2016-08-14,31,59.0,0.59,18.29
2016-08-15,94,59.0,0.59,55.459999999999994
2016-08-16,84,59.0,0.59,49.559999999999995
2016-08-17,84,59.0,0.59,49.559999999999995
2016-08-18,87,59.0,0.59,51.33
2016-08-19,72,59.0,0.59,42.48
2016-08-20,37,59.0,0.59,21.83
2016-08-21,34,59.0,0.59,20.06
2016-08-22,95,59.0,0.59,56.05
2016-08-23,87,59.0,0.59,51.33
2016-08-24,96,59.0,0.59,56.64
2016-08-25,75,59.0,0.59,44.25
2016-08-26,78,59.0,0.59,46.019999999999996
2016-08-27,28,59.0,0.59,16.52
2016-08-28,33,59.0,0.59,19.47
2016-08-29,83,59.0,0.59,48.97
2016-08-30,88,59.0,0.59,51.919999999999995
2016-08-31,100,59.0,0.59,59.0
2016-09-01,100,63.0,0.63,63.0
2016-09-02,69,63.0,0.63,43.47
2016-09-03,31,63.0,0.63,19.53
2016-09-04,35,63.0,0.63,22.05
2016-09-05,36,63.0,0.63,22.68
2016-09-06,88,63.0,0.63,55.44
2016-09-07,86,63.0,0.63,54.18
2016-09-08,93,63.0,0.63,58.59
2016-09-09,82,63.0,0.63,51.660000000000004
2016-09-10,38,63.0,0.63,23.94
2016-09-11,32,63.0,0.63,20.16
2016-09-12,90,63.0,0.63,56.7
2016-09-13,94,63.0,0.63,59.22
2016-09-14,94,63.0,0.63,59.22
2016-09-15,93,63.0,0.63,58.59
2016-09-16,78,63.0,0.63,49.14
2016-09-17,38,63.0,0.63,23.94
2016-09-18,42,63.0,0.63,26.46
2016-09-19,92,63.0,0.63,57.96
2016-09-20,98,63.0,0.63,61.74
2016-09-21,80,63.0,0.63,50.4
2016-09-22,90,63.0,0.63,56.7
2016-09-23,89,63.0,0.63,56.07
2016-09-24,45,63.0,0.63,28.35
2016-09-25,47,63.0,0.63,29.61
2016-09-26,100,63.0,0.63,63.0
2016-09-27,93,63.0,0.63,58.59
2016-09-28,93,63.0,0.63,58.59
2016-09-29,89,63.0,0.63,56.07
2016-09-30,78,63.0,0.63,49.14
2016-10-01,32,60.0,0.6,19.2
2016-10-02,31,60.0,0.6,18.599999999999998
2016-10-03,81,60.0,0.6,48.6
2016-10-04,94,60.0,0.6,56.4
2016-10-05,100,60.0,0.6,60.0
2016-10-06,94,60.0,0.6,56.4
2016-10-07,68,60.0,0.6,40.8
2016-10-08,40,60.0,0.6,24.0
2016-10-09,32,60.0,0.6,19.2
2016-10-10,86,60.0,0.6,51.6
2016-10-11,91,60.0,0.6,54.6
2016-10-12,87,60.0,0.6,52.199999999999996
2016-10-13,89,60.0,0.6,53.4
2016-10-14,81,60.0,0.6,48.6
2016-10-15,43,60.0,0.6,25.8
2016-10-16,38,60.0,0.6,22.8
2016-10-17,97,60.0,0.6,58.199999999999996
2016-10-18,94,60.0,0.6,56.4
2016-10-19,89,60.0,0.6,53.4
2016-10-20,80,60.0,0.6,48.0
2016-10-21,81,60.0,0.6,48.6
2016-10-22,30,60.0,0.6,18.0
2016-10-23,41,60.0,0.6,24.599999999999998
2016-10-24,81,60.0,0.6,48.6
2016-10-25,95,60.0,0.6,57.0
2016-10-26,87,60.0,0.6,52.199999999999996
2016-10-27,85,60.0,0.6,51.0
2016-10-28,70,60.0,0.6,42.0
2016-10-29,34,60.0,0.6,20.4
2016-10-30,35,60.0,0.6,21.0
2016-10-31,80,60.0,0.6,48.0
2016-11-01,100,59.0,0.59,59.0
2016-11-02,79,59.0,0.59,46.61
2016-11-03,73,59.0,0.59,43.07
2016-11-04,68,59.0,0.59,40.12
2016-11-05,37,59.0,0.59,21.83
2016-11-06,31,59.0,0.59,18.29
2016-11-07,76,59.0,0.59,44.839999999999996
2016-11-08,84,59.0,0.59,49.559999999999995
2016-11-09,58,59.0,0.59,34.22
2016-11-10,83,59.0,0.59,48.97
2016-11-11,60,59.0,0.59,35.4
2016-11-12,32,59.0,0.59,18.88
2016-11-13,33,59.0,0.59,19.47
2016-11-14,83,59.0,0.59,48.97
2016-11-15,76,59.0,0.59,44.839999999999996
2016-11-16,84,59.0,0.59,49.559999999999995
2016-11-17,93,59.0,0.59,54.87
2016-11-18,79,59.0,0.59,46.61
2016-11-19,33,59.0,0.59,19.47
2016-11-20,33,59.0,0.59,19.47
2016-11-21,76,59.0,0.59,44.839999999999996
2016-11-22,83,59.0,0.59,48.97
2016-11-23,58,59.0,0.59,34.22
2016-11-24,20,59.0,0.59,11.799999999999999
2016-11-25,36,59.0,0.59,21.24
2016-11-26,27,59.0,0.59,15.93
2016-11-27,25,59.0,0.59,14.75
2016-11-28,72,59.0,0.59,42.48
2016-11-29,75,59.0,0.59,44.25
2016-11-30,79,59.0,0.59,46.61
2016-12-01,96,55.0,0.55,52.800000000000004
2016-12-02,93,55.0,0.55,51.150000000000006
2016-12-03,46,55.0,0.55,25.3
2016-12-04,49,55.0,0.55,26.950000000000003
2016-12-05,97,55.0,0.55,53.35
2016-12-06,100,55.0,0.55,55.00000000000001
2016-12-07,96,55.0,0.55,52.800000000000004
2016-12-08,97,55.0,0.55,53.35
2016-12-09,85,55.0,0.55,46.75000000000001
2016-12-10,43,55.0,0.55,23.650000000000002
2016-12-11,38,55.0,0.55,20.900000000000002
2016-12-12,95,55.0,0.55,52.25000000000001
2016-12-13,98,55.0,0.55,53.900000000000006
2016-12-14,99,55.0,0.55,54.45
2016-12-15,90,55.0,0.55,49.50000000000001
2016-12-16,85,55.0,0.55,46.75000000000001
2016-12-17,33,55.0,0.55,18.150000000000002
2016-12-18,42,55.0,0.55,23.1
2016-12-19,90,55.0,0.55,49.50000000000001
2016-12-20,91,55.0,0.55,50.050000000000004
2016-12-21,96,55.0,0.55,52.800000000000004
2016-12-22,74,55.0,0.55,40.7
2016-12-23,54,55.0,0.55,29.700000000000003
2016-12-24,27,55.0,0.55,14.850000000000001
2016-12-25,33,55.0,0.55,18.150000000000002
2016-12-26,33,55.0,0.55,18.150000000000002
2016-12-27,63,55.0,0.55,34.650000000000006
2016-12-28,82,55.0,0.55,45.1
2016-12-29,58,55.0,0.55,31.900000000000002
2016-12-30,65,55.0,0.55,35.75
2016-12-31,47,55.0,0.55,25.85
2017-01-01,38,58.0,0.58,22.04
2017-01-02,38,58.0,0.58,22.04
2017-01-03,77,58.0,0.58,44.66
2017-01-04,96,58.0,0.58,55.67999999999999
2017-01-05,86,58.0,0.58,49.879999999999995
2017-01-06,70,58.0,0.58,40.599999999999994
2017-01-07,31,58.0,0.58,17.98
2017-01-08,29,58.0,0.58,16.82
2017-01-09,71,58.0,0.58,41.18
2017-01-10,91,58.0,0.58,52.779999999999994
2017-01-11,97,58.0,0.58,56.26
2017-01-12,98,58.0,0.58,56.839999999999996
2017-01-13,86,58.0,0.58,49.879999999999995
2017-01-14,41,58.0,0.58,23.779999999999998
2017-01-15,33,58.0,0.58,19.139999999999997
2017-01-16,64,58.0,0.58,37.12
2017-01-17,96,58.0,0.58,55.67999999999999
2017-01-18,94,58.0,0.58,54.519999999999996
2017-01-19,92,58.0,0.58,53.36
2017-01-20,72,58.0,0.58,41.76
2017-01-21,38,58.0,0.58,22.04
2017-01-22,53,58.0,0.58,30.74
2017-01-23,85,58.0,0.58,49.3
2017-01-24,94,58.0,0.58,54.519999999999996
2017-01-25,92,58.0,0.58,53.36
2017-01-26,85,58.0,0.58,49.3
2017-01-27,90,58.0,0.58,52.199999999999996
2017-01-28,39,58.0,0.58,22.619999999999997
2017-01-29,43,58.0,0.58,24.939999999999998
2017-01-30,81,58.0,0.58,46.98
2017-01-31,100,58.0,0.58,57.99999999999999
2017-02-01,78,68.0,0.68,53.040000000000006
2017-02-02,82,68.0,0.68,55.760000000000005
2017-02-03,74,68.0,0.68,50.32
2017-02-04,41,68.0,0.68,27.880000000000003
2017-02-05,37,68.0,0.68,25.16
2017-02-06,71,68.0,0.68,48.28
2017-02-07,76,68.0,0.68,51.68000000000001
2017-02-08,76,68.0,0.68,51.68000000000001
2017-02-09,80,68.0,0.68,54.400000000000006
2017-02-10,67,68.0,0.68,45.56
2017-02-11,41,68.0,0.68,27.880000000000003
2017-02-12,31,68.0,0.68,21.080000000000002
2017-02-13,74,68.0,0.68,50.32
2017-02-14,81,68.0,0.68,55.080000000000005
2017-02-15,79,68.0,0.68,53.720000000000006
2017-02-16,83,68.0,0.68,56.440000000000005
2017-02-17,73,68.0,0.68,49.64
2017-02-18,37,68.0,0.68,25.16
2017-02-19,33,68.0,0.68,22.44
2017-02-20,71,68.0,0.68,48.28
2017-02-21,74,68.0,0.68,50.32
2017-02-22,77,68.0,0.68,52.36000000000001
2017-02-23,78,68.0,0.68,53.040000000000006
2017-02-24,71,68.0,0.68,48.28
2017-02-25,43,68.0,0.68,29.240000000000002
2017-02-26,39,68.0,0.68,26.520000000000003
2017-02-27,76,68.0,0.68,51.68000000000001
2017-02-28,100,68.0,0.68,68.0
2017-03-01,99,65.0,0.65,64.35000000000001
2017-03-02,85,65.0,0.65,55.25
2017-03-03,85,65.0,0.65,55.25
2017-03-04,42,65.0,0.65,27.3
2017-03-05,44,65.0,0.65,28.6
2017-03-06,85,65.0,0.65,55.25
2017-03-07,100,65.0,0.65,65.0
2017-03-08,93,65.0,0.65,60.45
2017-03-09,90,65.0,0.65,58.5
2017-03-10,85,65.0,0.65,55.25
2017-03-11,42,65.0,0.65,27.3
2017-03-12,37,65.0,0.65,24.05
2017-03-13,85,65.0,0.65,55.25
2017-03-14,94,65.0,0.65,61.1
2017-03-15,95,65.0,0.65,61.75
2017-03-16,88,65.0,0.65,57.2
2017-03-17,81,65.0,0.65,52.65
2017-03-18,45,65.0,0.65,29.25
2017-03-19,34,65.0,0.65,22.1
2017-03-20,92,65.0,0.65,59.800000000000004
2017-03-21,96,65.0,0.65,62.400000000000006
2017-03-22,89,65.0,0.65,57.85
2017-03-23,85,65.0,0.65,55.25
2017-03-24,70,65.0,0.65,45.5
2017-03-25,33,65.0,0.65,21.45
2017-03-26,46,65.0,0.65,29.900000000000002
2017-03-27,87,65.0,0.65,56.550000000000004
2017-03-28,92,65.0,0.65,59.800000000000004
2017-03-29,96,65.0,0.65,62.400000000000006
2017-03-30,83,65.0,0.65,53.95
2017-03-31,81,65.0,0.65,52.65
2017-04-01,34,69.0,0.69,23.459999999999997
2017-04-02,37,69.0,0.69,25.529999999999998
2017-04-03,81,69.0,0.69,55.88999999999999
2017-04-04,87,69.0,0.69,60.029999999999994
2017-04-05,96,69.0,0.69,66.24
2017-04-06,96,69.0,0.69,66.24
2017-04-07,82,69.0,0.69,56.58
2017-04-08,37,69.0,0.69,25.529999999999998
2017-04-09,41,69.0,0.69,28.29
2017-04-10,91,69.0,0.69,62.78999999999999
2017-04-11,96,69.0,0.69,66.24
2017-04-12,90,69.0,0.69,62.099999999999994
2017-04-13,90,69.0,0.69,62.099999999999994
2017-04-14,70,69.0,0.69,48.3
2017-04-15,32,69.0,0.69,22.08
2017-04-16,37,69.0,0.69,25.529999999999998
2017-04-17,87,69.0,0.69,60.029999999999994
2017-04-18,91,69.0,0.69,62.78999999999999
2017-04-19,98,69.0,0.69,67.61999999999999
2017-04-20,93,69.0,0.69,64.17
2017-04-21,84,69.0,0.69,57.959999999999994
2017-04-22,35,69.0,0.69,24.15
2017-04-23,41,69.0,0.69,28.29
2017-04-24,93,69.0,0.69,64.17
2017-04-25,98,69.0,0.69,67.61999999999999
2017-04-26,100,69.0,0.69,69.0
2017-04-27,85,69.0,0.69,58.65
2017-04-28,73,69.0,0.69,50.37
2017-04-29,38,69.0,0.69,26.22
2017-04-30,30,69.0,0.69,20.7
2017-05-01,88,63.0,0.63,55.44
2017-05-02,93,63.0,0.63,58.59
2017-05-03,95,63.0,0.63,59.85
2017-05-04,98,63.0,0.63,61.74
2017-05-05,88,63.0,0.63,55.44
2017-05-06,44,63.0,0.63,27.72
2017-05-07,40,63.0,0.63,25.2
2017-05-08,92,63.0,0.63,57.96
2017-05-09,88,63.0,0.63,55.44
2017-05-10,95,63.0,0.63,59.85
2017-05-11,86,63.0,0.63,54.18
2017-05-12,79,63.0,0.63,49.77
2017-05-13,34,63.0,0.63,21.42
2017-05-14,37,63.0,0.63,23.31
2017-05-15,86,63.0,0.63,54.18
2017-05-16,95,63.0,0.63,59.85
2017-05-17,99,63.0,0.63,62.37
2017-05-18,100,63.0,0.63,63.0
2017-05-19,93,63.0,0.63,58.59
2017-05-20,45,63.0,0.63,28.35
2017-05-21,42,63.0,0.63,26.46
2017-05-22,97,63.0,0.63,61.11
2017-05-23,86,63.0,0.63,54.18
2017-05-24,85,63.0,0.63,53.55
2017-05-25,96,63.0,0.63,60.480000000000004
2017-05-26,77,63.0,0.63,48.51
2017-05-27,36,63.0,0.63,22.68
2017-05-28,33,63.0,0.63,20.79
2017-05-29,52,63.0,0.63,32.76
2017-05-30,78,63.0,0.63,49.14
2017-05-31,91,63.0,0.63,57.33
2017-06-01,71,61.0,0.61,43.31
2017-06-02,74,61.0,0.61,45.14
2017-06-03,42,61.0,0.61,25.62
2017-06-04,40,61.0,0.61,24.4
2017-06-05,90,61.0,0.61,54.9
2017-06-06,86,61.0,0.61,52.46
2017-06-07,88,61.0,0.61,53.68
2017-06-08,83,61.0,0.61,50.629999999999995
2017-06-09,77,61.0,0.61,46.97
2017-06-10,39,61.0,0.61,23.79
2017-06-11,38,61.0,0.61,23.18
2017-06-12,84,61.0,0.61,51.24
2017-06-13,85,61.0,0.61,51.85
2017-06-14,84,61.0,0.61,51.24
2017-06-15,78,61.0,0.61,47.58
2017-06-16,73,61.0,0.61,44.53
2017-06-17,33,61.0,0.61,20.13
2017-06-18,45,61.0,0.61,27.45
2017-06-19,83,61.0,0.61,50.629999999999995
2017-06-20,95,61.0,0.61,57.949999999999996
2017-06-21,86,61.0,0.61,52.46
2017-06-22,100,61.0,0.61,61.0
2017-06-23,82,61.0,0.61,50.019999999999996
2017-06-24,38,61.0,0.61,23.18
2017-06-25,42,61.0,0.61,25.62
2017-06-26,82,61.0,0.61,50.019999999999996
2017-06-27,83,61.0,0.61,50.629999999999995
2017-06-28,91,61.0,0.61,55.51
2017-06-29,82,61.0,0.61,50.019999999999996
2017-06-30,65,61.0,0.61,39.65
2017-07-01,36,69.0,0.69,24.839999999999996
2017-07-02,44,69.0,0.69,30.36
2017-07-03,58,69.0,0.69,40.019999999999996
2017-07-04,50,69.0,0.69,34.5
2017-07-05,81,69.0,0.69,55.88999999999999
2017-07-06,81,69.0,0.69,55.88999999999999
2017-07-07,77,69.0,0.69,53.129999999999995
2017-07-08,40,69.0,0.69,27.599999999999998
2017-07-09,48,69.0,0.69,33.12
2017-07-10,85,69.0,0.69,58.65
2017-07-11,88,69.0,0.69,60.72
2017-07-12,89,69.0,0.69,61.41
2017-07-13,77,69.0,0.69,53.129999999999995
2017-07-14,71,69.0,0.69,48.989999999999995
2017-07-15,38,69.0,0.69,26.22
2017-07-16,35,69.0,0.69,24.15
2017-07-17,79,69.0,0.69,54.51
2017-07-18,80,69.0,0.69,55.199999999999996
2017-07-19,90,69.0,0.69,62.099999999999994
2017-07-20,83,69.0,0.69,57.269999999999996
2017-07-21,70,69.0,0.69,48.3
2017-07-22,35,69.0,0.69,24.15
2017-07-23,27,69.0,0.69,18.63
2017-07-24,75,69.0,0.69,51.74999999999999
2017-07-25,100,69.0,0.69,69.0
2017-07-26,87,69.0,0.69,60.029999999999994
2017-07-27,85,69.0,0.69,58.65
2017-07-28,68,69.0,0.69,46.919999999999995
2017-07-29,29,69.0,0.69,20.009999999999998
2017-07-30,28,69.0,0.69,19.32
2017-07-31,77,69.0,0.69,53.129999999999995
2017-08-01,77,62.0,0.62,47.74
2017-08-02,86,62.0,0.62,53.32
2017-08-03,77,62.0,0.62,47.74
2017-08-04,67,62.0,0.62,41.54
2017-08-05,35,62.0,0.62,21.7
2017-08-06,29,62.0,0.62,17.98
2017-08-07,72,62.0,0.62,44.64
2017-08-08,76,62.0,0.62,47.12
2017-08-09,74,62.0,0.62,45.88
2017-08-10,69,62.0,0.62,42.78
2017-08-11,62,62.0,0.62,38.44
2017-08-12,34,62.0,0.62,21.08
2017-08-13,26,62.0,0.62,16.12
2017-08-14,71,62.0,0.62,44.02
2017-08-15,79,62.0,0.62,48.98
2017-08-16,76,62.0,0.62,47.12
2017-08-17,78,62.0,0.62,48.36
2017-08-18,60,62.0,0.62,37.2
2017-08-19,27,62.0,0.62,16.74
2017-08-20,28,62.0,0.62,17.36
2017-08-21,62,62.0,0.62,38.44
2017-08-22,100,62.0,0.62,62.0
2017-08-23,82,62.0,0.62,50.839999999999996
2017-08-24,70,62.0,0.62,43.4
2017-08-25,64,62.0,0.62,39.68
2017-08-26,33,62.0,0.62,20.46
2017-08-27,29,62.0,0.62,17.98
2017-08-28,65,62.0,0.62,40.3
2017-08-29,83,62.0,0.62,51.46
2017-08-30,88,62.0,0.62,54.56
2017-08-31,69,62.0,0.62,42.78
2017-09-01,80,61.0,0.61,48.8
2017-09-02,49,61.0,0.61,29.89
2017-09-03,52,61.0,0.61,31.72
2017-09-04,45,61.0,0.61,27.45
2017-09-05,91,61.0,0.61,55.51
2017-09-06,72,61.0,0.61,43.92
2017-09-07,80,61.0,0.61,48.8
2017-09-08,76,61.0,0.61,46.36
2017-09-09,41,61.0,0.61,25.009999999999998
2017-09-10,42,61.0,0.61,25.62
2017-09-11,89,61.0,0.61,54.29
2017-09-12,100,61.0,0.61,61.0
2017-09-13,86,61.0,0.61,52.46
2017-09-14,89,61.0,0.61,54.29
2017-09-15,77,61.0,0.61,46.97
2017-09-16,41,61.0,0.61,25.009999999999998
2017-09-17,42,61.0,0.61,25.62
2017-09-18,71,61.0,0.61,43.31
2017-09-19,88,61.0,0.61,53.68
2017-09-20,84,61.0,0.61,51.24
2017-09-21,80,61.0,0.61,48.8
2017-09-22,76,61.0,0.61,46.36
2017-09-23,44,61.0,0.61,26.84
2017-09-24,37,61.0,0.61,22.57
2017-09-25,85,61.0,0.61,51.85
2017-09-26,86,61.0,0.61,52.46
2017-09-27,85,61.0,0.61,51.85
2017-09-28,83,61.0,0.61,50.629999999999995
2017-09-29,77,61.0,0.61,46.97
2017-09-30,46,61.0,0.61,28.06
2017-10-01,46,69.0,0.69,31.74
2017-10-02,82,69.0,0.69,56.58
2017-10-03,94,69.0,0.69,64.86
2017-10-04,97,69.0,0.69,66.92999999999999
2017-10-05,88,69.0,0.69,60.72
2017-10-06,77,69.0,0.69,53.129999999999995
2017-10-07,40,69.0,0.69,27.599999999999998
2017-10-08,49,69.0,0.69,33.809999999999995
2017-10-09,85,69.0,0.69,58.65
2017-10-10,94,69.0,0.69,64.86
2017-10-11,83,69.0,0.69,57.269999999999996
2017-10-12,86,69.0,0.69,59.339999999999996
2017-10-13,77,69.0,0.69,53.129999999999995
2017-10-14,42,69.0,0.69,28.979999999999997
2017-10-15,43,69.0,0.69,29.669999999999998
2017-10-16,88,69.0,0.69,60.72
2017-10-17,84,69.0,0.69,57.959999999999994
2017-10-18,100,69.0,0.69,69.0
2017-10-19,89,69.0,0.69,61.41
2017-10-20,67,69.0,0.69,46.23
2017-10-21,39,69.0,0.69,26.909999999999997
2017-10-22,46,69.0,0.69,31.74
2017-10-23,75,69.0,0.69,51.74999999999999
2017-10-24,93,69.0,0.69,64.17
2017-10-25,97,69.0,0.69,66.92999999999999
2017-10-26,93,69.0,0.69,64.17
2017-10-27,75,69.0,0.69,51.74999999999999
2017-10-28,43,69.0,0.69,29.669999999999998
2017-10-29,38,69.0,0.69,26.22
2017-10-30,83,69.0,0.69,57.269999999999996
2017-10-31,89,69.0,0.69,61.41
2017-11-01,79,60.0,0.6,47.4
2017-11-02,88,60.0,0.6,52.8
2017-11-03,71,60.0,0.6,42.6
2017-11-04,45,60.0,0.6,27.0
2017-11-05,38,60.0,0.6,22.8
2017-11-06,84,60.0,0.6,50.4
2017-11-07,100,60.0,0.6,60.0
2017-11-08,85,60.0,0.6,51.0
2017-11-09,90,60.0,0.6,54.0
2017-11-10,82,60.0,0.6,49.199999999999996
2017-11-11,37,60.0,0.6,22.2
2017-11-12,45,60.0,0.6,27.0
2017-11-13,76,60.0,0.6,45.6
2017-11-14,89,60.0,0.6,53.4
2017-11-15,92,60.0,0.6,55.199999999999996
2017-11-16,85,60.0,0.6,51.0
2017-11-17,70,60.0,0.6,42.0
2017-11-18,36,60.0,0.6,21.599999999999998
2017-11-19,27,60.0,0.6,16.2
2017-11-20,71,60.0,0.6,42.6
2017-11-21,87,60.0,0.6,52.199999999999996
2017-11-22,78,60.0,0.6,46.8
2017-11-23,31,60.0,0.6,18.599999999999998
2017-11-24,31,60.0,0.6,18.599999999999998
2017-11-25,25,60.0,0.6,15.0
2017-11-26,28,60.0,0.6,16.8
2017-11-27,67,60.0,0.6,40.199999999999996
2017-11-28,82,60.0,0.6,49.199999999999996
2017-11-29,88,60.0,0.6,52.8
2017-11-30,75,60.0,0.6,45.0
2017-12-01,73,47.0,0.47,34.309999999999995
2017-12-02,39,47.0,0.47,18.33
2017-12-03,35,47.0,0.47,16.45
2017-12-04,90,47.0,0.47,42.3
2017-12-05,90,47.0,0.47,42.3
2017-12-06,100,47.0,0.47,47.0
2017-12-07,99,47.0,0.47,46.529999999999994
2017-12-08,87,47.0,0.47,40.89
2017-12-09,42,47.0,0.47,19.74
2017-12-10,33,47.0,0.47,15.51
2017-12-11,99,47.0,0.47,46.529999999999994
2017-12-12,99,47.0,0.47,46.529999999999994
2017-12-13,97,47.0,0.47,45.589999999999996
2017-12-14,84,47.0,0.47,39.48
2017-12-15,89,47.0,0.47,41.83
2017-12-16,34,47.0,0.47,15.979999999999999
2017-12-17,38,47.0,0.47,17.86
2017-12-18,82,47.0,0.47,38.54
2017-12-19,88,47.0,0.47,41.36
2017-12-20,96,47.0,0.47,45.12
2017-12-21,76,47.0,0.47,35.72
2017-12-22,51,47.0,0.47,23.97
2017-12-23,27,47.0,0.47,12.69
2017-12-24,29,47.0,0.47,13.629999999999999
2017-12-25,21,47.0,0.47,9.87
2017-12-26,50,47.0,0.47,23.5
2017-12-27,73,47.0,0.47,34.309999999999995
2017-12-28,70,47.0,0.47,32.9
2017-12-29,65,47.0,0.47,30.549999999999997
2017-12-30,29,47.0,0.47,13.629999999999999
2017-12-31,26,47.0,0.47,12.219999999999999
2018-01-01,24,58.0,0.58,13.919999999999998
2018-01-02,65,58.0,0.58,37.699999999999996
2018-01-03,86,58.0,0.58,49.879999999999995
2018-01-04,84,58.0,0.58,48.72
2018-01-05,91,58.0,0.58,52.779999999999994
2018-01-06,47,58.0,0.58,27.259999999999998
2018-01-07,29,58.0,0.58,16.82
2018-01-08,84,58.0,0.58,48.72
2018-01-09,82,58.0,0.58,47.559999999999995
2018-01-10,93,58.0,0.58,53.94
2018-01-11,90,58.0,0.58,52.199999999999996
2018-01-12,70,58.0,0.58,40.599999999999994
2018-01-13,36,58.0,0.58,20.88
2018-01-14,27,58.0,0.58,15.659999999999998
2018-01-15,68,58.0,0.58,39.44
2018-01-16,81,58.0,0.58,46.98
2018-01-17,88,58.0,0.58,51.04
2018-01-18,96,58.0,0.58,55.67999999999999
2018-01-19,79,58.0,0.58,45.82
2018-01-20,37,58.0,0.58,21.459999999999997
2018-01-21,34,58.0,0.58,19.72
2018-01-22,90,58.0,0.58,52.199999999999996
2018-01-23,91,58.0,0.58,52.779999999999994
2018-01-24,81,58.0,0.58,46.98
2018-01-25,81,58.0,0.58,46.98
2018-01-26,80,58.0,0.58,46.4
2018-01-27,43,58.0,0.58,24.939999999999998
2018-01-28,36,58.0,0.58,20.88
2018-01-29,87,58.0,0.58,50.459999999999994
2018-01-30,100,58.0,0.58,57.99999999999999
2018-01-31,97,58.0,0.58,56.26
2018-02-01,77,63.0,0.63,48.51
2018-02-02,59,63.0,0.63,37.17
2018-02-03,36,63.0,0.63,22.68
2018-02-04,24,63.0,0.63,15.120000000000001
2018-02-05,58,63.0,0.63,36.54
