date,MRK_unscaled,MRK_monthly,scale,MRK
2014-10-08,26,29.0,0.29,7.539999999999999
2014-10-09,34,29.0,0.29,9.86
2014-10-10,43,29.0,0.29,12.469999999999999
2014-10-11,31,29.0,0.29,8.99
2014-10-12,0,29.0,0.29,0.0
2014-10-13,75,29.0,0.29,21.75
2014-10-14,80,29.0,0.29,23.2
2014-10-15,70,29.0,0.29,20.299999999999997
2014-10-16,46,29.0,0.29,13.34
2014-10-17,100,29.0,0.29,28.999999999999996
2014-10-18,33,29.0,0.29,9.569999999999999
2014-10-19,26,29.0,0.29,7.539999999999999
2014-10-20,99,29.0,0.29,28.709999999999997
2014-10-21,77,29.0,0.29,22.33
2014-10-22,36,29.0,0.29,10.44
2014-10-23,37,29.0,0.29,10.729999999999999
2014-10-24,62,29.0,0.29,17.98
2014-10-25,45,29.0,0.29,13.049999999999999
2014-10-26,46,29.0,0.29,13.34
2014-10-27,95,29.0,0.29,27.549999999999997
2014-10-28,74,29.0,0.29,21.459999999999997
2014-10-29,57,29.0,0.29,16.529999999999998
2014-10-30,89,29.0,0.29,25.81
2014-10-31,83,29.0,0.29,24.069999999999997
2014-11-01,0,32.0,0.32,0.0
2014-11-02,27,32.0,0.32,8.64
2014-11-03,40,32.0,0.32,12.8
2014-11-04,23,32.0,0.32,7.36
2014-11-05,48,32.0,0.32,15.36
2014-11-06,23,32.0,0.32,7.36
2014-11-07,32,32.0,0.32,10.24
2014-11-08,24,32.0,0.32,7.68
2014-11-09,32,32.0,0.32,10.24
2014-11-10,45,32.0,0.32,14.4
2014-11-11,41,32.0,0.32,13.120000000000001
2014-11-12,23,32.0,0.32,7.36
2014-11-13,67,32.0,0.32,21.44
2014-11-14,35,32.0,0.32,11.200000000000001
2014-11-15,0,32.0,0.32,0.0
2014-11-16,34,32.0,0.32,10.88
2014-11-17,68,32.0,0.32,21.76
2014-11-18,45,32.0,0.32,14.4
2014-11-19,45,32.0,0.32,14.4
2014-11-20,43,32.0,0.32,13.76
2014-11-21,40,32.0,0.32,12.8
2014-11-22,20,32.0,0.32,6.4
2014-11-23,40,32.0,0.32,12.8
2014-11-24,44,32.0,0.32,14.08
2014-11-25,53,32.0,0.32,16.96
2014-11-26,33,32.0,0.32,10.56
2014-11-27,100,32.0,0.32,32.0
2014-11-28,60,32.0,0.32,19.2
2014-11-29,20,32.0,0.32,6.4
2014-11-30,43,32.0,0.32,13.76
2014-12-01,48,38.0,0.38,18.240000000000002
2014-12-02,43,38.0,0.38,16.34
2014-12-03,25,38.0,0.38,9.5
2014-12-04,50,38.0,0.38,19.0
2014-12-05,48,38.0,0.38,18.240000000000002
2014-12-06,26,38.0,0.38,9.88
2014-12-07,44,38.0,0.38,16.72
2014-12-08,73,38.0,0.38,27.740000000000002
2014-12-09,43,38.0,0.38,16.34
2014-12-10,36,38.0,0.38,13.68
2014-12-11,55,38.0,0.38,20.9
2014-12-12,63,38.0,0.38,23.94
2014-12-13,0,38.0,0.38,0.0
2014-12-14,15,38.0,0.38,5.7
2014-12-15,68,38.0,0.38,25.84
2014-12-16,39,38.0,0.38,14.82
2014-12-17,37,38.0,0.38,14.06
2014-12-18,100,38.0,0.38,38.0
2014-12-19,49,38.0,0.38,18.62
2014-12-20,40,38.0,0.38,15.2
2014-12-21,20,38.0,0.38,7.6
2014-12-22,48,38.0,0.38,18.240000000000002
2014-12-23,27,38.0,0.38,10.26
2014-12-24,35,38.0,0.38,13.3
2014-12-25,0,38.0,0.38,0.0
2014-12-26,32,38.0,0.38,12.16
2014-12-27,0,38.0,0.38,0.0
2014-12-28,15,38.0,0.38,5.7
2014-12-29,25,38.0,0.38,9.5
2014-12-30,38,38.0,0.38,14.44
2014-12-31,42,38.0,0.38,15.96
2015-01-01,0,29.0,0.29,0.0
2015-01-02,32,29.0,0.29,9.28
2015-01-03,44,29.0,0.29,12.76
2015-01-04,0,29.0,0.29,0.0
2015-01-05,49,29.0,0.29,14.209999999999999
2015-01-06,33,29.0,0.29,9.569999999999999
2015-01-07,50,29.0,0.29,14.499999999999998
2015-01-08,45,29.0,0.29,13.049999999999999
2015-01-09,100,29.0,0.29,28.999999999999996
2015-01-10,45,29.0,0.29,13.049999999999999
2015-01-11,20,29.0,0.29,5.8
2015-01-12,11,29.0,0.29,3.19
2015-01-13,85,29.0,0.29,24.65
2015-01-14,55,29.0,0.29,15.95
2015-01-15,63,29.0,0.29,18.27
2015-01-16,60,29.0,0.29,17.4
2015-01-17,43,29.0,0.29,12.469999999999999
2015-01-18,39,29.0,0.29,11.309999999999999
2015-01-19,19,29.0,0.29,5.51
2015-01-20,60,29.0,0.29,17.4
2015-01-21,47,29.0,0.29,13.629999999999999
2015-01-22,54,29.0,0.29,15.659999999999998
2015-01-23,54,29.0,0.29,15.659999999999998
2015-01-24,23,29.0,0.29,6.67
2015-01-25,20,29.0,0.29,5.8
2015-01-26,36,29.0,0.29,10.44
2015-01-27,17,29.0,0.29,4.93
2015-01-28,40,29.0,0.29,11.6
2015-01-29,69,29.0,0.29,20.009999999999998
2015-01-30,35,29.0,0.29,10.149999999999999
2015-01-31,19,29.0,0.29,5.51
2015-02-01,95,29.0,0.29,27.549999999999997
2015-02-02,48,29.0,0.29,13.919999999999998
2015-02-03,85,29.0,0.29,24.65
2015-02-04,81,29.0,0.29,23.49
2015-02-05,81,29.0,0.29,23.49
2015-02-06,46,29.0,0.29,13.34
2015-02-07,14,29.0,0.29,4.06
2015-02-08,26,29.0,0.29,7.539999999999999
2015-02-09,34,29.0,0.29,9.86
2015-02-10,46,29.0,0.29,13.34
2015-02-11,88,29.0,0.29,25.52
2015-02-12,65,29.0,0.29,18.849999999999998
2015-02-13,66,29.0,0.29,19.139999999999997
2015-02-14,0,29.0,0.29,0.0
2015-02-15,34,29.0,0.29,9.86
2015-02-16,52,29.0,0.29,15.079999999999998
2015-02-17,67,29.0,0.29,19.43
2015-02-18,0,29.0,0.29,0.0
2015-02-19,52,29.0,0.29,15.079999999999998
2015-02-20,0,29.0,0.29,0.0
2015-02-21,49,29.0,0.29,14.209999999999999
2015-02-22,37,29.0,0.29,10.729999999999999
2015-02-23,34,29.0,0.29,9.86
2015-02-24,52,29.0,0.29,15.079999999999998
2015-02-25,86,29.0,0.29,24.939999999999998
2015-02-26,100,29.0,0.29,28.999999999999996
2015-02-27,50,29.0,0.29,14.499999999999998
2015-02-28,51,29.0,0.29,14.79
2015-03-01,0,30.0,0.3,0.0
2015-03-02,55,30.0,0.3,16.5
2015-03-03,80,30.0,0.3,24.0
2015-03-04,63,30.0,0.3,18.9
2015-03-05,77,30.0,0.3,23.099999999999998
2015-03-06,33,30.0,0.3,9.9
2015-03-07,0,30.0,0.3,0.0
2015-03-08,0,30.0,0.3,0.0
2015-03-09,82,30.0,0.3,24.599999999999998
2015-03-10,60,30.0,0.3,18.0
2015-03-11,53,30.0,0.3,15.899999999999999
2015-03-12,88,30.0,0.3,26.4
2015-03-13,75,30.0,0.3,22.5
2015-03-14,33,30.0,0.3,9.9
2015-03-15,31,30.0,0.3,9.299999999999999
2015-03-16,93,30.0,0.3,27.9
2015-03-17,54,30.0,0.3,16.2
2015-03-18,48,30.0,0.3,14.399999999999999
2015-03-19,33,30.0,0.3,9.9
2015-03-20,45,30.0,0.3,13.5
2015-03-21,0,30.0,0.3,0.0
2015-03-22,49,30.0,0.3,14.7
2015-03-23,67,30.0,0.3,20.099999999999998
2015-03-24,53,30.0,0.3,15.899999999999999
2015-03-25,70,30.0,0.3,21.0
2015-03-26,56,30.0,0.3,16.8
2015-03-27,54,30.0,0.3,16.2
2015-03-28,64,30.0,0.3,19.2
2015-03-29,48,30.0,0.3,14.399999999999999
2015-03-30,50,30.0,0.3,15.0
2015-03-31,100,30.0,0.3,30.0
2015-04-01,40,36.0,0.36,14.399999999999999
2015-04-02,25,36.0,0.36,9.0
2015-04-03,42,36.0,0.36,15.12
2015-04-04,25,36.0,0.36,9.0
2015-04-05,14,36.0,0.36,5.04
2015-04-06,8,36.0,0.36,2.88
2015-04-07,49,36.0,0.36,17.64
2015-04-08,65,36.0,0.36,23.4
2015-04-09,46,36.0,0.36,16.56
2015-04-10,33,36.0,0.36,11.879999999999999
2015-04-11,0,36.0,0.36,0.0
2015-04-12,39,36.0,0.36,14.04
2015-04-13,45,36.0,0.36,16.2
2015-04-14,20,36.0,0.36,7.199999999999999
2015-04-15,45,36.0,0.36,16.2
2015-04-16,62,36.0,0.36,22.32
2015-04-17,37,36.0,0.36,13.32
2015-04-18,45,36.0,0.36,16.2
2015-04-19,32,36.0,0.36,11.52
2015-04-20,22,36.0,0.36,7.92
2015-04-21,53,36.0,0.36,19.08
2015-04-22,10,36.0,0.36,3.5999999999999996
2015-04-23,25,36.0,0.36,9.0
2015-04-24,40,36.0,0.36,14.399999999999999
2015-04-25,14,36.0,0.36,5.04
2015-04-26,18,36.0,0.36,6.4799999999999995
2015-04-27,47,36.0,0.36,16.919999999999998
2015-04-28,100,36.0,0.36,36.0
2015-04-29,70,36.0,0.36,25.2
2015-04-30,0,36.0,0.36,0.0
2015-05-01,100,29.0,0.29,28.999999999999996
2015-05-02,35,29.0,0.29,10.149999999999999
2015-05-03,23,29.0,0.29,6.67
2015-05-04,54,29.0,0.29,15.659999999999998
2015-05-05,36,29.0,0.29,10.44
2015-05-06,54,29.0,0.29,15.659999999999998
2015-05-07,58,29.0,0.29,16.82
2015-05-08,32,29.0,0.29,9.28
2015-05-09,22,29.0,0.29,6.38
2015-05-10,36,29.0,0.29,10.44
2015-05-11,57,29.0,0.29,16.529999999999998
2015-05-12,37,29.0,0.29,10.729999999999999
2015-05-13,70,29.0,0.29,20.299999999999997
2015-05-14,64,29.0,0.29,18.56
2015-05-15,79,29.0,0.29,22.91
2015-05-16,38,29.0,0.29,11.02
2015-05-17,17,29.0,0.29,4.93
2015-05-18,53,29.0,0.29,15.37
2015-05-19,57,29.0,0.29,16.529999999999998
2015-05-20,37,29.0,0.29,10.729999999999999
2015-05-21,26,29.0,0.29,7.539999999999999
2015-05-22,49,29.0,0.29,14.209999999999999
2015-05-23,0,29.0,0.29,0.0
2015-05-24,16,29.0,0.29,4.64
2015-05-25,48,29.0,0.29,13.919999999999998
2015-05-26,22,29.0,0.29,6.38
2015-05-27,40,29.0,0.29,11.6
2015-05-28,28,29.0,0.29,8.12
2015-05-29,55,29.0,0.29,15.95
2015-05-30,42,29.0,0.29,12.18
2015-05-31,24,29.0,0.29,6.959999999999999
2015-06-01,43,31.0,0.31,13.33
2015-06-02,61,31.0,0.31,18.91
2015-06-03,47,31.0,0.31,14.57
2015-06-04,65,31.0,0.31,20.15
2015-06-05,49,31.0,0.31,15.19
2015-06-06,39,31.0,0.31,12.09
2015-06-07,31,31.0,0.31,9.61
2015-06-08,29,31.0,0.31,8.99
2015-06-09,22,31.0,0.31,6.82
2015-06-10,21,31.0,0.31,6.51
2015-06-11,90,31.0,0.31,27.9
2015-06-12,100,31.0,0.31,31.0
2015-06-13,38,31.0,0.31,11.78
2015-06-14,32,31.0,0.31,9.92
2015-06-15,44,31.0,0.31,13.64
2015-06-16,24,31.0,0.31,7.4399999999999995
2015-06-17,60,31.0,0.31,18.6
2015-06-18,87,31.0,0.31,26.97
2015-06-19,77,31.0,0.31,23.87
2015-06-20,39,31.0,0.31,12.09
2015-06-21,48,31.0,0.31,14.879999999999999
2015-06-22,64,31.0,0.31,19.84
2015-06-23,58,31.0,0.31,17.98
2015-06-24,52,31.0,0.31,16.12
2015-06-25,77,31.0,0.31,23.87
2015-06-26,26,31.0,0.31,8.06
2015-06-27,35,31.0,0.31,10.85
2015-06-28,22,31.0,0.31,6.82
2015-06-29,61,31.0,0.31,18.91
2015-06-30,70,31.0,0.31,21.7
2015-07-01,34,29.0,0.29,9.86
2015-07-02,26,29.0,0.29,7.539999999999999
2015-07-03,28,29.0,0.29,8.12
2015-07-04,22,29.0,0.29,6.38
2015-07-05,0,29.0,0.29,0.0
2015-07-06,52,29.0,0.29,15.079999999999998
2015-07-07,36,29.0,0.29,10.44
2015-07-08,59,29.0,0.29,17.11
2015-07-09,70,29.0,0.29,20.299999999999997
2015-07-10,48,29.0,0.29,13.919999999999998
2015-07-11,18,29.0,0.29,5.22
2015-07-12,0,29.0,0.29,0.0
2015-07-13,41,29.0,0.29,11.889999999999999
2015-07-14,31,29.0,0.29,8.99
2015-07-15,31,29.0,0.29,8.99
2015-07-16,33,29.0,0.29,9.569999999999999
2015-07-17,43,29.0,0.29,12.469999999999999
2015-07-18,43,29.0,0.29,12.469999999999999
2015-07-19,15,29.0,0.29,4.35
2015-07-20,68,29.0,0.29,19.72
2015-07-21,100,29.0,0.29,28.999999999999996
2015-07-22,22,29.0,0.29,6.38
2015-07-23,36,29.0,0.29,10.44
2015-07-24,40,29.0,0.29,11.6
2015-07-25,31,29.0,0.29,8.99
2015-07-26,42,29.0,0.29,12.18
2015-07-27,41,29.0,0.29,11.889999999999999
2015-07-28,44,29.0,0.29,12.76
2015-07-29,63,29.0,0.29,18.27
2015-07-30,81,29.0,0.29,23.49
2015-07-31,38,29.0,0.29,11.02
2015-08-01,28,34.0,0.34,9.520000000000001
2015-08-02,22,34.0,0.34,7.48
2015-08-03,80,34.0,0.34,27.200000000000003
2015-08-04,62,34.0,0.34,21.080000000000002
2015-08-05,56,34.0,0.34,19.040000000000003
2015-08-06,78,34.0,0.34,26.520000000000003
2015-08-07,82,34.0,0.34,27.880000000000003
2015-08-08,0,34.0,0.34,0.0
2015-08-09,0,34.0,0.34,0.0
2015-08-10,56,34.0,0.34,19.040000000000003
2015-08-11,26,34.0,0.34,8.84
2015-08-12,55,34.0,0.34,18.700000000000003
2015-08-13,59,34.0,0.34,20.060000000000002
2015-08-14,68,34.0,0.34,23.12
2015-08-15,49,34.0,0.34,16.66
2015-08-16,14,34.0,0.34,4.760000000000001
2015-08-17,47,34.0,0.34,15.98
2015-08-18,29,34.0,0.34,9.860000000000001
2015-08-19,70,34.0,0.34,23.8
2015-08-20,71,34.0,0.34,24.14
2015-08-21,53,34.0,0.34,18.02
2015-08-22,53,34.0,0.34,18.02
2015-08-23,37,34.0,0.34,12.58
2015-08-24,99,34.0,0.34,33.660000000000004
2015-08-25,51,34.0,0.34,17.34
2015-08-26,100,34.0,0.34,34.0
2015-08-27,81,34.0,0.34,27.540000000000003
2015-08-28,63,34.0,0.34,21.42
2015-08-29,42,34.0,0.34,14.280000000000001
2015-08-30,38,34.0,0.34,12.920000000000002
2015-08-31,52,34.0,0.34,17.68
2015-09-01,92,30.0,0.3,27.599999999999998
2015-09-02,49,30.0,0.3,14.7
2015-09-03,57,30.0,0.3,17.099999999999998
2015-09-04,48,30.0,0.3,14.399999999999999
2015-09-05,37,30.0,0.3,11.1
2015-09-06,0,30.0,0.3,0.0
2015-09-07,57,30.0,0.3,17.099999999999998
2015-09-08,60,30.0,0.3,18.0
2015-09-09,62,30.0,0.3,18.599999999999998
2015-09-10,23,30.0,0.3,6.8999999999999995
2015-09-11,91,30.0,0.3,27.3
2015-09-12,21,30.0,0.3,6.3
2015-09-13,19,30.0,0.3,5.7
2015-09-14,0,30.0,0.3,0.0
2015-09-15,61,30.0,0.3,18.3
2015-09-16,37,30.0,0.3,11.1
2015-09-17,57,30.0,0.3,17.099999999999998
2015-09-18,100,30.0,0.3,30.0
2015-09-19,47,30.0,0.3,14.1
2015-09-20,22,30.0,0.3,6.6
2015-09-21,47,30.0,0.3,14.1
2015-09-22,96,30.0,0.3,28.799999999999997
2015-09-23,46,30.0,0.3,13.799999999999999
2015-09-24,83,30.0,0.3,24.9
2015-09-25,56,30.0,0.3,16.8
2015-09-26,0,30.0,0.3,0.0
2015-09-27,44,30.0,0.3,13.2
2015-09-28,58,30.0,0.3,17.4
2015-09-29,89,30.0,0.3,26.7
2015-09-30,36,30.0,0.3,10.799999999999999
2015-10-01,37,32.0,0.32,11.84
2015-10-02,76,32.0,0.32,24.32
2015-10-03,0,32.0,0.32,0.0
2015-10-04,39,32.0,0.32,12.48
2015-10-05,62,32.0,0.32,19.84
2015-10-06,58,32.0,0.32,18.56
2015-10-07,55,32.0,0.32,17.6
2015-10-08,90,32.0,0.32,28.8
2015-10-09,36,32.0,0.32,11.52
2015-10-10,29,32.0,0.32,9.28
2015-10-11,0,32.0,0.32,0.0
2015-10-12,23,32.0,0.32,7.36
2015-10-13,55,32.0,0.32,17.6
2015-10-14,69,32.0,0.32,22.080000000000002
2015-10-15,58,32.0,0.32,18.56
2015-10-16,33,32.0,0.32,10.56
2015-10-17,34,32.0,0.32,10.88
2015-10-18,28,32.0,0.32,8.96
2015-10-19,87,32.0,0.32,27.84
2015-10-20,55,32.0,0.32,17.6
2015-10-21,56,32.0,0.32,17.92
2015-10-22,86,32.0,0.32,27.52
2015-10-23,42,32.0,0.32,13.44
2015-10-24,38,32.0,0.32,12.16
2015-10-25,24,32.0,0.32,7.68
2015-10-26,55,32.0,0.32,17.6
2015-10-27,100,32.0,0.32,32.0
2015-10-28,56,32.0,0.32,17.92
2015-10-29,84,32.0,0.32,26.88
2015-10-30,87,32.0,0.32,27.84
2015-10-31,35,32.0,0.32,11.200000000000001
2015-11-01,51,28.0,0.28,14.280000000000001
2015-11-02,47,28.0,0.28,13.160000000000002
2015-11-03,60,28.0,0.28,16.8
2015-11-04,63,28.0,0.28,17.64
2015-11-05,65,28.0,0.28,18.200000000000003
2015-11-06,85,28.0,0.28,23.8
2015-11-07,85,28.0,0.28,23.8
2015-11-08,0,28.0,0.28,0.0
2015-11-09,73,28.0,0.28,20.44
2015-11-10,52,28.0,0.28,14.560000000000002
2015-11-11,53,28.0,0.28,14.840000000000002
2015-11-12,56,28.0,0.28,15.680000000000001
2015-11-13,45,28.0,0.28,12.600000000000001
2015-11-14,23,28.0,0.28,6.44
2015-11-15,57,28.0,0.28,15.96
2015-11-16,64,28.0,0.28,17.92
2015-11-17,72,28.0,0.28,20.160000000000004
2015-11-18,91,28.0,0.28,25.480000000000004
2015-11-19,27,28.0,0.28,7.5600000000000005
2015-11-20,46,28.0,0.28,12.88
2015-11-21,55,28.0,0.28,15.400000000000002
2015-11-22,27,28.0,0.28,7.5600000000000005
2015-11-23,64,28.0,0.28,17.92
2015-11-24,100,28.0,0.28,28.000000000000004
2015-11-25,75,28.0,0.28,21.000000000000004
2015-11-26,20,28.0,0.28,5.6000000000000005
2015-11-27,83,28.0,0.28,23.240000000000002
2015-11-28,41,28.0,0.28,11.48
2015-11-29,0,28.0,0.28,0.0
2015-11-30,76,28.0,0.28,21.28
2015-12-01,37,29.0,0.29,10.729999999999999
2015-12-02,84,29.0,0.29,24.36
2015-12-03,22,29.0,0.29,6.38
2015-12-04,58,29.0,0.29,16.82
2015-12-05,30,29.0,0.29,8.7
2015-12-06,55,29.0,0.29,15.95
2015-12-07,18,29.0,0.29,5.22
2015-12-08,48,29.0,0.29,13.919999999999998
2015-12-09,43,29.0,0.29,12.469999999999999
2015-12-10,26,29.0,0.29,7.539999999999999
2015-12-11,81,29.0,0.29,23.49
2015-12-12,32,29.0,0.29,9.28
2015-12-13,37,29.0,0.29,10.729999999999999
2015-12-14,54,29.0,0.29,15.659999999999998
2015-12-15,55,29.0,0.29,15.95
2015-12-16,50,29.0,0.29,14.499999999999998
2015-12-17,100,29.0,0.29,28.999999999999996
2015-12-18,91,29.0,0.29,26.389999999999997
2015-12-19,14,29.0,0.29,4.06
2015-12-20,24,29.0,0.29,6.959999999999999
2015-12-21,47,29.0,0.29,13.629999999999999
2015-12-22,36,29.0,0.29,10.44
2015-12-23,75,29.0,0.29,21.75
2015-12-24,63,29.0,0.29,18.27
2015-12-25,16,29.0,0.29,4.64
2015-12-26,39,29.0,0.29,11.309999999999999
2015-12-27,14,29.0,0.29,4.06
2015-12-28,50,29.0,0.29,14.499999999999998
2015-12-29,54,29.0,0.29,15.659999999999998
2015-12-30,47,29.0,0.29,13.629999999999999
2015-12-31,42,29.0,0.29,12.18
2016-01-01,0,33.0,0.33,0.0
2016-01-02,0,33.0,0.33,0.0
2016-01-03,28,33.0,0.33,9.24
2016-01-04,60,33.0,0.33,19.8
2016-01-05,39,33.0,0.33,12.870000000000001
2016-01-06,28,33.0,0.33,9.24
2016-01-07,39,33.0,0.33,12.870000000000001
2016-01-08,47,33.0,0.33,15.510000000000002
2016-01-09,19,33.0,0.33,6.2700000000000005
2016-01-10,21,33.0,0.33,6.930000000000001
2016-01-11,36,33.0,0.33,11.88
2016-01-12,58,33.0,0.33,19.14
2016-01-13,47,33.0,0.33,15.510000000000002
2016-01-14,34,33.0,0.33,11.22
2016-01-15,28,33.0,0.33,9.24
2016-01-16,20,33.0,0.33,6.6000000000000005
2016-01-17,0,33.0,0.33,0.0
2016-01-18,23,33.0,0.33,7.590000000000001
2016-01-19,44,33.0,0.33,14.520000000000001
2016-01-20,38,33.0,0.33,12.540000000000001
2016-01-21,53,33.0,0.33,17.490000000000002
2016-01-22,58,33.0,0.33,19.14
2016-01-23,9,33.0,0.33,2.97
2016-01-24,23,33.0,0.33,7.590000000000001
2016-01-25,43,33.0,0.33,14.190000000000001
2016-01-26,44,33.0,0.33,14.520000000000001
2016-01-27,42,33.0,0.33,13.860000000000001
2016-01-28,56,33.0,0.33,18.48
2016-01-29,100,33.0,0.33,33.0
2016-01-30,28,33.0,0.33,9.24
2016-01-31,12,33.0,0.33,3.96
2016-02-01,65,36.0,0.36,23.4
2016-02-02,63,36.0,0.36,22.68
2016-02-03,100,36.0,0.36,36.0
2016-02-04,70,36.0,0.36,25.2
2016-02-05,53,36.0,0.36,19.08
2016-02-06,51,36.0,0.36,18.36
2016-02-07,16,36.0,0.36,5.76
2016-02-08,37,36.0,0.36,13.32
2016-02-09,37,36.0,0.36,13.32
2016-02-10,69,36.0,0.36,24.84
2016-02-11,38,36.0,0.36,13.68
2016-02-12,56,36.0,0.36,20.16
2016-02-13,28,36.0,0.36,10.08
2016-02-14,12,36.0,0.36,4.32
2016-02-15,34,36.0,0.36,12.24
2016-02-16,33,36.0,0.36,11.879999999999999
2016-02-17,58,36.0,0.36,20.88
2016-02-18,42,36.0,0.36,15.12
2016-02-19,25,36.0,0.36,9.0
2016-02-20,38,36.0,0.36,13.68
2016-02-21,30,36.0,0.36,10.799999999999999
2016-02-22,47,36.0,0.36,16.919999999999998
2016-02-23,62,36.0,0.36,22.32
2016-02-24,59,36.0,0.36,21.24
2016-02-25,66,36.0,0.36,23.759999999999998
2016-02-26,65,36.0,0.36,23.4
2016-02-27,0,36.0,0.36,0.0
2016-02-28,11,36.0,0.36,3.96
2016-02-29,61,36.0,0.36,21.96
2016-03-01,85,35.0,0.35,29.749999999999996
2016-03-02,82,35.0,0.35,28.7
2016-03-03,68,35.0,0.35,23.799999999999997
2016-03-04,58,35.0,0.35,20.299999999999997
2016-03-05,35,35.0,0.35,12.25
2016-03-06,11,35.0,0.35,3.8499999999999996
2016-03-07,65,35.0,0.35,22.75
2016-03-08,92,35.0,0.35,32.199999999999996
2016-03-09,100,35.0,0.35,35.0
2016-03-10,62,35.0,0.35,21.7
2016-03-11,84,35.0,0.35,29.4
2016-03-12,14,35.0,0.35,4.8999999999999995
2016-03-13,52,35.0,0.35,18.2
2016-03-14,51,35.0,0.35,17.849999999999998
2016-03-15,71,35.0,0.35,24.849999999999998
2016-03-16,53,35.0,0.35,18.549999999999997
2016-03-17,80,35.0,0.35,28.0
2016-03-18,87,35.0,0.35,30.45
2016-03-19,48,35.0,0.35,16.799999999999997
2016-03-20,28,35.0,0.35,9.799999999999999
2016-03-21,68,35.0,0.35,23.799999999999997
2016-03-22,83,35.0,0.35,29.049999999999997
2016-03-23,92,35.0,0.35,32.199999999999996
2016-03-24,75,35.0,0.35,26.25
2016-03-25,35,35.0,0.35,12.25
2016-03-26,30,35.0,0.35,10.5
2016-03-27,24,35.0,0.35,8.399999999999999
2016-03-28,83,35.0,0.35,29.049999999999997
2016-03-29,67,35.0,0.35,23.45
2016-03-30,78,35.0,0.35,27.299999999999997
2016-03-31,62,35.0,0.35,21.7
2016-04-01,40,35.0,0.35,14.0
2016-04-02,30,35.0,0.35,10.5
2016-04-03,11,35.0,0.35,3.8499999999999996
2016-04-04,75,35.0,0.35,26.25
2016-04-05,62,35.0,0.35,21.7
2016-04-06,72,35.0,0.35,25.2
2016-04-07,35,35.0,0.35,12.25
2016-04-08,68,35.0,0.35,23.799999999999997
2016-04-09,27,35.0,0.35,9.45
2016-04-10,19,35.0,0.35,6.6499999999999995
2016-04-11,35,35.0,0.35,12.25
2016-04-12,54,35.0,0.35,18.9
2016-04-13,72,35.0,0.35,25.2
2016-04-14,74,35.0,0.35,25.9
2016-04-15,71,35.0,0.35,24.849999999999998
2016-04-16,17,35.0,0.35,5.949999999999999
2016-04-17,52,35.0,0.35,18.2
2016-04-18,61,35.0,0.35,21.349999999999998
2016-04-19,81,35.0,0.35,28.349999999999998
2016-04-20,36,35.0,0.35,12.6
2016-04-21,55,35.0,0.35,19.25
2016-04-22,83,35.0,0.35,29.049999999999997
2016-04-23,75,35.0,0.35,26.25
2016-04-24,0,35.0,0.35,0.0
2016-04-25,36,35.0,0.35,12.6
2016-04-26,37,35.0,0.35,12.95
2016-04-27,65,35.0,0.35,22.75
2016-04-28,59,35.0,0.35,20.65
2016-04-29,52,35.0,0.35,18.2
2016-04-30,100,35.0,0.35,35.0
2016-05-01,50,33.0,0.33,16.5
2016-05-02,59,33.0,0.33,19.470000000000002
2016-05-03,52,33.0,0.33,17.16
2016-05-04,41,33.0,0.33,13.530000000000001
2016-05-05,91,33.0,0.33,30.03
2016-05-06,100,33.0,0.33,33.0
2016-05-07,38,33.0,0.33,12.540000000000001
2016-05-08,35,33.0,0.33,11.55
2016-05-09,57,33.0,0.33,18.810000000000002
2016-05-10,74,33.0,0.33,24.42
2016-05-11,59,33.0,0.33,19.470000000000002
2016-05-12,70,33.0,0.33,23.1
2016-05-13,46,33.0,0.33,15.180000000000001
2016-05-14,30,33.0,0.33,9.9
2016-05-15,30,33.0,0.33,9.9
2016-05-16,43,33.0,0.33,14.190000000000001
2016-05-17,55,33.0,0.33,18.150000000000002
2016-05-18,74,33.0,0.33,24.42
2016-05-19,70,33.0,0.33,23.1
2016-05-20,36,33.0,0.33,11.88
2016-05-21,36,33.0,0.33,11.88
2016-05-22,0,33.0,0.33,0.0
2016-05-23,48,33.0,0.33,15.84
2016-05-24,45,33.0,0.33,14.850000000000001
2016-05-25,51,33.0,0.33,16.830000000000002
2016-05-26,66,33.0,0.33,21.78
2016-05-27,54,33.0,0.33,17.82
2016-05-28,46,33.0,0.33,15.180000000000001
2016-05-29,39,33.0,0.33,12.870000000000001
2016-05-30,30,33.0,0.33,9.9
2016-05-31,68,33.0,0.33,22.44
2016-06-01,49,37.0,0.37,18.13
2016-06-02,62,37.0,0.37,22.94
2016-06-03,55,37.0,0.37,20.35
2016-06-04,13,37.0,0.37,4.81
2016-06-05,17,37.0,0.37,6.29
2016-06-06,37,37.0,0.37,13.69
2016-06-07,48,37.0,0.37,17.759999999999998
2016-06-08,67,37.0,0.37,24.79
2016-06-09,52,37.0,0.37,19.24
2016-06-10,74,37.0,0.37,27.38
2016-06-11,57,37.0,0.37,21.09
2016-06-12,0,37.0,0.37,0.0
2016-06-13,46,37.0,0.37,17.02
2016-06-14,49,37.0,0.37,18.13
2016-06-15,65,37.0,0.37,24.05
2016-06-16,88,37.0,0.37,32.56
2016-06-17,87,37.0,0.37,32.19
2016-06-18,43,37.0,0.37,15.91
2016-06-19,34,37.0,0.37,12.58
2016-06-20,77,37.0,0.37,28.49
2016-06-21,49,37.0,0.37,18.13
2016-06-22,64,37.0,0.37,23.68
2016-06-23,33,37.0,0.37,12.209999999999999
2016-06-24,100,37.0,0.37,37.0
